candidate_id,base_mechanism,variant,rho_target,initial_topology,heating_rate_C_min,peak_T_C,response_class,n_cases,HR_pct,PR_exposure_difference,connected_fine_difference,mean_radius_difference_nm
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,TJ_rich,100.0,1350.0,beneficial,2,1.1369631340082065,556521.9916745196,0.0085672445922039,-0.5899498849666927
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,TJ_rich,100.0,1350.0,neutral,5,-0.0399359935643362,148383.19124837118,0.0023763258533688,-0.1719534386744214
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,TJ_rich,100.0,1350.0,unattainable,20,,,,
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,TJ_rich,100.0,1400.0,harmful,7,-2.051752168490338,181149.9857242462,0.0034335799773739,-0.1970183731489143
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,TJ_rich,100.0,1400.0,neutral,7,-0.5152840538406641,128394.22742223648,0.0022291036596769,-0.1129910689099702
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,TJ_rich,100.0,1400.0,unattainable,13,,,,
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,TJ_rich,100.0,1450.0,harmful,16,-3.415918166532394,177990.67403025692,0.0023385094884169,-0.1459927957075031
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,TJ_rich,100.0,1450.0,neutral,2,-0.6501476253957365,552230.1632714837,0.0056941370538298,-0.4914072660223993
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,TJ_rich,100.0,1450.0,unattainable,9,,,,
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,baseline,1.0,1350.0,neutral,11,0.0,0.0,0.0,0.0
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,baseline,1.0,1350.0,unattainable,16,,,,
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,baseline,1.0,1400.0,neutral,18,0.0,0.0,0.0,0.0
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,baseline,1.0,1400.0,unattainable,9,,,,
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,baseline,1.0,1450.0,neutral,23,0.0,0.0,0.0,0.0
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,baseline,1.0,1450.0,unattainable,4,,,,
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,baseline,20.0,1350.0,beneficial,3,2.2226884919881047,1286722.7771010087,0.0052628591608525,-0.3257961246668017
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,baseline,20.0,1350.0,neutral,8,0.0366725347562745,325672.84975003975,0.002413537361905,-0.0849888656057054
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,baseline,20.0,1350.0,unattainable,16,,,,
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,baseline,20.0,1400.0,beneficial,2,2.377848032828324,1310864.5951405575,0.0134748753514407,-0.7349867969473465
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,baseline,20.0,1400.0,harmful,2,-1.5406351382965562,423963.8710613469,0.0054726286677748,-0.2337654551103369
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,baseline,20.0,1400.0,neutral,14,-0.0727645253489431,428662.64471308206,0.0027732783447408,-0.1432796120211463
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,baseline,20.0,1400.0,unattainable,9,,,,
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,baseline,20.0,1450.0,harmful,21,-2.0985097841272498,429428.2183238816,0.0031254820847925,-0.1590699159412096
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,baseline,20.0,1450.0,unattainable,6,,,,
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,baseline,100.0,1350.0,beneficial,3,2.683617931055662,1362139.994384033,0.0060632587335605,-0.3915624895199983
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,baseline,100.0,1350.0,neutral,8,0.052891675083595546,340703.050216479,0.00275397731395425,-0.11257170820100976
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,baseline,100.0,1350.0,unattainable,16,,,,
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,baseline,100.0,1400.0,beneficial,4,2.1252502882846853,1410784.6373846682,0.01122190372190585,-0.6505085317277164
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,baseline,100.0,1400.0,harmful,4,-1.3895932528466428,446359.6538868856,0.0042948503360157,-0.18118560520636956
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,baseline,100.0,1400.0,neutral,10,-0.1247478685123787,240535.739673809,0.0017066215103956,-0.1037699495986501
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,baseline,100.0,1400.0,unattainable,9,,,,
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,baseline,100.0,1450.0,harmful,19,-2.7135922633855563,449433.6548154588,0.0033062739964861,-0.194007882265204
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,baseline,100.0,1450.0,neutral,2,-0.825432344696311,240693.94031301577,0.0018013115742904,-0.1537346303652711
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,baseline,100.0,1450.0,unattainable,6,,,,
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,mixed_GBseg_TJ,1.0,1350.0,neutral,11,0.0,0.0,0.0,0.0
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,mixed_GBseg_TJ,1.0,1350.0,unattainable,16,,,,
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,mixed_GBseg_TJ,1.0,1400.0,neutral,18,0.0,0.0,0.0,0.0
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,mixed_GBseg_TJ,1.0,1400.0,unattainable,9,,,,
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,mixed_GBseg_TJ,1.0,1450.0,neutral,22,0.0,0.0,0.0,0.0
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,mixed_GBseg_TJ,1.0,1450.0,unattainable,5,,,,
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,mixed_GBseg_TJ,20.0,1350.0,beneficial,2,1.4094375639274574,831390.4326161755,0.0085827047465137,-0.5275268713485026
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,mixed_GBseg_TJ,20.0,1350.0,neutral,9,-0.0091689956542605,259769.10707575793,0.0025591058432533,-0.1327573475220731
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,mixed_GBseg_TJ,20.0,1350.0,unattainable,16,,,,
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,mixed_GBseg_TJ,20.0,1400.0,harmful,6,-1.6920413150492866,267455.90315243095,0.003208542158493,-0.1852410252770937
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,mixed_GBseg_TJ,20.0,1400.0,neutral,11,-0.3517127157996062,191011.81702405683,0.0021210847471182,-0.105796202201077
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,mixed_GBseg_TJ,20.0,1400.0,unattainable,10,,,,
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,mixed_GBseg_TJ,20.0,1450.0,harmful,18,-3.1622612724171457,267787.08740013454,0.0032191159121812,-0.1930345441810459
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,mixed_GBseg_TJ,20.0,1450.0,unattainable,9,,,,
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,mixed_GBseg_TJ,100.0,1350.0,beneficial,2,1.4716369866348786,874297.7597650469,0.009009974715801651,-0.5497393899919842
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,mixed_GBseg_TJ,100.0,1350.0,neutral,9,-0.009236857912994,271417.53469287534,0.0026812885596158,-0.1485966780301382
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,mixed_GBseg_TJ,100.0,1350.0,unattainable,16,,,,
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,mixed_GBseg_TJ,100.0,1400.0,harmful,6,-1.892714049848044,279335.5905830551,0.0028718064318833,-0.1501792808215327
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,mixed_GBseg_TJ,100.0,1400.0,neutral,11,-0.4101163284627758,199288.1042780826,0.0023417301048181,-0.0981430286728013
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,mixed_GBseg_TJ,100.0,1400.0,unattainable,10,,,,
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,mixed_GBseg_TJ,100.0,1450.0,harmful,18,-3.2432923365712867,279689.89553805813,0.0033115805274512,-0.1951550326604447
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,mixed_GBseg_TJ,100.0,1450.0,unattainable,9,,,,
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.88,GBseg_rich,1.0,1350.0,neutral,11,0.0,0.0,0.0,0.0
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.88,GBseg_rich,1.0,1350.0,unattainable,16,,,,
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.88,GBseg_rich,1.0,1400.0,neutral,18,0.0,0.0,0.0,0.0
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.88,GBseg_rich,1.0,1400.0,unattainable,9,,,,
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.88,GBseg_rich,1.0,1450.0,neutral,23,0.0,0.0,0.0,0.0
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.88,GBseg_rich,1.0,1450.0,unattainable,4,,,,
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.88,GBseg_rich,20.0,1350.0,beneficial,6,2.501163564817891,1298175.464619774,0.0009054063661686501,-0.10882111594965585
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.88,GBseg_rich,20.0,1350.0,neutral,5,0.0348657459064483,351757.0092289397,0.0010378212157552,-0.0528269602848823
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.88,GBseg_rich,20.0,1350.0,unattainable,16,,,,
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.88,GBseg_rich,20.0,1400.0,beneficial,12,2.271186094654895,1532808.8241607293,3.313090020119999e-05,0.00660163889495275
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.88,GBseg_rich,20.0,1400.0,neutral,6,0.1539638759148723,352498.6018607828,0.0005836721112545,-0.0475308575186801
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.88,GBseg_rich,20.0,1400.0,unattainable,9,,,,
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.88,GBseg_rich,20.0,1450.0,beneficial,7,1.952855067849255,2375044.1427577436,4.2467801604537114e-05,0.0244934864348067
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.88,GBseg_rich,20.0,1450.0,harmful,7,-1.7280244578568795,943512.4377140516,0.0002030215212912,0.0570807222080631
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.88,GBseg_rich,20.0,1450.0,neutral,7,-0.3573867837166632,352813.5690842967,0.0010903443839504,-0.0426808538782097
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.88,GBseg_rich,20.0,1450.0,unattainable,6,,,,
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.88,GBseg_rich,100.0,1350.0,beneficial,7,1.0847121342993968,998194.765752568,-0.0005123023414225,0.1055803854405041
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.88,GBseg_rich,100.0,1350.0,neutral,4,0.0308148578897403,356435.54929159355,0.00180010976417875,-0.05841140869331695
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.88,GBseg_rich,100.0,1350.0,unattainable,16,,,,
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.88,GBseg_rich,100.0,1400.0,beneficial,12,2.4458816820747993,1655373.1133649554,-0.0003411498011113,0.0541705370764198
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.88,GBseg_rich,100.0,1400.0,neutral,6,0.1855417704767327,368702.6737371755,0.001056932474612,-0.0396796073245226
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.88,GBseg_rich,100.0,1400.0,unattainable,9,,,,
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.88,GBseg_rich,100.0,1450.0,beneficial,7,3.3616275459012637,2602323.9486055854,0.0002831425446507,-0.0207802452734782
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.88,GBseg_rich,100.0,1450.0,harmful,7,-1.6744015175607878,997822.9735043412,0.0007473102683776,-0.0188544377439541
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.88,GBseg_rich,100.0,1450.0,neutral,7,-0.4096255987642161,369038.767523665,0.00077949395806,-0.0185146920840395
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.88,GBseg_rich,100.0,1450.0,unattainable,6,,,,
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.88,TJ_rich,1.0,1350.0,neutral,2,0.0,0.0,0.0,0.0
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.88,TJ_rich,1.0,1350.0,unattainable,25,,,,
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.88,TJ_rich,1.0,1400.0,neutral,11,0.0,0.0,0.0,0.0
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.88,TJ_rich,1.0,1400.0,unattainable,16,,,,
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.88,TJ_rich,1.0,1450.0,neutral,18,0.0,0.0,0.0,0.0
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.88,TJ_rich,1.0,1450.0,unattainable,9,,,,
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.88,TJ_rich,20.0,1350.0,neutral,2,-0.22667695329607454,135289.64603483697,0.00237902823205865,-0.15612241495172086
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.88,TJ_rich,20.0,1350.0,unattainable,25,,,,
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.88,TJ_rich,20.0,1400.0,harmful,3,-1.563852480596834,173569.1025133456,0.0022079601080927,-0.0937896600929377
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.88,TJ_rich,20.0,1400.0,neutral,6,-0.004630514074433656,334278.8306653438,0.00234925054284385,-0.290216524562723
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.88,TJ_rich,20.0,1400.0,unattainable,18,,,,
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.88,TJ_rich,20.0,1450.0,harmful,11,-2.756530532450974,142526.92864718218,0.0011956685103241,-0.123943725322519
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.88,TJ_rich,20.0,1450.0,neutral,5,0.443153509814215,536360.0167914728,0.0058976739003824,-0.5393675049415378
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.88,TJ_rich,20.0,1450.0,unattainable,11,,,,
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.88,TJ_rich,100.0,1350.0,neutral,2,-0.19421382958166777,141222.0317587325,0.0026833575763773,-0.18758716776875056
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.88,TJ_rich,100.0,1350.0,unattainable,25,,,,
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.88,TJ_rich,100.0,1400.0,harmful,3,-1.5620226486988027,181154.13503378505,0.0024697955490283,-0.1669206285906526
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.88,TJ_rich,100.0,1400.0,neutral,6,-0.1798902864828872,349638.55670150823,0.00290631812340335,-0.30048624876258856
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.88,TJ_rich,100.0,1400.0,unattainable,18,,,,
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.88,TJ_rich,100.0,1450.0,harmful,11,-2.5361652386559412,148684.26592175805,0.0017090980817356,-0.1358434966743189
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.88,TJ_rich,100.0,1450.0,neutral,5,0.2920054613605653,561970.3201378592,0.0060273359853284,-0.5394845361215488
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.88,TJ_rich,100.0,1450.0,unattainable,11,,,,
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.88,baseline,1.0,1350.0,neutral,5,0.0,0.0,0.0,0.0
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.88,baseline,1.0,1350.0,unattainable,22,,,,
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.88,baseline,1.0,1400.0,neutral,13,0.0,0.0,0.0,0.0
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.88,baseline,1.0,1400.0,unattainable,14,,,,
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.88,baseline,1.0,1450.0,neutral,18,0.0,0.0,0.0,0.0
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.88,baseline,1.0,1450.0,unattainable,9,,,,
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.88,baseline,20.0,1350.0,beneficial,1,3.366847545072661,1221971.275601389,0.0066959078866887,-0.5178244012601425
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.88,baseline,20.0,1350.0,neutral,4,0.0918227661715771,312822.6275707991,0.00125853741931165,-0.0655979496817096
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.88,baseline,20.0,1350.0,unattainable,22,,,,
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.88,baseline,20.0,1400.0,beneficial,2,1.934880225623065,1310316.3162179498,0.0086304118754872,-0.6110619357825158
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.88,baseline,20.0,1400.0,neutral,10,-0.1104684187871982,423907.1700429293,0.0018960827476395999,-0.1503098438726553
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.88,baseline,20.0,1400.0,unattainable,15,,,,
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.88,baseline,20.0,1450.0,harmful,12,-1.9493530103068983,427166.0764384946,0.00169410183612385,-0.0946938667504291
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.88,baseline,20.0,1450.0,neutral,6,-0.7476674356037678,1325140.2441532707,0.0043886292033983,-0.3688083308855212
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.88,baseline,20.0,1450.0,unattainable,9,,,,
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.88,baseline,100.0,1350.0,beneficial,1,3.62502968096777,1296484.8540126458,0.0070655200176765,-0.5423549295309584
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.88,baseline,100.0,1350.0,neutral,4,0.12755033140977787,327303.81989492493,0.0016858704010407999,-0.10070451207927525
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.88,baseline,100.0,1350.0,unattainable,22,,,,
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.88,baseline,100.0,1400.0,beneficial,3,2.0758339023473766,1394215.7798389257,0.0090299867758634,-0.621178147120311
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.88,baseline,100.0,1400.0,neutral,9,-0.1550833188260347,444051.20298066735,0.0013097557502,-0.099912488150359
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.88,baseline,100.0,1400.0,unattainable,15,,,,
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.88,baseline,100.0,1450.0,harmful,12,-1.9175013269134378,447277.2542941673,0.0017193263153505501,-0.090276523514813
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.88,baseline,100.0,1450.0,neutral,6,-0.3963868406328413,1411424.0489219604,0.0049989006416319,-0.4406462378069093
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.88,baseline,100.0,1450.0,unattainable,9,,,,
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.88,mixed_GBseg_TJ,1.0,1350.0,neutral,5,0.0,0.0,0.0,0.0
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.88,mixed_GBseg_TJ,1.0,1350.0,unattainable,22,,,,
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.88,mixed_GBseg_TJ,1.0,1400.0,neutral,13,0.0,0.0,0.0,0.0
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.88,mixed_GBseg_TJ,1.0,1400.0,unattainable,14,,,,
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.88,mixed_GBseg_TJ,1.0,1450.0,neutral,18,0.0,0.0,0.0,0.0
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.88,mixed_GBseg_TJ,1.0,1450.0,unattainable,9,,,,
