figure_id,panel_id,candidate_id,evidence_level,model_layer,source_file,source_table,source_branch_or_commit,units_reference,human_readable_label_reference,derivation_notes,G0_nm,G1_nm,first_step_growth_fraction,median_reduction,min_reduction,max_reduction,span20,window_width_C,T2_success_range,lower_boundary_present,upper_boundary_present,closed_fraction_at_switch,closed_fraction_at_target,closed_shrinkage_share,open_shrinkage_share,PR_damage_contribution,destructive_ablations,robustness_count,interpretation,artifact_flag,tier_status,validation_status
Figure 6,candidate_summary,693168,exact,local_region_two_step,results/reframe_tierB_experimental_plausibility/tierB_candidate_reinterpretation.csv,six exact candidate reinterpretation,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,All six exact Tier-B candidates; 693168 remains conditional and unvalidated.,102.95481792457316,117.0666684907314,0.1370683844683875,0.8812766736684337,0.8628554147995973,0.8945435862192938,0.0299999999999966,260.0,930-1190,True,True,0.6494149879062678,0.9999913991449448,0.9913835871516228,0.0086164128483771,1.0,no_PR_damage;no_closed_transition;no_closed_shrinkage;infinite_closed_accommodation,9,calibration-sensitive Tier B,False,conditional Tier B,not validation
Figure 6,candidate_summary,822940,exact,local_region_two_step,results/reframe_tierB_experimental_plausibility/tierB_candidate_reinterpretation.csv,six exact candidate reinterpretation,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,All six exact Tier-B candidates; 693168 remains conditional and unvalidated.,99.51971279037129,112.93125723883682,0.1347626924598917,0.3190687505790738,0.2771477459996112,0.3448162659393647,0.0299999999999966,125.0,1185-1310,True,True,0.0218863861583767,0.0001783153370509,0.9999767866705984,2.321332940160772e-05,0.3807747766941716,no_PR_damage;no_closed_transition;no_closed_shrinkage;infinite_closed_accommodation;no_TJ_multihit;q_TJ_2;topology_disabled,9,plausible Tier B,False,conditional Tier B,not validation
Figure 6,candidate_summary,581668,exact,local_region_two_step,results/reframe_tierB_experimental_plausibility/tierB_candidate_reinterpretation.csv,six exact candidate reinterpretation,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,All six exact Tier-B candidates; 693168 remains conditional and unvalidated.,110.43697847400524,119.44922480093048,0.081605332303134,0.3389414747772701,0.3238046572801711,0.3523056361851885,0.0299999999999966,265.0,1020-1285,True,True,0.4603007828266633,1.0,0.9998243117198335,0.0001756882801663,0.9584357002192144,no_PR_damage;no_closed_transition;no_closed_shrinkage;infinite_closed_accommodation;no_attached_pore_drag;q_TJ_2;no_residual_stress,5,calibration-sensitive Tier B,False,conditional Tier B,not validation
Figure 6,candidate_summary,295003,exact,local_region_two_step,results/reframe_tierB_experimental_plausibility/tierB_candidate_reinterpretation.csv,six exact candidate reinterpretation,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,All six exact Tier-B candidates; 693168 remains conditional and unvalidated.,100.09505980095489,105.08767268026187,0.0498787141866452,0.4229626165997483,0.4006854340377894,0.4461440498007993,0.0299999999999966,290.0,970-1260,True,True,0.6214173509656965,0.9999999999999992,0.9998511514330146,0.0001488485669852,0.1543628247761363,no_PR_damage;no_closed_transition;no_closed_shrinkage;infinite_closed_accommodation,0,calibration-sensitive Tier B,False,conditional Tier B,not validation
Figure 6,candidate_summary,366094,exact,local_region_two_step,results/reframe_tierB_experimental_plausibility/tierB_candidate_reinterpretation.csv,six exact candidate reinterpretation,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,All six exact Tier-B candidates; 693168 remains conditional and unvalidated.,107.03956852143658,128.06165749645697,0.1963954943522623,0.2309788280970066,0.1829734771491897,0.3215744841294335,0.0240999999999973,215.0,1110-1325,True,True,0.147090077345526,0.221217012773066,0.1370635486848481,0.8629364513151517,1.9147903693709452e-05,no_closed_transition;no_closed_shrinkage;infinite_closed_accommodation;no_TJ_multihit;q_TJ_1;q_TJ_2;no_residual_stress;topology_disabled,0,calibration-sensitive Tier B,False,conditional Tier B,not validation
Figure 6,candidate_summary,85161,exact,local_region_two_step,results/reframe_tierB_experimental_plausibility/tierB_candidate_reinterpretation.csv,six exact candidate reinterpretation,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,All six exact Tier-B candidates; 693168 remains conditional and unvalidated.,106.55525329778165,113.50364549943758,0.0652092880135888,0.3954750022362947,0.3855887492102935,0.3980995762415987,0.0299999999999966,60.0,1110-1170,True,True,0.9416338408109493,0.9999999999999992,0.9999912890531544,8.710946845742058e-06,1.0,no_PR_damage;no_closed_transition;no_closed_shrinkage;infinite_closed_accommodation;no_attached_pore_drag;no_TJ_multihit;q_TJ_0;no_residual_stress;topology_disabled,0,calibration-sensitive Tier B,False,conditional Tier B,not validation
