figure_id,panel_id,candidate_id,evidence_level,model_layer,source_file,source_table,source_branch_or_commit,units_reference,human_readable_label_reference,derivation_notes,ablation,tier,median_reduction,span20,window_width_C,lower_bracketed,upper_bracketed,complete,rho_high_final,rho_two_final,loss_from_full,retained_TierB,high_density_attainment,mechanism_loss_category
Figure 6,ablation_matrix,581668,exact,local_region_two_step,results/local_region_decoder_corrected_dynamic_search/ablation_summary.csv,six-candidate exact ablation matrix,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Mechanism-loss category is derived from saved attainment, boundary, and reduction fields.",topology_disabled,Tier_B,0.8030636724797013,0.0299999999999966,155.0,True,True,True,0.9801570974450692,0.9809948930489772,False,True,True,noncausal
Figure 6,ablation_matrix,295003,exact,local_region_two_step,results/local_region_decoder_corrected_dynamic_search/ablation_summary.csv,six-candidate exact ablation matrix,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Mechanism-loss category is derived from saved attainment, boundary, and reduction fields.",full_model,Tier_B,0.4229626165997483,0.0299999999999966,290.0,True,True,True,0.980412897022888,0.9817003407224052,False,True,True,noncausal
Figure 6,ablation_matrix,295003,exact,local_region_two_step,results/local_region_decoder_corrected_dynamic_search/ablation_summary.csv,six-candidate exact ablation matrix,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Mechanism-loss category is derived from saved attainment, boundary, and reduction fields.",no_PR_damage,Tier_C,0.1594142809434445,0.0,0.0,True,True,False,0.98,0.980195718637837,True,False,True,loses_trajectory_reduction
Figure 6,ablation_matrix,295003,exact,local_region_two_step,results/local_region_decoder_corrected_dynamic_search/ablation_summary.csv,six-candidate exact ablation matrix,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Mechanism-loss category is derived from saved attainment, boundary, and reduction fields.",no_sweep_coalescence,Tier_B,0.4229625998590578,0.0299999999999966,290.0,True,True,True,0.980412897022894,0.9817003102039468,False,True,True,noncausal
Figure 6,ablation_matrix,295003,exact,local_region_two_step,results/local_region_decoder_corrected_dynamic_search/ablation_summary.csv,six-candidate exact ablation matrix,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Mechanism-loss category is derived from saved attainment, boundary, and reduction fields.",no_local_region_heterogeneity,Tier_B,0.4221602556941409,0.0299999999999966,290.0,True,True,True,0.9804154126965524,0.981560117423989,False,True,True,noncausal
Figure 6,ablation_matrix,295003,exact,local_region_two_step,results/local_region_decoder_corrected_dynamic_search/ablation_summary.csv,six-candidate exact ablation matrix,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Mechanism-loss category is derived from saved attainment, boundary, and reduction fields.",homogenized_network,Tier_B,0.406522110476622,0.0299999999999966,290.0,True,True,True,0.9816134330354704,0.98199936,False,True,True,noncausal
Figure 6,ablation_matrix,295003,exact,local_region_two_step,results/local_region_decoder_corrected_dynamic_search/ablation_summary.csv,six-candidate exact ablation matrix,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Mechanism-loss category is derived from saved attainment, boundary, and reduction fields.",no_interregion_exchange,Tier_B,0.422967480093118,0.0299999999999966,290.0,True,True,True,0.9804128857187788,0.9817017570542176,False,True,True,noncausal
Figure 6,ablation_matrix,295003,exact,local_region_two_step,results/local_region_decoder_corrected_dynamic_search/ablation_summary.csv,six-candidate exact ablation matrix,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Mechanism-loss category is derived from saved attainment, boundary, and reduction fields.",no_pore_detachment,Tier_B,0.422964913723739,0.0299999999999966,290.0,True,True,True,0.9804129560824144,0.98170072496115,False,True,True,noncausal
Figure 6,ablation_matrix,295003,exact,local_region_two_step,results/local_region_decoder_corrected_dynamic_search/ablation_summary.csv,six-candidate exact ablation matrix,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Mechanism-loss category is derived from saved attainment, boundary, and reduction fields.",no_recapture,Tier_B,0.4229628599333348,0.0299999999999966,290.0,True,True,True,0.9804128966694944,0.9817004755779696,False,True,True,noncausal
Figure 6,ablation_matrix,295003,exact,local_region_two_step,results/local_region_decoder_corrected_dynamic_search/ablation_summary.csv,six-candidate exact ablation matrix,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Mechanism-loss category is derived from saved attainment, boundary, and reduction fields.",no_closed_transition,reject,,0.0,0.0,False,False,False,0.7283066302410314,0.7283066302410314,True,False,False,loses_high_density_attainment
Figure 6,ablation_matrix,295003,exact,local_region_two_step,results/local_region_decoder_corrected_dynamic_search/ablation_summary.csv,six-candidate exact ablation matrix,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Mechanism-loss category is derived from saved attainment, boundary, and reduction fields.",no_closed_shrinkage,reject,,0.0,0.0,False,False,False,0.7054586311608844,0.7054586311608844,True,False,False,loses_high_density_attainment
Figure 6,ablation_matrix,295003,exact,local_region_two_step,results/local_region_decoder_corrected_dynamic_search/ablation_summary.csv,six-candidate exact ablation matrix,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Mechanism-loss category is derived from saved attainment, boundary, and reduction fields.",infinite_closed_accommodation,reject,,0.0,0.0,True,False,False,0.9104794891713214,0.9104794901632344,True,False,False,loses_high_density_attainment
Figure 6,ablation_matrix,295003,exact,local_region_two_step,results/local_region_decoder_corrected_dynamic_search/ablation_summary.csv,six-candidate exact ablation matrix,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Mechanism-loss category is derived from saved attainment, boundary, and reduction fields.",no_attached_pore_drag,Tier_B,0.4196976577043348,0.0299999999999966,290.0,True,True,True,0.9804126120040704,0.9817012731615216,False,True,True,noncausal
Figure 6,ablation_matrix,295003,exact,local_region_two_step,results/local_region_decoder_corrected_dynamic_search/ablation_summary.csv,six-candidate exact ablation matrix,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Mechanism-loss category is derived from saved attainment, boundary, and reduction fields.",no_persistent_junction,Tier_B,0.4196964323007947,0.0299999999999966,290.0,True,True,True,0.9804126262592388,0.9817014790744338,False,True,True,noncausal
Figure 6,ablation_matrix,295003,exact,local_region_two_step,results/local_region_decoder_corrected_dynamic_search/ablation_summary.csv,six-candidate exact ablation matrix,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Mechanism-loss category is derived from saved attainment, boundary, and reduction fields.",no_TJ_multihit,Tier_B,0.8176858558403929,0.0299999999999966,190.0,True,True,True,0.9804125290328676,0.9817012879849678,False,True,True,noncausal
Figure 6,ablation_matrix,295003,exact,local_region_two_step,results/local_region_decoder_corrected_dynamic_search/ablation_summary.csv,six-candidate exact ablation matrix,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Mechanism-loss category is derived from saved attainment, boundary, and reduction fields.",q_TJ_0,Tier_B,0.6097279140890881,0.0299999999999966,275.0,True,True,True,0.9804128834047526,0.9817012920561786,False,True,True,noncausal
Figure 6,ablation_matrix,295003,exact,local_region_two_step,results/local_region_decoder_corrected_dynamic_search/ablation_summary.csv,six-candidate exact ablation matrix,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Mechanism-loss category is derived from saved attainment, boundary, and reduction fields.",q_TJ_1,Tier_B,0.4229626165997483,0.0299999999999966,290.0,True,True,True,0.980412897022888,0.9817003407224052,False,True,True,noncausal
Figure 6,ablation_matrix,295003,exact,local_region_two_step,results/local_region_decoder_corrected_dynamic_search/ablation_summary.csv,six-candidate exact ablation matrix,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Mechanism-loss category is derived from saved attainment, boundary, and reduction fields.",q_TJ_2,Tier_B,0.3149211740268651,0.0299999999999966,305.0,True,True,True,0.9804129182010178,0.9816992710973308,False,True,True,noncausal
Figure 6,ablation_matrix,295003,exact,local_region_two_step,results/local_region_decoder_corrected_dynamic_search/ablation_summary.csv,six-candidate exact ablation matrix,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Mechanism-loss category is derived from saved attainment, boundary, and reduction fields.",no_residual_stress,Tier_B,0.4251211941226801,0.0299999999999966,190.0,True,True,True,0.9811523920259134,0.9800603750962056,False,True,True,noncausal
Figure 6,ablation_matrix,295003,exact,local_region_two_step,results/local_region_decoder_corrected_dynamic_search/ablation_summary.csv,six-candidate exact ablation matrix,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Mechanism-loss category is derived from saved attainment, boundary, and reduction fields.",topology_disabled,Tier_B,0.8988970064974023,0.0299999999999966,105.0,True,True,True,0.9815861870066962,0.98090326781623,False,True,True,noncausal
Figure 6,ablation_matrix,366094,exact,local_region_two_step,results/local_region_decoder_corrected_dynamic_search/ablation_summary.csv,six-candidate exact ablation matrix,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Mechanism-loss category is derived from saved attainment, boundary, and reduction fields.",full_model,Tier_B,0.2309788280970066,0.0240999999999973,215.0,True,True,True,0.98,0.980147057399122,False,True,True,noncausal
Figure 6,ablation_matrix,366094,exact,local_region_two_step,results/local_region_decoder_corrected_dynamic_search/ablation_summary.csv,six-candidate exact ablation matrix,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Mechanism-loss category is derived from saved attainment, boundary, and reduction fields.",no_PR_damage,Tier_B,0.2299891616020927,0.0237999999999973,215.0,True,True,True,0.98,0.9801701558420848,False,True,True,noncausal
Figure 6,ablation_matrix,366094,exact,local_region_two_step,results/local_region_decoder_corrected_dynamic_search/ablation_summary.csv,six-candidate exact ablation matrix,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Mechanism-loss category is derived from saved attainment, boundary, and reduction fields.",no_sweep_coalescence,Tier_B,0.2309788250371088,0.0240999999999973,215.0,True,True,True,0.98,0.9801470574643348,False,True,True,noncausal
Figure 6,ablation_matrix,366094,exact,local_region_two_step,results/local_region_decoder_corrected_dynamic_search/ablation_summary.csv,six-candidate exact ablation matrix,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Mechanism-loss category is derived from saved attainment, boundary, and reduction fields.",no_local_region_heterogeneity,Tier_B,0.2397445162728729,0.026799999999997,215.0,True,True,True,0.98,0.9801597958591712,False,True,True,noncausal
Figure 6,ablation_matrix,366094,exact,local_region_two_step,results/local_region_decoder_corrected_dynamic_search/ablation_summary.csv,six-candidate exact ablation matrix,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Mechanism-loss category is derived from saved attainment, boundary, and reduction fields.",homogenized_network,Tier_B,0.2786305667882067,0.0299999999999966,165.0,True,True,True,0.98138238592718,0.980138977169859,False,True,True,noncausal
Figure 6,ablation_matrix,366094,exact,local_region_two_step,results/local_region_decoder_corrected_dynamic_search/ablation_summary.csv,six-candidate exact ablation matrix,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Mechanism-loss category is derived from saved attainment, boundary, and reduction fields.",no_interregion_exchange,Tier_B,0.2309788280827671,0.0240999999999973,215.0,True,True,True,0.98,0.9801470573591708,False,True,True,noncausal
Figure 6,ablation_matrix,366094,exact,local_region_two_step,results/local_region_decoder_corrected_dynamic_search/ablation_summary.csv,six-candidate exact ablation matrix,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Mechanism-loss category is derived from saved attainment, boundary, and reduction fields.",no_pore_detachment,Tier_B,0.2309788276848782,0.0240999999999973,215.0,True,True,True,0.98,0.9801470585296762,False,True,True,noncausal
Figure 6,ablation_matrix,366094,exact,local_region_two_step,results/local_region_decoder_corrected_dynamic_search/ablation_summary.csv,six-candidate exact ablation matrix,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Mechanism-loss category is derived from saved attainment, boundary, and reduction fields.",no_recapture,Tier_B,0.2867091335888173,0.0299999999999966,175.0,True,True,True,0.9816847527941598,0.9800796613157254,False,True,True,noncausal
Figure 6,ablation_matrix,366094,exact,local_region_two_step,results/local_region_decoder_corrected_dynamic_search/ablation_summary.csv,six-candidate exact ablation matrix,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Mechanism-loss category is derived from saved attainment, boundary, and reduction fields.",no_closed_transition,Tier_C,0.1658566598162166,0.0037999999999995,0.0,True,False,False,0.9712062192932984,0.9699781640227256,True,False,False,loses_high_density_attainment
Figure 6,ablation_matrix,366094,exact,local_region_two_step,results/local_region_decoder_corrected_dynamic_search/ablation_summary.csv,six-candidate exact ablation matrix,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Mechanism-loss category is derived from saved attainment, boundary, and reduction fields.",no_closed_shrinkage,reject,,0.0,0.0,False,False,False,0.8269180559053337,0.8269180559053337,True,False,False,loses_high_density_attainment
Figure 6,ablation_matrix,366094,exact,local_region_two_step,results/local_region_decoder_corrected_dynamic_search/ablation_summary.csv,six-candidate exact ablation matrix,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Mechanism-loss category is derived from saved attainment, boundary, and reduction fields.",infinite_closed_accommodation,Tier_C,0.1178979254719035,0.0,240.0,True,False,False,0.9810923619679476,0.9805292049565658,True,False,True,loses_upper_boundary
Figure 6,ablation_matrix,366094,exact,local_region_two_step,results/local_region_decoder_corrected_dynamic_search/ablation_summary.csv,six-candidate exact ablation matrix,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Mechanism-loss category is derived from saved attainment, boundary, and reduction fields.",no_attached_pore_drag,Tier_B,0.2303281939109769,0.0238999999999973,215.0,True,True,True,0.982,0.9801470572879905,False,True,True,noncausal
Figure 6,ablation_matrix,366094,exact,local_region_two_step,results/local_region_decoder_corrected_dynamic_search/ablation_summary.csv,six-candidate exact ablation matrix,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Mechanism-loss category is derived from saved attainment, boundary, and reduction fields.",no_persistent_junction,Tier_B,0.2289168139100584,0.0234999999999974,215.0,True,True,True,0.982,0.9801470556124426,False,True,True,noncausal
Figure 6,ablation_matrix,366094,exact,local_region_two_step,results/local_region_decoder_corrected_dynamic_search/ablation_summary.csv,six-candidate exact ablation matrix,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Mechanism-loss category is derived from saved attainment, boundary, and reduction fields.",no_TJ_multihit,Tier_C,0.1520639915655308,0.0057999999999993,0.0,True,True,False,0.98,0.9801368629690383,True,False,True,loses_trajectory_reduction
Figure 6,ablation_matrix,366094,exact,local_region_two_step,results/local_region_decoder_corrected_dynamic_search/ablation_summary.csv,six-candidate exact ablation matrix,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Mechanism-loss category is derived from saved attainment, boundary, and reduction fields.",q_TJ_0,Tier_B,0.2309788280970066,0.0240999999999973,215.0,True,True,True,0.98,0.980147057399122,False,True,True,noncausal
Figure 6,ablation_matrix,366094,exact,local_region_two_step,results/local_region_decoder_corrected_dynamic_search/ablation_summary.csv,six-candidate exact ablation matrix,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Mechanism-loss category is derived from saved attainment, boundary, and reduction fields.",q_TJ_1,Tier_C,0.1233659691314885,0.0,240.0,True,False,False,0.98,0.9801470661156304,True,False,True,loses_upper_boundary
Figure 6,ablation_matrix,366094,exact,local_region_two_step,results/local_region_decoder_corrected_dynamic_search/ablation_summary.csv,six-candidate exact ablation matrix,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Mechanism-loss category is derived from saved attainment, boundary, and reduction fields.",q_TJ_2,Tier_C,0.0796456566029999,0.0,240.0,True,False,False,0.982,0.9801477187359192,True,False,True,loses_upper_boundary
Figure 6,ablation_matrix,366094,exact,local_region_two_step,results/local_region_decoder_corrected_dynamic_search/ablation_summary.csv,six-candidate exact ablation matrix,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Mechanism-loss category is derived from saved attainment, boundary, and reduction fields.",no_residual_stress,Tier_C,0.6059366640905409,0.0299999999999966,0.0,True,True,False,0.982,0.9801673852869464,True,False,True,noncausal
Figure 6,ablation_matrix,366094,exact,local_region_two_step,results/local_region_decoder_corrected_dynamic_search/ablation_summary.csv,six-candidate exact ablation matrix,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Mechanism-loss category is derived from saved attainment, boundary, and reduction fields.",topology_disabled,Tier_C,0.5323807230001927,0.0299999999999966,0.0,True,True,False,0.98,0.9800829310250782,True,False,True,noncausal
Figure 6,ablation_matrix,85161,exact,local_region_two_step,results/local_region_decoder_corrected_dynamic_search/ablation_summary.csv,six-candidate exact ablation matrix,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Mechanism-loss category is derived from saved attainment, boundary, and reduction fields.",full_model,Tier_B,0.3954750022362947,0.0299999999999966,60.0,True,True,True,0.9800011169267114,0.980187348181585,False,True,True,noncausal
Figure 6,ablation_matrix,85161,exact,local_region_two_step,results/local_region_decoder_corrected_dynamic_search/ablation_summary.csv,six-candidate exact ablation matrix,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Mechanism-loss category is derived from saved attainment, boundary, and reduction fields.",no_PR_damage,Tier_C,-0.2784453080718978,0.0,30.0,True,True,True,0.9817928006694036,0.980109202415877,True,False,True,loses_trajectory_reduction
Figure 6,ablation_matrix,85161,exact,local_region_two_step,results/local_region_decoder_corrected_dynamic_search/ablation_summary.csv,six-candidate exact ablation matrix,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Mechanism-loss category is derived from saved attainment, boundary, and reduction fields.",no_sweep_coalescence,Tier_B,0.3954750022332566,0.0299999999999966,60.0,True,True,True,0.980001116926712,0.9801873481816156,False,True,True,noncausal
Figure 6,ablation_matrix,85161,exact,local_region_two_step,results/local_region_decoder_corrected_dynamic_search/ablation_summary.csv,six-candidate exact ablation matrix,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Mechanism-loss category is derived from saved attainment, boundary, and reduction fields.",no_local_region_heterogeneity,Tier_B,0.426352205628004,0.0299999999999966,50.0,True,True,True,0.9800011155141306,0.9801912057680048,False,True,True,noncausal
Figure 6,ablation_matrix,85161,exact,local_region_two_step,results/local_region_decoder_corrected_dynamic_search/ablation_summary.csv,six-candidate exact ablation matrix,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Mechanism-loss category is derived from saved attainment, boundary, and reduction fields.",homogenized_network,Tier_B,0.3966534502298882,0.0299999999999966,50.0,True,True,True,0.9802094898840537,0.9801050747548196,False,True,True,noncausal
Figure 6,ablation_matrix,85161,exact,local_region_two_step,results/local_region_decoder_corrected_dynamic_search/ablation_summary.csv,six-candidate exact ablation matrix,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Mechanism-loss category is derived from saved attainment, boundary, and reduction fields.",no_interregion_exchange,Tier_B,0.3954750423125187,0.0299999999999966,60.0,True,True,True,0.9800011171656636,0.980187349520372,False,True,True,noncausal
Figure 6,ablation_matrix,85161,exact,local_region_two_step,results/local_region_decoder_corrected_dynamic_search/ablation_summary.csv,six-candidate exact ablation matrix,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Mechanism-loss category is derived from saved attainment, boundary, and reduction fields.",no_pore_detachment,Tier_B,0.3954749904826881,0.0299999999999966,60.0,True,True,True,0.9800011169411058,0.980187348456811,False,True,True,noncausal
Figure 6,ablation_matrix,85161,exact,local_region_two_step,results/local_region_decoder_corrected_dynamic_search/ablation_summary.csv,six-candidate exact ablation matrix,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Mechanism-loss category is derived from saved attainment, boundary, and reduction fields.",no_recapture,Tier_B,0.3954750026024547,0.0299999999999966,60.0,True,True,True,0.9800011169225936,0.9801873479968471,False,True,True,noncausal
Figure 6,ablation_matrix,85161,exact,local_region_two_step,results/local_region_decoder_corrected_dynamic_search/ablation_summary.csv,six-candidate exact ablation matrix,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Mechanism-loss category is derived from saved attainment, boundary, and reduction fields.",no_closed_transition,reject,,0.0,0.0,False,False,False,0.8071647168778593,0.8071647168778593,True,False,False,loses_high_density_attainment
Figure 6,ablation_matrix,85161,exact,local_region_two_step,results/local_region_decoder_corrected_dynamic_search/ablation_summary.csv,six-candidate exact ablation matrix,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Mechanism-loss category is derived from saved attainment, boundary, and reduction fields.",no_closed_shrinkage,reject,,0.0,0.0,False,False,False,0.724310187622355,0.724310187622355,True,False,False,loses_high_density_attainment
Figure 6,ablation_matrix,85161,exact,local_region_two_step,results/local_region_decoder_corrected_dynamic_search/ablation_summary.csv,six-candidate exact ablation matrix,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Mechanism-loss category is derived from saved attainment, boundary, and reduction fields.",infinite_closed_accommodation,reject,,0.0,0.0,False,False,False,0.7592566645134313,0.7592566645134313,True,False,False,loses_high_density_attainment
Figure 6,ablation_matrix,85161,exact,local_region_two_step,results/local_region_decoder_corrected_dynamic_search/ablation_summary.csv,six-candidate exact ablation matrix,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Mechanism-loss category is derived from saved attainment, boundary, and reduction fields.",no_attached_pore_drag,Tier_C,0.3185200865953436,0.0299999999999966,0.0,True,True,False,0.9800010281979604,0.980183358481414,True,False,True,noncausal
Figure 6,ablation_matrix,85161,exact,local_region_two_step,results/local_region_decoder_corrected_dynamic_search/ablation_summary.csv,six-candidate exact ablation matrix,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Mechanism-loss category is derived from saved attainment, boundary, and reduction fields.",no_persistent_junction,Tier_B,0.39094278966489,0.0299999999999966,65.0,True,True,True,0.980000908655944,0.9801675971033086,False,True,True,noncausal
Figure 6,ablation_matrix,85161,exact,local_region_two_step,results/local_region_decoder_corrected_dynamic_search/ablation_summary.csv,six-candidate exact ablation matrix,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Mechanism-loss category is derived from saved attainment, boundary, and reduction fields.",no_TJ_multihit,Tier_C,0.8469628710323274,0.0299999999999966,0.0,True,True,False,0.9800010996257956,0.9800050203807272,True,False,True,noncausal
Figure 6,ablation_matrix,85161,exact,local_region_two_step,results/local_region_decoder_corrected_dynamic_search/ablation_summary.csv,six-candidate exact ablation matrix,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Mechanism-loss category is derived from saved attainment, boundary, and reduction fields.",q_TJ_0,Tier_C,0.7644034549773884,0.0299999999999966,0.0,True,True,False,0.9800008797069332,0.9801636625914232,True,False,True,noncausal
Figure 6,ablation_matrix,85161,exact,local_region_two_step,results/local_region_decoder_corrected_dynamic_search/ablation_summary.csv,six-candidate exact ablation matrix,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Mechanism-loss category is derived from saved attainment, boundary, and reduction fields.",q_TJ_1,Tier_B,0.3954750022362947,0.0299999999999966,60.0,True,True,True,0.9800011169267114,0.980187348181585,False,True,True,noncausal
Figure 6,ablation_matrix,85161,exact,local_region_two_step,results/local_region_decoder_corrected_dynamic_search/ablation_summary.csv,six-candidate exact ablation matrix,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Mechanism-loss category is derived from saved attainment, boundary, and reduction fields.",q_TJ_2,Tier_B,0.2295843069352716,0.0299999999999966,110.0,True,True,True,0.9800029965789486,0.9802474208045998,False,True,True,noncausal
Figure 6,ablation_matrix,85161,exact,local_region_two_step,results/local_region_decoder_corrected_dynamic_search/ablation_summary.csv,six-candidate exact ablation matrix,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Mechanism-loss category is derived from saved attainment, boundary, and reduction fields.",no_residual_stress,Tier_C,0.1168247979128939,0.0,230.0,True,False,False,0.9800311750138592,0.9802957512155724,True,False,True,loses_upper_boundary
