barrier_mode,T_C,sigma_Pa,Gstar_eV,extrapolated
nearest_slice_clamp,1300.0,10000000.0,5.154881660738317,True
nearest_slice_clamp,1300.0,250000000.0,4.567143305406176,True
nearest_slice_clamp,1310.0,10000000.0,5.154881660738317,True
nearest_slice_clamp,1310.0,250000000.0,4.567143305406176,True
nearest_slice_clamp,1320.0,10000000.0,5.154881660738317,True
nearest_slice_clamp,1320.0,250000000.0,4.567143305406176,True
nearest_slice_clamp,1330.0,10000000.0,5.154881660738317,True
nearest_slice_clamp,1330.0,250000000.0,4.567143305406176,True
nearest_slice_clamp,1340.0,10000000.0,5.154881660738317,True
nearest_slice_clamp,1340.0,250000000.0,4.567143305406176,True
nearest_slice_clamp,1350.0,10000000.0,5.154881660738317,True
nearest_slice_clamp,1350.0,250000000.0,4.567143305406176,True
nearest_slice_clamp,1360.0,10000000.0,5.154881660738317,True
nearest_slice_clamp,1360.0,250000000.0,4.567143305406176,True
nearest_slice_clamp,1370.0,10000000.0,5.154881660738317,True
nearest_slice_clamp,1370.0,250000000.0,4.567143305406176,True
nearest_slice_clamp,1380.0,10000000.0,5.154881660738317,True
nearest_slice_clamp,1380.0,250000000.0,4.567143305406176,True
nearest_slice_clamp,1390.0,10000000.0,5.154881660738317,True
nearest_slice_clamp,1390.0,250000000.0,4.567143305406176,True
nearest_slice_clamp,1400.0,10000000.0,5.154881660738317,True
nearest_slice_clamp,1400.0,250000000.0,4.567143305406176,True
nearest_slice_clamp,1410.0,10000000.0,5.154881660738317,True
nearest_slice_clamp,1410.0,250000000.0,4.567143305406176,True
nearest_slice_clamp,1420.0,10000000.0,5.154881660738317,True
nearest_slice_clamp,1420.0,250000000.0,4.567143305406176,True
nearest_slice_clamp,1430.0,10000000.0,5.154881660738317,True
nearest_slice_clamp,1430.0,250000000.0,4.567143305406176,True
nearest_slice_clamp,1440.0,10000000.0,5.154881660738317,True
nearest_slice_clamp,1440.0,250000000.0,4.567143305406176,True
nearest_slice_clamp,1450.0,10000000.0,5.154881660738317,True
nearest_slice_clamp,1450.0,250000000.0,4.567143305406176,True
nearest_slice_clamp,1460.0,10000000.0,5.154881660738317,True
nearest_slice_clamp,1460.0,250000000.0,4.567143305406176,True
nearest_slice_clamp,1470.0,10000000.0,5.154881660738317,True
nearest_slice_clamp,1470.0,250000000.0,4.567143305406176,True
nearest_slice_clamp,1480.0,10000000.0,5.154881660738317,True
nearest_slice_clamp,1480.0,250000000.0,4.567143305406176,True
nearest_slice_clamp,1490.0,10000000.0,5.154881660738317,True
nearest_slice_clamp,1490.0,250000000.0,4.567143305406176,True
nearest_slice_clamp,1500.0,10000000.0,5.154881660738317,True
nearest_slice_clamp,1500.0,250000000.0,4.567143305406176,True
nearest_slice_clamp,1510.0,10000000.0,5.154881660738317,True
nearest_slice_clamp,1510.0,250000000.0,4.567143305406176,True
nearest_slice_clamp,1520.0,10000000.0,5.154881660738317,True
nearest_slice_clamp,1520.0,250000000.0,4.567143305406176,True
nearest_slice_clamp,1530.0,10000000.0,5.154881660738317,True
nearest_slice_clamp,1530.0,250000000.0,4.567143305406176,True
nearest_slice_clamp,1540.0,10000000.0,5.154881660738317,True
nearest_slice_clamp,1540.0,250000000.0,4.567143305406176,True
nearest_slice_clamp,1550.0,10000000.0,5.154881660738317,True
nearest_slice_clamp,1550.0,250000000.0,4.567143305406176,True
nearest_slice_clamp,1560.0,10000000.0,5.163832239347975,False
nearest_slice_clamp,1560.0,250000000.0,4.572205760803837,False
nearest_slice_clamp,1570.0,10000000.0,5.192791789673748,False
nearest_slice_clamp,1570.0,250000000.0,4.58685580160908,False
nearest_slice_clamp,1580.0,10000000.0,5.220233139345917,False
nearest_slice_clamp,1580.0,250000000.0,4.59783883408032,False
nearest_slice_clamp,1590.0,10000000.0,5.245921444531908,False
nearest_slice_clamp,1590.0,250000000.0,4.604837506589259,False
nearest_slice_clamp,1600.0,10000000.0,5.269616386461095,False
nearest_slice_clamp,1600.0,250000000.0,4.607573161484117,False
pchip_extrapolate,950.0,10000000.0,7.601696245778239,True
pchip_extrapolate,950.0,250000000.0,4.694649929010272,True
pchip_extrapolate,960.0,10000000.0,7.51166511562901,True
pchip_extrapolate,960.0,250000000.0,4.689958292179768,True
pchip_extrapolate,970.0,10000000.0,7.423299686315105,True
pchip_extrapolate,970.0,250000000.0,4.685353457140762,True
pchip_extrapolate,980.0,10000000.0,7.3365999578365235,True
pchip_extrapolate,980.0,250000000.0,4.680835423893255,True
pchip_extrapolate,990.0,10000000.0,7.251565930193264,True
pchip_extrapolate,990.0,250000000.0,4.676404192437246,True
pchip_extrapolate,1000.0,10000000.0,7.168197603385329,True
pchip_extrapolate,1000.0,250000000.0,4.6720597627727365,True
pchip_extrapolate,1010.0,10000000.0,7.086494977412718,True
pchip_extrapolate,1010.0,250000000.0,4.667802134899725,True
pchip_extrapolate,1020.0,10000000.0,7.0064580522754305,True
pchip_extrapolate,1020.0,250000000.0,4.663631308818213,True
pchip_extrapolate,1030.0,10000000.0,6.928086827973465,True
pchip_extrapolate,1030.0,250000000.0,4.659547284528199,True
pchip_extrapolate,1040.0,10000000.0,6.851381304506823,True
pchip_extrapolate,1040.0,250000000.0,4.655550062029684,True
pchip_extrapolate,1050.0,10000000.0,6.776341481875505,True
pchip_extrapolate,1050.0,250000000.0,4.651639641322668,True
pchip_extrapolate,1060.0,10000000.0,6.702967360079511,True
pchip_extrapolate,1060.0,250000000.0,4.6478160224071505,True
pchip_extrapolate,1070.0,10000000.0,6.6312589391188395,True
pchip_extrapolate,1070.0,250000000.0,4.6440792052831315,True
pchip_extrapolate,1080.0,10000000.0,6.561216218993491,True
pchip_extrapolate,1080.0,250000000.0,4.640429189950612,True
pchip_extrapolate,1090.0,10000000.0,6.492839199703467,True
pchip_extrapolate,1090.0,250000000.0,4.63686597640959,True
pchip_extrapolate,1100.0,10000000.0,6.426127881248766,True
pchip_extrapolate,1100.0,250000000.0,4.6333895646600665,True
pchip_extrapolate,1110.0,10000000.0,6.361082263629387,True
pchip_extrapolate,1110.0,250000000.0,4.6299999547020425,True
pchip_extrapolate,1120.0,10000000.0,6.297702346845333,True
pchip_extrapolate,1120.0,250000000.0,4.626697146535517,True
pchip_extrapolate,1130.0,10000000.0,6.235988130896602,True
pchip_extrapolate,1130.0,250000000.0,4.62348114016049,True
pchip_extrapolate,1140.0,10000000.0,6.175939615783195,True
pchip_extrapolate,1140.0,250000000.0,4.620351935576962,True
pchip_extrapolate,1150.0,10000000.0,6.11755680150511,True
pchip_extrapolate,1150.0,250000000.0,4.617309532784933,True
pchip_extrapolate,1160.0,10000000.0,6.060839688062348,True
pchip_extrapolate,1160.0,250000000.0,4.614353931784403,True
pchip_extrapolate,1170.0,10000000.0,6.005788275454911,True
pchip_extrapolate,1170.0,250000000.0,4.61148513257537,True
pchip_extrapolate,1180.0,10000000.0,5.952402563682796,True
pchip_extrapolate,1180.0,250000000.0,4.608703135157837,True
pchip_extrapolate,1190.0,10000000.0,5.900682552746006,True
pchip_extrapolate,1190.0,250000000.0,4.606007939531803,True
pchip_extrapolate,1200.0,10000000.0,5.850628242644539,True
pchip_extrapolate,1200.0,250000000.0,4.6033995456972665,True
pchip_extrapolate,1210.0,10000000.0,5.802239633378395,True
pchip_extrapolate,1210.0,250000000.0,4.60087795365423,True
pchip_extrapolate,1220.0,10000000.0,5.755516724947574,True
pchip_extrapolate,1220.0,250000000.0,4.598443163402692,True
pchip_extrapolate,1230.0,10000000.0,5.710459517352076,True
pchip_extrapolate,1230.0,250000000.0,4.5960951749426515,True
pchip_extrapolate,1240.0,10000000.0,5.667068010591902,True
pchip_extrapolate,1240.0,250000000.0,4.593833988274111,True
pchip_extrapolate,1250.0,10000000.0,5.625342204667052,True
pchip_extrapolate,1250.0,250000000.0,4.591659603397068,True
pchip_extrapolate,1260.0,10000000.0,5.585282099577524,True
pchip_extrapolate,1260.0,250000000.0,4.5895720203115244,True
pchip_extrapolate,1270.0,10000000.0,5.546887695323321,True
pchip_extrapolate,1270.0,250000000.0,4.587571239017479,True
pchip_extrapolate,1280.0,10000000.0,5.51015899190444,True
pchip_extrapolate,1280.0,250000000.0,4.5856572595149325,True
pchip_extrapolate,1290.0,10000000.0,5.475095989320883,True
pchip_extrapolate,1290.0,250000000.0,4.583830081803885,True
pchip_extrapolate,1300.0,10000000.0,5.441698687572649,True
pchip_extrapolate,1300.0,250000000.0,4.582089705884337,True
pchip_extrapolate,1310.0,10000000.0,5.409967086659739,True
pchip_extrapolate,1310.0,250000000.0,4.5804361317562865,True
pchip_extrapolate,1320.0,10000000.0,5.379901186582152,True
pchip_extrapolate,1320.0,250000000.0,4.578869359419735,True
pchip_extrapolate,1330.0,10000000.0,5.351500987339889,True
pchip_extrapolate,1330.0,250000000.0,4.577389388874682,True
pchip_extrapolate,1340.0,10000000.0,5.324766488932948,True
pchip_extrapolate,1340.0,250000000.0,4.575996220121128,True
pchip_extrapolate,1350.0,10000000.0,5.299697691361332,True
pchip_extrapolate,1350.0,250000000.0,4.5746898531590725,True
pchip_extrapolate,1360.0,10000000.0,5.276294594625038,True
pchip_extrapolate,1360.0,250000000.0,4.573470287988516,True
pchip_extrapolate,1370.0,10000000.0,5.254557198724068,True
pchip_extrapolate,1370.0,250000000.0,4.572337524609458,True
pchip_extrapolate,1380.0,10000000.0,5.234485503658421,True
pchip_extrapolate,1380.0,250000000.0,4.571291563021899,True
pchip_extrapolate,1390.0,10000000.0,5.216079509428098,True
pchip_extrapolate,1390.0,250000000.0,4.570332403225838,True
pchip_extrapolate,1400.0,10000000.0,5.199339216033098,True
pchip_extrapolate,1400.0,250000000.0,4.569460045221277,True
pchip_extrapolate,1410.0,10000000.0,5.184264623473422,True
pchip_extrapolate,1410.0,250000000.0,4.568674489008213,True
pchip_extrapolate,1420.0,10000000.0,5.170855731749068,True
pchip_extrapolate,1420.0,250000000.0,4.567975734586649,True
pchip_extrapolate,1430.0,10000000.0,5.159112540860038,True
pchip_extrapolate,1430.0,250000000.0,4.567363781956582,True
pchip_extrapolate,1440.0,10000000.0,5.149035050806332,True
pchip_extrapolate,1440.0,250000000.0,4.566838631118015,True
pchip_extrapolate,1450.0,10000000.0,5.140623261587949,True
pchip_extrapolate,1450.0,250000000.0,4.566400282070947,True
pchip_extrapolate,1460.0,10000000.0,5.13387717320489,True
pchip_extrapolate,1460.0,250000000.0,4.566048734815378,True
pchip_extrapolate,1470.0,10000000.0,5.128796785657153,True
pchip_extrapolate,1470.0,250000000.0,4.565783989351306,True
pchip_extrapolate,1480.0,10000000.0,5.12538209894474,True
pchip_extrapolate,1480.0,250000000.0,4.5656060456787335,True
pchip_extrapolate,1490.0,10000000.0,5.12363311306765,True
pchip_extrapolate,1490.0,250000000.0,4.565514903797661,True
pchip_extrapolate,1500.0,10000000.0,5.123549828025884,True
pchip_extrapolate,1500.0,250000000.0,4.565510563708086,True
pchip_extrapolate,1510.0,10000000.0,5.125132243819441,True
pchip_extrapolate,1510.0,250000000.0,4.565593025410009,True
pchip_extrapolate,1520.0,10000000.0,5.128380360448323,True
pchip_extrapolate,1520.0,250000000.0,4.565762288903431,True
pchip_extrapolate,1530.0,10000000.0,5.133294177912526,True
pchip_extrapolate,1530.0,250000000.0,4.566018354188353,True
pchip_extrapolate,1540.0,10000000.0,5.139873696212053,True
pchip_extrapolate,1540.0,250000000.0,4.566361221264772,True
pchip_extrapolate,1550.0,10000000.0,5.148118915346904,True
pchip_extrapolate,1550.0,250000000.0,4.566790890132691,True
pchip_extrapolate,1560.0,10000000.0,5.163832239347975,False
pchip_extrapolate,1560.0,250000000.0,4.572205760803837,False
pchip_extrapolate,1570.0,10000000.0,5.192791789673748,False
pchip_extrapolate,1570.0,250000000.0,4.58685580160908,False
pchip_extrapolate,1580.0,10000000.0,5.220233139345917,False
pchip_extrapolate,1580.0,250000000.0,4.59783883408032,False
pchip_extrapolate,1590.0,10000000.0,5.245921444531908,False
pchip_extrapolate,1590.0,250000000.0,4.604837506589259,False
pchip_extrapolate,1600.0,10000000.0,5.269616386461095,False
pchip_extrapolate,1600.0,250000000.0,4.607573161484117,False
fixed_lowT_slope,950.0,10000000.0,3.9112527600775304,True
fixed_lowT_slope,950.0,250000000.0,4.502336219855334,True
fixed_lowT_slope,960.0,10000000.0,3.9317408803520077,True
fixed_lowT_slope,960.0,250000000.0,4.503403881890767,True
fixed_lowT_slope,970.0,10000000.0,3.9522290006264855,True
fixed_lowT_slope,970.0,250000000.0,4.5044715439262015,True
fixed_lowT_slope,980.0,10000000.0,3.9727171209009624,True
fixed_lowT_slope,980.0,250000000.0,4.505539205961635,True
fixed_lowT_slope,990.0,10000000.0,3.9932052411754406,True
fixed_lowT_slope,990.0,250000000.0,4.506606867997069,True
fixed_lowT_slope,1000.0,10000000.0,4.013693361449918,True
fixed_lowT_slope,1000.0,250000000.0,4.507674530032503,True
fixed_lowT_slope,1010.0,10000000.0,4.034181481724396,True
fixed_lowT_slope,1010.0,250000000.0,4.508742192067937,True
fixed_lowT_slope,1020.0,10000000.0,4.054669601998873,True
fixed_lowT_slope,1020.0,250000000.0,4.509809854103371,True
fixed_lowT_slope,1030.0,10000000.0,4.07515772227335,True
fixed_lowT_slope,1030.0,250000000.0,4.510877516138805,True
fixed_lowT_slope,1040.0,10000000.0,4.095645842547828,True
fixed_lowT_slope,1040.0,250000000.0,4.511945178174239,True
fixed_lowT_slope,1050.0,10000000.0,4.116133962822306,True
fixed_lowT_slope,1050.0,250000000.0,4.513012840209673,True
fixed_lowT_slope,1060.0,10000000.0,4.136622083096784,True
fixed_lowT_slope,1060.0,250000000.0,4.514080502245107,True
fixed_lowT_slope,1070.0,10000000.0,4.157110203371261,True
fixed_lowT_slope,1070.0,250000000.0,4.515148164280542,True
fixed_lowT_slope,1080.0,10000000.0,4.177598323645738,True
fixed_lowT_slope,1080.0,250000000.0,4.5162158263159755,True
fixed_lowT_slope,1090.0,10000000.0,4.198086443920215,True
fixed_lowT_slope,1090.0,250000000.0,4.51728348835141,True
fixed_lowT_slope,1100.0,10000000.0,4.218574564194693,True
fixed_lowT_slope,1100.0,250000000.0,4.518351150386843,True
fixed_lowT_slope,1110.0,10000000.0,4.239062684469171,True
fixed_lowT_slope,1110.0,250000000.0,4.519418812422278,True
fixed_lowT_slope,1120.0,10000000.0,4.2595508047436486,True
fixed_lowT_slope,1120.0,250000000.0,4.520486474457711,True
fixed_lowT_slope,1130.0,10000000.0,4.280038925018126,True
fixed_lowT_slope,1130.0,250000000.0,4.521554136493145,True
fixed_lowT_slope,1140.0,10000000.0,4.300527045292603,True
fixed_lowT_slope,1140.0,250000000.0,4.522621798528579,True
fixed_lowT_slope,1150.0,10000000.0,4.321015165567081,True
fixed_lowT_slope,1150.0,250000000.0,4.523689460564013,True
fixed_lowT_slope,1160.0,10000000.0,4.341503285841559,True
fixed_lowT_slope,1160.0,250000000.0,4.524757122599447,True
fixed_lowT_slope,1170.0,10000000.0,4.361991406116036,True
fixed_lowT_slope,1170.0,250000000.0,4.525824784634881,True
fixed_lowT_slope,1180.0,10000000.0,4.382479526390513,True
fixed_lowT_slope,1180.0,250000000.0,4.526892446670315,True
fixed_lowT_slope,1190.0,10000000.0,4.402967646664991,True
fixed_lowT_slope,1190.0,250000000.0,4.527960108705749,True
fixed_lowT_slope,1200.0,10000000.0,4.423455766939469,True
fixed_lowT_slope,1200.0,250000000.0,4.529027770741183,True
fixed_lowT_slope,1210.0,10000000.0,4.443943887213947,True
fixed_lowT_slope,1210.0,250000000.0,4.5300954327766165,True
fixed_lowT_slope,1220.0,10000000.0,4.464432007488424,True
fixed_lowT_slope,1220.0,250000000.0,4.531163094812051,True
fixed_lowT_slope,1230.0,10000000.0,4.484920127762901,True
fixed_lowT_slope,1230.0,250000000.0,4.532230756847484,True
fixed_lowT_slope,1240.0,10000000.0,4.505408248037378,True
fixed_lowT_slope,1240.0,250000000.0,4.533298418882919,True
fixed_lowT_slope,1250.0,10000000.0,4.525896368311856,True
fixed_lowT_slope,1250.0,250000000.0,4.534366080918352,True
fixed_lowT_slope,1260.0,10000000.0,4.546384488586334,True
fixed_lowT_slope,1260.0,250000000.0,4.535433742953787,True
fixed_lowT_slope,1270.0,10000000.0,4.566872608860812,True
fixed_lowT_slope,1270.0,250000000.0,4.53650140498922,True
fixed_lowT_slope,1280.0,10000000.0,4.587360729135289,True
fixed_lowT_slope,1280.0,250000000.0,4.537569067024655,True
fixed_lowT_slope,1290.0,10000000.0,4.607848849409767,True
fixed_lowT_slope,1290.0,250000000.0,4.538636729060088,True
fixed_lowT_slope,1300.0,10000000.0,4.628336969684244,True
fixed_lowT_slope,1300.0,250000000.0,4.539704391095523,True
fixed_lowT_slope,1310.0,10000000.0,4.648825089958722,True
fixed_lowT_slope,1310.0,250000000.0,4.540772053130956,True
fixed_lowT_slope,1320.0,10000000.0,4.669313210233199,True
fixed_lowT_slope,1320.0,250000000.0,4.541839715166391,True
fixed_lowT_slope,1330.0,10000000.0,4.6898013305076764,True
fixed_lowT_slope,1330.0,250000000.0,4.542907377201825,True
fixed_lowT_slope,1340.0,10000000.0,4.710289450782154,True
fixed_lowT_slope,1340.0,250000000.0,4.543975039237259,True
fixed_lowT_slope,1350.0,10000000.0,4.730777571056632,True
fixed_lowT_slope,1350.0,250000000.0,4.545042701272693,True
fixed_lowT_slope,1360.0,10000000.0,4.75126569133111,True
fixed_lowT_slope,1360.0,250000000.0,4.546110363308127,True
fixed_lowT_slope,1370.0,10000000.0,4.771753811605587,True
fixed_lowT_slope,1370.0,250000000.0,4.547178025343561,True
fixed_lowT_slope,1380.0,10000000.0,4.792241931880064,True
fixed_lowT_slope,1380.0,250000000.0,4.548245687378995,True
fixed_lowT_slope,1390.0,10000000.0,4.812730052154541,True
fixed_lowT_slope,1390.0,250000000.0,4.549313349414429,True
fixed_lowT_slope,1400.0,10000000.0,4.833218172429019,True
fixed_lowT_slope,1400.0,250000000.0,4.550381011449863,True
fixed_lowT_slope,1410.0,10000000.0,4.853706292703497,True
fixed_lowT_slope,1410.0,250000000.0,4.551448673485297,True
fixed_lowT_slope,1420.0,10000000.0,4.874194412977975,True
fixed_lowT_slope,1420.0,250000000.0,4.552516335520731,True
fixed_lowT_slope,1430.0,10000000.0,4.894682533252452,True
fixed_lowT_slope,1430.0,250000000.0,4.5535839975561645,True
fixed_lowT_slope,1440.0,10000000.0,4.91517065352693,True
fixed_lowT_slope,1440.0,250000000.0,4.554651659591599,True
fixed_lowT_slope,1450.0,10000000.0,4.935658773801407,True
fixed_lowT_slope,1450.0,250000000.0,4.555719321627032,True
fixed_lowT_slope,1460.0,10000000.0,4.956146894075885,True
fixed_lowT_slope,1460.0,250000000.0,4.556786983662467,True
fixed_lowT_slope,1470.0,10000000.0,4.976635014350363,True
fixed_lowT_slope,1470.0,250000000.0,4.5578546456979,True
fixed_lowT_slope,1480.0,10000000.0,4.9971231346248395,True
fixed_lowT_slope,1480.0,250000000.0,4.558922307733334,True
fixed_lowT_slope,1490.0,10000000.0,5.017611254899317,True
fixed_lowT_slope,1490.0,250000000.0,4.559989969768768,True
fixed_lowT_slope,1500.0,10000000.0,5.038099375173795,True
fixed_lowT_slope,1500.0,250000000.0,4.561057631804202,True
fixed_lowT_slope,1510.0,10000000.0,5.058587495448273,True
fixed_lowT_slope,1510.0,250000000.0,4.562125293839636,True
fixed_lowT_slope,1520.0,10000000.0,5.07907561572275,True
fixed_lowT_slope,1520.0,250000000.0,4.56319295587507,True
fixed_lowT_slope,1530.0,10000000.0,5.0995637359972275,True
fixed_lowT_slope,1530.0,250000000.0,4.564260617910504,True
fixed_lowT_slope,1540.0,10000000.0,5.120051856271705,True
fixed_lowT_slope,1540.0,250000000.0,4.565328279945938,True
fixed_lowT_slope,1550.0,10000000.0,5.140539976546183,True
fixed_lowT_slope,1550.0,250000000.0,4.566395941981372,True
fixed_lowT_slope,1560.0,10000000.0,5.163832239347975,False
fixed_lowT_slope,1560.0,250000000.0,4.572205760803837,False
fixed_lowT_slope,1570.0,10000000.0,5.192791789673748,False
fixed_lowT_slope,1570.0,250000000.0,4.58685580160908,False
fixed_lowT_slope,1580.0,10000000.0,5.220233139345917,False
fixed_lowT_slope,1580.0,250000000.0,4.59783883408032,False
fixed_lowT_slope,1590.0,10000000.0,5.245921444531908,False
fixed_lowT_slope,1590.0,250000000.0,4.604837506589259,False
fixed_lowT_slope,1600.0,10000000.0,5.269616386461095,False
fixed_lowT_slope,1600.0,250000000.0,4.607573161484117,False
generic_anchor_barrier,950.0,10000000.0,3.747503396370216,True
generic_anchor_barrier,950.0,250000000.0,3.687584909255392,True
generic_anchor_barrier,960.0,10000000.0,3.747503396370216,True
generic_anchor_barrier,960.0,250000000.0,3.687584909255392,True
generic_anchor_barrier,970.0,10000000.0,3.747503396370216,True
generic_anchor_barrier,970.0,250000000.0,3.687584909255392,True
generic_anchor_barrier,980.0,10000000.0,3.747503396370216,True
generic_anchor_barrier,980.0,250000000.0,3.687584909255392,True
generic_anchor_barrier,990.0,10000000.0,3.747503396370216,True
generic_anchor_barrier,990.0,250000000.0,3.687584909255392,True
generic_anchor_barrier,1000.0,10000000.0,3.747503396370216,True
generic_anchor_barrier,1000.0,250000000.0,3.687584909255392,True
generic_anchor_barrier,1010.0,10000000.0,3.747503396370216,True
generic_anchor_barrier,1010.0,250000000.0,3.687584909255392,True
generic_anchor_barrier,1020.0,10000000.0,3.747503396370216,True
generic_anchor_barrier,1020.0,250000000.0,3.687584909255392,True
generic_anchor_barrier,1030.0,10000000.0,3.747503396370216,True
generic_anchor_barrier,1030.0,250000000.0,3.687584909255392,True
generic_anchor_barrier,1040.0,10000000.0,3.747503396370216,True
generic_anchor_barrier,1040.0,250000000.0,3.687584909255392,True
generic_anchor_barrier,1050.0,10000000.0,3.747503396370216,True
generic_anchor_barrier,1050.0,250000000.0,3.687584909255392,True
generic_anchor_barrier,1060.0,10000000.0,3.747503396370216,True
generic_anchor_barrier,1060.0,250000000.0,3.687584909255392,True
generic_anchor_barrier,1070.0,10000000.0,3.747503396370216,True
generic_anchor_barrier,1070.0,250000000.0,3.687584909255392,True
generic_anchor_barrier,1080.0,10000000.0,3.747503396370216,True
generic_anchor_barrier,1080.0,250000000.0,3.687584909255392,True
generic_anchor_barrier,1090.0,10000000.0,3.747503396370216,True
generic_anchor_barrier,1090.0,250000000.0,3.687584909255392,True
generic_anchor_barrier,1100.0,10000000.0,3.747503396370216,True
generic_anchor_barrier,1100.0,250000000.0,3.687584909255392,True
generic_anchor_barrier,1110.0,10000000.0,3.747503396370216,True
generic_anchor_barrier,1110.0,250000000.0,3.687584909255392,True
generic_anchor_barrier,1120.0,10000000.0,3.747503396370216,True
generic_anchor_barrier,1120.0,250000000.0,3.687584909255392,True
generic_anchor_barrier,1130.0,10000000.0,3.747503396370216,True
generic_anchor_barrier,1130.0,250000000.0,3.687584909255392,True
generic_anchor_barrier,1140.0,10000000.0,3.747503396370216,True
generic_anchor_barrier,1140.0,250000000.0,3.687584909255392,True
generic_anchor_barrier,1150.0,10000000.0,3.747503396370216,True
generic_anchor_barrier,1150.0,250000000.0,3.687584909255392,True
generic_anchor_barrier,1160.0,10000000.0,3.747503396370216,True
