state_id,rate_C_min,final_rho,final_G_um
nominal,5,0.995040523414922,2.1924763021582634
nominal,50,0.9592147276304916,0.6879851921631099
fine_pore,5,0.9994300888699896,2.1895698402698276
fine_pore,50,0.9878126303568211,0.6810539291993314
coarse_pore,5,0.9691851564468437,2.1212346463710947
coarse_pore,50,0.8855569672821058,0.5573908448238168
partial_isolation,5,0.9617464767801694,2.1933476672892
partial_isolation,50,0.9289376105062217,0.6908174148711251
