case,T_C,rho,G_um,pore_D50_m,pore_D90_m,fine_pore_fraction,R_Z_eff_m,Gamma_growth,tau_remove_s_json
conditioned_5C_min,1333.5749956482045,0.9329612376097419,0.46896795268371216,5.0778263157337946e-08,7.977973951750052e-08,0.2907589851313412,3.8729022141687217e-07,0.9997642111477804,"[Infinity, Infinity, Infinity, 13.965452523980408, 34.47342113549874, 85.09688418944208, 210.05971811981007, 518.5273346949815, 1279.9710647331776, 3159.5704986582145, 7799.288908047445, 19252.205524344397]"
conditioned_5C_min,1339.159221085844,0.9377343778614547,0.4978189317598568,5.0778263157337946e-08,7.977973951750052e-08,0.25954239082756503,4.266971286288111e-07,0.999893004129838,"[Infinity, Infinity, Infinity, 12.39386257929093, 30.593985112267962, 75.52058209898959, 186.42083738144413, 460.1753392882244, 1135.930740491589, 2804.011394587398, 6921.604324104349, 17085.68157480623]"
conditioned_5C_min,1344.8217862225915,0.942283543693216,0.5284448274137521,5.0778263157337946e-08,7.977973951750052e-08,0.22837988879568616,4.710422681940864e-07,0.9999549281456444,"[Infinity, Infinity, Infinity, Infinity, 27.141394943673806, 66.9979395070436, 165.38289056682237, 408.24368435708544, 1007.7388497254086, 2487.57364670841, 6140.4893172436105, 15157.534969707647]"
conditioned_5C_min,1350.5600519529303,0.9466093842328068,0.5609548327805656,6.364806837480235e-08,7.977973951750052e-08,0.19767677965322458,5.210261968224766e-07,0.9999824898260398,"[Infinity, Infinity, Infinity, Infinity, 24.06753890045854, 59.41019368345865, 146.65271465692618, 362.00870435793996, 893.6090441908403, 2205.8477117276175, 5445.059100895801, 13440.897150017721]"
conditioned_5C_min,1356.371502349355,0.9507134786383504,0.5954648585735848,6.364806837480235e-08,7.977973951750052e-08,0.16789180119718097,5.774453903005996e-07,0.9999937686128535,"[Infinity, Infinity, Infinity, Infinity, 21.33810981215769, 52.67265813643218, 130.02126300212691, 320.9543727851857, 792.2675264185151, 1955.6892598970287, 4827.552012895519, 11916.60881145972]"
conditioned_5C_min,1362.2538061552605,0.9545983053616048,0.6320979463506349,6.364806837480235e-08,1.0000000000000001e-07,0.1395095607851041,6.41221629343008e-07,0.9999979841303145,"[Infinity, Infinity, Infinity, Infinity, 18.925308214972752, 46.71671050311162, 115.31914288001323, 284.6625478596386, 702.682124675399, 1734.5504068993714, 4281.678693708486, 10569.14495707948]"
conditioned_5C_min,1368.2048465287612,0.9582670236988811,0.6709847072047087,6.364806837480235e-08,1.0000000000000001e-07,0.11300823812959766,7.134404573552838e-07,0.999999412661206,"[Infinity, Infinity, Infinity, Infinity, 16.7999923686333, 41.470415047629366, 102.36878260968588, 252.6948983465063, 623.7708304987774, 1539.7602495211884, 3800.8461221338853, 9382.231038200873]"
conditioned_5C_min,1373.2151807956443,0.9611618081577546,0.7052116707355548,6.364806837480235e-08,1.0000000000000001e-07,0.09268370862653191,7.809916801104642e-07,0.9999998075236046,"[Infinity, Infinity, Infinity, Infinity, 15.224530319243865, 37.58142155683414, 92.76889099063595, 228.99779852750677, 565.2751658756692, 1395.3654490547463, 3444.412653464906, 8502.390634528705]"
conditioned_5C_min,1378.2709496456637,0.9639113352121883,0.7411845533908802,6.364806837480235e-08,1.0000000000000001e-07,0.07420854605323154,8.561516898494553e-07,0.9999999422184167,"[Infinity, Infinity, Infinity, Infinity, 13.805464338523965, 34.07848829325989, 84.12198008748436, 207.65310797399007, 512.5863592697351, 1265.30469603209, 3123.3622436605324, 7709.891640135464]"
conditioned_5C_min,1383.371274177107,0.9665181525477206,0.7789924145926951,6.364806837480235e-08,1.0000000000000001e-07,0.057784489637029625,9.39887630780006e-07,0.9999999842307477,"[Infinity, Infinity, Infinity, Infinity, 12.524382066122126, 30.916164760448734, 76.31585643017156, 188.38387998880967, 465.02077571774197, 1147.8904604510142, 2833.5292940859363, 6994.451494559456]"
conditioned_5C_min,1388.5153710614773,0.9689851176238438,0.8187288566885885,6.364806837480235e-08,1.0000000000000001e-07,0.04356944565960514,1.0332797787509805e-06,0.9999999961177689,"[Infinity, Infinity, Infinity, Infinity, Infinity, 28.05750587185561, 69.25932194460137, 170.9649944459924, 422.0227125643063, 1041.751008561318, 2571.527734800431, 6347.711857330579]"
conditioned_5C_min,1393.7025467226708,0.9713154426197174,0.8604922566865891,6.364806837480235e-08,1.0000000000000001e-07,0.03165666468638628,1.1375333563494733e-06,0.9999999991445576,"[Infinity, Infinity, Infinity, Infinity, Infinity, 25.474938204737082, 62.884312280116674, 155.22843619850093, 383.17742906530094, 945.8625660259903, 2334.8304180841083, 5763.434587019126]"
conditioned_5C_min,1398.9321914890652,0.9735126803321239,0.9043860098108341,6.364806837480235e-08,1.0000000000000001e-07,0.022049812824191606,1.2540027054366018e-06,0.9999999998326814,"[Infinity, Infinity, Infinity, Infinity, Infinity, 23.147800319259485, 57.139825148691365, 141.04830735122607, 348.1741496594106, 859.4579929103688, 2121.54368706759, 5236.94527841135]"
conditioned_5C_min,1404.20377390171,0.9755806515470002,0.9505187854810238,6.364806837480235e-08,1.0000000000000001e-07,0.014643501233098202,1.3842279142206502e-06,0.999999999971217,"[Infinity, Infinity, Infinity, Infinity, Infinity, 21.05821390698294, 51.98172835661918, 128.3156686627701, 316.7439607443617, 781.8734841612617, 1930.028962947059, 4764.199173609017]"
conditioned_5C_min,1409.516835266047,0.9775233454833017,0.9990047963494019,7.977973951750052e-08,1.0000000000000001e-07,0.009220655361753568,1.5299780745767687e-06,0.9999999999956914,"[Infinity, Infinity, Infinity, Infinity, Infinity, 19.18745535979613, 47.36380311087236, 116.91643018588941, 288.60523439094953, 712.4138500001383, 1758.5701956498817, 4340.96028345281]"
conditioned_5C_min,1414.8709844861028,0.9793448372798088,1.0499640810613249,7.977973951750052e-08,1.0000000000000001e-07,0.005473419902496094,1.6932913743412135e-06,0.9999999999994458,"[Infinity, Infinity, Infinity, Infinity, Infinity, 17.51441178474112, 43.233932728643154, 106.72194319590102, 263.44040479228954, 650.2951893796685, 1605.2323556643692, 3962.4520822731156]"
conditioned_5C_min,1420.2658931964488,0.9810492544643344,1.1035228014394634,7.977973951750052e-08,1.0000000000000001e-07,0.0030444940617324373,1.876503529100553e-06,0.9999999999999396,"[Infinity, Infinity, Infinity, Infinity, Infinity, 16.016421209778557, 39.53617666411907, 97.59411986788271, 240.908606022153, 594.6760857986715, 1467.9384393656571, 3623.5475904481114]"
conditioned_5C_min,1425.7012911955048,0.9826407958050787,1.1598135548273825,7.977973951750052e-08,1.0000000000000001e-07,0.0015765508362971894,2.0822631996368137e-06,0.9999999999999944,"[Infinity, Infinity, Infinity, Infinity, Infinity, 14.671559973968174, 36.216416875133525, 89.39937118128348, 220.6800773273559, 544.7425355178134, 1344.6791104627316, 3319.286861812451]"
conditioned_5C_min,1431.1769621773515,0.9841237782264943,1.2189757023657863,7.977973951750052e-08,1.0000000000000001e-07,0.0007546406334626083,2.3135424224029673e-06,0.9999999999999996,"[Infinity, Infinity, Infinity, Infinity, Infinity, 13.460928249838355, 33.227999579505145, 82.0225334454026, 202.4705403361977, 499.79280647180246, 1233.7221704539882, 3045.3940492987076]"
conditioned_5C_min,1436.6927397552668,0.9855026759752707,1.2811557140141479,7.977973951750052e-08,1.0000000000000001e-07,0.00033129063948645634,2.5736563907289816e-06,1.0,"[Infinity, Infinity, Infinity, Infinity, Infinity, Infinity, 30.534632677449725, 75.37402050989513, 186.05885407583324, 459.2810190541052, 1133.7201358754314, 2798.5429531859127]"
conditioned_5C_min,1442.248503767511,0.9867821247015606,1.3465075311719106,7.977973951750052e-08,1.0000000000000001e-07,0.0001322622028505114,2.8663068572383553e-06,1.0,"[Infinity, Infinity, Infinity, Infinity, Infinity, Infinity, 28.109714634340285, 69.38816712976589, 171.2829256188925, 422.8070516946901, 1043.6853206690791, 2576.2955133785053]"
conditioned_5C_min,1447.8441768539983,0.9879668836418977,1.415192947797017,7.977973951750052e-08,1.0000000000000001e-07,4.75934690573929e-05,3.1956568152853547e-06,1.0,"[Infinity, Infinity, Infinity, Infinity, Infinity, Infinity, 25.93301434191408, 64.01503329076974, 158.01947930662408, 390.0666019058713, 962.8665640812449, 2376.7975193476454]"
conditioned_5C_min,1453.4797212912395,0.9890617694112782,1.4873820109653095,7.977973951750052e-08,1.0000000000000001e-07,1.529622328924468e-05,3.5664331061860587e-06,1.0,"[Infinity, Infinity, Infinity, Infinity, Infinity, Infinity, 23.986522598702248, 59.21016369883126, 146.15877835579252, 360.78878746584485, 890.5952019345399, 2198.3983990873166]"
conditioned_5C_min,1459.155136072125,0.9900715856229131,1.5632534418624886,7.977973951750052e-08,1.0000000000000001e-07,4.350935570713005e-06,3.984042443716003e-06,1.0,"[Infinity, Infinity, Infinity, Infinity, Infinity, Infinity, 22.2512595015813, 54.926706910977096, 135.5851711708236, 334.68812568468445, 826.1665295807845, 2039.3586173136512]"
conditioned_5C_min,1464.8704542167234,0.9910010704291332,1.6429950782508915,7.977973951750052e-08,1.0000000000000001e-07,1.0854133242509374e-06,4.454681034869874e-06,1.0,"[Infinity, Infinity, Infinity, Infinity, Infinity, Infinity, 20.706064091703457, 51.11242760907287, 126.16971623377422, 311.44632821704334, 768.7948632377069, 1897.7387471132838]"
conditioned_5C_min,1470.62574030014,0.9918548721850319,1.726804339506523,7.977973951750052e-08,1.0000000000000001e-07,2.3530649341924268e-07,4.985423099244214e-06,1.0,"[Infinity, Infinity, Infinity, Infinity, Infinity, Infinity, 19.32834344969353, 47.71155572237525, 117.77474661142578, 290.72356839975953, 717.6413529693842, 1771.468124896486]"
conditioned_5C_min,1476.4210881836025,0.992637549050684,1.814888715377648,7.977973951750052e-08,1.0000000000000001e-07,4.3909804289363234e-08,5.5842879348034714e-06,1.0,"[Infinity, Infinity, Infinity, Infinity, Infinity, Infinity, 18.09594402096415, 44.66940574507267, 110.26527260439427, 272.1866282955329, 671.8834624559921, 1658.5163573318162]"
conditioned_5C_min,1482.2566189352337,0.9933535788851142,1.9074662796749866,7.977973951750052e-08,1.0000000000000001e-07,6.981964905500514e-09,6.260301466960008e-06,1.0,"[Infinity, Infinity, Infinity, Infinity, Infinity, Infinity, 16.98907251455796, 41.93711842390671, 103.5206864597912, 255.53779135698116, 630.7862892463944, 1557.0693712240102]"
conditioned_5C_min,1488.1324789274022,0.9940073647044331,2.0047662301652682,7.977973951750052e-08,1.0000000000000001e-07,9.35736675879076e-10,7.023578421376708e-06,1.0,"[Infinity, Infinity, Infinity, Infinity, Infinity, Infinity, 15.99149113650235, 39.47461115882775, 97.44204534208193, 240.532820163712, 593.7469419390886, 1465.6389557547518]"
conditioned_5C_min,1494.04883809805,0.9946032266458231,2.1070294560047866,1.0000000000000001e-07,1.0000000000000001e-07,1.0448299191406433e-10,7.885451955118782e-06,1.0,"[Infinity, Infinity, Infinity, Infinity, Infinity, Infinity, 15.090724964017417, 37.25108989904105, 91.95333492656651, 226.98407553257803, 560.3022394696966, 1383.0817673472575]"
conditioned_5C_min,1498.811213110297,0.995040523414922,2.1924763021582634,1.0000000000000001e-07,1.0000000000000001e-07,1.573041501673146e-11,8.654453024262091e-06,1.0,"[Infinity, Infinity, Infinity, Infinity, Infinity, Infinity, 14.433470765364302, 35.6286724069443, 87.94843467740051, 217.09807740356774, 535.8989185567807, 1322.8429150393827]"
conditioned_50C_min,950.0000000000001,0.6600037203721345,0.05000558807271936,2.5784320092758645e-08,5.0778263157337946e-08,0.8245566615519667,3.2177729600051244e-08,0.9731464406183427,"[154614.05429097064, 396559.01419631415, 983827.8131658558, 2442438.723855483, 6068243.875488616, 15089854.423247414, 37561703.433297575, 93606997.23566224, 233587504.5382936, 583791403.7185636, 1461628546.0860162, 3778407924.255171]"
conditioned_50C_min,966.6666666666666,0.6600103806507546,0.05001513425808431,2.5784320092758645e-08,5.0778263157337946e-08,0.8245547508553266,3.217846812780803e-08,0.9731079882411364,"[86562.4156831489, 221252.4418118286, 548655.1673312811, 1361368.5339119101, 3380291.824265711, 8399972.71632596, 20892785.450864896, 52019611.78700967, 129675252.10647942, 323701401.4668566, 809322208.9026232, 2082455656.6476777]"
conditioned_50C_min,983.3333333333334,0.6600221201221281,0.050031210342667345,2.5784320092758645e-08,5.0778263157337946e-08,0.8245513302941974,3.217978968377464e-08,0.9730438184736795,"[49207.93793893409, 125384.20851592984, 310796.01835550624, 770809.9064647764, 1912900.5845838743, 4750610.701551675, 11807633.670929048, 29375417.96167151, 73159815.24087468, 182430710.65656555, 455555570.509758, 1167398801.6394212]"
conditioned_50C_min,1000.0000000000001,0.6600425043042103,0.05005791125376665,2.5784320092758645e-08,5.0778263157337946e-08,0.8245453010261322,3.218211827227488e-08,0.9729375943566246,"[28387.174023763502, 72129.02683048474, 178723.89484923324, 443068.7958911952, 1099023.5417110773, 2727878.974649093, 6775876.354665152, 16845122.069258388, 41918373.68027564, 104428275.7224742, 260487764.78617352, 665110912.0027044]"
conditioned_50C_min,1016.6666666666666,0.6600773891246536,0.05010166850859882,2.5784320092758645e-08,5.0778263157337946e-08,0.8245348312120601,3.2186160647035226e-08,0.9727634326185463,"[16609.693955818795, 42096.45011300484, 104273.71765756274, 258403.7640735067, 640688.0565904527, 1589461.885217816, 3945894.311679158, 9803339.228486521, 24377187.519018095, 60677742.3320533, 151208328.5560769, 384846371.5496057]"
conditioned_50C_min,1033.333333333333,0.6601362534480313,0.050172446227120034,2.5784320092758645e-08,5.0778263157337946e-08,0.8245169110434952,3.21930780782191e-08,0.9724806232651674,"[9852.371223507987, 24912.800118710813, 61691.349202151665, 152827.1388360052, 378773.08022950403, 939267.8930030032, 2330582.2356291246, 5786838.314170123, 14380140.8934206, 35766738.50227195, 89052750.93907166, 226003977.5210548]"
conditioned_50C_min,1050.0,0.6602342176493647,0.050285466997478316,2.5784320092758645e-08,5.0778263157337946e-08,0.8244866650945566,3.2204752150744075e-08,0.9720253654847856,"[5921.92721409375, 14942.820055552818, 36993.14292035882, 91614.65870755451, 226981.95535228046, 562636.2524099853, 1395417.4528229993, 3463016.274797594, 8600378.473383276, 21376557.191558804, 53182232.20059311, 134624700.80081522]"
conditioned_50C_min,1066.6666666666665,0.6603950399309757,0.05046364604058808,2.5784320092758645e-08,5.0778263157337946e-08,0.824436306634849,3.222418994488101e-08,0.9712975315819585,"[3605.3563027496807, 9079.963520229086, 22473.665451803452, 55641.56630048234, 137812.55581007773, 341482.4077686756, 846575.6425973021, 2099964.595707275, 5212450.943383914, 12947798.230605446, 32189929.438013166, 81298728.13241377]"
conditioned_50C_min,1083.333333333333,0.6606554552874838,0.050740922387978456,2.5784320092758645e-08,5.0778263157337946e-08,0.8243535751503184,3.225613205629958e-08,0.9701387646833731,"[2222.4406496679817, 5587.284267238639, 13826.304516984694, 34223.681078573485, 84740.95338508121, 209909.26966407654, 520196.71107858495, 1289821.6466685303, 3199997.539395106, 7944450.093784055, 19738489.2383548, 49749161.805010386]"
conditioned_50C_min,1100.0,0.6610712604541789,0.051166624248046494,2.5784320092758645e-08,5.0778263157337946e-08,0.8242194479570778,3.230794961187479e-08,0.9682948078330109,"[1386.600833542747, 3480.2848642131594, 8610.947731782353, 21309.82677896795, 52751.75970779205, 130631.58834114442, 323622.47302263585, 802111.3663149014, 1989139.862479822, 4935868.2660433985, 12256516.145134807, 30834603.465096463]"
conditioned_50C_min,1129.9047709978927,0.6621323760392017,0.05219507339543223,2.5784320092758645e-08,5.0778263157337946e-08,0.8237359774574756,3.249509550753977e-08,0.9616097681083052,"[612.2753854038688, 1532.67357699687, 3791.469020592164, 9380.088382022264, 23211.29106314967, 57453.373969477325, 142259.34901873974, 352386.44580142014, 873285.0504102119, 2165306.306355317, 5372059.673761068, 13476455.440086395]"
conditioned_50C_min,1154.1419413862636,0.6638612135107305,0.05377663631438722,2.5784320092758645e-08,5.0778263157337946e-08,0.822862147400324,3.283468943926317e-08,0.9487236956361212,"[323.7283666785442, 808.7020725606255, 2000.519087007478, 4948.535828734988, 12242.4109287191, 30293.83898205966, 74983.78181184435, 185665.02166198107, 459902.8475481656, 1139725.950262311, 2825927.225953332, 7075441.247973911]"
conditioned_50C_min,1174.1657073916667,0.6663813596474568,0.05596018339306296,2.5784320092758645e-08,5.0778263157337946e-08,0.8215654131183303,3.3341784441263494e-08,0.927242689325002,"[193.7721912512341, 483.21768765570795, 1195.4738756259028, 2956.9878697476997, 7314.347682869213, 18095.59405395162, 44779.12435716843, 110843.31373944817, 274471.65459124296, 679927.9129455143, 1685120.1332555208, 4213112.242448151]"
conditioned_50C_min,1192.0113781380282,0.6698736220659154,0.05881471515154829,2.5784320092758645e-08,5.0778263157337946e-08,0.8197341908992577,3.406400937978727e-08,0.8933039180875152,"[123.20796260665044, 306.73572419196074, 758.9810580726115, 1877.3279300673398, 4643.245916701233, 11485.409959289207, 28415.595734549657, 70320.34098193712, 174077.35066499864, 431084.83605740406, 1067986.1091725607, 2666897.4367240793]"
conditioned_50C_min,1211.25977968611,0.675470664922311,0.06305733533807871,2.5784320092758645e-08,5.0778263157337946e-08,0.8167208991081933,3.5266546763776353e-08,0.8351373336718826,"[75.18089786597916, 186.79390146085174, 462.2882370926883, 1143.5019793812446, 2827.9849276850996, 6993.972408619202, 17299.386865922177, 42798.69863791764, 105912.58666776422, 262181.96195212804, 649258.0090954816, 1619021.6069683307]"
conditioned_50C_min,1229.4375435202828,0.6830502836314578,0.06828205840987701,2.5784320092758645e-08,6.364806837480235e-08,0.8124780700227489,3.698439144097547e-08,0.7644292459397258,"[46.199500052212755, 114.55033952475165, 283.51841928117216, 701.3180473359037, 1734.2488016570494, 4288.194720654062, 10603.983177389815, 26226.07999861491, 64877.32708119508, 160534.30787960018, 397353.3977275881, 989357.1990899708]"
conditioned_50C_min,1247.3646333006618,0.6932643716073993,0.07467908167145579,2.5784320092758645e-08,6.364806837480235e-08,0.8064302197984098,3.9467182168356405e-08,0.6995118398181168,"[27.57128537886886, 68.22714625565298, 168.8333939655941, 417.60650571537036, 1032.5331094447401, 2552.5146110679534, 6310.052422842126, 15600.606069835365, 38576.27905702622, 95408.82679873481, 236027.3969872656, 586658.8560238191]"
conditioned_50C_min,1265.1594294087095,0.7066008823258386,0.08249216591968042,2.5784320092758645e-08,6.364806837480235e-08,0.797887679514374,4.300538590032416e-08,0.6601531733452649,"[15.83493514110906, 39.12571800150534, 96.76361076858907, 239.29391413236021, 591.5450243985914, 1461.9852639156127, 3613.0135383490297, 8929.224012732306, 22070.01430085126, 54557.43327720217, 134890.4766966045, 334670.46393556165]"
conditioned_50C_min,1282.5349779056655,0.7230732693554824,0.09203389836445083,3.2319383653919526e-08,6.364806837480235e-08,0.7861935723598302,4.786748501980913e-08,0.6531791939924164,"[8.976222216563242, 22.162210765530194, 54.764883519096, 135.3801701629828, 334.5903341625914, 826.7324505325691, 2042.5228743373661, 5046.198125226576, 12467.635572985717, 30806.519356829875, 76129.18141473144, 188577.64816737108]"
conditioned_50C_min,1300.5265964383584,0.7438549137095656,0.1047431613006618,3.2319383653919526e-08,6.364806837480235e-08,0.7693384742728638,5.4948516949677256e-08,0.678398614419678,"[4.943409231624099, 12.202854693285849, 30.132236104279055, 74.44471863564982, 183.9326811749972, 454.3663301378482, 1122.2683502727637, 2771.8344626969574, 6846.088848715867, 16909.739713857092, 41769.52171067001, 103325.61064314275]"
conditioned_50C_min,1317.4955675145761,0.7666698526216738,0.12039956292809957,3.2319383653919526e-08,6.364806837480235e-08,0.7475431650262652,6.432308577217865e-08,0.7290587812215235,"[2.8145849031916845, 6.9477455903585446, 17.151060562823176, 42.350623963032106, 104.59705652491593, 258.31902074685945, 637.8966495735126, 1575.1460621943108, 3889.4326836200626, 9604.126278594804, 23716.042963562704, 58607.622250497814]"
conditioned_50C_min,1334.7547974467325,0.7923782662514061,0.14117795634763655,3.2319383653919526e-08,6.364806837480235e-08,0.7176772409976787,7.768406865711259e-08,0.8012354316876579,"[1.5952670220039857, 3.937883871160634, 9.720591790025901, 23.995985813136343, 59.24183909831785, 146.2619175720085, 361.0947892757965, 891.4547504283205, 2200.75751530625, 5433.063086739484, 13412.808492208871, 33120.01053495666]"
conditioned_50C_min,1351.5479237097056,0.8184592146303765,0.16719767931468082,4.0510766078435154e-08,6.364806837480235e-08,0.6795331956445622,9.573467404866194e-08,0.8762912730383103,"[Infinity, 2.424712015165819, 5.9853514565040715, 14.774715267833484, 36.47107268369034, 90.0280578079891, 222.232264269981, 548.5751897248672, 1354.144253383936, 3342.6681055476406, 8251.271712888889, 20367.955015333613]"
conditioned_50C_min,1368.666139662157,0.8430774005789631,0.19999308205292393,4.0510766078435154e-08,6.364806837480235e-08,0.6334621965993169,1.191955724079674e-07,0.9275046578042929,"[Infinity, 1.6212887429272012, 4.002117642123609, 9.879143620718015, 24.386456160968972, 60.19743711246101, 148.59601938129435, 366.80575267233485, 905.4506161558884, 2235.07899574304, 5517.218276093579, 13619.029703445223]"
conditioned_50C_min,1385.8314318593661,0.8653450760942059,0.23922122025240097,4.0510766078435154e-08,7.977973951750052e-08,0.5800148587657253,1.4896900190033183e-07,0.9617205080195583,"[Infinity, Infinity, 2.738194000883102, 6.759174447614545, 16.684878058101237, 41.18625706850198, 101.66734190814033, 250.9633964875811, 619.496615497422, 1529.2092896884985, 3774.800721829665, 9317.936283789879]"
conditioned_50C_min,1403.3762537496877,0.8856901085603426,0.28614385873559317,4.0510766078435154e-08,7.977973951750052e-08,0.5174304083885068,1.8793134746871903e-07,0.9834308155514944,"[Infinity, Infinity, 1.8889742088604782, 4.6628931817937085, 11.510252338078761, 28.41280612744835, 70.13636638603298, 173.12993363886082, 427.3667156103096, 1054.9421630914924, 2604.0882483740315, 6428.080684237204]"
conditioned_50C_min,1420.4760204217478,0.9032816911544634,0.3388814399107143,5.0778263157337946e-08,7.977973951750052e-08,0.44881343376576005,2.368553260038631e-07,0.9942228604003897,"[Infinity, Infinity, 1.3362586249191775, 3.2985263731187113, 8.142342009573229, 20.09919326739738, 49.6144023840934, 122.47196082974024, 302.31884080226763, 746.2651901016674, 1842.1299185162934, 4547.2194730980855]"
conditioned_50C_min,1437.1298025629872,0.9184044642835624,0.39736513960029707,5.0778263157337946e-08,7.977973951750052e-08,0.37577324495950204,2.9831136360873166e-07,0.9984310368715064,"[Infinity, Infinity, Infinity, 2.3798138691834905, 5.874519845149298, 14.501124057956773, 35.795696497958, 88.36082067363267, 218.1163945528576, 538.4139738858512, 1329.056553044131, 3280.7204460568364]"
conditioned_50C_min,1454.3541810896922,0.9320873334332276,0.46594187693243266,5.0778263157337946e-08,7.977973951750052e-08,0.29625659675427246,3.8081505305968675e-07,0.9997075330522618,"[Infinity, Infinity, Infinity, 1.7181923033885005, 4.2413211574292475, 10.469608945072068, 25.843993518973154, 63.79528307494971, 157.47701436390022, 388.7274761417878, 959.560718542684, 2368.6361727976773]"
conditioned_50C_min,1471.0102772522237,0.9435568076622409,0.5409440541253827,5.0778263157337946e-08,7.977973951750052e-08,0.21940894237504935,4.849622963623776e-07,0.9999604103398312,"[Infinity, Infinity, Infinity, Infinity, 3.1329228619513856, 7.733552032809045, 19.0900993324423, 47.12345824283546, 116.32305264100577, 287.1401405571423, 708.7959249166004, 1749.634104945141]"
conditioned_50C_min,1488.1364403210787,0.9536845007606087,0.6280192534315575,6.364806837480235e-08,1.0000000000000001e-07,0.1461535336926856,6.25280578528293e-07,0.9999967598559709,"[Infinity, Infinity, Infinity, Infinity, 2.3181133099666527, 5.72221246281106, 14.125153248712923, 34.86760803744527, 86.06980597892516, 212.46088822774428, 524.4527610827913, 1294.5908274211076]"
conditioned_50C_min,1499.8048825198007,0.9592159606659443,0.6879934162881018,6.364806837480235e-08,1.0000000000000001e-07,0.10286855581997274,7.456081100396544e-07,0.9999995608686921,"[Infinity, Infinity, Infinity, Infinity, 1.9041340838124183, 4.700313766529999, 11.602619411641184, 28.640793451268223, 70.6990750924531, 174.5186841197259, 430.79371453501835, 1063.3973611045508]"
