state_id,T_start_C,rho_start,G_start_nm,phi_open_total,phi_iso_total,phi_closed_total,pore_D50_nm,pore_D90_nm,fine_pore_fraction,large_pore_fraction,R_Z_eff,Gamma_growth,notes
nominal,950,0.66,50.00000000000001,0.3400000000000001,0.0,0.0,25.784320092758644,50.778263157337946,0.8245566615519667,0.014867607435938504,3.2177729600051244e-08,0.9731464406183427,controlled common-entry state; not fitted per method
fine_pore,950,0.66,50.00000000000001,0.34,0.0,0.0,15.470592055655196,30.466957894402782,0.9851323925640614,0.0,1.930663776003075e-08,0.06023935099504235,controlled common-entry state; not fitted per method
coarse_pore,950,0.66,50.00000000000001,0.33999999999999997,0.0,0.0,41.25491214841385,81.24522105174076,0.5811680131855556,0.17544333844803295,5.1484367360082005e-08,0.9999982263795612,controlled common-entry state; not fitted per method
partial_isolation,950,0.66,50.00000000000001,0.306,0.034,0.0,25.784320092758644,50.778263157337946,0.8245566615519669,0.014867607435938507,3.575303288894583e-08,0.9954015306642069,controlled common-entry state; not fitted per method
