barrier_mode,CS_rho,CS_G_um,rate50_rho,rate50_G_um,representative_two_step_rho,representative_two_step_G_um,generic_non_JSON
nearest_slice_clamp,0.9950403083732209,2.1924915946281542,0.9592147276304916,0.6879851921631099,0.9127760199889403,0.41244380710965306,False
pchip_extrapolate,0.9949470290301567,2.1894664300974545,0.9590497072689101,0.6854017559349704,0.8819758454773587,0.34542176183866796,False
fixed_lowT_slope,0.9957378934310538,2.1949745232381073,0.9621288273472611,0.6921260773919721,0.9367527216978851,0.4292162169997474,False
generic_anchor_barrier,0.9996206373891366,2.1964332856723217,0.9964588330284258,0.6960693329048833,0.997061102945025,0.4160218987419272,True
