figure_id,filename_pdf,filename_png,short_title,source_table_or_script,purpose,manuscript_location
1,PR_lower_bound_T2_scan.pdf,PR_lower_bound_T2_scan.png,PR_lower_bound_T2_scan,pr_lower_bound_plus_coalescence_plots.py,mechanism audit,draft
2,energy_partition_vs_T2.pdf,energy_partition_vs_T2.png,energy_partition_vs_T2,pr_lower_bound_plus_coalescence_plots.py,mechanism audit,draft
3,highT_vs_twostep_G_rho.pdf,highT_vs_twostep_G_rho.png,highT_vs_twostep_G_rho,pr_lower_bound_plus_coalescence_plots.py,mechanism audit,draft
4,pore_topology_evolution_highT_vs_twostep.pdf,pore_topology_evolution_highT_vs_twostep.png,pore_topology_evolution_highT_vs_twostep,pr_lower_bound_plus_coalescence_plots.py,mechanism audit,draft
5,Chen_filled_window_map.pdf,Chen_filled_window_map.png,Chen_filled_window_map,pr_lower_bound_plus_coalescence_plots.py,mechanism audit,draft
6,Chen_classification_map.pdf,Chen_classification_map.png,Chen_classification_map,pr_lower_bound_plus_coalescence_plots.py,mechanism audit,draft
7,ablation_waterfall.pdf,ablation_waterfall.png,ablation_waterfall,pr_lower_bound_plus_coalescence_plots.py,mechanism audit,draft
8,fast_firing_preservation.pdf,fast_firing_preservation.png,fast_firing_preservation,pr_lower_bound_plus_coalescence_plots.py,mechanism audit,draft
9,PR_lower_bound_parameter_map.pdf,PR_lower_bound_parameter_map.png,PR_lower_bound_parameter_map,pr_lower_bound_plus_coalescence_plots.py,mechanism audit,draft
