candidate_id,rho,G_highT_nm,G_two_step_nm,reduction
143680,0.95,180.5678783258342,167.50765931256817,0.07232858432161948
143680,0.951,180.79031278613724,167.52844546177084,0.0733549664248564
143680,0.952,180.99674864943847,167.54945363907257,0.07429578216574018
143680,0.953,181.05618801974055,167.57069808287025,0.07448234763122252
143680,0.954,181.6494167307376,167.5921953127113,0.07738654861118321
143680,0.955,181.89215666708395,167.61397573850604,0.07849805725659287
143680,0.956,182.08761844175993,167.63605540340768,0.07936598414556417
143680,0.957,182.1518029859458,167.6584554582319,0.07956741185170779
143680,0.958,182.7710686109387,167.68120120293435,0.08256157565137323
143680,0.959,183.02440729438595,167.7043230182308,0.08370514349768399
143680,0.96,183.15633676478419,167.72784873093866,0.08423671441769076
143680,0.961,183.69216093355357,167.75180441592005,0.08677755455987901
143680,0.962,183.95458869570766,167.77622207637873,0.08794761106008997
143680,0.963,184.15135119836776,167.80113572607314,0.08878683412255917
143680,0.964,184.56587387169253,167.82658148271386,0.09069549011327838
143680,0.965,184.94083802744305,167.85259766493363,0.09239841532443871
143680,0.966,185.15426327572183,167.87923834252862,0.09330071383486405
143680,0.967,185.695262759863,167.90653827510678,0.09579525196482908
143680,0.968,185.98924878566632,167.93454358577807,0.0970739186150188
143680,0.969,186.1741740961673,167.96332389637263,0.09781619973986266
143680,0.97,186.7907022038533,167.99292615871101,0.1006355017854551
143680,0.971,187.1056356206631,168.02342967134976,0.10198627040823338
143680,0.972,187.4631465781648,168.05489377414924,0.10353103080942416
143680,0.973,187.96588463071808,168.08740588296027,0.10575578002791042
143680,0.974,188.160082658648,168.12106095114245,0.10649985599687206
143680,0.975,188.85894982986164,168.1559618321025,0.10962142920105167
143680,0.976,189.11267157324193,168.1922196662553,0.11062427352407356
143680,0.977,189.79676092835976,168.22995429457885,0.11363105739155088
143680,0.978,190.07481266521432,168.269320649073,0.11472057612677034
143680,0.979,190.79204267781094,168.3104754738123,0.11783283457981053
143680,0.98,191.04985810370582,168.35362199278126,0.11879745076075676
204383,0.95,174.1177382840465,166.4230454363166,0.04419246955285616
204383,0.951,174.14352422360076,166.4818822239571,0.04399613499153787
204383,0.952,174.63841870311566,166.54160476575618,0.04636330308924763
204383,0.953,175.13450124678798,166.6022752316733,0.04871813351665999
204383,0.954,175.1883549159491,166.6639713556333,0.048658391503279996
204383,0.955,175.24220858511026,166.72675550192386,0.048592477531180456
204383,0.956,175.3173515157597,166.7907122230875,0.04863545575467876
204383,0.957,176.186773792699,166.8559207028116,0.05296000879649487
204383,0.958,176.30380815470377,166.9224664990739,0.053211225292410624
204383,0.959,176.42084251670852,166.9904434678899,0.05345399621887359
204383,0.96,176.52499079378072,167.0599509797376,0.05361869597886182
204383,0.961,177.34123901837447,167.13109414732432,0.0575734382344778
204383,0.962,177.5429362784999,167.2039878528359,0.058233510396865196
204383,0.963,177.72918513265242,167.27875965431946,0.058799715255167806
204383,0.964,177.7839861540815,167.35553606796805,0.0586579832734504
204383,0.965,178.53246099659415,167.43446289040847,0.06216235436533524
204383,0.966,178.8302715248717,167.5157001089984,0.0632698889253751
204383,0.967,178.98673113194195,167.5994185282274,0.06362098761008306
204383,0.968,179.02793275819772,167.68580021498482,0.06335398263539149
204383,0.969,179.67214332444993,167.77505529740947,0.06621554018842446
204383,0.97,180.09329022554752,167.86740520157457,0.06788639936924545
204383,0.971,180.2128497531436,167.96310275758435,0.06797377108424285
204383,0.972,180.24912865693665,168.06241953830704,0.06761036355312566
204383,0.973,180.74853704335084,168.1656709593336,0.06961531357235473
204383,0.974,181.38314569124833,168.2731936514249,0.07227767491770865
204383,0.975,181.46180464934665,168.38537102782567,0.07206163107872554
204383,0.976,181.49503523746546,168.50265298681666,0.07158533143151691
204383,0.977,181.8930676256032,168.6255169844817,0.07294148597477379
204383,0.978,182.64217301970103,168.75454220956618,0.07603737176646952
204383,0.979,182.67942748465177,168.89035957896397,0.07548232494239848
204383,0.98,182.7166819496025,169.03372583813888,0.07488618973081884
23831,0.95,171.30753621474582,163.56788152903582,0.04517988441563836
23831,0.951,171.65229240600627,163.57599867047037,0.047050310964873
23831,0.952,172.00978465417333,163.58417558891227,0.04898331267724565
23831,0.953,172.07621923164194,163.59241806561454,0.04930257768278168
23831,0.954,172.1085030352668,163.60073205303388,0.04943260113353953
23831,0.955,172.14078683889167,163.6091258310313,0.049562112295009175
23831,0.956,172.17307064251656,163.6176127972894,0.04969103364016125
23831,0.957,172.20535444614143,163.6261922407291,0.04981936962997002
23831,0.958,172.29450895938888,163.6348710854149,0.050260672416525654
23831,0.959,172.80991359627512,163.64365649983006,0.05304242624563549
23831,0.96,173.0883191786813,163.6525559106958,0.054514153888367445
23831,0.961,173.1738104360024,163.6615968791978,0.054928707365481944
23831,0.962,173.2593016933235,163.6707712988857,0.05534208149707254
23831,0.963,173.34479295064457,163.68008693205465,0.0557542332485389
23831,0.964,173.4054108170226,163.6895567085817,0.05602970554761455
23831,0.965,173.7247339965449,163.69921405283117,0.05770922604442219
23831,0.966,174.13015684816,163.7090443474561,0.059846684166206754
23831,0.967,174.32714929460235,163.71906353650445,0.0608515988532049
23831,0.968,174.52414174104467,163.72931542032853,0.061852911654671106
