candidate_id,ablation,attained,min_reduction,median_reduction,max_reduction,span20,span30,A_TS,tier,rejection_reason,rho_high_final,rho_two_final,diagnostic_only
155976,full,True,0.0907606029619834,0.11282604664289253,0.1415061067401049,0.0,0.0,0.0036109037296671496,Tier_C,,0.994745543383889,0.9949852584012715,False
155976,no_sweep_coalescence,True,0.02839569799611208,0.04825559598784224,0.06000386777995581,0.0,0.0,0.0012564015510900005,Tier_C,,0.9941714306365826,0.9949779833962391,False
155976,no_PR_lower_bound,True,0.12362021929295286,0.15827335323669522,0.20506406179799852,0.0012999999999998568,0.0,0.005250059744710142,Tier_C,,0.9949795475532921,0.9949738035210751,False
155976,no_closed_shrinkage,False,nan,nan,nan,0.0,0.0,0.0,reject,high_density_unattained,0.7143071512291395,0.7143071512291395,False
155976,no_TJ_multihit,True,0.09018503326490768,0.11212611033507502,0.14065960163117652,0.0,0.0,0.0035969628778742863,Tier_C,,0.9947122525008006,0.9949751944251828,False
155976,PR_conservative_only,True,0.0907606029619834,0.11282604664289253,0.1415061067401049,0.0,0.0,0.0036109037296671496,Tier_C,,0.994745543383889,0.9949852584012715,False
155976,PR_drive_loss_only,False,nan,nan,nan,0.0,0.0,0.0,reject,high_density_unattained,0.7146262836430912,0.7146262836430912,True
155976,topology_disabled,False,nan,nan,nan,0.0,0.0,0.0,reject,high_density_unattained,0.9948219807587181,0.9474599406661347,False
4412,full,True,0.25315146418003687,0.3064196992144472,0.3711381636449389,0.029999999999996696,0.01669999999999816,0.011091609368367592,Tier_B,,0.9949824503984452,0.9843557196482425,False
4412,no_sweep_coalescence,True,0.2527859920039227,0.31024557197085345,0.37981040695414947,0.029999999999996696,0.017499999999998073,0.011269019513263309,Tier_B,,0.9949786445066341,0.9884316877857904,False
4412,no_PR_lower_bound,False,nan,nan,nan,0.0,0.0,0.0,reject,high_density_unattained,0.8411629464489208,0.8411629464489208,False
4412,no_closed_shrinkage,False,nan,nan,nan,0.0,0.0,0.0,reject,high_density_unattained,0.705629398621832,0.705629398621832,False
4412,no_TJ_multihit,True,0.26013069105312225,0.31470556587939724,0.3805640162353894,0.029999999999996696,0.01879999999999793,0.011454346889260541,Tier_B,,0.9949732860262102,0.9853051837800596,False
4412,PR_conservative_only,True,0.25315146418003687,0.3064196992144472,0.3711381636449389,0.029999999999996696,0.01669999999999816,0.011091609368367592,Tier_B,,0.9949824503984452,0.9843557196482425,False
4412,PR_drive_loss_only,False,nan,nan,nan,0.0,0.0,0.0,reject,high_density_unattained,0.7056111912017315,0.7056111912017315,True
4412,topology_disabled,False,nan,nan,nan,0.0,0.0,0.0,reject,high_density_unattained,0.9948305708014884,0.9494276334531699,False
