candidate_id,window_width_C,lower_bracketed,upper_bracketed,complete
143680,0.0,False,True,False
204383,0.0,False,True,False
23831,0.0,False,True,False
248418,0.0,False,True,False
178058,0.0,False,True,False
123428,0.0,False,True,False
179780,0.0,False,True,False
235695,0.0,False,True,False
182435,0.0,False,True,False
148839,0.0,False,True,False
173209,0.0,False,True,False
89720,0.0,False,True,False
75732,0.0,False,True,False
34665,0.0,False,True,False
58791,0.0,True,True,False
54525,0.0,False,True,False
133029,0.0,False,True,False
246869,0.0,False,True,False
201575,0.0,False,True,False
235940,0.0,False,True,False
150192,0.0,False,True,False
21979,0.0,False,True,False
225549,0.0,False,True,False
135801,0.0,False,True,False
249408,0.0,False,True,False
18411,0.0,False,True,False
63278,0.0,False,True,False
172723,0.0,False,True,False
155976,50,True,True,True
210614,0.0,False,True,False
238924,0.0,False,True,False
68959,0.0,False,True,False
79939,0.0,False,True,False
232116,0.0,False,True,False
122603,0.0,False,True,False
47751,0.0,False,True,False
3100,0.0,False,True,False
204419,0.0,False,True,False
49193,0.0,False,True,False
231079,0.0,False,True,False
24541,0.0,False,True,False
249575,0.0,False,True,False
125669,0.0,False,True,False
209643,0.0,False,True,False
164099,0.0,False,True,False
116138,0.0,False,True,False
245447,0.0,False,True,False
80700,0.0,False,True,False
26249,0.0,False,True,False
228598,0.0,False,True,False
92428,0.0,False,True,False
166449,0.0,False,True,False
138890,0.0,False,True,False
218459,0.0,False,True,False
242355,0.0,False,True,False
195773,0.0,False,True,False
218826,0.0,False,True,False
95834,0.0,False,True,False
77999,0.0,False,True,False
144534,0.0,False,True,False
170355,0.0,False,True,False
127112,0.0,False,True,False
189922,0.0,False,True,False
108747,0.0,False,True,False
122695,0.0,False,True,False
200279,0.0,False,True,False
26166,0.0,False,True,False
188984,0.0,False,True,False
151414,0.0,False,True,False
177381,0.0,False,True,False
61998,0.0,False,True,False
230346,0.0,False,True,False
48175,0.0,False,True,False
111511,0.0,False,True,False
24147,0.0,False,True,False
126179,0.0,False,True,False
15179,0.0,False,True,False
64936,0.0,False,True,False
24808,0.0,False,True,False
28953,0.0,False,True,False
224135,0.0,False,True,False
243248,0.0,False,True,False
161736,0.0,False,True,False
211825,0.0,False,True,False
22957,0.0,False,True,False
211914,0.0,False,True,False
165948,0.0,False,True,False
195230,0.0,False,True,False
126101,0.0,False,True,False
137666,0.0,False,True,False
2828,0.0,False,True,False
5653,0.0,False,True,False
200702,0.0,False,True,False
120581,0.0,False,True,False
10811,0.0,False,True,False
55935,0.0,False,True,False
180416,0.0,False,True,False
181113,0.0,False,True,False
