case_id,path,budget_h,reference_rate_C_min,t,T_C,rho,G,rho_dot_open,rho_dot_closed,closed_pore_fraction,closed_mean_radius,closed_D90,gas_capillary_ratio,sigma_res_hydro
LS001,reference,500.0,1.0,5999.999999999011,124.99999999998352,0.6499999999999999,7.500000000000001e-08,9.498077340313991e-73,3.071441857139223e-41,2.255434579842275e-16,4.177656829534831e-08,7.390387291412669e-08,0.0,48522276.67742557
LS001,reference,500.0,1.0,6239.99999999882,128.99999999998033,0.6499999999999999,7.500000000000001e-08,7.393475304897028e-72,3.194299531424714e-41,2.345651963035909e-16,4.1776568295348304e-08,7.390387291412669e-08,0.0,48464084.86748169
LS001,reference,500.0,1.0,6479.999999999039,132.99999999998397,0.6499999999999999,7.500000000000001e-08,5.527225603198219e-71,3.317157205710414e-41,2.435869346229696e-16,4.177656829534831e-08,7.390387291412669e-08,0.0,48405962.845828295
LS001,reference,500.0,1.0,6719.999999999257,136.9999999999876,0.6499999999999999,7.500000000000001e-08,3.973058815880663e-70,3.4400148799961157e-41,2.526086729423484e-16,4.1776568295348304e-08,7.390387291412669e-08,0.0,48347910.52876976
LS001,reference,500.0,1.0,6959.999999999475,140.99999999999125,0.6499999999999999,7.500000000000001e-08,2.7491332553132923e-69,3.562872554281817e-41,2.6163041126172716e-16,4.177656829534831e-08,7.390387291412669e-08,0.0,48289927.83271074
LS001,reference,500.0,1.0,7199.9999999996935,144.99999999999488,0.6499999999999999,7.500000000000001e-08,1.8331349853815756e-68,3.6857302285675163e-41,2.706521495811059e-16,4.1776568295348304e-08,7.390387291412669e-08,0.0,48232014.67415615
LS001,reference,500.0,1.0,7439.999999999912,148.99999999999852,0.6499999999999999,7.500000000000001e-08,1.1791738066753781e-67,3.808587902853217e-41,2.7967388790048467e-16,4.1776568295348304e-08,7.390387291412669e-08,0.0,48174170.96971102
LS001,reference,500.0,1.0,7680.00000000013,153.00000000000216,0.6499999999999999,7.500000000000001e-08,7.324629066057855e-67,3.931445577138918e-41,2.8869562621986343e-16,4.17765682953483e-08,7.390387291412669e-08,0.0,48116396.636080414
LS001,reference,500.0,1.0,7919.999999999939,156.99999999999898,0.6499999999999999,7.500000000000001e-08,4.3978583794273123e-66,4.054303251424409e-41,2.977173645392268e-16,4.17765682953483e-08,7.390387291412669e-08,0.0,48058691.590069376
LS001,reference,500.0,1.0,8159.999999999748,160.9999999999958,0.6499999999999999,7.500000000000001e-08,2.554773423732311e-65,4.1771609257098994e-41,3.0673910285859013e-16,4.177656829534831e-08,7.390387291412669e-08,0.0,48001055.74858253
LS001,reference,500.0,1.0,8399.999999999556,164.9999999999926,0.6499999999999999,7.500000000000001e-08,1.437182595943554e-64,4.3000185999953894e-41,3.157608411779535e-16,4.1776568295348304e-08,7.390387291412669e-08,0.0,47943489.02862426
LS001,reference,500.0,1.0,8639.999999999774,168.99999999999625,0.6499999999999999,7.500000000000001e-08,7.836074684577814e-64,4.422876274281091e-41,3.2478257949733226e-16,4.177656829534831e-08,7.390387291412669e-08,0.0,47885991.347298376
LS001,reference,500.0,1.0,8879.999999999993,172.9999999999999,0.6499999999999999,7.500000000000001e-08,4.144549298783956e-63,4.5457339485667914e-41,3.33804317816711e-16,4.177656829534832e-08,7.390387291412669e-08,0.0,47828562.62180831
LS001,reference,500.0,1.0,9120.000000000211,177.00000000000352,0.6499999999999999,7.500000000000001e-08,2.1281403783878795e-62,4.668591622852493e-41,3.428260561360898e-16,4.1776568295348304e-08,7.390387291412669e-08,0.0,47771202.769456685
LS001,reference,500.0,1.0,9360.00000000043,181.00000000000716,0.6499999999999999,7.500000000000001e-08,1.0617130140866999e-61,4.791449297138193e-41,3.518477944554686e-16,4.1776568295348304e-08,7.390387291412669e-08,0.0,47713911.7076453
LS001,reference,500.0,1.0,9600.000000000648,185.0000000000108,0.6499999999999999,7.500000000000001e-08,5.1502195346272015e-61,4.914306971423894e-41,3.6086953277484744e-16,4.17765682953483e-08,7.390387291412669e-08,0.0,47656689.35387502
LS001,reference,500.0,1.0,9840.000000000866,189.00000000001444,0.6499999999999999,7.500000000000001e-08,2.4309305440873026e-60,5.037164645709594e-41,3.698912710942262e-16,4.1776568295348304e-08,7.390387291412669e-08,0.0,47599535.62574565
LS001,reference,500.0,1.0,10080.000000001084,193.00000000001808,0.6499999999999999,7.500000000000001e-08,1.1172572457713065e-59,5.160022319995294e-41,3.78913009413605e-16,4.177656829534829e-08,7.390387291412669e-08,0.0,47542450.440955795
LS001,reference,500.0,1.0,10320.000000001302,197.0000000000217,0.6499999999999999,7.500000000000001e-08,5.003372560873286e-59,5.282879994280995e-41,3.879347477329837e-16,4.1776568295348304e-08,7.390387291412669e-08,0.0,47485433.7173028
LS001,reference,500.0,1.0,10560.00000000152,201.00000000002535,0.6499999999999999,7.500000000000001e-08,2.1846747488411264e-58,5.405737668566697e-41,3.9695648605236238e-16,4.177656829534831e-08,7.390387291412669e-08,0.0,47428485.37268256
LS001,reference,500.0,1.0,10800.000000001739,205.000000000029,0.6499999999999999,7.500000000000001e-08,9.306807365669614e-58,5.528595342852396e-41,4.059782243717413e-16,4.177656829534831e-08,7.390387291412669e-08,0.0,47371605.325089455
LS001,reference,500.0,1.0,11040.000000001957,209.00000000003263,0.6499999999999999,7.500000000000001e-08,3.8705368491455703e-57,5.651453017138098e-41,4.1499996269112004e-16,4.1776568295348304e-08,7.390387291412669e-08,0.0,47314793.4926162
LS001,reference,500.0,1.0,11280.000000002176,213.00000000003627,0.6499999999999999,7.500000000000001e-08,1.5723745914497844e-56,5.774310691423799e-41,4.2402170101049885e-16,4.1776568295348304e-08,7.390387291412669e-08,0.0,47258049.79345375
LS001,reference,500.0,1.0,11520.000000002394,217.0000000000399,0.6499999999999999,7.500000000000001e-08,6.243160873733578e-56,5.897168365709501e-41,4.3304343932987775e-16,4.1776568295348304e-08,7.390387291412669e-08,0.0,47201374.145891175
LS001,reference,500.0,1.0,11760.000000002612,221.00000000004354,0.6499999999999999,7.500000000000001e-08,2.4241418372139156e-55,6.020026039995203e-41,4.4206517764925656e-16,4.1776568295348304e-08,7.390387291412669e-08,0.0,47144766.46831552
LS001,reference,500.0,1.0,12000.00000000283,225.00000000004718,0.6499999999999999,7.500000000000001e-08,9.209797143369574e-55,6.142883714280906e-41,4.510869159686356e-16,4.17765682953483e-08,7.390387291412669e-08,0.0,47088226.67921173
LS001,reference,500.0,1.0,12240.000000003049,229.00000000005082,0.6499999999999999,7.500000000000001e-08,3.425364097633347e-54,6.265741388566609e-41,4.601086542880144e-16,4.1776568295348304e-08,7.390387291412669e-08,0.0,47031754.697162494
LS001,reference,500.0,1.0,12480.000000003267,233.00000000005446,0.6499999999999999,7.500000000000001e-08,1.2478058384705613e-53,6.388599062852314e-41,4.691303926073935e-16,4.17765682953483e-08,7.390387291412669e-08,0.0,46975350.44084815
LS001,reference,500.0,1.0,12720.000000003485,237.0000000000581,0.6499999999999999,7.500000000000001e-08,4.45433594747524e-53,6.51145673713802e-41,4.781521309267726e-16,4.17765682953483e-08,7.390387291412669e-08,0.0,46919013.829046555
LS001,reference,500.0,1.0,12960.000000003703,241.00000000006173,0.6499999999999999,7.500000000000001e-08,1.5589065985422784e-52,6.634314411423729e-41,4.871738692461519e-16,4.177656829534829e-08,7.390387291412669e-08,0.0,46862744.78063298
LS001,reference,500.0,1.0,13200.000000003922,245.00000000006537,0.6499999999999999,7.500000000000001e-08,5.351278288451595e-52,6.757172085709439e-41,4.961956075655312e-16,4.177656829534829e-08,7.390387291412669e-08,0.0,46806543.21457999
LS001,reference,500.0,1.0,13440.00000000414,249.000000000069,0.6499999999999999,7.500000000000001e-08,1.802554204714744e-51,6.880029759995155e-41,5.052173458849109e-16,4.177656829534827e-08,7.390387291412669e-08,0.0,46750409.04995732
LS001,reference,500.0,1.0,13680.000000004358,253.00000000007265,0.6499999999999999,7.500000000000001e-08,5.960732819084504e-51,7.002887434280877e-41,5.142390842042909e-16,4.177656829534827e-08,7.390387291412669e-08,0.0,46694342.20593176
LS001,reference,500.0,1.0,13920.000000004577,257.0000000000763,0.6499999999999999,7.500000000000001e-08,1.935855895522682e-50,7.125745108566607e-41,5.232608225236715e-16,4.177656829534826e-08,7.390387291412669e-08,0.0,46638342.60176704
LS001,reference,500.0,1.0,14160.000000004795,261.0000000000799,0.6499999999999999,7.500000000000001e-08,6.177098503526239e-50,7.248602782852345e-41,5.322825608430528e-16,4.1776568295348225e-08,7.390387291412669e-08,0.0,46582410.156823725
LS001,reference,500.0,1.0,14400.000000005013,265.00000000008356,0.6499999999999999,7.500000000000001e-08,1.9373362695091515e-49,7.371460457138101e-41,5.41304299162435e-16,4.17765682953482e-08,7.390387291412669e-08,0.0,46526544.79055909
LS001,reference,500.0,1.0,14640.000000005231,269.0000000000872,0.6499999999999999,7.500000000000001e-08,5.974482302557105e-49,7.494318131423879e-41,5.503260374818184e-16,4.177656829534816e-08,7.390387291412669e-08,0.0,46470746.42252699
LS001,reference,500.0,1.0,14880.00000000545,273.00000000009084,0.6499999999999999,7.500000000000001e-08,1.81230498926591e-48,7.617175805709685e-41,5.593477758012035e-16,4.17765682953481e-08,7.390387291412669e-08,0.0,46415014.97237777
LS001,reference,500.0,1.0,15120.000000005668,277.0000000000945,0.6499999999999999,7.500000000000001e-08,5.409464796216513e-48,7.740033479995527e-41,5.683695141205909e-16,4.177656829534803e-08,7.390387291412669e-08,0.0,46359350.35985813
LS001,reference,500.0,1.0,15360.000000005886,281.0000000000981,0.6499999999999999,7.500000000000001e-08,1.5893555907806304e-47,7.862891154281419e-41,5.773912524399815e-16,4.177656829534794e-08,7.390387291412669e-08,0.0,46303752.504811026
LS001,reference,500.0,1.0,15600.000000006105,285.00000000010175,0.6499999999999999,7.500000000000001e-08,4.598106412114844e-47,7.985748828567379e-41,5.86412990759376e-16,4.177656829534781e-08,7.390387291412669e-08,0.0,46248221.32717553
LS001,reference,500.0,1.0,15840.000000006323,289.0000000001054,0.6499999999999998,7.500000000000001e-08,1.310301810467162e-46,8.108606502853425e-41,5.954347290787759e-16,4.1776568295347636e-08,7.390387291412669e-08,0.0,46192756.74698673
LS001,reference,500.0,1.0,16080.000000006541,293.000000000109,0.6499999999999998,7.500000000000001e-08,3.6790628543668784e-46,8.231464177139588e-41,6.044564673981826e-16,4.1776568295347424e-08,7.390387291412669e-08,0.0,46137358.68437564
LS001,reference,500.0,1.0,16320.00000000676,297.00000000011266,0.6499999999999998,7.500000000000001e-08,1.0181502571801363e-45,8.354321851425902e-41,6.134782057175989e-16,4.1776568295347126e-08,7.390387291412669e-08,0.0,46082027.059569016
LS001,reference,500.0,1.0,16560.000000006978,301.0000000001163,0.6499999999999999,7.500000000000001e-08,2.7779654072292173e-45,8.477179525712418e-41,6.224999440370277e-16,4.177656829534674e-08,7.390387291412669e-08,0.0,46026761.79288933
LS001,reference,500.0,1.0,16800.000000007196,305.00000000011994,0.6499999999999999,7.500000000000001e-08,7.474978223418413e-45,8.600037199999195e-41,6.315216823564723e-16,4.177656829534624e-08,7.390387291412669e-08,0.0,45971562.80475457
LS001,reference,500.0,1.0,17040.000000007414,309.0000000001236,0.6499999999999998,7.500000000000001e-08,1.9842002808756063e-44,8.722894874286315e-41,6.405434206759377e-16,4.17765682953456e-08,7.390387291412669e-08,0.0,45916430.0156782
LS001,reference,500.0,1.0,17280.000000007632,313.0000000001272,0.6499999999999999,7.500000000000001e-08,5.197260682324594e-44,8.916931367604954e-41,6.495651589954302e-16,4.177656829534475e-08,7.390387291412669e-08,0.0,45861363.34626898
LS001,reference,500.0,1.0,17520.00000000785,317.00000000013085,0.6499999999999998,7.500000000000001e-08,1.3436760504058196e-43,1.3721658966990478e-40,6.58586897314957e-16,4.1776568295343685e-08,7.390387291412669e-08,0.0,45806362.717230916
LS001,reference,500.0,1.0,17760.00000000807,321.0000000001345,0.6499999999999999,7.500000000000001e-08,3.4297323434337632e-43,2.099309714554076e-40,6.676086356345289e-16,4.1776568295342295e-08,7.390387291412669e-08,0.0,45751428.04936307
LS001,reference,500.0,1.0,18000.000000008287,325.00000000013813,0.6499999999999998,7.500000000000001e-08,8.645356178453872e-43,3.1935685403224287e-40,6.76630373954158e-16,4.1776568295340535e-08,7.390387291412669e-08,0.0,45696559.26355952
LS001,reference,500.0,1.0,18240.000000008506,329.00000000014177,0.6499999999999999,7.500000000000001e-08,2.1526381450357768e-42,4.831205896321832e-40,6.856521122738605e-16,4.177656829533827e-08,7.390387291412669e-08,0.0,45641756.28080921
LS001,reference,500.0,1.0,18480.000000008724,333.0000000001454,0.6499999999999998,7.500000000000001e-08,5.2957839740549597e-42,7.2688019932694366e-40,6.946738505936562e-16,4.1776568295335407e-08,7.390387291412669e-08,0.0,45587019.02219583
LS001,reference,500.0,1.0,18720.000000008942,337.00000000014904,0.6499999999999998,7.500000000000001e-08,1.287547964937362e-41,1.08779042064086e-39,7.036955889135705e-16,4.177656829533179e-08,7.390387291412669e-08,0.0,45532347.40889772
LS001,reference,500.0,1.0,18960.00000000916,341.0000000001527,0.6499999999999998,7.500000000000001e-08,3.094358717022226e-41,1.6193792969662926e-39,7.127173272336349e-16,4.177656829532719e-08,7.390387291412669e-08,0.0,45477741.36218774
LS001,reference,500.0,1.0,19200.00000000938,345.0000000001563,0.6499999999999998,7.500000000000001e-08,7.352745816733136e-41,2.398377544699964e-39,7.217390655538886e-16,4.17765682953214e-08,7.390387291412669e-08,0.0,45423200.803433195
LS001,reference,500.0,1.0,19440.000000009597,349.00000000015996,0.6499999999999997,7.500000000000001e-08,1.7278067155136622e-40,3.5342365459276194e-39,7.307608038743802e-16,4.177656829531413e-08,7.390387291412669e-08,0.0,45368725.65409564
LS001,reference,500.0,1.0,19680.000000009815,353.0000000001636,0.6499999999999997,7.500000000000001e-08,4.0160591613777635e-40,5.182330755322721e-39,7.397825421951708e-16,4.177656829530502e-08,7.390387291412669e-08,0.0,45314315.83573088
LS001,reference,500.0,1.0,19920.000000010034,357.00000000016723,0.6499999999999997,7.500000000000001e-08,9.23537771462137e-40,7.562185942369702e-39,7.488042805163346e-16,4.1776568295293644e-08,7.390387291412669e-08,0.0,45259971.26998875
LS001,reference,500.0,1.0,20160.000000010252,361.00000000017087,0.6499999999999997,7.500000000000001e-08,2.1015844084693568e-39,1.0982532230225097e-38,7.578260188379647e-16,4.177656829527947e-08,7.390387291412669e-08,0.0,45205691.87861307
LS001,reference,500.0,1.0,20400.00000001047,365.0000000001745,0.6499999999999997,7.500000000000001e-08,4.733282454271962e-39,1.5875583948526514e-38,7.668477571601741e-16,4.1776568295261854e-08,7.390387291412669e-08,0.0,45151477.5834415
LS001,reference,500.0,1.0,20640.00000001069,369.00000000017815,0.6499999999999998,7.500000000000001e-08,1.0553221852201339e-38,2.2843739792907156e-38,7.758694954831022e-16,4.177656829524002e-08,7.390387291412669e-08,0.0,45097328.30640546
LS001,reference,500.0,1.0,20880.000000010907,373.0000000001818,0.6499999999999998,7.500000000000001e-08,2.3296804840453406e-38,3.272293122450329e-38,7.848912338069187e-16,4.1776568295213057e-08,7.390387291412669e-08,0.0,45043243.96952997
LS001,reference,500.0,1.0,21120.000000011125,377.0000000001854,0.6499999999999998,7.500000000000001e-08,5.093025818476677e-38,4.6668193516062e-38,7.939129721318318e-16,4.177656829517981e-08,7.390387291412669e-08,0.0,44989224.49493358
LS001,reference,500.0,1.0,21360.000000011343,381.00000000018906,0.6499999999999998,7.500000000000001e-08,1.1028113985568927e-37,6.626877946870429e-38,8.02934710458094e-16,4.17765682951389e-08,7.390387291412669e-08,0.0,44935269.80482824
LS001,reference,500.0,1.0,21600.00000001156,385.0000000001927,0.6499999999999998,7.500000000000001e-08,2.3656375732054734e-37,9.370239002916254e-38,8.119564487860113e-16,4.177656829508875e-08,7.390387291412669e-08,0.0,44881379.82151918
LS001,reference,500.0,1.0,21840.00000001178,389.00000000019634,0.6499999999999997,7.500000000000001e-08,5.027946864359121e-37,1.3194099581288857e-37,8.209781871159553e-16,4.1776568295027384e-08,7.390387291412669e-08,0.0,44827554.46740482
LS001,reference,500.0,1.0,22080.000000011998,393.0000000002,0.6499999999999998,7.500000000000001e-08,1.0590117849184326e-36,1.8502443969420466e-37,8.299999254483749e-16,4.177656829495245e-08,7.390387291412669e-08,0.0,44773793.66497664
LS001,reference,500.0,1.0,22320.000000012216,397.0000000002036,0.6499999999999998,7.500000000000001e-08,2.2107975014299308e-36,2.5842275537852193e-37,8.390216637838102e-16,4.177656829486119e-08,7.390387291412669e-08,0.0,44720097.336819075
LS001,reference,500.0,1.0,22560.000000012435,401.00000000020725,0.6499999999999997,7.500000000000001e-08,4.575135268286487e-36,3.5951417294394664e-37,8.480434021229098e-16,4.1776568294750305e-08,7.390387291412669e-08,0.0,44666465.40560941
LS001,reference,500.0,1.0,22800.000000012653,405.0000000002109,0.6499999999999998,7.500000000000001e-08,9.387130082679571e-36,4.9821343383224115e-37,8.570651404664541e-16,4.177656829461589e-08,7.390387291412669e-08,0.0,44612897.79411764
LS001,reference,500.0,1.0,23040.00000001287,409.0000000002145,0.6499999999999997,7.500000000000001e-08,1.9098585535235023e-35,6.877947031307111e-37,8.660868788153751e-16,4.177656829445327e-08,7.390387291412669e-08,0.0,44559394.4252064
LS001,reference,500.0,1.0,23280.00000001309,413.00000000021817,0.6499999999999997,7.500000000000001e-08,3.8536570384441356e-35,9.459655344147748e-37,8.751086171707866e-16,4.1776568294257e-08,7.390387291412669e-08,0.0,44505955.22183084
LS001,reference,500.0,1.0,23520.000000013308,417.0000000002218,0.6499999999999997,7.500000000000001e-08,7.712779985492655e-35,1.296263608097334e-36,8.84130355534016e-16,4.177656829402059e-08,7.390387291412669e-08,0.0,44452580.10703848
LS001,reference,500.0,1.0,23760.000000013526,421.00000000022544,0.6499999999999997,7.500000000000001e-08,1.5313552146449807e-34,1.7698670538399558e-36,8.931520939066415e-16,4.177656829373647e-08,7.390387291412669e-08,0.0,44399269.00396917
LS001,reference,500.0,1.0,24000.000000013744,425.0000000002291,0.6499999999999997,7.500000000000001e-08,3.0166696311050118e-34,2.4079329616239333e-36,9.02173832290536e-16,4.177656829339569e-08,7.390387291412669e-08,0.0,44346021.83585489
LS001,reference,500.0,1.0,24240.000000013963,429.0000000002327,0.6499999999999997,7.500000000000001e-08,5.896912781743353e-34,3.264608249557126e-36,9.111955706879172e-16,4.177656829298778e-08,7.390387291412669e-08,0.0,44292838.526019715
LS001,reference,500.0,1.0,24480.00000001418,433.00000000023635,0.6499999999999997,7.500000000000001e-08,1.1439941733524717e-33,4.41089367361064e-36,9.202173091014076e-16,4.17765682925005e-08,7.390387291412669e-08,0.0,44239718.99787968
LS001,reference,500.0,1.0,24720.0000000144,437.00000000024,0.6499999999999997,7.500000000000001e-08,2.202829087029401e-33,5.9395869790840005e-36,9.292390475340986e-16,4.177656829191956e-08,7.390387291412669e-08,0.0,44186663.174942635
LS001,reference,500.0,1.0,24960.000000014617,441.00000000024363,0.6499999999999997,7.500000000000001e-08,4.210659786709959e-33,7.971586856184728e-36,9.38260785989631e-16,4.1776568291228296e-08,7.390387291412669e-08,0.0,44133670.9808082
LS001,reference,500.0,1.0,25200.000000014836,445.00000000024727,0.6499999999999997,7.500000000000001e-08,7.990705555236434e-33,1.0663907684262433e-35,9.472825244722832e-16,4.1776568290407296e-08,7.390387291412669e-08,0.0,44080742.3391676
LS001,reference,500.0,1.0,25440.000000015054,449.0000000002509,0.6499999999999997,7.500000000000001e-08,1.5056977893975435e-32,1.4219838666550832e-35,9.56304262987072e-16,4.177656828943409e-08,7.390387291412669e-08,0.0,44027877.17380359
LS001,reference,500.0,1.0,25680.000000015272,453.00000000025454,0.6499999999999997,7.500000000000001e-08,2.8174689878145865e-32,1.8901783001812912e-35,9.653260015398722e-16,4.177656828828254e-08,7.390387291412669e-08,0.0,43975075.40859032
LS001,reference,500.0,1.0,25920.00000001549,457.0000000002582,0.6499999999999997,7.500000000000001e-08,5.235991631324533e-32,2.5047436922852257e-35,9.743477401375477e-16,4.177656828692245e-08,7.390387291412669e-08,0.0,43922336.96749323
LS001,reference,500.0,1.0,26160.00000001571,461.0000000002618,0.6499999999999997,7.500000000000001e-08,9.665090969109049e-32,3.309011914138068e-35,9.833694787881067e-16,4.1776568285318924e-08,7.390387291412669e-08,0.0,43869661.77456897
LS001,reference,500.0,1.0,26400.000000015927,465.00000000026546,0.6499999999999997,7.500000000000001e-08,1.7722616104810152e-31,4.3584243645257836e-35,9.923912175008736e-16,4.1776568283431695e-08,7.390387291412669e-08,0.0,43817049.75396524
LS001,reference,500.0,1.0,26640.000000016145,469.0000000002691,0.6499999999999997,7.500000000000001e-08,3.228577734677272e-31,5.723714897701965e-35,1.0014129562866888e-15,4.177656828121441e-08,7.390387291412669e-08,0.0,43764500.82992073
LS001,reference,500.0,1.0,26880.000000016364,473.00000000027273,0.6499999999999997,7.500000000000001e-08,5.84388752348288e-31,7.494876221075109e-35,1.0104346951581322e-15,4.177656827861379e-08,7.390387291412669e-08,0.0,43712014.92676498
LS001,reference,500.0,1.0,27120.000000016582,477.0000000002764,0.6499999999999997,7.500000000000001e-08,1.0511006650836357e-30,9.786089417617593e-35,1.0194564341297796e-15,4.177656827556862e-08,7.390387291412669e-08,0.0,43659591.96891828
LS001,reference,500.0,1.0,27360.0000000168,481.00000000028,0.6499999999999997,7.500000000000001e-08,1.8788078410641052e-30,1.274183437833217e-34,1.0284781732184912e-15,4.177656827200881e-08,7.390387291412669e-08,0.0,43607231.880891554
LS001,reference,500.0,1.0,27600.00000001702,485.00000000028365,0.6499999999999997,7.500000000000001e-08,3.337788505419573e-30,1.6544444490199127e-34,1.0374999124437365e-15,4.177656826785413e-08,7.390387291412669e-08,0.0,43554934.58728628
