comparison_id,comparison_type,density_window,rho_lo,rho_hi,both_paths_attained,uncertainty_class,trajectory_class,max_ratio,median_ratio,integrated_separation,span_ratio_ge_1.2,span_ratio_ge_1.5,span_ratio_ge_2,budget_h
LS050,fast_firing,late_stage,0.95,0.98,False,unattainable,unattainable,,,,,,,
LS050,fast_firing,near_final,0.98,0.99,False,unattainable,unattainable,,,,,,,
LS050,fast_firing,open_transition,0.85,0.92,False,unattainable,unattainable,,,,,,,
LS050,fast_firing,closure_onset,0.9,0.95,False,unattainable,unattainable,,,,,,,
LS050,fast_firing,late_stage,0.95,0.98,False,unattainable,unattainable,,,,,,,
LS050,fast_firing,near_final,0.98,0.99,False,unattainable,unattainable,,,,,,,
LS050,fast_firing,open_transition,0.85,0.92,False,unattainable,unattainable,,,,,,,
LS050,fast_firing,closure_onset,0.9,0.95,False,unattainable,unattainable,,,,,,,
LS050,fast_firing,late_stage,0.95,0.98,False,unattainable,unattainable,,,,,,,
LS050,fast_firing,near_final,0.98,0.99,False,unattainable,unattainable,,,,,,,
LS051,fast_firing,open_transition,0.85,0.92,False,unattainable,unattainable,,,,,,,
LS051,fast_firing,closure_onset,0.9,0.95,False,unattainable,unattainable,,,,,,,
LS051,fast_firing,late_stage,0.95,0.98,False,unattainable,unattainable,,,,,,,
LS051,fast_firing,near_final,0.98,0.99,False,unattainable,unattainable,,,,,,,
LS051,fast_firing,open_transition,0.85,0.92,False,unattainable,unattainable,,,,,,,
LS051,fast_firing,closure_onset,0.9,0.95,False,unattainable,unattainable,,,,,,,
LS051,fast_firing,late_stage,0.95,0.98,False,unattainable,unattainable,,,,,,,
LS051,fast_firing,near_final,0.98,0.99,False,unattainable,unattainable,,,,,,,
LS051,fast_firing,open_transition,0.85,0.92,False,unattainable,unattainable,,,,,,,
LS051,fast_firing,closure_onset,0.9,0.95,False,unattainable,unattainable,,,,,,,
LS051,fast_firing,late_stage,0.95,0.98,False,unattainable,unattainable,,,,,,,
LS051,fast_firing,near_final,0.98,0.99,False,unattainable,unattainable,,,,,,,
LS052,fast_firing,open_transition,0.85,0.92,False,unattainable,unattainable,,,,,,,
LS052,fast_firing,closure_onset,0.9,0.95,False,unattainable,unattainable,,,,,,,
LS052,fast_firing,late_stage,0.95,0.98,False,unattainable,unattainable,,,,,,,
LS052,fast_firing,near_final,0.98,0.99,False,unattainable,unattainable,,,,,,,
LS052,fast_firing,open_transition,0.85,0.92,False,unattainable,unattainable,,,,,,,
LS052,fast_firing,closure_onset,0.9,0.95,False,unattainable,unattainable,,,,,,,
LS052,fast_firing,late_stage,0.95,0.98,False,unattainable,unattainable,,,,,,,
LS052,fast_firing,near_final,0.98,0.99,False,unattainable,unattainable,,,,,,,
LS052,fast_firing,open_transition,0.85,0.92,False,unattainable,unattainable,,,,,,,
LS052,fast_firing,closure_onset,0.9,0.95,False,unattainable,unattainable,,,,,,,
LS052,fast_firing,late_stage,0.95,0.98,False,unattainable,unattainable,,,,,,,
LS052,fast_firing,near_final,0.98,0.99,False,unattainable,unattainable,,,,,,,
LS053,fast_firing,open_transition,0.85,0.92,False,unattainable,unattainable,,,,,,,
LS053,fast_firing,closure_onset,0.9,0.95,False,unattainable,unattainable,,,,,,,
LS053,fast_firing,late_stage,0.95,0.98,False,unattainable,unattainable,,,,,,,
LS053,fast_firing,near_final,0.98,0.99,False,unattainable,unattainable,,,,,,,
LS053,fast_firing,open_transition,0.85,0.92,False,unattainable,unattainable,,,,,,,
LS053,fast_firing,closure_onset,0.9,0.95,False,unattainable,unattainable,,,,,,,
LS053,fast_firing,late_stage,0.95,0.98,False,unattainable,unattainable,,,,,,,
LS053,fast_firing,near_final,0.98,0.99,False,unattainable,unattainable,,,,,,,
LS053,fast_firing,open_transition,0.85,0.92,False,unattainable,unattainable,,,,,,,
LS053,fast_firing,closure_onset,0.9,0.95,False,unattainable,unattainable,,,,,,,
LS053,fast_firing,late_stage,0.95,0.98,False,unattainable,unattainable,,,,,,,
LS053,fast_firing,near_final,0.98,0.99,False,unattainable,unattainable,,,,,,,
LS054,fast_firing,open_transition,0.85,0.92,False,unattainable,unattainable,,,,,,,
LS054,fast_firing,closure_onset,0.9,0.95,False,unattainable,unattainable,,,,,,,
LS054,fast_firing,late_stage,0.95,0.98,False,unattainable,unattainable,,,,,,,
LS054,fast_firing,near_final,0.98,0.99,False,unattainable,unattainable,,,,,,,
LS054,fast_firing,open_transition,0.85,0.92,False,unattainable,unattainable,,,,,,,
LS054,fast_firing,closure_onset,0.9,0.95,False,unattainable,unattainable,,,,,,,
LS054,fast_firing,late_stage,0.95,0.98,False,unattainable,unattainable,,,,,,,
LS054,fast_firing,near_final,0.98,0.99,False,unattainable,unattainable,,,,,,,
LS054,fast_firing,open_transition,0.85,0.92,False,unattainable,unattainable,,,,,,,
LS054,fast_firing,closure_onset,0.9,0.95,False,unattainable,unattainable,,,,,,,
LS054,fast_firing,late_stage,0.95,0.98,False,unattainable,unattainable,,,,,,,
LS054,fast_firing,near_final,0.98,0.99,False,unattainable,unattainable,,,,,,,
LS055,fast_firing,open_transition,0.85,0.92,False,unattainable,unattainable,,,,,,,
LS055,fast_firing,closure_onset,0.9,0.95,False,unattainable,unattainable,,,,,,,
LS055,fast_firing,late_stage,0.95,0.98,False,unattainable,unattainable,,,,,,,
LS055,fast_firing,near_final,0.98,0.99,False,unattainable,unattainable,,,,,,,
LS055,fast_firing,open_transition,0.85,0.92,False,unattainable,unattainable,,,,,,,
LS055,fast_firing,closure_onset,0.9,0.95,False,unattainable,unattainable,,,,,,,
LS055,fast_firing,late_stage,0.95,0.98,False,unattainable,unattainable,,,,,,,
LS055,fast_firing,near_final,0.98,0.99,False,unattainable,unattainable,,,,,,,
LS055,fast_firing,open_transition,0.85,0.92,False,unattainable,unattainable,,,,,,,
LS055,fast_firing,closure_onset,0.9,0.95,False,unattainable,unattainable,,,,,,,
LS055,fast_firing,late_stage,0.95,0.98,False,unattainable,unattainable,,,,,,,
LS055,fast_firing,near_final,0.98,0.99,False,unattainable,unattainable,,,,,,,
LS056,fast_firing,open_transition,0.85,0.92,False,unattainable,unattainable,,,,,,,
LS056,fast_firing,closure_onset,0.9,0.95,False,unattainable,unattainable,,,,,,,
LS056,fast_firing,late_stage,0.95,0.98,False,unattainable,unattainable,,,,,,,
LS056,fast_firing,near_final,0.98,0.99,False,unattainable,unattainable,,,,,,,
LS056,fast_firing,open_transition,0.85,0.92,False,unattainable,unattainable,,,,,,,
LS056,fast_firing,closure_onset,0.9,0.95,False,unattainable,unattainable,,,,,,,
LS056,fast_firing,late_stage,0.95,0.98,False,unattainable,unattainable,,,,,,,
LS056,fast_firing,near_final,0.98,0.99,False,unattainable,unattainable,,,,,,,
LS056,fast_firing,open_transition,0.85,0.92,False,unattainable,unattainable,,,,,,,
LS056,fast_firing,closure_onset,0.9,0.95,False,unattainable,unattainable,,,,,,,
LS056,fast_firing,late_stage,0.95,0.98,False,unattainable,unattainable,,,,,,,
LS056,fast_firing,near_final,0.98,0.99,False,unattainable,unattainable,,,,,,,
LS057,fast_firing,open_transition,0.85,0.92,False,unattainable,unattainable,,,,,,,
LS057,fast_firing,closure_onset,0.9,0.95,False,unattainable,unattainable,,,,,,,
LS057,fast_firing,late_stage,0.95,0.98,False,unattainable,unattainable,,,,,,,
LS057,fast_firing,near_final,0.98,0.99,False,unattainable,unattainable,,,,,,,
LS057,fast_firing,open_transition,0.85,0.92,False,unattainable,unattainable,,,,,,,
LS057,fast_firing,closure_onset,0.9,0.95,False,unattainable,unattainable,,,,,,,
LS057,fast_firing,late_stage,0.95,0.98,False,unattainable,unattainable,,,,,,,
LS057,fast_firing,near_final,0.98,0.99,False,unattainable,unattainable,,,,,,,
LS057,fast_firing,open_transition,0.85,0.92,False,unattainable,unattainable,,,,,,,
LS057,fast_firing,closure_onset,0.9,0.95,False,unattainable,unattainable,,,,,,,
LS057,fast_firing,late_stage,0.95,0.98,False,unattainable,unattainable,,,,,,,
LS057,fast_firing,near_final,0.98,0.99,False,unattainable,unattainable,,,,,,,
LS058,fast_firing,open_transition,0.85,0.92,False,unattainable,unattainable,,,,,,,
LS058,fast_firing,closure_onset,0.9,0.95,False,unattainable,unattainable,,,,,,,
LS058,fast_firing,late_stage,0.95,0.98,False,unattainable,unattainable,,,,,,,
LS058,fast_firing,near_final,0.98,0.99,False,unattainable,unattainable,,,,,,,
LS058,fast_firing,open_transition,0.85,0.92,False,unattainable,unattainable,,,,,,,
LS058,fast_firing,closure_onset,0.9,0.95,False,unattainable,unattainable,,,,,,,
LS058,fast_firing,late_stage,0.95,0.98,False,unattainable,unattainable,,,,,,,
LS058,fast_firing,near_final,0.98,0.99,False,unattainable,unattainable,,,,,,,
LS058,fast_firing,open_transition,0.85,0.92,False,unattainable,unattainable,,,,,,,
LS058,fast_firing,closure_onset,0.9,0.95,False,unattainable,unattainable,,,,,,,
LS058,fast_firing,late_stage,0.95,0.98,False,unattainable,unattainable,,,,,,,
LS058,fast_firing,near_final,0.98,0.99,False,unattainable,unattainable,,,,,,,
LS059,fast_firing,open_transition,0.85,0.92,False,unattainable,unattainable,,,,,,,
LS059,fast_firing,closure_onset,0.9,0.95,False,unattainable,unattainable,,,,,,,
LS059,fast_firing,late_stage,0.95,0.98,False,unattainable,unattainable,,,,,,,
LS059,fast_firing,near_final,0.98,0.99,False,unattainable,unattainable,,,,,,,
LS059,fast_firing,open_transition,0.85,0.92,False,unattainable,unattainable,,,,,,,
LS059,fast_firing,closure_onset,0.9,0.95,False,unattainable,unattainable,,,,,,,
LS059,fast_firing,late_stage,0.95,0.98,False,unattainable,unattainable,,,,,,,
LS059,fast_firing,near_final,0.98,0.99,False,unattainable,unattainable,,,,,,,
LS059,fast_firing,open_transition,0.85,0.92,False,unattainable,unattainable,,,,,,,
LS059,fast_firing,closure_onset,0.9,0.95,False,unattainable,unattainable,,,,,,,
LS059,fast_firing,late_stage,0.95,0.98,False,unattainable,unattainable,,,,,,,
LS059,fast_firing,near_final,0.98,0.99,False,unattainable,unattainable,,,,,,,
LS060,fast_firing,open_transition,0.85,0.92,False,unattainable,unattainable,,,,,,,
LS060,fast_firing,closure_onset,0.9,0.95,False,unattainable,unattainable,,,,,,,
LS060,fast_firing,late_stage,0.95,0.98,False,unattainable,unattainable,,,,,,,
LS060,fast_firing,near_final,0.98,0.99,False,unattainable,unattainable,,,,,,,
LS060,fast_firing,open_transition,0.85,0.92,False,unattainable,unattainable,,,,,,,
LS060,fast_firing,closure_onset,0.9,0.95,False,unattainable,unattainable,,,,,,,
LS060,fast_firing,late_stage,0.95,0.98,False,unattainable,unattainable,,,,,,,
LS060,fast_firing,near_final,0.98,0.99,False,unattainable,unattainable,,,,,,,
LS060,fast_firing,open_transition,0.85,0.92,False,unattainable,unattainable,,,,,,,
LS060,fast_firing,closure_onset,0.9,0.95,False,unattainable,unattainable,,,,,,,
LS060,fast_firing,late_stage,0.95,0.98,False,unattainable,unattainable,,,,,,,
LS060,fast_firing,near_final,0.98,0.99,False,unattainable,unattainable,,,,,,,
LS061,fast_firing,open_transition,0.85,0.92,False,unattainable,unattainable,,,,,,,
LS061,fast_firing,closure_onset,0.9,0.95,False,unattainable,unattainable,,,,,,,
LS061,fast_firing,late_stage,0.95,0.98,False,unattainable,unattainable,,,,,,,
LS061,fast_firing,near_final,0.98,0.99,False,unattainable,unattainable,,,,,,,
LS061,fast_firing,open_transition,0.85,0.92,False,unattainable,unattainable,,,,,,,
LS061,fast_firing,closure_onset,0.9,0.95,False,unattainable,unattainable,,,,,,,
LS061,fast_firing,late_stage,0.95,0.98,False,unattainable,unattainable,,,,,,,
LS061,fast_firing,near_final,0.98,0.99,False,unattainable,unattainable,,,,,,,
LS061,fast_firing,open_transition,0.85,0.92,False,unattainable,unattainable,,,,,,,
LS061,fast_firing,closure_onset,0.9,0.95,False,unattainable,unattainable,,,,,,,
LS061,fast_firing,late_stage,0.95,0.98,False,unattainable,unattainable,,,,,,,
LS061,fast_firing,near_final,0.98,0.99,False,unattainable,unattainable,,,,,,,
LS062,fast_firing,open_transition,0.85,0.92,False,unattainable,unattainable,,,,,,,
LS062,fast_firing,closure_onset,0.9,0.95,False,unattainable,unattainable,,,,,,,
LS062,fast_firing,late_stage,0.95,0.98,False,unattainable,unattainable,,,,,,,
LS062,fast_firing,near_final,0.98,0.99,False,unattainable,unattainable,,,,,,,
LS062,fast_firing,open_transition,0.85,0.92,False,unattainable,unattainable,,,,,,,
LS062,fast_firing,closure_onset,0.9,0.95,False,unattainable,unattainable,,,,,,,
LS062,fast_firing,late_stage,0.95,0.98,False,unattainable,unattainable,,,,,,,
LS062,fast_firing,near_final,0.98,0.99,False,unattainable,unattainable,,,,,,,
LS062,fast_firing,open_transition,0.85,0.92,False,unattainable,unattainable,,,,,,,
LS062,fast_firing,closure_onset,0.9,0.95,False,unattainable,unattainable,,,,,,,
LS062,fast_firing,late_stage,0.95,0.98,False,unattainable,unattainable,,,,,,,
LS062,fast_firing,near_final,0.98,0.99,False,unattainable,unattainable,,,,,,,
LS063,fast_firing,open_transition,0.85,0.92,False,unattainable,unattainable,,,,,,,
LS063,fast_firing,closure_onset,0.9,0.95,False,unattainable,unattainable,,,,,,,
LS063,fast_firing,late_stage,0.95,0.98,False,unattainable,unattainable,,,,,,,
LS063,fast_firing,near_final,0.98,0.99,False,unattainable,unattainable,,,,,,,
LS063,fast_firing,open_transition,0.85,0.92,False,unattainable,unattainable,,,,,,,
LS063,fast_firing,closure_onset,0.9,0.95,False,unattainable,unattainable,,,,,,,
LS063,fast_firing,late_stage,0.95,0.98,False,unattainable,unattainable,,,,,,,
LS063,fast_firing,near_final,0.98,0.99,False,unattainable,unattainable,,,,,,,
LS063,fast_firing,open_transition,0.85,0.92,False,unattainable,unattainable,,,,,,,
LS063,fast_firing,closure_onset,0.9,0.95,False,unattainable,unattainable,,,,,,,
LS063,fast_firing,late_stage,0.95,0.98,False,unattainable,unattainable,,,,,,,
LS063,fast_firing,near_final,0.98,0.99,False,unattainable,unattainable,,,,,,,
