rho,G_reference_nm,G_comparison_nm,ratio,pct,delta_ln_G,case_id,budget_h,reference_rate_C_min
0.653,75.05568825980373,75.08294599442038,0.9996369650357262,-0.03631668065224073,-0.0003631008774194548,LS001,500.0,1.0
0.7000000000000001,100.00000000000001,100.00000000000001,1.0,0.0,0.0,LS002,96.0,1.0
0.7010000000000001,100.01193912362017,100.01588327799766,0.9999605647198403,-0.003943683536240157,-3.943605775080904e-05,LS002,96.0,1.0
0.7020000000000001,100.02688427895217,100.04439159558204,0.9998250045169884,-0.017502611179061187,-0.000175010796507678,LS002,96.0,1.0
0.7030000000000001,100.04532171856178,100.08010813178467,0.999652414312172,-0.034770654564685324,-0.00034764610973479076,LS002,96.0,1.0
0.7000000000000001,100.00000000000001,100.00000000000001,1.0,0.0,0.0,LS002,240.0,1.0
0.7010000000000001,100.01193912362017,100.01588327799766,0.9999605647198403,-0.003943683536240157,-3.943605775080904e-05,LS002,240.0,1.0
0.7020000000000001,100.02688427895217,100.04439159558204,0.9998250045169884,-0.017502611179061187,-0.000175010796507678,LS002,240.0,1.0
0.7030000000000001,100.04532171856178,100.08010813178467,0.999652414312172,-0.034770654564685324,-0.00034764610973479076,LS002,240.0,1.0
0.7000000000000001,100.00000000000001,100.00000000000001,1.0,0.0,0.0,LS002,500.0,1.0
0.7010000000000001,100.01193912362017,100.01588327799766,0.9999605647198403,-0.003943683536240157,-3.943605775080904e-05,LS002,500.0,1.0
0.7020000000000001,100.02688427895217,100.04439159558204,0.9998250045169884,-0.017502611179061187,-0.000175010796507678,LS002,500.0,1.0
0.7030000000000001,100.04532171856178,100.08010813178467,0.999652414312172,-0.034770654564685324,-0.00034764610973479076,LS002,500.0,1.0
0.7000000000000001,150.00000000000003,150.00000000000003,1.0,0.0,0.0,LS003,96.0,1.0
0.7010000000000001,150.00385868766406,150.0072673025709,0.9999772770015204,-0.002272351482599599,-2.2723256650848258e-05,LS003,96.0,1.0
0.7020000000000001,150.00977962677163,150.02449651476914,0.9999019034335099,-0.009810619037055036,-9.810137827292976e-05,LS003,96.0,1.0
0.7030000000000001,150.01798930092258,150.0525255657988,0.9997698388297965,-0.023021415656313358,-0.0002301876613505039,LS003,96.0,1.0
