rho,G_reference_nm,G_comparison_nm,ratio,pct,delta_ln_G,case_id,budget_h,reference_rate_C_min
0.8840000000000001,343.51545567974125,350.20713064418095,0.9808922366825289,-1.9479982206909296,-0.019292675927304544,LS023,96.0,1.0
0.8850000000000001,344.87205907088656,351.46484576710384,0.9812419740533995,-1.9116615924116263,-0.01893618922760702,LS023,96.0,1.0
0.8860000000000001,346.26579055051826,352.7587697644852,0.9815937128414925,-1.8751431389291773,-0.018577790616651952,LS023,96.0,1.0
0.8870000000000001,347.69789375466047,354.09016987995506,0.9819473211372637,-1.8384569593639954,-0.018217616529658438,LS023,96.0,1.0
0.8880000000000001,349.16966112200214,355.4603643375726,0.9823026591803177,-1.8016179284753138,-0.017855811209061948,LS023,96.0,1.0
0.8890000000000001,350.68243617131577,356.87072468036087,0.9826595792787773,-1.7646417016511156,-0.017492526769901474,LS023,96.0,1.0
0.8900000000000001,352.23761591166715,358.32267823665745,0.9830179257563727,-1.7275447170061171,-0.01712792323687309,LS023,96.0,1.0
0.8910000000000001,353.83665339528415,359.8177107232143,0.9833775349303719,-1.6903441942880058,-0.016762168549987685,LS023,96.0,1.0
0.8920000000000001,355.4810604238409,361.3573689947791,0.9837382351236261,-1.6530581302789678,-0.016395438535630823,LS023,96.0,1.0
0.8930000000000001,357.17241041987734,362.9432639507726,0.984099846714119,-1.6157052903697846,-0.016027916839714194,LS023,96.0,1.0
0.8940000000000001,358.9123414761487,364.5770736106575,0.9844621822255385,-1.5783051959736722,-0.015659794819493714,LS023,96.0,1.0
0.8950000000000001,360.7025595968754,366.2605463706725,0.9848250464624925,-1.5408781074380942,-0.015291271390534676,LS023,96.0,1.0
0.8960000000000001,362.54484214614985,367.995504455801,0.9851882366940551,-1.5034450021092436,-0.014922552825251277,LS023,96.0,1.0
0.8970000000000001,364.4410415201979,369.7838475821707,0.9855515428894294,-1.466027547195638,-0.014553852499359731,LS023,96.0,1.0
0.8980000000000001,366.39308906175074,371.6275568465439,0.9859147480095115,-1.4286480670793817,-0.014185390582594501,LS023,96.0,1.0
0.8990000000000001,368.40299923652697,373.5286988611845,0.9862776283581829,-1.3913295047217267,-0.013817393670006416,LS023,96.0,1.0
0.9000000000000001,370.47287409374053,375.4894301541913,0.9866399539971317,-1.3540953768133264,-0.013450094350194347,LS023,96.0,1.0
0.9010000000000001,372.604908034658,377.51200185738304,0.9870014892279403,-1.3169697223281291,-0.013083730706895811,LS023,96.0,1.0
0.9020000000000001,374.8013929155808,379.59876470604127,0.9873619931451159,-1.2799770441464273,-0.012718545750427036,LS023,96.0,1.0
0.9030000000000001,377.064723514205,381.75217437727974,0.9877212202635887,-1.243142243429235,-0.01235478677562017,LS023,96.0,1.0
0.9040000000000001,379.39740339118754,383.9747971965452,0.9880789212240547,-1.2064905464410898,-0.011992704643057189,LS023,96.0,1.0
0.9050000000000001,381.8020511819178,386.26931624479664,0.9884348435793235,-1.1700474235405034,-0.01163255298061589,LS023,96.0,1.0
0.9060000000000001,384.28140735702686,388.6385379022954,0.9887887326645822,-1.133838500081384,-0.011274587302591869,LS023,96.0,1.0
0.9070000000000001,386.83834149407727,391.08539886870386,0.9891403325541887,-1.0978894589981116,-0.010919064043954724,LS023,96.0,1.0
0.9080000000000001,389.4758601072308,393.6129737033875,0.9894893871072595,-1.0622259348801977,-0.010566239507637121,LS023,96.0,1.0
0.9090000000000001,392.19711508653904,396.2244829344903,0.9898356411039417,-1.0268733993779178,-0.010216368723123077,LS023,96.0,1.0
0.9100000000000001,395.00541280389984,398.92330179057626,0.99017884147381,-0.9918570378227829,-0.00986970421503476,LS023,96.0,1.0
0.9110000000000001,397.90422394875037,401.7129696144521,0.9905187386173834,-0.9572016169881871,-0.009526494680852149,LS023,96.0,1.0
0.9120000000000001,400.8971941632937,404.5972000253029,0.9908550878212261,-0.9229313439649895,-0.00918698357740919,LS023,96.0,1.0
0.9130000000000001,403.988155554591,407.57989190256313,0.9911876507665625,-0.889069716175572,-0.00885140761632355,LS023,96.0,1.0
0.9140000000000001,407.1811391692871,410.6651412731068,0.9915161971307842,-0.8556393626010309,-0.008519995169046253,LS023,96.0,1.0
0.9150000000000001,410.480388526199,413.857254192504,0.9918405062806166,-0.8226618763516031,-0.008192964582803292,LS023,96.0,1.0
0.9160000000000001,413.8903743126414,417.16076072137497,0.9921603690551378,-0.7901576387623799,-0.00787052240924486,LS023,96.0,1.0
0.9170000000000001,417.41581036232765,420.58043010943993,0.9924755896362348,-0.758145635251648,-0.0075528615482015485,LS023,96.0,1.0
0.9180000000000001,421.061671046188,424.12128731289937,0.9927859875034895,-0.7266432632325138,-0.00724015930950601,LS023,96.0,1.0
0.9190000000000002,424.83321022269115,427.78863098547475,0.9930913994699313,-0.6956661324180415,-0.006932575396367066,LS023,96.0,1.0
0.9200000000000002,428.7359819114985,431.5880531000528,0.9933916817945536,-0.6652278579088294,-0.0066302498142953165,LS023,96.0,1.0
0.9210000000000002,432.77586287383843,435.52546037668117,0.993686712367023,-0.6353398464933075,-0.0063333007100182135,LS023,96.0,1.0
0.9220000000000002,436.95907730517825,439.6070977139946,0.9939763929595624,-0.6060110766315424,-0.006041822145251317,LS023,96.0,1.0
0.9230000000000002,441.29222387104124,443.83957384537655,0.9942606515406787,-0.5772478726205056,-0.005755881810481534,LS023,96.0,1.0
0.9240000000000002,445.78405299192593,448.22988946875927,0.9945433436406212,-0.5486594821905023,-0.005471598288795752,LS023,96.0,1.0
0.9250000000000002,450.4435429940856,452.7860359505742,0.9948264902834938,-0.5200414109431211,-0.00518693865441696,LS023,96.0,1.0
0.9260000000000002,455.2781800959568,457.5179177951571,0.9951045901983602,-0.49194927345918243,-0.004907431570574068,LS023,96.0,1.0
0.9270000000000002,460.2955990066781,462.43340385800497,0.995377053574652,-0.4644417317785027,-0.00463366529009023,LS023,96.0,1.0
0.9280000000000002,465.50359433027614,467.54047983608837,0.9956434028845452,-0.43756601036404585,-0.004366114737690844,LS023,96.0,1.0
0.9290000000000002,470.9101316949638,472.8472624078304,0.9959032633434265,-0.4113588947203561,-0.004105151271694641,LS023,96.0,1.0
0.9300000000000002,476.52335864257486,478.3620129148929,0.9961563539271979,-0.3858476691584684,-0.003851051863284403,LS023,96.0,1.0
0.9310000000000002,482.36973655458934,484.11550023014513,0.9963939108028438,-0.3619140139315573,-0.003612606810252236,LS023,96.0,1.0
0.9320000000000002,488.4608415043082,490.1085250525304,0.996638125100873,-0.3373215226727034,-0.0033675386980974243,LS023,96.0,1.0
0.9330000000000002,494.7892531938584,496.34040941423683,0.9968748137549207,-0.31349836528697994,-0.0031300798378647784,LS023,96.0,1.0
0.9340000000000002,501.3644162117779,502.8202496416629,0.9971046642792877,-0.2903743031635579,-0.0028995353132926075,LS023,96.0,1.0
0.9350000000000002,508.25091771644986,509.60375803951064,0.9973453093668986,-0.2661756773876632,-0.0026582205729296293,LS023,96.0,1.0
0.9360000000000002,515.4084358561795,516.6672767739525,0.9975635365846408,-0.24424142683692304,-0.0024394364224100914,LS023,96.0,1.0
0.9370000000000002,522.8810026702265,524.0293732820537,0.9978085758730759,-0.2196237013704368,-0.002193828810539553,LS023,96.0,1.0
0.9380000000000002,530.6852964186336,531.7405032890542,0.9980155604775379,-0.19883853529422885,-0.001986411131362117,LS023,96.0,1.0
0.9390000000000002,538.8351671079656,539.7732404081132,0.9982620974329177,-0.17409281305495172,-0.0017394144716978191,LS023,96.0,1.0
0.9400000000000002,547.3554237263504,548.2005442001239,0.9984583735227651,-0.1544006758935477,-0.0015428160060291139,LS023,96.0,1.0
0.9410000000000002,556.2819505301262,557.002992969532,0.998705496292647,-0.12961816192645445,-0.001295342301063701,LS023,96.0,1.0
0.9420000000000002,565.6114293748466,566.2203425385821,0.998924600340204,-0.10765573892461446,-0.001075978316905756,LS023,96.0,1.0
0.9430000000000002,575.4044030475586,575.8997572820169,0.9991398603173647,-0.08608801598227883,-0.000860509815031069,LS023,96.0,1.0
0.9440000000000002,585.6848435530511,586.0413895187299,0.9993916027569799,-0.06087676155589942,-0.000608582391722526,LS023,96.0,1.0
0.75,300.00000000000006,300.00000000000006,1.0,0.0,0.0,LS023,240.0,0.2
0.751,300.00064674669125,300.00977041613226,0.9999695887589649,-0.0030412165906807593,-3.041170346625482e-05,LS023,240.0,0.2
0.752,300.0013975813334,300.0405941849342,0.9998693623317628,-0.013065473666735786,-0.00013064620208059374,LS023,240.0,0.2
0.753,300.00230853548686,300.09333789549663,0.9996966631760367,-0.030342886511155798,-0.00030338283988349944,LS023,240.0,0.2
0.754,300.0033900037449,300.1672313586438,0.9994541664186418,-0.05461316783680962,-0.0005459826027371645,LS023,240.0,0.2
0.755,300.00464972971525,300.25940122984105,0.9991515619524906,-0.08491585058941808,-0.0008487981747812067,LS023,240.0,0.2
0.756,300.006094039496,300.3555722876438,0.9988364515914055,-0.11649038305926956,-0.0011642258565906986,LS023,240.0,0.2
0.757,300.00773129140214,300.4530752950139,0.9985177585445765,-0.1484441756533207,-0.0014833410620122508,LS023,240.0,0.2
0.758,300.00956523586746,300.55193582138315,0.9981954180929381,-0.18078443101948652,-0.001806212126529802,LS023,240.0,0.2
0.759,300.0116130747548,300.6521800202769,0.9978694086120417,-0.21351404999195278,-0.0021328643268327604,LS023,240.0,0.2
0.76,300.0138738695432,300.7538346453994,0.9975396464130585,-0.24664218568037952,-0.0024633852304587825,LS023,240.0,0.2
0.761,300.016359338056,300.8569270672209,0.9972060881650331,-0.28017396485294443,-0.0027978220916108393,LS023,240.0,0.2
0.762,300.01907909555695,300.9614852900847,0.996868681739727,-0.31411542138210996,-0.0031362310957448454,LS023,240.0,0.2
0.763,300.0220397086459,301.067537969852,0.9965273630353637,-0.34847381953053896,-0.003478680563921013,LS023,240.0,0.2
0.764,300.02524419010336,301.1751144321041,0.9961820542704235,-0.3832578305551425,-0.003825252688685092,LS023,240.0,0.2
0.765,300.02873259037307,301.28424469092107,0.9958327986853877,-0.41846395500465094,-0.004175908295591131,LS023,240.0,0.2
0.766,300.0324750272364,301.3949594682577,0.9954794053509551,-0.45411232264028245,-0.0045308434357727734,LS023,240.0,0.2
0.767,300.03651688875095,301.507290213938,0.9951219311342573,-0.49019810669659064,-0.004890005477904032,LS023,240.0,0.2
0.768,300.04082728490897,301.62126912629026,0.9947601777356108,-0.5267422622723776,-0.005253598276712889,LS023,240.0,0.2
0.769,300.04548165092945,301.73692917344533,0.9943942972868807,-0.5637303762113317,-0.005621473630236896,LS023,240.0,0.2
0.77,300.0504359056365,301.8543041153225,0.9940240434372045,-0.6011883316354582,-0.005993884049485509,LS023,240.0,0.2
0.771,300.0557057624672,301.97342852632755,0.9936493658623571,-0.6391222453135016,-0.00637088519819757,LS023,240.0,0.2
0.772,300.0613427973749,302.0943378187879,0.993270330599071,-0.6775264692412709,-0.006752415733688256,LS023,240.0,0.2
0.773,300.0673455082271,302.217068267153,0.992886825448834,-0.7164134288870757,-0.007138593789976837,LS023,240.0,0.2
0.774,300.073713465301,302.34165703298675,0.9924987393733895,-0.7557954815485652,-0.007529536574354385,LS023,240.0,0.2
0.775,300.08046395058284,302.46814219078044,0.9921060174373948,-0.7956793350568812,-0.007925304990985508,LS023,240.0,0.2
0.776,300.08761466051243,302.5965627546178,0.9917086034577995,-0.8360718575285928,-0.008325961363537271,LS023,240.0,0.2
0.777,300.09518365841086,302.72695870572164,0.9913064397747638,-0.8769801018554336,-0.0087315696718774,LS023,240.0,0.2
0.778,300.1031893154556,302.85937102091503,0.9908994669830801,-0.9184113343634764,-0.009142195829346453,LS023,240.0,0.2
0.779,300.11165023858297,302.99384170203155,0.9904876236188227,-0.9603730682088787,-0.00955790800607551,LS023,240.0,0.2
0.78,300.1205851835091,303.1304138063084,0.9900708457953595,-1.002873102142912,-0.00997877700444288,LS023,240.0,0.2
0.781,300.130015084252,303.2691314777998,0.9896490738168728,-1.0459188470925131,-0.01040486958520606,LS023,240.0,0.2
0.782,300.1399600003295,303.41003997984757,0.9892222420202862,-1.0895183632044474,-0.010836258730917543,LS023,240.0,0.2
0.783,300.150440394587,303.55318572864957,0.9887902829090902,-1.1336799404955744,-0.011273019482043838,LS023,240.0,0.2
0.784,300.161477548415,303.69861632796596,0.9883531284326591,-1.1784119695974076,-0.011715227650704877,LS023,240.0,0.2
0.785,300.1730935947627,303.8463806050065,0.9879107100011205,-1.2237229414048707,-0.012162959811082771,LS023,240.0,0.2
0.786,300.18531155261036,303.99652864754256,0.9874629585019012,-1.2696214465724287,-0.012616293288213457,LS023,240.0,0.2
0.787,300.198155362956,304.1491118422917,0.9870098043180072,-1.3161161748508248,-0.01307530614509703,LS023,240.0,0.2
0.788,300.2116499263746,304.3041829146203,0.9865511773481144,-1.3632159142556148,-0.013540077168044003,LS023,240.0,0.2
0.789,300.2258211422135,304.4617959696168,0.9860870070285401,-1.4109295500591799,-0.014010685850180678,LS023,240.0,0.2
0.79,300.2406959494906,304.622006534586,0.9856172223571841,-1.4592660635960037,-0.014487212373017432,LS023,240.0,0.2
0.791,300.25630236956533,304.7848716030189,0.9851417519195242,-1.5082345308707903,-0.014969737585984858,LS023,240.0,0.2
0.792,300.2726695506561,304.9504496800955,0.9846605239167655,-1.5578441209583005,-0.015458342983831981,LS023,240.0,0.2
0.793,300.2898278142827,305.11880082977723,0.9841734661962422,-1.6081040941823175,-0.015953110681773935,LS023,240.0,0.2
0.794,300.3078087038535,305.2899867235524,0.983680506284635,-1.6590238000144824,-0.01645412338781067,LS023,240.0,0.2
0.795,300.326645035848,305.464070690897,0.9831815714253097,-1.7106126745549979,-0.016961464370873543,LS023,240.0,0.2
0.796,300.3463709530283,305.6411177715173,0.9826765886177425,-1.7628802378028543,-0.017475217426855257,LS023,240.0,0.2
0.797,300.3670219796707,305.8211947694438,0.9821654846588217,-1.8158360907351065,-0.01799546684272455,LS023,240.0,0.2
0.798,300.38863507913504,306.0043703090479,0.9816481861868794,-1.8694899121045048,-0.018522297357845868,LS023,240.0,0.2
0.799,300.4112487139288,306.19071489305634,0.9811246197287656,-1.9238514549204309,-0.019055794122172214,LS023,240.0,0.2
0.8,300.43490290837445,306.38030096264225,0.980594711750111,-1.9789305425944481,-0.019596042651143723,LS023,240.0,0.2
0.801,300.4596393139949,306.5732029596726,0.9800583887089379,-2.0347370647305865,-0.02014312877711317,LS023,240.0,0.2
0.802,300.48550127773535,306.7694973911983,0.9795155771127745,-2.091280972540072,-0.020697138597119562,LS023,240.0,0.2
0.803,300.5125339131476,306.96926289627413,0.97896620357945,-2.1485722738581763,-0.0212581584168083,LS023,240.0,0.2
0.804,300.5407841746662,307.1725803152016,0.9784101949017381,-2.206621027740845,-0.021826274690303692,LS023,240.0,0.2
0.805,300.5703009351131,307.3795327612896,0.9778474781160379,-2.2654373386166653,-0.02240157395581639,LS023,240.0,0.2
0.806,300.6011350665735,307.59020569523307,0.9772779805752836,-2.3250313499687003,-0.022984142766763332,LS023,240.0,0.2
0.807,300.6333395247916,307.80468700221473,0.9767016300262785,-2.3854132375201,-0.023574067618171927,LS023,240.0,0.2
0.808,300.66696943724264,308.02306707183726,0.9761183546916665,-2.4465932018947747,-0.02417143486811973,LS023,240.0,0.2
0.809,300.70208219504264,308.24543888100004,0.9755280833567515,-2.508581460724506,-0.02477633065396056,LS023,240.0,0.2
0.81,300.7387375488677,308.47189807983864,0.9749307454613921,-2.571388240171217,-0.02538884080306888,LS023,240.0,0.2
0.811,300.77699770905906,308.7025430808489,0.9743262711972083,-2.6350237658320537,-0.02600905073782288,LS023,240.0,0.2
0.812,300.81692745010133,308.9374751513263,0.9737145916103338,-2.699498252993746,-0.02663704537454279,LS023,240.0,0.2
0.8130000000000001,300.85859421966654,309.176798509252,0.9730956387099773,-2.7648218962002105,-0.027272909016074404,LS023,240.0,0.2
0.8140000000000001,300.9020682524282,309.4206204227678,0.9724693455830431,-2.831004858096671,-0.02791672523771034,LS023,240.0,0.2
0.8150000000000001,300.9474226888575,309.66905131338314,0.9718356465150939,-2.898057257510633,-0.028568576766110864,LS023,240.0,0.2
0.8160000000000001,300.9947336992227,309.9222048630687,0.9711944771179258,-2.9659891567295755,-0.0292285453508917,LS023,240.0,0.2
