figure_id,panel_id,run_id,path_label,case_id,initial_state_id,schedule_id,path_type,physical_time_s,physical_time_h,T_C,rho,G_nm,G_um,phi_open_total,phi_iso_total,phi_closed_total,pore_D50_nm,pore_D90_nm,connected_fine_pore_fraction,large_pore_fraction,rho_dot_open,rho_dot_closed,rho_dot_total,cumulative_open_density_gain,cumulative_closed_density_gain,PR_memory,PR_work,A_closed_available,A_closed_used,A_closed_recovered,activity,Gstar_eV,sigma_eff,tau_nuc,tau_exchange,tau_transport,tau_cycle,Gamma_migration,G_dot_intrinsic,G_dot_actual,mechanism_mode,closed_law_mode,mobility_case,densification_rate,sigma_eff_MPa
final_fig1,A-F,0.2 C/min,0.2 C/min,P001,S03276,0.2 C/min,heating_rate,6300.0,1.75,970.0000000000001,0.6556130816584251,15.846674728512594,0.015846674728512596,0.344379668484557,1.8601336425270392e-06,5.389723375339378e-06,10.313728037103461,25.459227349920948,1.0,,1.1931834573401484e-06,7.6269821172436e-13,1.1931842200383602e-06,0.005507105298773445,1.0350157893015091e-09,0.024976574864908854,5.0620854419623316e-05,0.014298789486341232,,,2.579705912133009e-05,,250000000.0,3276239.3205232807,29.58183193077512,54.937687871439515,3276323.840043083,0.10098933477931074,1.7255698070409512e-12,1.7426414692832927e-13,defined_closed_laws_port,resolved_proxy_current,current_default,1.1931842200383602e-06,250.0
final_fig1,A-F,0.2 C/min,0.2 C/min,P001,S03276,0.2 C/min,heating_rate,6900.0,1.9166666666666667,972.0000000000001,0.6563618184156681,15.955391422334074,0.015955391422334073,0.3436290797667342,2.3368901213555155e-06,6.764927476460825e-06,10.313728037103461,25.459227349920948,1.0,,1.266425839688234e-06,1.2295213866149608e-12,1.2664270692096206e-06,0.006266960802586386,1.7727286212704857e-09,0.028536707051621712,5.794611292743119e-05,0.017564393600609855,,,2.6434339971992606e-05,,250000000.0,3059395.518189194,28.30633369205945,52.56890542811041,3059476.3934283145,0.10053891431943142,1.8254864444774814e-12,1.83532425232605e-13,defined_closed_laws_port,resolved_proxy_current,current_default,1.2664270692096206e-06,250.0
final_fig1,A-F,0.2 C/min,0.2 C/min,P001,S03276,0.2 C/min,heating_rate,7500.0,2.0833333333333335,974.0000000000001,0.6571561157424436,16.069819037555643,0.016069819037555645,0.3428326290119075,2.8919296671161447e-06,8.36331598195473e-06,10.313728037103461,25.459227349920948,1.0,,1.3432646048257655e-06,1.918385137007084e-12,1.3432665232109024e-06,0.007072919565481845,2.923759703474736e-09,0.03235327717346251,6.582942867204664e-05,0.02126068830642104,,,2.710306157969958e-05,,250000000.0,2857531.4532498713,27.10748252594406,50.34246754818183,2857608.9031999456,0.10005855814507644,1.9302076706594154e-12,1.9313379644674766e-13,defined_closed_laws_port,resolved_proxy_current,current_default,1.3432665232109024e-06,250.0
final_fig1,A-F,0.2 C/min,0.2 C/min,P001,S03276,0.2 C/min,heating_rate,8100.0,2.25,976.0000000000001,0.6579981741271768,16.19015646264682,0.01619015646264682,0.3419880822705943,3.5341387446372395e-06,1.020946348420843e-05,10.313728037103461,25.459227349920948,1.0,,1.4237937978477894e-06,2.91240122189455e-12,1.4237967102490113e-06,0.00792719584419052,4.671200436611466e-09,0.03643869474473989,7.43030902782347e-05,0.025413971404545575,,,2.7805124429707642e-05,,250000000.0,2669570.1650199187,25.980428103311052,48.249366477577674,2669644.3948144997,0.0995475294205826,2.0398900561632465e-12,2.030660153806647e-13,defined_closed_laws_port,resolved_proxy_current,current_default,1.4237967102490113e-06,250.0
final_fig1,A-F,0.2 C/min,0.2 C/min,P001,S03276,0.2 C/min,heating_rate,8700.0,2.4166666666666665,978.0000000000001,0.6588902483933591,16.316600728648297,0.016316600728648295,0.34109314741172025,4.2734612429563185e-06,1.2330733677737149e-05,10.313728037103461,25.459227349920948,1.0,,1.508102622009477e-06,4.31975719489202e-12,1.5081069417666719e-06,0.008832057417396205,7.263054753546678e-09,0.04080508324049611,8.339978480482175e-05,0.030050843350061345,,,2.8542525117739384e-05,,250000000.0,2494515.074026699,24.92062700256747,46.2811644333396,2494586.275818135,0.09900523991197638,2.154691066851638e-12,2.1332570600983874e-13,defined_closed_laws_port,resolved_proxy_current,current_default,1.5081069417666719e-06,250.0
final_fig1,A-F,0.2 C/min,0.2 C/min,P001,S03276,0.2 C/min,heating_rate,9300.0,2.5833333333333335,980.0000000000001,0.6598346444973626,16.449346353461927,0.016449346353461927,0.3401454768667012,5.121030825835434e-06,1.4757605110271927e-05,10.313728037103461,25.459227349920948,1.0,,1.5962747370979113e-06,6.2799881107897054e-12,1.596281017086022e-06,0.009789822259654952,1.10310476200205e-08,0.045464117528315626,9.31523484508611e-05,0.03519798937282982,,,2.9317359338878122e-05,,250000000.0,2331443.7672630865,23.92382252943573,44.42995612609493,2331512.121041742,0.09843127357408943,2.27476904926962e-12,2.2390841460652927e-13,defined_closed_laws_port,resolved_proxy_current,current_default,1.596281017086022e-06,250.0
final_fig1,A-F,0.2 C/min,0.2 C/min,P001,S03276,0.2 C/min,heating_rate,9900.0,2.75,982.0000000000001,0.6608337158993918,16.588584731884826,0.016588584731884827,0.3391426707446035,6.089320455154454e-06,1.7524035549672246e-05,10.313728037103461,25.459227349920948,1.0,,1.6883875349426925e-06,8.971539962145919e-12,1.6883965064826547e-06,0.010802854780620567,1.641397159730805e-08,0.0504268420018647,0.00010359347288085694,0.04088192703024387,,,3.0131824997321038e-05,,250000000.0,2179502.280228503,22.98602606210228,42.68833411533281,2179567.9545886805,0.09782541014201729,2.4002832549504254e-12,2.348086938725416e-13,defined_closed_laws_port,resolved_proxy_current,current_default,1.6883965064826547e-06,250.0
final_fig1,A-F,0.2 C/min,0.2 C/min,P001,S03276,0.2 C/min,heating_rate,10500.0,2.9166666666666665,984.0000000000001,0.6618898594937035,16.73450359087976,0.016734503590879763,0.33808228032540305,7.192311326039382e-06,2.0667869567422832e-05,10.313728037103461,25.459227349920948,1.0,,1.7845113897057116e-06,1.2620815128153518e-11,1.7845240105208398e-06,0.011873561614443993,2.3986460674200164e-08,0.05570346957425369,0.0001147553638020066,0.047128718283046385,,,3.0988225497936976e-05,,250000000.0,2037899.8347708937,22.103499815967727,41.04935680108292,2037962.9876275107,0.09718764814031391,2.5313939034468653e-12,2.4602021999272974e-13,defined_closed_laws_port,resolved_proxy_current,current_default,1.7845240105208398e-06,250.0
final_fig1,A-F,0.2 C/min,0.2 C/min,P001,S03276,0.2 C/min,heating_rate,11100.0,3.0833333333333335,986.0000000000001,0.6630055110822335,16.887286530356004,0.016887286530356004,0.33696181193951563,8.445683731745444e-06,2.423129451911156e-05,10.313728037103461,25.459227349920948,1.0,,1.8847088790047013e-06,1.751289316489491e-11,1.8847263918978662e-06,0.013004386941846814,3.449419657313711e-08,0.06130316226618282,0.00012666934887438784,0.05396364599298776,,,3.1888973294569665e-05,,250000000.0,1905903.9952264344,21.27274092789364,39.50651886608819,1905964.7744862286,0.09651822664138078,2.6682622821823433e-12,2.5753594369032335e-13,defined_closed_laws_port,resolved_proxy_current,current_default,1.8847263918978662e-06,250.0
final_fig1,A-F,0.2 C/min,0.2 C/min,P001,S03276,0.2 C/min,heating_rate,11700.0,3.25,988.0000000000001,0.6641831403727076,17.04711266992515,0.017047112669925146,0.3357787312438321,9.867032685586648e-06,2.826135077477437e-05,10.313728037103461,25.459227349920948,1.0,,1.9890339701498703e-06,2.4004112949663517e-11,1.98905797426282e-06,0.014197807323936737,4.8896664342935215e-08,0.06723379483058188,0.0001393654327331576,0.06141085574210008,,,3.28365937845654e-05,,250000000.0,1782836.2085346053,20.49046676455655,38.053723991319316,1782894.7527253614,0.09581764503409258,2.8110508793573394e-12,2.6934827533103534e-13,defined_closed_laws_port,resolved_proxy_current,current_default,1.98905797426282e-06,250.0
final_fig1,A-F,0.2 C/min,0.2 C/min,P001,S03276,0.2 C/min,heating_rate,12300.0,3.4166666666666665,990.0000000000001,0.6654252454781431,17.214156421582967,0.017214156421582968,0.3345304679075499,1.1476111468442713e-05,3.2810502838512086e-05,10.313728037103461,25.459227349920948,1.0,,2.097531163864554e-06,3.253668052423136e-11,2.0975637005450785e-06,0.01545632602225547,6.841867265747403e-08,0.07350170370292386,0.00015287179791427302,0.06949296507286432,,,3.3833729653665775e-05,,250000000.0,1668067.6969083305,19.75360136343149,36.6852596749442,1668124.1357693688,0.09508668001031935,2.9599235442223553e-12,2.814493029044814e-13,defined_closed_laws_port,resolved_proxy_current,current_default,2.0975637005450785e-06,250.0
final_fig1,A-F,0.2 C/min,0.2 C/min,P001,S03276,0.2 C/min,heating_rate,12900.0,3.5833333333333335,992.0000000000001,0.6667343468892548,17.38858740695072,0.017388587406950717,0.3332144207251762,1.3295106645130885e-05,3.7937278923816064e-05,10.313728037103461,25.459227349920948,1.0,,2.2102345858886625e-06,4.365542647938404e-11,2.210278241315142e-06,0.016782466773788668,9.461192854510446e-08,0.08011142456272416,0.0001672142518767101,0.07823064364273026,,,3.488314578951533e-05,,250000000.0,1561015.6742889562,19.059262918126095,35.39577399080561,1561070.129325865,0.09432639894616307,3.1150456671332027e-12,2.9383104033352316e-13,defined_closed_laws_port,resolved_proxy_current,current_default,2.210278241315142e-06,250.0
final_fig1,A-F,0.2 C/min,0.2 C/min,P001,S03276,0.2 C/min,heating_rate,13500.0,3.75,994.0000000000001,0.6681129808846873,17.570570535508047,0.017570570535508048,0.3318279631791591,1.534894850228914e-05,4.3706987651331356e-05,10.313728037103461,25.459227349920948,1.0,,2.3271670149111397e-06,5.802677272884527e-11,2.3272250416838686e-06,0.01817876698273535,1.2942799218241163e-07,0.08706542294096978,0.00018241562218967715,0.08764216935964644,,,3.598773489485359e-05,,250000000.0,1461139.8602356382,18.404752222406035,34.1802541273255,1461192.445241988,0.09353816885147935,3.2765843700432024e-12,3.0648570206121916e-13,defined_closed_laws_port,resolved_proxy_current,current_default,2.3272250416838686e-06,250.0
final_fig1,A-F,0.2 C/min,0.2 C/min,P001,S03276,0.2 C/min,heating_rate,14100.0,3.9166666666666665,996.0000000000001,0.6695636923362251,17.7602662571122,0.0177602662571122,0.3303684494806209,1.7665661304803735e-05,5.019252184927147e-05,10.313728037103461,25.459227349920948,1.0,,2.4483388334356092e-06,7.645987677644538e-11,2.4484152933123858e-06,0.019647770282796715,1.7530391824827887e-07,0.09436382360847301,0.00019849510439658405,0.09774296728733198,,,3.7150523942125744e-05,,250000000.0,1367939.2671095687,17.78754198944934,33.034006551834494,1367990.08865811,0.09272366008966966,3.444708696575588e-12,3.1940599828920385e-13,defined_closed_laws_port,resolved_proxy_current,current_default,2.4484152933123858e-06,250.0
final_fig1,A-F,0.2 C/min,0.2 C/min,P001,S03276,0.2 C/min,heating_rate,14700.0,4.083333333333333,998.0000000000001,0.6710890268572761,17.957830998004802,0.0179578309980048,0.3288332211234658,2.027675824675295e-05,5.74752610112688e-05,10.313728037103461,25.459227349920948,1.0,,2.5737468865500264e-06,9.992979912946087e-11,2.5738468163491557e-06,0.021192018414726732,2.352617977259554e-07,0.10200414592117737,0.0002154675701768274,0.10854513993301464,,,3.837468161884115e-05,,250000000.0,1280949.2384322071,17.20526696479849,31.95263864891148,1280998.396337821,0.09188484413240093,3.619589789677516e-12,3.325854436477484e-13,defined_closed_laws_port,resolved_proxy_current,current_default,2.5738468163491557e-06,250.0
final_fig1,A-F,0.2 C/min,0.2 C/min,P001,S03276,0.2 C/min,heating_rate,15300.0,4.25,1000.0000000000001,0.6726915222331302,18.163417784476085,0.018163417784476086,0.32721961399452665,2.321768648465035e-05,6.56460858584168e-05,10.313728037103461,25.459227349920948,1.0,,2.703373232236304e-06,1.296023860106715e-10,2.7035028346223146e-06,0.022814042354068514,3.130232293323583e-07,0.1099810538584074,0.00023334284729690987,0.12005699939064408,,,3.966352691643533e-05,,250000000.0,1199738.718143184,16.65571475330706,30.932041684713113,1199786.305899622,0.09102398471140674,3.8014010442028656e-12,3.4601867052944726e-13,defined_closed_laws_port,resolved_proxy_current,current_default,2.7035028346223146e-06,250.0
