figure_id,panel_id,run_id,path_label,case_id,initial_state_id,schedule_id,path_type,physical_time_s,physical_time_h,T_C,rho,G_nm,G_um,phi_open_total,phi_iso_total,phi_closed_total,pore_D50_nm,pore_D90_nm,connected_fine_pore_fraction,large_pore_fraction,rho_dot_open,rho_dot_closed,rho_dot_total,cumulative_open_density_gain,cumulative_closed_density_gain,PR_memory,PR_work,A_closed_available,A_closed_used,A_closed_recovered,activity,Gstar_eV,sigma_eff,tau_nuc,tau_exchange,tau_transport,tau_cycle,Gamma_migration,G_dot_intrinsic,G_dot_actual,mechanism_mode,closed_law_mode,mobility_case,densification_rate,sigma_eff_MPa
final_fig2,A-F,low T2 density failure,low T2 density failure,P014,S00579,low T2 density failure,first_step,600.0,0.16666666666666666,950.0000000000001,0.7501157072197495,33.022430517938744,0.033022430517938746,0.2498842919499635,8.30286904896704e-10,0.0,10.313728037103461,16.204306431374068,1.0,,1.9284536624928548e-07,0.0,1.9284536624928548e-07,0.0,0.0,0.0005297892998033861,1.0595785996067722e-06,6.357471597640633e-05,,,0.00010065579332478067,,250000000.0,6578466.659807975,231.77960313608727,430.4478343955907,6579128.887245507,0.0859365930563574,4.350206964807827e-13,3.738419656456219e-14,defined_closed_laws_port,resolved_proxy_current,current_default,1.9284536624928548e-07,250.0
final_fig2,A-F,low T2 density failure,low T2 density failure,P014,S00579,low T2 density failure,first_step,600.955504929842,0.1669320847027339,1500.0,0.8319865523599966,37.81641972714816,0.03781641972714816,0.1679725469931635,3.873644942102439e-05,2.1641974188825936e-06,12.927753461567814,20.311305262935182,1.0,,0.05125588781861708,2.9604913714402763e-13,0.051255887818913125,0.04897525349411969,2.828764100166035e-13,0.9999998890930943,0.016548389644101984,0.0002529991520714373,,,0.0011935988850962855,,250000000.0,9.573544934075858,0.004004219828228902,0.007436408252425105,9.584985562156513,0.05243168723853501,8.943099495213702e-08,4.689017956761452e-09,defined_closed_laws_port,resolved_proxy_current,current_default,0.051255887818913125,250.0
final_fig2,A-F,low T2 density failure,low T2 density failure,P014,S00579,low T2 density failure,two_step,1500.955504929842,0.41693208470273385,850.0000000000001,0.8319878589578614,37.816843018791,0.03781684301879099,0.16432017794486295,0.00034042004494721703,0.0033515430523284274,12.927753461567814,20.311305262935182,1.0,,1.4517736550637428e-09,1.7502676865192905e-15,1.4517754053314294e-09,0.0,0.0,0.999549889143104,0.016548391477233124,0.18012645984056086,,,7.136632980460142e-05,,250000000.0,311603337.85524416,7783.850807021042,14455.722927324794,311625577.4289785,0.0430370957454811,1.0928340759537404e-14,4.703240476074549e-16,defined_closed_laws_port,resolved_proxy_current,current_default,1.4517754053314294e-09,250.0
final_fig2,A-F,low T2 density failure,low T2 density failure,P014,S00579,low T2 density failure,two_step,3300.955504929842,0.9169320847027339,850.0000000000001,0.8319955524692499,37.81758178489287,0.037817581784892876,0.15725766424117296,0.0009047931710672154,0.00984199011850994,12.927753461567814,20.311305262935182,1.0,,1.3892501240414015e-09,4.490403152877645e-09,5.879653276919046e-09,2.5006502232745225e-06,8.08272567517976e-06,0.9986504978465099,0.016548395030219112,0.4484199754899135,,,7.136938051640251e-05,,250000000.0,311603337.85524416,7784.183568709342,14456.34091331735,311625578.3797262,0.03596591055541232,1.0928107172292561e-14,3.930393250986341e-16,defined_closed_laws_port,resolved_proxy_current,current_default,5.879653276919046e-09,250.0
final_fig2,A-F,low T2 density failure,low T2 density failure,P014,S00579,low T2 density failure,two_step,5100.9555049298415,1.4169320847027338,850.0000000000001,0.8320193791052302,37.818215126460075,0.037818215126460074,0.1505051642328194,0.0014200594996714665,0.016055397162279,12.927753461567814,20.311305262935182,1.0,,1.3293070847598854e-09,1.4669128310897845e-08,1.599843539565773e-08,4.893402975842316e-06,3.4487156634795876e-05,0.9977519173024708,0.016548398437448274,0.6286883738572144,,,7.137195231587441e-05,,250000000.0,311603337.85524416,7784.46409220512,14456.861885523796,311625579.1812219,0.031078579932038358,1.092791026609526e-14,3.396239326949841e-16,defined_closed_laws_port,resolved_proxy_current,current_default,1.599843539565773e-08,250.0
final_fig2,A-F,low T2 density failure,low T2 density failure,P014,S00579,low T2 density failure,two_step,6900.9555049298415,1.9169320847027338,850.0000000000001,0.8320649725954803,37.81877245236926,0.03781877245236926,0.1440470629530982,0.0018894993612820032,0.021998465090139453,12.927753461567814,20.311305262935182,1.0,,1.2716969019613738e-09,2.728035651017311e-08,2.8552053412134485e-08,7.182457399372789e-06,8.359179835310747e-05,0.9968541466566191,0.016548401704995542,0.7498101426147856,,,7.13741884851034e-05,,250000000.0,311603337.85524416,7784.708006250183,14457.31486875034,311625579.8781192,0.027504873777609982,1.092773906560359e-14,3.005660836740844e-16,defined_closed_laws_port,resolved_proxy_current,current_default,2.8552053412134485e-08,250.0
final_fig2,A-F,low T2 density failure,low T2 density failure,P014,S00579,low T2 density failure,two_step,8700.955504929841,2.416932084702734,850.0000000000001,0.8321342063225056,37.81927242835663,0.037819272428356636,0.13786826380166992,0.0023161744259456033,0.027681355449878948,12.927753461567814,20.311305262935182,1.0,,1.2162713168190772e-09,4.055901910280258e-08,4.177529041962165e-08,9.371745769647128e-06,0.00015659803273815212,0.9959571850632122,0.016548404838639282,0.831182448787787,,,7.137617669500292e-05,,250000000.0,311603337.85524416,7784.924873701352,14457.717622588227,311625580.49774045,0.024780570610687377,1.0927586855565505e-14,2.7079183767876024e-16,defined_closed_laws_port,resolved_proxy_current,current_default,4.177529041962165e-08,250.0
final_fig2,A-F,low T2 density failure,low T2 density failure,P014,S00579,low T2 density failure,two_step,10500.955504929841,2.916932084702734,850.0000000000001,0.8322269993849298,37.81972762230263,0.03781972762230263,0.1319545012262566,0.0027029330847497222,0.033115566304063905,12.927753461567814,20.311305262935182,1.0,,1.1629330319171043e-09,5.360571636527069e-08,5.4768649397187794e-08,1.1465025227097917e-05,0.00025308832219563936,0.9950610316846007,0.01654840784387178,0.8858366055847761,,,7.137797437481066e-05,,250000000.0,311603337.85524416,7785.120958752278,14458.081780539946,311625581.05798346,0.022636239997910302,1.0927449237285137e-14,2.4735636350016825e-16,defined_closed_laws_port,resolved_proxy_current,current_default,5.4768649397187794e-08,250.0
final_fig2,A-F,low T2 density failure,low T2 density failure,P014,S00579,low T2 density failure,two_step,12300.955504929841,3.416932084702734,850.0000000000001,0.8323423393018288,37.820146891841006,0.03782014689184101,0.1262924385736932,0.0030524242222096563,0.03831279790226828,12.927753461567814,20.311305262935182,1.0,,1.111609581560152e-09,6.600624456522757e-08,6.711785414678773e-08,1.346592247390619e-05,0.000371899562413049,0.9941656856907354,0.016548410725915317,0.9225289924037863,,,7.137962114011865e-05,,250000000.0,311603337.85524416,7785.300582542346,14458.415367578644,311625581.5711943,0.020905156744763287,1.0927323176566686e-14,2.2843740380681124e-16,defined_closed_laws_port,resolved_proxy_current,current_default,6.711785414678773e-08,250.0
final_fig2,A-F,low T2 density failure,low T2 density failure,P014,S00579,low T2 density failure,two_step,14100.955504929841,3.916932084702734,850.0000000000001,0.8324788390994278,37.82053671139106,0.03782053671139106,0.12086965988910398,0.003367113535096253,0.04328438747637192,12.927753461567814,20.311305262935182,1.0,,1.0622397859849728e-09,7.760741970467392e-08,7.866965949065889e-08,1.537795408867914e-05,0.0005115929178814621,0.9932711462587179,0.016548413489739885,0.9471446429332931,,,7.138114545258047e-05,,250000000.0,311603337.85524416,7785.46684957577,14458.724149212145,311625582.04624295,0.019478796278076586,1.0927206493563389e-14,2.1284882917659683e-16,defined_closed_laws_port,resolved_proxy_current,current_default,7.866965949065889e-08,250.0
