figure_id,panel_id,run_id,path_label,case_id,initial_state_id,schedule_id,path_type,physical_time_s,physical_time_h,T_C,rho,G_nm,G_um,phi_open_total,phi_iso_total,phi_closed_total,pore_D50_nm,pore_D90_nm,connected_fine_pore_fraction,large_pore_fraction,rho_dot_open,rho_dot_closed,rho_dot_total,cumulative_open_density_gain,cumulative_closed_density_gain,PR_memory,PR_work,A_closed_available,A_closed_used,A_closed_recovered,activity,Gstar_eV,sigma_eff,tau_nuc,tau_exchange,tau_transport,tau_cycle,Gamma_migration,G_dot_intrinsic,G_dot_actual,mechanism_mode,closed_law_mode,mobility_case,densification_rate,sigma_eff_MPa
final_fig2,A-F,low T2 density failure,low T2 density failure,P014,S00579,low T2 density failure,first_step,600.0,0.1666666666666666,950.0,0.7501157072197495,33.022430517938744,0.0330224305179387,0.2498842919499635,8.302869048967041e-10,0.0,10.31372803710346,16.204306431374068,1.0,,1.9284536624928548e-07,0.0,1.9284536624928548e-07,0.0,0.0,0.0005297892998033,1.0595785996067722e-06,6.357471597640633e-05,,,0.0001006557933247,,250000000.0,6578466.659807975,231.77960313608727,430.4478343955907,6579128.887245507,0.0859365930563574,4.350206964807827e-13,3.7384196564562193e-14,defined_closed_laws_port,resolved_proxy_current,current_default,1.9284536624928548e-07,250.0
final_fig2,A-F,low T2 density failure,low T2 density failure,P014,S00579,low T2 density failure,first_step,600.955504929842,0.1669320847027339,1500.0,0.8319865523599966,37.81641972714816,0.0378164197271481,0.1679725469931635,3.873644942102439e-05,2.1641974188825936e-06,12.927753461567814,20.311305262935186,1.0,,0.051255887818617,2.960491371440277e-13,0.0512558878189131,0.0489752534941196,2.828764100166035e-13,0.9999998890930945,0.0165483896441019,0.0002529991520714,,,0.0011935988850962,,250000000.0,9.573544934075858,0.0040042198282289,0.0074364082524251,9.584985562156511,0.052431687238535,8.943099495213702e-08,4.689017956761452e-09,defined_closed_laws_port,resolved_proxy_current,current_default,0.0512558878189131,250.0
final_fig2,A-F,low T2 density failure,low T2 density failure,P014,S00579,low T2 density failure,two_step,1500.955504929842,0.4169320847027338,850.0000000000001,0.8319878589578614,37.816843018791,0.0378168430187909,0.1643201779448629,0.0003404200449472,0.0033515430523284,12.927753461567814,20.311305262935186,1.0,,1.4517736550637426e-09,1.7502676865192905e-15,1.4517754053314292e-09,0.0,0.0,0.999549889143104,0.0165483914772331,0.1801264598405608,,,7.136632980460142e-05,,250000000.0,311603337.85524416,7783.850807021042,14455.722927324794,311625577.4289785,0.0430370957454811,1.0928340759537404e-14,4.70324047607455e-16,defined_closed_laws_port,resolved_proxy_current,current_default,1.4517754053314292e-09,250.0
final_fig2,A-F,low T2 density failure,low T2 density failure,P014,S00579,low T2 density failure,two_step,3300.955504929842,0.916932084702734,850.0000000000001,0.8319955524692499,37.81758178489287,0.0378175817848928,0.1572576642411729,0.0009047931710672,0.0098419901185099,12.927753461567814,20.311305262935186,1.0,,1.3892501240414015e-09,4.490403152877645e-09,5.879653276919046e-09,2.5006502232745225e-06,8.08272567517976e-06,0.99865049784651,0.0165483950302191,0.4484199754899135,,,7.136938051640251e-05,,250000000.0,311603337.85524416,7784.183568709342,14456.34091331735,311625578.3797262,0.0359659105554123,1.092810717229256e-14,3.9303932509863413e-16,defined_closed_laws_port,resolved_proxy_current,current_default,5.879653276919046e-09,250.0
final_fig2,A-F,low T2 density failure,low T2 density failure,P014,S00579,low T2 density failure,two_step,5100.9555049298415,1.4169320847027338,850.0000000000001,0.8320193791052302,37.818215126460075,0.03781821512646,0.1505051642328194,0.0014200594996714,0.016055397162279,12.927753461567814,20.311305262935186,1.0,,1.3293070847598854e-09,1.4669128310897845e-08,1.599843539565773e-08,4.893402975842316e-06,3.4487156634795876e-05,0.9977519173024708,0.0165483984374482,0.6286883738572144,,,7.137195231587441e-05,,250000000.0,311603337.85524416,7784.46409220512,14456.861885523796,311625579.1812219,0.0310785799320383,1.0927910266095261e-14,3.396239326949841e-16,defined_closed_laws_port,resolved_proxy_current,current_default,1.599843539565773e-08,250.0
final_fig2,A-F,low T2 density failure,low T2 density failure,P014,S00579,low T2 density failure,two_step,6900.9555049298415,1.9169320847027336,850.0000000000001,0.8320649725954803,37.81877245236926,0.0378187724523692,0.1440470629530982,0.001889499361282,0.0219984650901394,12.927753461567814,20.311305262935186,1.0,,1.2716969019613738e-09,2.7280356510173113e-08,2.8552053412134485e-08,7.182457399372789e-06,8.359179835310747e-05,0.9968541466566192,0.0165484017049955,0.7498101426147856,,,7.13741884851034e-05,,250000000.0,311603337.85524416,7784.708006250183,14457.31486875034,311625579.8781192,0.0275048737776099,1.092773906560359e-14,3.005660836740844e-16,defined_closed_laws_port,resolved_proxy_current,current_default,2.8552053412134485e-08,250.0
final_fig2,A-F,low T2 density failure,low T2 density failure,P014,S00579,low T2 density failure,two_step,8700.955504929841,2.416932084702734,850.0000000000001,0.8321342063225056,37.81927242835663,0.0378192724283566,0.1378682638016699,0.0023161744259456,0.0276813554498789,12.927753461567814,20.311305262935186,1.0,,1.216271316819077e-09,4.0559019102802584e-08,4.177529041962165e-08,9.371745769647128e-06,0.0001565980327381,0.9959571850632122,0.0165484048386392,0.831182448787787,,,7.137617669500292e-05,,250000000.0,311603337.85524416,7784.924873701352,14457.717622588229,311625580.49774045,0.0247805706106873,1.0927586855565503e-14,2.7079183767876024e-16,defined_closed_laws_port,resolved_proxy_current,current_default,4.177529041962165e-08,250.0
final_fig2,A-F,low T2 density failure,low T2 density failure,P014,S00579,low T2 density failure,two_step,10500.95550492984,2.916932084702734,850.0000000000001,0.8322269993849298,37.81972762230263,0.0378197276223026,0.1319545012262566,0.0027029330847497,0.0331155663040639,12.927753461567814,20.311305262935186,1.0,,1.1629330319171043e-09,5.3605716365270696e-08,5.4768649397187794e-08,1.1465025227097917e-05,0.0002530883221956,0.9950610316846008,0.0165484078438717,0.8858366055847761,,,7.137797437481066e-05,,250000000.0,311603337.85524416,7785.120958752278,14458.081780539946,311625581.05798346,0.0226362399979103,1.0927449237285136e-14,2.4735636350016825e-16,defined_closed_laws_port,resolved_proxy_current,current_default,5.4768649397187794e-08,250.0
final_fig2,A-F,low T2 density failure,low T2 density failure,P014,S00579,low T2 density failure,two_step,12300.95550492984,3.416932084702734,850.0000000000001,0.8323423393018288,37.820146891841006,0.037820146891841,0.1262924385736932,0.0030524242222096,0.0383127979022682,12.927753461567814,20.311305262935186,1.0,,1.111609581560152e-09,6.600624456522757e-08,6.711785414678773e-08,1.346592247390619e-05,0.000371899562413,0.9941656856907354,0.0165484107259153,0.9225289924037864,,,7.137962114011865e-05,,250000000.0,311603337.85524416,7785.300582542346,14458.415367578644,311625581.5711943,0.0209051567447632,1.0927323176566686e-14,2.2843740380681124e-16,defined_closed_laws_port,resolved_proxy_current,current_default,6.711785414678773e-08,250.0
final_fig2,A-F,low T2 density failure,low T2 density failure,P014,S00579,low T2 density failure,two_step,14100.95550492984,3.916932084702734,850.0000000000001,0.8324788390994278,37.82053671139106,0.037820536711391,0.1208696598891039,0.0033671135350962,0.0432843874763719,12.927753461567814,20.311305262935186,1.0,,1.0622397859849728e-09,7.760741970467393e-08,7.866965949065889e-08,1.537795408867914e-05,0.0005115929178814,0.993271146258718,0.0165484134897398,0.9471446429332931,,,7.138114545258047e-05,,250000000.0,311603337.85524416,7785.46684957577,14458.724149212145,311625582.04624295,0.0194787962780765,1.0927206493563387e-14,2.1284882917659683e-16,defined_closed_laws_port,resolved_proxy_current,current_default,7.866965949065889e-08,250.0
