case_id,mode,fast_rate_C_min,metric,rho,G_reference,G_fast,ratio,pct
dis_r0.65_G225_T1500,disabled,20.0,G50,0.853,572.6748683130462,398.83980102127566,1.4358518554232693,30.354932075829385
dis_r0.65_G225_T1500,disabled,20.0,G50,0.854,583.9957129695526,404.04653966128194,1.445367440738695,30.81344080305819
dis_r0.65_G225_T1500,disabled,20.0,G50,0.855,597.8121064561475,409.4137095703712,1.4601663121722939,31.514650648781437
dis_r0.65_G225_T1500,disabled,20.0,G50,0.856,611.896532633561,415.02668507469934,1.4743546731782504,32.173715172326155
dis_r0.65_G225_T1500,disabled,20.0,G50,0.857,626.2350794591242,420.89215438136574,1.4878753926396537,32.790070664056714
dis_r0.65_G225_T1500,disabled,20.0,G50,0.858,643.2933231642075,427.02807957753186,1.5064426765580186,33.61844990445699
dis_r0.65_G225_T1500,disabled,20.0,G50,0.859,658.1956623379579,433.3325553896765,1.5189157937743036,34.16356561049819
dis_r0.65_G225_T1500,disabled,20.0,G50,0.86,675.9126572103494,440.0202413792398,1.5360944648630406,34.89983702993417
dis_r0.65_G225_T1500,disabled,20.0,G50,0.861,693.8543892554084,446.98891589360454,1.5522854473209453,35.57885879005839
dis_r0.65_G225_T1500,disabled,20.0,G90,0.85,1345.6567913119134,928.6760311514713,1.4490056232456276,30.987155332075243
dis_r0.65_G225_T1500,disabled,20.0,G90,0.851,1381.9227660687222,946.121534268173,1.4606186584027412,31.535860216002618
dis_r0.65_G225_T1500,disabled,20.0,G90,0.852,1418.6344499384081,964.0737140579836,1.4714999789456817,32.04213290465066
dis_r0.65_G225_T1500,disabled,20.0,G90,0.853,1463.2601958736777,982.8745928447734,1.4887557441468755,32.82981416316581
dis_r0.65_G225_T1500,disabled,20.0,G90,0.854,1500.903423888893,1002.5454109978407,1.4970927076460636,33.203869413515584
dis_r0.65_G225_T1500,disabled,20.0,G90,0.855,1546.617172124899,1022.7684744160127,1.5121869815238458,33.870611755148815
dis_r0.65_G225_T1500,disabled,20.0,G90,0.856,1592.88870752119,1043.8961779582942,1.525907212953537,34.46521574110618
dis_r0.65_G225_T1500,disabled,20.0,G90,0.857,1639.6968653954682,1065.9490874010635,1.5382506395247113,34.99108829826458
dis_r0.65_G225_T1500,disabled,20.0,G90,0.858,1694.9515507713131,1088.9473600753176,1.5565045776446722,35.75348159186168
dis_r0.65_G225_T1500,disabled,20.0,G90,0.859,1742.826881807202,1112.5571265937026,1.5665055215125767,36.163646647448374
dis_r0.65_G225_T1500,disabled,20.0,G90,0.86,1799.2632234134312,1137.5134114922405,1.5817512173795631,36.778932804827036
dis_r0.65_G225_T1500,disabled,20.0,G90,0.861,1848.8031140889318,1163.4749444466563,1.5890356065795768,37.06874812248448
dis_r0.65_G225_T1500,disabled,100.0,G_mean,0.85,699.246285478188,486.79428335098805,1.4364307663284905,30.38300045911751
dis_r0.65_G225_T1500,disabled,100.0,G_mean,0.851,715.1018081800581,493.7448588396719,1.4483225402297606,30.954606296373665
dis_r0.65_G225_T1500,disabled,100.0,G_mean,0.852,731.1875740077016,500.9299904239404,1.4596602079841392,31.490904901692975
dis_r0.65_G225_T1500,disabled,100.0,G_mean,0.853,750.7919338251727,508.4094642915556,1.476746572511913,32.283573998819435
dis_r0.65_G225_T1500,disabled,100.0,G_mean,0.854,767.3772551534208,516.2238061174079,1.486520470500912,32.728810679409584
dis_r0.65_G225_T1500,disabled,100.0,G_mean,0.855,787.5731195898977,524.3195633151429,1.5020860839337518,33.425919413277505
dis_r0.65_G225_T1500,disabled,100.0,G_mean,0.856,808.0949676110869,532.7582321725464,1.5168136667090788,34.07232398099182
dis_r0.65_G225_T1500,disabled,100.0,G_mean,0.857,828.9274366463931,541.5550420998884,1.5306430043236485,34.66797958927894
dis_r0.65_G225_T1500,disabled,100.0,G_mean,0.858,853.6249686856287,550.6865169451067,1.5501105300726281,35.48847126706852
