case_id,mode,path,t_s,rho,G_mean,G50,G90,pore_D90,large_pore_fraction,connected_fine_pore_fraction,cumulative_PR_desintering_work,f_defect_large_pore,f_crack_like_pore,defect_D90,defect_connectedness,stored_PR_work,stored_shear_coupled_stress,persistent_eligibility,persistent_growth_factor
dis_r0.65_G150_T1500,disabled,reference,7560.000000006876,0.65,1.5000000000000002e-07,1.5000000000000002e-07,1.5000000000000002e-07,1.5222476923600539e-07,0.7187436843825589,0.17783626284064655,2.288308446754757e-11,,,,,,,,
dis_r0.65_G150_T1500,disabled,reference,7920.000000007203,0.65,1.5000000000000002e-07,1.5000000000000002e-07,1.5000000000000002e-07,1.5222476923600539e-07,0.7191546185264385,0.17763079576870677,4.659074292054988e-11,,,,,,,,
dis_r0.65_G150_T1500,disabled,reference,8280.00000000753,0.65,1.5000000000000002e-07,1.5000000000000002e-07,1.5000000000000002e-07,1.5222476923600539e-07,0.7195658038447471,0.17742520310955245,9.439155596002437e-11,,,,,,,,
dis_r0.65_G150_T1500,disabled,reference,8640.000000007858,0.65,1.5000000000000002e-07,1.5000000000000002e-07,1.5000000000000002e-07,1.5222476923600539e-07,0.7199772405054085,0.17721948477922178,1.8893216258660517e-10,,,,,,,,
dis_r0.65_G150_T1500,disabled,reference,9000.000000008185,0.6500000000000001,1.5000000000000002e-07,1.5000000000000002e-07,1.5000000000000002e-07,1.5222476923600539e-07,0.7203889286764702,0.17701364069369083,3.7249116383843234e-10,,,,,,,,
dis_r0.65_G150_T1500,disabled,reference,9360.000000008513,0.6500000000000001,1.5000000000000002e-07,1.5000000000000002e-07,1.5000000000000002e-07,1.5222476923600539e-07,0.7208008685261048,0.17680767076887358,7.226192793603205e-10,,,,,,,,
dis_r0.65_G150_T1500,disabled,reference,9720.00000000884,0.65,1.5000000000000002e-07,1.5000000000000002e-07,1.5000000000000002e-07,1.5222476923600539e-07,0.7212130602226086,0.17660157492062173,1.3791806595744127e-09,,,,,,,,
dis_r0.65_G150_T1500,disabled,reference,10080.000000009168,0.6500000000000001,1.5000000000000002e-07,1.5000000000000002e-07,1.5000000000000002e-07,1.5222476923600539e-07,0.7216255039344024,0.17639535306472476,2.590359026560001e-09,,,,,,,,
dis_r0.65_G150_T1500,disabled,reference,10440.000000009495,0.65,1.5000000000000002e-07,1.5000000000000002e-07,1.5000000000000002e-07,1.5222476923600539e-07,0.7220381998300323,0.1761890051169098,4.789727564949629e-09,,,,,,,,
dis_r0.65_G150_T1500,disabled,reference,10800.000000009823,0.65,1.5000000000000002e-07,1.5000000000000002e-07,1.5000000000000002e-07,1.5222476923600539e-07,0.7224511480781689,0.1759825309928416,8.723452605661548e-09,,,,,,,,
dis_r0.65_G150_T1500,disabled,reference,11160.00000001015,0.65,1.5000000000000002e-07,1.5000000000000002e-07,1.5000000000000002e-07,1.5222476923600539e-07,0.7228643488476073,0.17577593060812255,1.565726593307425e-08,,,,,,,,
dis_r0.65_G150_T1500,disabled,reference,11520.000000010477,0.6500000000000001,1.5000000000000002e-07,1.5000000000000002e-07,1.5000000000000002e-07,1.5222476923600539e-07,0.7232778023072678,0.17556920387829245,2.7708635496321923e-08,,,,,,,,
dis_r0.65_G150_T1500,disabled,reference,11880.000000010805,0.6500000000000001,1.5000000000000002e-07,1.5000000000000002e-07,1.5000000000000002e-07,1.5222476923600539e-07,0.7236915086261957,0.17536235071882858,4.837287233339621e-08,,,,,,,,
dis_r0.65_G150_T1500,disabled,reference,12240.000000011132,0.6500000000000001,1.5000000000000002e-07,1.5000000000000002e-07,1.5000000000000002e-07,1.5222476923600539e-07,0.7241054679735627,0.17515537104514567,8.334587728243877e-08,,,,,,,,
dis_r0.65_G150_T1500,disabled,reference,12600.00000001146,0.6500000000000001,1.5000000000000002e-07,1.5000000000000002e-07,1.5000000000000002e-07,1.5222476923600539e-07,0.7245196805186639,0.1749482647725955,1.417951338600259e-07,,,,,,,,
dis_r0.65_G150_T1500,disabled,reference,12960.000000011787,0.6500000000000001,1.5000000000000002e-07,1.5000000000000002e-07,1.5000000000000002e-07,1.5222476923600539e-07,0.7249341464309227,0.17474103181646733,2.3830014903734134e-07,,,,,,,,
dis_r0.65_G150_T1500,disabled,reference,13320.000000012114,0.6500000000000001,1.5000000000000002e-07,1.5000000000000002e-07,1.5000000000000002e-07,1.5222476923600539e-07,0.725348865879887,0.17453367209198709,3.9578148558731523e-07,,,,,,,,
