case_id,max_ratio,ratio_ge_1p5_span,rho_reference_final,rho_fast_final,reference_attains_0p92,fast_attains_0p92,reference_final_rho_dot,fast_final_rho_dot,termination_reason,stress_persistence_fraction,late_stage_required,recommended_next_physics
C091,1.6621268419096147,0.008000000000000007,0.8589910048616064,0.8796828398420335,False,False,3.2137288798996707e-07,1.0611214664347636e-06,reference_target_nonattainment_at_fixed_schedule_end,8.279339513992952e-13,False,persistent_defect_topology_stress_memory
