case_id,path,t_s,T_C,rho,G_mean,G50,G90,pore_D50,pore_D90,large_pore_fraction,connected_fine_pore_fraction,cumulative_PR_desintering_work,sigma_res_GBseg,sigma_res_TJ,sigma_res_large_pore,sigma_res_crack_like,rho_dot,G_mean_dot_nm_s
C091,reference,1200.0000000010914,45.00000000001819,0.6500000000000001,1.5000000000000002e-07,1.5000000000000002e-07,1.5000000000000002e-07,7.390387291412669e-08,1.5222476923600539e-07,0.7115250828894839,0.18144556358718397,3.1717942946480726e-13,4.404702580820668e-57,4.404702580820668e-57,49999999.9999997,99999999.9999994,-4.336808689942018e-19,0.0
C091,reference,1320.0000000012005,47.00000000002001,0.65,1.5000000000000002e-07,1.5000000000000002e-07,1.5000000000000002e-07,7.390387291412669e-08,1.5222476923600539e-07,0.7116605634134677,0.18137782332519212,3.487244861220582e-13,1.183026465640105e-56,1.183026465640105e-56,49999999.99999967,99999999.99999934,0.0,0.0
C091,reference,1440.0000000013097,49.00000000002183,0.6500000000000001,1.5000000000000002e-07,1.5000000000000002e-07,1.5000000000000002e-07,7.390387291412669e-08,1.5222476923600539e-07,0.7117960715060863,0.18131006927888282,3.8023815024996904e-13,3.1387036959205242e-56,3.1387036959205242e-56,49999999.99999964,99999999.99999928,0.0,0.0
C091,reference,1560.0000000014188,51.00000000002365,0.65,1.5000000000000002e-07,1.5000000000000002e-07,1.5000000000000002e-07,7.390387291412669e-08,1.5222476923600539e-07,0.7119316071734743,0.18124230144518894,4.1172043220812444e-13,8.227835708291384e-56,8.227835708291384e-56,49999999.99999962,99999999.99999924,0.0,0.0
C091,reference,1680.000000001528,53.000000000025466,0.6500000000000001,1.5000000000000002e-07,1.5000000000000002e-07,1.5000000000000002e-07,7.390387291412669e-08,1.5222476923600539e-07,0.7120671704217667,0.18117451982104263,4.431713423635732e-13,2.1315603810791434e-55,2.1315603810791434e-55,49999999.99999958,99999999.99999917,0.0,0.0
C091,reference,1800.000000001637,55.000000000027285,0.65,1.5000000000000002e-07,1.5000000000000002e-07,1.5000000000000002e-07,7.390387291412669e-08,1.5222476923600539e-07,0.7122027612571012,0.18110672440337533,4.745908910908317e-13,5.45859315526363e-55,5.45859315526363e-55,49999999.99999955,99999999.9999991,-4.336808689942018e-19,0.0
C091,reference,1920.0000000017462,57.000000000029104,0.65,1.5000000000000002e-07,1.5000000000000002e-07,1.5000000000000002e-07,7.390387291412669e-08,1.5222476923600539e-07,0.7123383796856166,0.1810389151891177,5.059790887718871e-13,1.3820593043849024e-54,1.3820593043849024e-54,49999999.99999952,99999999.99999905,4.336808689942018e-19,0.0
C091,reference,2040.0000000018554,59.00000000003092,0.6500000000000001,1.5000000000000002e-07,1.5000000000000002e-07,1.5000000000000002e-07,7.390387291412669e-08,1.5222476923600539e-07,0.712474025713453,0.18097109217519952,5.37335945796201e-13,3.4603896321732745e-54,3.4603896321732745e-54,49999999.99999949,99999999.99999899,4.336808689942018e-19,0.0
C091,reference,2160.0000000019645,61.00000000003274,0.6500000000000001,1.5000000000000002e-07,1.5000000000000002e-07,1.5000000000000002e-07,7.390387291412669e-08,1.5222476923600539e-07,0.7126096993467521,0.18090325535854998,5.686614725607125e-13,8.56964863636772e-54,8.56964863636772e-54,49999999.99999947,99999999.99999894,0.0,0.0
C091,reference,2280.0000000020736,63.00000000003456,0.6500000000000001,1.5000000000000002e-07,1.5000000000000002e-07,1.5000000000000002e-07,7.390387291412669e-08,1.5222476923600539e-07,0.7127454005916571,0.18083540473609738,5.999556794698423e-13,2.0995486408702003e-53,2.0995486408702003e-53,49999999.999999434,99999999.99999887,0.0,0.0
C091,reference,2400.000000002183,65.00000000003638,0.6500000000000001,1.5000000000000002e-07,1.5000000000000002e-07,1.5000000000000002e-07,7.390387291412669e-08,1.5222476923600539e-07,0.7128811294543129,0.18076754030476944,6.312185769354954e-13,5.089756038454397e-53,5.089756038454397e-53,49999999.999999404,99999999.99999881,-4.336808689942018e-19,0.0
C091,reference,2520.000000002292,67.0000000000382,0.65,1.5000000000000002e-07,1.5000000000000002e-07,1.5000000000000002e-07,7.390387291412669e-08,1.5222476923600539e-07,0.7130168859408661,0.180699662061493,6.624501753770645e-13,1.2211171069499858e-52,1.2211171069499858e-52,49999999.999999374,99999999.99999875,0.0,0.0
C091,reference,2640.000000002401,69.00000000004002,0.6500000000000001,1.5000000000000002e-07,1.5000000000000002e-07,1.5000000000000002e-07,7.390387291412669e-08,1.5222476923600539e-07,0.7131526700574637,0.18063177000319408,6.93650485221434e-13,2.8999218982488225e-52,2.8999218982488225e-52,49999999.999999344,99999999.99999869,0.0,0.0
C091,reference,2760.00000000251,71.00000000004184,0.65,1.5000000000000002e-07,1.5000000000000002e-07,1.5000000000000002e-07,7.390387291412669e-08,1.5222476923600539e-07,0.713288481810256,0.1805638641267981,7.248195169029829e-13,6.818068895290362e-52,6.818068895290362e-52,49999999.99999932,99999999.99999864,0.0,0.0
C091,reference,2880.0000000026193,73.00000000004366,0.6500000000000001,1.5000000000000002e-07,1.5000000000000002e-07,1.5000000000000002e-07,7.390387291412669e-08,1.5222476923600539e-07,0.7134243212053928,0.1804959444292296,7.559572808635885e-13,1.5872971244409903e-51,1.5872971244409903e-51,49999999.999999285,99999999.99999857,4.336808689942018e-19,0.0
C091,reference,3000.0000000027285,75.00000000004547,0.6500000000000001,1.5000000000000002e-07,1.5000000000000002e-07,1.5000000000000002e-07,7.390387291412669e-08,1.5222476923600539e-07,0.7135601882490272,0.1804280109074124,7.870637875526299e-13,3.659744355099254e-51,3.659744355099254e-51,49999999.999999255,99999999.99999851,-4.336808689942018e-19,0.0
C091,reference,3120.0000000028376,77.0000000000473,0.65,1.5000000000000002e-07,1.5000000000000002e-07,1.5000000000000002e-07,7.390387291412669e-08,1.5222476923600539e-07,0.7136960829473128,0.1803600635582696,8.181390474269909e-13,8.358169325785773e-51,8.358169325785773e-51,49999999.999999225,99999999.99999845,0.0,0.0
C091,reference,3240.0000000029468,79.00000000004911,0.6500000000000001,1.5000000000000002e-07,1.5000000000000002e-07,1.5000000000000002e-07,7.390387291412669e-08,1.5222476923600539e-07,0.7138320053064049,0.18029210237872348,8.491830709510637e-13,1.8910806363081983e-50,1.8910806363081983e-50,49999999.999999195,99999999.99999839,4.336808689942018e-19,0.0
C091,reference,3360.000000003056,81.00000000005093,0.6500000000000001,1.5000000000000002e-07,1.5000000000000002e-07,1.5000000000000002e-07,7.390387291412669e-08,1.5222476923600539e-07,0.7139679553324606,0.18022412736569565,8.801958685967527e-13,4.239516869547322e-50,4.239516869547322e-50,49999999.99999917,99999999.99999835,0.0,0.0
C091,reference,3480.000000003165,83.00000000005275,0.6500000000000001,1.5000000000000002e-07,1.5000000000000002e-07,1.5000000000000002e-07,7.390387291412669e-08,1.5222476923600539e-07,0.7141039330316381,0.18015613851610685,9.111774508434775e-13,9.418842608247578e-50,9.418842608247578e-50,49999999.999999136,99999999.99999827,-4.336808689942018e-19,0.0
