rho,G_reference,G_fast,ratio,pct,case_id
0.85,641.53056108193,418.9610487466485,1.5312415390431018,34.69351669855322,C091
0.851,656.9055667055716,425.6467340041351,1.5433116578293533,35.204273555058464,C091
0.852,675.6607473220843,432.60578692949065,1.5618393644655717,35.972928922675806,C091
0.853,691.5379253508307,439.79030529985164,1.5724264882995456,36.404022226729296,C091
0.854,710.8956065392781,447.29270946781344,1.5893297420051806,37.08039473681853,C091
0.855,730.5725845754442,455.0858246680285,1.6053512216258878,37.70833531448605,C091
0.856,753.9424168557979,463.18527410239244,1.6277339954662078,38.564900482183226,C091
0.857,774.3213836898087,471.61821011358825,1.6418394520926474,39.0927049093975,C091
0.858,798.4908748165943,480.40309240130523,1.6621268419096147,39.836119916630324,C091
