case,final_rho,final_G_um,final_closed_fraction,final_A_closed,final_PR_memory,fast_smaller_G_fraction,fast_smaller_D90_fraction
5C,0.9370101360405385,0.9379048593667857,0.003090948735493602,0.17101820716273353,0.42703992079287023,,
50C,0.9005037465317097,0.25847102380067877,0.00027232221356725657,0.015390840896590626,0.4909490392894483,0.94,0.14
