T1_C,T2_C,switch_density,hold_h,classification,first_step_attained,rho1,G1_um,final_rho,final_G_um,density_ok,grain_ok,strict_success,closed_fraction_at_switch,A_closed_at_switch,PR_memory_at_switch,final_closed_fraction,final_A_closed,final_PR_memory,barrier_extrapolated,mechanism_mode,gb_mobility_mode,map_resolution_C
1200,900,0.7,5,FIRST_STEP_UNATTAINABLE,False,0.701867064122107,0.05623336787580297,0.701867064122107,0.05623336787580297,False,True,False,0.00022164439592800385,0.1478441868410568,0.042417966393590405,0.00022164439592800385,0.1478441868410568,0.042417966393590405,True,resolved_rules,CS_endpoint_calibrated,100
1200,900,0.7,10,FIRST_STEP_UNATTAINABLE,False,0.7021985186591511,0.05632222534013113,0.7021985186591511,0.05632222534013113,False,True,False,0.00043624069128440836,0.2684583550081031,0.04206680820763337,0.00043624069128440836,0.2684583550081031,0.04206680820763337,True,resolved_rules,CS_endpoint_calibrated,100
1200,900,0.7,20,FIRST_STEP_UNATTAINABLE,False,0.7028619152138846,0.0564987695364674,0.7028619152138846,0.0564987695364674,False,True,False,0.0008605579704671145,0.4588172398730134,0.041373246964915705,0.0008605579704671145,0.4588172398730134,0.041373246964915705,True,resolved_rules,CS_endpoint_calibrated,100
1200,900,0.7,30,FIRST_STEP_UNATTAINABLE,False,0.7035279672043449,0.05667378744482272,0.7035279672043449,0.05667378744482272,False,True,False,0.0012764452311285308,0.5975984486869398,0.04069120098774493,0.0012764452311285308,0.5975984486869398,0.04069120098774493,True,resolved_rules,CS_endpoint_calibrated,100
1200,900,0.7,40,FIRST_STEP_UNATTAINABLE,False,0.7041975893217005,0.05684732314783175,0.7041975893217005,0.05684732314783175,False,True,False,0.0016830929390563188,0.6992659492947878,0.04002048296151258,0.0016830929390563188,0.6992659492947878,0.04002048296151258,True,resolved_rules,CS_endpoint_calibrated,100
1200,900,0.8,5,FIRST_STEP_UNATTAINABLE,False,0.8004181821501614,0.07648639135573589,0.8004181821501614,0.07648639135573589,False,True,False,0.004304977725365026,0.3102576617258491,0.10034523106815942,0.004304977725365026,0.3102576617258491,0.10034523106815942,True,resolved_rules,CS_endpoint_calibrated,100
1200,900,0.8,10,FIRST_STEP_UNATTAINABLE,False,0.8005413730531832,0.07654119434817201,0.8005413730531832,0.07654119434817201,False,True,False,0.008540243217221353,0.5200760365737097,0.09944940814886691,0.008540243217221353,0.5200760365737097,0.09944940814886691,True,resolved_rules,CS_endpoint_calibrated,100
1200,900,0.8,20,FIRST_STEP_UNATTAINABLE,False,0.8008368558037321,0.07663804456756196,0.8008368558037321,0.07663804456756196,False,True,False,0.016607895859222448,0.7650997403619674,0.09768154390760508,0.016607895859222448,0.7650997403619674,0.09768154390760508,True,resolved_rules,CS_endpoint_calibrated,100
1200,900,0.8,30,FIRST_STEP_UNATTAINABLE,False,0.8012072325620001,0.07672232769673354,0.8012072325620001,0.07672232769673354,False,True,False,0.024162916054020784,0.8830638623548575,0.09594493035206064,0.024162916054020784,0.8830638623548575,0.09594493035206064,True,resolved_rules,CS_endpoint_calibrated,100
1200,900,0.8,40,FIRST_STEP_UNATTAINABLE,False,0.8016484072390935,0.0767974733502655,0.8016484072390935,0.0767974733502655,False,True,False,0.03124654820382111,0.9404347226609477,0.09423902512364678,0.03124654820382111,0.9404347226609477,0.09423902512364678,True,resolved_rules,CS_endpoint_calibrated,100
1200,900,0.9,5,FIRST_STEP_UNATTAINABLE,False,0.899395228986013,0.2388994004727113,0.899395228986013,0.2388994004727113,False,True,False,0.010590327889484188,0.4166681181148609,0.17070913248889877,0.010590327889484188,0.4166681181148609,0.17070913248889877,True,resolved_rules,CS_endpoint_calibrated,100
1200,900,0.9,10,FIRST_STEP_UNATTAINABLE,False,0.9002034890597413,0.2424139582259955,0.9002034890597413,0.2424139582259955,False,True,False,0.02141607460418707,0.6869863185604741,0.17010135136672586,0.02141607460418707,0.6869863185604741,0.17010135136672586,True,resolved_rules,CS_endpoint_calibrated,100
1200,900,0.9,20,FIRST_STEP_UNATTAINABLE,False,0.9008210125598708,0.24243354945615286,0.9008210125598708,0.24243354945615286,False,True,False,0.03873432075011802,0.9067932749190272,0.16706659356265105,0.03873432075011802,0.9067932749190272,0.16706659356265105,True,resolved_rules,CS_endpoint_calibrated,100
1200,900,0.9,30,FIRST_STEP_UNATTAINABLE,False,0.9018040219669214,0.2424485081817821,0.9018040219669214,0.2424485081817821,False,True,False,0.05144479131892035,0.969230894623971,0.16408590510128235,0.05144479131892035,0.969230894623971,0.16408590510128235,True,resolved_rules,CS_endpoint_calibrated,100
1200,900,0.9,40,FIRST_STEP_UNATTAINABLE,False,0.9030159050962017,0.24246122301426293,0.9030159050962017,0.24246122301426293,False,True,False,0.06072754056004901,0.9869721181606715,0.1611583399863694,0.06072754056004901,0.9869721181606715,0.1611583399863694,True,resolved_rules,CS_endpoint_calibrated,100
1200,1000,0.7,5,FIRST_STEP_UNATTAINABLE,False,0.7127581565196901,0.0585636078233147,0.7127581565196901,0.0585636078233147,False,True,False,0.000259675385228025,0.15191293007940201,0.04479199626012984,0.000259675385228025,0.15191293007940201,0.04479199626012984,True,resolved_rules,CS_endpoint_calibrated,100
1200,1000,0.7,10,FIRST_STEP_UNATTAINABLE,False,0.7228014269093729,0.06084724398288491,0.7228014269093729,0.06084724398288491,False,True,False,0.0005970107104517596,0.28077250817527016,0.04625886229921544,0.0005970107104517596,0.28077250817527016,0.04625886229921544,True,resolved_rules,CS_endpoint_calibrated,100
1200,1000,0.7,20,FIRST_STEP_UNATTAINABLE,False,0.7403970165743115,0.06515296982250078,0.7403970165743115,0.06515296982250078,False,True,False,0.0015621325191601141,0.48914933208514233,0.04820258908904178,0.0015621325191601141,0.48914933208514233,0.04820258908904178,True,resolved_rules,CS_endpoint_calibrated,100
