material_id,heating_rate_C_min,path_label,physical_time_s,physical_time_h,T_C,rho,tau_nuc,tau_exchange,tau_transport,activity,rho_dot,G_nm,G_dot_nm_s
E0021,1,1 C/min,0.0,0.0,25.0,0.7,172823517.61956906,1036941105717.4144,25923.527642935358,0.9998333611106475,5.336447397662389e-15,50.0,2.7002497871494853e-11
E0021,1,1 C/min,60.10007691259265,0.016694465809053514,26.00166794854321,0.7000000000003207,172823517.61956906,1036941105717.4144,25923.52764461816,0.9998333611106475,5.336447397655634e-15,50.000000001622844,2.7002497870618433e-11
E0021,1,1 C/min,120.2001538251853,0.03338893161810703,27.003335897086423,0.7000000000006414,172823517.61956906,1036941105717.4144,25923.52764630096,0.9998333611106475,5.3364473976488796e-15,50.0000000032457,2.700249786974201e-11
E0021,1,1 C/min,180.30023073777795,0.050083397427160545,28.005003845629634,0.7000000000009621,172823517.61956906,1036941105717.4144,25923.527647983763,0.9998333611106475,5.3364473976421246e-15,50.000000004868554,2.700249786886559e-11
E0021,1,1 C/min,240.4003076503706,0.06677786323621406,29.006671794172842,0.7000000000012828,172823517.61956906,1036941105717.4144,25923.527649666565,0.9998333611106475,5.3364473976353696e-15,50.000000006491405,2.7002497867989168e-11
E0021,1,1 C/min,300.50038456296323,0.08347232904526757,30.008339742716053,0.7000000000016036,172823517.61956906,1036941105717.4144,25923.527651349366,0.9998333611106475,5.336447397628615e-15,50.000000008114256,2.7002497867112744e-11
E0021,1,1 C/min,360.6004614755559,0.10016679485432109,31.010007691259265,0.7000000000019243,172823517.61956906,1036941105717.4144,25923.527653032168,0.9998333611106475,5.33644739762186e-15,50.000000009737114,2.7002497866236324e-11
E0021,1,1 C/min,420.7005383881485,0.11686126066337459,32.011675639802476,0.700000000002245,172823517.61956906,1036941105717.4144,25923.52765471497,0.9998333611106475,5.336447397615105e-15,50.00000001135996,2.7002497865359904e-11
E0021,1,1 C/min,480.8006153007412,0.1335557264724281,33.013343588345684,0.7000000000025657,172823517.61956906,1036941105717.4144,25923.52765639777,0.9998333611106475,5.336447397608351e-15,50.00000001298282,2.700249786448348e-11
E0021,1,1 C/min,540.9006922133339,0.15025019228148162,34.0150115368889,0.7000000000028864,172823517.61956906,1036941105717.4144,25923.527658080573,0.9998333611106475,5.336447397601596e-15,50.00000001460567,2.700249786360706e-11
E0021,1,1 C/min,600.0,0.16666666666666666,35.0,0.7000000000032018,172823517.61956906,1036941105717.4144,25923.527659735355,0.9998333611106475,5.336447397594954e-15,50.0000000162015,2.7002497862745234e-11
E0021,1,1 C/min,601.0007691259265,0.16694465809053513,35.01667948543211,0.7000000000032072,172823517.61956906,1036941105717.4144,25923.527659763375,0.9998333611106475,5.336447397594841e-15,50.00000001622852,2.700249786273064e-11
E0021,1,1 C/min,661.1008460385191,0.18363912389958864,36.018347433975315,0.7000000000035279,172823517.61956906,1036941105717.4144,25923.52766144618,0.9998333611106475,5.336447397588087e-15,50.00000001785137,2.7002497861854215e-11
E0021,1,1 C/min,721.2009229511118,0.20033358970864218,37.02001538251853,0.7000000000038487,172823517.61956906,1036941105717.4144,25923.52766312898,0.9998333611106475,5.3364473975813326e-15,50.00000001947422,2.7002497860977798e-11
E0021,1,1 C/min,781.3009998637044,0.21702805551769566,38.02168333106174,0.7000000000041694,172823517.61956906,1036941105717.4144,25923.527664811783,0.9998333611106475,5.3364473975745776e-15,50.00000002109707,2.7002497860101377e-11
E0021,1,1 C/min,841.401076776297,0.23372252132674917,39.02335127960495,0.70000000000449,172823517.61956906,1036941105717.4144,25923.527666494585,0.9998333611106475,5.336447397567823e-15,50.000000022719924,2.7002497859224954e-11
E0021,1,1 C/min,901.5011536888898,0.25041698713580274,40.02501922814816,0.7000000000048108,172823517.61956906,1036941105717.4144,25923.527668177387,0.9998333611106475,5.336447397561068e-15,50.000000024342775,2.7002497858348533e-11
