candidate_id,T1_C,T2_C,rho_switch,G0_nm,rho1,G1_nm,first_step_growth_fraction,closed_fraction_at_switch,accommodation_at_switch,candidate_parameters_frozen,target_density,time_budget_h,growth_tolerance,classification,rho_final,G_final_nm,growth_fraction,target_attained,numerical_censor,closed_fraction_final,closed_shrinkage_contribution,open_shrinkage_contribution
693168,1200,800,0.88,100,0.8800000043945547,106.2462414527545,0.03196959204563621,0.5500726946308819,0.08106747959619245,True,0.98,500.0,0.2,DENSIFICATION_EXHAUSTION_FAILURE,0.9033106269631799,106.24632719850216,8.070473505039644e-07,False,False,0.4607823737034549,0.023310291433376235,3.3113524896004806e-07
693168,1200,810,0.88,100,0.8800000043945547,106.2462414527545,0.03196959204563621,0.5500726946308819,0.08106747959619245,True,0.98,500.0,0.2,DENSIFICATION_EXHAUSTION_FAILURE,0.9111446079239631,106.24638473253523,1.3485632881504728e-06,False,False,0.4197786483869913,0.031144046334745986,5.571946624015963e-07
693168,1200,820,0.88,100,0.8800000043945547,106.2462414527545,0.03196959204563621,0.5500726946308819,0.08106747959619245,True,0.98,500.0,0.2,DENSIFICATION_EXHAUSTION_FAILURE,0.9215442129988312,106.24647823266525,2.2285956426948417e-06,False,False,0.3522245980693149,0.0415432673469502,9.412573260593201e-07
693168,1200,830,0.88,100,0.8800000043945547,106.2462414527545,0.03196959204563621,0.5500726946308819,0.08106747959619245,True,0.98,500.0,0.2,DENSIFICATION_EXHAUSTION_FAILURE,0.9355660555558887,106.24662833623519,3.641385101227357e-06,False,False,0.22550342976381207,0.05556443963598684,1.6115253470115867e-06
693168,1200,840,0.88,100,0.8800000043945547,106.2462414527545,0.03196959204563621,0.5500726946308819,0.08106747959619245,True,0.98,500.0,0.2,DENSIFICATION_EXHAUSTION_FAILURE,0.9512305954826729,106.24686947096168,5.910968694955443e-06,False,False,4.069257149042414e-05,0.07109989755554394,2.8608692866580753e-06
693168,1200,850,0.88,100,0.8800000043945547,106.2462414527545,0.03196959204563621,0.5500726946308819,0.08106747959619245,True,0.98,500.0,0.2,DENSIFICATION_EXHAUSTION_FAILURE,0.9525981083708155,106.24725109841302,9.502883534517892e-06,False,False,5.2420563487817634e-05,0.07187966170141451,4.9808797824363395e-06
693168,1200,860,0.88,100,0.8800000043945547,106.2462414527545,0.03196959204563621,0.5500726946308819,0.08106747959619245,True,0.98,500.0,0.2,DENSIFICATION_EXHAUSTION_FAILURE,0.954230073990282,106.24784778566811,1.5118962248816814e-05,False,False,5.9775471550027795e-05,0.07280931471644478,8.289826137234422e-06
693168,1200,870,0.88,100,0.8800000043945547,106.2462414527545,0.03196959204563621,0.5500726946308819,0.08106747959619245,True,0.98,500.0,0.2,DENSIFICATION_EXHAUSTION_FAILURE,0.9561844657314287,106.24876943689434,2.3793633593616192e-05,False,False,0.00011198656994787253,0.07392115408584651,1.3333521944338211e-05
693168,1200,880,0.88,100,0.8800000043945547,106.2462414527545,0.03196959204563621,0.5500726946308819,0.08106747959619245,True,0.98,500.0,0.2,DENSIFICATION_EXHAUSTION_FAILURE,0.9585369967054238,106.25017488589546,3.702185684106851e-05,False,False,9.783799709219512e-05,0.07525756862018398,2.084608507752088e-05
693168,1200,890,0.88,100,0.8800000043945547,106.2462414527545,0.03196959204563621,0.5500726946308819,0.08106747959619245,True,0.98,500.0,0.2,DENSIFICATION_EXHAUSTION_FAILURE,0.9613509877327219,106.25228932600623,5.692317364869304e-05,False,False,0.0001267151354526739,0.07685143096629216,3.177613930851324e-05
693168,1200,900,0.88,100,0.8800000043945547,106.2462414527545,0.03196959204563621,0.5500726946308819,0.08106747959619245,True,0.98,500.0,0.2,DENSIFICATION_EXHAUSTION_FAILURE,0.9646708702477724,106.25542544675213,8.644064836604848e-05,False,False,0.00025089909582087447,0.07873399944202444,4.728779982000423e-05
693168,1200,910,0.88,100,0.8800000043945547,106.2462414527545,0.03196959204563621,0.5500726946308819,0.08106747959619245,True,0.98,500.0,0.2,DENSIFICATION_EXHAUSTION_FAILURE,0.9685063164673975,106.26000766217126,0.00012956890736570692,False,False,0.0003133959735968604,0.08091127452242852,6.871156796169337e-05
693168,1200,920,0.88,100,0.8800000043945547,106.2462414527545,0.03196959204563621,0.5500726946308819,0.08106747959619245,True,0.98,500.0,0.2,DENSIFICATION_EXHAUSTION_FAILURE,0.9728005236370244,106.2665980746399,0.00019159851310557308,False,False,0.00032451263557865275,0.08336046047442522,9.741531846660171e-05
693168,1200,930,0.88,100,0.8800000043945547,106.2462414527545,0.03196959204563621,0.5500726946308819,0.08106747959619245,True,0.98,500.0,0.2,DENSIFICATION_EXHAUSTION_FAILURE,0.9774192437276399,106.27592222583819,0.000279358334731139,False,False,0.0005140541695806953,0.08602686514305852,0.00013457141705036332
693168,1200,940,0.88,100,0.8800000043945547,106.2462414527545,0.03196959204563621,0.5500726946308819,0.08106747959619245,True,0.98,500.0,0.2,SUCCESS,0.9800000004815637,106.2852643135733,0.00036728697679278,True,False,3.228504360101801e-06,0.08781963629289795,0.0001681741753456215
693168,1200,950,0.88,100,0.8800000043945547,106.2462414527545,0.03196959204563621,0.5500726946308819,0.08106747959619245,True,0.98,500.0,0.2,SUCCESS,0.9800000000295613,106.29205550553232,0.0004312063387030829,True,False,2.5447184523832563e-07,0.08829686187325653,0.00019063705397731544
693168,1200,960,0.88,100,0.8800000043945547,106.2462414527545,0.03196959204563621,0.5500726946308819,0.08106747959619245,True,0.98,500.0,0.2,SUCCESS,0.9800000002539465,106.29993614857989,0.0005053797206489019,True,False,1.3688379817322572e-06,0.08912635153946867,0.00021487412534168122
693168,1200,970,0.88,100,0.8800000043945547,106.2462414527545,0.03196959204563621,0.5500726946308819,0.08106747959619245,True,0.98,500.0,0.2,SUCCESS,0.9800000001153036,106.30884371538428,0.0005892186092777418,True,False,8.421801310932836e-07,0.08962604618421341,0.00024045743138446484
693168,1200,980,0.88,100,0.8800000043945547,106.2462414527545,0.03196959204563621,0.5500726946308819,0.08106747959619245,True,0.98,500.0,0.2,SUCCESS,0.9800000001923239,106.31926456546302,0.0006873006678640436,True,False,5.092402291051772e-07,0.09090859472530417,0.00026701524698298523
693168,1200,990,0.88,100,0.8800000043945547,106.2462414527545,0.03196959204563621,0.5500726946308819,0.08106747959619245,True,0.98,500.0,0.2,SUCCESS,0.9800000000553939,106.33085247263617,0.0007963671817914353,True,False,8.813666875227922e-07,0.09168058026859353,0.00029323268857974687
693168,1200,1000,0.88,100,0.8800000043945547,106.2462414527545,0.03196959204563621,0.5500726946308819,0.08106747959619245,True,0.98,500.0,0.2,SUCCESS,0.9800000000573302,106.34401533760958,0.0009202573523370283,True,False,2.464437609265073e-07,0.09310971337818522,0.00031749968813259247
693168,1200,1010,0.88,100,0.8800000043945547,106.2462414527545,0.03196959204563621,0.5500726946308819,0.08106747959619245,True,0.98,500.0,0.2,SUCCESS,0.9800000000328034,106.35894199238692,0.001060748484759566,True,False,1.340881467220828e-07,0.09505688086768216,0.0003366838376441205
693168,1200,1020,0.88,100,0.8800000043945547,106.2462414527545,0.03196959204563621,0.5500726946308819,0.08106747959619245,True,0.98,500.0,0.2,SUCCESS,0.9800000005956222,106.37617926440846,0.0012229873723272888,True,False,2.8008491698953743e-06,0.09761599431360675,0.0003453315645110549
693168,1200,1030,0.88,100,0.8800000043945547,106.2462414527545,0.03196959204563621,0.5500726946308819,0.08106747959619245,True,0.98,500.0,0.2,SUCCESS,0.9800000000636386,106.40607915079376,0.0015044080228507895,True,False,0.07477272615215394,0.09963670115964131,0.00036329450944268125
