case_id,rho_start,G_start_nm,pore_D50_nm,pore_log_width,phi_iso_fraction,phi_closed_fraction,state_class,final_rho_5,final_G_um_5,final_rho_50,final_G_um_50,HMS_density_miss,joint_rho_min,joint_rho_max,fast_smaller_G_fraction,fast_smaller_D90_fraction,span_ratio_ge_1p2,span_ratio_ge_1p5,barrier_mode,barrier_extrapolated,two_step_final_rho,two_step_final_G_um,density_ok,grain_ok,strict_success,comparator_status,common_interval_attained,fast_smaller_grain_gate,fast_smaller_D90_gate,method_specific_initialization_absent,finite_strict_Chen_window,both_boundaries_present,highT_comparator_gates_available,all_pathway_gates_pass,boundary_gap_identifiable
primary_072,0.62,50,40,0.45,0.0,0.0,primary_common_state,0.9860091081667977,2.1673866109328084,0.9122596524506732,0.6032484728059423,-0.0677403475493269,0.620022840919241,0.9122596524506732,0.16,0.04,0.0,0.0,nearest_slice_clamp,True,0.9285816888822376,0.7157307416776358,False,False,False,optional high-temperature isothermal comparator not previously defined,True,False,False,True,False,False,False,False,False
primary_073,0.62,50,40,0.45,0.05,0.0,primary_common_state,0.9676024111655026,2.1715478085148376,0.8968448701801519,0.6153693841113803,-0.083155129819848,0.620021698873279,0.8968448701801519,0.16,0.08,0.0,0.0,nearest_slice_clamp,True,0.9206560642157342,0.8061870008292005,False,False,False,optional high-temperature isothermal comparator not previously defined,True,False,False,True,False,False,False,False,False
primary_074,0.62,50,40,0.45,0.1,0.0,primary_common_state,0.9492066793184708,2.1756313640280154,0.8814953425163456,0.6276664325226724,-0.0985046574836543,0.6200205568273169,0.8814953425163456,0.16,0.0,0.0,0.0,nearest_slice_clamp,True,0.913010539716885,0.9242416371412056,False,False,False,optional high-temperature isothermal comparator not previously defined,True,False,False,True,False,False,False,False,False
primary_075,0.62,50,40,0.65,0.0,0.0,primary_common_state,0.9664337557633912,2.0908172784129966,0.8742741284624787,0.5244824236505384,-0.1057258715375213,0.6200177783856503,0.8742741284624787,0.2,0.12,0.0,0.0,nearest_slice_clamp,True,0.913874289296792,0.8242442468771367,False,False,False,optional high-temperature isothermal comparator not previously defined,True,False,False,True,False,False,False,False,False
primary_076,0.62,50,40,0.65,0.05,0.0,primary_common_state,0.9487249183654004,2.105632484124999,0.860598120872978,0.5395764325323852,-0.1194018791270219,0.6200168894663678,0.860598120872978,0.2,0.12,0.0,0.0,nearest_slice_clamp,True,0.909251630846386,0.9823256993294244,False,False,False,optional high-temperature isothermal comparator not previously defined,True,False,False,True,False,False,False,False,False
primary_077,0.62,50,40,0.65,0.1,0.0,primary_common_state,0.9310519333423504,2.119779838042315,0.8469862648804094,0.555637575884151,-0.1330137351195905,0.6200160005470852,0.8469862648804094,0.16,0.12,0.0,0.0,nearest_slice_clamp,True,0.905473596642376,1.2197626929522196,False,False,False,optional high-temperature isothermal comparator not previously defined,True,False,False,True,False,False,False,False,False
primary_078,0.62,50,40,0.85,0.0,0.0,primary_common_state,0.9531613612360358,1.956570499779421,0.8516950039944388,0.4852318222550628,-0.1283049960055612,0.620014464258988,0.8516950039944388,0.16,0.2,0.0,0.0,nearest_slice_clamp,True,0.9088103842536808,0.92264023223274,False,False,False,optional high-temperature isothermal comparator not previously defined,True,False,False,True,False,False,False,False,False
primary_079,0.62,50,40,0.85,0.05,0.0,primary_common_state,0.935861230813815,1.9861016077211169,0.8391023681030673,0.5002889044619205,-0.1408976318969327,0.6200137410460387,0.8391023681030673,0.16,0.2,0.0,0.0,nearest_slice_clamp,True,0.9060313041553244,1.1353352913228096,False,False,False,optional high-temperature isothermal comparator not previously defined,True,False,False,True,False,False,False,False,False
primary_080,0.62,50,40,0.85,0.1,0.0,primary_common_state,0.9186057339826186,2.015476771673649,0.8265744040364159,0.516486940590939,-0.153425595963584,0.6200130178330892,0.8265744040364159,0.24,0.16,0.0,0.0,nearest_slice_clamp,True,0.903432041125682,1.4578594618426328,False,False,False,optional high-temperature isothermal comparator not previously defined,True,False,False,True,False,False,False,False,False
primary_081,0.62,50,60,0.45,0.0,0.0,primary_common_state,0.9488308957238946,1.813503298341828,0.8101967855868281,0.4210469199515848,-0.1698032144131719,0.6200052899508846,0.8101967855868281,0.4,0.16,0.0,0.0,nearest_slice_clamp,True,0.9082615724576372,0.9830508280235186,False,False,False,optional high-temperature isothermal comparator not previously defined,True,False,False,True,False,False,False,False,False
primary_082,0.62,50,60,0.45,0.05,0.0,primary_common_state,0.9315364438127468,1.8446812244622035,0.7993588184564699,0.4354198965167093,-0.18064118154353,0.6200050254533402,0.7993588184564699,0.4,0.16,0.0,0.0,nearest_slice_clamp,True,0.9053399432475876,1.1880185214542678,False,False,False,optional high-temperature isothermal comparator not previously defined,True,False,False,True,False,False,False,False,False
primary_083,0.62,50,60,0.45,0.1,0.0,primary_common_state,0.9142843029478708,1.8768630316672283,0.7886116961226373,0.4510926380678194,-0.1913883038773627,0.6200047609557962,0.7886116961226373,0.4,0.16,0.0,0.0,nearest_slice_clamp,True,0.9030199815113512,1.5073626161142235,False,False,False,optional high-temperature isothermal comparator not previously defined,True,False,False,True,False,False,False,False,False
primary_084,0.62,50,60,0.65,0.0,0.0,primary_common_state,0.9194018473744168,1.4878559366247694,0.780048403719763,0.392618419818122,-0.1999515962802369,0.6200041670692679,0.780048403719763,0.44,0.24,0.0,0.0,nearest_slice_clamp,True,0.9035276721867032,1.1959317625054238,False,False,False,optional high-temperature isothermal comparator not previously defined,True,False,False,True,False,False,False,False,False
primary_085,0.62,50,60,0.65,0.05,0.0,primary_common_state,0.9033219114876336,1.524751375431258,0.7708167183726734,0.4064137190192672,-0.2091832816273265,0.6200039587158044,0.7708167183726734,0.44,0.24,0.0,0.0,nearest_slice_clamp,True,0.9022282827061288,1.499928782750106,False,False,False,optional high-temperature isothermal comparator not previously defined,True,False,False,True,False,False,False,False,False
primary_086,0.62,50,60,0.65,0.1,0.0,primary_common_state,0.8872915370731369,1.5642388239180096,0.761669352626348,0.4214878564770004,-0.2183306473736519,0.620003750362341,0.761669352626348,0.48,0.24,0.0,0.0,nearest_slice_clamp,True,0.901629369147562,2.0173902262877164,False,False,False,optional high-temperature isothermal comparator not previously defined,True,False,False,True,False,False,False,False,False
primary_087,0.62,50,60,0.85,0.0,0.0,primary_common_state,0.9005841517088785,1.3432235002768134,0.762900680135381,0.3772416831946449,-0.2170993198646189,0.6200034258790016,0.762900680135381,0.44,0.4,0.0,0.0,nearest_slice_clamp,True,0.902263585586484,1.379937379767904,False,False,False,optional high-temperature isothermal comparator not previously defined,True,False,False,True,False,False,False,False,False
primary_088,0.62,50,60,0.85,0.05,0.0,primary_common_state,0.8853330244378333,1.379260769822467,0.7545848337251364,0.3905974984245118,-0.2254151662748635,0.6200032545850513,0.7545848337251364,0.44,0.4,0.0,0.0,nearest_slice_clamp,True,0.9013796720948803,1.7542267993883611,False,False,False,optional high-temperature isothermal comparator not previously defined,True,False,False,True,False,False,False,False,False
primary_089,0.62,50,60,0.85,0.1,0.0,primary_common_state,0.870138403737885,1.4180821837509068,0.746349524980206,0.4052013063894275,-0.2336504750197939,0.6200030832911014,0.746349524980206,0.44,0.4,0.0,0.0,nearest_slice_clamp,True,0.900967033151381,2.392493353119547,False,False,False,optional high-temperature isothermal comparator not previously defined,True,False,False,True,False,False,False,False,False
primary_090,0.62,75,10,0.45,0.0,0.0,primary_common_state,0.9996133435768044,2.183140062113919,0.9915833330632688,0.6639420986418043,0.0115833330632688,0.6200166274498091,0.9915833330632688,0.32,0.28,0.0,0.0,nearest_slice_clamp,True,0.9678518738198728,0.4764101259948631,True,False,False,optional high-temperature isothermal comparator not previously defined,True,False,False,True,False,False,False,False,False
primary_091,0.62,75,10,0.45,0.05,0.0,primary_common_state,0.9835792311791474,2.183494271438887,0.9729021426582416,0.664929301370314,-0.0070978573417582,0.6200157960773187,0.9729021426582416,0.32,0.28,0.0,0.0,nearest_slice_clamp,True,0.9517206802936916,0.5018389661096887,False,False,False,optional high-temperature isothermal comparator not previously defined,True,False,False,True,False,False,False,False,False
primary_092,0.62,75,10,0.45,0.1,0.0,primary_common_state,0.9673340245155988,2.183882164989696,0.9541784350672962,0.6659719466861286,-0.0258215649327038,0.6200149647048283,0.9541784350672962,0.32,0.28,0.0,0.0,nearest_slice_clamp,True,0.936682579197234,0.5397789754071952,False,False,False,optional high-temperature isothermal comparator not previously defined,True,False,False,True,False,False,False,False,False
primary_093,0.62,75,10,0.65,0.0,0.0,primary_common_state,0.9995516432134368,2.185317805636138,0.9902659237694066,0.6695038373538631,0.0102659237694066,0.6200166274498092,0.9902659237694066,0.36,0.48,0.0,0.0,nearest_slice_clamp,True,0.9639485099962444,0.5038499355853255,False,False,False,optional high-temperature isothermal comparator not previously defined,True,False,False,True,False,False,False,False,False
primary_094,0.62,75,10,0.65,0.05,0.0,primary_common_state,0.9844104054463112,2.1856623902290364,0.9718554405777692,0.670425057325257,-0.0081445594222306,0.6200157960773187,0.9718554405777692,0.4,0.56,0.0,0.0,nearest_slice_clamp,True,0.9488312587711714,0.5302933781497875,False,False,False,optional high-temperature isothermal comparator not previously defined,True,False,True,True,False,False,False,False,False
primary_095,0.62,75,10,0.65,0.1,0.0,primary_common_state,0.9690629505759148,2.1860317491071224,0.9533541665754736,0.6714023055878932,-0.0266458334245263,0.6200149647048283,0.9533541665754736,0.4,0.56,0.0,0.0,nearest_slice_clamp,True,0.934918639756703,0.5636034864170175,False,False,False,optional high-temperature isothermal comparator not previously defined,True,False,True,True,False,False,False,False,False
primary_096,0.62,75,10,0.85,0.0,0.0,primary_common_state,0.9995089458906248,2.1865212433988868,0.9894006557257355,0.6725792737059445,0.0094006557257355,0.6200166274498091,0.9894006557257355,0.4,0.04,0.0,0.0,nearest_slice_clamp,True,0.9616008041731527,0.518606808562179,False,False,False,optional high-temperature isothermal comparator not previously defined,True,False,False,True,False,False,False,False,False
primary_097,0.62,75,10,0.85,0.05,0.0,primary_common_state,0.9847748993337292,2.1868614975462752,0.971150452204274,0.6734929418441765,-0.0088495477957258,0.6200157960773188,0.971150452204274,0.4,0.04,0.0,0.0,nearest_slice_clamp,True,0.9473334743236032,0.5450791242778035,False,False,False,optional high-temperature isothermal comparator not previously defined,True,False,False,True,False,False,False,False,False
primary_098,0.62,75,10,0.85,0.1,0.0,primary_common_state,0.9698443873603912,2.1872216935101885,0.9527830235809868,0.67443664585876,-0.0272169764190133,0.6200149647048283,0.9527830235809868,0.32,0.0,0.0,0.0,nearest_slice_clamp,True,0.9342141295810972,0.5772855250819844,False,False,False,optional high-temperature isothermal comparator not previously defined,True,False,False,True,False,False,False,False,False
primary_099,0.62,75,15,0.45,0.0,0.0,primary_common_state,0.9994926492069178,2.185984548526635,0.9887158892074784,0.671782558601683,0.0087158892074785,0.6200166274498092,0.9887158892074784,0.2,0.08,0.0,0.0,nearest_slice_clamp,True,0.9608232378938744,0.5193168516716324,False,False,False,optional high-temperature isothermal comparator not previously defined,True,False,False,True,False,False,False,False,False
primary_100,0.62,75,15,0.45,0.05,0.0,primary_common_state,0.9812588781580532,2.186343437848639,0.9698871539954852,0.6727495618157147,-0.0101128460045147,0.6200157960773187,0.9698871539954852,0.16,0.12,0.0,0.0,nearest_slice_clamp,True,0.94601914440236,0.5486068086413258,False,False,False,optional high-temperature isothermal comparator not previously defined,True,False,False,True,False,False,False,False,False
primary_101,0.62,75,15,0.45,0.1,0.0,primary_common_state,0.9629431742067488,2.1867255350772608,0.9510610290429043,0.6737651661078149,-0.0289389709570956,0.6200149647048283,0.9510610290429043,0.16,0.04,0.0,0.0,nearest_slice_clamp,True,0.93236702615157,0.5833463086759245,False,False,False,optional high-temperature isothermal comparator not previously defined,True,False,False,True,False,False,False,False,False
primary_102,0.62,75,15,0.65,0.0,0.0,primary_common_state,0.9994147279438436,2.1880659486063223,0.9872654271500336,0.6768110398439361,0.0072654271500335,0.6200166274498091,0.9872654271500336,0.2,0.4,0.0,0.0,nearest_slice_clamp,True,0.9576139990561238,0.544913231677907,False,False,False,optional high-temperature isothermal comparator not previously defined,True,False,False,True,False,False,False,False,False
primary_103,0.62,75,15,0.65,0.05,0.0,primary_common_state,0.9816960885673416,2.188408729744644,0.968529133528688,0.6777128588158325,-0.0114708664713119,0.6200157960773187,0.968529133528688,0.24,0.4,0.0,0.0,nearest_slice_clamp,True,0.9438955838136684,0.5705244835791301,False,False,False,optional high-temperature isothermal comparator not previously defined,True,False,False,True,False,False,False,False,False
primary_104,0.62,75,15,0.65,0.1,0.0,primary_common_state,0.9638541616222353,2.188767335750456,0.949790387060106,0.678667224124904,-0.0302096129398938,0.6200149647048282,0.949790387060106,0.2,0.36,0.0,0.0,nearest_slice_clamp,True,0.9312812568212744,0.605138163112359,False,False,False,optional high-temperature isothermal comparator not previously defined,True,False,False,True,False,False,False,False,False
primary_105,0.62,75,15,0.85,0.0,0.0,primary_common_state,0.9993630594726584,2.1892259337120543,0.9856714464057874,0.6795866475984985,0.0056714464057874,0.6200166274498091,0.9856714464057874,0.2,0.04,0.0,0.0,nearest_slice_clamp,True,0.9559330977403486,0.5568713670224431,False,False,False,optional high-temperature isothermal comparator not previously defined,True,False,False,True,False,False,False,False,False
primary_106,0.62,75,15,0.85,0.05,0.0,primary_common_state,0.9819284524569316,2.189555111739919,0.967145368443988,0.68043807432545,-0.012854631556012,0.6200157960773187,0.967145368443988,0.24,0.0,0.0,0.0,nearest_slice_clamp,True,0.94273490912165,0.5815669201195094,False,False,False,optional high-temperature isothermal comparator not previously defined,True,False,False,True,False,False,False,False,False
primary_107,0.62,75,15,0.85,0.1,0.0,primary_common_state,0.9643498733921756,2.189888848303349,0.948602798722752,0.6813375955334324,-0.0313972012772479,0.6200149647048283,0.948602798722752,0.24,0.0,0.0,0.0,nearest_slice_clamp,True,0.9306087081813016,0.6174438548893485,False,False,False,optional high-temperature isothermal comparator not previously defined,True,False,False,True,False,False,False,False,False
primary_108,0.62,75,25,0.45,0.0,0.0,primary_common_state,0.9987897246703984,2.1896904696380095,0.9793862256274448,0.681860681683585,-0.0006137743725552,0.6200166274498092,0.9793862256274448,0.2,0.08,0.0,0.0,nearest_slice_clamp,True,0.9529497934775052,0.5763524650835637,False,False,False,optional high-temperature isothermal comparator not previously defined,True,False,False,True,False,False,False,False,False
primary_109,0.62,75,25,0.45,0.05,0.0,primary_common_state,0.9799091476544703,2.190086557870616,0.9611203499021926,0.6830072095295395,-0.0188796500978073,0.6200157960773187,0.9611203499021926,0.2,0.08,0.0,0.0,nearest_slice_clamp,True,0.94025087884557,0.6040689701181426,False,False,False,optional high-temperature isothermal comparator not previously defined,True,False,False,True,False,False,False,False,False
primary_110,0.62,75,25,0.45,0.1,0.0,primary_common_state,0.9610186647079558,2.1905241427321935,0.9428528932260408,0.6842139006833065,-0.0371471067739592,0.6200149647048282,0.9428528932260408,0.2,0.08,0.0,0.0,nearest_slice_clamp,True,0.928595824122513,0.6435215024357551,False,False,False,optional high-temperature isothermal comparator not previously defined,True,False,False,True,False,False,False,False,False
primary_111,0.62,75,25,0.65,0.0,0.0,primary_common_state,0.9944945492142367,2.1911504906590986,0.954798480195188,0.6826806249330264,-0.0252015198048118,0.6200166274498091,0.954798480195188,0.08,0.2,0.0,0.0,nearest_slice_clamp,True,0.948876984925621,0.6064480130532599,False,False,False,optional high-temperature isothermal comparator not previously defined,True,False,False,True,False,False,False,False,False
primary_112,0.62,75,25,0.65,0.05,0.0,primary_common_state,0.9758940636419424,2.191679423225811,0.937835163537054,0.6847645299402757,-0.0421648364629458,0.6200157960773187,0.937835163537054,0.08,0.16,0.0,0.0,nearest_slice_clamp,True,0.936030924352181,0.6437566846035971,False,False,False,optional high-temperature isothermal comparator not previously defined,True,False,False,True,False,False,False,False,False
primary_113,0.62,75,25,0.65,0.1,0.0,primary_common_state,0.9572703459997076,2.1921694950643973,0.9208912669071506,0.6866079614227547,-0.0591087330928493,0.6200149647048283,0.9208912669071506,0.12,0.16,0.0,0.0,nearest_slice_clamp,True,0.9242578763925614,0.7044808325032667,False,False,False,optional high-temperature isothermal comparator not previously defined,True,False,False,True,False,False,False,False,False
primary_114,0.62,75,25,0.85,0.0,0.0,primary_common_state,0.9901819755434436,2.188923027958029,0.9365633488183374,0.67219476659028,-0.0434366511816626,0.6200166274498091,0.9365633488183374,0.12,0.2,0.0,0.0,nearest_slice_clamp,True,0.9362806313377068,0.6524726800425931,False,False,False,optional high-temperature isothermal comparator not previously defined,True,False,False,True,False,False,False,False,False
primary_115,0.62,75,25,0.85,0.05,0.0,primary_common_state,0.971809553002288,2.190317368234513,0.9203909628224384,0.6771990153207018,-0.0596090371775615,0.6200157960773187,0.9203909628224384,0.12,0.2,0.0,0.0,nearest_slice_clamp,True,0.9259954917562488,0.7165186678913084,False,False,False,optional high-temperature isothermal comparator not previously defined,True,False,False,True,False,False,False,False,False
primary_116,0.62,75,25,0.85,0.1,0.0,primary_common_state,0.9534077301114156,2.1915335255513946,0.9042644340123034,0.6816096716701339,-0.0757355659876966,0.6200149647048282,0.9042644340123034,0.12,0.68,0.0,0.0,nearest_slice_clamp,True,0.9164052735581012,0.804753719412132,False,False,False,optional high-temperature isothermal comparator not previously defined,True,False,True,True,False,False,False,False,False
primary_117,0.62,75,40,0.45,0.0,0.0,primary_common_state,0.986006502647959,2.167181009198854,0.9121393850854724,0.6024553530039479,-0.0678606149145274,0.6200166274498091,0.9121393850854724,0.2,0.04,0.0,0.0,nearest_slice_clamp,True,0.928803424910146,0.7176553956176841,False,False,False,optional high-temperature isothermal comparator not previously defined,True,False,False,True,False,False,False,False,False
primary_118,0.62,75,40,0.45,0.05,0.0,primary_common_state,0.9675997405152742,2.1713185135870483,0.8967190107323384,0.6145069555337279,-0.0832809892676615,0.6200157960773187,0.8967190107323384,0.2,0.04,0.0,0.0,nearest_slice_clamp,True,0.9203912711585708,0.8033699786781412,False,False,False,optional high-temperature isothermal comparator not previously defined,True,False,False,True,False,False,False,False,False
primary_119,0.62,75,40,0.45,0.1,0.0,primary_common_state,0.9492038219730377,2.175377871658788,0.881362256016678,0.6267225609352086,-0.098637743983322,0.6200149647048283,0.881362256016678,0.2,0.0,0.0,0.0,nearest_slice_clamp,True,0.9132295509077072,0.9272962204921577,False,False,False,optional high-temperature isothermal comparator not previously defined,True,False,False,True,False,False,False,False,False
primary_120,0.62,75,40,0.65,0.0,0.0,primary_common_state,0.9664299895307392,2.0906214798470395,0.8741574310110459,0.5238656229540604,-0.105842568988954,0.6200159701214827,0.8741574310110459,0.16,0.04,0.0,0.0,nearest_slice_clamp,True,0.9141369391494296,0.8270742712624868,False,False,False,optional high-temperature isothermal comparator not previously defined,True,False,False,True,False,False,False,False,False
primary_121,0.62,75,40,0.65,0.05,0.0,primary_common_state,0.9487208843104602,2.1054221291605053,0.8604772700682815,0.5389028732071484,-0.1195227299317185,0.6200151716154085,0.8604772700682815,0.16,0.08,0.0,0.0,nearest_slice_clamp,True,0.9094992581878646,0.9859316112306156,False,False,False,optional high-temperature isothermal comparator not previously defined,True,False,False,True,False,False,False,False,False
primary_122,0.62,75,40,0.65,0.1,0.0,primary_common_state,0.9310477343402828,2.119546110071677,0.8468600681943731,0.5548871973976837,-0.1331399318056269,0.6200143731093345,0.8468600681943731,0.16,0.28,0.0,0.0,nearest_slice_clamp,True,0.9056999458597964,1.2245339101992667,False,False,False,optional high-temperature isothermal comparator not previously defined,True,False,False,True,False,False,False,False,False
primary_123,0.62,75,40,0.85,0.0,0.0,primary_common_state,0.9531572944234694,1.9563675194018777,0.8515803325891852,0.4847012598533796,-0.1284196674108148,0.6200129711266477,0.8515803325891852,0.2,0.24,0.0,0.0,nearest_slice_clamp,True,0.9090899670546873,0.9260870292869482,False,False,False,optional high-temperature isothermal comparator not previously defined,True,False,False,True,False,False,False,False,False
primary_124,0.62,75,40,0.85,0.05,0.0,primary_common_state,0.9358565337097384,1.9858970128497833,0.8389854184198127,0.4997079708572622,-0.1410145815801873,0.6200123225703154,0.8389854184198127,0.16,0.2,0.0,0.0,nearest_slice_clamp,True,0.90572334671896,1.1299608977026387,False,False,False,optional high-temperature isothermal comparator not previously defined,True,False,False,True,False,False,False,False,False
primary_125,0.62,75,40,0.85,0.1,0.0,primary_common_state,0.9186009007227222,2.0152501181369664,0.8264534419429632,0.515843610844462,-0.1535465580570367,0.6200116740139829,0.8264534419429632,0.16,0.2,0.0,0.0,nearest_slice_clamp,True,0.9036569847249298,1.4639163871355816,False,False,False,optional high-temperature isothermal comparator not previously defined,True,False,False,True,False,False,False,False,False
primary_126,0.62,75,60,0.45,0.0,0.0,primary_common_state,0.9488204834977224,1.8131230347171003,0.8099121225430473,0.420268848769856,-0.1700878774569526,0.6200046980080318,0.8099121225430473,0.4,0.2,0.0,0.0,nearest_slice_clamp,True,0.9078576993356714,0.9783802086401852,False,False,False,optional high-temperature isothermal comparator not previously defined,True,False,False,True,False,False,False,False,False
primary_127,0.62,75,60,0.45,0.05,0.0,primary_common_state,0.9315255563998714,1.844283771865009,0.7990728677866757,0.4345731756129778,-0.1809271322133242,0.6200044631076302,0.7990728677866757,0.4,0.2,0.0,0.0,nearest_slice_clamp,True,0.9056389975634448,1.1929708229281315,False,False,False,optional high-temperature isothermal comparator not previously defined,True,False,False,True,False,False,False,False,False
primary_128,0.62,75,60,0.45,0.1,0.0,primary_common_state,0.9142732900118782,1.8764378239463215,0.7883240991008813,0.450176087664637,-0.1916759008991186,0.6200042282072287,0.7883240991008813,0.4,0.2,0.0,0.0,nearest_slice_clamp,True,0.9032700330251172,1.5137802185237674,False,False,False,optional high-temperature isothermal comparator not previously defined,True,False,False,True,False,False,False,False,False
primary_129,0.62,75,60,0.65,0.0,0.0,primary_common_state,0.9193896568363114,1.487572984330218,0.779807792250421,0.3919828266638891,-0.200192207749579,0.6200036907127162,0.779807792250421,0.4,0.28,0.0,0.0,nearest_slice_clamp,True,0.903862812012542,1.2010817417397828,False,False,False,optional high-temperature isothermal comparator not previously defined,True,False,False,True,False,False,False,False,False
primary_130,0.62,75,60,0.65,0.05,0.0,primary_common_state,0.9033093967556473,1.5244505921435645,0.7705753234264433,0.4057217294562403,-0.2094246765735566,0.6200035061770803,0.7705753234264433,0.4,0.28,0.0,0.0,nearest_slice_clamp,True,0.9025117347112536,1.5064877280233315,False,False,False,optional high-temperature isothermal comparator not previously defined,True,False,False,True,False,False,False,False,False
primary_131,0.62,75,60,0.65,0.1,0.0,primary_common_state,0.8872790100468475,1.5639098513051135,0.7614271159389516,0.4207282604624821,-0.2185728840610483,0.6200033216414446,0.7614271159389516,0.4,0.24,0.0,0.0,nearest_slice_clamp,True,0.9013648048408668,2.0069797098746984,False,False,False,optional high-temperature isothermal comparator not previously defined,True,False,False,True,False,False,False,False,False
primary_132,0.62,75,60,0.85,0.0,0.0,primary_common_state,0.9005707605059877,1.342988747619148,0.7626793382289276,0.3766534912686726,-0.2173206617710723,0.6200030270496673,0.7626793382289276,0.48,0.36,0.0,0.0,nearest_slice_clamp,True,0.902593135871885,1.3860033292362246,False,False,False,optional high-temperature isothermal comparator not previously defined,True,False,False,True,False,False,False,False,False
primary_133,0.62,75,60,0.85,0.05,0.0,primary_common_state,0.8853196453116664,1.379004852873198,0.754363326804459,0.3899575943170027,-0.225636673195541,0.6200028756971839,0.754363326804459,0.44,0.36,0.0,0.0,nearest_slice_clamp,True,0.9016575916838634,1.7620319276868788,False,False,False,optional high-temperature isothermal comparator not previously defined,True,False,False,True,False,False,False,False,False
primary_134,0.62,75,60,0.85,0.1,0.0,primary_common_state,0.8701249794772009,1.4178033550170872,0.7461277495813423,0.4044976608111589,-0.2338722504186576,0.6200027243447005,0.7461277495813423,0.44,0.36,0.0,0.0,nearest_slice_clamp,True,0.900708176152731,2.3799861998467713,False,False,False,optional high-temperature isothermal comparator not previously defined,True,False,False,True,False,False,False,False,False
primary_135,0.66,35,10,0.45,0.0,0.0,primary_common_state,0.9996183307087698,2.185827224614644,0.9919478741276804,0.6718915983677484,0.0119478741276803,0.6600318926619959,0.9919478741276804,0.16,0.48,0.0,0.0,nearest_slice_clamp,True,0.9683733334189965,0.475145591255644,True,False,False,optional high-temperature isothermal comparator not previously defined,True,False,False,True,False,False,False,False,False
primary_136,0.66,35,10,0.45,0.05,0.0,primary_common_state,0.9852867873214082,2.1860453357234917,0.9752443346194284,0.672555498126317,-0.0047556653805715,0.6600302980288961,0.9752443346194284,0.24,0.48,0.0,0.0,nearest_slice_clamp,True,0.9538257406072552,0.4966018725732382,False,False,False,optional high-temperature isothermal comparator not previously defined,True,False,False,True,False,False,False,False,False
primary_137,0.66,35,10,0.45,0.1,0.0,primary_common_state,0.9707984998580098,2.1862852491798925,0.9585084037251916,0.6732228530881742,-0.0214915962748084,0.6600287033957963,0.9585084037251916,0.24,0.4,0.0,0.0,nearest_slice_clamp,True,0.9400169759095076,0.5274205135073871,False,False,False,optional high-temperature isothermal comparator not previously defined,True,False,False,True,False,False,False,False,False
primary_138,0.66,35,10,0.65,0.0,0.0,primary_common_state,0.999560306429571,2.1878225147626837,0.990730009771265,0.6767742446487266,0.010730009771265,0.6600318926619959,0.990730009771265,0.2,0.72,0.0,0.0,nearest_slice_clamp,True,0.9645362155083026,0.5005233618689651,False,False,False,optional high-temperature isothermal comparator not previously defined,True,False,True,True,False,False,False,False,False
primary_139,0.66,35,10,0.65,0.05,0.0,primary_common_state,0.9860278651933764,2.18804593310621,0.9742809019167492,0.6773729019262145,-0.0057190980832506,0.6600302980288961,0.9742809019167492,0.2,0.68,0.0,0.0,nearest_slice_clamp,True,0.9508518092559948,0.5232818144116829,False,False,False,optional high-temperature isothermal comparator not previously defined,True,False,True,True,False,False,False,False,False
primary_140,0.66,35,10,0.65,0.1,0.0,primary_common_state,0.9723425004877464,2.1883006575214003,0.9577646332140524,0.6780230469006504,-0.0222353667859477,0.6600287033957963,0.9577646332140524,0.2,0.64,0.0,0.0,nearest_slice_clamp,True,0.9381045259470804,0.5523159760395059,False,False,False,optional high-temperature isothermal comparator not previously defined,True,False,True,True,False,False,False,False,False
primary_141,0.66,35,10,0.85,0.0,0.0,primary_common_state,0.999520214368144,2.188935649449485,0.9899305735451378,0.6794679471930506,0.0099305735451378,0.6600318926619959,0.9899305735451378,0.2,0.24,0.0,0.0,nearest_slice_clamp,True,0.962289901397152,0.5153334262838365,False,False,False,optional high-temperature isothermal comparator not previously defined,True,False,False,True,False,False,False,False,False
primary_142,0.66,35,10,0.85,0.05,0.0,primary_common_state,0.9863518246644843,2.189169803990986,0.973635426466296,0.6800528285645802,-0.0063645735337041,0.6600302980288961,0.973635426466296,0.24,0.24,0.0,0.0,nearest_slice_clamp,True,0.9492206874254452,0.5376186951552255,False,False,False,optional high-temperature isothermal comparator not previously defined,True,False,False,True,False,False,False,False,False
primary_143,0.66,35,10,0.85,0.1,0.0,primary_common_state,0.9730385207636568,2.189406513584791,0.9572499169811888,0.68067360319215,-0.0227500830188112,0.6600287033957963,0.9572499169811888,0.24,0.24,0.0,0.0,nearest_slice_clamp,True,0.9372849602032852,0.5657581009910736,False,False,False,optional high-temperature isothermal comparator not previously defined,True,False,False,True,False,False,False,False,False
primary_144,0.66,35,15,0.45,0.0,0.0,primary_common_state,0.9995016147066452,2.1876699053950603,0.9891379630537832,0.6770502075066609,0.0091379630537833,0.6600318926619959,0.9891379630537832,0.4,0.36,0.0,0.0,nearest_slice_clamp,True,0.961290797672637,0.5162922263209034,False,False,False,optional high-temperature isothermal comparator not previously defined,True,False,False,True,False,False,False,False,False
