T1_C,switch_density,hold_h,rho1,G1_nm,first_step_growth_fraction,phi_open_total,phi_iso_total,phi_closed_total,pore_D50_1_nm,pore_D90_1_nm,fine1,R_Z_eff_1_m,S_Z_1,Gamma_growth_1,density_target,grain_threshold_um,T_lower_density_C,T_upper_growth_C,gap_C,lower_boundary_present,upper_boundary_present,success_band_present,finite_window_present,zero_width_or_isolated,lower_above_upper,lower_censored,upper_censored,success_count,gap_status,required_shift_C,desired_min_width_C
1200,0.9,5,0.9014647317470141,342.2835657342377,5.845671314684754,0.0986270268043245,3.6829484928486373e-07,4.725468084323234e-07,50.778263157337946,79.77973951750052,0.453507610744107,2.3385117043980574e-07,0.9905869896776118,0.9905870149980482,0.976,0.29,,,,False,False,False,False,False,False,True,True,0,missing_lower,,25.0
1200,0.9,10,0.9018453485511713,344.0637762178046,5.8812755243560915,0.0982474910889059,3.7161705027341205e-07,4.6938262699120037e-07,50.778263157337946,79.77973951750052,0.45186855521200764,2.35107175894324e-07,0.9906097656598385,0.9906097904890354,0.976,0.29,,,,False,False,False,False,False,False,True,True,0,missing_lower,,25.0
1200,0.9,20,0.902586112823592,347.57056665800576,5.951411333160114,0.09750879421251105,3.78146255705333e-07,4.657847836028094e-07,50.778263157337946,79.77973951750052,0.44863152899215863,2.376162963651565e-07,0.9906756972647932,0.9906757211226875,0.976,0.29,,,,False,False,False,False,False,False,True,True,0,missing_lower,,25.0
1200,0.9,30,0.9033010645144238,351.00947510792463,6.020189502158492,0.09679579458302284,3.8452670381116096e-07,4.6414233513785654e-07,50.778263157337946,79.77973951750052,0.44544734416656145,2.4012233961008403e-07,0.9907654717944763,0.9907654947070548,0.976,0.29,,,,False,False,False,False,False,False,True,True,0,missing_lower,,25.0
1200,0.9,40,0.903991826949478,354.38447531661905,6.0876895063323815,0.0961068797206827,3.907639393841118e-07,4.6362040737765765e-07,50.778263157337946,79.77973951750052,0.44231387565906055,2.426261481215069e-07,0.9908752742962591,0.9908752962996884,0.976,0.29,,,,False,False,False,False,False,False,True,True,0,missing_lower,,25.0
1300,0.7,5,0.7228473877547321,87.37322400499852,0.74746448009997,0.2917400096301129,8.849035514299971e-09,5.042195320507608e-09,25.784320092758644,63.64806837480236,0.7848029240520064,4.390981174565246e-08,0.5402364615147879,0.5404126119887681,0.976,0.29,,1100.0,,False,True,False,False,False,False,True,False,0,missing_lower,,25.0
1300,0.7,10,0.7256094218825067,89.41456685761693,0.7882913371523387,0.2889725689812291,1.0570553805582424e-08,5.8438912720089684e-09,27.962674613145605,63.64806837480236,0.7828030703915155,4.4741427525875175e-08,0.5280323956621061,0.5282019385069204,0.976,0.29,1200.0,1100.0,-100.0,True,True,False,False,False,True,False,False,0,boundary_ordering_failure,125.0,25.0
1300,0.7,20,0.7304732239251818,92.91434632520163,0.8582869265040328,0.28410211125471535,1.4552629179789991e-08,7.630537760796771e-09,27.962674613145605,63.64806837480236,0.7789938012756235,4.633445113018392e-08,0.5204937873222135,0.5206486706354019,0.976,0.29,1200.0,1000.0,-200.0,True,True,False,False,False,True,False,False,0,boundary_ordering_failure,225.0,25.0
1300,0.7,30,0.73468200400529,96.04051007560894,0.9208102015121785,0.2798891810037669,1.923511169035481e-08,9.70739852070814e-09,27.962674613145605,63.64806837480236,0.7753629852949538,4.7870246817619785e-08,0.521008182581958,0.5211513303301976,0.976,0.29,1200.0,1000.0,-200.0,True,True,False,False,False,True,False,False,0,boundary_ordering_failure,225.0,25.0
1300,0.7,40,0.7383939384995806,98.97402339848469,0.9794804679696938,0.2761743468967844,2.45787155311055e-08,1.2106069579045288e-08,27.962674613145605,63.64806837480236,0.7718660013068191,4.9369419291850286e-08,0.524311809337529,0.5244462221414395,0.976,0.29,1200.0,1000.0,-200.0,True,True,False,False,False,True,False,False,0,boundary_ordering_failure,225.0,25.0
1300,0.8,5,0.805273978427666,159.8411721147968,2.1968234422959356,0.19582265374730767,7.861807270947359e-08,5.03940433530118e-08,32.31938365391952,63.64806837480236,0.6989167950377152,8.623967959629862e-08,0.7469380558574712,0.7469508342723666,0.976,0.29,,1100.0,,False,True,False,False,False,False,True,False,0,missing_lower,,25.0
1300,0.8,10,0.8063414782551415,161.64353731124444,2.2328707462248887,0.19475569798045037,8.260418295631362e-08,5.277444068111759e-08,32.31938365391952,63.64806837480236,0.697337540848951,8.698869094030946e-08,0.7400470319497078,0.7400597874005461,0.976,0.29,1200.0,1000.0,-200.0,True,True,False,False,False,True,False,False,0,boundary_ordering_failure,225.0,25.0
1300,0.8,20,0.8083311155201055,164.96549871932226,2.299309974386445,0.19276734977114685,9.067908697880532e-08,5.7947234333866286e-08,35.0498444620914,63.64806837480236,0.6942653851783501,8.84636046254986e-08,0.730791558736983,0.7308040266871454,0.976,0.29,1200.0,1000.0,-200.0,True,True,False,False,False,True,False,False,0,boundary_ordering_failure,225.0,25.0
1300,0.8,30,0.8101577151136389,168.01661523239042,2.3603323046478084,0.19094215957007885,9.883926559537747e-08,6.350052945464393e-08,35.0498444620914,63.64806837480236,0.6912875682373957,8.991615463479742e-08,0.7258425458378035,0.7258545748897204,0.976,0.29,1200.0,1000.0,-200.0,True,True,False,False,False,True,False,False,0,boundary_ordering_failure,225.0,25.0
1300,0.8,40,0.8118480520291792,170.8800338921881,2.4176006778437618,0.18925325471426657,1.0703265891855189e-07,6.931786224000181e-08,35.0498444620914,63.64806837480236,0.6883873109756525,9.135296331543732e-08,0.7237077582156024,0.7237193099481553,0.976,0.29,1200.0,1000.0,-200.0,True,True,False,False,False,True,False,False,0,boundary_ordering_failure,225.0,25.0
1300,0.9,5,0.900812416189475,336.2252743459968,5.724505486919935,0.0985063203936579,3.150468436763429e-07,4.0723884780216216e-07,50.77826315733794,79.77973951750052,0.4574687217419389,2.3430146488815086e-07,0.9934872207817816,0.9934872373894796,0.976,0.29,,,,False,False,False,False,False,False,True,True,0,missing_lower,,25.0
1300,0.9,10,0.90107481616061,337.4463244719749,5.748926489439498,0.09824452372662273,3.172858079175382e-07,4.063560832240945e-07,50.77826315733794,79.77973951750052,0.45634834623864146,2.35154242683226e-07,0.9934873231003062,0.9934873394812507,0.976,0.29,1200.0,,,True,False,False,False,False,False,False,True,0,missing_upper,,25.0
1300,0.9,20,0.9015849178253043,339.8494535021111,5.79698907004222,0.09773557366835173,3.2168419556453637e-07,4.0608958313469695e-07,50.77826315733794,79.77973951750052,0.4541371655642812,2.368570634937312e-07,0.993499967730593,0.9934999836535492,0.976,0.29,1200.0,,,True,False,False,False,False,False,False,True,0,missing_upper,,25.0
1300,0.9,30,0.9020765358531665,342.2033741681798,5.844067483363595,0.09724504059921794,3.2597998290817597e-07,4.068223072332274e-07,50.77826315733794,79.77973951750052,0.4519639039603065,2.385568529071515e-07,0.9935274764571874,0.9935274919238511,0.976,0.29,1200.0,,,True,False,False,False,False,False,False,True,0,missing_upper,,25.0
1300,0.9,40,0.9025508868600666,344.51109519218966,5.890221903843792,0.0967717144420464,3.301771198115381e-07,4.080766920956321e-07,50.77826315733794,79.77973951750052,0.44982691552831655,2.402542753435474e-07,0.9935678116791381,0.9935678266985809,0.976,0.29,1200.0,,,True,False,False,False,False,False,False,True,0,missing_upper,,25.0
1400,0.7,5,0.763782185525167,99.61978541767552,0.9923957083535102,0.2726426804149903,1.6609062742000802e-08,9.791674904914065e-09,27.418085983048865,63.64806837480235,0.7175953692227359,5.141872426360424e-08,0.5955694125150885,0.5957045933366134,0.976,0.29,1300.0,1100.0,-200.0,True,True,False,False,False,True,False,False,0,boundary_ordering_failure,225.0,25.0
1400,0.7,10,0.7658406319015512,101.13622501456231,1.0227245002912462,0.2705867951657475,1.791375974175307e-08,1.0396976960442499e-08,29.051851873339082,63.64806837480235,0.7160994296711493,5.2040137020826266e-08,0.5871190331734706,0.5872490875221068,0.976,0.29,1200.0,1100.0,-100.0,True,True,False,False,False,True,False,False,0,boundary_ordering_failure,125.0,25.0
1400,0.7,20,0.7694693717602632,103.74749255109867,1.0749498510219733,0.2669626706843287,2.0927054245379595e-08,1.1747004625666092e-08,29.051851873339082,63.64806837480235,0.7132478024446581,5.323215431106458e-08,0.5819709390226806,0.5820900624432227,0.976,0.29,1200.0,1000.0,-200.0,True,True,False,False,False,True,False,False,0,boundary_ordering_failure,225.0,25.0
1400,0.7,30,0.7726119614337195,106.08584289841072,1.1217168579682144,0.2638239805165056,2.4464525847711856e-08,1.331627732531304e-08,29.051851873339082,63.64806837480235,0.7105284497623088,5.438235161575049e-08,0.5825162903658241,0.5826267358371625,0.976,0.29,1200.0,1000.0,-200.0,True,True,False,False,False,True,False,False,0,boundary_ordering_failure,225.0,25.0
1400,0.7,40,0.7753849475665575,108.28232162045438,1.1656464324090874,0.2610543064983003,2.849600381271107e-08,1.5127743563342326e-08,29.051851873339082,63.64806837480235,0.7079086916008908,5.550561212395047e-08,0.5850565632465026,0.585160554980902,0.976,0.29,1200.0,1000.0,-200.0,True,True,False,False,False,True,False,False,0,boundary_ordering_failure,225.0,25.0
1400,0.8,5,0.8185497742686528,174.21506999481596,2.484301399896319,0.1841421188950314,9.70311587529781e-08,7.029383408323492e-08,34.36722926004843,63.64806837480235,0.6738254971090109,9.715929304919011e-08,0.7922333169859928,0.7922430923217101,0.976,0.29,1300.0,1100.0,-200.0,True,True,False,False,False,True,False,False,0,boundary_ordering_failure,225.0,25.0
1400,0.8,10,0.8193477447409501,175.56129128475067,2.511225825695013,0.18334588237403754,1.0002381618784838e-07,7.209161964791602e-08,34.36722926004843,63.64806837480235,0.6726426591437396,9.772037528758639e-08,0.7871959058063969,0.7872056557853694,0.976,0.29,1200.0,1000.0,-200.0,True,True,False,False,False,True,False,False,0,boundary_ordering_failure,225.0,25.0
1400,0.8,20,0.820835489982862,178.04461998019775,2.560892399603955,0.18186134058011372,1.0608424616875651e-07,7.598850845273561e-08,36.415074866177335,63.64806837480235,0.6703411701021305,9.882556232385456e-08,0.7804500754735005,0.7804596010355601,0.976,0.29,1200.0,1000.0,-200.0,True,True,False,False,False,True,False,False,0,boundary_ordering_failure,225.0,25.0
1400,0.8,30,0.8222017475584515,180.3274241964298,2.606548483928596,0.18049798012528856,1.1220648778942598e-07,8.016506303645846e-08,36.415074866177335,63.64806837480235,0.6681099191667147,9.99142857459686e-08,0.7768665066222684,0.7768757000630047,0.976,0.29,1200.0,1000.0,-200.0,True,True,False,False,False,True,False,False,0,boundary_ordering_failure,225.0,25.0
1400,0.8,40,0.8234663688489265,182.47106332952256,2.649421266590451,0.17923599227151238,1.1835188818166316e-07,8.453634772747827e-08,36.415074866177335,63.64806837480235,0.6659365035837749,1.0099139632074324e-07,0.7753493574043827,0.7753581927048396,0.976,0.29,1200.0,1000.0,-200.0,True,True,False,False,False,True,False,False,0,boundary_ordering_failure,225.0,25.0
1400,0.9,5,0.9013934446027443,355.7970193136837,6.1159403862736745,0.09348790558822505,3.3533928129695246e-07,4.520417863223026e-07,50.778263157337946,79.77973951750052,0.4554885576790828,2.555153555561698e-07,0.9948715431328119,0.9948715557533576,0.976,0.29,1200.0,,,True,False,False,False,False,False,False,True,0,missing_upper,,25.0
1400,0.9,10,0.9015899945288248,356.7121375119168,6.134242750238337,0.09329193210706033,3.3701651630358243e-07,4.514360360828741e-07,50.778263157337946,79.77973951750052,0.45464878106033324,2.5615485484153407e-07,0.9948719473581041,0.9948719598083329,0.976,0.29,1200.0,,,True,False,False,False,False,False,False,True,0,missing_upper,,25.0
1400,0.9,20,0.9019720968977026,358.5132106597315,6.17026421319463,0.0929109285462726,3.4031144920889524e-07,4.512890134751934e-07,50.778263157337946,79.77973951750052,0.45299136957662856,2.574318242926637e-07,0.9948820301447029,0.9948820422512237,0.976,0.29,1200.0,,,True,False,False,False,False,False,False,True,0,missing_upper,,25.0
1400,0.9,30,0.9023403684310005,360.2774569223033,6.205549138446067,0.09254369017764102,3.435295827284393e-07,4.518645752833054e-07,50.778263157337946,79.77973951750052,0.4513623536015893,2.5870654665635814e-07,0.9949031866222096,0.994903198386609,0.976,0.29,1200.0,,,True,False,False,False,False,False,False,True,0,missing_upper,,25.0
1400,0.9,40,0.9026957183743032,362.0071248961665,6.24014249792333,0.0921893142151809,3.46673871154559e-07,4.528198936341262e-07,50.778263157337946,79.77973951750052,0.449760503120136,2.5997951729542113e-07,0.9949338902815774,0.994933901710902,0.976,0.29,1200.0,,,True,False,False,False,False,False,False,True,0,missing_upper,,25.0
1500,0.7,5,0.7639256855211367,99.7280364110552,0.994560728221104,0.27253509416345834,1.6671075903914662e-08,9.821001508595907e-09,27.418085983048865,63.64806837480235,0.7174937309661444,5.1450361646408654e-08,0.594968098914183,0.5951030702203426,0.976,0.29,1300.0,1100.0,-200.0,True,True,False,False,False,True,False,False,0,boundary_ordering_failure,225.0,25.0
1500,0.7,10,0.7659712766168055,101.23055555374297,1.0246111110748592,0.27048886514777504,1.7982549510994772e-08,1.0428348031154693e-08,29.051851873339082,63.64806837480235,0.7160016533732998,5.207065952745811e-08,0.5868480979357535,0.5869778688798587,0.976,0.29,1200.0,1100.0,-100.0,True,True,False,False,False,True,False,False,0,boundary_ordering_failure,125.0,25.0
1500,0.7,20,0.7695811358719139,103.82870458581586,1.0765740917163171,0.26687890379167517,2.1009198820383107e-08,1.1783437454142539e-08,29.051851873339082,63.64806837480235,0.713155273339412,5.326133309321317e-08,0.5819408066422473,0.5820596823731046,0.976,0.29,1200.0,1000.0,-200.0,True,True,False,False,False,True,False,False,0,boundary_ordering_failure,225.0,25.0
1500,0.7,30,0.7727098549630127,106.16092480728386,1.123218496145677,0.2637506117707484,2.4559446924937666e-08,1.335854452497861e-08,29.051851873339082,63.64806837480235,0.7104396457601921,5.4410718706314046e-08,0.5825629243117822,0.5826731836925481,0.976,0.29,1200.0,1000.0,-200.0,True,True,False,False,False,True,False,False,0,boundary_ordering_failure,225.0,25.0
1500,0.7,40,0.7754719573214144,108.35380709686196,1.1670761419372389,0.2609890951192216,2.8602771999694825e-08,1.5176253083309222e-08,29.051851873339082,63.64806837480235,0.7078228479882682,5.553342733845538e-08,0.5851334850406207,0.5852373388538178,0.976,0.29,1200.0,1000.0,-200.0,True,True,False,False,False,True,False,False,0,boundary_ordering_failure,225.0,25.0
1500,0.8,5,0.8186042277321897,174.30745239395836,2.4861490478791666,0.18410135029815722,9.718004523686034e-08,7.038067919656772e-08,34.36722926004843,63.64806837480235,0.6737458813268138,9.718751115238208e-08,0.7919498084921386,0.7919595845641374,0.976,0.29,1300.0,1100.0,-200.0,True,True,False,False,False,True,False,False,0,boundary_ordering_failure,225.0,25.0
1500,0.8,10,0.8193995656162701,175.64820654378556,2.512964130875711,0.18330708549061886,1.0017421436885735e-07,7.218458088055517e-08,34.36722926004843,63.64806837480235,0.6725646303370142,9.774826071630932e-08,0.7869769466613761,0.7869866934262215,0.976,0.29,1200.0,1000.0,-200.0,True,True,False,False,False,True,False,False,0,boundary_ordering_failure,225.0,25.0
1500,0.8,20,0.8208828597253102,178.1235099280974,2.5624701985619485,0.1818258766998752,1.0623672612280927e-07,7.608996974402208e-08,36.415074866177335,63.64806837480235,0.6702657475734058,9.885295596613437e-08,0.7803274981876197,0.7803370162896471,0.976,0.29,1200.0,1000.0,-200.0,True,True,False,False,False,True,False,False,0,boundary_ordering_failure,225.0,25.0
1500,0.8,30,0.8222454469112609,180.40085208666972,2.6080170417333943,0.1804652639959673,1.1235998538263899e-07,8.02722395038149e-08,36.415074866177335,63.64806837480235,0.6680365949097498,9.994133930709139e-08,0.776807004961567,0.7768161895425119,0.976,0.29,1200.0,1000.0,-200.0,True,True,False,False,False,True,False,False,0,boundary_ordering_failure,225.0,25.0
1500,0.8,40,0.8235069527315679,182.54061105534896,2.650812221106979,0.1792056080980346,1.185055339880872e-07,8.464761635721906e-08,36.415074866177335,63.64806837480235,0.6658649476418945,1.0101820479300398e-07,0.7753311741424902,0.775340000541791,0.976,0.29,1200.0,1000.0,-200.0,True,True,False,False,False,True,False,False,0,boundary_ordering_failure,225.0,25.0
1500,0.9,5,0.9014066660467872,355.8583393118173,6.1171667862363455,0.0934780171830151,3.3542362374875577e-07,4.5199736642457923e-07,50.778263157337946,79.77973951750052,0.45543233744714867,2.555473483162449e-07,0.9948714854044118,0.994871498016489,0.976,0.29,1200.0,,,True,False,False,False,False,False,False,True,0,missing_upper,,25.0
1500,0.9,10,0.9016029644969282,356.77279195219154,6.13545583904383,0.0932822314179443,3.3709985030935317e-07,4.514182420473205e-07,50.778263157337946,79.77973951750052,0.45459306246136566,2.5618681080546014e-07,0.9948720520274389,0.9948720644691085,0.976,0.29,1200.0,,,True,False,False,False,False,False,False,True,0,missing_upper,,25.0
1500,0.9,20,0.9019845901334338,358.5725987335883,6.171451974671766,0.09290158378142188,3.4039282590224025e-07,4.5129665217972965e-07,50.778263157337946,79.77973951750052,0.45293661874972774,2.574637175531009e-07,0.994882430535624,0.9948824426335465,0.976,0.29,1200.0,,,True,False,False,False,False,False,False,True,0,missing_upper,,25.0
1500,0.9,30,0.9023524168319279,360.3356574955705,6.20671314991141,0.09253467757967743,3.4360907796333346e-07,4.518847477238211e-07,50.778263157337946,79.77973951750052,0.45130852738102106,2.5873839033024436e-07,0.9949038441131208,0.994903855869038,0.976,0.29,1200.0,,,True,False,False,False,False,False,False,True,0,missing_upper,,25.0
1500,0.9,40,0.9027073506319373,362.06420892834365,6.241284178566874,0.0921806124040209,3.467515567375093e-07,4.528469970533094e-07,50.778263157337946,79.77973951750052,0.44970756270574463,2.600113230361187e-07,0.9949347673499951,0.9949347787710711,0.976,0.29,1200.0,,,True,False,False,False,False,False,False,True,0,missing_upper,,25.0
