initial_class,rho0,G0_nm,pore_radius0_nm,pore_ln_sigma,protocol_kind,protocol_id,target_density,time_budget_h,final_density,eligible_target,reached_target,time_to_target_h,G_at_target_nm,pore_mean_radius_nm,large_pore_fraction,removable_fine_pore_fraction,f_pore,isolated_pore_fraction,cumulative_redistributed_pore_volume,E_G,heating_rate_C_min,T1_C,T2_C,switch_density
loose_fine,0.7,100.0,16.0,0.85,heating,ramp_0.5,0.95,55.5,0.91151246759721,True,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5,nan,nan,nan
loose_fine,0.7,100.0,16.0,0.85,heating,ramp_0.5,0.98,55.5,0.91151246759721,True,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5,nan,nan,nan
loose_fine,0.7,100.0,16.0,0.85,heating,ramp_1,0.8,31.75,0.9101774989414126,True,True,22.600072775697086,130.37709553044624,40.64435444587259,0.17088889947666658,0.3292183384526954,0.4362702617712176,0.0038514060326070654,0.043907572438554886,0.21631630798828488,1.0,nan,nan,nan
loose_fine,0.7,100.0,16.0,0.85,heating,ramp_1,0.85,31.75,0.9101774989414126,True,True,23.440479079141838,179.84506868954713,45.313803214455014,0.2187956558320331,0.26284954198918536,0.4105353352509007,0.05854169629153904,0.04390757430004953,0.10151043224797375,1.0,nan,nan,nan
loose_fine,0.7,100.0,16.0,0.85,heating,ramp_1,0.88,31.75,0.9101774989414126,True,True,24.411018915969624,275.00331916333533,49.25906731953572,0.2631934397280221,0.21846368343598202,0.44554814598344283,0.2476727187171754,0.0439075743006809,0.050825876088119566,1.0,nan,nan,nan
loose_fine,0.7,100.0,16.0,0.85,heating,ramp_1,0.9,31.75,0.9101774989414126,True,True,27.09297633002999,452.7295986401465,52.670668037795096,0.3043771153818252,0.18757789732715893,0.5280066567723934,0.49999999883349155,0.04390757430074027,0.032299173567257075,1.0,nan,nan,nan
loose_fine,0.7,100.0,16.0,0.85,heating,ramp_1,0.92,31.75,0.9101774989414126,True,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan
loose_fine,0.7,100.0,16.0,0.85,heating,ramp_1,0.95,31.75,0.9101774989414126,True,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan
loose_fine,0.7,100.0,16.0,0.85,heating,ramp_1,0.98,31.75,0.9101774989414126,True,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan
loose_fine,0.7,100.0,16.0,0.85,heating,ramp_5,0.8,12.75,0.9089428157284186,True,True,4.971437084899718,146.9150053701844,39.5886538266129,0.16593417560155677,0.36418728942668216,0.49146706136730794,0.003852487294239766,0.009192664884822928,0.23719434038043458,5.0,nan,nan,nan
loose_fine,0.7,100.0,16.0,0.85,heating,ramp_5,0.85,12.75,0.9089428157284186,True,True,5.417756561680387,190.29390794747962,44.383213392181084,0.2132896668848761,0.28876321107274544,0.44125481294266233,0.05855549150708063,0.009192664929474013,0.1306731517827637,5.0,nan,nan,nan
loose_fine,0.7,100.0,16.0,0.85,heating,ramp_5,0.88,12.75,0.9089428157284186,True,True,6.294546082389748,273.44672162669934,48.46562378809658,0.25742634959851274,0.23661860336441073,0.4543722216305889,0.24767065975706662,0.009192664929856856,0.05302247506726894,5.0,nan,nan,nan
loose_fine,0.7,100.0,16.0,0.85,heating,ramp_5,0.9,12.75,0.9089428157284186,True,True,8.953637420325531,447.73243300003617,51.99236844828299,0.29850214648138107,0.20015585599851748,0.533257929585546,0.4999999980844056,0.009192664929925473,0.03225844987982685,5.0,nan,nan,nan
loose_fine,0.7,100.0,16.0,0.85,heating,ramp_5,0.92,12.75,0.9089428157284186,True,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.0,nan,nan,nan
loose_fine,0.7,100.0,16.0,0.85,heating,ramp_5,0.95,12.75,0.9089428157284186,True,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.0,nan,nan,nan
loose_fine,0.7,100.0,16.0,0.85,heating,ramp_5,0.98,12.75,0.9089428157284186,True,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.0,nan,nan,nan
loose_fine,0.7,100.0,16.0,0.85,heating,ramp_10,0.8,10.375,0.9087637678500676,True,True,2.7161017826869887,149.31069638177678,39.45250361209457,0.16533762409079883,0.3691208780269889,0.49917435289625267,0.0038511672812227985,0.0046235404886786945,0.2590550990729649,10.0,nan,nan,nan
loose_fine,0.7,100.0,16.0,0.85,heating,ramp_10,0.85,10.375,0.9087637678500676,True,True,3.1553827844006337,190.8212302516165,44.263833074118295,0.21262819449974876,0.2924863535915329,0.4439280882629112,0.05853863430358617,0.004623540533553885,0.13419923141198867,10.0,nan,nan,nan
loose_fine,0.7,100.0,16.0,0.85,heating,ramp_10,0.88,10.375,0.9087637678500676,True,True,4.02809484308111,273.1028757610615,48.365989405947964,0.25674059049152737,0.2392217009702706,0.4554024160222757,0.24767420011954525,0.004623540533943787,0.05315982331593435,10.0,nan,nan,nan
loose_fine,0.7,100.0,16.0,0.85,heating,ramp_10,0.9,10.375,0.9087637678500676,True,True,6.685162194925864,447.06830523461764,51.909712876473655,0.29780961012507623,0.20191084095468317,0.5339328960079882,0.5000000006928517,0.004623540534013809,0.03224594503086442,10.0,nan,nan,nan
loose_fine,0.7,100.0,16.0,0.85,heating,ramp_10,0.92,10.375,0.9087637678500676,True,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,10.0,nan,nan,nan
loose_fine,0.7,100.0,16.0,0.85,heating,ramp_10,0.95,10.375,0.9087637678500676,True,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,10.0,nan,nan,nan
loose_fine,0.7,100.0,16.0,0.85,heating,ramp_10,0.98,10.375,0.9087637678500676,True,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,10.0,nan,nan,nan
loose_fine,0.7,100.0,16.0,0.85,heating,ramp_20,0.8,9.1875,0.9086498960996385,True,True,1.5876447493286547,150.40244830329942,39.38436353105451,0.16504311031475924,0.3716310155912078,0.5027759184694227,0.0038524981456242863,0.002318639299815724,0.2694857967370805,20.0,nan,nan,nan
loose_fine,0.7,100.0,16.0,0.85,heating,ramp_20,0.85,9.1875,0.9086498960996385,True,True,2.0237658175602586,191.0782957655339,44.204222606497645,0.2123029101197317,0.294387627663698,0.4452596181993537,0.05855564136656928,0.0023186393448920563,0.1359423272038194,20.0,nan,nan,nan
loose_fine,0.7,100.0,16.0,0.85,heating,ramp_20,0.88,9.1875,0.9086498960996385,True,True,2.8942707694296987,272.9186066463923,48.316201919866096,0.2564004793453466,0.24055250212799037,0.4559160136410275,0.24766531395499175,0.0023186393452861373,0.05322499677096246,20.0,nan,nan,nan
loose_fine,0.7,100.0,16.0,0.85,heating,ramp_20,0.9,9.1875,0.9086498960996385,True,True,5.550374639877453,446.7310588796911,51.86869278647541,0.2974674716001874,0.20280412982130389,0.5342710800425337,0.5000000004536613,0.0023186393453568854,0.03223921410266335,20.0,nan,nan,nan
loose_fine,0.7,100.0,16.0,0.85,heating,ramp_20,0.92,9.1875,0.9086498960996385,True,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,20.0,nan,nan,nan
loose_fine,0.7,100.0,16.0,0.85,heating,ramp_20,0.95,9.1875,0.9086498960996385,True,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,20.0,nan,nan,nan
loose_fine,0.7,100.0,16.0,0.85,heating,ramp_20,0.98,9.1875,0.9086498960996385,True,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,20.0,nan,nan,nan
loose_fine,0.7,100.0,16.0,0.85,heating,ramp_50,0.8,8.475,0.9085926864416707,True,True,0.9103432287212937,151.0318640470853,39.3433875680812,0.16486671258928606,0.37315169115024616,0.504878868937128,0.0038522719071194867,0.0009291137715767704,0.2756454027608198,50.0,nan,nan,nan
loose_fine,0.7,100.0,16.0,0.85,heating,ramp_50,0.85,8.475,0.9085926864416707,True,True,1.3446044700254345,191.22578806178086,44.16833884768129,0.2121075449867653,0.29554198733722514,0.4460544318087541,0.058552719864548554,0.0009291138167552438,0.13698659500288343,50.0,nan,nan,nan
loose_fine,0.7,100.0,16.0,0.85,heating,ramp_50,0.88,8.475,0.9085926864416707,True,True,2.2139981214959397,272.8184155101757,48.28644134939709,0.2561987070332173,0.24136024207333778,0.45623305265975933,0.24767288364839415,0.000929113817151589,0.053267351687703315,50.0,nan,nan,nan
loose_fine,0.7,100.0,16.0,0.85,heating,ramp_50,0.9,8.475,0.9085926864416707,True,True,4.8694948497808275,446.53195594947323,51.84420537799768,0.29726382169640375,0.20334519466896095,0.5344754981894189,0.5000000018434075,0.0009291138172227857,0.032235221422640306,50.0,nan,nan,nan
loose_fine,0.7,100.0,16.0,0.85,heating,ramp_50,0.92,8.475,0.9085926864416707,True,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,50.0,nan,nan,nan
loose_fine,0.7,100.0,16.0,0.85,heating,ramp_50,0.95,8.475,0.9085926864416707,True,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,50.0,nan,nan,nan
loose_fine,0.7,100.0,16.0,0.85,heating,ramp_50,0.98,8.475,0.9085926864416707,True,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,50.0,nan,nan,nan
loose_fine,0.7,100.0,16.0,0.85,high_T,iso_1300,0.8,96.0,0.913163744844714,True,True,3.247452937268914,122.81556798528344,39.31662907343375,0.16475180186459729,0.37414972611464364,0.43578908847559356,0.0038510323559302604,1.7058950473493197e-05,0.3440939059657382,nan,1300.0,nan,nan
loose_fine,0.7,100.0,16.0,0.85,high_T,iso_1300,0.85,96.0,0.913163744844714,True,True,6.848948465118965,153.7415745174155,44.1425617000155,0.2119695856050949,0.29637740297308934,0.3784097213165902,0.05853917804418155,1.752704340684462e-05,0.13222465380331827,nan,1300.0,nan,nan
loose_fine,0.7,100.0,16.0,0.85,high_T,iso_1300,0.88,96.0,0.913163744844714,True,True,14.485139489366242,222.87959842194095,48.25947661915677,0.25602618598428306,0.2421075902046197,0.39245885192226077,0.24766384121052987,1.753123642378303e-05,0.05243799606083482,nan,1300.0,nan,nan
loose_fine,0.7,100.0,16.0,0.85,high_T,iso_1300,0.9,96.0,0.913163744844714,True,True,37.281556338762286,367.4127188289239,51.81888360461582,0.2970708026374641,0.2039315694804982,0.46730820779223475,0.5000000000027481,1.7531991695489306e-05,0.03207866505310406,nan,1300.0,nan,nan
loose_fine,0.7,100.0,16.0,0.85,high_T,iso_1300,0.92,96.0,0.913163744844714,True,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1300.0,nan,nan
loose_fine,0.7,100.0,16.0,0.85,high_T,iso_1300,0.95,96.0,0.913163744844714,True,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1300.0,nan,nan
loose_fine,0.7,100.0,16.0,0.85,high_T,iso_1300,0.98,96.0,0.913163744844714,True,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1300.0,nan,nan
loose_fine,0.7,100.0,16.0,0.85,high_T,iso_1350,0.8,96.0,0.9214813777514155,True,True,1.5975744968526533,130.43244165103823,39.31602718549486,0.164749012320555,0.37417100957574395,0.4554732678854326,0.00385103235593026,8.539514139645679e-07,0.3119026015688157,nan,1350.0,nan,nan
loose_fine,0.7,100.0,16.0,0.85,high_T,iso_1350,0.85,96.0,0.9214813777514155,True,True,3.272655543730182,164.41639698699169,44.14435623760287,0.21197735607557885,0.2963182126981028,0.39856784867521733,0.05854759108141135,8.764548869304257e-07,0.13198541746835657,nan,1350.0,nan,nan
loose_fine,0.7,100.0,16.0,0.85,high_T,iso_1350,0.88,96.0,0.9214813777514155,True,True,6.747991161352539,237.69211183953072,48.263293267920446,0.2560460829896099,0.2419964363198076,0.4121927622888467,0.24766506358358095,8.766550951722884e-07,0.05251515828161607,nan,1350.0,nan,nan
loose_fine,0.7,100.0,16.0,0.85,high_T,iso_1350,0.9,96.0,0.9214813777514155,True,True,17.212603376449948,391.45542665194085,51.82253467734684,0.29709359510804617,0.2038402640648657,0.48875745475489907,0.4999999999866019,8.766907674167542e-07,0.03209641143295437,nan,1350.0,nan,nan
loose_fine,0.7,100.0,16.0,0.85,high_T,iso_1350,0.92,96.0,0.9214813777514155,True,True,82.80042097088983,819.0298273893148,56.373856903868244,0.3534447846110477,0.16561308758685617,0.6382436009043885,0.75233619796231,8.767355476238712e-07,0.0235501468511379,nan,1350.0,nan,nan
loose_fine,0.7,100.0,16.0,0.85,high_T,iso_1350,0.95,96.0,0.9214813777514155,True,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1350.0,nan,nan
loose_fine,0.7,100.0,16.0,0.85,high_T,iso_1350,0.98,96.0,0.9214813777514155,True,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1350.0,nan,nan
loose_fine,0.7,100.0,16.0,0.85,high_T,iso_1400,0.8,96.0,0.9275735498540086,True,True,0.8366634878436302,139.94536953115414,39.31599706993094,0.16474887287215018,0.37417207521836404,0.47908637185003944,0.0038510323559302604,4.103633511906523e-08,0.2915792968438519,nan,1400.0,nan,nan
loose_fine,0.7,100.0,16.0,0.85,high_T,iso_1400,0.85,96.0,0.9275735498540086,True,True,1.6673259375471678,176.96895031166306,44.144305231800935,0.21197644027676116,0.29631774691564694,0.4214689974255794,0.05853690287436776,4.20703372018563e-08,0.1339111443417413,nan,1400.0,nan,nan
loose_fine,0.7,100.0,16.0,0.85,high_T,iso_1400,0.88,96.0,0.9275735498540086,True,True,3.35322202159576,254.29235105898942,48.2662992164985,0.2560623137375569,0.2419098902603995,0.43356018000070845,0.24766510430005742,4.207950770933504e-08,0.05265305757780164,nan,1400.0,nan,nan
loose_fine,0.7,100.0,16.0,0.85,high_T,iso_1400,0.9,96.0,0.9275735498540086,True,True,8.483650315235586,417.9623794880764,51.82615611493143,0.29711705530952554,0.2037512719924307,0.5114046682993675,0.5000000000964959,4.2081138319104366e-08,0.03215247815075668,nan,1400.0,nan,nan
loose_fine,0.7,100.0,16.0,0.85,high_T,iso_1400,0.92,96.0,0.9275735498540086,True,True,41.3944658602741,871.7824874603456,56.37677825415991,0.3534687585846763,0.1655575414738089,0.6611301658164421,0.7523361951500244,4.208321726409721e-08,0.02367281607194124,nan,1400.0,nan,nan
loose_fine,0.7,100.0,16.0,0.85,high_T,iso_1400,0.95,96.0,0.9275735498540086,True,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1400.0,nan,nan
loose_fine,0.7,100.0,16.0,0.85,high_T,iso_1400,0.98,96.0,0.9275735498540086,True,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1400.0,nan,nan
loose_fine,0.7,100.0,16.0,0.85,two_step,two_1300_1150_0.78,0.8,96.0,0.8542340586701143,True,True,21.644231151540023,119.13543376775257,39.795882509084194,0.16722388622646214,0.3587038124042769,0.4197358237567442,0.0038510333782601092,0.010003969431655588,0.7911675509389878,nan,1300.0,1150.0,0.78
loose_fine,0.7,100.0,16.0,0.85,two_step,two_1300_1150_0.78,0.85,96.0,0.8542340586701143,True,True,86.1373989220448,137.6414903446949,44.747685838557956,0.2159064502964928,0.2802545895000588,0.3398782996666553,0.05853690520380942,0.013053034785488414,0.16277822993828958,nan,1300.0,1150.0,0.78
loose_fine,0.7,100.0,16.0,0.85,two_step,two_1300_1150_0.78,0.88,96.0,0.8542340586701143,True,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1300.0,1150.0,0.78
loose_fine,0.7,100.0,16.0,0.85,two_step,two_1300_1150_0.78,0.9,96.0,0.8542340586701143,True,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1300.0,1150.0,0.78
loose_fine,0.7,100.0,16.0,0.85,two_step,two_1300_1150_0.78,0.92,96.0,0.8542340586701143,True,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1300.0,1150.0,0.78
loose_fine,0.7,100.0,16.0,0.85,two_step,two_1300_1150_0.78,0.95,96.0,0.8542340586701143,True,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1300.0,1150.0,0.78
loose_fine,0.7,100.0,16.0,0.85,two_step,two_1300_1150_0.78,0.98,96.0,0.8542340586701143,True,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1300.0,1150.0,0.78
loose_fine,0.7,100.0,16.0,0.85,two_step,two_1300_1150_0.82,0.8,96.0,0.8679138609969884,True,True,3.247452937268914,122.81556798528344,39.31662907343375,0.16475180186459729,0.37414972611464364,0.43578908847559356,0.0038510323559302604,1.7058950473493197e-05,0.3440939059657382,nan,1300.0,1150.0,0.82
loose_fine,0.7,100.0,16.0,0.85,two_step,two_1300_1150_0.82,0.85,96.0,0.8679138609969884,True,True,43.16496388989119,142.10798891902883,44.16588080705531,0.21213297057991842,0.29578900138132036,0.3553842283247967,0.05853691514231805,0.0004398028167387285,0.21185008550059842,nan,1300.0,1150.0,0.82
loose_fine,0.7,100.0,16.0,0.85,two_step,two_1300_1150_0.82,0.88,96.0,0.8679138609969884,True,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1300.0,1150.0,0.82
loose_fine,0.7,100.0,16.0,0.85,two_step,two_1300_1150_0.82,0.9,96.0,0.8679138609969884,True,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1300.0,1150.0,0.82
loose_fine,0.7,100.0,16.0,0.85,two_step,two_1300_1150_0.82,0.92,96.0,0.8679138609969884,True,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1300.0,1150.0,0.82
loose_fine,0.7,100.0,16.0,0.85,two_step,two_1300_1150_0.82,0.95,96.0,0.8679138609969884,True,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1300.0,1150.0,0.82
loose_fine,0.7,100.0,16.0,0.85,two_step,two_1300_1150_0.82,0.98,96.0,0.8679138609969884,True,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1300.0,1150.0,0.82
loose_fine,0.7,100.0,16.0,0.85,two_step,two_1300_1150_0.85,0.8,96.0,0.8762617889476849,True,True,3.247452937268914,122.81556798528344,39.31662907343375,0.16475180186459729,0.37414972611464364,0.43578908847559356,0.0038510323559302604,1.7058950473493197e-05,0.3440939059657382,nan,1300.0,1150.0,0.85
loose_fine,0.7,100.0,16.0,0.85,two_step,two_1300_1150_0.85,0.85,96.0,0.8762617889476849,True,True,6.848948465118965,153.7415745174155,44.1425617000155,0.2119695856050949,0.29637740297308934,0.3784097213165902,0.05853917804418155,1.752704340684462e-05,0.18361128241281358,nan,1300.0,1150.0,0.85
loose_fine,0.7,100.0,16.0,0.85,two_step,two_1300_1150_0.85,0.88,96.0,0.8762617889476849,True,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1300.0,1150.0,0.85
loose_fine,0.7,100.0,16.0,0.85,two_step,two_1300_1150_0.85,0.9,96.0,0.8762617889476849,True,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1300.0,1150.0,0.85
loose_fine,0.7,100.0,16.0,0.85,two_step,two_1300_1150_0.85,0.92,96.0,0.8762617889476849,True,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1300.0,1150.0,0.85
loose_fine,0.7,100.0,16.0,0.85,two_step,two_1300_1150_0.85,0.95,96.0,0.8762617889476849,True,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1300.0,1150.0,0.85
loose_fine,0.7,100.0,16.0,0.85,two_step,two_1300_1150_0.85,0.98,96.0,0.8762617889476849,True,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1300.0,1150.0,0.85
loose_fine,0.7,100.0,16.0,0.85,two_step,two_1300_1150_0.88,0.8,96.0,0.8887657424852642,True,True,3.247452937268914,122.81556798528344,39.31662907343375,0.16475180186459729,0.37414972611464364,0.43578908847559356,0.0038510323559302604,1.7058950473493197e-05,0.3440939059657382,nan,1300.0,1150.0,0.88
loose_fine,0.7,100.0,16.0,0.85,two_step,two_1300_1150_0.88,0.85,96.0,0.8887657424852642,True,True,6.848948465118965,153.7415745174155,44.1425617000155,0.2119695856050949,0.29637740297308934,0.3784097213165902,0.05853917804418155,1.752704340684462e-05,0.13222465380331827,nan,1300.0,1150.0,0.88
loose_fine,0.7,100.0,16.0,0.85,two_step,two_1300_1150_0.88,0.88,96.0,0.8887657424852642,True,True,14.485139489366242,222.87959842194095,48.25947661915677,0.25602618598428306,0.2421075902046197,0.39245885192226077,0.24766384121052987,1.753123642378303e-05,0.1315529576203328,nan,1300.0,1150.0,0.88
loose_fine,0.7,100.0,16.0,0.85,two_step,two_1300_1150_0.88,0.9,96.0,0.8887657424852642,True,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1300.0,1150.0,0.88
loose_fine,0.7,100.0,16.0,0.85,two_step,two_1300_1150_0.88,0.92,96.0,0.8887657424852642,True,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1300.0,1150.0,0.88
loose_fine,0.7,100.0,16.0,0.85,two_step,two_1300_1150_0.88,0.95,96.0,0.8887657424852642,True,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1300.0,1150.0,0.88
loose_fine,0.7,100.0,16.0,0.85,two_step,two_1300_1150_0.88,0.98,96.0,0.8887657424852642,True,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1300.0,1150.0,0.88
loose_fine,0.7,100.0,16.0,0.85,two_step,two_1300_1150_0.90,0.8,96.0,0.9021231800206873,True,True,3.247452937268914,122.81556798528344,39.31662907343375,0.16475180186459729,0.37414972611464364,0.43578908847559356,0.0038510323559302604,1.7058950473493197e-05,0.3440939059657382,nan,1300.0,1150.0,0.9
loose_fine,0.7,100.0,16.0,0.85,two_step,two_1300_1150_0.90,0.85,96.0,0.9021231800206873,True,True,6.848948465118965,153.7415745174155,44.1425617000155,0.2119695856050949,0.29637740297308934,0.3784097213165902,0.05853917804418155,1.752704340684462e-05,0.13222465380331827,nan,1300.0,1150.0,0.9
loose_fine,0.7,100.0,16.0,0.85,two_step,two_1300_1150_0.90,0.88,96.0,0.9021231800206873,True,True,14.485139489366242,222.87959842194095,48.25947661915677,0.25602618598428306,0.2421075902046197,0.39245885192226077,0.24766384121052987,1.753123642378303e-05,0.05243799606083482,nan,1300.0,1150.0,0.9
loose_fine,0.7,100.0,16.0,0.85,two_step,two_1300_1150_0.90,0.9,96.0,0.9021231800206873,True,True,37.281556338762286,367.4127188289239,51.81888360461582,0.2970708026374641,0.2039315694804982,0.46730820779223475,0.5000000000027481,1.7531991695489306e-05,0.07665364780048005,nan,1300.0,1150.0,0.9
loose_fine,0.7,100.0,16.0,0.85,two_step,two_1300_1150_0.90,0.92,96.0,0.9021231800206873,True,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1300.0,1150.0,0.9
loose_fine,0.7,100.0,16.0,0.85,two_step,two_1300_1150_0.90,0.95,96.0,0.9021231800206873,True,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1300.0,1150.0,0.9
loose_fine,0.7,100.0,16.0,0.85,two_step,two_1300_1150_0.90,0.98,96.0,0.9021231800206873,True,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1300.0,1150.0,0.9
loose_fine,0.7,100.0,16.0,0.85,two_step,two_1300_1200_0.78,0.8,96.0,0.8857004703120307,True,True,7.134477887801765,119.81171180835393,39.34096778592846,0.16487615575300285,0.3733472461073536,0.4275118115922522,0.0038510543101505728,0.00055483236319522,0.6353128658691893,nan,1300.0,1200.0,0.78
loose_fine,0.7,100.0,16.0,0.85,two_step,two_1300_1200_0.78,0.85,96.0,0.8857004703120307,True,True,27.524463099536607,140.79321873807442,44.16987498125144,0.21215096493621022,0.29563852937525914,0.35270179887521697,0.05853698090411866,0.0007243856561428691,0.1544418208557806,nan,1300.0,1200.0,0.78
loose_fine,0.7,100.0,16.0,0.85,two_step,two_1300_1200_0.78,0.88,96.0,0.8857004703120307,True,True,74.11489081748287,200.41867804749964,48.28261449068837,0.2562155593054664,0.24160025175729874,0.36091488054563287,0.24766381015147906,0.0007260841999786215,0.05308372793655946,nan,1300.0,1200.0,0.78
loose_fine,0.7,100.0,16.0,0.85,two_step,two_1300_1200_0.78,0.9,96.0,0.8857004703120307,True,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1300.0,1200.0,0.78
