initial_class,rho0,T1_C,T2_C,switch_density,target_density,eligible_target,high_step_executed,target_after_switch,high_reached,two_step_reached,TS_pct,high_time_h,two_step_time_h,G_high_nm,G_two_step_nm,high_redistributed_volume,two_step_redistributed_volume
loose_fine,0.7,1300.0,1150.0,0.88,0.85,True,True,False,True,True,0.0,6.848948465118965,6.848948465118965,153.7415745174155,153.7415745174155,1.752704340684462e-05,1.752704340684462e-05
loose_fine,0.7,1300.0,1150.0,0.88,0.88,True,True,False,True,True,0.0,14.485139489366242,14.485139489366242,222.87959842194095,222.87959842194095,1.753123642378303e-05,1.753123642378303e-05
loose_fine,0.7,1300.0,1150.0,0.88,0.9,True,True,True,True,False,nan,37.281556338762286,nan,367.4127188289239,nan,1.7531991695489306e-05,nan
loose_fine,0.7,1300.0,1150.0,0.88,0.92,True,True,True,False,False,nan,nan,nan,nan,nan,nan,nan
loose_fine,0.7,1300.0,1150.0,0.88,0.95,True,True,True,False,False,nan,nan,nan,nan,nan,nan,nan
loose_fine,0.7,1300.0,1150.0,0.88,0.98,True,True,True,False,False,nan,nan,nan,nan,nan,nan,nan
loose_fine,0.7,1300.0,1150.0,0.9,0.8,True,True,False,True,True,0.0,3.247452937268914,3.247452937268914,122.81556798528344,122.81556798528344,1.7058950473493197e-05,1.7058950473493197e-05
loose_fine,0.7,1300.0,1150.0,0.9,0.85,True,True,False,True,True,0.0,6.848948465118965,6.848948465118965,153.7415745174155,153.7415745174155,1.752704340684462e-05,1.752704340684462e-05
loose_fine,0.7,1300.0,1150.0,0.9,0.88,True,True,False,True,True,0.0,14.485139489366242,14.485139489366242,222.87959842194095,222.87959842194095,1.753123642378303e-05,1.753123642378303e-05
loose_fine,0.7,1300.0,1150.0,0.9,0.9,True,True,False,True,True,0.0,37.281556338762286,37.281556338762286,367.4127188289239,367.4127188289239,1.7531991695489306e-05,1.7531991695489306e-05
loose_fine,0.7,1300.0,1150.0,0.9,0.92,True,True,True,False,False,nan,nan,nan,nan,nan,nan,nan
loose_fine,0.7,1300.0,1150.0,0.9,0.95,True,True,True,False,False,nan,nan,nan,nan,nan,nan,nan
loose_fine,0.7,1300.0,1150.0,0.9,0.98,True,True,True,False,False,nan,nan,nan,nan,nan,nan,nan
loose_fine,0.7,1300.0,1200.0,0.78,0.8,True,True,True,True,True,2.4458268818896354,3.247452937268914,7.134477887801765,122.81556798528344,119.81171180835393,1.7058950473493197e-05,0.00055483236319522
loose_fine,0.7,1300.0,1200.0,0.78,0.85,True,True,True,True,True,8.422156349045538,6.848948465118965,27.524463099536607,153.7415745174155,140.79321873807442,1.752704340684462e-05,0.0007243856561428691
loose_fine,0.7,1300.0,1200.0,0.78,0.88,True,True,True,True,True,10.077602675826697,14.485139489366242,74.11489081748287,222.87959842194095,200.41867804749964,1.753123642378303e-05,0.0007260841999786215
loose_fine,0.7,1300.0,1200.0,0.78,0.9,True,True,True,True,False,nan,37.281556338762286,nan,367.4127188289239,nan,1.7531991695489306e-05,nan
loose_fine,0.7,1300.0,1200.0,0.78,0.92,True,True,True,False,False,nan,nan,nan,nan,nan,nan,nan
loose_fine,0.7,1300.0,1200.0,0.78,0.95,True,True,True,False,False,nan,nan,nan,nan,nan,nan,nan
loose_fine,0.7,1300.0,1200.0,0.78,0.98,True,True,True,False,False,nan,nan,nan,nan,nan,nan,nan
loose_fine,0.7,1300.0,1200.0,0.82,0.8,True,True,False,True,True,0.0,3.247452937268914,3.247452937268914,122.81556798528344,122.81556798528344,1.7058950473493197e-05,1.7058950473493197e-05
loose_fine,0.7,1300.0,1200.0,0.82,0.85,True,True,True,True,True,5.925366808231553,6.848948465118965,17.612930829869065,153.7415745174155,144.63182229050798,1.752704340684462e-05,3.961691506012641e-05
loose_fine,0.7,1300.0,1200.0,0.82,0.88,True,True,True,True,True,9.834714263571122,14.485139489366242,62.88009709224537,222.87959842194095,200.9600267653483,1.753123642378303e-05,4.128316702874715e-05
loose_fine,0.7,1300.0,1200.0,0.82,0.9,True,True,True,True,False,nan,37.281556338762286,nan,367.4127188289239,nan,1.7531991695489306e-05,nan
loose_fine,0.7,1300.0,1200.0,0.82,0.92,True,True,True,False,False,nan,nan,nan,nan,nan,nan,nan
loose_fine,0.7,1300.0,1200.0,0.82,0.95,True,True,True,False,False,nan,nan,nan,nan,nan,nan,nan
loose_fine,0.7,1300.0,1200.0,0.82,0.98,True,True,True,False,False,nan,nan,nan,nan,nan,nan,nan
loose_fine,0.7,1300.0,1200.0,0.85,0.8,True,True,False,True,True,0.0,3.247452937268914,3.247452937268914,122.81556798528344,122.81556798528344,1.7058950473493197e-05,1.7058950473493197e-05
loose_fine,0.7,1300.0,1200.0,0.85,0.85,True,True,False,True,True,0.0,6.848948465118965,6.848948465118965,153.7415745174155,153.7415745174155,1.752704340684462e-05,1.752704340684462e-05
loose_fine,0.7,1300.0,1200.0,0.85,0.88,True,True,True,True,True,8.9926198082522,14.485139489366242,48.86579795018892,222.87959842194095,202.83688350569653,1.753123642378303e-05,1.9062165881251794e-05
loose_fine,0.7,1300.0,1200.0,0.85,0.9,True,True,True,True,False,nan,37.281556338762286,nan,367.4127188289239,nan,1.7531991695489306e-05,nan
loose_fine,0.7,1300.0,1200.0,0.85,0.92,True,True,True,False,False,nan,nan,nan,nan,nan,nan,nan
loose_fine,0.7,1300.0,1200.0,0.85,0.95,True,True,True,False,False,nan,nan,nan,nan,nan,nan,nan
loose_fine,0.7,1300.0,1200.0,0.85,0.98,True,True,True,False,False,nan,nan,nan,nan,nan,nan,nan
loose_fine,0.7,1300.0,1200.0,0.88,0.8,True,True,False,True,True,0.0,3.247452937268914,3.247452937268914,122.81556798528344,122.81556798528344,1.7058950473493197e-05,1.7058950473493197e-05
loose_fine,0.7,1300.0,1200.0,0.88,0.85,True,True,False,True,True,0.0,6.848948465118965,6.848948465118965,153.7415745174155,153.7415745174155,1.752704340684462e-05,1.752704340684462e-05
loose_fine,0.7,1300.0,1200.0,0.88,0.88,True,True,False,True,True,0.0,14.485139489366242,14.485139489366242,222.87959842194095,222.87959842194095,1.753123642378303e-05,1.753123642378303e-05
loose_fine,0.7,1300.0,1200.0,0.88,0.9,True,True,True,True,False,nan,37.281556338762286,nan,367.4127188289239,nan,1.7531991695489306e-05,nan
loose_fine,0.7,1300.0,1200.0,0.88,0.92,True,True,True,False,False,nan,nan,nan,nan,nan,nan,nan
loose_fine,0.7,1300.0,1200.0,0.88,0.95,True,True,True,False,False,nan,nan,nan,nan,nan,nan,nan
loose_fine,0.7,1300.0,1200.0,0.88,0.98,True,True,True,False,False,nan,nan,nan,nan,nan,nan,nan
loose_fine,0.7,1300.0,1200.0,0.9,0.8,True,True,False,True,True,0.0,3.247452937268914,3.247452937268914,122.81556798528344,122.81556798528344,1.7058950473493197e-05,1.7058950473493197e-05
loose_fine,0.7,1300.0,1200.0,0.9,0.85,True,True,False,True,True,0.0,6.848948465118965,6.848948465118965,153.7415745174155,153.7415745174155,1.752704340684462e-05,1.752704340684462e-05
loose_fine,0.7,1300.0,1200.0,0.9,0.88,True,True,False,True,True,0.0,14.485139489366242,14.485139489366242,222.87959842194095,222.87959842194095,1.753123642378303e-05,1.753123642378303e-05
loose_fine,0.7,1300.0,1200.0,0.9,0.9,True,True,False,True,True,0.0,37.281556338762286,37.281556338762286,367.4127188289239,367.4127188289239,1.7531991695489306e-05,1.7531991695489306e-05
loose_fine,0.7,1300.0,1200.0,0.9,0.92,True,True,True,False,False,nan,nan,nan,nan,nan,nan,nan
loose_fine,0.7,1300.0,1200.0,0.9,0.95,True,True,True,False,False,nan,nan,nan,nan,nan,nan,nan
loose_fine,0.7,1300.0,1200.0,0.9,0.98,True,True,True,False,False,nan,nan,nan,nan,nan,nan,nan
loose_fine,0.7,1300.0,1250.0,0.78,0.8,True,True,True,True,True,1.4908372861040264,3.247452937268914,4.20269181984832,122.81556798528344,120.98458770461839,1.7058950473493197e-05,4.428995038993748e-05
loose_fine,0.7,1300.0,1250.0,0.78,0.85,True,True,True,True,True,4.798529132853033,6.848948465118965,12.289513059797411,153.7415745174155,146.36424027489036,1.752704340684462e-05,5.32358766167869e-05
loose_fine,0.7,1300.0,1250.0,0.78,0.88,True,True,True,True,True,5.6028760181025525,14.485139489366242,30.263380261990545,222.87959842194095,210.39193085271475,1.753123642378303e-05,5.332113044187089e-05
loose_fine,0.7,1300.0,1250.0,0.78,0.9,True,True,True,True,True,5.695529946977608,37.281556338762286,83.99146548924847,367.4127188289239,346.4866173990179,1.7531991695489306e-05,5.333671496884579e-05
loose_fine,0.7,1300.0,1250.0,0.78,0.92,True,True,True,False,False,nan,nan,nan,nan,nan,nan,nan
loose_fine,0.7,1300.0,1250.0,0.78,0.95,True,True,True,False,False,nan,nan,nan,nan,nan,nan,nan
loose_fine,0.7,1300.0,1250.0,0.78,0.98,True,True,True,False,False,nan,nan,nan,nan,nan,nan,nan
loose_fine,0.7,1300.0,1250.0,0.82,0.8,True,True,False,True,True,0.0,3.247452937268914,3.247452937268914,122.81556798528344,122.81556798528344,1.7058950473493197e-05,1.7058950473493197e-05
loose_fine,0.7,1300.0,1250.0,0.82,0.85,True,True,True,True,True,3.454101497685115,6.848948465118965,9.79989839064608,153.7415745174155,148.43118448944477,1.752704340684462e-05,1.86378017300183e-05
loose_fine,0.7,1300.0,1250.0,0.82,0.88,True,True,True,True,True,5.460686278343125,14.485139489366242,27.532039983585296,222.87959842194095,210.70884277368776,1.753123642378303e-05,1.872205426969179e-05
loose_fine,0.7,1300.0,1250.0,0.82,0.9,True,True,True,True,True,5.689199648662532,37.281556338762286,81.19872725873864,367.4127188289239,346.5098757201673,1.7531991695489306e-05,1.873762593881859e-05
loose_fine,0.7,1300.0,1250.0,0.82,0.92,True,True,True,False,False,nan,nan,nan,nan,nan,nan,nan
loose_fine,0.7,1300.0,1250.0,0.82,0.95,True,True,True,False,False,nan,nan,nan,nan,nan,nan,nan
loose_fine,0.7,1300.0,1250.0,0.82,0.98,True,True,True,False,False,nan,nan,nan,nan,nan,nan,nan
loose_fine,0.7,1300.0,1250.0,0.85,0.8,True,True,False,True,True,0.0,3.247452937268914,3.247452937268914,122.81556798528344,122.81556798528344,1.7058950473493197e-05,1.7058950473493197e-05
loose_fine,0.7,1300.0,1250.0,0.85,0.85,True,True,False,True,True,0.0,6.848948465118965,6.848948465118965,153.7415745174155,153.7415745174155,1.752704340684462e-05,1.752704340684462e-05
loose_fine,0.7,1300.0,1250.0,0.85,0.88,True,True,True,True,True,5.038896675855309,14.485139489366242,23.904698093948124,222.87959842194095,211.6489257458981,1.753123642378303e-05,1.760674833693739e-05
loose_fine,0.7,1300.0,1250.0,0.85,0.9,True,True,True,True,True,5.669235321830933,37.281556338762286,77.38963073213337,367.4127188289239,346.5832271961752,1.7531991695489306e-05,1.7622281140712146e-05
loose_fine,0.7,1300.0,1250.0,0.85,0.92,True,True,True,False,False,nan,nan,nan,nan,nan,nan,nan
loose_fine,0.7,1300.0,1250.0,0.85,0.95,True,True,True,False,False,nan,nan,nan,nan,nan,nan,nan
loose_fine,0.7,1300.0,1250.0,0.85,0.98,True,True,True,False,False,nan,nan,nan,nan,nan,nan,nan
loose_fine,0.7,1300.0,1250.0,0.88,0.8,True,True,False,True,True,0.0,3.247452937268914,3.247452937268914,122.81556798528344,122.81556798528344,1.7058950473493197e-05,1.7058950473493197e-05
loose_fine,0.7,1300.0,1250.0,0.88,0.85,True,True,False,True,True,0.0,6.848948465118965,6.848948465118965,153.7415745174155,153.7415745174155,1.752704340684462e-05,1.752704340684462e-05
loose_fine,0.7,1300.0,1250.0,0.88,0.88,True,True,False,True,True,0.0,14.485139489366242,14.485139489366242,222.87959842194095,222.87959842194095,1.753123642378303e-05,1.753123642378303e-05
loose_fine,0.7,1300.0,1250.0,0.88,0.9,True,True,True,True,True,5.418769853760301,37.281556338762286,65.72696854506182,367.4127188289239,347.5034691821411,1.7531991695489306e-05,1.7546345445214935e-05
loose_fine,0.7,1300.0,1250.0,0.88,0.92,True,True,True,False,False,nan,nan,nan,nan,nan,nan,nan
loose_fine,0.7,1300.0,1250.0,0.88,0.95,True,True,True,False,False,nan,nan,nan,nan,nan,nan,nan
loose_fine,0.7,1300.0,1250.0,0.88,0.98,True,True,True,False,False,nan,nan,nan,nan,nan,nan,nan
loose_fine,0.7,1300.0,1250.0,0.9,0.8,True,True,False,True,True,0.0,3.247452937268914,3.247452937268914,122.81556798528344,122.81556798528344,1.7058950473493197e-05,1.7058950473493197e-05
loose_fine,0.7,1300.0,1250.0,0.9,0.85,True,True,False,True,True,0.0,6.848948465118965,6.848948465118965,153.7415745174155,153.7415745174155,1.752704340684462e-05,1.752704340684462e-05
loose_fine,0.7,1300.0,1250.0,0.9,0.88,True,True,False,True,True,0.0,14.485139489366242,14.485139489366242,222.87959842194095,222.87959842194095,1.753123642378303e-05,1.753123642378303e-05
loose_fine,0.7,1300.0,1250.0,0.9,0.9,True,True,False,True,True,0.0,37.281556338762286,37.281556338762286,367.4127188289239,367.4127188289239,1.7531991695489306e-05,1.7531991695489306e-05
loose_fine,0.7,1300.0,1250.0,0.9,0.92,True,True,True,False,False,nan,nan,nan,nan,nan,nan,nan
loose_fine,0.7,1300.0,1250.0,0.9,0.95,True,True,True,False,False,nan,nan,nan,nan,nan,nan,nan
loose_fine,0.7,1300.0,1250.0,0.9,0.98,True,True,True,False,False,nan,nan,nan,nan,nan,nan,nan
loose_fine,0.7,1300.0,1300.0,0.78,0.8,True,True,True,True,True,0.0,3.247452937268914,3.247452937268914,122.81556798528344,122.81556798528344,1.7058950473493197e-05,1.7058950473493197e-05
loose_fine,0.7,1300.0,1300.0,0.78,0.85,True,True,True,True,True,0.0,6.848948465118965,6.848948465118965,153.7415745174155,153.7415745174155,1.752704340684462e-05,1.752704340684462e-05
loose_fine,0.7,1300.0,1300.0,0.78,0.88,True,True,True,True,True,0.0,14.485139489366242,14.485139489366242,222.87959842194095,222.87959842194095,1.753123642378303e-05,1.753123642378303e-05
loose_fine,0.7,1300.0,1300.0,0.78,0.9,True,True,True,True,True,0.0,37.281556338762286,37.281556338762286,367.4127188289239,367.4127188289239,1.7531991695489306e-05,1.7531991695489306e-05
loose_fine,0.7,1300.0,1300.0,0.78,0.92,True,True,True,False,False,nan,nan,nan,nan,nan,nan,nan
loose_fine,0.7,1300.0,1300.0,0.78,0.95,True,True,True,False,False,nan,nan,nan,nan,nan,nan,nan
loose_fine,0.7,1300.0,1300.0,0.78,0.98,True,True,True,False,False,nan,nan,nan,nan,nan,nan,nan
loose_fine,0.7,1300.0,1300.0,0.82,0.8,True,True,False,True,True,0.0,3.247452937268914,3.247452937268914,122.81556798528344,122.81556798528344,1.7058950473493197e-05,1.7058950473493197e-05
loose_fine,0.7,1300.0,1300.0,0.82,0.85,True,True,True,True,True,0.0,6.848948465118965,6.848948465118965,153.7415745174155,153.7415745174155,1.752704340684462e-05,1.752704340684462e-05
loose_fine,0.7,1300.0,1300.0,0.82,0.88,True,True,True,True,True,0.0,14.485139489366242,14.485139489366242,222.87959842194095,222.87959842194095,1.753123642378303e-05,1.753123642378303e-05
loose_fine,0.7,1300.0,1300.0,0.82,0.9,True,True,True,True,True,0.0,37.281556338762286,37.281556338762286,367.4127188289239,367.4127188289239,1.7531991695489306e-05,1.7531991695489306e-05
loose_fine,0.7,1300.0,1300.0,0.82,0.92,True,True,True,False,False,nan,nan,nan,nan,nan,nan,nan
loose_fine,0.7,1300.0,1300.0,0.82,0.95,True,True,True,False,False,nan,nan,nan,nan,nan,nan,nan
loose_fine,0.7,1300.0,1300.0,0.82,0.98,True,True,True,False,False,nan,nan,nan,nan,nan,nan,nan
loose_fine,0.7,1300.0,1300.0,0.85,0.8,True,True,False,True,True,0.0,3.247452937268914,3.247452937268914,122.81556798528344,122.81556798528344,1.7058950473493197e-05,1.7058950473493197e-05
loose_fine,0.7,1300.0,1300.0,0.85,0.85,True,True,False,True,True,0.0,6.848948465118965,6.848948465118965,153.7415745174155,153.7415745174155,1.752704340684462e-05,1.752704340684462e-05
loose_fine,0.7,1300.0,1300.0,0.85,0.88,True,True,True,True,True,0.0,14.485139489366242,14.485139489366242,222.87959842194095,222.87959842194095,1.753123642378303e-05,1.753123642378303e-05
loose_fine,0.7,1300.0,1300.0,0.85,0.9,True,True,True,True,True,0.0,37.281556338762286,37.281556338762286,367.4127188289239,367.4127188289239,1.7531991695489306e-05,1.7531991695489306e-05
loose_fine,0.7,1300.0,1300.0,0.85,0.92,True,True,True,False,False,nan,nan,nan,nan,nan,nan,nan
loose_fine,0.7,1300.0,1300.0,0.85,0.95,True,True,True,False,False,nan,nan,nan,nan,nan,nan,nan
loose_fine,0.7,1300.0,1300.0,0.85,0.98,True,True,True,False,False,nan,nan,nan,nan,nan,nan,nan
loose_fine,0.7,1300.0,1300.0,0.88,0.8,True,True,False,True,True,0.0,3.247452937268914,3.247452937268914,122.81556798528344,122.81556798528344,1.7058950473493197e-05,1.7058950473493197e-05
loose_fine,0.7,1300.0,1300.0,0.88,0.85,True,True,False,True,True,0.0,6.848948465118965,6.848948465118965,153.7415745174155,153.7415745174155,1.752704340684462e-05,1.752704340684462e-05
loose_fine,0.7,1300.0,1300.0,0.88,0.88,True,True,False,True,True,0.0,14.485139489366242,14.485139489366242,222.87959842194095,222.87959842194095,1.753123642378303e-05,1.753123642378303e-05
loose_fine,0.7,1300.0,1300.0,0.88,0.9,True,True,True,True,True,0.0,37.281556338762286,37.281556338762286,367.4127188289239,367.4127188289239,1.7531991695489306e-05,1.7531991695489306e-05
loose_fine,0.7,1300.0,1300.0,0.88,0.92,True,True,True,False,False,nan,nan,nan,nan,nan,nan,nan
loose_fine,0.7,1300.0,1300.0,0.88,0.95,True,True,True,False,False,nan,nan,nan,nan,nan,nan,nan
loose_fine,0.7,1300.0,1300.0,0.88,0.98,True,True,True,False,False,nan,nan,nan,nan,nan,nan,nan
loose_fine,0.7,1300.0,1300.0,0.9,0.8,True,True,False,True,True,0.0,3.247452937268914,3.247452937268914,122.81556798528344,122.81556798528344,1.7058950473493197e-05,1.7058950473493197e-05
loose_fine,0.7,1300.0,1300.0,0.9,0.85,True,True,False,True,True,0.0,6.848948465118965,6.848948465118965,153.7415745174155,153.7415745174155,1.752704340684462e-05,1.752704340684462e-05
loose_fine,0.7,1300.0,1300.0,0.9,0.88,True,True,False,True,True,0.0,14.485139489366242,14.485139489366242,222.87959842194095,222.87959842194095,1.753123642378303e-05,1.753123642378303e-05
loose_fine,0.7,1300.0,1300.0,0.9,0.9,True,True,False,True,True,0.0,37.281556338762286,37.281556338762286,367.4127188289239,367.4127188289239,1.7531991695489306e-05,1.7531991695489306e-05
loose_fine,0.7,1300.0,1300.0,0.9,0.92,True,True,True,False,False,nan,nan,nan,nan,nan,nan,nan
loose_fine,0.7,1300.0,1300.0,0.9,0.95,True,True,True,False,False,nan,nan,nan,nan,nan,nan,nan
loose_fine,0.7,1300.0,1300.0,0.9,0.98,True,True,True,False,False,nan,nan,nan,nan,nan,nan,nan
loose_fine,0.7,1350.0,1150.0,0.78,0.8,True,True,True,True,True,4.089515026123943,1.5975744968526533,19.480047410262515,130.43244165103823,125.09838735077868,8.539514139645679e-07,0.009468642941750073
loose_fine,0.7,1350.0,1150.0,0.78,0.85,True,True,True,True,True,14.421737817679903,3.272655543730182,80.23833281088079,164.41639698699169,140.70469528425198,8.764548869304257e-07,0.012372394336839374
loose_fine,0.7,1350.0,1150.0,0.78,0.88,True,True,True,True,False,nan,6.747991161352539,nan,237.69211183953072,nan,8.766550951722884e-07,nan
loose_fine,0.7,1350.0,1150.0,0.78,0.9,True,True,True,True,False,nan,17.212603376449948,nan,391.45542665194085,nan,8.766907674167542e-07,nan
loose_fine,0.7,1350.0,1150.0,0.78,0.92,True,True,True,True,False,nan,82.80042097088983,nan,819.0298273893148,nan,8.767355476238712e-07,nan
loose_fine,0.7,1350.0,1150.0,0.78,0.95,True,True,True,False,False,nan,nan,nan,nan,nan,nan,nan
loose_fine,0.7,1350.0,1150.0,0.78,0.98,True,True,True,False,False,nan,nan,nan,nan,nan,nan,nan
loose_fine,0.7,1350.0,1150.0,0.82,0.8,True,True,False,True,True,0.0,1.5975744968526533,1.5975744968526533,130.43244165103823,130.43244165103823,8.539514139645679e-07,8.539514139645679e-07
loose_fine,0.7,1350.0,1150.0,0.82,0.85,True,True,True,True,True,9.786776334221313,3.272655543730182,38.05950714609289,164.41639698699169,148.32533195708942,8.764548869304257e-07,0.00041553091924460063
loose_fine,0.7,1350.0,1150.0,0.82,0.88,True,True,True,True,False,nan,6.747991161352539,nan,237.69211183953072,nan,8.766550951722884e-07,nan
loose_fine,0.7,1350.0,1150.0,0.82,0.9,True,True,True,True,False,nan,17.212603376449948,nan,391.45542665194085,nan,8.766907674167542e-07,nan
loose_fine,0.7,1350.0,1150.0,0.82,0.92,True,True,True,True,False,nan,82.80042097088983,nan,819.0298273893148,nan,8.767355476238712e-07,nan
loose_fine,0.7,1350.0,1150.0,0.82,0.95,True,True,True,False,False,nan,nan,nan,nan,nan,nan,nan
loose_fine,0.7,1350.0,1150.0,0.82,0.98,True,True,True,False,False,nan,nan,nan,nan,nan,nan,nan
loose_fine,0.7,1350.0,1150.0,0.85,0.8,True,True,False,True,True,0.0,1.5975744968526533,1.5975744968526533,130.43244165103823,130.43244165103823,8.539514139645679e-07,8.539514139645679e-07
loose_fine,0.7,1350.0,1150.0,0.85,0.85,True,True,False,True,True,0.0,3.272655543730182,3.272655543730182,164.41639698699169,164.41639698699169,8.764548869304257e-07,8.764548869304257e-07
loose_fine,0.7,1350.0,1150.0,0.85,0.88,True,True,True,True,False,nan,6.747991161352539,nan,237.69211183953072,nan,8.766550951722884e-07,nan
loose_fine,0.7,1350.0,1150.0,0.85,0.9,True,True,True,True,False,nan,17.212603376449948,nan,391.45542665194085,nan,8.766907674167542e-07,nan
loose_fine,0.7,1350.0,1150.0,0.85,0.92,True,True,True,True,False,nan,82.80042097088983,nan,819.0298273893148,nan,8.767355476238712e-07,nan
loose_fine,0.7,1350.0,1150.0,0.85,0.95,True,True,True,False,False,nan,nan,nan,nan,nan,nan,nan
loose_fine,0.7,1350.0,1150.0,0.85,0.98,True,True,True,False,False,nan,nan,nan,nan,nan,nan,nan
loose_fine,0.7,1350.0,1150.0,0.88,0.8,True,True,False,True,True,0.0,1.5975744968526533,1.5975744968526533,130.43244165103823,130.43244165103823,8.539514139645679e-07,8.539514139645679e-07
loose_fine,0.7,1350.0,1150.0,0.88,0.85,True,True,False,True,True,0.0,3.272655543730182,3.272655543730182,164.41639698699169,164.41639698699169,8.764548869304257e-07,8.764548869304257e-07
loose_fine,0.7,1350.0,1150.0,0.88,0.88,True,True,False,True,True,0.0,6.747991161352539,6.747991161352539,237.69211183953072,237.69211183953072,8.766550951722884e-07,8.766550951722884e-07
loose_fine,0.7,1350.0,1150.0,0.88,0.9,True,True,True,True,False,nan,17.212603376449948,nan,391.45542665194085,nan,8.766907674167542e-07,nan
loose_fine,0.7,1350.0,1150.0,0.88,0.92,True,True,True,True,False,nan,82.80042097088983,nan,819.0298273893148,nan,8.767355476238712e-07,nan
loose_fine,0.7,1350.0,1150.0,0.88,0.95,True,True,True,False,False,nan,nan,nan,nan,nan,nan,nan
loose_fine,0.7,1350.0,1150.0,0.88,0.98,True,True,True,False,False,nan,nan,nan,nan,nan,nan,nan
loose_fine,0.7,1350.0,1150.0,0.9,0.8,True,True,False,True,True,0.0,1.5975744968526533,1.5975744968526533,130.43244165103823,130.43244165103823,8.539514139645679e-07,8.539514139645679e-07
loose_fine,0.7,1350.0,1150.0,0.9,0.85,True,True,False,True,True,0.0,3.272655543730182,3.272655543730182,164.41639698699169,164.41639698699169,8.764548869304257e-07,8.764548869304257e-07
loose_fine,0.7,1350.0,1150.0,0.9,0.88,True,True,False,True,True,0.0,6.747991161352539,6.747991161352539,237.69211183953072,237.69211183953072,8.766550951722884e-07,8.766550951722884e-07
loose_fine,0.7,1350.0,1150.0,0.9,0.9,True,True,False,True,True,0.0,17.212603376449948,17.212603376449948,391.45542665194085,391.45542665194085,8.766907674167542e-07,8.766907674167542e-07
