initial_class,rho0,target_density,HR_pct,TS_pct,HR_scored,TS_scored,slow_reached,fast_reached,high_reached,two_step_reached,classification,slow_time_to_target_h,slow_G_at_target_nm,slow_pore_mean_radius_nm,slow_large_pore_fraction,slow_removable_fine_pore_fraction,slow_f_pore,slow_isolated_pore_fraction,slow_cumulative_redistributed_pore_volume,slow_E_G,fast_time_to_target_h,fast_G_at_target_nm,fast_pore_mean_radius_nm,fast_large_pore_fraction,fast_removable_fine_pore_fraction,fast_f_pore,fast_isolated_pore_fraction,fast_cumulative_redistributed_pore_volume,fast_E_G,high_time_to_target_h,high_G_at_target_nm,high_pore_mean_radius_nm,high_large_pore_fraction,high_removable_fine_pore_fraction,high_f_pore,high_isolated_pore_fraction,high_cumulative_redistributed_pore_volume,high_E_G,two_step_time_to_target_h,two_step_G_at_target_nm,two_step_pore_mean_radius_nm,two_step_large_pore_fraction,two_step_removable_fine_pore_fraction,two_step_f_pore,two_step_isolated_pore_fraction,two_step_cumulative_redistributed_pore_volume,two_step_E_G
baseline_intermediate,0.75,0.9,4.466720425640455,11.358532194692785,True,True,True,True,True,True,beneficial,117.36484415358693,468.5636840770834,56.536741612738425,0.13215371985825863,0.2211715753910106,0.47247738291975216,0.49999999930671896,0.170328209884804,0.02749770248895231,5.241342892818203,447.6342542932789,47.50348314420457,0.09096831340492824,0.36372156341344386,0.5363546286731092,0.49999999922006433,0.0021916670344244555,0.03298672049258632,15.748943695803032,392.12960675665954,47.396171317772975,0.0906630203756118,0.3664974986377509,0.49117012575060437,0.5000000000297296,5.531986989017052e-07,0.03291484670307846,68.21818000455727,347.58943912828215,47.39331134874918,0.09065805729080806,0.36657874333038537,0.4506160400577954,0.4999999999997242,7.491958846022872e-07,0.03325954346973269
baseline_intermediate,0.75,0.92,nan,nan,False,False,False,False,True,False,unattainable,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,80.38961652259052,807.88346972711,50.53871368209523,0.10984186424583521,0.3194669033955174,0.6462944951897049,0.7523361976854318,5.533385578954263e-07,0.02401269919209227,nan,nan,nan,nan,nan,nan,nan,nan,nan
baseline_intermediate,0.75,0.95,nan,nan,False,False,False,False,False,False,requires late-stage physics,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
baseline_intermediate,0.75,0.98,nan,nan,False,False,False,False,False,False,requires late-stage physics,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
predensified_partially_isolated,0.82,0.8,nan,nan,False,False,True,True,True,True,neutral,0.0,250.00000000000003,47.484021564813425,0.0029525163045289187,0.6905693711208729,0.5026109622567195,0.01160731644530458,0.0,5.1181271612006176e-90,0.0,250.00000000000003,47.484021564813425,0.0029525163045289187,0.6905693711208729,0.5026109622567195,0.01160731644530458,0.0,5.1181271612006176e-90,0.0,250.00000000000003,47.484021564813425,0.0029525163045289187,0.6905693711208729,0.5026109622567195,0.01160731644530458,0.0,2.4364499020936687,0.0,250.00000000000003,47.484021564813425,0.0029525163045289187,0.6905693711208729,0.5026109622567195,0.01160731644530458,0.0,2.4364499020936687
predensified_partially_isolated,0.82,0.85,-2.5816855154131417,0.0,True,True,True,True,True,True,harmful,101.51584900124926,252.9871430685877,51.144048797194024,0.004237295816486976,0.6097906277696796,0.4233636646629847,0.05853816030090065,0.022437657292905262,1.2890316729510816,1.347702155360195,259.51847549704695,48.781784985118,0.0034988497955640587,0.6630934754738299,0.4460093747638321,0.05855073861741957,0.00023575340666835085,0.4211447969771577,0.7437818883777468,255.22902647095768,48.75762293417832,0.0034920569403951683,0.6636629834337613,0.4407263580830467,0.05853690287436775,8.87472087260192e-09,0.8002539681129994,0.7437818883777468,255.22902647095768,48.75762293417832,0.0034920569403951683,0.6636629834337613,0.4407263580830467,0.05853690287436775,8.87472087260192e-09,0.8002539681130638
predensified_partially_isolated,0.82,0.88,-11.600342413028399,4.624056630712249,True,True,True,True,True,True,harmful,107.97230095458147,280.57911574839034,52.99086058637898,0.0051899532380832464,0.5736314501252394,0.37670990012049965,0.24766473422013607,0.022437814469817192,0.09122962670529089,2.071531723201428,313.1272539146509,50.48107446002359,0.004293049056565432,0.6282840696397705,0.42500395333645136,0.24767579497917538,0.0002357534085242561,0.07120465778160469,3.1762519329370873,287.8517819041811,50.45413312951748,0.004284698062036156,0.6289033735978422,0.398899237619683,0.2476652080623554,9.694229317598687e-09,0.09555388258362375,11.013553372016744,274.54135249641746,50.45228443469019,0.004284544281320474,0.6289509692110121,0.38459577483879,0.24766391889574285,2.916355781055936e-07,0.14639410879188236
predensified_partially_isolated,0.82,0.9,-5.90587169783604,10.55285162670827,True,True,True,True,True,True,harmful,116.0057936474982,457.49329857189116,54.59635557566178,0.0061192193007035805,0.5435230541205948,0.46439154132045074,0.49999999967153197,0.02243781473871629,0.027030424112947683,4.696460770905778,484.512265811745,51.9806747712968,0.005069835531960779,0.5986089868395258,0.5009551852225893,0.500000000572896,0.00023575340901610026,0.033731590879765794,13.165474955438572,427.0174265869157,51.95125207017031,0.005059950735598469,0.5992703005750236,0.4582410462207722,0.5000000000148581,9.934792222805283e-09,0.03448656756946788,58.902636154529795,381.95491113901056,51.94897088647053,0.005059745435299513,0.599328017581108,0.4220563310055211,0.4999999999999445,3.9210933059933154e-07,0.03634536706967873
predensified_partially_isolated,0.82,0.92,nan,nan,False,False,False,False,True,False,unattainable,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,79.04300331950063,868.9492933019773,53.91682157768915,0.006195113652026627,0.5618654096609651,0.6186320176741539,0.7523361974712006,1.0331074463018737e-08,0.02423841214146511,nan,nan,nan,nan,nan,nan,nan,nan,nan
predensified_partially_isolated,0.82,0.95,nan,nan,False,False,False,False,False,False,requires late-stage physics,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
predensified_partially_isolated,0.82,0.98,nan,nan,False,False,False,False,False,False,requires late-stage physics,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
