state_id,rho,G_nm,phi_open,phi_precursor,phi_closed,closed_fraction_of_pores,PR_memory,A_closed,external_injection
PDF_conditioned_nominal,0.66,50.00000000000001,0.3400000000000001,0.0,0.0,0.0,0.0,0.0,False
T1_switch_like,0.88,125.0,0.11999999999999997,0.0,0.0,0.0,0.0,0.0,False
candidate_like_injected,0.88,117.0,0.04199999999999998,0.0,0.078,0.6500000000000001,1.0,0.152178631,True
resolved_best_prepared,0.8021313211677201,77.08504218109171,0.15899953530783986,0.005872669758917475,0.032996473765522547,0.16675945864828592,0.0976512388180852,0.9482623904488892,False
