candidate_id,window_width_C,lower_bracketed,upper_bracketed,complete
842,0.0,False,False,False
3471,0.0,False,True,False
5601,0.0,False,False,False
6160,0.0,False,False,False
7457,0.0,False,False,False
7485,0.0,False,False,False
9815,0.0,False,False,False
9899,0.0,False,False,False
10243,0.0,False,False,False
10265,0.0,False,True,False
10953,0.0,False,False,False
11451,0.0,False,False,False
12378,0.0,False,False,False
12550,0.0,False,False,False
12567,0.0,False,True,False
12715,0.0,False,False,False
12826,0.0,True,False,False
13754,0.0,False,False,False
14846,0.0,False,False,False
15671,0.0,False,False,False
16392,0.0,False,False,False
16774,0.0,False,False,False
17634,0.0,False,False,False
18088,0.0,False,False,False
18173,0.0,False,True,False
19451,0.0,False,False,False
20150,0.0,False,False,False
20691,0.0,False,False,False
21362,0.0,False,False,False
23113,0.0,False,True,False
23870,0.0,False,False,False
24433,0.0,False,True,False
30250,0.0,False,False,False
31569,0.0,False,False,False
32217,0.0,False,False,False
32495,0.0,True,False,False
33805,0.0,False,False,False
34942,0.0,False,False,False
36389,0.0,False,False,False
39111,0.0,False,True,False
40848,0.0,False,False,False
40857,0.0,False,False,False
43095,0.0,False,True,False
44326,0.0,False,True,False
45469,0.0,False,True,False
46276,0.0,False,True,False
46299,0.0,False,False,False
46867,0.0,False,False,False
47219,0.0,False,False,False
49205,0.0,False,True,False
49306,0.0,False,True,False
49486,0.0,False,False,False
50286,0.0,False,True,False
51145,0.0,False,True,False
51726,0.0,False,False,False
52236,0.0,False,False,False
52890,0.0,False,False,False
53063,0.0,False,False,False
53366,0.0,False,False,False
54719,0.0,False,True,False
54779,0.0,False,True,False
57209,0.0,False,False,False
59478,0.0,False,False,False
59619,0.0,False,True,False
61581,0.0,False,False,False
62777,0.0,False,False,False
62816,0.0,False,False,False
63286,0.0,False,False,False
63370,0.0,False,True,False
63907,0.0,True,False,False
66561,0.0,False,False,False
68861,0.0,False,False,False
69657,0.0,False,False,False
70268,0.0,False,False,False
71246,0.0,False,True,False
72286,0.0,False,False,False
73392,0.0,False,True,False
75080,0.0,False,False,False
75667,0.0,False,False,False
76257,0.0,False,False,False
77138,0.0,False,True,False
77366,0.0,False,False,False
79605,0.0,False,False,False
80475,0.0,False,True,False
83048,0.0,False,True,False
83269,0.0,False,False,False
84981,0.0,False,True,False
85621,0.0,False,False,False
86276,0.0,False,True,False
87314,0.0,False,False,False
88402,0.0,False,True,False
89042,0.0,False,True,False
89114,0.0,False,True,False
89677,0.0,False,False,False
90703,0.0,False,False,False
90899,0.0,False,True,False
91279,0.0,False,False,False
93329,0.0,False,False,False
93578,0.0,False,False,False
93679,0.0,False,False,False
93803,0.0,False,False,False
94893,0.0,False,True,False
96178,0.0,False,False,False
97467,0.0,False,False,False
