attained,min_reduction,median_reduction,max_reduction,span20,span30,A_TS,tier,rejection_reason,candidate_id,rho_high_final,rho_two_final,G_high_final_nm,G_two_final_nm,switched,projection_only,window_width_C,lower_bracketed,upper_bracketed,complete
False,0.464320037910477,0.4732535593869696,0.4834015738022724,0.0052999999999994,0.0052999999999994,0.0033999093967274,Tier_C,incomplete_Chen_window,151102,0.9609236271527136,0.955287183005508,454.2167864895435,197.3805646506609,True,False,0.0,False,False,False
False,0.4649448811070301,0.4704045032270869,0.4762322774896512,0.0033999999999996,0.0033999999999996,0.0021616257871434,Tier_C,incomplete_Chen_window,809242,0.9606100970468806,0.9533546503147746,438.92566954409415,201.47089764571743,True,False,0.0,False,False,False
False,0.4432075625283352,0.4468571006336226,0.4507159286983759,0.0021999999999997,0.0021999999999997,0.0013028613120551,Tier_C,incomplete_Chen_window,305556,0.9605773615434916,0.9522387044215734,411.47771739203137,180.09796791102178,True,False,0.0,False,False,False
False,0.4646931433766564,0.4695531214387702,0.4746825212819714,0.0030999999999996,0.0030999999999996,0.0019658089068471,Tier_C,incomplete_Chen_window,21362,0.960960516879213,0.9530705505422412,1010.1400577120206,428.5073869987597,True,False,0.0,False,False,False
False,0.4781914393445119,0.4877039075152392,0.4982068588030073,0.0057999999999993,0.0057999999999993,0.003882197796145,Tier_C,incomplete_Chen_window,413864,0.960732552679234,0.9558253963513096,1221.0056290803552,483.7064131722629,True,False,0.0,False,False,False
False,0.4805830054277996,0.486818587361792,0.4932704522943822,0.0039999999999995,0.0039999999999995,0.0026689307955665,Tier_C,incomplete_Chen_window,408470,0.9608863121538408,0.9539617268826532,1428.6772316615748,607.7976786943776,True,False,0.0,False,False,False
False,0.4238033821133147,0.4303324011961038,0.4375472876914401,0.0039999999999995,0.0039999999999995,0.0022520127539215,Tier_C,incomplete_Chen_window,279372,0.9609921356358057,0.954001027782179,604.3735376366881,252.734417180705,True,False,0.0,False,False,False
False,0.4694440599301223,0.4731818063225195,0.4776344663519528,0.0024999999999997,0.0024999999999997,0.0016026742788969,Tier_C,incomplete_Chen_window,66561,0.9608588253175656,0.9525397542910946,1372.371125161441,543.7905561486455,True,False,0.0,False,False,False
False,0.3994924442249242,0.4055814538506967,0.4121713725367004,0.0036999999999995,0.0036999999999995,0.00192523537043,Tier_C,incomplete_Chen_window,415902,0.9607378956371848,0.953693664216301,288.25958748433135,148.66096344153488,True,False,0.0,False,False,False
False,0.3933866929562432,0.4040364960992459,0.4169162937069055,0.0059999999999993,0.0059999999999993,0.0031091288453293,Tier_C,incomplete_Chen_window,703878,0.9608890368992912,0.9559978460230772,265.21568956323284,134.3386470895466,True,False,0.0,False,False,False
False,nan,nan,nan,0.0,0.0,0.0,reject,incomplete_Chen_window,978204,0.9571708644957876,0.9473406912807356,270.23583022117276,154.82223223045312,True,False,0.0,False,False,False
False,0.3916161174118721,0.398719017621347,0.4057352766130914,0.0043999999999995,0.0043999999999995,0.0022384673601309,Tier_C,incomplete_Chen_window,288307,0.9609945347441542,0.9543518983480936,414.40284303769016,194.92947260960176,True,False,0.0,False,False,False
False,0.408235166929932,0.4122916395282739,0.4155679784247165,0.0026999999999997,0.0026999999999997,0.0014347756676248,Tier_C,incomplete_Chen_window,705289,0.960974486486546,0.952733893165256,1241.1322285926549,578.8510437489729,True,False,0.0,False,False,False
False,0.3880262891061667,0.3965982084464997,0.4027551070405725,0.0046999999999994,0.0046999999999994,0.002372193518095,Tier_C,incomplete_Chen_window,57209,0.9593815726664932,0.9547490923667984,759.9601180139348,316.48842464231353,True,False,0.0,False,False,False
False,0.3570708869134066,0.3622287154503626,0.3679110355280918,0.0037999999999995,0.0037999999999995,0.001709715151405,Tier_C,incomplete_Chen_window,997537,0.9608825421200334,0.9538322359746376,308.19118747769255,173.24044706520564,True,False,0.0,False,False,False
False,0.3566290659976094,0.36453839099163,0.373549265372983,0.0056999999999993,0.0056999999999993,0.0025863920359808,Tier_C,incomplete_Chen_window,438142,0.9609116613575708,0.9557009175682613,307.94362644835655,172.60970353499613,True,False,0.0,False,False,False
False,0.3861193238495363,0.3863807085797583,0.386637465201051,0.0001999999999999,0.0001999999999999,9.767574973569204e-05,Tier_C,incomplete_Chen_window,353155,0.9603446477236808,0.9502330507234876,992.453442988995,520.1489783631916,True,False,0.0,False,False,False
False,0.3838166236456674,0.3851343701663973,0.3870620172000781,0.0010999999999998,0.0010999999999998,0.0005353223978756,Tier_C,incomplete_Chen_window,406975,0.9599806169898352,0.9510505424239746,808.236928734389,337.09051943978466,True,False,0.0,False,False,False
False,0.4113784640611795,0.4200998236261708,0.4303679767022662,0.0061999999999993,0.0061999999999993,0.0033813240150168,Tier_C,incomplete_Chen_window,514333,0.9607887368076278,0.9561665481593936,511.13150441121707,264.94350859411213,True,False,0.0,False,False,False
False,0.3771010961661896,0.3795312282293557,0.3811451514240898,0.0017999999999998,0.0017999999999998,0.0008586864915921,Tier_C,incomplete_Chen_window,346395,0.9605763812414048,0.9517607687175176,1184.2016627116727,570.3191968761647,True,False,0.0,False,False,False
False,nan,nan,nan,0.0,0.0,0.0,reject,incomplete_Chen_window,419086,0.9607729993690496,0.9488848878381256,417.2845349577741,233.858664510206,True,False,0.0,False,False,False
False,0.3536653769165706,0.356609255879854,0.3579500195428674,0.0022999999999997,0.0022999999999997,0.0010132622646744,Tier_C,incomplete_Chen_window,870208,0.9609917411601424,0.952264484080958,887.535526261842,418.61456461199623,True,False,0.0,False,False,False
False,0.35424440305852,0.3552884131596576,0.3562704292104919,0.0007999999999999,0.0007999999999999,0.0003511490614755,Tier_C,incomplete_Chen_window,154956,0.960559573413548,0.9508158817718304,732.904893754406,364.1653859640201,True,False,0.0,False,False,False
False,0.3428087863894596,0.3446131457888337,0.3453010545698247,0.0015999999999998,0.0015999999999998,0.0006755596412878,Tier_C,incomplete_Chen_window,850437,0.9609703676488134,0.951599393938542,788.3497588617448,383.7215677772713,True,False,0.0,False,False,False
False,0.3430904017065144,0.3470207531595625,0.3484418951759757,0.0029999999999996,0.0029999999999996,0.0012757441193815,Tier_C,incomplete_Chen_window,721112,0.9608910830395806,0.9529921850011596,784.0489084249251,356.4355662169105,True,False,0.0,False,False,False
False,0.3166493179498174,0.3208902378174427,0.3239745859920372,0.0031999999999996,0.0031999999999996,0.0012374746671511,Tier_C,incomplete_Chen_window,989516,0.9609942124014468,0.9531705872125554,554.6961383526142,256.9537140014015,True,False,0.0,False,False,False
False,nan,nan,nan,0.0,0.0,0.0,reject,incomplete_Chen_window,790657,0.9601800027797696,0.94956045851059,195.4075455150225,125.08077611388826,True,False,0.0,False,False,False
False,0.3347264402360924,0.3415065101665544,0.3492856286139812,0.0049999999999994,0.0049999999999994,0.0020903614305153,Tier_C,incomplete_Chen_window,786282,0.9609948860126784,0.9549764320214832,385.19648302393927,209.7709993723626,True,False,0.0,False,False,False
False,0.299370983101191,0.304643256072409,0.3107326474505885,0.0039999999999995,0.0036999999999995,0.0014543325083821,Tier_C,incomplete_Chen_window,250630,0.9607558893669594,0.9540258464745608,202.71725573311863,127.42671718974955,True,False,0.0,False,False,False
