attained,min_reduction,median_reduction,max_reduction,span20,span30,A_TS,tier,rejection_reason,candidate_id,rho_high_final,rho_two_final,G_high_final_nm,G_two_final_nm,switched,projection_only,window_width_C,lower_bracketed,upper_bracketed,complete
False,0.46432003791047705,0.4732535593869696,0.48340157380227244,0.005299999999999416,0.005299999999999416,0.003399909396727491,Tier_C,,151102,0.9609236271527136,0.9552871830055079,454.21678648954355,197.3805646506609,True,False,0.0,False,False,False
False,0.46494488110703014,0.47040450322708693,0.47623227748965125,0.0033999999999996255,0.0033999999999996255,0.002161625787143462,Tier_C,,809242,0.9606100970468806,0.9533546503147746,438.92566954409415,201.47089764571746,True,False,0.0,False,False,False
False,0.44320756252833526,0.4468571006336226,0.45071592869837596,0.0021999999999997577,0.0021999999999997577,0.001302861312055183,Tier_C,,305556,0.9605773615434916,0.9522387044215734,411.47771739203137,180.09796791102178,True,False,0.0,False,False,False
False,0.46469314337665646,0.4695531214387702,0.4746825212819714,0.0030999999999996586,0.0030999999999996586,0.0019658089068471476,Tier_C,,21362,0.960960516879213,0.9530705505422413,1010.1400577120206,428.5073869987597,True,False,0.0,False,False,False
False,0.4781914393445119,0.4877039075152392,0.4982068588030073,0.005799999999999361,0.005799999999999361,0.0038821977961450457,Tier_C,,413864,0.9607325526792341,0.9558253963513095,1221.0056290803552,483.7064131722629,True,False,0.0,False,False,False
False,0.48058300542779964,0.48681858736179207,0.49327045229438227,0.0039999999999995595,0.0039999999999995595,0.0026689307955665505,Tier_C,,408470,0.9608863121538407,0.9539617268826531,1428.6772316615748,607.7976786943776,True,False,0.0,False,False,False
False,0.4238033821133147,0.43033240119610383,0.43754728769144013,0.0039999999999995595,0.0039999999999995595,0.0022520127539215487,Tier_C,,279372,0.9609921356358055,0.954001027782179,604.3735376366881,252.734417180705,True,False,0.0,False,False,False
False,0.4694440599301223,0.47318180632251955,0.47763446635195284,0.0024999999999997247,0.0024999999999997247,0.001602674278896919,Tier_C,,66561,0.9608588253175655,0.9525397542910946,1372.3711251614407,543.7905561486455,True,False,0.0,False,False,False
False,0.39949244422492425,0.4055814538506967,0.41217137253670044,0.0036999999999995925,0.0036999999999995925,0.0019252353704300577,Tier_C,,415902,0.9607378956371848,0.953693664216301,288.25958748433135,148.66096344153488,True,False,0.0,False,False,False
False,0.3933866929562432,0.40403649609924597,0.4169162937069055,0.005999999999999339,0.005999999999999339,0.0031091288453293305,Tier_C,,703878,0.9608890368992911,0.9559978460230772,265.21568956323284,134.3386470895466,True,False,0.0,False,False,False
