attained,min_reduction,median_reduction,max_reduction,span20,span30,A_TS,tier,rejection_reason,candidate_id,rho_high_final,rho_two_final,G_high_final_nm,G_two_final_nm,switched,projection_only,window_width_C,lower_bracketed,upper_bracketed,complete
False,nan,nan,nan,0.0,0.0,0.0,reject,high_density_unattained,978204,0.9571708644957877,0.9473406912807356,270.23583022117276,154.82223223045312,True,False,0.0,False,False,False
False,0.3916161174118721,0.398719017621347,0.4057352766130914,0.004399999999999515,0.004399999999999515,0.0022384673601309525,Tier_C,,288307,0.9609945347441542,0.9543518983480936,414.40284303769016,194.92947260960176,True,False,0.0,False,False,False
False,0.408235166929932,0.4122916395282739,0.4155679784247165,0.0026999999999997026,0.0026999999999997026,0.0014347756676248034,Tier_C,,705289,0.9609744864865459,0.9527338931652559,1241.1322285926549,578.8510437489729,True,False,0.0,False,False,False
False,0.38802628910616677,0.39659820844649973,0.4027551070405725,0.004699999999999482,0.004699999999999482,0.002372193518095062,Tier_C,,57209,0.9593815726664932,0.9547490923667983,759.9601180139348,316.48842464231353,True,False,0.0,False,False,False
False,0.3570708869134066,0.3622287154503626,0.3679110355280918,0.0037999999999995815,0.0037999999999995815,0.001709715151405015,Tier_C,,997537,0.9608825421200334,0.9538322359746377,308.19118747769255,173.24044706520564,True,False,0.0,False,False,False
False,0.35662906599760946,0.36453839099163,0.37354926537298305,0.005699999999999372,0.005699999999999372,0.002586392035980831,Tier_C,,438142,0.9609116613575708,0.9557009175682613,307.94362644835655,172.60970353499613,True,False,0.0,False,False,False
False,0.3861193238495363,0.38638070857975837,0.386637465201051,0.00019999999999997797,0.00019999999999997797,9.767574973569204e-05,Tier_C,,353155,0.9603446477236808,0.9502330507234877,992.453442988995,520.1489783631916,True,False,0.0,False,False,False
False,0.3838166236456674,0.3851343701663973,0.38706201720007816,0.0010999999999998789,0.0010999999999998789,0.0005353223978756227,Tier_C,,406975,0.9599806169898352,0.9510505424239746,808.236928734389,337.09051943978466,True,False,0.0,False,False,False
False,0.4113784640611795,0.4200998236261708,0.43036797670226623,0.006199999999999317,0.006199999999999317,0.0033813240150168413,Tier_C,,514333,0.9607887368076278,0.9561665481593935,511.13150441121707,264.94350859411213,True,False,0.0,False,False,False
False,0.3771010961661896,0.3795312282293557,0.3811451514240898,0.0017999999999998018,0.0017999999999998018,0.0008586864915921909,Tier_C,,346395,0.9605763812414048,0.9517607687175177,1184.2016627116727,570.3191968761647,True,False,0.0,False,False,False
False,nan,nan,nan,0.0,0.0,0.0,reject,high_density_unattained,419086,0.9607729993690496,0.9488848878381255,417.28453495777404,233.85866451020598,True,False,0.0,False,False,False
False,0.35366537691657063,0.35660925587985404,0.3579500195428674,0.0022999999999997467,0.0022999999999997467,0.0010132622646744937,Tier_C,,870208,0.9609917411601424,0.9522644840809581,887.535526261842,418.61456461199623,True,False,0.0,False,False,False
False,0.35424440305852,0.35528841315965765,0.3562704292104919,0.0007999999999999119,0.0007999999999999119,0.00035114906147558204,Tier_C,,154956,0.9605595734135481,0.9508158817718304,732.904893754406,364.1653859640201,True,False,0.0,False,False,False
False,0.34280878638945966,0.34461314578883373,0.34530105456982474,0.0015999999999998238,0.0015999999999998238,0.0006755596412878466,Tier_C,,850437,0.9609703676488134,0.951599393938542,788.3497588617448,383.7215677772713,True,False,0.0,False,False,False
False,0.3430904017065144,0.3470207531595625,0.3484418951759757,0.0029999999999996696,0.0029999999999996696,0.0012757441193815963,Tier_C,,721112,0.9608910830395806,0.9529921850011596,784.0489084249251,356.4355662169105,True,False,0.0,False,False,False
False,0.31664931794981743,0.32089023781744275,0.3239745859920372,0.0031999999999996476,0.0031999999999996476,0.0012374746671511816,Tier_C,,989516,0.9609942124014468,0.9531705872125554,554.6961383526142,256.9537140014015,True,False,0.0,False,False,False
False,nan,nan,nan,0.0,0.0,0.0,reject,high_density_unattained,790657,0.9601800027797696,0.9495604585105899,195.4075455150225,125.08077611388826,True,False,0.0,False,False,False
False,0.33472644023609244,0.3415065101665544,0.34928562861398127,0.004999999999999449,0.004999999999999449,0.00209036143051534,Tier_C,,786282,0.9609948860126785,0.9549764320214833,385.19648302393927,209.7709993723626,True,False,0.0,False,False,False
False,0.29937098310119103,0.30464325607240905,0.3107326474505885,0.0039999999999995595,0.0036999999999995925,0.0014543325083821897,Tier_C,,250630,0.9607558893669594,0.9540258464745609,202.71725573311863,127.42671718974957,True,False,0.0,False,False,False
False,0.302730686366233,0.3032734499091047,0.30382123354383395,0.0004999999999999449,0.0004999999999999449,0.00018068179356012882,Tier_C,,453993,0.959777965690869,0.9505174324686295,241.22081239198243,158.5664108561011,True,False,0.0,False,False,False
False,0.32098212141317306,0.32481944564467957,0.32857718541543357,0.0030999999999996586,0.0030999999999996586,0.0012175949218491695,Tier_C,,841743,0.9609211739734115,0.9531465106651865,413.64835958914205,246.08113875798938,True,False,0.0,False,False,False
False,0.3122931162498035,0.3138574242119876,0.31487994563285726,0.0013999999999998458,0.0013999999999998458,0.0005271547128270362,Tier_C,,220225,0.9609786898648017,0.9514444110784883,569.2112511636532,282.3214636317475,True,False,0.0,False,False,False
False,0.46814884738271667,0.46851549690314076,0.4688840378154563,0.00029999999999996696,0.00029999999999996696,0.00018962457873173417,Tier_C,,652754,0.958505547241747,0.9503257438017253,712.1661927856887,355.48859495215765,True,False,0.0,False,False,False
False,0.31720678159484217,0.3190678356937021,0.3210687446624775,0.0016999999999998128,0.0016999999999998128,0.0006534173154596339,Tier_C,,407759,0.9601159119748538,0.9517304567727347,270.8740814858318,172.88813265035887,True,False,0.0,False,False,False
False,0.28986604374278035,0.2934293488843771,0.29689100523816303,0.0023999999999997357,0.0,0.0008338518823875047,Tier_C,,902023,0.9607627905234575,0.9523617792986832,422.3706672398092,194.48428528328074,True,False,0.0,False,False,False
False,0.30128211074022504,0.30862371663250543,0.3160586871993418,0.005499999999999394,0.005499999999999394,0.0020307920780037376,Tier_C,,508095,0.9609663120860017,0.9555304461023818,349.0507221855318,195.310094940826,True,False,0.0,False,False,False
False,0.31223954144450194,0.31447668562656217,0.31659263027942697,0.0021999999999997577,0.0021999999999997577,0.0008305796956508265,Tier_C,,845497,0.9609743640952675,0.9522035249727098,793.0895225138364,363.3676426815171,True,False,0.0,False,False,False
False,0.2853166739223798,0.2861892031943994,0.28706251203895605,0.0006999999999999229,0.0,0.0002359431963725964,Tier_C,,353251,0.9600967589964198,0.95067768798182,219.9065466624027,144.43814677975388,True,False,0.0,False,False,False
False,0.31355715205771995,0.3150025462542233,0.3164241986236721,0.0011999999999998678,0.0011999999999998678,0.00045375014445710264,Tier_C,,449877,0.9609975436467335,0.9512198168940119,777.8171433751596,327.70538219620505,True,False,0.0,False,False,False
False,0.2754445250326859,0.27714251138027624,0.27811187974859,0.0015999999999998238,0.0,0.00051892960920003,Tier_C,,356256,0.9609657429743498,0.9515507882314034,293.39690247446583,164.81328162625135,True,False,0.0,False,False,False
False,0.29476485415043363,0.29835783924305803,0.30145648396746516,0.0026999999999997026,0.0006999999999999229,0.0009564729669940699,Tier_C,,351244,0.959273327792216,0.9526874943568248,333.9630288452999,202.96513831826022,True,False,0.0,False,True,False
False,0.2750516627964369,0.28022452805168857,0.28608490414125376,0.004499999999999504,0.0,0.0014804341524690095,Tier_C,,805751,0.9604647547243133,0.9545027269357106,189.08192680862476,127.58276045447157,True,False,0.0,False,False,False
False,0.28771755185734227,0.28965228774554347,0.2916589216130193,0.0016999999999998128,0.0,0.0005814319531790745,Tier_C,,982055,0.9609997560522281,0.951714274049566,292.0349702368785,167.52297078573986,True,False,0.0,False,False,False
False,0.2900195018195194,0.2964361069121215,0.30161257299445754,0.004999999999999449,0.0010999999999998789,0.0017571751310274677,Tier_C,,965938,0.9607874391682107,0.9549664713381338,342.8317609698596,194.9527858298945,True,False,0.0,False,False,False
False,0.2752658937181499,0.27852307052151737,0.2818978154693357,0.0024999999999997247,0.0,0.0008162852869653253,Tier_C,,809832,0.9609947652902886,0.9524828304564994,242.67633003092132,140.89623067950012,True,False,0.0,False,False,False
False,nan,nan,nan,0.0,0.0,0.0,reject,high_density_unattained,336069,0.959945654395984,0.9485056298536942,328.4868545018478,207.16314566083216,True,False,0.0,False,False,False
False,0.26115599624632413,0.26753746053128563,0.2749737016106216,0.005499999999999394,0.0,0.0017138298940838237,Tier_C,,868316,0.9609012790230236,0.9554879287533417,196.03663033437277,131.17544697786664,True,False,0.0,False,False,False
False,0.26735390432541817,0.2678985784990562,0.26841828046945515,0.0004999999999999449,0.0,0.00015591542056135843,Tier_C,,589723,0.9607100335269494,0.9505161941217837,312.0121752000772,204.69158804315813,True,False,0.0,False,False,False
False,nan,nan,nan,0.0,0.0,0.0,reject,high_density_unattained,72286,0.960810429519042,0.9496666952469462,215.1833638350027,145.632090034725,True,False,0.0,False,False,False
False,0.26718585735334255,0.2746067274177856,0.2774507715230977,0.005599999999999383,0.0,0.001789544817079729,Tier_C,,365791,0.9609999664705564,0.9555928698691791,510.80093650388636,221.62909289979603,True,False,0.0,False,False,False
