mode,state_kind,T2_C,initial_rho,initial_G_nm,closed_fraction_at_switch,A_closed_at_switch,PR_memory_at_switch,final_rho,final_G_um,Delta_rho_open,Delta_rho_closed,closed_inventory_formed,final_A_closed,classification,strict_success,candidate_state_injected,diagnostic_only
resolved_proxy_current,candidate_like_injected,900,0.88,117.0,0.6490000000000001,0.152,1.0,0.88381846609321,0.11702987295190607,5.798947706431618e-06,0.003784938389280802,0.01370040419355827,0.9992590500330624,DENSIFICATION_EXHAUSTION_FAILURE,False,True,True
resolved_proxy_current,candidate_like_injected,925,0.88,117.0,0.6490000000000001,0.152,1.0,0.8850095053737896,0.1170722751716866,1.4812327711301583e-05,0.004958504295141819,0.013543584930158442,0.9990426355451922,DENSIFICATION_EXHAUSTION_FAILURE,False,True,True
resolved_proxy_current,candidate_like_injected,950,0.88,117.0,0.6490000000000001,0.152,1.0,0.8864836694402318,0.1171687972841706,3.634038450213781e-05,0.006400585191893127,0.013364336737011392,0.9987848371344661,DENSIFICATION_EXHAUSTION_FAILURE,False,True,True
resolved_proxy_current,candidate_like_injected,975,0.88,117.0,0.6490000000000001,0.152,1.0,0.8882894243079382,0.11738126629148476,8.574242141620314e-05,0.008143592105739639,0.013160890097667877,0.9984845132024043,DENSIFICATION_EXHAUSTION_FAILURE,False,True,True
resolved_proxy_current,candidate_like_injected,1000,0.88,117.0,0.6490000000000001,0.152,1.0,0.8904898491513595,0.11783414238299998,0.00019458398905526685,0.010217684733310613,0.012928394654673145,0.9981417050634654,DENSIFICATION_EXHAUSTION_FAILURE,False,True,True
resolved_proxy_current,candidate_like_injected,1025,0.88,117.0,0.6490000000000001,0.152,1.0,0.8931783126193459,0.11876946006797098,0.0004240138233805371,0.012652337038776558,0.01265982332730857,0.9977563371880878,DENSIFICATION_EXHAUSTION_FAILURE,False,True,True
resolved_proxy_current,candidate_like_injected,1050,0.88,117.0,0.6490000000000001,0.152,1.0,0.8964949075909313,0.1206397745839705,0.0008768405984796608,0.015481113304698783,0.012344247360767885,0.9973244202648883,DENSIFICATION_EXHAUSTION_FAILURE,False,True,True
resolved_proxy_current,candidate_like_injected,1075,0.88,117.0,0.6490000000000001,0.152,1.0,0.9005585225769724,0.12424784044847437,0.0016542133154360617,0.018714496372623537,0.011998060470783105,0.9968226420793336,DENSIFICATION_EXHAUSTION_FAILURE,False,True,True
resolved_proxy_current,candidate_like_injected,1100,0.88,117.0,0.6490000000000001,0.152,1.0,0.9051301507578858,0.13089078549606592,0.002828545023190327,0.022023906099118085,0.011638744469449491,0.9961548973956869,DENSIFICATION_EXHAUSTION_FAILURE,False,True,True
resolved_proxy_current,candidate_like_injected,1125,0.88,117.0,0.6490000000000001,0.152,1.0,0.9099232667972811,0.1424552857410118,0.0044776840250580425,0.025032901579633386,0.011211998519647931,0.9956411991252679,DENSIFICATION_EXHAUSTION_FAILURE,False,True,True
resolved_proxy_current,candidate_like_injected,1150,0.88,117.0,0.6490000000000001,0.152,1.0,0.9164206303850364,0.16188478615521765,0.006583739767952614,0.029190343938939968,0.010724529609604731,0.9948507930439631,DENSIFICATION_EXHAUSTION_FAILURE,False,True,True
resolved_proxy_current,candidate_like_injected,1175,0.88,117.0,0.6490000000000001,0.152,1.0,0.9253363083464949,0.19321784600350508,0.009337661052759572,0.035327823819439455,0.010203830283900858,0.9937249843451119,DENSIFICATION_EXHAUSTION_FAILURE,False,True,True
resolved_proxy_current,candidate_like_injected,1200,0.88,117.0,0.6490000000000001,0.152,1.0,0.9371716088298228,0.24217912514091094,0.012440641545721196,0.04428071232922256,0.009699175599675675,0.9924474394334367,DENSIFICATION_EXHAUSTION_FAILURE,False,True,True
resolved_proxy_current,candidate_like_injected,1225,0.88,117.0,0.6490000000000001,0.152,1.0,0.9515274644672297,0.3172428839942591,0.015633449619907487,0.05571878553411752,0.009332130231521478,0.9915622290535627,MIXED_FAILURE,False,True,True
resolved_proxy_current,candidate_like_injected,1250,0.88,117.0,0.6490000000000001,0.152,1.0,0.9666593884891478,0.43164038272749916,0.018981853411232548,0.06808487087521513,0.009299997202624755,0.991732113106245,MIXED_FAILURE,False,True,True
resolved_proxy_current,candidate_like_injected,1275,0.88,117.0,0.6490000000000001,0.152,1.0,0.9801210873439871,0.6062648765880305,0.02263417626210839,0.07901682456687512,0.009282576204194735,0.993131938408782,GRAIN_GROWTH_FAILURE,False,True,True
resolved_proxy_current,candidate_like_injected,1300,0.88,117.0,0.6490000000000001,0.152,1.0,0.9899878499924396,0.8720026313876834,0.02717225671592988,0.08660905600198536,0.00927321191380688,0.995274515546053,GRAIN_GROWTH_FAILURE,False,True,True
candidate_reduced_transfer,candidate_like_injected,900,0.88,117.0,0.6490000000000001,0.152,1.0,0.894892761151394,0.11702988180652751,5.557341235680873e-06,0.015867360805332825,0.012606928084185953,0.9937117329046682,DENSIFICATION_EXHAUSTION_FAILURE,False,True,True
candidate_reduced_transfer,candidate_like_injected,925,0.88,117.0,0.6490000000000001,0.152,1.0,0.8989461011628112,0.11707230477609588,1.4020523967093103e-05,0.023511890440229492,0.012279716867485368,0.9932392676179186,DENSIFICATION_EXHAUSTION_FAILURE,False,True,True
candidate_reduced_transfer,candidate_like_injected,950,0.88,117.0,0.6490000000000001,0.152,1.0,0.9041759488019425,0.1171688923985475,3.389346972187734e-05,0.03250556901161777,0.011929540036590455,0.9910449316418418,DENSIFICATION_EXHAUSTION_FAILURE,False,True,True
candidate_reduced_transfer,candidate_like_injected,975,0.88,117.0,0.6490000000000001,0.152,1.0,0.9116499871635775,0.11738156195807278,7.860094282818395e-05,0.044212188833322015,0.011557999391300932,0.9847944597591322,DENSIFICATION_EXHAUSTION_FAILURE,False,True,True
candidate_reduced_transfer,candidate_like_injected,1000,0.88,117.0,0.6490000000000001,0.152,1.0,0.9162458228065758,0.11783503834988403,0.0001749097695709994,0.04797525535433554,0.011166652665309751,0.9719492103552166,DENSIFICATION_EXHAUSTION_FAILURE,False,True,True
candidate_reduced_transfer,candidate_like_injected,1025,0.88,117.0,0.6490000000000001,0.152,1.0,0.9221553381448934,0.1187720693397311,0.00037329484106736076,0.051665331419819986,0.010765198616047408,0.974920434190669,DENSIFICATION_EXHAUSTION_FAILURE,False,True,True
candidate_reduced_transfer,candidate_like_injected,1050,0.88,117.0,0.6490000000000001,0.152,1.0,0.9303044878171649,0.12064708999578624,0.0007563532515386666,0.08964703069179124,0.010374659991661298,0.9708844603127585,DENSIFICATION_EXHAUSTION_FAILURE,False,True,True
candidate_reduced_transfer,candidate_like_injected,1075,0.88,117.0,0.6490000000000001,0.152,1.0,0.9384668769955457,0.12426777705047906,0.0014043457433110648,0.1005977814016744,0.010061576887838769,0.9651980333665199,DENSIFICATION_EXHAUSTION_FAILURE,False,True,True
candidate_reduced_transfer,candidate_like_injected,1100,0.88,117.0,0.6490000000000001,0.152,1.0,0.9438294763431571,0.13097532504596993,0.002400106678442862,0.1016864702231988,0.00977016608982771,0.9722155165452327,DENSIFICATION_EXHAUSTION_FAILURE,False,True,True
candidate_reduced_transfer,candidate_like_injected,1125,0.88,117.0,0.6490000000000001,0.152,1.0,0.9511780445746091,0.14277344735265665,0.0038272514265182286,0.10411118675652473,0.009515801806270303,0.9702786061857019,DENSIFICATION_EXHAUSTION_FAILURE,False,True,True
candidate_reduced_transfer,candidate_like_injected,1150,0.88,117.0,0.6490000000000001,0.152,1.0,0.961285135028398,0.16258286389641044,0.0056997469018684535,0.12,0.009357197581187289,0.967541537775563,DENSIFICATION_EXHAUSTION_FAILURE,False,True,True
candidate_reduced_transfer,candidate_like_injected,1175,0.88,117.0,0.6490000000000001,0.152,1.0,0.9675437850630122,0.19463723912539554,0.008242972628461836,0.10184483937131417,0.009275978244218372,0.9707275766659251,DENSIFICATION_EXHAUSTION_FAILURE,False,True,True
candidate_reduced_transfer,candidate_like_injected,1200,0.88,117.0,0.6490000000000001,0.152,1.0,0.9794520767008924,0.24495534429074553,0.011091279891834218,0.12,0.009243254127791515,0.9628649856781843,SUCCESS,True,True,True
candidate_reduced_transfer,candidate_like_injected,1225,0.88,117.0,0.6490000000000001,0.152,1.0,0.9873267541920414,0.3225139219813279,0.014099045377351157,0.12,0.009233408705516283,0.9638670667371434,GRAIN_GROWTH_FAILURE,False,True,True
candidate_reduced_transfer,candidate_like_injected,1250,0.88,117.0,0.6490000000000001,0.152,1.0,0.9938118991989269,0.44160030429489305,0.017321316382547778,0.12,0.009233273755704157,0.9552753107466625,GRAIN_GROWTH_FAILURE,False,True,True
candidate_reduced_transfer,candidate_like_injected,1275,0.88,117.0,0.6490000000000001,0.152,1.0,0.9982454168546891,0.6260319152670326,0.02093245367262499,0.12,0.009236837004495521,0.9517721012404949,GRAIN_GROWTH_FAILURE,False,True,True
candidate_reduced_transfer,candidate_like_injected,1300,0.88,117.0,0.6490000000000001,0.152,1.0,0.9999861689093653,1.3742318753652274,0.025439998368123096,0.12,0.009241438338880076,0.9827920326743502,GRAIN_GROWTH_FAILURE,False,True,True
mechanistic_renewal_closed_m4,candidate_like_injected,900,0.88,117.0,0.6490000000000001,0.152,1.0,0.8800636180762567,0.1170298707757909,5.87398670049575e-06,5.6889356643361704e-05,0.01436312791797098,0.9999885408580074,DENSIFICATION_EXHAUSTION_FAILURE,False,True,True
mechanistic_renewal_closed_m4,candidate_like_injected,925,0.88,117.0,0.6490000000000001,0.152,1.0,0.8801678949128313,0.11707226821310465,1.50609315606882e-05,0.00015058786775396787,0.014338213008748697,0.9999695597325915,DENSIFICATION_EXHAUSTION_FAILURE,False,True,True
mechanistic_renewal_closed_m4,candidate_like_injected,950,0.88,117.0,0.6490000000000001,0.152,1.0,0.8804282104851033,0.11716877626794545,3.710745761469747e-05,0.00038539254221038756,0.014276105690710677,0.999921288018937,DENSIFICATION_EXHAUSTION_FAILURE,False,True,True
mechanistic_renewal_closed_m4,candidate_like_injected,975,0.88,117.0,0.6490000000000001,0.152,1.0,0.8810665054181293,0.11738120685234155,8.791131009574526e-05,0.0009714387135540855,0.014136551977639458,0.9998009581620281,DENSIFICATION_EXHAUSTION_FAILURE,False,True,True
mechanistic_renewal_closed_m4,candidate_like_injected,1000,0.88,117.0,0.6490000000000001,0.152,1.0,0.8826350426854646,0.11783398882705318,0.00019998558091526285,0.002456727278193925,0.013872109769064842,0.999452748410489,DENSIFICATION_EXHAUSTION_FAILURE,False,True,True
mechanistic_renewal_closed_m4,candidate_like_injected,1025,0.88,117.0,0.6490000000000001,0.152,1.0,0.8862570190313068,0.1187691334279732,0.0004344926148955586,0.0071183965147692055,0.013385041453201475,0.999029309559669,DENSIFICATION_EXHAUSTION_FAILURE,False,True,True
mechanistic_renewal_closed_m4,candidate_like_injected,1050,0.88,117.0,0.6490000000000001,0.152,1.0,0.8923545343953199,0.12063941845376122,0.0008859007560863252,0.01729525352598422,0.012576355887596098,0.9974675594100748,DENSIFICATION_EXHAUSTION_FAILURE,False,True,True
