condition_id,gate_form,rho0,smoothing_rho_mid,rho0_minus_rho_mid,rho_width_label,smoothing_rho_width,target_density,eligible_target,HR_scored,TS_scored,HR_pct,TS_pct,slow_time_budget_h,fast_time_budget_h,high_time_budget_h,two_step_time_budget_h,slow_reached,slow_time_to_target_h,slow_G_at_target_nm,slow_pore_mean_radius_nm,slow_large_pore_fraction,slow_removable_fine_pore_fraction,slow_f_pore,slow_isolated_pore_fraction,slow_cumulative_redistributed_pore_volume,slow_E_G,fast_reached,fast_time_to_target_h,fast_G_at_target_nm,fast_pore_mean_radius_nm,fast_large_pore_fraction,fast_removable_fine_pore_fraction,fast_f_pore,fast_isolated_pore_fraction,fast_cumulative_redistributed_pore_volume,fast_E_G,high_reached,high_time_to_target_h,high_G_at_target_nm,high_pore_mean_radius_nm,high_large_pore_fraction,high_removable_fine_pore_fraction,high_f_pore,high_isolated_pore_fraction,high_cumulative_redistributed_pore_volume,high_E_G,two_step_reached,two_step_time_to_target_h,two_step_G_at_target_nm,two_step_pore_mean_radius_nm,two_step_large_pore_fraction,two_step_removable_fine_pore_fraction,two_step_f_pore,two_step_isolated_pore_fraction,two_step_cumulative_redistributed_pore_volume,two_step_E_G,HR_crossover_density
logistic_mid0.79_baseline_rho00.65,logistic,0.65,0.79,-0.14,baseline,0.015,0.85,True,True,True,-10.661070823427659,0.0,126.75,9.1875,96.0,96.0,True,108.80908875728325,195.5414773026128,63.59980183688853,0.1269535061480107,0.22557953904270778,0.29939879322697927,0.05854312878805877,0.2443712733175599,0.13774558254702457,True,2.069851991823033,216.38829268702108,52.92235116514808,0.08567037630935276,0.3787936836741236,0.393921918521027,0.05855471464414265,0.0031627953713820466,0.15725793233664936,True,3.3347299836652318,191.84390266556147,52.79863079354916,0.08537420889383816,0.38168704999655717,0.35949357042875396,0.05854232891374893,1.7091844549159217e-06,0.1762027031224949,True,3.3347299836652318,191.84390266556147,52.79863079354916,0.08537420889383816,0.38168704999655717,0.35949357042875396,0.05854232891374893,1.7091844549159217e-06,0.19305828479153164,0.9
logistic_mid0.79_baseline_rho00.65,logistic,0.65,0.79,-0.14,baseline,0.015,0.88,True,True,True,-4.01905108247131,8.999946164226289,126.75,9.1875,96.0,96.0,True,112.63602309231091,290.495529583736,66.7353196219784,0.15084564353430915,0.20352230494542473,0.3310482205782836,0.24766452338608336,0.24437127364979166,0.04634982233744501,True,2.964793559460892,302.1706933100019,56.42961431651992,0.1039128042322451,0.33096675701895834,0.4069484615356394,0.2476733573345608,0.0031627953721685997,0.054470395345707474,True,6.871555004759738,264.83676634778647,56.31167180838834,0.10357167756554964,0.33344366703143663,0.36835431718799977,0.24766465360838885,1.709579908236616e-06,0.05512437127642491,True,19.41496202291431,241.00159995340792,56.30848275245461,0.10356612834898601,0.333518648250038,0.3417164434206083,0.24766385285711062,1.850747035824869e-06,0.0638231909030192,0.9
logistic_mid0.79_baseline_rho00.65,logistic,0.65,0.79,-0.14,baseline,0.015,0.9,True,True,True,4.575790368552923,11.075820664732104,126.75,9.1875,96.0,96.0,True,117.99003359908322,515.612605369099,69.37305516521688,0.17299378116936523,0.1873774252405508,0.4350384188961326,0.4999999999896704,0.24437127365203432,0.02746655965339609,True,5.734025596221373,492.019253433575,59.428139547226905,0.12126907027408336,0.29508967056823665,0.48820992805483115,0.5000000019153122,0.003162795372324316,0.03238814124726717,True,17.921203904572295,431.66933970248846,59.31761366869575,0.12089029726724017,0.29716112328551914,0.44536053535464326,0.5000000000308628,1.709659346944667e-06,0.032364619257273346,True,76.21267210750707,383.8584177724076,59.313975830685195,0.12088287699863985,0.29723951065232107,0.4079769436311701,0.5000000000001672,1.8852141711556199e-06,0.03275283430062768,0.9
logistic_mid0.79_baseline_rho00.65,logistic,0.65,0.79,-0.14,baseline,0.015,0.92,True,False,False,nan,nan,126.75,9.1875,96.0,96.0,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,True,85.87548872676906,900.6485738332983,63.12703051459501,0.14540464920292115,0.25763698753023706,0.6006259255864016,0.7523361984329716,1.7097659893916556e-06,0.023586959483307197,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9
logistic_mid0.79_baseline_rho00.70,logistic,0.7,0.79,-0.09000000000000008,baseline,0.015,0.85,True,True,True,-10.723976294138721,0.0,126.75,9.1875,96.0,96.0,True,108.20775038032743,191.57144080768168,61.730978789718634,0.11362950785278397,0.2402121541724182,0.3020033419012411,0.05853967109503138,0.21348288373632793,0.13722986751881977,True,1.948883006379098,212.11551670623746,50.63312925590203,0.0748213639688814,0.413323675125227,0.4016506531949494,0.05855459134078758,0.002773408252496796,0.15362178067061588,True,2.8854704853361777,188.65525590329102,50.50262981481516,0.07454570138949775,0.41656442399906973,0.36774258815575084,0.058541368310467315,1.2989906781721476e-06,0.17623532527409821,True,2.8854704853361777,188.65525590329102,50.50262981481516,0.07454570138949775,0.41656442399906973,0.36774258815575084,0.058541368310467315,1.2989906781721476e-06,0.18978679721598668,0.9
logistic_mid0.79_baseline_rho00.70,logistic,0.7,0.79,-0.09000000000000008,baseline,0.015,0.88,True,True,True,-3.9507808479688893,9.058530721901215,126.75,9.1875,96.0,96.0,True,112.33359099042373,285.53539690125416,64.79586579456405,0.1354089226621852,0.21647628876683295,0.3346184012036089,0.24766577914424287,0.2134828842779553,0.04605372276119099,True,2.837185551362204,296.81627467620086,53.98893928967754,0.09098687823007537,0.3635454736551737,0.4161346347510655,0.24767279754123778,0.0027734082533906203,0.054577206224934754,True,6.373110366789772,260.11061329800174,53.86197685448686,0.09066722561711694,0.366430512558449,0.37701367295774574,0.24766469655057483,1.2994378402475996e-06,0.05537220606951756,True,18.660184477623908,236.5484134814766,53.859064330865216,0.09066275697530028,0.3665032626184302,0.34975198663256474,0.24766386400276585,1.4587266986286742e-06,0.06424076597602865,0.9
logistic_mid0.79_baseline_rho00.70,logistic,0.7,0.79,-0.09000000000000008,baseline,0.015,0.9,True,True,True,5.010944669013132,11.13799819179865,126.75,9.1875,96.0,96.0,True,117.84298446359139,507.9804754705762,67.37317864240032,0.1556889172232522,0.1991637371739416,0.43996330383200793,0.5000000007824574,0.21348288428095508,0.027413772051122033,True,5.574235739992812,482.5258549153558,56.88709608654883,0.10644961294035271,0.3251884759272949,0.4980211528274371,0.499999998686891,0.0027734082535708165,0.03250492463785084,True,17.253309223180516,423.17898290688,56.76621889289612,0.10609260469861222,0.3276902718723674,0.4547218934374065,0.4999999999886199,1.2995295940571072e-06,0.03247276236395672,True,74.34371310215582,376.0453154426398,56.76280288301199,0.10608654479792885,0.32776968578462745,0.4166500660041012,0.49999999999975986,1.498488336145302e-06,0.03284733985132347,0.9
logistic_mid0.79_baseline_rho00.70,logistic,0.7,0.79,-0.09000000000000008,baseline,0.015,0.92,True,False,False,nan,nan,126.75,9.1875,96.0,96.0,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,True,84.44135665991733,880.741949533822,60.47873764920395,0.12805900334930206,0.2843930602727265,0.6100144519904729,0.7523361980267302,1.2996554402465825e-06,0.023668527840593673,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9
logistic_mid0.79_baseline_rho00.75,logistic,0.75,0.79,-0.040000000000000036,baseline,0.015,0.85,True,True,True,-11.319255922996353,0.0,126.75,9.1875,96.0,96.0,True,107.27083542071546,185.48403057169355,58.91857995256203,0.09636663388127817,0.26617647188057414,0.3064811254573289,0.05854054509754241,0.172735115754944,0.13670897157813108,True,1.7989313383846182,206.47944268839234,48.07264575149004,0.06361273114345155,0.4550999894543432,0.40910186162849443,0.058555198461098246,0.002229275192602289,0.1457445232312369,True,2.3321717799863433,184.57167300647208,47.944899427536704,0.06337697890513677,0.45846379501177686,0.376230650473013,0.05854091738399162,6.490610395924408e-07,0.17312547357820407,True,2.3321717799863433,184.57167300647208,47.944899427536704,0.06337697890513677,0.45846379501177686,0.376230650473013,0.05854091738399162,6.490610395924408e-07,0.1851170649295706,0.9
logistic_mid0.79_baseline_rho00.75,logistic,0.75,0.79,-0.040000000000000036,baseline,0.015,0.88,True,True,True,-4.584381995207316,9.154166656444382,126.75,9.1875,96.0,96.0,True,111.8947219714745,277.91553171229873,61.905596703169564,0.11535668840130237,0.23924585192604295,0.3405607434813933,0.24766454175663138,0.17273511691917598,0.04557324214963637,True,2.68315850120784,290.65624131000203,51.225971345379065,0.07755833364321857,0.4041448384048277,0.4267456929573168,0.24766880482348572,0.0022292751936316287,0.054586317492140886,True,5.774876157512736,254.7183009510518,51.098559847324594,0.07728264076736653,0.40726826301334745,0.3869946541213664,0.2476642782216373,6.495720945770385e-07,0.055571040916162696,True,17.829725244564386,231.40096317752895,51.0959983380261,0.07727921697824186,0.4073361347495341,0.35893040059257764,0.24766380575729732,8.315107190659123e-07,0.06449610211725967,0.9
