condition_id,gate_form,rho0,smoothing_rho_mid,rho0_minus_rho_mid,rho_width_label,smoothing_rho_width,target_density,eligible_target,HR_scored,TS_scored,HR_pct,TS_pct,slow_time_budget_h,fast_time_budget_h,high_time_budget_h,two_step_time_budget_h,slow_reached,slow_time_to_target_h,slow_G_at_target_nm,slow_pore_mean_radius_nm,slow_large_pore_fraction,slow_removable_fine_pore_fraction,slow_f_pore,slow_isolated_pore_fraction,slow_cumulative_redistributed_pore_volume,slow_E_G,fast_reached,fast_time_to_target_h,fast_G_at_target_nm,fast_pore_mean_radius_nm,fast_large_pore_fraction,fast_removable_fine_pore_fraction,fast_f_pore,fast_isolated_pore_fraction,fast_cumulative_redistributed_pore_volume,fast_E_G,high_reached,high_time_to_target_h,high_G_at_target_nm,high_pore_mean_radius_nm,high_large_pore_fraction,high_removable_fine_pore_fraction,high_f_pore,high_isolated_pore_fraction,high_cumulative_redistributed_pore_volume,high_E_G,two_step_reached,two_step_time_to_target_h,two_step_G_at_target_nm,two_step_pore_mean_radius_nm,two_step_large_pore_fraction,two_step_removable_fine_pore_fraction,two_step_f_pore,two_step_isolated_pore_fraction,two_step_cumulative_redistributed_pore_volume,two_step_E_G,HR_crossover_density
logistic_mid0.72_baseline_rho00.65,logistic,0.65,0.72,-0.06999999999999995,baseline,0.015,0.85,True,True,True,-10.810886426325167,0.0,126.75,9.1875,96.0,96.0,True,108.75266494817964,195.27538239355525,63.48777819277126,0.12631418989420254,0.22657365751978573,0.2995816030425781,0.05854162862907676,0.24225389867008115,0.13791283579747904,True,2.0697765027871187,216.38638220269468,52.921160988874824,0.08566751653846291,0.378821348773434,0.39392936269980655,0.05855466798619962,0.00313248719691329,0.15726060273292208,True,3.3299749472052436,191.84381572786825,52.798566325684895,0.08537403638043918,0.3816884440791625,0.35949393055777823,0.058542309882553364,6.10545883336112e-07,0.17620288975040366,True,3.3299749472052436,191.84381572786825,52.798566325684895,0.08537403638043918,0.3816884440791625,0.35949393055777823,0.058542309882553364,6.10545883336112e-07,0.19298565009379146,0.9
logistic_mid0.72_baseline_rho00.65,logistic,0.65,0.72,-0.06999999999999995,baseline,0.015,0.88,True,True,True,-4.15192295906713,8.999986181100475,126.75,9.1875,96.0,96.0,True,112.60680521858248,290.1216715830092,66.62413593287349,0.15012027195773273,0.20438331428007903,0.3312394275475092,0.2476659277345308,0.24225389867011266,0.04632564473231202,True,2.9647068115464212,302.16729987469347,56.42851133246956,0.10390956731310634,0.3309896789159326,0.406954385621602,0.24767340177584882,0.0031324871969133613,0.0544705108173777,True,6.866473333716002,264.836602174317,56.311610912952155,0.10357148236210216,0.33344484061614005,0.36835458684957756,0.2476646813630334,6.105459190535405e-07,0.05512435155307244,True,19.37822475264909,241.00134457613245,56.308406467685955,0.10356586984322609,0.3335200595175241,0.341716693199043,0.247663815023375,6.105586457570051e-07,0.06382310503471657,0.9
logistic_mid0.72_baseline_rho00.65,logistic,0.65,0.72,-0.06999999999999995,baseline,0.015,0.9,True,True,True,4.478177670606959,11.075845373199575,126.75,9.1875,96.0,96.0,True,117.97679887341904,515.0798616062656,69.26301999373099,0.17219557656436735,0.18814163291218394,0.4353236988124465,0.5000000008414098,0.24225389867011266,0.027458564602622203,True,5.733914628800023,492.01367025802057,59.427128319561845,0.12126551982980013,0.2951083204012799,0.4882152891572935,0.50000000192429,0.003132487196913373,0.03238811876367525,True,17.91545429051966,431.6690741622359,59.31755621367391,0.12089008021923627,0.2971621034298467,0.4453608039834304,0.5000000000314939,6.105459260978615e-07,0.03236461465139287,True,76.10658066923332,383.85807498410446,59.31389792377279,0.1208825660420664,0.2972407735188857,0.4079772544980541,0.500000000000143,6.105617021168914e-07,0.03275282000937722,0.9
logistic_mid0.72_baseline_rho00.65,logistic,0.65,0.72,-0.06999999999999995,baseline,0.015,0.92,True,False,False,nan,nan,126.75,9.1875,96.0,96.0,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,True,85.8629137755672,900.6480334293948,63.126978039928225,0.1454044055801359,0.2576377317871609,0.60062616061394,0.7523361978850027,6.105459355341618e-07,0.02358695836073467,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9
logistic_mid0.72_baseline_rho00.70,logistic,0.7,0.72,-0.020000000000000018,baseline,0.015,0.85,True,True,True,-12.346987101078588,0.0,126.75,9.1875,96.0,96.0,True,107.9783766639237,188.76423700678993,59.459092203321305,0.10261289864076022,0.26390326368341394,0.309600476237734,0.05854184555737019,0.17489749899661128,0.1407055254193792,True,1.9484655175814087,212.0709330014677,50.60511639780397,0.07476204372481857,0.4140163704029636,0.4018276792299237,0.05855337043647598,0.0021805619160003586,0.15368093632461133,True,2.880629425698192,188.65516527587778,50.50256290177713,0.07454554976622134,0.4165660189474561,0.3677429793796962,0.05854134642218249,1.6705254048272165e-07,0.17623553125032554,True,2.880629425698192,188.65516527587778,50.50256290177713,0.07454554976622134,0.4165660189474561,0.3677429793796962,0.05854134642218249,1.6705254048272165e-07,0.18970909689876184,0.9
logistic_mid0.72_baseline_rho00.70,logistic,0.7,0.72,-0.020000000000000018,baseline,0.015,0.88,True,True,True,-5.827368336731343,9.058573638786537,126.75,9.1875,96.0,96.0,True,112.1835963781245,280.3957891324111,62.54041105523769,0.122817535220633,0.23688585889981031,0.3413145339857754,0.2476657282495972,0.1748974989966774,0.04613826196567309,True,2.836581215294396,296.7354845658412,53.962316915546445,0.09091908544012312,0.3641460309699143,0.4162824975916656,0.247673738271333,0.002180561916000439,0.05458122315819962,True,6.3679239844118865,260.11043795741534,53.861912925439775,0.09066705344831255,0.3664319012226478,0.37701397357309635,0.247664726466287,1.6705258086894147e-07,0.05537218684040567,True,18.6217023681763,236.5481423928727,53.85898351624385,0.09066252575254709,0.36650495228760666,0.349752272991318,0.2476638250601878,1.670669403368142e-07,0.06424067953468272,0.9
logistic_mid0.72_baseline_rho00.70,logistic,0.7,0.72,-0.020000000000000018,baseline,0.015,0.9,True,True,True,3.2773008533817443,11.13802448669082,126.75,9.1875,96.0,96.0,True,117.7400061122505,498.73250920874364,65.13966171007581,0.14174521677145885,0.21721619971833384,0.44733006510572065,0.5000000008501175,0.17489749899667748,0.02741715782418079,True,5.573179446991079,482.3875444283533,56.86222815978904,0.1063746837289401,0.3256973652235157,0.49815855170392437,0.49999999825650343,0.002180561916000453,0.03250493524653797,True,17.247405685703313,423.17868165236194,56.766158184681984,0.10609241224147473,0.32769146457727655,0.4547221931896187,0.4999999999851895,1.670525890052796e-07,0.032472757527996256,True,74.23129658459897,376.04493646746647,56.76271971421547,0.10608626434536067,0.32777124067482666,0.4166504213652006,0.49999999999983147,1.6707046616818307e-07,0.032847325012823766,0.9
logistic_mid0.72_baseline_rho00.70,logistic,0.7,0.72,-0.020000000000000018,baseline,0.015,0.92,True,False,False,nan,nan,126.75,9.1875,96.0,96.0,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,True,84.42802130849829,880.7413417009412,60.47868227601636,0.1280587868071189,0.28439399133860543,0.6100147182219279,0.7523361987414577,1.6705260014081977e-07,0.023668526769775714,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9
logistic_mid0.72_baseline_rho00.75,logistic,0.75,0.72,0.030000000000000027,baseline,0.015,0.85,True,True,True,-18.34282721871375,0.0,126.75,9.1875,96.0,96.0,True,106.33985841420132,174.32105950495352,49.35268707148911,0.06611405392761219,0.4232222768346808,0.34878048522738114,0.05853905106577129,0.02433278139411018,0.165649432339494,True,1.7973135406954195,206.29647025577833,47.95906609561785,0.0634035576889319,0.45809072633855474,0.40981268669654397,0.058553855827523885,0.00025534734381178016,0.14593196477641202,True,2.3284623838489056,184.57161197217965,47.94485796421423,0.06337689943845962,0.4584648683051529,0.3762308923962563,0.058540893423599485,2.5667732277180957e-09,0.17312557792884925,True,2.3284623838489056,184.57161197217965,47.94485796421423,0.06337689943845962,0.4584648683051529,0.3762308923962563,0.058540893423599485,2.5667732277180957e-09,0.18503494098278647,nan
logistic_mid0.72_baseline_rho00.75,logistic,0.75,0.72,0.030000000000000027,baseline,0.015,0.88,True,True,True,-14.235431866187824,9.15418698599779,126.75,9.1875,96.0,96.0,True,111.23806368806703,254.14433250475082,52.4731867901103,0.08044655082376402,0.3755655578534451,0.3751433550593205,0.2476650930132861,0.024332781394507102,0.046208704713072916,True,2.680741372955031,290.32287580024246,51.11484965900998,0.07731638610530349,0.40686388683554225,0.42737639931470883,0.24766844156358547,0.0002553473438118742,0.05460561113387929,True,5.770802418313987,254.71819562770045,51.0985197345403,0.07728255111181004,0.40726923016481686,0.38699484790654326,0.24766432032179403,2.566819382588999e-09,0.055571018854758986,True,17.790561393363536,231.4008157125811,51.095939832316745,0.07727907581908568,0.4073374857574855,0.35893065120355966,0.24766385828202506,2.5832197552534555e-09,0.064496082915561,nan
