location_class,mode,f_GBseg_init,f_TJ_init,f_iso_init,size_bias,reached_target,rho_final,G_final_nm,time_h,C_GBseg,C_TJ,f_clean_GB,f_GBseg_final,f_TJ_final,f_iso_final,E_G_median,sigma_act_MPa,P_GBseg_drag,P_TJ_drag
GBseg_rich,static,0.8,0.15,0.05,separated,True,0.9000272871942099,213.3550914459266,15.118372035137941,0.18260768921677895,0.3336008175164662,0.817392310783221,0.529841670363369,0.32011738767340303,0.15004094196322793,0.3830537578257509,28.394461721334963,9.029883632171838,20.035763000746794
TJ_rich,static,0.25,0.7,0.05,TJ_large,True,0.900008819346362,460.3266514537386,77.85,0.10461785860875894,0.7776916054492578,0.8953821413912411,0.15137029093247534,0.6986164788811657,0.15001323018635898,0.12690485524653597,17.15450858597808,0.48753892886204686,2.0402229149728766
isolated_rich,static,0.25,0.15,0.6,separated,False,0.8043538596236947,953.7751523757254,95.95,0.09691460333380952,0.624022647278459,0.9030853966661905,0.03683636518322115,0.04313526291131495,0.9200283719054639,0.03173648536243372,7.5585249238274645,0.05900177552339912,0.009711511638725186
mixed_GBseg_TJ,static,0.5,0.45,0.05,neutral,True,0.9000576458027553,324.8000181220808,48.7,0.15397243408022365,0.5958833322489738,0.8460275659197763,0.38884255961305697,0.461070921808481,0.15008651857846209,0.17834300900706804,22.074401060037367,1.9314316801512936,5.963167077954719
clean_GB_rich,static,0.2,0.2,0.6,TJ_large,False,0.7940717952832378,906.0313166927455,95.95,0.10248342557211476,0.7373271385820679,0.8975165744278852,0.040199801582691104,0.0857091517460884,0.8740910466712205,0.03684314362168144,8.516167970631484,0.07333963773796015,0.02235524541960602
