mode,protocol,t_s,T_C,rho,P_GBseg_dens,P_TJ_dens,P_clean_GB,P_GBseg_drag,P_TJ_drag,P_GB_to_TJ_relocation,P_TJ_iso_conversion,P_iso,P_persistent_drag
evolving,slow_0p2,166320.0,579.4000000000001,0.7000000000000702,7.202034256023763e-10,1.0593886263324243e-10,2.3390679820641434e-10,3.0674823026119644e-12,2.3082415004530493e-10,8.196695545657683e-09,3.050963882308252e-13,0.0,0.0
evolving,slow_0p2,167400.0,583.0,0.7000000000000914,9.309570654726291e-10,1.3693982724065468e-10,2.983100290789354e-10,4.040038069668163e-12,2.9424929304133025e-10,9.880515784534319e-09,3.7438345530366766e-13,0.0,0.0
evolving,slow_0p2,168480.0,586.6,0.700000000000119,1.2007971873037443e-09,1.766321621975909e-10,3.796717683986368e-10,5.308612094085135e-12,3.7433498213555493e-10,1.1891591954633095e-08,4.586188547539246e-13,0.0,0.0
evolving,slow_0p2,169560.0,590.2,0.7000000000001543,1.5455634219171537e-09,2.2734580987305274e-10,4.822533592956023e-10,6.959549916231374e-12,4.752555576284075e-10,1.428987376746064e-08,5.60857006068143e-13,0.0,0.0
evolving,slow_0p2,170640.0,593.8000000000001,0.7000000000001998,1.985146585309976e-09,2.920066247569805e-10,6.113354851631242e-10,9.103286673704032e-12,6.021803970066285e-10,1.7145616069776523e-08,6.847413206760862e-13,0.0,0.0
evolving,slow_0p2,171720.0,597.4000000000001,0.7000000000002582,2.5444747180374155e-09,3.742814156629187e-10,7.734496332132474e-10,1.1880761016832636e-11,7.614988980888091e-10,2.0541032032591785e-08,8.346109356762318e-13,0.0,0.0
evolving,slow_0p2,172800.0,601.0,0.7000000000003331,3.25472684330931e-09,4.787564843859571e-10,9.766592878152429e-10,1.5471454632822215e-11,9.610935465198493e-10,2.4572192167485335e-08,1.0156255318707728e-12,0.0,0.0
evolving,slow_0p2,173880.0,604.6,0.7000000000004287,4.154824169744742e-09,6.111569752911152e-10,1.2309009240885738e-09,2.0103448424079716e-11,1.210670741394512e-09,2.9351202753211453e-08,1.2339110832298438e-12,0.0,0.0
evolving,slow_0p2,174960.0,608.2,0.7000000000005507,5.293258688921127e-09,7.786158542426527e-10,1.548396785528291e-09,2.6065975358382304e-11,1.5221608755925789e-09,3.500870141938926e-08,1.4967297981498053e-12,0.0,0.0
evolving,slow_0p2,176040.0,611.8000000000001,0.700000000000706,6.730331311269499e-09,9.900031288844861e-10,1.944153681892559e-09,3.372505804855929e-11,1.9102013098930056e-09,4.169671225799886e-08,1.812677980851225e-12,0.0,0.0
evolving,slow_0p2,177120.0,615.4000000000001,0.7000000000009031,8.540886199466456e-09,1.2563280574649052e-09,2.436564690872911e-09,4.354295005721945e-11,2.3927183938693615e-09,4.959190796140492e-08,2.1919160705039e-12,0.0,0.0
evolving,slow_0p2,178200.0,619.0,0.7000000000011531,1.0817645207568018e-08,1.591229630667546e-09,3.048133753291588e-09,5.6102258304247256e-11,2.9916276313822866e-09,5.8899332165069546e-08,2.6464357133792273e-12,0.0,0.0
evolving,slow_0p2,179280.0,622.6,0.7000000000014694,1.3675266795196581e-08,2.011573620646746e-09,3.806346790363972e-09,7.213581516809783e-11,3.733674532281469e-09,6.985664145494788e-08,3.1903693974744737e-12,0.0,0.0
evolving,slow_0p2,180360.0,626.2,0.7000000000018691,1.725527801470279e-08,2.5381780553914787e-09,4.744717227400803e-09,9.256359928691112e-11,4.651442712633884e-09,8.273893343844943e-08,3.840348938398685e-12,0.0,0.0
evolving,slow_0p2,181440.0,629.8000000000001,0.7000000000023731,2.1732056809398036e-08,3.1966931893906065e-09,5.9040387779574245e-09,1.1853828120224775e-10,5.784560492421528e-09,9.786423493252406e-08,4.615919959515388e-12,0.0,0.0
evolving,slow_0p2,182520.0,633.4000000000001,0.7000000000030071,2.732007565786768e-08,4.018667012955512e-09,7.333884136508963e-09,1.5150130270768621e-10,7.181142693717056e-09,1.1559973275554583e-07,5.5400204690197264e-12,0.0,0.0
evolving,slow_0p2,183600.0,637.0,0.7000000000038038,3.4282657413789514e-08,5.042833199088651e-09,9.094394972581592e-09,1.9325179748848725e-10,8.899510679444395e-09,1.363688388882866e-07,6.639532713442234e-12,0.0,0.0
evolving,slow_0p2,184680.0,640.6,0.7000000000048026,4.294254101515105e-08,6.316665274468736e-09,1.1258416458951082e-08,2.4603113760323124e-10,1.1010241024384483e-08,1.6065919196479113e-07,7.94591869380842e-12,0.0,0.0
evolving,slow_0p2,185760.0,644.2,0.7000000000060527,5.369460971383858e-08,7.8982488880206e-09,1.3914038665021557e-08,3.126264599045918e-10,1.359860172526657e-08,1.8903170824240124e-07,9.49595108134333e-12,0.0,0.0
evolving,slow_0p2,186840.0,647.8000000000001,0.7000000000076146,6.702119891922078e-08,9.858533529781034e-09,1.71676176902556e-08,3.9649720540295275e-10,1.676744470467355e-08,2.2213080746209468e-07,1.1332552779514857e-11,0.0,0.0
evolving,slow_0p2,187920.0,651.4000000000001,0.7000000000095628,8.351047616383997e-08,1.2284036145928118e-08,2.1147361613161033e-08,5.019295124399133e-10,2.064063473541116e-08,2.606959524312601e-07,1.3505760065104024e-11,0.0,0.0
evolving,slow_0p2,189000.0,655.0,0.7000000000119884,1.0387847381072202e-07,1.5280082056660388e-08,2.6007580428760592e-08,6.342242642088673e-10,2.5367108024166802e-08,3.0557465583123864e-07,1.607382612114158e-11,0.0,0.0
evolving,slow_0p2,190080.0,658.6,0.7000000000150033,1.2899545790244083e-07,1.8974683702214905e-08,3.193371541320983e-08,7.999257292337813e-10,3.1125668789637356e-08,3.577371237666894e-07,1.9104483868882452e-11,0.0,0.0
evolving,slow_0p2,191160.0,662.2,0.7000000000187445,1.5991743625320166e-07,2.352317534985353e-08,3.9148282095259553e-08,1.007099080804196e-09,3.8130649525688886e-08,4.1829272303319564e-07,2.267638933619187e-11,0.0,0.0
evolving,slow_0p2,192240.0,665.8000000000001,0.7000000000233793,1.9792374807215842e-07,2.9113742368474227e-08,4.7917882577085765e-08,1.2656666739242746e-09,4.6638580563711944e-08,4.88508478088822e-07,2.6880769389380474e-11,0.0,0.0
evolving,slow_0p2,193320.0,669.4000000000001,0.7000000000291116,2.445618389972266e-07,3.5974007446884446e-08,5.856146772224424e-08,1.5878148376030307e-09,5.695603738749219e-08,5.698298243841036e-07,3.1823300530281565e-11,0.0,0.0
evolving,slow_0p2,194400.0,673.0,0.7000000000361893,3.017005127280659e-07,4.437886368422752e-08,7.14600581559196e-08,1.9884851543268913e-09,6.944886029828138e-08,6.639038671485614e-07,3.762624864802328e-11,0.0,0.0
evolving,slow_0p2,195480.0,676.6,0.7000000000449148,3.7159316723261013e-07,5.465977636935405e-08,8.706816559666595e-08,2.485966802776685e-09,8.455297091382904e-08,7.726054190690233e-07,4.443090314568486e-11,0.0,0.0
evolving,slow_0p2,196560.0,680.2,0.7000000000556542,4.5695277401651876e-07,6.721581211568644e-08,1.0592719331460383e-07,3.1026095982141007e-09,1.0278704410116034e-07,8.980661166499601e-07,5.2400342768432215e-11,0.0,0.0
evolving,slow_0p2,197640.0,683.8000000000001,0.7000000000688517,5.61040647996075e-07,8.252669653640647e-08,1.2868113711117626e-07,3.865680951060921e-09,1.247673328343986e-07,1.0427069435462618e-06,6.172257477721855e-11,0.0,0.0
evolving,slow_0p2,198720.0,687.4000000000001,0.7000000000850443,6.877713885240598e-07,1.0116825062912343e-07,1.5609495683725419e-07,4.808394162600484e-09,1.5122498774438445e-07,1.2092745199362471e-06,7.261409387875522e-11,0.0,0.0
evolving,slow_0p2,199800.0,691.0,0.7000000001048815,8.418367551916413e-07,1.2383061238782482e-07,1.8907604388953165e-07,5.971140384493778e-09,1.8302626346419117e-07,1.400881550191422e-06,8.532391257949865e-11,0.0,0.0
evolving,slow_0p2,200880.0,694.6,0.7000000001291464,1.0288516820327396e-06,1.513397148827589e-07,2.286992732210965e-07,7.402962297119925e-09,2.2119606102820093e-07,1.621051856837688e-06,1.0013812042319921e-10,0.0,0.0
evolving,slow_0p2,201960.0,698.2,0.7000000001587824,1.255526138396668e-06,1.8468256627949454e-07,2.7623620014285557e-07,9.1633142378351e-09,2.669453203901827e-07,1.8737704672293273e-06,1.1738503594602737e-10,0.0,0.0
evolving,slow_0p2,203040.0,701.8000000000001,0.7000000001949245,1.5298671226640729e-06,2.2503696227677924e-07,3.3318904366164386e-07,1.132416127942919e-08,3.2170285051790473e-07,2.163539260613002e-06,1.3744102219183903e-10,0.0,0.0
evolving,slow_0p2,204120.0,705.4000000000001,0.7000000002389358,1.861415735818467e-06,2.738063586497005e-07,4.0133019050411463e-07,1.3972478787120971e-08,3.871522675287213e-07,2.495438727484963e-06,1.6073704432816902e-10,0.0,0.0
evolving,slow_0p2,205200.0,709.0,0.7000000002924516,2.261525036434943e-06,3.326607425763463e-07,4.827480586537704e-07,1.7213224458216722e-08,4.6527480509318855e-07,2.875196440481653e-06,1.87766056350471e-10,0.0,0.0
evolving,slow_0p2,206280.0,712.6,0.7000000003574298,2.743685238929106e-06,4.035844679708445e-07,5.799002776702537e-07,2.1172866986849487e-08,5.583988671127551e-07,3.3092628866283312e-06,2.1909131312165195e-10,0.0,0.0
evolving,slow_0p2,207360.0,716.2,0.7000000004362128,3.323903796298266e-06,4.889321641108734e-07,6.956752769168517e-07,2.6003569541004404e-08,6.692573118652525e-07,3.804895364738899e-06,2.5535571413454204e-10,0.0,0.0
evolving,slow_0p2,208440.0,719.8000000000001,0.700000000531598,4.02114902193992e-06,5.914939906188865e-07,8.334635239233145e-07,3.188814246704766e-08,8.01053590942952e-07,4.370250709242456e-06,2.972922964796795e-10,0.0,0.0
evolving,slow_0p2,209520.0,723.4000000000001,0.7000000006469225,4.857867168916451e-06,7.145716977557404e-07,9.972398254810951e-07,3.9045898361672366e-08,9.57538017072625e-07,5.014487662828486e-06,3.4573600662798226e-10,0.0,0.0
evolving,slow_0p2,210600.0,727.0,0.7000000007861601,5.86058431748067e-06,8.620671616950334e-07,1.1916582959450291e-06,4.7739564227125184e-08,1.1430956041645792e-06,5.7478797851727205e-06,4.016368938812574e-10,0.0,0.0
evolving,slow_0p2,211680.0,730.6,0.7000000009540386,7.060606042911341e-06,1.0385853029269896e-06,1.422161813070221e-06,5.828343025331882e-08,1.3628471127302645e-06,6.581939853727231e-06,4.66074882792375e-10,0.0,0.0
evolving,slow_0p2,212760.0,734.2,0.7000000011561736,8.494829667932841e-06,1.2495535654583976e-06,1.6951080242707166e-06,7.105294330178407e-08,1.622765146376388e-06,7.5295567852274505e-06,5.402762976065581e-10,0.0,0.0
evolving,slow_0p2,213840.0,737.8000000000001,0.7000000013992272,1.020668597162076e-05,1.5013604386210363e-06,2.0179142384506554e-06,8.649598591045448e-08,1.9298073828838103e-06,8.605146183253533e-06,6.256323289274451e-10,0.0,0.0
evolving,slow_0p2,214920.0,741.4000000000001,0.7000000016910929,1.2247229556559244e-05,1.8015158460229462e-06,2.399223843833149e-06,1.0514611916770874e-07,2.2920692890992828e-06,9.824815697946301e-06,7.237196514742248e-10,0.0,0.0
evolving,slow_0p2,216000.0,745.0,0.7000000020411099,1.467639969749481e-05,2.1588366117969393e-06,2.8490972341312735e-06,1.2763811076253836e-07,2.7189589654470282e-06,1.1206546468847611e-05,8.3632342208473e-10,0.0,0.0
evolving,slow_0p2,217080.0,748.6,0.7000000024603146,1.7564476439982247e-05,2.5836606475497587e-06,3.3792306079584173e-06,1.5472611862733305e-07,3.221397096513744e-06,1.2770392010821012e-05,9.654629091560152e-10,0.0,0.0
evolving,slow_0p2,218160.0,752.2,0.7000000029617324,2.0993760021613837e-05,3.088093989453623e-06,4.0032064339404564e-06,1.8730495666006649e-07,3.812045352376201e-06,1.4538695996090243e-05,1.1134200286287753e-09,0.0,0.0
evolving,slow_0p2,219240.0,755.8000000000001,0.700000003560716,2.5060505389595984e-05,3.6862953593745588e-06,4.736779851369251e-06,2.2643493294979365e-07,4.505566994940907e-06,1.6536330482563898e-05,1.2827710875531642e-09,0.0,0.0
evolving,slow_0p2,220320.0,759.4000000000001,0.7000000042753389,2.987714772814953e-05,4.39480353289967e-06,5.598205808674041e-06,2.733708237460235e-07,5.318923898696311e-06,1.8790956239682917e-05,1.4764220643667256e-09,0.0,0.0
evolving,slow_0p2,221400.0,763.0,0.7000000051268511,3.5574859532534755e-05,5.232913477240869e-06,6.608612335238656e-06,3.295956292401957e-07,6.27171470045999e-06,2.133330692793581e-05,1.697647785427103e-09,0.0,0.0
evolving,slow_0p2,222480.0,766.6,0.7000000061402067,4.230648492204652e-05,6.223107980408022e-06,7.792426002429229e-06,3.968598513271196e-07,7.3865593528285495e-06,2.4197498996720106e-05,1.950135390234494e-09,0.0,0.0
evolving,slow_0p2,223560.0,770.2,0.7000000073446728,5.0249902624619504e-05,7.391552337491307e-06,9.177856363975104e-06,4.772271402909231e-07,8.689535976423018e-06,2.742136927717801e-05,2.238032513327804e-09,0.0,0.0
evolving,slow_0p2,224640.0,773.8000000000001,0.7000000087745344,5.961187544725382e-05,8.768660598689508e-06,1.079744698154544e-05,5.73127278377056e-07,1.0210676592430296e-05,3.104684236172206e-05,2.566000649226995e-09,0.0,0.0
evolving,slow_0p2,225720.0,777.4000000000001,0.7000000104699053,7.063245112989327e-05,1.0389742925785645e-05,1.2688701546620541e-05,6.874176052055977e-07,1.1984529075594927e-05,3.512032997981774e-05,2.939274208215025e-09,0.0,0.0
evolving,slow_0p2,226800.0,781.0,0.7000000124776635,8.35899873305899e-05,1.229574475866096e-05,1.4894794613439045e-05,8.234541448792716e-07,1.4050793505455582e-05,3.9693164699819566e-05,3.363725815413852e-09,0.0,0.0
evolving,slow_0p2,227880.0,784.6,0.7000000148525267,9.88068821760457e-05,1.4534089771354159e-05,1.7465377569555414e-05,9.851738695793166e-07,1.6455042017527916e-05,4.482207040876453e-05,3.845938453724393e-09,0.0,0.0
evolving,slow_0p2,228960.0,788.2,0.7000000176582873,0.00011665610140748509,1.715964000894524e-05,2.0457491700826293e-05,1.1771897317889744e-06,1.9249532274144446e-05,5.056967214545116e-05,4.393285102998959e-09,0.0,0.0
evolving,slow_0p2,230040.0,791.8000000000001,0.7000000209692319,0.0001375686037355456,2.0235788153702555e-05,2.393660156784047e-05,1.404900319655282e-06,2.2494125795242297e-05,5.700504798622016e-05,5.014016583538693e-09,0.0,0.0
evolving,slow_0p2,231120.0,795.4000000000001,0.7000000248717656,0.00016204177767192276,2.383569858362185e-05,2.797776341324469e-05,1.6746162402859402e-06,2.625732362164566e-05,6.420432580690355e-05,5.717358371909126e-09,0.0,0.0
evolving,slow_0p2,232200.0,799.0,0.7000000294662737,0.0001906490159168706,2.804371577153558e-05,3.2666944977438424e-05,1.9937056171682055e-06,3.061743313709533e-05,7.225132786752502e-05,6.5136172214157135e-09,0.0,0.0
evolving,slow_0p2,233280.0,802.6,0.70000003486925,0.00022405056744144176,3.295696064180509e-05,3.810251492819852e-05,2.3707614039082087e-06,3.5663881360972446e-05,8.123826628767499e-05,7.414298488653312e-09,0.0,0.0
evolving,slow_0p2,234360.0,806.2,0.7000000412157278,0.0002630058228069977,3.8687137768315796e-05,4.43969221235752e-05,2.8157935709921127e-06,4.14986916526176e-05,9.126649259894738e-05,8.432235141644618e-09,0.0,0.0
evolving,slow_0p2,235440.0,809.8000000000001,0.7000000486620528,0.0003083872051109348,4.536257877666786e-05,5.1678587143782814e-05,3.340449619522535e-06,4.82381425524661e-05,0.00010244730467531889,9.581729504516165e-09,0.0,0.0
evolving,slow_0p2,236520.0,813.4000000000001,0.7000000573890446,0.00036119585733936923,5.3130550020256446e-05,6.009403096504053e-05,3.958267320561512e-06,5.601462943786119e-05,0.00011490281445161195,1.087870887876386e-08,0.0,0.0
evolving,slow_0p2,237600.0,817.0,0.7000000676055926,0.00042257933695059294,6.215985555001697e-05,6.981026832609538e-05,4.684964075947703e-06,6.497875180623897e-05,0.00012876687994287203,1.2340896272274106e-08,0.0,0.0
evolving,slow_0p2,238680.0,820.6,0.7000000795527472,0.0004938515503150523,7.26437696069034e-05,8.101749627770197e-05,5.53876785187598e-06,7.530165133021611e-05,0.00014418610517210692,1.3987997564764005e-08,0.0,0.0
evolving,slow_0p2,239760.0,824.2,0.7000000935083629,0.0005765151833090561,8.480333635107105e-05,9.393211162947648e-05,6.54079525629117e-06,8.717762837375691e-05,0.00016132091169880218,1.5841906542560033e-08,0.0,0.0
evolving,slow_0p2,240840.0,827.8000000000001,0.7000001097923669,0.0006722869100111536,9.889107831869094e-05,0.0001088000945419574,7.715483021997574e-06,0.0001008270674329945,0.00018034668551433368,1.7926929347075932e-08,0.0,0.0
evolving,slow_0p2,241920.0,831.4000000000001,0.7000001287727278,0.0007831256891936894,0.00011519515918294872,0.00012590079938074974,9.091079926679053e-06,0.00011649970498733092,0.00020145500313086356,2.0270030000383876e-08,0.0,0.0
evolving,slow_0p2,243000.0,835.0,0.700000150872209,0.0009112644882478388,0.00013404405080654023,0.0001455511981827785,1.070020703680114e-05,0.00013447827653534854,0.00022485494073579574,2.2901098798377743e-08,0.0,0.0
evolving,slow_0p2,244080.0,838.6,0.7000001765760053,0.0010592458064377437,0.00015581175932524946,0.00016811062671249618,1.2580495113394998e-05,0.0001550825831662476,0.00025077447031232044,2.585324549767398e-08,0.0,0.0
evolving,slow_0p2,245160.0,842.2,0.7000002064403628,0.0012299614040524273,0.00018092367011168613,0.00019398608814095948,1.477530907353744e-05,0.00017867402190249005,0.0002794619466357739,2.916311936710251e-08,0.0,0.0
evolving,slow_0p2,246240.0,845.8000000000001,0.700000241102301,0.001426696681214974,0.00020986307695042733,0.00022363817489827833,1.7334570572342554e-05,0.00020566062826623142,0.00031118768904354215,3.2871258328951234e-08,0.0,0.0
evolving,slow_0p2,247320.0,849.4000000000001,0.7000002812905664,0.001653180189910101,0.00024317846662489067,0.0002575876752675663,2.0315691067755376e-05,0.00023650268409527398,0.00034624566184054793,3.70224695796492e-08,0.0,0.0
evolving,slow_0p2,248400.0,853.0,0.7000003278379567,0.0019136388052908425,0.00028149163638580764,0.00029642293784637984,2.3784629166645752e-05,0.00027171894858949125,0.00038495525714094816,4.166624425489244e-08,0.0,0.0
evolving,slow_0p2,249480.0,856.6,0.7000003816951721,0.002212859127596432,0.00032550672845282983,0.0003408080741428037,2.781708763894667e-05,0.00031189357593335005,0.0004276631838568188,4.6857208891044476e-08,0.0,0.0
evolving,slow_0p2,250560.0,860.2,0.7000004439463672,0.00255625573412361,0.00037602027280552526,0.0003914920873439397,3.2499867241292134e-05,0.0003576837886433684,0.00047474546642454146,5.2655616633698695e-08,0.0,0.0
evolving,slow_0p2,251640.0,863.8000000000001,0.7000005158265895,0.0029499469516871156,0.00043393233705562456,0.00044931902374350255,3.793239642837615e-05,0.00040982838206148607,0.0005266095567063958,5.912788135633856e-08,0.0,0.0
evolving,slow_0p2,252720.0,867.4000000000001,0.7000005987413145,0.003400838873916559,0.0005002588901654898,0.0005152392524951772,4.422845816597581e-05,0.00046915714218892784,0.0005836965623166933,6.63471580779594e-08,0.0,0.0
evolving,slow_0p2,253800.0,871.0,0.7000006942882997,0.0039167184045778795,0.0005761454951920839,0.0005903219893253649,5.1518137412503905e-05,0.0005366012663643847,0.0006464835943961693,7.439397330924872e-08,0.0,0.0
evolving,slow_0p2,254880.0,874.6,0.7000008042820116,0.004506356167865632,0.0006628824550915517,0.0006757691906523444,5.995001542575444e-05,0.0006132048841709949,0.0007154862375933858,8.335690921348156e-08,0.0,0.0
evolving,slow_0p2,255960.0,878.2,0.7000009307808898,0.0051796201892513926,0.0007619215449146195,0.000772930956282484,6.969363989942536e-05,0.0007001377844468357,0.00079126114470513,9.333334574179744e-08,0.0,0.0
evolving,slow_0p2,257040.0,881.8000000000001,0.7000010761177503,0.005947601315932401,0.0008748944734515411,0.0008833225915559141,8.094230306295902e-05,0.0007987094634136256,0.0008744087580784544,1.0443026519431358e-07,0.0,0.0
evolving,slow_0p2,258120.0,885.4000000000001,0.700001242933646,0.006822751414098053,0.0010036332275361692,0.0010086434935654615,9.391616331279776e-05,0.0009103846187696634,0.0009655761594819933,1.1676512396987501e-07,0.0,0.0
evolving,slow_0p2,259200.0,889.0,0.7000014342155356,0.007819035450997647,0.0011501924627787706,0.0011507980409508744,0.0001088657497098439,0.0010368002251604587,0.0010654600497136439,1.3046679659983504e-07,0.0,0.0
evolving,slow_0p2,260280.0,892.6,0.7000016533381422,0.008952098642972141,0.0013168741154462014,0.0013119186828569782,0.00012607589280519646,0.0011797843377907003,0.001174809858723834,1.4567659751678323e-07,0.0,0.0
evolving,slow_0p2,261360.0,896.2,0.7000019041104145,0.010239449925995382,0.0015062544215224082,0.00149439144002531,0.00014587012977456367,0.0013413767831224521,0.0012944309864973233,1.6254938638966941e-07,0.0,0.0
evolving,slow_0p2,262440.0,899.8000000000001,0.7000021908270349,0.01170066308260064,0.0017212135406329892,0.0017008840497571799,0.00016861563678398104,0.0015238519086692949,0.0014251881743528201,1.8125476326438585e-07,0.0,0.0
evolving,slow_0p2,263520.0,903.4000000000001,0.7000025183254606,0.01335759693803265,0.00196496799446895,0.0019343770067386833,0.00019472874691054754,0.001729743577897679,0.0015680090056870476,2.0197836018648743e-07,0.0,0.0
evolving,slow_0p2,264600.0,907.0,0.700002892049017,0.015234636118709441,0.002241106141557495,0.0021981977735596025,0.00022468111783945002,0.0019618726112425886,0.0017238875345104814,2.2492323645283296e-07,0.0,0.0
evolving,slow_0p2,265680.0,910.6,0.7000033181166064,0.017358953947173204,0.002553626922653077,0.002496058458297292,0.00025900661999256753,0.0022233768902933473,0.0018938880393950905,2.503113851453265e-07,0.0,0.0
evolving,slow_0p2,266760.0,914.2,0.7000038033996354,0.019760799129194668,0.0029069821236105834,0.002832097281892355,0.0002983090227574648,0.0025177443593714256,0.002079148899683581,2.7838535914613266e-07,0.0,0.0
evolving,slow_0p2,267840.0,917.8000000000001,0.700004355606811,0.02247380797001014,0.003306122415292426,0.003210924185337054,0.00034327056412414254,0.0028488491770693723,0.0022808865899951046,3.094100254245158e-07,0.0,0.0
evolving,slow_0p2,268920.0,921.4000000000001,0.7000049833775019,0.025535343937208035,0.0037565474427888276,0.0036376709560619804,0.0003946614973492267,0.003220991289918165,0.0025003997882081224,3.4367445702555686e-07,0.0,0.0
evolving,slow_0p2,270000.0,925.0000000000001,0.7000056963844106,0.028986866466873547,0.004264360248926721,0.00411804628448361,0.00045335071730561106,0.0036389397212743726,0.0027390735912099983,3.8149397288684134e-07,0.0,0.0
evolving,slow_0p2,271080.0,928.6,0.700006505446352,0.03287433098645912,0.0048363263296264435,0.00465839619560717,0.0005203175789944438,0.00410797989083993,0.0029983838317782664,4.232123363671573e-07,0.0,0.0
evolving,slow_0p2,272160.0,932.2,0.7000074226519906,0.03724862220164505,0.005479937631056359,0.005265770337028329,0.0005966650313550797,0.004633965304031504,0.0032799014890052343,4.692041241995825e-07,0.0,0.0
evolving,slow_0p2,273240.0,935.8000000000001,0.7000084614954394,0.042166022764269784,0.00620348181064675,0.005947994643808236,0.0006836342010693689,0.00522337397578678,0.0035852971837012073,5.198772784891537e-07,0.0,0.0
evolving,slow_0p2,274320.0,939.4000000000001,0.7000096370246864,0.04768871950319762,0.0070161170957583,0.0067137509426819855,0.0007826205735849411,0.00588336998041697,0.003916345749215647,5.756758553733678e-07,0.0,0.0
evolving,slow_0p2,275400.0,943.0000000000001,0.7000109660038673,0.05388534945864397,0.007927953085061475,0.007572664103094685,0.0008951919321488503,0.0066218705478892645,0.004274930867108024,6.370829850640297e-07,0.0,0.0
evolving,slow_0p2,276480.0,946.6,0.700012467090467,0.060831588011774726,0.008950137848367774,0.008535397390836056,0.0010231082303214893,0.007447619157544531,0.004663049756086124,7.046240592065782e-07,0.0,0.0
evolving,slow_0p2,277560.0,950.2,0.7000141610285966,0.06861078144396755,0.010094951690652613,0.00961375673177422,0.0011683435893093826,0.00837026511282975,0.0050828179016154645,7.788701628436775e-07,0.0,0.0
evolving,slow_0p2,278640.0,953.8000000000001,0.7000160708595494,0.07731462629255074,0.011375907955216645,0.010820804648601056,0.001333110628597477,0.009400450115266855,0.005536473812596426,8.604417697736418e-07,0.0,0.0
evolving,slow_0p2,279720.0,957.4000000000001,0.7000182221509108,0.08704389789044649,0.012807861249224811,0.012170984692829359,0.001519887356863629,0.010549902392705082,0.006026383790513914,9.500127217729674e-07,0.0,0.0
evolving,slow_0p2,280800.0,961.0000000000001,0.7000206432455535,0.09790923048430926,0.01440712348213908,0.013680257257782697,0.0017314468701123502,0.01183153897604145,0.006555046695491264,1.0483145140320948e-06,0.0,0.0
evolving,slow_0p2,281880.0,964.6,0.7000233655319235,0.11003195131737513,0.016191588113676474,0.015366247726253623,0.001970890125467082,0.013259576760170803,0.00712509869273587,1.1561409112642907e-06,0.0,0.0
evolving,slow_0p2,282960.0,968.2,0.700026423737079,0.12354497103746875,0.018180863012791676,0.0172484079791811,0.002241682082214202,0.014849653029103353,0.007739317961953135,1.274352921324181e-06,0.0,0.0
evolving,slow_0p2,284040.0,971.8000000000001,0.7000298562440144,0.13859373274494619,0.020396412332645983,0.01934819236939702,0.00254769152660129,0.016618956172097608,0.00840062935143502,1.4038841558548403e-06,0.0,0.0
evolving,slow_0p2,285120.0,975.4000000000001,0.7000337054348607,0.15533722192738725,0.0228617078084761,0.021689249347552817,0.0028932349236697507,0.018586367367475612,0.009112108957701252,1.5457466105170109e-06,0.0,0.0
evolving,slow_0p2,286200.0,979.0000000000001,0.7000380180616188,0.1739490394348644,0.02560238988558897,0.024297630016120727,0.0032831246681660673,0.02077261406370263,0.009876988610797515,1.7010369007948838e-06,0.0,0.0
evolving,slow_0p2,287280.0,982.6,0.7000428456461409,0.19461853952844008,0.028646439083237753,0.027202014982212835,0.0037227221374443354,0.02320043614349084,0.01069866024462745,1.8709429932819118e-06,0.0,0.0
evolving,slow_0p2,288360.0,986.2,0.7000482449111292,0.21755203488195815,0.03202435799675953,0.030433960981304846,0.004217995982376372,0.025894765716359572,0.011580680131027036,2.0567514767977218e-06,0.0,0.0
evolving,slow_0p2,289440.0,989.8000000000001,0.7000542782439781,0.24297407022945347,0.03576936433493131,0.03402816885219969,0.004775586127754316,0.028882921548462732,0.012526772955677333,2.259855422758986e-06,0.0,0.0
evolving,slow_0p2,290520.0,993.4000000000001,0.7000610141953352,0.2711287661235435,0.039917595381888764,0.03802277455917996,0.005402873991641212,0.03219481920582242,0.013540835713389768,2.481762890015156e-06,0.0,0.0
evolving,slow_0p2,291600.0,997.0000000000001,0.7000685280142941,0.3022812339993908,0.0445083242629831,0.04245966508076571,0.006108059473739172,0.035863198058649855,0.01462694139979221,2.7241061359763438e-06,0.0,0.0
evolving,slow_0p2,292680.0,1000.6,0.7000769022221776,0.3367190634193964,0.0495841883814904,0.0473848211163524,0.006900245306249413,0.03992386637048531,0.015789342475985974,2.988651603432554e-06,0.0,0.0
evolving,slow_0p2,293760.0,1004.2,0.7000862272268908,0.3747538819999779,0.055191430377931366,0.05284868870279208,0.007789529407040532,0.04441596577673961,0.01703247408232372,3.277310761136436e-06,0.0,0.0
evolving,slow_0p2,294840.0,1007.8000000000001,0.7000966019798547,0.4167229880875903,0.06138015194572997,0.05890658198333506,0.008787105924378213,0.04938225654323784,0.018360956977073614,3.5921518861656833e-06,0.0,0.0
evolving,slow_0p2,295920.0,1011.4000000000001,0.700108134677528,0.46299105574979593,0.06820458081583536,0.06561911953189177,0.009905375715153649,0.05486942508689576,0.019779600175373717,3.9354128874915225e-06,0.0,0.0
evolving,slow_0p2,297000.0,1015.0000000000001,0.7001209435095394,0.5139519110711989,0.07572335119850793,0.07305269680704077,0.011158067054642859,0.06092841533813934,0.02129340326352463,4.30951528328182e-06,0.0,0.0
