mode,protocol,t_s,T_C,rho,G_nm,f_GBseg,f_TJ,f_iso,C_GBseg,C_TJ,f_clean_GB,GBseg_mean_nm,TJ_mean_nm,iso_mean_nm,E_G,sigma_base,sigma_GBseg_pore,sigma_TJ_pore,sigma_clean_GB,sigma_iso,sigma_act_total,P_GBseg_dens,P_TJ_dens,P_clean_GB,P_GBseg_drag,P_TJ_drag,P_GB_to_TJ_relocation,P_TJ_iso_conversion,P_iso,P_persistent_drag
evolving,slow_0p2,226800.0,781.0,0.7000000124776635,150.00000066245423,0.5999999502809091,0.3000000455566541,0.10000000416243664,0.4057627012017523,0.4774879171291563,0.5942372987982477,41.77657801935025,41.776568919420065,41.77656829551474,2.8194676350241465,26666666.548897028,10820338.650926867,12733011.067210589,15846327.89797016,2666666.7658880134,46809837.34758338,8.35899873305899e-05,1.229574475866096e-05,1.4894794613439045e-05,8.234541448792716e-07,1.4050793505455582e-05,3.9693164699819566e-05,3.363725815413852e-09,0.0,0.0
evolving,slow_0p2,227880.0,784.6,0.7000000148525267,150.0000007888242,0.5999999428625202,0.30000005218293607,0.10000000495454357,0.4057626845284683,0.47748792101533777,0.5942373154715317,41.77657932662108,41.7765690159713,41.77656829553989,2.818237627862928,26666666.526431255,10820338.197190192,12733011.160114959,15846328.329241063,2666666.784764287,46809837.25763258,9.88068821760457e-05,1.4534089771354159e-05,1.7465377569555414e-05,9.851738695793166e-07,1.6455042017527916e-05,4.482207040876453e-05,3.845938453724393e-09,0.0,0.0
evolving,slow_0p2,228960.0,788.2,0.7000000176582873,150.0000009381888,0.5999999343754236,0.3000000597342239,0.1000000058903525,0.4057626655597809,0.4774879253473753,0.5942373344402191,41.77658080092751,41.77656912697772,41.77656829556863,2.816972518377461,26666666.499877546,10820337.680584027,12733011.262956882,15846328.81929352,2666666.8070638203,46809837.15093641,0.00011665610140748509,1.715964000894524e-05,2.0457491700826293e-05,1.1771897317889744e-06,1.9249532274144446e-05,5.056967214545116e-05,4.393285102998959e-09,0.0,0.0
evolving,slow_0p2,230040.0,791.8000000000001,0.7000000209692319,150.00000111452698,0.5999999246707731,0.300000068334592,0.10000000699463481,0.4057626439893506,0.477487930169184,0.5942373560106494,41.77658246256374,41.776569254533754,41.77656829560145,2.8156715188475276,26666666.46852854,10820337.092652299,12733011.376569675,15846329.37587624,2666666.833376447,46809837.02451881,0.0001375686037355456,2.0235788153702555e-05,2.393660156784047e-05,1.404900319655282e-06,2.2494125795242297e-05,5.700504798622016e-05,5.014016583538693e-09,0.0,0.0
evolving,slow_0p2,231120.0,795.4000000000001,0.7000000248717656,150.00000132246993,0.5999999135796729,0.30000007812412416,0.10000000829620294,0.40576261947109704,0.4774879355279237,0.594237380528903,41.77658433417272,41.77656940102713,41.77656829563887,2.814333823121356,26666666.431560908,10820336.423832126,12733011.501817802,15846330.007728782,2666666.8643881674,46809836.87490325,0.00016204177767192276,2.383569858362185e-05,2.797776341324469e-05,1.6746162402859402e-06,2.625732362164566e-05,6.420432580690355e-05,5.717358371909126e-09,0.0,0.0
evolving,slow_0p2,232200.0,799.0,0.7000000294662737,150.00000156740188,0.5999999009105683,0.3000000892609012,0.1000000098285304,0.40576259161418393,0.47748794147406615,0.5942374083858161,41.77658644100576,41.776569569178335,41.77656829568155,2.8129586057008162,26666666.388017446,10820335.663312808,12733011.639590122,15846330.724704638,2666666.9008958857,46809836.69803371,0.0001906490159168706,2.804371577153558e-05,3.2666944977438424e-05,1.9937056171682055e-06,3.061743313709533e-05,7.225132786752502e-05,6.5136172214157135e-09,0.0,0.0
evolving,slow_0p2,233280.0,802.6,0.70000003486925,150.00000185557556,0.599999886446313,0.3000001019232251,0.10000001163046185,0.40576255997739097,0.47748794806142425,0.594237440022609,41.77658881120987,41.77656976208541,41.77656829573015,2.811545020769365,26666666.336786572,10820334.798877435,12733011.790790876,15846331.537909137,2666666.943824303,46809836.48918412,0.00022405056744144176,3.295696064180509e-05,3.810251492819852e-05,2.3707614039082087e-06,3.5663881360972446e-05,8.123826628767499e-05,7.414298488653312e-09,0.0,0.0
evolving,slow_0p2,234360.0,806.2,0.7000000412157278,150.00000219424416,0.5999998699408694,0.3000001163121073,0.10000001374702337,0.40576252406280144,0.4774879553471405,0.5942374759371986,41.77659147614533,41.776569983274214,41.77656829578546,2.810092201160193,26666666.27657882,10820333.81672501,12733011.956328165,15846332.459853811,2666666.994245167,46809836.24285436,0.0002630058228069977,3.8687137768315796e-05,4.43969221235752e-05,2.8157935709921127e-06,4.14986916526176e-05,9.126649259894738e-05,8.432235141644618e-09,0.0,0.0
evolving,slow_0p2,235440.0,809.8000000000001,0.7000000486620528,150.00000259181203,0.5999998511156031,0.30000013265404996,0.10000001623034714,0.405762483308725,0.4774879633916207,0.594237516691275,41.776594470736796,41.776570236755326,41.77656829584833,2.808599257261907,26666666.205900088,10820332.701270875,12733012.13709939,15846333.504629213,2666667.053399258,46809835.95265166,0.0003083872051109348,4.536257877666786e-05,5.1678587143782814e-05,3.340449619522535e-06,4.82381425524661e-05,0.00010244730467531889,9.581729504516165e-09,0.0,0.0
evolving,slow_0p2,236520.0,813.4000000000001,0.7000000573890446,150.00000305800683,0.5999998296551203,0.30000015120415446,0.10000001914072511,0.4057624370817654,0.4774879722584028,0.5942375629182346,41.776597833861075,41.77657052708786,41.77656829591974,2.807065275859038,26666666.123021018,10820331.43492276,12733012.333973149,15846334.688098257,2666667.122721428,46809835.611154586,0.00036119585733936923,5.3130550020256446e-05,6.009403096504053e-05,3.958267320561512e-06,5.601462943786119e-05,0.00011490281445161195,1.087870887876386e-08,0.0,0.0
evolving,slow_0p2,237600.0,817.0,0.7000000676055926,150.00000360407535,0.5999998052025991,0.30000017224959247,0.10000002254780847,0.405762384667939,0.4774879820139474,0.594237615332061,41.77660160877554,41.77657085945165,41.77656829600079,2.805489318904565,26666666.025942177,10820329.99782981,12733012.547767019,15846336.028112367,2666667.203869096,46809835.209758304,0.00042257933695059294,6.215985555001697e-05,6.981026832609538e-05,4.684964075947703e-06,6.497875180623897e-05,0.00012876687994287203,1.2340896272274106e-08,0.0,0.0
evolving,slow_0p2,238680.0,820.6,0.7000000795527472,150.00000424300666,0.5999997773545502,0.30000019611347883,0.10000002653197104,0.4057623252627304,0.4774879927273342,0.5942376747372696,41.77660584359098,41.77657123972818,41.776568296092705,2.8038704222214856,26666665.91235439,10820328.367601307,12733012.779220525,15846337.544753084,2666667.2987546464,46809834.73849781,0.0004938515503150523,7.26437696069034e-05,8.101749627770197e-05,5.53876785187598e-06,7.530165133021611e-05,0.00014418610517210692,1.3987997564764005e-08,0.0,0.0
evolving,slow_0p2,239760.0,824.2,0.7000000935083629,150.00000498978608,0.5999997456549484,0.3000002231591939,0.10000003118585767,0.4057622579599691,0.4774880044698484,0.5942377420400309,41.77661059179351,41.77657167459163,41.77656829619685,2.802207594130495,26666665.779593613,10820326.518991744,12733013.028962549,15846339.260601869,2666667.4095822047,46809834.18584686,0.0005765151833090561,8.480333635107105e-05,9.393211162947648e-05,6.54079525629117e-06,8.717762837375691e-05,0.00016132091169880218,1.5841906542560033e-08,0.0,0.0
evolving,slow_0p2,240840.0,827.8000000000001,0.7000001097923669,150.00000586168312,0.5999997095886594,0.30000025379519996,0.10000003661614063,0.4057621817393914,0.47748801731443435,0.5942378182606086,41.77661591282033,41.776572171611186,41.77656829631476,2.800499814000549,26666665.62458971,10820324.423548352,12733013.297472324,15846341.20104136,2666667.53888935,46809833.538489334,0.0006722869100111536,9.889107831869094e-05,0.0001088000945419574,7.715483021997574e-06,0.0001008270674329945,0.00018034668551433368,1.7926929347075932e-08,0.0,0.0
evolving,slow_0p2,241920.0,831.4000000000001,0.7000001287727278,150.00000687857857,0.599999668574082,0.3000002884804084,0.10000004294550943,0.40576209545274267,0.47748803133499573,0.5942379045472573,41.776621872694534,41.77657273936581,41.776568296448126,2.798746030719142,26666665.443808306,10820322.0492169,12733013.585032988,15846343.394591406,2666667.6895943633,46809832.78105951,0.0007831256891936894,0.00011519515918294872,0.00012590079938074974,9.091079926679053e-06,0.00011649970498733092,0.00020145500313086356,2.0270030000383876e-08,0.0,0.0
evolving,slow_0p2,243000.0,835.0,0.700000150872209,150.0000080633353,0.5999996219549217,0.30000032773015545,0.10000005031492273,0.40576199780825606,0.47748804660551747,0.5942380021917439,41.77662854472496,41.77657338757294,41.77656829659889,2.7969451610788787,26666665.233184915,10820319.359901076,12733013.891676731,15846345.873283839,2666667.8650496923,46809831.895847514,0.0009112644882478388,0.00013404405080654023,0.0001455511981827785,1.070020703680114e-05,0.00013447827653534854,0.00022485494073579574,2.2901098798377743e-08,0.0,0.0
evolving,slow_0p2,244080.0,838.6,0.7000001765760053,150.00000944221745,0.5999995689909944,0.30000037212285174,0.10000005888615382,0.4057618873533313,0.4774880631989774,0.5942381126466687,41.77663601027731,41.77657412723267,41.776568296769156,2.795096088076842,26666664.988050338,10820316.314970305,12733014.217120137,15846348.673080033,2666668.06910237,46809830.86246552,0.0010592458064377437,0.00015581175932524946,0.00016811062671249618,1.2580495113394998e-05,0.0001550825831662476,0.00025077447031232044,2.585324549767398e-08,0.0,0.0
evolving,slow_0p2,245160.0,842.2,0.7000002064403628,150.00001104536534,0.5999995088479583,0.30000042230737695,0.10000006884466474,0.405761762455216,0.47748808118601893,0.594238237544784,41.77664435962337,41.776574970789284,41.77656829696131,2.793197659123103,26666664.703046307,10820312.868710369,12733014.56068852,15846351.834335938,2666668.306162222,46809829.65747022,0.0012299614040524273,0.00018092367011168613,0.00019398608814095948,1.477530907353744e-05,0.00017867402190249005,0.0002794619466357739,2.916311936710251e-08,0.0,0.0
evolving,slow_0p2,246240.0,845.8000000000001,0.700000241102301,150.00001290733138,0.5999994405858547,0.30000047901129756,0.10000008040284773,0.40576162127947213,0.4774881006333448,0.5942383787205279,41.776653692876025,41.77657593231176,41.77656829717798,2.791248684154577,26666664.372030172,10820308.969710499,12733014.921227572,15846355.402319673,2666668.581278772,46809828.25393581,0.001426696681214974,0.00020986307695042733,0.00022363817489827833,1.7334570572342554e-05,0.00020566062826623142,0.00031118768904354215,3.2871258328951234e-08,0.0,0.0
evolving,slow_0p2,247320.0,849.4000000000001,0.7000002812905664,150.00001506768493,0.5999993631463303,0.3000005430499931,0.10000009380367665,0.4057614617659946,0.47748812160179277,0.5942385382340054,41.77666412101806,41.77657702769569,41.776568297422145,2.7892479336502465,26666663.987967394,10820304.560180256,12733015.297000723,15846359.427787138,2666668.900227865,46809826.62097228,0.001653180189910101,0.00024317846662489067,0.0002575876752675663,2.0315691067755376e-05,0.00023650268409527398,0.00034624566184054793,3.70224695796492e-08,0.0,0.0
evolving,slow_0p2,248400.0,853.0,0.7000003278379567,150.00001757169406,0.5999992753383981,0.30000061533678585,0.100000109324816,0.40576128160231584,0.4774881441440475,0.5942387183976842,41.77667576703393,41.776578274888635,41.77656829769703,2.787194136543592,26666663.54281031,10820299.575188464,12733015.685570225,15846363.967621846,2666669.269609116,46809824.72318212,0.0019136388052908425,0.00028149163638580764,0.00029642293784637984,2.3784629166645752e-05,0.00027171894858949125,0.00038495525714094816,4.166624425489244e-08,0.0,0.0
evolving,slow_0p2,249480.0,856.6,0.7000003816951721,150.00002047109362,0.5999991758225868,0.30000069689417436,0.10000012728323894,0.4057610781939164,0.47748816830193574,0.5942389218060836,41.77668876715403,41.7765796941418,41.7765682980063,2.7850859780279285,26666663.02736163,10820293.941816103,12733016.083659858,15846369.085545529,2666669.696955405,46809822.52004837,0.002212859127596432,0.00032550672845282983,0.0003408080741428037,2.781708763894667e-05,0.00031189357593335005,0.0004276631838568188,4.6857208891044476e-08,0.0,0.0
evolving,slow_0p2,250560.0,860.2,0.7000004439463672,150.00002382494853,0.5999990630933039,0.3000007888662842,0.10000014804041202,0.4057608486312262,0.4774881941032523,0.5942391513687738,41.776703272221944,41.7765813082903,41.77656829835401,2.7829220972500903,26666662.431120936,10820287.578214068,12733016.486996979,15846374.852906868,2666670.190855786,46809819.9652465,0.00255625573412361,0.00037602027280552526,0.0003914920873439397,3.2499867241292134e-05,0.0003576837886433684,0.00047474546642454146,5.2655616633698695e-08,0.0,0.0
evolving,slow_0p2,251640.0,863.8000000000001,0.7000005158265895,150.00002770062434,0.5999989354592333,0.3000008925326574,0.10000017200810934,0.40576058965297546,0.47748822155804704,0.5942394103470245,41.776719449196364,41.77658314306552,41.776568298744614,2.7807010848877325,26666661.742112137,10820280.392555863,12733016.890131136,15846381.349556275,2666670.761093282,46809817.00587102,0.0029499469516871156,0.00043393233705562456,0.00044931902374350255,3.793239642837615e-05,0.00040982838206148607,0.0005266095567063958,5.912788135633856e-08,0.0,0.0
evolving,slow_0p2,252720.0,867.4000000000001,0.7000005987413145,150.00003217487637,0.5999987910215608,0.300001009323514,0.10000019965492511,0.4057602976055249,0.47748825065431055,0.5942397023944751,41.776737482799916,41.77658522744277,41.7765682991831,2.7784214806052705,26666660.946689874,10820272.281874511,12733017.286226569,15846388.664815363,2666671.4187991824,46809813.58156786,0.003400838873916559,0.0005002588901654898,0.0005152392524951772,4.422845816597581e-05,0.00046915714218892784,0.0005836965623166933,6.63471580779594e-08,0.0,0.0
evolving,slow_0p2,253800.0,871.0,0.7000006942882997,150.00003733507074,0.5999986276498104,0.3000011408366292,0.10000023151356043,0.4057599683977636,0.4774882813529763,0.5942400316022364,41.77675757732843,41.776587594027724,41.77656829967496,2.7760817703832714,26666660.02932241,10820263.130771767,12733017.666825265,15846396.89855064,2666672.1766256485,46809809.623561546,0.0039167184045778795,0.0005761454951920839,0.0005903219893253649,5.1518137412503905e-05,0.0005366012663643847,0.0006464835943961693,7.439397330924872e-08,0.0,0.0
evolving,slow_0p2,254880.0,874.6,0.7000008042820116,150.00004328055226,0.5999984429550491,0.3000012888559844,0.10000026818896637,0.40575959745113854,0.47748831358215493,0.5942404025488615,41.776779958635146,41.776590279485696,41.77656830022631,2.7736803837158095,26666658.972348485,10820252.809986914,12733018.021577118,15846406.162361572,2666673.0489385556,46809805.05356635,0.004506356167865632,0.0006628824550915517,0.0006757691906523444,5.995001542575444e-05,0.0006132048841709949,0.0007154862375933858,8.335690921348156e-08,0.0,0.0
evolving,slow_0p2,255960.0,878.2,0.7000009307808898,150.00005012417466,0.5999982342602018,0.30000145537236306,0.10000031036743497,0.40575917964432684,0.4774883472305106,0.5942408203556732,41.776804876305754,41.7765933250182,41.776568300843884,2.7712156906701115,26666657.755705256,10820241.17481099,12733018.33793338,15846416.580894265,2666674.052032693,46809799.78256846,0.0051796201892513926,0.0007619215449146195,0.000772930956282484,6.969363989942536e-05,0.0007001377844468357,0.00079126114470513,9.333334574179744e-08,0.0,0.0
evolving,slow_0p2,257040.0,881.8000000000001,0.7000010761177503,150.00005799401106,0.5999979985671898,0.30000164260607504,0.10000035882673529,0.4057587092520327,0.4774883821396724,0.5942412907479673,41.77683260604116,41.77659677689131,41.776568301535185,2.7686859988024435,26666656.356624246,10820228.063331367,12733018.600799121,15846428.293292878,2666675.2043716656,46809793.709465824,0.005947601315932401,0.0008748944734515411,0.0008833225915559141,8.094230306295902e-05,0.0007987094634136256,0.0008744087580784544,1.0443026519431358e-07,0.0,0.0
evolving,slow_0p2,258120.0,885.4000000000001,0.700001242933646,150.00006703526338,0.5999977325205851,0.30000185303201155,0.10000041444740325,0.405758179877339,0.4774884180955691,0.594241820122661,41.77686345226652,41.77660068702086,41.77656830230845,2.7660895499240032,26666654.749291837,10820213.294490052,12733018.792140054,15846441.454801785,2666676.5268549975,46809786.719550565,0.006822751414098053,0.0010036332275361692,0.0010086434935654615,9.391616331279776e-05,0.0009103846187696634,0.0009655761594819933,1.1676512396987501e-07,0.0,0.0
evolving,slow_0p2,259200.0,889.0,0.7000014342155356,150.00007741239259,0.5999974323674515,0.3000020894072472,0.10000047822530136,0.40575758437699716,0.4774884548185697,0.5942424156230028,41.77689775098599,41.776605113620356,41.77656830317279,2.763424516710205,26666652.904470645,10820196.665937845,12733018.890538812,15846456.2385328,2666678.043115187,46809778.682817996,0.007819035450997647,0.0011501924627787706,0.0011507980409508744,0.0001088657497098439,0.0010368002251604587,0.0010654600497136439,1.3046679659983504e-07,0.0,0.0
evolving,slow_0p2,260280.0,892.6,0.7000016533381422,150.00008931149142,0.5999970939130023,0.3000023548014223,0.1000005512855754,0.40575691477899134,0.47748849195228593,0.5942430852210087,41.776935872905234,41.776610121917216,41.776568304138266,2.760688999146507,26666650.789077647,10820177.9516649,12733018.870694922,15846472.837412747,2666679.779847689,46809769.45208429,0.008952098642972141,0.0013168741154462014,0.0013119186828569782,0.00012607589280519646,0.0011797843377907003,0.001174809858723834,1.4567659751678323e-07,0.0,0.0
evolving,slow_0p2,261360.0,896.2,0.7000019041104145,150.00010294292588,0.5999967124716946,0.30000265263015946,0.10000063489814613,0.4057561621916562,0.47748852905090067,0.5942438378083438,41.77697822684375,41.77661578494406,41.776568305215996,2.757881020803524,26666648.365714625,10820156.899386767,12733018.70286268,15846491.466327857,2666681.767177073,46809758.860893846,0.010239449925995382,0.0015062544215224082,0.00149439144002531,0.00014587012977456367,0.0013413767831224521,0.0012944309864973233,1.6254938638966941e-07,0.0,0.0
evolving,slow_0p2,262440.0,899.8000000000001,0.7000021908270349,150.00011854427177,0.5999962828133288,0.30000298669178654,0.10000073049488459,0.4057553167035718,0.4774885655648555,0.5942446832964282,41.77702526346238,41.7766221844119,41.77656830641821,2.754998524933956,26666645.59214612,10820133.227663156,12733018.352220228,15846512.364482965,2666684.0390628064,46809746.72119543,0.01170066308260064,0.0017212135406329892,0.0017008840497571799,0.00016861563678398104,0.0015238519086692949,0.0014251881743528201,1.8125476326438585e-07,0.0,0.0
evolving,slow_0p2,263520.0,903.4000000000001,0.7000025183254606,150.0001363835765,0.5999957991037083,0.30000336120765897,0.10000083968863283,0.4057543672733983,0.4774886008247322,0.5942456327266017,41.77707747933227,41.77662941167292,41.77656830775838,2.7520393703834536,26666642.420719557,10820106.622725027,12733017.778162831,15846535.79799453,2666686.633748472,46809732.8207645,0.01335759693803265,0.00196496799446895,0.0019343770067386833,0.00019472874691054754,0.001729743577897679,0.0015680090056870476,2.0197836018648743e-07,0.0,0.0
evolving,slow_0p2,264600.0,907.0,0.700002892049017,150.0001567629785,0.5999952548393616,0.300003780866395,0.10000096429424345,0.4057533016087539,0.4774886340231369,0.5942466983912461,41.7771354213735,41.7766375687811,41.776568309251374,2.749001327307282,26666638.79772184,10820076.734983727,12733016.933512587,15846562.062738113,2666689.5942584695,46809716.920347415,0.015234636118709441,0.002241106141557495,0.0021981977735596025,0.00022468111783945002,0.0019618726112425886,0.0017238875345104814,2.2492323645283296e-07,0.0,0.0
evolving,slow_0p2,265680.0,910.6,0.7000033181166064,150.00018002271875,0.5999946427758093,0.3000042508723645,0.10000110635182642,0.4057521060331626,0.47748866419438984,0.5942478939668374,41.77719969169391,41.776646769658875,41.77656831091351,2.7458820726842443,26666634.662666187,10820043.17519374,12733015.763636291,15846591.487472447,2666692.968946582,46809698.75050109,0.017358953947173204,0.002553626922653077,0.002496058458297292,0.00025900661999256753,0.0022233768902933473,0.0018938880393950905,2.503113851453265e-07,0.0,0.0
evolving,slow_0p2,266760.0,914.2,0.7000038033996354,150.00020654558344,0.5999939548488061,0.3000047769987896,0.1000012681524043,0.4057507653400414,0.4774886901918032,0.5942492346599586,41.77727095286069,41.77665714138011,41.776568312762755,2.742679185619133,26666629.947502393,10820005.510238765,12733014.205462432,15846624.437263628,2666696.812101122,46809678.0080996,0.019760799129194668,0.0029069821236105834,0.002832097281892355,0.0002983090227574648,0.0025177443593714256,0.002079148899683581,2.7838535914613266e-07,0.0,0.0
evolving,slow_0p2,267840.0,917.8000000000001,0.700004355606811,150.0002367618175,0.5999931820879584,0.3000053656458481,0.10000145226619367,0.4057492626326106,0.477488710662314,0.5942507373673894,41.77734993363916,41.776668825578746,41.77656831481886,2.7393901424245555,26666624.57574333,10819963.258508507,12733012.186387658,15846661.317234822,2666701.184611703,46809654.35247737,0.02247380797001014,0.003306122415292426,0.003210924185337054,0.00034327056412414254,0.0028488491770693723,0.0022808865899951046,3.094100254245158e-07,0.0,0.0
evolving,slow_0p2,268920.0,921.4000000000001,0.7000049833775019,150.0002711545553,0.599992314522065,0.30000602390418996,0.10000166157374503,0.4057475791485421,0.47748872401822484,0.5942524208514579,41.77743743523611,41.7766819799944,41.77656831710348,2.7360123114728068,26666618.461499535,10819915.884831255,12733009.623062251,15846702.57666828,2666706.1547030574,46809627.401175536,0.025535343937208035,0.0037565474427888276,0.0036376709560619804,0.0003946614973492267,0.003220991289918165,0.0025003997882081224,3.4367445702555686e-07,0.0,0.0
evolving,slow_0p2,270000.0,925.0000000000001,0.7000056963844106,150.00031026581564,0.5999913410754985,0.3000067596243105,0.10000189930019102,0.40574569406807715,0.47748872840578593,0.5942543059319229,41.77753433808674,41.776696780166134,41.77656831964044,2.7325429478081373,26666611.50841353,10819862.794925021,12733006.420043474,15846748.71348851,2666711.7987416848,46809596.7252567,0.028986866466873547,0.004264360248926721,0.00411804628448361,0.00045335071730561106,0.0036389397212743726,0.0027390735912099983,3.8149397288684134e-07,0.0,0.0
evolving,slow_0p2,271080.0,928.6,0.700006505446352,150.0003547031137,0.5999902494548823,0.3000075814922484,0.10000216905286924,0.40574358430426105,0.4774887216703323,0.594256415695739,41.77764160922738,41.77671342128711,41.776568322455844,2.728979187509604,26666603.60848446,10819803.329327425,12733002.468304714,15846800.279157033,2666718.2021215158,46809561.84414955,0.03287433098645912,0.0048363263296264435,0.00465839619560717,0.0005203175789944438,0.00410797989083993,0.0029983838317782664,4.232123363671573e-07,0.0,0.0
evolving,slow_0p2,272160.0,932.2,0.7000074226519906,150.00040514674586,0.5999890260252854,0.30000849911210953,0.10000247486260508,0.40574122427385784,0.4774887013176765,0.5942587757261422,41.77776031029849,41.77673212023307,41.776568325578324,2.7253180417944973,26666594.64077305,10819736.756761953,12732997.643587636,15846857.884011097,2666725.460235187,46809522.21998322,0.03724862220164505,0.005479937631056359,0.005265770337028329,0.0005966650313550797,0.004633965304031504,0.0032799014890052343,4.692041241995825e-07,0.0,0.0
evolving,slow_0p2,273240.0,935.8000000000001,0.7000084614954394,150.00046235780866,0.599987655675096,0.30000952309594653,0.10000282122895741,0.4057385856474154,0.47748866447143445,0.5942614143525846,41.777891606225026,41.77675311777872,41.77656832903925,2.7215563908521903,26666584.469976265,10819662.266895501,12732991.804583661,15846922.203080764,2666733.6795379287,46809477.251367725,0.042166022764269784,0.00620348181064675,0.005947994643808236,0.0006836342010693689,0.00522337397578678,0.0035852971837012073,5.198772784891537e-07,0.0,0.0
evolving,slow_0p2,274320.0,939.4000000000001,0.7000096370246864,150.0005271870164,0.5999861216686942,0.3000106651615551,0.10000321316975071,0.40573563707686333,0.4774886078259425,0.5942643629231367,41.77803677462445,41.776776681016905,41.77656833287299,2.7176909773982763,26666572.944859814,10819578.962439343,12732984.790930057,15846993.98242047,2666742.9787115226,46809426.26657422,0.04768871950319762,0.0070161170957583,0.0067137509426819855,0.0007826205735849411,0.00588336998041697,0.003916345749215647,5.756758553733678e-07,0.0,0.0
evolving,slow_0p2,275400.0,943.0000000000001,0.7000109660038673,150.00060058438845,0.5999844054859794,0.30001193823878414,0.10000365627523641,0.40573234389892765,0.4774885275944084,0.5942676561010724,41.778197215995036,41.7768031059967,41.77656833711714,2.7137183999388106,26666559.89653622,10819485.850542786,12732976.42100518,15847074.045993434,2666753.4899362116,46809368.51606564,0.05388534945864397,0.007927953085061475,0.007572664103094685,0.0008951919321488503,0.0066218705478892645,0.004274930867108024,6.370829850640297e-07,0.0,0.0
evolving,slow_0p2,276480.0,946.6,0.700012467090467,150.00068360988175,0.5999824866477661,0.3000133565849861,0.10000415676724772,0.40572866781255157,0.47748841945191756,0.5942713321874484,41.77837446474075,41.77683272059665,41.77656834181287,2.7096351057346437,26666545.136574883,10819381.833425803,12732966.48950636,15847163.30314908,2666765.3602789217,46809303.164325416,0.060831588011774726,0.008950137848367774,0.008535397390836056,0.0010231082303214893,0.007447619157544531,0.004663049756086124,7.046240592065782e-07,0.0,0.0
evolving,slow_0p2,277560.0,950.2,0.7000141610285966,150.00077744504924,0.5999803425259966,0.30001493591027056,0.10000472156373277,0.4057245665284117,0.47748827847289277,0.5942754334715883,41.77857020109122,41.77686588765155,41.776568347005174,2.705437383456004,26666528.454929814,10819265.698193954,12732954.764792847,15847262.75673586,2666778.7532066135,46809229.28092809,0.06861078144396755,0.010094951690652613,0.00961375673177422,0.0011683435893093826,0.00837026511282975,0.0050828179016154645,7.788701628436775e-07,0.0,0.0
evolving,slow_0p2,278640.0,953.8000000000001,0.7000160708595494,150.0008834058121,0.5999779481376676,0.30001669351325877,0.10000535834907373,0.4057199933885216,0.47748809906259493,0.5942800066114784,41.77878626397926,41.77690300835117,41.77656835274322,2.7011213555179303,26666509.617669433,10819136.10577579,12732940.985975383,15847373.511893643,2666793.8502340526,46809145.830792956,0.07731462629255074,0.011375907955216645,0.010820804648601056,0.001333110628597477,0.009400450115266855,0.005536473812596426,8.604417697736418e-07,0.0,0.0
evolving,slow_0p2,279720.0,957.4000000000001,0.7000182221509108,150.00100295643884,0.5999752759213075,0.30001864842807136,0.10000607565062104,0.4057148969538089,0.4774878748822249,0.5942851030461911,41.77902466494107,41.776944525930645,41.776568359080734,2.6966829700874917,26666488.364491954,10818991.578919798,12732924.85973284,15847496.785572156,2666810.8527157884,46809051.66355776,0.08704389789044649,0.012807861249224811,0.012170984692829359,0.001519887356863629,0.010549902392705082,0.006026383790513914,9.500127217729674e-07,0.0,0.0
evolving,slow_0p2,280800.0,961.0000000000001,0.7000206432455535,150.00113772483172,0.5999722954947864,0.30002082158331783,0.10000688292189579,0.40570922055745484,0.47748759876717417,0.5942907794425452,41.77928760310754,41.77699092967393,41.77656836607635,2.692117992754561,26666464.40600847,10818830.48918481,12732906.056835305,15847633.916823661,2666829.9837925904,46808945.50200637,0.09790923048430926,0.01440712348213908,0.013680257257782697,0.0017314468701123502,0.01183153897604145,0.006555046695491264,1.0483145140320948e-06,0.0,0.0
evolving,slow_0p2,281880.0,964.6,0.7000233655319235,150.00128951922795,0.5999689733931746,0.3000232359738904,0.10000779063293509,0.4057029018216831,0.4774872626379524,0.5942970981783169,41.77957748135889,41.77704275925173,41.776568373794106,2.6874219978586327,26666437.4207747,10818651.042854615,12732884.20835197,15847786.377920084,2666851.4905031016,46808825.92948005,0.11003195131737513,0.016191588113676474,0.015366247726253623,0.001970890125467082,0.013259576760170803,0.00712509869273587,1.1561409112642907e-06,0.0,0.0
evolving,slow_0p2,282960.0,968.2,0.700026423737079,150.0014603464304,0.5999652727853169,0.30002591684640284,0.10000881036828026,0.40569587213558034,0.4774868574033039,0.5943041278644197,41.779896923717146,41.77710060941739,41.77656838230378,2.6825903594652707,26666407.052050997,10818451.265704218,12732858.901521131,15847955.786346778,2666875.6460719397,46808691.37619888,0.12354497103746875,0.018180863012791676,0.0172484079791811,0.002241682082214202,0.014849653029103353,0.007739317961953135,1.274352921324181e-06,0.0,0.0
evolving,slow_0p2,284040.0,971.8000000000001,0.7000298562440144,150.00165243169116,0.5999611531677189,0.3000288918991507,0.10000995493313036,0.40568805609143854,0.47748637285500894,0.5943119439085615,41.780248794055744,41.777165135084424,41.77656839168149,2.677618241987057,26666372.90426883,10818228.98654223,12732829.675258415,15848143.9177266,2666902.7523859744,46808540.10441522,0.13859373274494619,0.020396412332645983,0.01934819236939702,0.00254769152660129,0.016618956172097608,0.00840062935143502,1.4038841558548403e-06,0.0,0.0
