case_id,G0_nm,T1_C,rho_switch,first_step_attained,rho1,G1_nm,T2_C,rho2,G2_nm,growth_fraction,f_GBseg_1,f_TJ_1,f_iso_1,f_GBseg_2,f_TJ_2,f_iso_2,C_GBseg_1,C_TJ_1,C_GBseg_2,C_TJ_2,E_G_median,mobility_final,rho_target,growth_tolerance,classification
default_evolving,50.0,1250.0,0.75,True,0.7501486781464549,63.1492694340594,900.0,0.7501746379960142,63.1529481067378,5.825360627878142e-05,0.5285566657336497,0.351365143296806,0.12007819096954432,0.5284489356410804,0.35146034413573096,0.12009072022318858,0.13696213577656924,0.10388510303273768,0.13689007178582147,0.1039052407013511,0.4456478388544267,0.004275165690289011,0.9,0.05,DENSIFICATION_EXHAUSTION_FAILURE
default_evolving,50.0,1250.0,0.75,True,0.7501486781464549,63.1492694340594,900.0,0.7501746379960142,63.1529481067378,5.825360627878142e-05,0.5285566657336497,0.351365143296806,0.12007819096954432,0.5284489356410804,0.35146034413573096,0.12009072022318858,0.13696213577656924,0.10388510303273768,0.13689007178582147,0.1039052407013511,0.4456478388544267,0.004275165690289011,0.9,0.1,DENSIFICATION_EXHAUSTION_FAILURE
default_evolving,50.0,1250.0,0.75,True,0.7501486781464549,63.1492694340594,925.0,0.7502134803723445,63.15876560369417,0.0001503765557365366,0.5285566657336497,0.351365143296806,0.12007819096954432,0.5283271514956827,0.3515633973576028,0.12010945114671454,0.13696213577656924,0.10388510303273768,0.1368136881216222,0.10392869997220944,0.4309649160703386,0.00541488166587906,0.9,0.05,DENSIFICATION_EXHAUSTION_FAILURE
default_evolving,50.0,1250.0,0.75,True,0.7501486781464549,63.1492694340594,925.0,0.7502134803723445,63.15876560369417,0.0001503765557365366,0.5285566657336497,0.351365143296806,0.12007819096954432,0.5283271514956827,0.3515633973576028,0.12010945114671454,0.13696213577656924,0.10388510303273768,0.1368136881216222,0.10392869997220944,0.4309649160703386,0.00541488166587906,0.9,0.1,DENSIFICATION_EXHAUSTION_FAILURE
default_evolving,50.0,1250.0,0.75,True,0.7501486781464549,63.1492694340594,950.0,0.7503040334783896,63.172931009560045,0.0003746927828730357,0.5285566657336497,0.351365143296806,0.12007819096954432,0.5280773288316757,0.35176954997591453,0.12015312119240984,0.13696213577656924,0.10388510303273768,0.13666235099040258,0.10397864839840221,0.414696774597922,0.006785053476416959,0.9,0.05,DENSIFICATION_EXHAUSTION_FAILURE
default_evolving,50.0,1250.0,0.75,True,0.7501486781464549,63.1492694340594,950.0,0.7503040334783896,63.172931009560045,0.0003746927828730357,0.5285566657336497,0.351365143296806,0.12007819096954432,0.5280773288316757,0.35176954997591453,0.12015312119240984,0.13696213577656924,0.10388510303273768,0.13666235099040258,0.10397864839840221,0.414696774597922,0.006785053476416959,0.9,0.1,DENSIFICATION_EXHAUSTION_FAILURE
default_evolving,50.0,1250.0,0.75,True,0.7501486781464549,63.1492694340594,975.0,0.7505068000486079,63.20630000786889,0.0009031074202535797,0.5285566657336497,0.351365143296806,0.12007819096954432,0.5275754373729022,0.352173574954486,0.12025098767261176,0.13696213577656924,0.10388510303273768,0.13636908907437084,0.10408435290807971,0.39671865859007716,0.008417213786820279,0.9,0.05,DENSIFICATION_EXHAUSTION_FAILURE
default_evolving,50.0,1250.0,0.75,True,0.7501486781464549,63.1492694340594,975.0,0.7505068000486079,63.20630000786889,0.0009031074202535797,0.5285566657336497,0.351365143296806,0.12007819096954432,0.5275754373729022,0.352173574954486,0.12025098767261176,0.13696213577656924,0.10388510303273768,0.13636908907437084,0.10408435290807971,0.39671865859007716,0.008417213786820279,0.9,0.1,DENSIFICATION_EXHAUSTION_FAILURE
default_evolving,50.0,1250.0,0.75,True,0.7501486781464549,63.1492694340594,1000.0,0.7509428138566497,63.28249949763448,0.0021097641313840244,0.5285566657336497,0.351365143296806,0.12007819096954432,0.5265898056427337,0.35294827740652945,0.12046191695073695,0.13696213577656924,0.10388510303273768,0.13581524300214642,0.1043066225287459,0.3767922829563768,0.010347219293252441,0.9,0.05,DENSIFICATION_EXHAUSTION_FAILURE
default_evolving,50.0,1250.0,0.75,True,0.7501486781464549,63.1492694340594,1000.0,0.7509428138566497,63.28249949763448,0.0021097641313840244,0.5285566657336497,0.351365143296806,0.12007819096954432,0.5265898056427337,0.35294827740652945,0.12046191695073695,0.13696213577656924,0.10388510303273768,0.13581524300214642,0.1043066225287459,0.3767922829563768,0.010347219293252441,0.9,0.1,DENSIFICATION_EXHAUSTION_FAILURE
default_evolving,50.0,1250.0,0.75,True,0.7501486781464549,63.1492694340594,1025.0,0.7518415620221446,63.451508686480636,0.004786108455883828,0.5285566657336497,0.351365143296806,0.12007819096954432,0.5247038334266495,0.35439720107944295,0.12089896549390762,0.13696213577656924,0.10388510303273768,0.13480190035661954,0.10477047851981658,0.35450673609960426,0.012620077965338131,0.9,0.05,DENSIFICATION_EXHAUSTION_FAILURE
default_evolving,50.0,1250.0,0.75,True,0.7501486781464549,63.1492694340594,1025.0,0.7518415620221446,63.451508686480636,0.004786108455883828,0.5285566657336497,0.351365143296806,0.12007819096954432,0.5247038334266495,0.35439720107944295,0.12089896549390762,0.13696213577656924,0.10388510303273768,0.13480190035661954,0.10477047851981658,0.35450673609960426,0.012620077965338131,0.9,0.1,DENSIFICATION_EXHAUSTION_FAILURE
default_evolving,50.0,1250.0,0.75,True,0.7501486781464549,63.1492694340594,1050.0,0.753609959223954,63.81634433944223,0.010563461958643784,0.5285566657336497,0.351365143296806,0.12007819096954432,0.5212063119393311,0.3570255262791401,0.12176816178152887,0.13696213577656924,0.10388510303273768,0.1330229877998369,0.10572974327859885,0.3292441075217089,0.01530134167372341,0.9,0.05,DENSIFICATION_EXHAUSTION_FAILURE
default_evolving,50.0,1250.0,0.75,True,0.7501486781464549,63.1492694340594,1050.0,0.753609959223954,63.81634433944223,0.010563461958643784,0.5285566657336497,0.351365143296806,0.12007819096954432,0.5212063119393311,0.3570255262791401,0.12176816178152887,0.13696213577656924,0.10388510303273768,0.1330229877998369,0.10572974327859885,0.3292441075217089,0.01530134167372341,0.9,0.1,DENSIFICATION_EXHAUSTION_FAILURE
default_evolving,50.0,1250.0,0.75,True,0.7501486781464549,63.1492694340594,1075.0,0.7569061780027856,64.58448147641782,0.022727294475782873,0.5285566657336497,0.351365143296806,0.12007819096954432,0.5149734549848656,0.36160435091807475,0.12342219409705975,0.13696213577656924,0.10388510303273768,0.13007268704342967,0.10769251216195663,0.30024930520047466,0.01850196951491704,0.9,0.05,DENSIFICATION_EXHAUSTION_FAILURE
default_evolving,50.0,1250.0,0.75,True,0.7501486781464549,63.1492694340594,1075.0,0.7569061780027856,64.58448147641782,0.022727294475782873,0.5285566657336497,0.351365143296806,0.12007819096954432,0.5149734549848656,0.36160435091807475,0.12342219409705975,0.13696213577656924,0.10388510303273768,0.13007268704342967,0.10769251216195663,0.30024930520047466,0.01850196951491704,0.9,0.1,DENSIFICATION_EXHAUSTION_FAILURE
default_evolving,50.0,1250.0,0.75,True,0.7501486781464549,63.1492694340594,1100.0,0.7626595978546552,66.16516791587313,0.047758248176773224,0.5285566657336497,0.351365143296806,0.12007819096954432,0.5044408877540539,0.36913876489274133,0.12642034735320481,0.13696213577656924,0.10388510303273768,0.12556022896261476,0.11165964238338799,0.26694956242907486,0.022430107519819966,0.9,0.05,DENSIFICATION_EXHAUSTION_FAILURE
