mode,protocol,t_s,T_C,rho,sigma_base,sigma_GBseg_pore,sigma_TJ_pore,sigma_clean_GB,sigma_iso,sigma_act_total
static,fast_20,20942.371821498,1350.0,0.804546048058812,21401409.841325726,5498988.320145189,10748647.620480722,15902421.521180537,3284877.531834006,36971660.689614296
static,fast_20,21302.371821498,1350.0,0.8057648261392945,21297392.852330573,5441260.969548371,10712966.72913481,15856131.882782202,3289423.7066872134,36798714.241298206
static,fast_20,21662.371821498,1350.0,0.8069633484387206,21193862.76114785,5384698.701459894,10677458.355740922,15809164.059687955,3293757.313401161,36626914.49289486
static,fast_20,22022.371821498,1350.0,0.8081421976780436,21090824.824920136,5329267.136904306,10642119.987313002,15761557.688015832,3297883.8342254627,36456251.63761264
static,fast_20,22382.371821498,1350.0,0.8093019329353894,20988283.927034784,5274933.196571662,10606949.204008829,15713350.730463123,3301808.5998622724,36286716.04833879
static,fast_20,22742.371821498,1350.0,0.8104430908458928,20886244.59231033,5221665.0421465775,10571943.675560584,15664579.550163755,3305536.79401843,36118298.26840603
static,fast_20,23102.371821498,1350.0,0.8115661867297825,20784711.00161817,5169432.020657591,10537101.157832636,15615278.980960578,3309073.4578213706,35950989.00300684
static,fast_20,23462.371821498,1350.0,0.812671715653607,20683687.00595901,5118204.611676077,10502419.489502482,15565482.394282933,3312423.494101776,35784779.11120861
static,fast_20,23822.371821498,1350.0,0.8137601534291271,20583176.140013356,5067954.377204167,10467896.588860763,15515221.762809189,3315591.6715460517,35619659.598526806
static,fast_20,24182.371821498,1350.0,0.8148319575540548,20483181.63518447,5018653.914100647,10433530.450726487,15464527.721083824,3318582.628721797,35455621.6100156
static,fast_20,24542.371821498,1350.0,0.8158875680985034,20383706.432151858,4970276.808902943,10399319.143473554,15413429.623248916,3321400.877979414,35292656.423839
static,fast_20,24902.371821498,1350.0,0.8169274085407328,20284753.192952774,4922797.594911619,10365260.806164922,15361955.598041156,3324050.8092331286,35130755.44528771
static,fast_20,25262.371821498,1350.0,0.817951886555501,20186324.312608577,4876191.711411896,10331353.645790724,15310132.601196682,3326536.693624587,34969910.20120946
static,fast_20,25622.371821498,1350.0,0.8189613947580994,20088421.930312376,4830435.464914102,10297595.934606846,15257986.465398274,3328862.6870722813,34810112.33482312
static,fast_20,25982.371821498,1350.0,0.8199563114069173,19991047.940193824,4785505.9923019605,10263986.007570563,15205541.947891863,3331032.8337099864,34651353.60088868
static,fast_20,26342.371821498,1350.0,0.8209370010671845,19894204.00167635,4741381.225784276,10230522.259869812,15152822.775892075,3333051.069217377,34493625.86120743
static,fast_20,26702.371821498,1350.0,0.8219038152383455,19797891.54944171,4698039.85955166,10197203.144543013,15099851.689890051,3334921.224045955,34336921.08042847
static,fast_20,27062.371821498,1350.0,0.8228570929473474,19702111.803016186,4655461.3180458145,10164027.170186149,15046650.484970372,3336647.0265433923,34181231.322139196
static,fast_20,27422.371821498,1350.0,0.8237971613099643,19606865.775992267,4613625.725754278,10130992.898744233,14993240.050237989,3338232.1059792954,34026548.74521939
static,fast_20,27782.371821498,1350.0,0.8247243360621291,19512154.284899257,4572513.878448665,10098098.943384115,14939640.406450592,3339679.9954754086,33872865.600439735
static,fast_20,28142.371821498,1350.0,0.8256389220631132,19417977.957735624,4532107.2157892,10065343.96644578,14885870.741946425,3340994.134843153,33720174.22728684
static,fast_20,28502.371821498,1350.0,0.8265412137722599,19324337.24217574,4492387.795222869,10032726.677469483,14831949.44695287,3342177.8733313875,33568467.050998695
static,fast_20,28862.371821498,1350.0,0.827431495700871,19231232.41346287,4453338.2671067,10000245.831295932,14777894.146356171,3343234.472287178,33417736.579794906
static,fast_20,29222.371821498,1350.0,0.8283100428407277,19138663.582000192,4414941.850991627,9967900.226237038,14723721.731008565,3344167.1077322983,33267975.402287856
static,fast_20,29582.371821498,1350.0,0.8291771210706359,19046630.700650953,4377182.313006188,9935688.702314643,14669448.387644766,3344978.872858151,33119176.18506143
static,fast_20,29942.371821498,1350.0,0.830032987542288,18955133.57175861,4340043.944282653,9903610.139564931,14615089.627475956,3345672.7804416786,32971331.670405306
static,fast_20,30302.371821498,1350.0,0.8308778910466512,18864171.85389745,4303511.540371625,9871663.456406057,14560660.313525824,3346251.765184823,32824434.674193412
static,fast_20,30662.371821498,1350.0,0.8317120723620086,18773745.068363592,4267570.381594045,9839847.608066889,14506174.686769547,3346718.685979952,32678478.083896052
static,fast_20,31022.371821498,1350.0,0.8325357645847138,18683852.60541625,4232206.214282595,9808161.585074514,14451646.391133655,3347076.328103686,32533454.856716074
static,fast_20,31382.371821498,1350.0,0.8333491934436402,18594493.73027842,4197405.232867038,9776604.41179858,14397088.497411383,3347327.4053414087,32389358.017839935
static,fast_20,31742.371821498,1350.0,0.8341525775992547,18505667.588906143,4163154.062760754,9745175.145050304,14342513.52614539,3347474.5620447416,32246180.658795446
static,fast_20,32102.371821498,1350.0,0.8349461289281757,18417373.21353491,4129439.7440079446,9713872.872734291,14287933.469526965,3347520.375124154,32103915.935908366
static,fast_20,32462.371821498,1350.0,0.8357300527940308,18329609.528011635,4096249.7156533706,9682696.712551149,14233359.812358264,3347467.3559788386,31962557.068850573
static,fast_20,32642.371821498,1350.0,0.836118466887271,18285926.32927311,4079847.4904875252,9667155.65663002,14206078.838785583,3347404.551682122,31892215.229388367
evolving,slow_0p2,0.0,25.0,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
evolving,slow_0p2,1080.0,28.6,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
evolving,slow_0p2,2160.0,32.2,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
evolving,slow_0p2,3240.0,35.8,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
evolving,slow_0p2,4320.0,39.4,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
evolving,slow_0p2,5400.0,43.0,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
evolving,slow_0p2,6480.0,46.6,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
evolving,slow_0p2,7560.0,50.2,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
evolving,slow_0p2,8640.0,53.8,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
evolving,slow_0p2,9720.0,57.4,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
evolving,slow_0p2,10800.0,61.0,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
evolving,slow_0p2,11880.0,64.6,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
evolving,slow_0p2,12960.0,68.2,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
evolving,slow_0p2,14040.0,71.80000000000001,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
evolving,slow_0p2,15120.0,75.4,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
evolving,slow_0p2,16200.0,79.0,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
evolving,slow_0p2,17280.0,82.6,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
evolving,slow_0p2,18360.0,86.2,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
evolving,slow_0p2,19440.0,89.8,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
evolving,slow_0p2,20520.0,93.4,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
evolving,slow_0p2,21600.0,97.0,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
evolving,slow_0p2,22680.0,100.60000000000001,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
evolving,slow_0p2,23760.0,104.2,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
evolving,slow_0p2,24840.0,107.80000000000001,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
evolving,slow_0p2,25920.0,111.4,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
evolving,slow_0p2,27000.0,115.0,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
evolving,slow_0p2,28080.0,118.60000000000001,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
evolving,slow_0p2,29160.0,122.2,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
evolving,slow_0p2,30240.0,125.80000000000001,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
evolving,slow_0p2,31320.0,129.4,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
evolving,slow_0p2,32400.0,133.0,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
evolving,slow_0p2,33480.0,136.60000000000002,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
evolving,slow_0p2,34560.0,140.2,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
evolving,slow_0p2,35640.0,143.8,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
evolving,slow_0p2,36720.0,147.4,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
evolving,slow_0p2,37800.0,151.0,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
evolving,slow_0p2,38880.0,154.6,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
evolving,slow_0p2,39960.0,158.20000000000002,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
evolving,slow_0p2,41040.0,161.8,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
evolving,slow_0p2,42120.0,165.4,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
evolving,slow_0p2,43200.0,169.0,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
evolving,slow_0p2,44280.0,172.60000000000002,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
evolving,slow_0p2,45360.0,176.20000000000002,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
evolving,slow_0p2,46440.0,179.8,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
evolving,slow_0p2,47520.0,183.4,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
evolving,slow_0p2,48600.0,187.0,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
evolving,slow_0p2,49680.0,190.60000000000002,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
evolving,slow_0p2,50760.0,194.20000000000002,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
evolving,slow_0p2,51840.0,197.8,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
evolving,slow_0p2,52920.0,201.4,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
evolving,slow_0p2,54000.0,205.0,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
evolving,slow_0p2,55080.0,208.60000000000002,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
evolving,slow_0p2,56160.0,212.20000000000002,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
evolving,slow_0p2,57240.0,215.8,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
evolving,slow_0p2,58320.0,219.4,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
evolving,slow_0p2,59400.0,223.0,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
evolving,slow_0p2,60480.0,226.60000000000002,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
evolving,slow_0p2,61560.0,230.20000000000002,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
evolving,slow_0p2,62640.0,233.8,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
evolving,slow_0p2,63720.0,237.4,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
evolving,slow_0p2,64800.0,241.0,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
evolving,slow_0p2,65880.0,244.60000000000002,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
evolving,slow_0p2,66960.0,248.20000000000002,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
evolving,slow_0p2,68040.0,251.8,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
evolving,slow_0p2,69120.0,255.4,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
evolving,slow_0p2,70200.0,259.0,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
evolving,slow_0p2,71280.0,262.6,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
evolving,slow_0p2,72360.0,266.20000000000005,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
evolving,slow_0p2,73440.0,269.8,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
evolving,slow_0p2,74520.0,273.4,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
evolving,slow_0p2,75600.0,277.0,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
evolving,slow_0p2,76680.0,280.6,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
evolving,slow_0p2,77760.0,284.2,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
evolving,slow_0p2,78840.0,287.8,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
evolving,slow_0p2,79920.0,291.40000000000003,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
evolving,slow_0p2,81000.0,295.0,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
evolving,slow_0p2,82080.0,298.6,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
evolving,slow_0p2,83160.0,302.20000000000005,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
evolving,slow_0p2,84240.0,305.8,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
evolving,slow_0p2,85320.0,309.40000000000003,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
evolving,slow_0p2,86400.0,313.0,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
evolving,slow_0p2,87480.0,316.6,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
evolving,slow_0p2,88560.0,320.20000000000005,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
evolving,slow_0p2,89640.0,323.8,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
evolving,slow_0p2,90720.0,327.40000000000003,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
evolving,slow_0p2,91800.0,331.0,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
evolving,slow_0p2,92880.0,334.6,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
evolving,slow_0p2,93960.0,338.20000000000005,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
evolving,slow_0p2,95040.0,341.8,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
evolving,slow_0p2,96120.0,345.40000000000003,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
evolving,slow_0p2,97200.0,349.0,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
evolving,slow_0p2,98280.0,352.6,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
evolving,slow_0p2,99360.0,356.20000000000005,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
evolving,slow_0p2,100440.0,359.8,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
evolving,slow_0p2,101520.0,363.40000000000003,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
evolving,slow_0p2,102600.0,367.0,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
evolving,slow_0p2,103680.0,370.6,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
evolving,slow_0p2,104760.0,374.20000000000005,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
evolving,slow_0p2,105840.0,377.8,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
evolving,slow_0p2,106920.0,381.40000000000003,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
evolving,slow_0p2,108000.0,385.0,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
evolving,slow_0p2,109080.0,388.6,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
evolving,slow_0p2,110160.0,392.20000000000005,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
evolving,slow_0p2,111240.0,395.8,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
evolving,slow_0p2,112320.0,399.40000000000003,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
evolving,slow_0p2,113400.0,403.0,0.7,26666666.666666668,10820341.819364998,12733010.31011305,15846324.84730167,2666666.666666667,46809837.814289406
evolving,slow_0p2,114480.0,406.6,0.7,26666666.666666668,10820341.819364998,12733010.31011305,15846324.84730167,2666666.6666666674,46809837.814289406
evolving,slow_0p2,115560.0,410.20000000000005,0.7,26666666.666666668,10820341.819364993,12733010.31011305,15846324.847301675,2666666.6666666674,46809837.814289406
evolving,slow_0p2,116640.0,413.8,0.7,26666666.666666668,10820341.819364993,12733010.31011305,15846324.847301675,2666666.6666666674,46809837.814289406
evolving,slow_0p2,117720.0,417.40000000000003,0.7,26666666.666666668,10820341.81936499,12733010.31011305,15846324.847301679,2666666.6666666674,46809837.814289406
evolving,slow_0p2,118800.0,421.0,0.7,26666666.666666668,10820341.819364984,12733010.31011305,15846324.847301684,2666666.6666666674,46809837.8142894
evolving,slow_0p2,119880.0,424.6,0.7,26666666.666666668,10820341.819364978,12733010.31011305,15846324.84730169,2666666.6666666674,46809837.8142894
evolving,slow_0p2,120960.0,428.20000000000005,0.7000000000000001,26666666.666666668,10820341.819364969,12733010.31011305,15846324.8473017,2666666.666666668,46809837.81428939
evolving,slow_0p2,122040.0,431.8,0.7000000000000002,26666666.666666668,10820341.819364958,12733010.31011305,15846324.84730171,2666666.6666666684,46809837.8142894
evolving,slow_0p2,123120.0,435.40000000000003,0.7000000000000002,26666666.666666668,10820341.819364944,12733010.31011305,15846324.847301723,2666666.6666666684,46809837.81428938
evolving,slow_0p2,124200.0,439.0,0.7000000000000001,26666666.666666668,10820341.819364928,12733010.310113054,15846324.84730174,2666666.666666668,46809837.81428938
evolving,slow_0p2,125280.0,442.6,0.7000000000000002,26666666.666666668,10820341.819364903,12733010.310113056,15846324.847301764,2666666.666666669,46809837.814289376
evolving,slow_0p2,126360.0,446.20000000000005,0.7000000000000002,26666666.666666668,10820341.819364874,12733010.31011306,15846324.847301794,2666666.6666666684,46809837.814289376
evolving,slow_0p2,127440.0,449.8,0.7000000000000002,26666666.666666668,10820341.819364833,12733010.310113069,15846324.847301835,2666666.666666669,46809837.81428937
evolving,slow_0p2,128520.0,453.40000000000003,0.7000000000000002,26666666.666666668,10820341.819364782,12733010.31011308,15846324.847301885,2666666.666666669,46809837.81428936
evolving,slow_0p2,129600.0,457.0,0.7000000000000002,26666666.666666668,10820341.819364721,12733010.310113095,15846324.847301947,2666666.666666669,46809837.814289354
evolving,slow_0p2,130680.0,460.6,0.7000000000000002,26666666.666666668,10820341.81936464,12733010.31011311,15846324.847302027,2666666.666666669,46809837.81428934
evolving,slow_0p2,131760.0,464.20000000000005,0.7000000000000002,26666666.666666668,10820341.819364533,12733010.31011313,15846324.847302135,2666666.666666669,46809837.814289324
evolving,slow_0p2,132840.0,467.8,0.7000000000000002,26666666.666666668,10820341.819364404,12733010.310113162,15846324.847302264,2666666.666666669,46809837.81428931
evolving,slow_0p2,133920.0,471.40000000000003,0.7000000000000002,26666666.666666668,10820341.819364239,12733010.310113195,15846324.84730243,2666666.6666666693,46809837.81428929
evolving,slow_0p2,135000.0,475.00000000000006,0.7000000000000002,26666666.666666668,10820341.819364028,12733010.310113246,15846324.84730264,2666666.6666666693,46809837.814289264
evolving,slow_0p2,136080.0,478.6,0.7000000000000002,26666666.666666668,10820341.819363762,12733010.310113302,15846324.847302906,2666666.666666669,46809837.81428922
evolving,slow_0p2,137160.0,482.20000000000005,0.7000000000000002,26666666.666666668,10820341.819363426,12733010.310113382,15846324.847303241,2666666.6666666693,46809837.81428919
evolving,slow_0p2,138240.0,485.8,0.7000000000000002,26666666.666666668,10820341.819363,12733010.310113477,15846324.847303668,2666666.666666669,46809837.81428914
evolving,slow_0p2,139320.0,489.40000000000003,0.7000000000000002,26666666.666666668,10820341.81936247,12733010.310113601,15846324.847304197,2666666.6666666693,46809837.81428907
evolving,slow_0p2,140400.0,493.00000000000006,0.7000000000000002,26666666.666666668,10820341.81936181,12733010.310113758,15846324.847304858,2666666.6666666693,46809837.814289
evolving,slow_0p2,141480.0,496.6,0.7000000000000003,26666666.666666668,10820341.819360979,12733010.31011395,15846324.847305689,2666666.66666667,46809837.81428891
evolving,slow_0p2,142560.0,500.20000000000005,0.7000000000000004,26666666.666666668,10820341.819359941,12733010.310114196,15846324.847306727,2666666.6666666702,46809837.814288795
evolving,slow_0p2,143640.0,503.8,0.7000000000000004,26666666.666666668,10820341.819358656,12733010.310114503,15846324.847308012,2666666.6666666702,46809837.81428866
evolving,slow_0p2,144720.0,507.40000000000003,0.7000000000000004,26666666.666666668,10820341.819357058,12733010.310114888,15846324.84730961,2666666.6666666702,46809837.81428849
evolving,slow_0p2,145800.0,511.00000000000006,0.7000000000000004,26666666.666666668,10820341.819355074,12733010.310115375,15846324.847311594,2666666.666666671,46809837.814288296
evolving,slow_0p2,146880.0,514.6,0.7000000000000006,26666666.666666668,10820341.819352621,12733010.310115974,15846324.847314047,2666666.6666666726,46809837.81428804
evolving,slow_0p2,147960.0,518.2,0.7000000000000006,26666666.666666668,10820341.819349593,12733010.310116727,15846324.847317075,2666666.666666673,46809837.81428775
evolving,slow_0p2,149040.0,521.8,0.7000000000000008,26666666.666666668,10820341.819345858,12733010.31011766,15846324.84732081,2666666.6666666744,46809837.8142874
evolving,slow_0p2,150120.0,525.4000000000001,0.7000000000000011,26666666.666666668,10820341.819341261,12733010.310118817,15846324.847325407,2666666.6666666768,46809837.81428697
evolving,slow_0p2,151200.0,529.0,0.7000000000000014,26666666.666666668,10820341.819335617,12733010.310120251,15846324.84733105,2666666.66666668,46809837.81428646
evolving,slow_0p2,152280.0,532.6,0.7000000000000018,26666666.666666668,10820341.8193287,12733010.310122017,15846324.847337969,2666666.6666666837,46809837.814285845
evolving,slow_0p2,153360.0,536.2,0.7000000000000025,26666666.666666668,10820341.819320232,12733010.310124194,15846324.847346436,2666666.6666666893,46809837.81428511
evolving,slow_0p2,154440.0,539.8000000000001,0.7000000000000033,26666666.666666668,10820341.81930989,12733010.310126873,15846324.847356778,2666666.666666697,46809837.81428422
evolving,slow_0p2,155520.0,543.4,0.7000000000000044,26666666.666666668,10820341.819297278,12733010.310130166,15846324.84736939,2666666.666666707,46809837.81428318
evolving,slow_0p2,156600.0,547.0,0.700000000000006,26666666.666666657,10820341.819281923,12733010.3101342,15846324.847384734,2666666.6666667187,46809837.814281926
evolving,slow_0p2,157680.0,550.6,0.7000000000000077,26666666.66666663,10820341.819263263,12733010.310139144,15846324.847403368,2666666.6666667326,46809837.81428042
evolving,slow_0p2,158760.0,554.2,0.7000000000000104,26666666.6666666,10820341.81924062,12733010.310145179,15846324.84742598,2666666.666666753,46809837.814278655
evolving,slow_0p2,159840.0,557.8000000000001,0.7000000000000137,26666666.666666575,10820341.819213195,12733010.310152542,15846324.84745338,2666666.6666667806,46809837.81427658
evolving,slow_0p2,160920.0,561.4000000000001,0.7000000000000182,26666666.666666538,10820341.819180027,12733010.310161497,15846324.84748651,2666666.6666668155,46809837.81427412
