design_id,design_type,varied_descriptor,rho0,G0_nm,pore_scale_nm,log_width,target_density,eligible_target,high_step_executed,slow_time_budget_h,fast_time_budget_h,high_time_budget_h,two_step_time_budget_h,HR_pct,TS_pct,HR_scored,TS_scored,initial_f_pore,initial_connectivity,initial_isolated_fraction,initial_pore_mean_radius_nm,initial_large_pore_fraction,initial_removable_fine_fraction,slow_reached,slow_time_to_target_h,slow_G_at_target_nm,slow_pore_mean_radius_nm,slow_large_pore_fraction,slow_removable_fine_pore_fraction,slow_f_pore,slow_isolated_pore_fraction,slow_cumulative_redistributed_pore_volume,slow_E_G,fast_reached,fast_time_to_target_h,fast_G_at_target_nm,fast_pore_mean_radius_nm,fast_large_pore_fraction,fast_removable_fine_pore_fraction,fast_f_pore,fast_isolated_pore_fraction,fast_cumulative_redistributed_pore_volume,fast_E_G,high_reached,high_time_to_target_h,high_G_at_target_nm,high_pore_mean_radius_nm,high_large_pore_fraction,high_removable_fine_pore_fraction,high_f_pore,high_isolated_pore_fraction,high_cumulative_redistributed_pore_volume,high_E_G,two_step_reached,two_step_time_to_target_h,two_step_G_at_target_nm,two_step_pore_mean_radius_nm,two_step_large_pore_fraction,two_step_removable_fine_pore_fraction,two_step_f_pore,two_step_isolated_pore_fraction,two_step_cumulative_redistributed_pore_volume,two_step_E_G
oat_width_0.85,one_at_a_time,log_width,0.75,150,25,0.85,0.92,True,True,126.75,9.1875,96.0,96.0,nan,nan,False,False,0.47637999450968704,0.9933071490757153,0.00024031171281892587,52.47768236591951,0.11425026450473813,0.48582866868776176,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,True,89.5049589291195,969.994268039798,82.24397986366708,0.3068801203701945,0.19624468145572496,0.5664511861288635,0.7523361977282509,5.806438370870663e-07,0.022845933825681716,False,nan,nan,nan,nan,nan,nan,nan,nan,nan
factorial_00,corner_factorial,factorial,0.65,75.0,15.0,0.45,0.92,True,True,126.75,9.1875,96.0,96.0,nan,nan,False,False,0.6134818959942422,0.9998766054240137,9.292483363014605e-07,20.35029495634861,0.0029525163045289182,0.6905693711208728,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,True,75.85905776954709,620.7458754604409,25.942825470540445,0.011219143938402013,0.44918910117071664,0.7611020180591922,0.7523361973357563,1.6997982403034536e-06,0.02499495347952145,False,nan,nan,nan,nan,nan,nan,nan,nan,nan
factorial_01,corner_factorial,factorial,0.65,75.0,15.0,0.85,0.92,True,True,126.75,9.1875,96.0,96.0,nan,nan,False,False,0.5299050316839257,0.9998766054240137,9.292483363014605e-07,31.48660941955172,0.11425026450473805,0.48582866868776176,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,True,83.53575713657497,819.8819632137643,55.906890863688695,0.3961164342580248,0.14418207594850932,0.6380771529516587,0.752336198843452,1.1561206417447658e-06,0.023593589660902487,False,nan,nan,nan,nan,nan,nan,nan,nan,nan
factorial_02,corner_factorial,factorial,0.65,75.0,40.0,0.45,0.92,True,True,126.75,9.1875,96.0,96.0,nan,nan,False,False,0.2998538739217196,0.9998766054240137,9.292483363014605e-07,54.267453216929624,0.0029525163045289148,0.6905693711208729,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,True,90.73972865627728,974.3741199061806,69.17991159110191,0.011219166386730676,0.44920888086305394,0.5694839957693771,0.7523361977478051,5.693925729016476e-06,0.023645349861485337,False,nan,nan,nan,nan,nan,nan,nan,nan,nan
factorial_03,corner_factorial,factorial,0.65,75.0,40.0,0.85,0.9,True,True,126.75,9.1875,96.0,96.0,3.5013058743364978,nan,True,False,0.24652369211665537,0.9998766054240137,9.292483363014605e-07,83.96429178547126,0.11425026450473828,0.48582866868776153,True,119.57878404047392,683.582043464973,149.17096818809415,0.3917420491840936,0.12582922421513087,0.31558938621217236,0.4999999993210859,0.23511571941959908,0.027270281916774525,True,7.0646738974380785,659.6477452212245,137.48273325997826,0.33577464770983906,0.1755983718176723,0.3437779182747823,0.4999999990975041,0.0031564186944096624,0.030151538644756653,True,24.543359280877784,581.0661651403827,137.3678494220761,0.33533358300292904,0.1764247146467696,0.31046257331092475,0.4999999999906678,4.212288963811919e-06,0.030132813424559837,False,nan,nan,nan,nan,nan,nan,nan,nan,nan
factorial_03,corner_factorial,factorial,0.65,75.0,40.0,0.85,0.92,True,True,126.75,9.1875,96.0,96.0,nan,nan,False,False,0.24652369211665537,0.9998766054240137,9.292483363014605e-07,83.96429178547126,0.11425026450473828,0.48582866868776153,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,nan
factorial_04,corner_factorial,factorial,0.65,300.0,15.0,0.45,0.92,True,True,126.75,9.1875,96.0,96.0,nan,nan,False,False,0.9776807620623053,0.9998766054240137,9.292483363014605e-07,20.35029495634861,0.0029525163045289182,0.6905693711208728,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,True,66.11697919349145,622.5517399725895,25.943899725568027,0.011219600495344767,0.4491342257308193,0.7620758782081182,0.7523361980070394,1.6302812143528942e-06,0.025381208463232902,False,nan,nan,nan,nan,nan,nan,nan,nan,nan
factorial_05,corner_factorial,factorial,0.65,300.0,15.0,0.85,0.92,True,True,126.75,9.1875,96.0,96.0,nan,nan,False,False,0.9511637384627131,0.9998766054240137,9.292483363014605e-07,31.48660941955172,0.11425026450473805,0.48582866868776176,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,True,76.36140657335434,820.2478420627131,55.9093422593836,0.39614167145086215,0.14414187661936492,0.63820329424028,0.7523361985821021,7.658761453985637e-07,0.02364705420538675,False,nan,nan,nan,nan,nan,nan,nan,nan,nan
factorial_06,corner_factorial,factorial,0.65,300.0,40.0,0.45,0.92,True,True,126.75,9.1875,96.0,96.0,nan,nan,False,False,0.7596994522345398,0.9998766054240137,9.292483363014605e-07,54.267453216929624,0.0029525163045289148,0.6905693711208729,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,True,84.84495399798166,974.5705574972978,69.18169247066808,0.011219291323389677,0.4491734387121698,0.5695441371696961,0.7523361987400047,2.0026583079122024e-06,0.023668941349397937,False,nan,nan,nan,nan,nan,nan,nan,nan,nan
factorial_07,corner_factorial,factorial,0.65,300.0,40.0,0.85,0.92,True,True,126.75,9.1875,96.0,96.0,nan,nan,False,False,0.677686568352043,0.9998766054240137,9.292483363014605e-07,83.96429178547126,0.11425026450473828,0.48582866868776153,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,nan
factorial_08,corner_factorial,factorial,0.85,75.0,15.0,0.45,0.92,True,False,126.75,9.1875,96.0,96.0,nan,nan,False,False,0.3346153330810573,0.7310585786300051,0.058536902874367754,20.350294956348613,0.0029525163045289187,0.6905693711208729,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,True,72.97297726108417,585.6587293247569,22.41269905473969,0.005250962881725168,0.5926014777848417,0.7898131343591976,0.7523361973335071,1.0477908806635187e-09,0.024921571376994474,False,nan,nan,nan,nan,nan,nan,nan,nan,nan
factorial_09,corner_factorial,factorial,0.85,75.0,15.0,0.85,0.92,True,False,126.75,9.1875,96.0,96.0,nan,nan,False,False,0.2763840759834586,0.7310585786300051,0.058536902874367754,31.48660941955172,0.11425026450473805,0.48582866868776164,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,True,76.00546281054652,687.1963770802117,40.3140619999531,0.20043318248308634,0.313529228279462,0.7118984117638937,0.7523361974454952,6.755426042444894e-10,0.024120421449344055,False,nan,nan,nan,nan,nan,nan,nan,nan,nan
factorial_10,corner_factorial,factorial,0.85,75.0,40.0,0.45,0.92,True,False,126.75,9.1875,96.0,96.0,nan,nan,False,False,0.1416739453864453,0.7310585786300051,0.058536902874367754,54.267453216929624,0.0029525163045289148,0.690569371120873,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,True,84.46894318838216,912.546106545751,59.76670750387137,0.0052509199700769464,0.5926122341121138,0.5980336303905079,0.7523361985376149,2.904527880357952e-09,0.02404263959245185,False,nan,nan,nan,nan,nan,nan,nan,nan,nan
factorial_11,corner_factorial,factorial,0.85,75.0,40.0,0.85,0.9,True,False,126.75,9.1875,96.0,96.0,-3.85067568292815,nan,True,False,0.1142410622112594,0.7310585786300051,0.058536902874367754,83.96429178547126,0.11425026450473826,0.4858286686877616,True,118.02370596539035,549.822211644499,98.51608602931192,0.16513996817348672,0.37081485792491775,0.3997098205075515,0.499999999900992,0.00158621381912183,0.026221440937921364,True,5.735291210405657,570.9940818476315,98.2883806807993,0.16474714235572324,0.3741961354886931,0.4126897561394916,0.5000000013180672,1.592677633527685e-05,0.03105817797326156,True,18.905425835836283,502.3866017949247,98.28090286295125,0.1647355733562233,0.37430753247804516,0.3739474864843601,0.5000000000051711,1.8523643560648117e-09,0.03108418940246049,False,nan,nan,nan,nan,nan,nan,nan,nan,nan
factorial_11,corner_factorial,factorial,0.85,75.0,40.0,0.85,0.92,True,False,126.75,9.1875,96.0,96.0,nan,nan,False,False,0.1142410622112594,0.7310585786300051,0.058536902874367754,83.96429178547126,0.11425026450473826,0.4858286686877616,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,True,95.67032352497836,1081.380013059544,107.5027763946758,0.20043081099102364,0.31354814114882,0.5201922959640449,0.7523361983158791,2.0916300736515105e-09,0.022468383287005428,False,nan,nan,nan,nan,nan,nan,nan,nan,nan
factorial_12,corner_factorial,factorial,0.85,300.0,15.0,0.45,0.92,True,False,126.75,9.1875,96.0,96.0,nan,nan,False,False,0.8039841657978971,0.7310585786300051,0.058536902874367754,20.350294956348613,0.0029525163045289187,0.6905693711208729,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,True,62.47435888567753,588.3977031782607,22.413816659115845,0.005251223944011077,0.5925360397241181,0.7913225335902101,0.752336197367262,6.975830172602922e-10,0.02550332728770879,False,nan,nan,nan,nan,nan,nan,nan,nan,nan
factorial_13,corner_factorial,factorial,0.85,300.0,15.0,0.85,0.92,True,False,126.75,9.1875,96.0,96.0,nan,nan,False,False,0.7258220898503245,0.7310585786300051,0.058536902874367754,31.48660941955172,0.11425026450473805,0.48582866868776164,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,True,67.84866445186607,687.9897318224696,40.31673852452906,0.2004453510389485,0.31343195274626534,0.7122636392938698,0.7523361973862431,3.9755212099867906e-10,0.02427093080863802,False,nan,nan,nan,nan,nan,nan,nan,nan,nan
factorial_14,corner_factorial,factorial,0.85,300.0,40.0,0.45,0.92,True,False,126.75,9.1875,96.0,96.0,nan,nan,False,False,0.45723831358593403,0.7310585786300051,0.058536902874367754,54.267453216929624,0.0029525163045289148,0.690569371120873,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,True,78.88512571661056,912.7614393147418,59.768833702591266,0.0052511062258175974,0.5925655505300291,0.5981054801437335,0.7523361977252416,1.592389336148384e-09,0.024071414208524114,False,nan,nan,nan,nan,nan,nan,nan,nan,nan
factorial_15,corner_factorial,factorial,0.85,300.0,40.0,0.85,0.92,True,False,126.75,9.1875,96.0,96.0,nan,nan,False,False,0.3844516476291895,0.7310585786300051,0.058536902874367754,83.96429178547126,0.11425026450473826,0.4858286686877616,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,True,90.6144148996426,1081.535808411782,107.50715055373146,0.20043827087960217,0.3134885363753165,0.5202139103965917,0.7523361979560311,1.094571667404184e-09,0.022480762804327627,False,nan,nan,nan,nan,nan,nan,nan,nan,nan
