design_id,design_type,varied_descriptor,rho0,G0_nm,pore_scale_nm,log_width,target_density,eligible_target,high_step_executed,slow_time_budget_h,fast_time_budget_h,high_time_budget_h,two_step_time_budget_h,HR_pct,TS_pct,HR_scored,TS_scored,initial_f_pore,initial_connectivity,initial_isolated_fraction,initial_pore_mean_radius_nm,initial_large_pore_fraction,initial_removable_fine_fraction,slow_reached,slow_time_to_target_h,slow_G_at_target_nm,slow_pore_mean_radius_nm,slow_large_pore_fraction,slow_removable_fine_pore_fraction,slow_f_pore,slow_isolated_pore_fraction,slow_cumulative_redistributed_pore_volume,slow_E_G,fast_reached,fast_time_to_target_h,fast_G_at_target_nm,fast_pore_mean_radius_nm,fast_large_pore_fraction,fast_removable_fine_pore_fraction,fast_f_pore,fast_isolated_pore_fraction,fast_cumulative_redistributed_pore_volume,fast_E_G,high_reached,high_time_to_target_h,high_G_at_target_nm,high_pore_mean_radius_nm,high_large_pore_fraction,high_removable_fine_pore_fraction,high_f_pore,high_isolated_pore_fraction,high_cumulative_redistributed_pore_volume,high_E_G,two_step_reached,two_step_time_to_target_h,two_step_G_at_target_nm,two_step_pore_mean_radius_nm,two_step_large_pore_fraction,two_step_removable_fine_pore_fraction,two_step_f_pore,two_step_isolated_pore_fraction,two_step_cumulative_redistributed_pore_volume,two_step_E_G
oat_baseline,one_at_a_time,baseline,0.75,150.0,25.0,0.65,0.92,True,True,126.75,9.1875,96.0,96.0,nan,nan,False,False,0.5146496927788622,0.9933071490757153,0.00024031171281892587,41.77656829534831,0.03988687689874912,0.5724048606059915,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,True,82.7822558190373,857.6159110151268,57.4301382442651,0.1098414679136848,0.3194718934610717,0.6212513574085589,0.7523361985133163,6.498315181096306e-07,0.023780527759879693,False,nan,nan,nan,nan,nan,nan,nan,nan,nan
oat_rho0_0.65,one_at_a_time,rho0,0.65,150,25,0.65,0.92,True,True,126.75,9.1875,96.0,96.0,nan,nan,False,False,0.6365225836118789,0.9998766054240137,9.292483363014605e-07,41.77656829534831,0.0398868768987491,0.5724048606059914,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,True,85.87548872676906,900.6485738332981,63.12703051459497,0.14540464920292082,0.25763698753023756,0.6006259255864019,0.7523361984329716,1.7097659893916546e-06,0.023586959483307246,False,nan,nan,nan,nan,nan,nan,nan,nan,nan
oat_rho0_0.70,one_at_a_time,rho0,0.7,150,25,0.65,0.92,True,True,126.75,9.1875,96.0,96.0,nan,nan,False,False,0.5799834816201629,0.9990889488055994,1.4945115164975941e-05,41.77656829534832,0.0398868768987491,0.5724048606059914,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,True,84.44135665991547,880.741949533814,60.478737649204014,0.12805900334930237,0.28439306027272576,0.6100144519904692,0.7523361980267302,1.299655440246594e-06,0.023668527840592427,False,nan,nan,nan,nan,nan,nan,nan,nan,nan
oat_rho0_0.80,one_at_a_time,rho0,0.8,150,25,0.65,0.92,True,True,126.75,9.1875,96.0,96.0,nan,nan,False,False,0.43915319895437444,0.9525741268224331,0.0038510323559302587,41.77656829534831,0.039886876898749105,0.5724048606059915,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,True,80.82418358689576,830.549530122564,53.854958751774305,0.09065633511115906,0.36660542998889023,0.6349005154921888,0.7523361981959332,5.351766412139668e-08,0.023940040397626577,False,nan,nan,nan,nan,nan,nan,nan,nan,nan
oat_rho0_0.85,one_at_a_time,rho0,0.85,150,25,0.65,0.92,True,False,126.75,9.1875,96.0,96.0,nan,nan,False,False,0.3519131860777932,0.7310585786300051,0.058536902874367754,41.77656829534832,0.0398868768987491,0.5724048606059914,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,True,78.34105830917622,798.7125415794466,49.56888512147395,0.0703885197897966,0.43157985657433257,0.6516959491660155,0.7523361980437856,1.1624235457403227e-09,0.024168800761924833,False,nan,nan,nan,nan,nan,nan,nan,nan,nan
oat_G0_75,one_at_a_time,G0_nm,0.75,75.0,25,0.65,0.92,True,True,126.75,9.1875,96.0,96.0,nan,nan,False,False,0.3033291256115713,0.9933071490757153,0.00024031171281892587,41.77656829534831,0.03988687689874912,0.5724048606059915,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,True,83.98637754032065,857.6061402996507,57.42964510844537,0.10984058601842198,0.319483199940799,0.6212527015740964,0.7523361980949912,1.071413374278725e-06,0.02377996931479241,False,nan,nan,nan,nan,nan,nan,nan,nan,nan
oat_G0_300,one_at_a_time,G0_nm,0.75,300.0,25,0.65,0.92,True,True,126.75,9.1875,96.0,96.0,nan,nan,False,False,0.7644350792803472,0.9933071490757153,0.00024031171281892587,41.77656829534831,0.03988687689874912,0.5724048606059915,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,True,77.41015142031442,857.9024252934556,57.432346872423054,0.10984552974947369,0.31942149494572203,0.621349493968672,0.752336197973592,3.739084214969121e-07,0.02382100291002761,False,nan,nan,nan,nan,nan,nan,nan,nan,nan
oat_pore_15,one_at_a_time,pore_scale_nm,0.75,150,15.0,0.65,0.92,True,True,126.75,9.1875,96.0,96.0,nan,nan,False,False,0.7002502371973494,0.9933071490757153,0.00024031171281892587,25.065940977208996,0.03988687689874908,0.5724048606059915,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,True,75.382644546352,676.3212786106902,34.4586288129694,0.10984312908515953,0.3194511079605108,0.7208589426268408,0.7523361982441179,3.7018100536607466e-07,0.024538291495600953,False,nan,nan,nan,nan,nan,nan,nan,nan,nan
oat_pore_40,one_at_a_time,pore_scale_nm,0.75,150,40.0,0.65,0.92,True,True,126.75,9.1875,96.0,96.0,nan,nan,False,False,0.36352028344389586,0.9933071490757153,0.00024031171281892587,66.84250927255732,0.03988687689874914,0.5724048606059916,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,True,94.90153482496108,1064.4355461607033,91.88708037711827,0.109840195954116,0.3194882496922974,0.5291200452804259,0.7523361979608881,1.276005585552339e-06,0.0228676228357525,False,nan,nan,nan,nan,nan,nan,nan,nan,nan
oat_width_0.45,one_at_a_time,log_width,0.75,150,25,0.45,0.92,True,True,126.75,9.1875,96.0,96.0,nan,nan,False,False,0.5572632450291675,0.9933071490757153,0.00024031171281892587,33.91715826058102,0.0029525163045289256,0.6905693711208729,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,True,77.95414401352903,761.5476376044784,40.757561704026045,0.008323782500991818,0.5056844311812239,0.6735121095345882,0.7523361973782555,7.632876526492122e-07,0.024692606063454442,False,nan,nan,nan,nan,nan,nan,nan,nan,nan
