case_id,rho_start,G_start_nm,pore_D50_nm,pore_log_width,phi_iso_fraction,phi_closed_fraction,state_class,phi_open_total,phi_iso_total,phi_closed_total,pore_arrays_equal_across_paths
primary_251,0.66,75,25,0.85,0.1,0.0,primary_common_state,0.30599999999999994,0.033999999999999996,0.0,True
primary_252,0.66,75,40,0.45,0.0,0.0,primary_common_state,0.3399999999999999,0.0,0.0,True
primary_253,0.66,75,40,0.45,0.05,0.0,primary_common_state,0.3229999999999999,0.016999999999999998,0.0,True
primary_254,0.66,75,40,0.45,0.1,0.0,primary_common_state,0.30599999999999994,0.033999999999999996,0.0,True
primary_255,0.66,75,40,0.65,0.0,0.0,primary_common_state,0.33999999999999997,0.0,0.0,True
primary_256,0.66,75,40,0.65,0.05,0.0,primary_common_state,0.3229999999999999,0.016999999999999998,0.0,True
primary_257,0.66,75,40,0.65,0.1,0.0,primary_common_state,0.306,0.033999999999999996,0.0,True
primary_258,0.66,75,40,0.85,0.0,0.0,primary_common_state,0.33999999999999986,0.0,0.0,True
primary_259,0.66,75,40,0.85,0.05,0.0,primary_common_state,0.32299999999999995,0.016999999999999998,0.0,True
primary_260,0.66,75,40,0.85,0.1,0.0,primary_common_state,0.30599999999999994,0.033999999999999996,0.0,True
primary_261,0.66,75,60,0.45,0.0,0.0,primary_common_state,0.3399999999999999,0.0,0.0,True
primary_262,0.66,75,60,0.45,0.05,0.0,primary_common_state,0.3229999999999999,0.016999999999999998,0.0,True
primary_263,0.66,75,60,0.45,0.1,0.0,primary_common_state,0.30599999999999994,0.033999999999999996,0.0,True
primary_264,0.66,75,60,0.65,0.0,0.0,primary_common_state,0.33999999999999997,0.0,0.0,True
primary_265,0.66,75,60,0.65,0.05,0.0,primary_common_state,0.32299999999999995,0.016999999999999998,0.0,True
primary_266,0.66,75,60,0.65,0.1,0.0,primary_common_state,0.306,0.033999999999999996,0.0,True
primary_267,0.66,75,60,0.85,0.0,0.0,primary_common_state,0.3399999999999999,0.0,0.0,True
primary_268,0.66,75,60,0.85,0.05,0.0,primary_common_state,0.32299999999999995,0.016999999999999998,0.0,True
primary_269,0.66,75,60,0.85,0.1,0.0,primary_common_state,0.3059999999999999,0.033999999999999996,0.0,True
primary_270,0.7,35,10,0.45,0.0,0.0,primary_common_state,0.30000000000000004,0.0,0.0,True
primary_271,0.7,35,10,0.45,0.05,0.0,primary_common_state,0.28500000000000003,0.015000000000000003,0.0,True
primary_272,0.7,35,10,0.45,0.1,0.0,primary_common_state,0.2700000000000001,0.030000000000000006,0.0,True
primary_273,0.7,35,10,0.65,0.0,0.0,primary_common_state,0.3000000000000001,0.0,0.0,True
primary_274,0.7,35,10,0.65,0.05,0.0,primary_common_state,0.28500000000000003,0.015000000000000003,0.0,True
primary_275,0.7,35,10,0.65,0.1,0.0,primary_common_state,0.26999999999999996,0.030000000000000006,0.0,True
primary_276,0.7,35,10,0.85,0.0,0.0,primary_common_state,0.3,0.0,0.0,True
primary_277,0.7,35,10,0.85,0.05,0.0,primary_common_state,0.28500000000000003,0.015,0.0,True
primary_278,0.7,35,10,0.85,0.1,0.0,primary_common_state,0.27,0.03,0.0,True
primary_279,0.7,35,15,0.45,0.0,0.0,primary_common_state,0.30000000000000004,0.0,0.0,True
primary_280,0.7,35,15,0.45,0.05,0.0,primary_common_state,0.285,0.015000000000000003,0.0,True
primary_281,0.7,35,15,0.45,0.1,0.0,primary_common_state,0.27,0.030000000000000006,0.0,True
primary_282,0.7,35,15,0.65,0.0,0.0,primary_common_state,0.30000000000000004,0.0,0.0,True
primary_283,0.7,35,15,0.65,0.05,0.0,primary_common_state,0.2850000000000001,0.015000000000000005,0.0,True
primary_284,0.7,35,15,0.65,0.1,0.0,primary_common_state,0.27,0.03000000000000001,0.0,True
primary_285,0.7,35,15,0.85,0.0,0.0,primary_common_state,0.3,0.0,0.0,True
primary_286,0.7,35,15,0.85,0.05,0.0,primary_common_state,0.285,0.015,0.0,True
primary_287,0.7,35,15,0.85,0.1,0.0,primary_common_state,0.26999999999999996,0.03,0.0,True
primary_288,0.7,35,25,0.45,0.0,0.0,primary_common_state,0.30000000000000004,0.0,0.0,True
primary_289,0.7,35,25,0.45,0.05,0.0,primary_common_state,0.285,0.015000000000000001,0.0,True
primary_290,0.7,35,25,0.45,0.1,0.0,primary_common_state,0.27,0.030000000000000002,0.0,True
primary_291,0.7,35,25,0.65,0.0,0.0,primary_common_state,0.3000000000000001,0.0,0.0,True
primary_292,0.7,35,25,0.65,0.05,0.0,primary_common_state,0.28500000000000003,0.015000000000000003,0.0,True
primary_293,0.7,35,25,0.65,0.1,0.0,primary_common_state,0.27,0.030000000000000006,0.0,True
primary_294,0.7,35,25,0.85,0.0,0.0,primary_common_state,0.3,0.0,0.0,True
primary_295,0.7,35,25,0.85,0.05,0.0,primary_common_state,0.28500000000000003,0.015000000000000003,0.0,True
primary_296,0.7,35,25,0.85,0.1,0.0,primary_common_state,0.27,0.030000000000000006,0.0,True
primary_297,0.7,35,40,0.45,0.0,0.0,primary_common_state,0.30000000000000004,0.0,0.0,True
primary_298,0.7,35,40,0.45,0.05,0.0,primary_common_state,0.285,0.015,0.0,True
primary_299,0.7,35,40,0.45,0.1,0.0,primary_common_state,0.27,0.03,0.0,True
primary_300,0.7,35,40,0.65,0.0,0.0,primary_common_state,0.30000000000000004,0.0,0.0,True
primary_301,0.7,35,40,0.65,0.05,0.0,primary_common_state,0.285,0.015000000000000001,0.0,True
primary_302,0.7,35,40,0.65,0.1,0.0,primary_common_state,0.27,0.030000000000000002,0.0,True
primary_303,0.7,35,40,0.85,0.0,0.0,primary_common_state,0.3,0.0,0.0,True
primary_304,0.7,35,40,0.85,0.05,0.0,primary_common_state,0.285,0.015,0.0,True
primary_305,0.7,35,40,0.85,0.1,0.0,primary_common_state,0.26999999999999996,0.03,0.0,True
primary_306,0.7,35,60,0.45,0.0,0.0,primary_common_state,0.30000000000000004,0.0,0.0,True
primary_307,0.7,35,60,0.45,0.05,0.0,primary_common_state,0.285,0.015000000000000001,0.0,True
primary_308,0.7,35,60,0.45,0.1,0.0,primary_common_state,0.27,0.030000000000000002,0.0,True
primary_309,0.7,35,60,0.65,0.0,0.0,primary_common_state,0.30000000000000004,0.0,0.0,True
primary_310,0.7,35,60,0.65,0.05,0.0,primary_common_state,0.285,0.015000000000000005,0.0,True
primary_311,0.7,35,60,0.65,0.1,0.0,primary_common_state,0.27,0.03000000000000001,0.0,True
primary_312,0.7,35,60,0.85,0.0,0.0,primary_common_state,0.3,0.0,0.0,True
primary_313,0.7,35,60,0.85,0.05,0.0,primary_common_state,0.285,0.015,0.0,True
primary_314,0.7,35,60,0.85,0.1,0.0,primary_common_state,0.27,0.03,0.0,True
primary_315,0.7,50,10,0.45,0.0,0.0,primary_common_state,0.30000000000000004,0.0,0.0,True
primary_316,0.7,50,10,0.45,0.05,0.0,primary_common_state,0.28500000000000003,0.015000000000000003,0.0,True
primary_317,0.7,50,10,0.45,0.1,0.0,primary_common_state,0.2700000000000001,0.030000000000000006,0.0,True
primary_318,0.7,50,10,0.65,0.0,0.0,primary_common_state,0.3000000000000001,0.0,0.0,True
primary_319,0.7,50,10,0.65,0.05,0.0,primary_common_state,0.28500000000000003,0.015000000000000003,0.0,True
primary_320,0.7,50,10,0.65,0.1,0.0,primary_common_state,0.26999999999999996,0.030000000000000006,0.0,True
primary_321,0.7,50,10,0.85,0.0,0.0,primary_common_state,0.3,0.0,0.0,True
primary_322,0.7,50,10,0.85,0.05,0.0,primary_common_state,0.28500000000000003,0.015,0.0,True
primary_323,0.7,50,10,0.85,0.1,0.0,primary_common_state,0.27,0.03,0.0,True
primary_324,0.7,50,15,0.45,0.0,0.0,primary_common_state,0.30000000000000004,0.0,0.0,True
primary_325,0.7,50,15,0.45,0.05,0.0,primary_common_state,0.285,0.015000000000000003,0.0,True
primary_326,0.7,50,15,0.45,0.1,0.0,primary_common_state,0.27,0.030000000000000006,0.0,True
primary_327,0.7,50,15,0.65,0.0,0.0,primary_common_state,0.30000000000000004,0.0,0.0,True
primary_328,0.7,50,15,0.65,0.05,0.0,primary_common_state,0.2850000000000001,0.015000000000000005,0.0,True
primary_329,0.7,50,15,0.65,0.1,0.0,primary_common_state,0.27,0.03000000000000001,0.0,True
primary_330,0.7,50,15,0.85,0.0,0.0,primary_common_state,0.3,0.0,0.0,True
primary_331,0.7,50,15,0.85,0.05,0.0,primary_common_state,0.285,0.015,0.0,True
primary_332,0.7,50,15,0.85,0.1,0.0,primary_common_state,0.26999999999999996,0.03,0.0,True
primary_333,0.7,50,25,0.45,0.0,0.0,primary_common_state,0.30000000000000004,0.0,0.0,True
primary_334,0.7,50,25,0.45,0.05,0.0,primary_common_state,0.285,0.015000000000000001,0.0,True
primary_335,0.7,50,25,0.45,0.1,0.0,primary_common_state,0.27,0.030000000000000002,0.0,True
primary_336,0.7,50,25,0.65,0.0,0.0,primary_common_state,0.3000000000000001,0.0,0.0,True
primary_337,0.7,50,25,0.65,0.05,0.0,primary_common_state,0.28500000000000003,0.015000000000000003,0.0,True
primary_338,0.7,50,25,0.65,0.1,0.0,primary_common_state,0.27,0.030000000000000006,0.0,True
primary_339,0.7,50,25,0.85,0.0,0.0,primary_common_state,0.3,0.0,0.0,True
primary_340,0.7,50,25,0.85,0.05,0.0,primary_common_state,0.28500000000000003,0.015000000000000003,0.0,True
primary_341,0.7,50,25,0.85,0.1,0.0,primary_common_state,0.27,0.030000000000000006,0.0,True
primary_342,0.7,50,40,0.45,0.0,0.0,primary_common_state,0.30000000000000004,0.0,0.0,True
primary_343,0.7,50,40,0.45,0.05,0.0,primary_common_state,0.285,0.015,0.0,True
primary_344,0.7,50,40,0.45,0.1,0.0,primary_common_state,0.27,0.03,0.0,True
primary_345,0.7,50,40,0.65,0.0,0.0,primary_common_state,0.30000000000000004,0.0,0.0,True
primary_346,0.7,50,40,0.65,0.05,0.0,primary_common_state,0.285,0.015000000000000001,0.0,True
primary_347,0.7,50,40,0.65,0.1,0.0,primary_common_state,0.27,0.030000000000000002,0.0,True
primary_348,0.7,50,40,0.85,0.0,0.0,primary_common_state,0.3,0.0,0.0,True
primary_349,0.7,50,40,0.85,0.05,0.0,primary_common_state,0.285,0.015,0.0,True
primary_350,0.7,50,40,0.85,0.1,0.0,primary_common_state,0.26999999999999996,0.03,0.0,True
primary_351,0.7,50,60,0.45,0.0,0.0,primary_common_state,0.30000000000000004,0.0,0.0,True
primary_352,0.7,50,60,0.45,0.05,0.0,primary_common_state,0.285,0.015000000000000001,0.0,True
primary_353,0.7,50,60,0.45,0.1,0.0,primary_common_state,0.27,0.030000000000000002,0.0,True
primary_354,0.7,50,60,0.65,0.0,0.0,primary_common_state,0.30000000000000004,0.0,0.0,True
primary_355,0.7,50,60,0.65,0.05,0.0,primary_common_state,0.285,0.015000000000000005,0.0,True
primary_356,0.7,50,60,0.65,0.1,0.0,primary_common_state,0.27,0.03000000000000001,0.0,True
primary_357,0.7,50,60,0.85,0.0,0.0,primary_common_state,0.3,0.0,0.0,True
primary_358,0.7,50,60,0.85,0.05,0.0,primary_common_state,0.285,0.015,0.0,True
primary_359,0.7,50,60,0.85,0.1,0.0,primary_common_state,0.27,0.03,0.0,True
primary_360,0.7,75,10,0.45,0.0,0.0,primary_common_state,0.30000000000000004,0.0,0.0,True
primary_361,0.7,75,10,0.45,0.05,0.0,primary_common_state,0.28500000000000003,0.015000000000000003,0.0,True
primary_362,0.7,75,10,0.45,0.1,0.0,primary_common_state,0.2700000000000001,0.030000000000000006,0.0,True
primary_363,0.7,75,10,0.65,0.0,0.0,primary_common_state,0.3000000000000001,0.0,0.0,True
primary_364,0.7,75,10,0.65,0.05,0.0,primary_common_state,0.28500000000000003,0.015000000000000003,0.0,True
primary_365,0.7,75,10,0.65,0.1,0.0,primary_common_state,0.26999999999999996,0.030000000000000006,0.0,True
primary_366,0.7,75,10,0.85,0.0,0.0,primary_common_state,0.3,0.0,0.0,True
primary_367,0.7,75,10,0.85,0.05,0.0,primary_common_state,0.28500000000000003,0.015,0.0,True
primary_368,0.7,75,10,0.85,0.1,0.0,primary_common_state,0.27,0.03,0.0,True
primary_369,0.7,75,15,0.45,0.0,0.0,primary_common_state,0.30000000000000004,0.0,0.0,True
primary_370,0.7,75,15,0.45,0.05,0.0,primary_common_state,0.285,0.015000000000000003,0.0,True
primary_371,0.7,75,15,0.45,0.1,0.0,primary_common_state,0.27,0.030000000000000006,0.0,True
primary_372,0.7,75,15,0.65,0.0,0.0,primary_common_state,0.30000000000000004,0.0,0.0,True
primary_373,0.7,75,15,0.65,0.05,0.0,primary_common_state,0.2850000000000001,0.015000000000000005,0.0,True
primary_374,0.7,75,15,0.65,0.1,0.0,primary_common_state,0.27,0.03000000000000001,0.0,True
primary_375,0.7,75,15,0.85,0.0,0.0,primary_common_state,0.3,0.0,0.0,True
primary_376,0.7,75,15,0.85,0.05,0.0,primary_common_state,0.285,0.015,0.0,True
primary_377,0.7,75,15,0.85,0.1,0.0,primary_common_state,0.26999999999999996,0.03,0.0,True
primary_378,0.7,75,25,0.45,0.0,0.0,primary_common_state,0.30000000000000004,0.0,0.0,True
primary_379,0.7,75,25,0.45,0.05,0.0,primary_common_state,0.285,0.015000000000000001,0.0,True
primary_380,0.7,75,25,0.45,0.1,0.0,primary_common_state,0.27,0.030000000000000002,0.0,True
primary_381,0.7,75,25,0.65,0.0,0.0,primary_common_state,0.3000000000000001,0.0,0.0,True
primary_382,0.7,75,25,0.65,0.05,0.0,primary_common_state,0.28500000000000003,0.015000000000000003,0.0,True
primary_383,0.7,75,25,0.65,0.1,0.0,primary_common_state,0.27,0.030000000000000006,0.0,True
primary_384,0.7,75,25,0.85,0.0,0.0,primary_common_state,0.3,0.0,0.0,True
primary_385,0.7,75,25,0.85,0.05,0.0,primary_common_state,0.28500000000000003,0.015000000000000003,0.0,True
primary_386,0.7,75,25,0.85,0.1,0.0,primary_common_state,0.27,0.030000000000000006,0.0,True
primary_387,0.7,75,40,0.45,0.0,0.0,primary_common_state,0.30000000000000004,0.0,0.0,True
primary_388,0.7,75,40,0.45,0.05,0.0,primary_common_state,0.285,0.015,0.0,True
primary_389,0.7,75,40,0.45,0.1,0.0,primary_common_state,0.27,0.03,0.0,True
primary_390,0.7,75,40,0.65,0.0,0.0,primary_common_state,0.30000000000000004,0.0,0.0,True
primary_391,0.7,75,40,0.65,0.05,0.0,primary_common_state,0.285,0.015000000000000001,0.0,True
primary_392,0.7,75,40,0.65,0.1,0.0,primary_common_state,0.27,0.030000000000000002,0.0,True
primary_393,0.7,75,40,0.85,0.0,0.0,primary_common_state,0.3,0.0,0.0,True
primary_394,0.7,75,40,0.85,0.05,0.0,primary_common_state,0.285,0.015,0.0,True
primary_395,0.7,75,40,0.85,0.1,0.0,primary_common_state,0.26999999999999996,0.03,0.0,True
primary_396,0.7,75,60,0.45,0.0,0.0,primary_common_state,0.30000000000000004,0.0,0.0,True
primary_397,0.7,75,60,0.45,0.05,0.0,primary_common_state,0.285,0.015000000000000001,0.0,True
primary_398,0.7,75,60,0.45,0.1,0.0,primary_common_state,0.27,0.030000000000000002,0.0,True
primary_399,0.7,75,60,0.65,0.0,0.0,primary_common_state,0.30000000000000004,0.0,0.0,True
primary_400,0.7,75,60,0.65,0.05,0.0,primary_common_state,0.285,0.015000000000000005,0.0,True
primary_401,0.7,75,60,0.65,0.1,0.0,primary_common_state,0.27,0.03000000000000001,0.0,True
primary_402,0.7,75,60,0.85,0.0,0.0,primary_common_state,0.3,0.0,0.0,True
primary_403,0.7,75,60,0.85,0.05,0.0,primary_common_state,0.285,0.015,0.0,True
primary_404,0.7,75,60,0.85,0.1,0.0,primary_common_state,0.27,0.03,0.0,True
diagnostic_closed_0.02,0.66,50,25,0.65,0.0,0.02,diagnostic_closed_initial_state,0.33319999999999994,0.0,0.0068000000000000005,True
diagnostic_closed_0.05,0.66,50,25,0.65,0.0,0.05,diagnostic_closed_initial_state,0.32299999999999995,0.0,0.017,True
