case_id,rho_start,G_start_nm,pore_D50_nm,pore_log_width,phi_iso_fraction,phi_closed_fraction,state_class,final_rho_5,final_G_um_5,final_rho_50,final_G_um_50,HMS_density_miss,joint_rho_min,joint_rho_max,fast_smaller_G_fraction,fast_smaller_D90_fraction,span_ratio_ge_1p2,span_ratio_ge_1p5,barrier_mode,barrier_extrapolated
primary_110,0.62,75,25,0.45,0.1,0.0,primary_common_state,0.9610186647079558,2.1905241427321935,0.9428528932260407,0.6842139006833065,-0.03714710677395927,0.6200149647048282,0.9428528932260407,0.2,0.08,0.0,0.0,nearest_slice_clamp,True
primary_111,0.62,75,25,0.65,0.0,0.0,primary_common_state,0.9944945492142369,2.1911504906590986,0.9547984801951881,0.6826806249330264,-0.02520151980481189,0.6200166274498091,0.9547984801951881,0.08,0.2,0.0,0.0,nearest_slice_clamp,True
primary_112,0.62,75,25,0.65,0.05,0.0,primary_common_state,0.9758940636419424,2.191679423225811,0.9378351635370541,0.6847645299402757,-0.04216483646294589,0.6200157960773187,0.9378351635370541,0.08,0.16,0.0,0.0,nearest_slice_clamp,True
primary_113,0.62,75,25,0.65,0.1,0.0,primary_common_state,0.9572703459997076,2.1921694950643973,0.9208912669071506,0.6866079614227547,-0.059108733092849364,0.6200149647048283,0.9208912669071506,0.12,0.16,0.0,0.0,nearest_slice_clamp,True
primary_114,0.62,75,25,0.85,0.0,0.0,primary_common_state,0.9901819755434436,2.188923027958029,0.9365633488183374,0.67219476659028,-0.04343665118166262,0.6200166274498091,0.9365633488183374,0.12,0.2,0.0,0.0,nearest_slice_clamp,True
primary_115,0.62,75,25,0.85,0.05,0.0,primary_common_state,0.9718095530022881,2.190317368234513,0.9203909628224385,0.6771990153207018,-0.0596090371775615,0.6200157960773187,0.9203909628224385,0.12,0.2,0.0,0.0,nearest_slice_clamp,True
primary_116,0.62,75,25,0.85,0.1,0.0,primary_common_state,0.9534077301114156,2.1915335255513946,0.9042644340123034,0.6816096716701339,-0.0757355659876966,0.6200149647048282,0.9042644340123034,0.12,0.68,0.0,0.0,nearest_slice_clamp,True
primary_117,0.62,75,40,0.45,0.0,0.0,primary_common_state,0.986006502647959,2.167181009198854,0.9121393850854725,0.6024553530039479,-0.06786061491452744,0.6200166274498091,0.9121393850854725,0.2,0.04,0.0,0.0,nearest_slice_clamp,True
primary_118,0.62,75,40,0.45,0.05,0.0,primary_common_state,0.9675997405152742,2.1713185135870483,0.8967190107323384,0.6145069555337279,-0.08328098926766159,0.6200157960773187,0.8967190107323384,0.2,0.04,0.0,0.0,nearest_slice_clamp,True
primary_119,0.62,75,40,0.45,0.1,0.0,primary_common_state,0.9492038219730375,2.175377871658788,0.881362256016678,0.6267225609352086,-0.09863774398332203,0.6200149647048283,0.881362256016678,0.2,0.0,0.0,0.0,nearest_slice_clamp,True
primary_120,0.62,75,40,0.65,0.0,0.0,primary_common_state,0.9664299895307391,2.0906214798470395,0.8741574310110459,0.5238656229540604,-0.10584256898895406,0.6200159701214827,0.8741574310110459,0.16,0.04,0.0,0.0,nearest_slice_clamp,True
primary_121,0.62,75,40,0.65,0.05,0.0,primary_common_state,0.9487208843104602,2.1054221291605053,0.8604772700682815,0.5389028732071484,-0.11952272993171853,0.6200151716154085,0.8604772700682815,0.16,0.08,0.0,0.0,nearest_slice_clamp,True
primary_122,0.62,75,40,0.65,0.1,0.0,primary_common_state,0.9310477343402829,2.119546110071677,0.8468600681943731,0.5548871973976837,-0.1331399318056269,0.6200143731093345,0.8468600681943731,0.16,0.28,0.0,0.0,nearest_slice_clamp,True
primary_123,0.62,75,40,0.85,0.0,0.0,primary_common_state,0.9531572944234694,1.9563675194018777,0.8515803325891852,0.48470125985337964,-0.1284196674108148,0.6200129711266477,0.8515803325891852,0.2,0.24,0.0,0.0,nearest_slice_clamp,True
primary_124,0.62,75,40,0.85,0.05,0.0,primary_common_state,0.9358565337097384,1.9858970128497833,0.8389854184198127,0.4997079708572622,-0.14101458158018731,0.6200123225703154,0.8389854184198127,0.16,0.2,0.0,0.0,nearest_slice_clamp,True
primary_125,0.62,75,40,0.85,0.1,0.0,primary_common_state,0.9186009007227222,2.0152501181369664,0.8264534419429632,0.515843610844462,-0.15354655805703676,0.6200116740139829,0.8264534419429632,0.16,0.2,0.0,0.0,nearest_slice_clamp,True
primary_126,0.62,75,60,0.45,0.0,0.0,primary_common_state,0.9488204834977225,1.8131230347171003,0.8099121225430473,0.420268848769856,-0.17008787745695264,0.6200046980080318,0.8099121225430473,0.4,0.2,0.0,0.0,nearest_slice_clamp,True
primary_127,0.62,75,60,0.45,0.05,0.0,primary_common_state,0.9315255563998714,1.844283771865009,0.7990728677866757,0.4345731756129778,-0.18092713221332424,0.6200044631076302,0.7990728677866757,0.4,0.2,0.0,0.0,nearest_slice_clamp,True
primary_128,0.62,75,60,0.45,0.1,0.0,primary_common_state,0.9142732900118782,1.8764378239463217,0.7883240991008813,0.450176087664637,-0.19167590089911868,0.6200042282072287,0.7883240991008813,0.4,0.2,0.0,0.0,nearest_slice_clamp,True
primary_129,0.62,75,60,0.65,0.0,0.0,primary_common_state,0.9193896568363114,1.487572984330218,0.779807792250421,0.3919828266638891,-0.20019220774957902,0.6200036907127162,0.779807792250421,0.4,0.28,0.0,0.0,nearest_slice_clamp,True
primary_130,0.62,75,60,0.65,0.05,0.0,primary_common_state,0.9033093967556473,1.5244505921435643,0.7705753234264433,0.40572172945624035,-0.20942467657355668,0.6200035061770803,0.7705753234264433,0.4,0.28,0.0,0.0,nearest_slice_clamp,True
primary_131,0.62,75,60,0.65,0.1,0.0,primary_common_state,0.8872790100468475,1.5639098513051135,0.7614271159389516,0.4207282604624821,-0.21857288406104836,0.6200033216414446,0.7614271159389516,0.4,0.24,0.0,0.0,nearest_slice_clamp,True
primary_132,0.62,75,60,0.85,0.0,0.0,primary_common_state,0.9005707605059877,1.342988747619148,0.7626793382289276,0.37665349126867265,-0.21732066177107234,0.6200030270496673,0.7626793382289276,0.48,0.36,0.0,0.0,nearest_slice_clamp,True
primary_133,0.62,75,60,0.85,0.05,0.0,primary_common_state,0.8853196453116664,1.379004852873198,0.754363326804459,0.3899575943170027,-0.22563667319554104,0.6200028756971839,0.754363326804459,0.44,0.36,0.0,0.0,nearest_slice_clamp,True
primary_134,0.62,75,60,0.85,0.1,0.0,primary_common_state,0.8701249794772009,1.4178033550170872,0.7461277495813423,0.40449766081115895,-0.23387225041865767,0.6200027243447005,0.7461277495813423,0.44,0.36,0.0,0.0,nearest_slice_clamp,True
primary_135,0.66,35,10,0.45,0.0,0.0,primary_common_state,0.9996183307087698,2.185827224614644,0.9919478741276804,0.6718915983677484,0.011947874127680391,0.6600318926619959,0.9919478741276804,0.16,0.48,0.0,0.0,nearest_slice_clamp,True
primary_136,0.66,35,10,0.45,0.05,0.0,primary_common_state,0.9852867873214082,2.1860453357234917,0.9752443346194284,0.672555498126317,-0.004755665380571594,0.6600302980288961,0.9752443346194284,0.24,0.48,0.0,0.0,nearest_slice_clamp,True
primary_137,0.66,35,10,0.45,0.1,0.0,primary_common_state,0.9707984998580098,2.1862852491798925,0.9585084037251915,0.6732228530881742,-0.021491596274808455,0.6600287033957963,0.9585084037251915,0.24,0.4,0.0,0.0,nearest_slice_clamp,True
primary_138,0.66,35,10,0.65,0.0,0.0,primary_common_state,0.999560306429571,2.1878225147626837,0.990730009771265,0.6767742446487266,0.010730009771265037,0.6600318926619959,0.990730009771265,0.2,0.72,0.0,0.0,nearest_slice_clamp,True
primary_139,0.66,35,10,0.65,0.05,0.0,primary_common_state,0.9860278651933764,2.18804593310621,0.9742809019167493,0.6773729019262145,-0.005719098083250662,0.6600302980288961,0.9742809019167493,0.2,0.68,0.0,0.0,nearest_slice_clamp,True
primary_140,0.66,35,10,0.65,0.1,0.0,primary_common_state,0.9723425004877465,2.1883006575214003,0.9577646332140523,0.6780230469006504,-0.02223536678594773,0.6600287033957963,0.9577646332140523,0.2,0.64,0.0,0.0,nearest_slice_clamp,True
primary_141,0.66,35,10,0.85,0.0,0.0,primary_common_state,0.9995202143681439,2.188935649449485,0.9899305735451378,0.6794679471930506,0.009930573545137822,0.6600318926619959,0.9899305735451378,0.2,0.24,0.0,0.0,nearest_slice_clamp,True
primary_142,0.66,35,10,0.85,0.05,0.0,primary_common_state,0.9863518246644843,2.189169803990986,0.9736354264662959,0.6800528285645802,-0.006364573533704121,0.6600302980288961,0.9736354264662959,0.24,0.24,0.0,0.0,nearest_slice_clamp,True
primary_143,0.66,35,10,0.85,0.1,0.0,primary_common_state,0.9730385207636569,2.189406513584791,0.9572499169811888,0.68067360319215,-0.022750083018811207,0.6600287033957963,0.9572499169811888,0.24,0.24,0.0,0.0,nearest_slice_clamp,True
primary_144,0.66,35,15,0.45,0.0,0.0,primary_common_state,0.9995016147066451,2.1876699053950603,0.9891379630537833,0.6770502075066609,0.009137963053783338,0.6600318926619959,0.9891379630537833,0.4,0.36,0.0,0.0,nearest_slice_clamp,True
primary_145,0.66,35,15,0.45,0.05,0.0,primary_common_state,0.9831926720251787,2.18794957796148,0.9722984577778103,0.6777909616794758,-0.007701542222189661,0.6600302980288961,0.9722984577778103,0.44,0.4,0.0,0.0,nearest_slice_clamp,True
primary_146,0.66,35,15,0.45,0.1,0.0,primary_common_state,0.9668229773812471,2.1882588352084067,0.9554631888881462,0.6786058411876605,-0.024536811111853796,0.6600287033957963,0.9554631888881462,0.4,0.4,0.0,0.0,nearest_slice_clamp,True
primary_147,0.66,35,15,0.65,0.0,0.0,primary_common_state,0.9994298091539636,2.1897135887743553,0.9878305918095168,0.6817443205046488,0.00783059180951684,0.6600318926619959,0.9878305918095168,0.32,0.48,0.0,0.0,nearest_slice_clamp,True
primary_148,0.66,35,15,0.65,0.05,0.0,primary_common_state,0.9835847747045049,2.1899611454475636,0.9710805053473096,0.6824266306434401,-0.008919494652690374,0.6600302980288961,0.9710805053473096,0.4,0.44,0.0,0.0,nearest_slice_clamp,True
primary_149,0.66,35,15,0.65,0.1,0.0,primary_common_state,0.9676485519504529,2.1902430635971926,0.954331385909064,0.6831702348530934,-0.025668614090936015,0.6600287033957963,0.954331385909064,0.48,0.2,0.0,0.0,nearest_slice_clamp,True
primary_150,0.66,35,15,0.85,0.0,0.0,primary_common_state,0.9993826184518221,2.190822888009629,0.9866498895632266,0.6842916566766309,0.006649889563226652,0.6600318926619959,0.9866498895632266,0.32,0.12,0.0,0.0,nearest_slice_clamp,True
primary_151,0.66,35,15,0.85,0.05,0.0,primary_common_state,0.9837934098479223,2.191072620152996,0.9700656943694884,0.6849307411026163,-0.009934305630511564,0.6600302980288961,0.9700656943694884,0.32,0.16,0.0,0.0,nearest_slice_clamp,True
primary_152,0.66,35,15,0.85,0.1,0.0,primary_common_state,0.9680979280686339,2.1913268896546745,0.9534674604787079,0.6856210190245441,-0.026532539521292087,0.6600287033957963,0.9534674604787079,0.4,0.0,0.0,0.0,nearest_slice_clamp,True
primary_153,0.66,35,25,0.45,0.0,0.0,primary_common_state,0.9988925648671663,2.191073938194154,0.9810297948251769,0.6863313892329235,0.001029794825176955,0.6600318926619959,0.9810297948251769,0.48,0.2,0.0,0.0,nearest_slice_clamp,True
primary_154,0.66,35,25,0.45,0.05,0.0,primary_common_state,0.9820003522881265,2.1915300515539,0.9646928479411016,0.6876001134441813,-0.015307152058898432,0.6600302980288961,0.9646928479411016,0.52,0.2,0.0,0.0,nearest_slice_clamp,True
primary_155,0.66,35,25,0.45,0.1,0.0,primary_common_state,0.965100881208031,2.192044099586836,0.9483673296184187,0.6890145990743564,-0.03163267038158124,0.6600287033957963,0.9483673296184187,0.52,0.2,0.0,0.0,nearest_slice_clamp,True
primary_156,0.66,35,25,0.65,0.0,0.0,primary_common_state,0.9950416070814491,2.192711260579192,0.9592959524490133,0.6888047336727547,-0.02070404755098665,0.6600318926619959,0.9592959524490133,0.4,0.12,0.0,0.0,nearest_slice_clamp,True
primary_157,0.66,35,25,0.65,0.05,0.0,primary_common_state,0.9784034869113368,2.1931667212435904,0.9441646626646768,0.6903648918422038,-0.03583533733532318,0.6600302980288961,0.9441646626646768,0.4,0.12,0.0,0.0,nearest_slice_clamp,True
primary_158,0.66,35,25,0.65,0.1,0.0,primary_common_state,0.9617484234162987,2.193647493549887,0.9290596090673645,0.6918100118334006,-0.05094039093263547,0.6600287033957963,0.9290596090673645,0.44,0.16,0.0,0.0,nearest_slice_clamp,True
primary_159,0.66,35,25,0.85,0.0,0.0,primary_common_state,0.9911442604626316,2.192169211773199,0.9427911517062989,0.6841357662938389,-0.03720884829370108,0.6600318926619959,0.9427911517062989,0.48,0.24,0.0,0.0,nearest_slice_clamp,True
primary_160,0.66,35,25,0.85,0.05,0.0,primary_common_state,0.9747228685501831,2.193093291570543,0.9284254488102598,0.6875578374468392,-0.05157455118974019,0.6600302980288961,0.9284254488102598,0.48,0.28,0.0,0.0,nearest_slice_clamp,True
primary_161,0.66,35,25,0.85,0.1,0.0,primary_common_state,0.958280096051394,2.1938975741803044,0.9141133986013704,0.6904203028521849,-0.06588660139862956,0.6600287033957963,0.9141133986013704,0.48,0.28,0.0,0.0,nearest_slice_clamp,True
primary_162,0.66,35,40,0.45,0.0,0.0,primary_common_state,0.9872675378888142,2.1762050751085598,0.9199696607510062,0.6295632306527261,-0.060030339248993814,0.6600224626168478,0.9199696607510062,0.24,0.08,0.0,0.0,nearest_slice_clamp,True
primary_163,0.66,35,40,0.45,0.05,0.0,primary_common_state,0.9708205861038912,2.1797905339203267,0.9063081971704426,0.6406832645923612,-0.07369180282955734,0.6600213394860054,0.9063081971704426,0.16,0.08,0.0,0.0,nearest_slice_clamp,True
primary_164,0.66,35,40,0.45,0.1,0.0,primary_common_state,0.9543836241468232,2.1832835134892137,0.892716398223353,0.6517584369282797,-0.08728360177664696,0.660020216355163,0.892716398223353,0.16,0.08,0.0,0.0,nearest_slice_clamp,True
primary_165,0.66,35,40,0.65,0.0,0.0,primary_common_state,0.969187820197315,2.1213868516610574,0.8856389836347498,0.557880484880796,-0.09436101636525018,0.6600175158129914,0.8856389836347498,0.24,0.2,0.0,0.0,nearest_slice_clamp,True
primary_166,0.66,35,40,0.65,0.05,0.0,primary_common_state,0.95341682052951,2.13332170685497,0.8735286793963651,0.573248488912959,-0.10647132060363484,0.6600166400223417,0.8735286793963651,0.28,0.2,0.0,0.0,nearest_slice_clamp,True
primary_167,0.66,35,40,0.65,0.1,0.0,primary_common_state,0.9376788173355486,2.144629379359542,0.8614827327203196,0.5894315264940543,-0.11851726727968037,0.6600157642316922,0.8614827327203196,0.32,0.24,0.0,0.0,nearest_slice_clamp,True
primary_168,0.66,35,40,0.85,0.0,0.0,primary_common_state,0.9567870917810982,2.0186997433381824,0.8653378345705303,0.5186882256642724,-0.11466216542946972,0.6600142733184394,0.8653378345705303,0.2,0.12,0.0,0.0,nearest_slice_clamp,True
primary_169,0.66,35,40,0.85,0.05,0.0,primary_common_state,0.9414010080444345,2.04446863936347,0.8541961915329961,0.5344063911530214,-0.1258038084670039,0.6600135596525174,0.8541961915329961,0.28,0.12,0.0,0.0,nearest_slice_clamp,True
primary_170,0.66,35,40,0.85,0.1,0.0,primary_common_state,0.9260610378746321,2.0694483808484545,0.8431165526239657,0.5512229829260403,-0.1368834473760343,0.6600128459865955,0.8431165526239657,0.32,0.12,0.0,0.0,nearest_slice_clamp,True
primary_171,0.66,35,60,0.45,0.0,0.0,primary_common_state,0.9524769514903152,1.88055029047188,0.8276486988037742,0.453347619680689,-0.15235130119622575,0.6600052679537128,0.8276486988037742,0.48,0.24,0.0,0.0,nearest_slice_clamp,True
primary_172,0.66,35,60,0.45,0.05,0.0,primary_common_state,0.9370860897717134,1.9101945912727725,0.8181240005990934,0.4688359616994044,-0.16187599940090658,0.6600050045560273,0.8181240005990934,0.52,0.24,0.0,0.0,nearest_slice_clamp,True
primary_173,0.66,35,60,0.45,0.1,0.0,primary_common_state,0.9217361223786482,1.9404843713541784,0.8086846264740137,0.4857013389791856,-0.17131537352598625,0.6600047411583416,0.8086846264740137,0.52,0.28,0.0,0.0,nearest_slice_clamp,True
primary_174,0.66,35,60,0.65,0.0,0.0,primary_common_state,0.9256141744501503,1.5687483604487984,0.8008498529829721,0.42359057047314047,-0.17915014701702792,0.6600041603533404,0.8008498529829721,0.52,0.32,0.0,0.0,nearest_slice_clamp,True
primary_175,0.66,35,60,0.65,0.05,0.0,primary_common_state,0.9113211226938472,1.6068134638832419,0.7927496303939118,0.43850837142896854,-0.1872503696060882,0.6600039523356733,0.7927496303939118,0.52,0.32,0.0,0.0,nearest_slice_clamp,True
primary_176,0.66,35,60,0.65,0.1,0.0,primary_common_state,0.8970751385502473,1.6474037887018602,0.7847270496123773,0.4548003161653538,-0.1952729503876227,0.6600037443180065,0.7847270496123773,0.52,0.32,0.0,0.0,nearest_slice_clamp,True
primary_177,0.66,35,60,0.85,0.0,0.0,primary_common_state,0.9085499394916634,1.4225078876882882,0.7856142435461608,0.40722079306816994,-0.19438575645383915,0.6600034279877454,0.7856142435461608,0.52,0.48,0.0,0.0,nearest_slice_clamp,True
primary_178,0.66,35,60,0.85,0.05,0.0,primary_common_state,0.8950119388499468,1.4602106048540884,0.7783256804247027,0.4216811024715662,-0.20167431957529725,0.660003256588358,0.7783256804247027,0.52,0.48,0.0,0.0,nearest_slice_clamp,True
primary_179,0.66,35,60,0.85,0.1,0.0,primary_common_state,0.8815247436278747,1.5007846464587695,0.7711105609378338,0.4374891724952615,-0.20888943906216617,0.6600030851889708,0.7711105609378338,0.52,0.48,0.0,0.0,nearest_slice_clamp,True
primary_180,0.66,50,10,0.45,0.0,0.0,primary_common_state,0.9996186980571148,2.185396376770632,0.9919171418378686,0.670486523102363,0.011917141837868628,0.6600223222328065,0.9919171418378686,0.16,0.4,0.0,0.0,nearest_slice_clamp,True
primary_181,0.66,50,10,0.45,0.05,0.0,primary_common_state,0.9852862701567345,2.1856545372345026,0.9752143074273447,0.671200823037467,-0.004785692572655265,0.6600212061211662,0.9752143074273447,0.16,0.4,0.0,0.0,nearest_slice_clamp,True
primary_182,0.66,50,10,0.45,0.1,0.0,primary_common_state,0.9707973178754415,2.1859408750322955,0.9584789040761582,0.6719652232709032,-0.02152109592384177,0.6600200900095259,0.9584789040761582,0.16,0.36,0.0,0.0,nearest_slice_clamp,True
primary_183,0.66,50,10,0.65,0.0,0.0,primary_common_state,0.9995607939671893,2.1874225289797145,0.9907006944973584,0.6755147463225261,0.010700694497358443,0.6600223222328067,0.9907006944973584,0.16,0.84,0.0,0.0,nearest_slice_clamp,True
primary_184,0.66,50,10,0.65,0.05,0.0,primary_common_state,0.9860275114564391,2.18768359309931,0.9742532095751407,0.6761980983571189,-0.0057467904248592605,0.6600212061211663,0.9742532095751407,0.2,0.84,0.0,0.0,nearest_slice_clamp,True
primary_185,0.66,50,10,0.65,0.1,0.0,primary_common_state,0.9723415856713601,2.1879659888167557,0.9577365471124101,0.6769257615577661,-0.022263452887589907,0.660020090009526,0.9577365471124101,0.16,0.68,0.0,0.0,nearest_slice_clamp,True
primary_186,0.66,50,10,0.85,0.0,0.0,primary_common_state,0.9995208148555301,2.1885398789621537,0.989903441762974,0.6782783958482028,0.009903441762973975,0.6600223222328068,0.989903441762974,0.2,0.16,0.0,0.0,nearest_slice_clamp,True
primary_187,0.66,50,10,0.85,0.05,0.0,primary_common_state,0.9863516661961866,2.1888083867449413,0.9736088460839358,0.6789576954325743,-0.006391153916064152,0.6600212061211663,0.9736088460839358,0.16,0.12,0.0,0.0,nearest_slice_clamp,True
primary_188,0.66,50,10,0.85,0.1,0.0,primary_common_state,0.9730377215390238,2.1890829915215155,0.9572243777203937,0.6796710444150456,-0.022775622279606278,0.6600200900095259,0.9572243777203937,0.16,0.16,0.0,0.0,nearest_slice_clamp,True
primary_189,0.66,50,15,0.45,0.0,0.0,primary_common_state,0.9995018031932721,2.1875271263379394,0.9891195863959041,0.6763766432225147,0.009119586395904156,0.6600223222328065,0.9891195863959041,0.16,0.28,0.0,0.0,nearest_slice_clamp,True
primary_190,0.66,50,15,0.45,0.05,0.0,primary_common_state,0.983192724529001,2.187834856751571,0.972284008965894,0.6772524046092928,-0.007715991034106029,0.6600212061211663,0.972284008965894,0.2,0.28,0.0,0.0,nearest_slice_clamp,True
primary_191,0.66,50,15,0.45,0.1,0.0,primary_common_state,0.9668229608483946,2.1881453280687193,0.9554516294877105,0.6781595336608837,-0.02454837051228953,0.660020090009526,0.9554516294877105,0.24,0.32,0.0,0.0,nearest_slice_clamp,True
primary_192,0.66,50,15,0.65,0.0,0.0,primary_common_state,0.9994301176347381,2.189553220437104,0.9878126303568211,0.6810539291993314,0.007812630356821115,0.6600223222328065,0.9878126303568211,0.2,0.68,0.0,0.0,nearest_slice_clamp,True
primary_193,0.66,50,15,0.65,0.05,0.0,primary_common_state,0.9835848657704513,2.1898420499384224,0.9710636690888261,0.681792115195017,-0.008936330911173851,0.6600212061211663,0.9710636690888261,0.2,0.52,0.0,0.0,nearest_slice_clamp,True
primary_194,0.66,50,15,0.65,0.1,0.0,primary_common_state,0.9676485349805264,2.190140481566418,0.9543191570832972,0.6826775866985942,-0.025680842916702806,0.6600200900095259,0.9543191570832972,0.28,0.64,0.0,0.0,nearest_slice_clamp,True
primary_195,0.66,50,15,0.85,0.0,0.0,primary_common_state,0.9993830023465182,2.190661069281935,0.98663100796877,0.6836745394886576,0.006631007968770031,0.6600223222328068,0.98663100796877,0.24,0.2,0.0,0.0,nearest_slice_clamp,True
primary_196,0.66,50,15,0.85,0.05,0.0,primary_common_state,0.9837935983228403,2.190924161684352,0.9700488617515933,0.6843487713984738,-0.009951138248406655,0.6600212061211663,0.9700488617515933,0.2,0.08,0.0,0.0,nearest_slice_clamp,True
primary_197,0.66,50,15,0.85,0.1,0.0,primary_common_state,0.9680979341896431,2.191229222838812,0.9534529386775651,0.6851016917644607,-0.026547061322434895,0.6600200900095259,0.9534529386775651,0.2,0.04,0.0,0.0,nearest_slice_clamp,True
primary_198,0.66,50,25,0.45,0.0,0.0,primary_common_state,0.9988925199720059,2.190833707989781,0.9809845721026834,0.6854803454179739,0.0009845721026834342,0.6600223222328067,0.9809845721026834,0.4,0.16,0.0,0.0,nearest_slice_clamp,True
primary_199,0.66,50,25,0.45,0.05,0.0,primary_common_state,0.9820002397725689,2.1912527989237893,0.9646370250554193,0.6866241938857418,-0.01536297494458072,0.6600212061211664,0.9646370250554193,0.4,0.16,0.0,0.0,nearest_slice_clamp,True
primary_200,0.66,50,25,0.45,0.1,0.0,primary_common_state,0.9651006998396244,2.1917242143917948,0.9482949164717596,0.6879063624259284,-0.03170508352824042,0.660020090009526,0.9482949164717596,0.4,0.32,0.0,0.0,nearest_slice_clamp,True
primary_201,0.66,50,25,0.65,0.0,0.0,primary_common_state,0.9950403083732209,2.1924915946281542,0.9592147276304916,0.6879851921631099,-0.020785272369508334,0.6600223222328065,0.9592147276304916,0.4,0.24,0.0,0.0,nearest_slice_clamp,True
primary_202,0.66,50,25,0.65,0.05,0.0,primary_common_state,0.9784019505816108,2.192908434852941,0.944067452633683,0.6894374437493074,-0.035932547366317014,0.6600212061211663,0.944067452633683,0.4,0.28,0.0,0.0,nearest_slice_clamp,True
primary_203,0.66,50,25,0.65,0.1,0.0,primary_common_state,0.9617464623557332,2.1933461103059435,0.9289376105062217,0.6908174148711251,-0.05106238949377828,0.6600200900095259,0.9289376105062217,0.44,0.28,0.0,0.0,nearest_slice_clamp,True
primary_204,0.66,50,25,0.85,0.0,0.0,primary_common_state,0.9911418589573359,2.191939756356757,0.9426980885369056,0.6832720984575406,-0.03730191146309436,0.6600223222328067,0.9426980885369056,0.36,0.16,0.0,0.0,nearest_slice_clamp,True
primary_205,0.66,50,25,0.85,0.05,0.0,primary_common_state,0.9747199165907586,2.1928278881846324,0.9283133883931665,0.6866056453352367,-0.05168661160683352,0.6600212061211663,0.9283133883931665,0.36,0.16,0.0,0.0,nearest_slice_clamp,True
primary_206,0.66,50,25,0.85,0.1,0.0,primary_common_state,0.9582762164339323,2.1935951653544525,0.9139747513534676,0.6894426409400429,-0.06602524864653236,0.660020090009526,0.9139747513534676,0.36,0.12,0.0,0.0,nearest_slice_clamp,True
primary_207,0.66,50,40,0.45,0.0,0.0,primary_common_state,0.9872653554145651,2.17605617708481,0.9198835321766768,0.6289680954455888,-0.06011646782332314,0.6600204366119524,0.9198835321766768,0.16,0.0,0.0,0.0,nearest_slice_clamp,True
primary_208,0.66,50,40,0.45,0.05,0.0,primary_common_state,0.9708184753713838,2.1796216003857882,0.9062193717923035,0.6400439977007837,-0.07378062820769649,0.660019414781355,0.9062193717923035,0.12,0.12,0.0,0.0,nearest_slice_clamp,True
primary_209,0.66,50,40,0.45,0.1,0.0,primary_common_state,0.9543814705366604,2.183095740675853,0.8926237671158246,0.6510769750920296,-0.0873762328841754,0.6600183929507573,0.8926237671158246,0.12,0.04,0.0,0.0,nearest_slice_clamp,True
primary_210,0.66,50,40,0.65,0.0,0.0,primary_common_state,0.9691852903590396,2.121223083179711,0.8855569672821058,0.5573908448238168,-0.09444303271789423,0.6600159069766345,0.8855569672821058,0.24,0.12,0.0,0.0,nearest_slice_clamp,True
primary_211,0.66,50,40,0.65,0.05,0.0,primary_common_state,0.9534135857115257,2.133167551157496,0.8734450047771747,0.5727057768248306,-0.1065549952228253,0.6600151116278028,0.8734450047771747,0.24,0.12,0.0,0.0,nearest_slice_clamp,True
primary_212,0.66,50,40,0.65,0.1,0.0,primary_common_state,0.9376761488092751,2.1444357496258317,0.8613964985578964,0.5888333619584063,-0.11860350144210363,0.660014316278971,0.8613964985578964,0.28,0.12,0.0,0.0,nearest_slice_clamp,True
primary_213,0.66,50,40,0.85,0.0,0.0,primary_common_state,0.9567841382279075,2.0185407786872234,0.8652596994248686,0.5182613279006216,-0.1147403005751314,0.6600129417054104,0.8652596994248686,0.24,0.2,0.0,0.0,nearest_slice_clamp,True
primary_214,0.66,50,40,0.85,0.05,0.0,primary_common_state,0.9413978355239772,2.044302828622748,0.8541164432002015,0.5339383728463951,-0.12588355679979846,0.6600122946201399,0.8541164432002015,0.32,0.2,0.0,0.0,nearest_slice_clamp,True
primary_215,0.66,50,40,0.85,0.1,0.0,primary_common_state,0.9260572153254065,2.069289313768565,0.8430346894692171,0.5507097075722073,-0.13696531053078287,0.6600116475348693,0.8430346894692171,0.32,0.2,0.0,0.0,nearest_slice_clamp,True
primary_216,0.66,50,60,0.45,0.0,0.0,primary_common_state,0.9524707568089458,1.880304411013164,0.8274858357873563,0.45282995087366207,-0.15251416421264363,0.6600047331139494,0.8274858357873563,0.4,0.16,0.0,0.0,nearest_slice_clamp,True
primary_217,0.66,50,60,0.45,0.05,0.0,primary_common_state,0.9370792358241067,1.9099505956034817,0.8179621193166023,0.468265184964986,-0.16203788068339764,0.6600044964582519,0.8179621193166023,0.4,0.16,0.0,0.0,nearest_slice_clamp,True
primary_218,0.66,50,60,0.45,0.1,0.0,primary_common_state,0.9217300090154393,1.9402069533329702,0.8085229802278258,0.48509828613719463,-0.17147701977217422,0.6600042598025544,0.8085229802278258,0.4,0.16,0.0,0.0,nearest_slice_clamp,True
primary_219,0.66,50,60,0.65,0.0,0.0,primary_common_state,0.925606641013808,1.5685657064577705,0.8007115961747533,0.4231557680417013,-0.1792884038252467,0.6600037284303976,0.8007115961747533,0.44,0.24,0.0,0.0,nearest_slice_clamp,True
primary_220,0.66,50,60,0.65,0.05,0.0,primary_common_state,0.9113142012873034,1.606601877954523,0.7926120570158455,0.4380361605464793,-0.1873879429841545,0.6600035420088777,0.7926120570158455,0.48,0.24,0.0,0.0,nearest_slice_clamp,True
