T1_C,T2_C,switch_density,hold_h,barrier_mode,first_step_attained,G1_um,rho1,fine1,D90_1_nm,final_rho,final_G_um,density_ok,grain_0p3_ok,grain_0p5_ok,grain_1p0_ok,strict_target_ok,chen_success,failure_class,final_D90_nm,final_fine_fraction,final_R_Z_um,final_Gamma_growth,T_start_C,G1_nm,first_step_growth_fraction,phi_open_total,phi_iso_total,phi_closed_total,pore_D50_1_nm,pore_D90_1_nm,large_pore_fraction,tau_remove_mean_s,tau_remove_D90_s,R_Z_eff_1_m,S_Z_1,Gamma_growth_1,sigma_eff_1_Pa,activity_1,Lambda_1,P_surf_1,P_dens_1,P_excess_1,target_density,density_gain,growth_fraction_second,open_shrinkage_contribution,closed_shrinkage_contribution,PR_coarsening_flux_integral,isolation_flux_integral,closure_flux_integral,final_pore_D50_nm,final_pore_D90_nm,final_fine_pore_fraction,final_R_Z_eff_m,failure_mechanism,barrier_extrapolated
1300,1100,0.9,40,nearest_slice_clamp,True,0.3309951153563318,0.9005589322298054,0.4585614299219033,79.77973951750052,0.957477793308428,0.6553953607856554,False,False,False,True,False,False,lower_density_exhaustion,100.0,0.1161745365587747,0.7068301052621403,0.9999995113812895,950,332.54988733737434,5.650997746747486,0.09982138957973548,3.085063479795251e-07,4.0030446107706977e-07,50.778263157337946,79.77973951750052,0.05009388108970967,710438.7886374535,4229054.965926612,2.2998864350917595e-07,0.9929559135245962,0.9929559317365457,250000000.0,0.021162396880683925,0.021619926342474526,312.34892381707857,230.56100126153183,81.78792255554674,0.976,0.05655071632964159,0.9721757829136726,0.056889233511323405,3.4459235846276435e-07,1.3363930815458162e-05,3.744677909635537e-07,7.640873154334987e-07,63.64806837480235,100.00000000000001,0.11576779493409506,7.075582482593858e-07,mixed_density_and_growth_failure,True
1400,1100,0.9,40,nearest_slice_clamp,True,0.3309951114727723,0.9005578216313761,0.4585661519471453,79.77973951750052,0.957679454331908,0.6574372972663544,False,False,False,True,False,False,lower_density_exhaustion,100.0,0.114748225301546,0.7111093323367202,0.9999995660036732,950,332.54988097015996,5.650997619403199,0.09982262514805194,3.0848582096955495e-07,4.0026466973921794e-07,50.778263157337946,79.77973951750052,0.050093276523516084,710454.6241750305,4229149.402044421,2.299847052883111e-07,0.9929538234088736,0.9929538416271628,250000000.0,0.021162396880683925,0.021619926342474526,312.3591537733176,230.56385509746175,81.79529867585583,0.976,0.056752928556070614,0.9783137725405255,0.05709218980942581,3.47503650859708e-07,1.3365650849865274e-05,3.761089332936801e-07,7.668843318084962e-07,63.64806837480235,100.00000000000001,0.1136352524268511,7.139892336828075e-07,mixed_density_and_growth_failure,True
1500,1100,0.9,40,nearest_slice_clamp,True,0.3309951114727723,0.9005578216313761,0.4585661519471453,79.77973951750052,0.957879384485703,0.6594716078215199,False,False,False,True,False,False,lower_density_exhaustion,100.0,0.1133357302894404,0.7153988718418415,0.999999591001158,950,332.54988097015996,5.650997619403199,0.09982262514805194,3.0848582096955495e-07,4.0026466973921794e-07,50.778263157337946,79.77973951750052,0.050093276523516084,710454.6241750305,4229149.402044421,2.299847052883111e-07,0.9929538234088736,0.9929538416271628,250000000.0,0.021162396880683925,0.021619926342474526,312.3591537733176,230.56385509746175,81.79529867585583,0.976,0.05695229066288343,0.9844291132139456,0.05729228056582234,3.5041406393133485e-07,1.336565084989496e-05,3.7773044125036017e-07,7.696372439187746e-07,63.64806837480235,100.00000000000001,0.11258138416142224,7.172111639944401e-07,mixed_density_and_growth_failure,True
1300,1200,0.7,5,nearest_slice_clamp,True,0.1134426440889433,0.7520803705474393,0.7618661739316558,63.64806837480235,0.9605628307711191,0.6892313002815751,False,False,False,True,False,False,lower_density_exhaustion,100.0,0.0941445307762893,0.7754580587633702,0.9999998572045616,950,89.49286092043059,0.7898572184086117,0.2869710212486806,9.068388854157724e-09,5.287645028271213e-09,25.784320092758644,63.64806837480235,0.0176123005115657,202204.2957803628,1448457.5285838654,4.5276758566044e-08,0.5682291201817483,0.5683550077669355,250000000.0,0.002399593808054416,0.002405365708715155,83301.54670179031,34509.09459523058,48792.45210655974,0.976,0.24599379280354394,6.7009607132766575,0.2604448913315912,1.0028386036020678e-07,0.00040234949290380667,6.865022263021672e-07,1.146505178489363e-06,63.64806837480235,100.00000000000001,0.09346636939465763,7.77912293160343e-07,mixed_density_and_growth_failure,True
1300,1200,0.8,5,nearest_slice_clamp,True,0.1639332958294554,0.8093058583729723,0.693802542347989,63.64806837480235,0.9609632437872172,0.6936699352434789,False,False,False,True,False,False,lower_density_exhaustion,100.0,0.0940052708257907,0.7759675983038133,0.9999998598636711,950,162.58138497920152,2.2516276995840303,0.1932251138789078,8.070642231086508e-08,5.3025771609359967e-08,32.31938365391952,63.64806837480235,0.02612181167883909,86931.62813910385,621183.8003052784,8.803146072478155e-08,0.7634859966167149,0.7634953810506369,250000000.0,0.007876111864996387,0.00793863746170039,20273.23452051332,12719.966162123063,7553.268358390258,0.976,0.15280059986257744,3.2668793432606424,0.15682680095365245,1.0067860979322412e-07,5.720754707287709e-05,6.148190999163925e-07,1.0972808809754181e-06,63.64806837480235,100.00000000000001,0.09332595180916956,7.784296943149046e-07,mixed_density_and_growth_failure,True
1500,1100,0.9,30,nearest_slice_clamp,True,0.3309951114727723,0.9005578216313761,0.4585661519471453,79.77973951750052,0.9508807749989814,0.5954212790568809,False,False,False,True,False,False,lower_density_exhaustion,79.77973951750052,0.1636880101787526,0.587749097194605,0.9999953109106712,950,332.54988097015996,5.650997619403199,0.09982262514805194,3.0848582096955495e-07,4.0026466973921794e-07,50.778263157337946,79.77973951750052,0.050093276523516084,710454.6241750305,4229149.402044421,2.299847052883111e-07,0.9929538234088736,0.9929538416271628,250000000.0,0.021162396880683925,0.021619926342474526,312.3591537733176,230.56385509746175,81.79529867585583,0.976,0.04997357378551992,0.7918844393099049,0.05028541390943907,2.6104883165050046e-07,1.3365650848623815e-05,3.231993974538935e-07,6.734125046558287e-07,63.64806837480235,79.77973951750052,0.16277119465406753,5.893705516416095e-07,mixed_density_and_growth_failure,True
1200,1100,0.9,40,nearest_slice_clamp,True,0.3408991788259896,0.9014491632869268,0.4546633283135461,79.77973951750052,0.956542979371514,0.6521603727394102,False,False,False,True,False,False,lower_density_exhaustion,100.0,0.1227711931329475,0.6876599222050994,0.9999991261660911,950,342.4388239574671,5.8487764791493415,0.09889691694393618,3.659459082403222e-07,4.7593319996114227e-07,50.778263157337946,79.77973951750052,0.050550880673039304,720884.8645949975,4291374.562082463,2.3297130032128868e-07,0.9905754647674802,0.9905754882099652,250000000.0,0.022435102153794604,0.022949987467046087,304.7393255045115,221.41947850661603,83.31984699789547,0.976,0.05472880602945962,0.9057392581111727,0.05504760203480605,3.721493623670631e-07,1.4205708769141102e-05,3.6668746744459794e-07,7.505207018764219e-07,63.64806837480235,100.00000000000001,0.12195383081754395,6.895199084297082e-07,mixed_density_and_growth_failure,True
1400,1100,0.9,30,nearest_slice_clamp,True,0.3309951114727723,0.9005578216313761,0.4585661519471453,79.77973951750052,0.950605125165048,0.593166956448267,False,False,False,True,False,False,lower_density_exhaustion,79.77973951750052,0.1656858123079363,0.583527464429793,0.9999950060121829,950,332.54988097015996,5.650997619403199,0.09982262514805194,3.0848582096955495e-07,4.0026466973921794e-07,50.778263157337946,79.77973951750052,0.050093276523516084,710454.6241750305,4229149.402044421,2.299847052883111e-07,0.9929538234088736,0.9929538416271628,250000000.0,0.021162396880683925,0.021619926342474526,312.3591537733176,230.56385509746175,81.79529867585583,0.976,0.04969875421529968,0.7851078841812791,0.05000937094666413,2.5800662713278937e-07,1.3365650848550423e-05,3.211403840211343e-07,6.696334798245129e-07,63.64806837480235,79.77973951750052,0.1642633345782385,5.861990463856619e-07,mixed_density_and_growth_failure,True
1400,1200,0.7,5,nearest_slice_clamp,True,0.1134426440889433,0.7520803705474393,0.7618661739316558,63.64806837480235,0.9623439358794316,0.7106155943812256,False,False,False,True,False,False,lower_density_exhaustion,100.0,0.0823646967883373,0.8207278212463761,0.9999999339539125,950,89.49286092043059,0.7898572184086117,0.2869710212486806,9.068388854157724e-09,5.287645028271213e-09,25.784320092758644,63.64806837480235,0.0176123005115657,202204.2957803628,1448457.5285838654,4.5276758566044e-08,0.5682291201817483,0.5683550077669355,250000000.0,0.002399593808054416,0.002405365708715155,83301.54670179031,34509.09459523058,48792.45210655974,0.976,0.24777506694698204,6.93991958616191,0.26225723646246596,1.1015618663886627e-07,0.00040234949290444646,7.002822064933021e-07,1.1689331547863931e-06,63.64806837480235,100.00000000000001,0.08172754778600957,8.233504773751427e-07,mixed_density_and_growth_failure,True
1300,1100,0.9,30,nearest_slice_clamp,True,0.3309951153563318,0.9005589322298054,0.4585614299219033,79.77973951750052,0.950326487350012,0.5909025736560378,False,False,False,True,False,False,lower_density_exhaustion,79.77973951750052,0.1677033386787939,0.5793150779028229,0.9999943354416045,950,332.54988733737434,5.650997746747486,0.09982138957973548,3.085063479795251e-07,4.0030446107706977e-07,50.778263157337946,79.77973951750052,0.05009388108970967,710438.7886374535,4229054.965926612,2.2998864350917595e-07,0.9929559135245962,0.9929559317365457,250000000.0,0.021162396880683925,0.021619926342474526,312.34892381707857,230.56100126153183,81.78792255554674,0.976,0.04941989121525603,0.7783015906105129,0.049729257837305016,2.549635633809981e-07,1.3363930813962893e-05,3.1905624991750344e-07,6.657953045292296e-07,63.64806837480235,79.77973951750052,0.16728299571092792,5.798672957535228e-07,mixed_density_and_growth_failure,True
