case,T_C,rho,activity,Lambda,sigma_eff_Pa,P_surf_W_m3,P_dens_W_m3,P_excess_W_m3
primary_034_5,1010.0000000000001,0.6203206608762066,9.019782909370872e-05,9.020596547596595e-05,170640729.13777676,134.41167241782912,134.41167236298367,5.4845457952978904e-08
primary_034_5,1041.430821617727,0.6207695339790917,0.00011128159325700871,0.00011129397822822586,164367632.77364695,313.1755061948065,313.1755060107495,1.8405700075163622e-07
primary_034_5,1070.745262980347,0.621749659965904,0.00014962064853959255,0.00014964303822802164,160672420.69804704,659.9382178161045,659.9382179576854,0.0
primary_034_5,1097.7486360790126,0.6236156840164122,0.0002231270327996406,0.0002231768295834152,159761731.1433087,1257.91445209567,1257.9144521043163,0.0
primary_034_5,1123.3736816074702,0.6268739693753094,0.0003693247238074735,0.0003694611749538709,161146530.38608155,2220.038062783925,2220.0380636729196,0.0
primary_034_5,1149.2560081640195,0.6324804078220458,0.0006794322005525239,0.000679894142525923,163989435.19013992,3731.9121142690774,3731.912113630092,6.389855116140097e-07
primary_034_5,1175.2747436593258,0.6415017978537624,0.0013181764822115779,0.0013199163649223046,166686857.16335207,5867.514634498002,5867.514634324731,1.7327147361356765e-07
primary_034_5,1200.2400309853483,0.6544701121872147,0.0023295037027928635,0.0023349429610664777,165883386.21500915,8350.15912812789,8350.159127588631,5.392594175646082e-07
primary_034_5,1226.3058479538504,0.6733256572642876,0.003665582603912973,0.003679068533528078,159173025.9886881,10909.559146859156,10909.559149127628,0.0
primary_034_5,1251.845688725768,0.6970491422118176,0.0055148488905543925,0.005545431105132176,149231717.0062672,12757.657314130769,12757.65732128347,0.0
primary_034_5,1277.3429519324136,0.7251899270588178,0.008552023132439905,0.008625791097440813,138112804.756981,13537.560283040397,13537.56028746035,0.0
primary_034_5,1303.3401212130047,0.7568067894884819,0.014044108215062145,0.014244154664603924,126700403.61220238,13203.040126901142,13203.04012998174,0.0
primary_034_5,1329.0406401791547,0.7889257032303794,0.023976962164186995,0.02456597973071657,116069891.32378961,12042.870121319873,12042.870113534189,7.785683919792064e-06
primary_034_5,1354.99354492671,0.8203544827930583,0.04255655322073039,0.044448111649712345,106537185.6808759,10435.652182812832,10435.65218613834,0.0
primary_034_5,1380.734937718104,0.8491453866255387,0.07651350078602326,0.08285286341613823,98757753.25517344,8745.492039234763,8745.492035511523,3.723240297404118e-06
primary_034_5,1405.8622367049775,0.8741188273780698,0.13503789424919652,0.15612001190732056,93317868.45910607,7216.932800436521,7216.932802699673,0.0
primary_034_5,1430.891966598826,0.8954879744994289,0.22986421480574323,0.29847232036849575,90743938.60861787,5924.216801878451,5924.216805842634,0.0
primary_034_5,1456.403840523958,0.9135438392027561,0.36792887495554777,0.5821004320196909,92027194.99310024,4883.244594124689,4883.244597552387,0.0
primary_034_5,1482.0855695000223,0.9280870856141414,0.5323021553963586,1.1381325818327586,98491609.16166066,4114.603938864026,4114.6039393591755,0.0
primary_034_5,1499.075490649935,0.9358644937178873,0.638487508004114,1.76615614160127,106144316.3330463,3739.9538033735957,3739.9538050031074,0.0
primary_034_50,950.0000000000001,0.6200075774528775,6.809816013249479e-05,6.810279780772537e-05,186028867.00422794,23.493749554691384,23.49374955919223,0.0
primary_034_50,1099.1087643904066,0.6203607410716643,0.00012714033487102176,0.0001271565015912151,149281145.64825398,1357.5509112417774,1357.5509112499874,0.0
primary_034_50,1208.5325007537276,0.625722216214289,0.0004386430451509785,0.0004388355373073834,141023668.30492657,14789.900193638072,14789.900190821561,2.8165104595245793e-06
primary_034_50,1308.7784712754633,0.6571062021210667,0.003534866967722448,0.0035474065780563007,144720403.95995662,67578.06808563175,67578.06805291171,3.272003959864378e-05
primary_034_50,1409.5990142275073,0.7440978851005101,0.01669305137361987,0.0169764399579796,112434020.55697155,101530.38619992355,101530.38619278469,7.138864020816982e-06
primary_034_50,1498.9730245681544,0.8391795809309082,0.09230289362136827,0.1016890909673844,85598890.44283272,68919.04221355483,68919.04223675704,0.0
primary_035_5,950.0000000000001,0.6200143572791361,6.809816013249479e-05,6.810279780772537e-05,186028867.00422794,22.25723642023396,22.2572364244979,0.0
primary_035_5,980.0000000000001,0.6200977412487215,7.758573874712098e-05,7.759175876104515e-05,177939188.52118462,54.397555060674144,54.397555073776914,0.0
primary_035_5,1010.0000000000001,0.6203037839879839,9.019782909527513e-05,9.020596547753265e-05,170640729.13777676,127.33737386952455,127.33737381645795,5.306660000314878e-08
primary_035_5,1041.4308215985961,0.6207290321902246,0.0001112815933003537,0.00011129397827158049,164367632.8318544,296.6925846675643,296.6925848096496,0.0
primary_035_5,1070.7452628293195,0.6216575725902483,0.00014962064848629797,0.00014964303817471112,160672420.7562545,625.2046250751697,625.2046254363544,0.0
primary_035_5,1097.7486330815968,0.6234253845197982,0.00022312703058995192,0.00022317682737274012,159761731.95821267,1191.7083458646366,1191.7083452690754,5.955612323305104e-07
primary_035_5,1123.3735539102763,0.6265121569789589,0.0003693245884623435,0.0003694610395087129,161146570.7238292,2103.1882587652785,2103.188259250418,0.0
primary_035_5,1149.2491373542389,0.631821438693825,0.0006794213611413057,0.0006798832883705076,163992035.72340438,3535.0387441856383,3535.038743877643,3.079953785345424e-07
primary_035_5,1175.0491415491647,0.6402669601823592,0.0013177015822605307,0.0013194402107138867,166793663.42832696,5538.957985176783,5538.957985569633,0.0
primary_035_5,1200.486738952056,0.6527007248305265,0.0024417868023917017,0.0024477637195374417,166835648.0387511,7938.304514311784,7938.304513121434,1.1903503036592156e-06
primary_035_5,1225.7484238778593,0.6698651965224367,0.003932612742690029,0.003948139245396389,161260540.57697824,10313.076721765772,10313.076723208678,0.0
primary_035_5,1251.9778081833583,0.6927374798855719,0.006055273485794566,0.006092163200091211,151405768.51968062,12163.598855108841,12163.598860624175,0.0
primary_035_5,1277.4413160988588,0.719185530931578,0.009387894052196921,0.00947686182697588,140341779.4607625,12948.510785941828,12948.510785691738,2.500892151147127e-07
primary_035_5,1303.5683305221364,0.7491361443915956,0.015404316977353382,0.01564532248411155,128820349.4003677,12665.306298592539,12665.306304216638,0.0
primary_035_5,1329.4133179120154,0.7796349138429836,0.02626366575332417,0.026972050676986253,118060870.17316778,11573.427808025644,11573.427801706965,6.3186798797687516e-06
primary_035_5,1354.5746350330123,0.8084669570387203,0.04554878136563374,0.047722482277098646,108743580.4427407,10098.316134275947,10098.316132251648,2.0242987375240773e-06
primary_035_5,1379.609234588941,0.8350778123918984,0.08000362042475923,0.0869607991954236,101076314.31302813,8529.927074536321,8529.927075121925,0.0
primary_035_5,1404.9809771334262,0.8591248648457573,0.140765157549764,0.1638261748654782,95495055.19921833,7045.806734849379,7045.806739208603,0.0
primary_035_5,1430.296960833477,0.8797470997442335,0.2385889361904924,0.31335102355458205,92871199.44068523,5784.05110437974,5784.051108337161,0.0
primary_035_5,1456.1717494035142,0.8972100602733738,0.37965635925441726,0.6120097544614359,94238943.09212582,4765.106444046532,4765.106440985763,3.060768904106226e-06
primary_035_5,1481.299870902496,0.910819786042281,0.5390540613723852,1.1694518081172898,100598151.58356878,4035.8702817889593,4035.870282946194,0.0
primary_035_5,1499.6044462971695,0.9186088822309391,0.6510467900991767,1.8657137164154818,108904953.0283421,3644.749687233139,3644.74968569754,1.535599039925728e-06
primary_035_50,950.0000000000001,0.620007178639568,6.809816013249479e-05,6.810279780772537e-05,186028867.00422794,22.25723642023396,22.2572364244979,0.0
primary_035_50,1099.1087643754545,0.620341754699308,0.0001271403348609305,0.00012715650158112124,149281145.64825398,1286.1008628166196,1286.100862729933,8.668666851008311e-08
primary_035_50,1208.532452795695,0.6254210398535751,0.00043864298142762395,0.0004388354735280885,141023680.81952363,14011.471538137326,14011.471541169341,0.0
primary_035_50,1309.927371838438,0.6556513335514429,0.003791542564708882,0.0038059730736176396,145690832.90407747,64815.5825658373,64815.58253436099,3.147630923194811e-05
primary_035_50,1411.1214078844723,0.7383707226914406,0.018674791713794815,0.019030176292330888,114005108.7734258,97225.91922954506,97225.91924371495,0.0
primary_035_50,1499.802519269656,0.8266527053946278,0.10022158543725586,0.11138474074859808,87376925.74023211,66432.98239719949,66432.9824475303,0.0
primary_036_5,950.0000000000001,0.620005887712973,3.7770797524485037e-05,3.777222421151778e-05,123787433.77026415,6.073540664872476,6.073540664305054,5.67421665209622e-10
primary_036_5,980.0000000000001,0.6200403880730025,4.4059292658401615e-05,4.4061233965203775e-05,117046310.56895678,14.852977463487917,14.85297746989819,0.0
primary_036_5,1010.0000000000001,0.6201267050977272,5.243619376947916e-05,5.243894346807992e-05,111006196.65344957,34.821529303006294,34.82152932131437,0.0
primary_036_5,1041.430821594925,0.6203072116486682,6.626293299119415e-05,6.626732405844773e-05,105823678.15432523,81.45822540960437,81.45822546532531,0.0
primary_036_5,1070.7452627964394,0.6207070376635149,9.099646391883573e-05,9.10047450288332e-05,102731778.79487525,173.19904664416558,173.19904657062747,7.353810360655189e-08
primary_036_5,1097.748632262173,0.6214813799023791,0.0001382110593048674,0.0001382301642422952,101925072.15381262,335.8108626731373,335.8108629235885,0.0
primary_036_5,1123.3735072236082,0.6228644130676169,0.00023282123081879713,0.00023287544916749975,103159381.03890873,610.5743758014071,610.5743757516544,4.97526571052731e-08
primary_036_5,1149.245664737051,0.6253241141339403,0.00043730994636463226,0.0004375012700215598,106107381.9737049,1080.3339523134218,1080.3339531102795,0.0
primary_036_5,1174.892508146877,0.6294102498616249,0.0008717673338123896,0.0008725279751990056,110111200.11235948,1832.2243488017593,1832.224348330399,4.7136040848272387e-07
primary_036_5,1200.034920197962,0.6357777648922684,0.0017577414406468013,0.001760836535996327,114359020.5881287,2947.3768470020327,2947.3768458060463,1.1959864423261024e-06
primary_036_5,1224.8918434446814,0.6453997702924648,0.0033454618196351116,0.003356691502898352,117352128.84545082,4490.096009497164,4490.096007410863,2.0863008103333414e-06
primary_036_5,1250.5380693319148,0.6602562749870609,0.0053725224800133895,0.005401542387919231,116212943.29602423,6516.898185408843,6516.898188782729,0.0
primary_036_5,1276.1281946994304,0.6811138567842019,0.007774369231002203,0.007835283618885039,111989170.40426342,8752.99287731252,8752.992871470136,5.84238296141848e-06
primary_036_5,1302.2507955500246,0.7092873629467388,0.011362570125445929,0.011493161984457436,106314879.2894677,10786.877022835992,10786.877015341137,7.494854799006134e-06
primary_036_5,1328.445506215735,0.7440825940827123,0.01752476934712214,0.01783736505547984,100241308.73382476,12035.341191927706,12035.341189321032,2.606673660920933e-06
primary_036_5,1353.7353346911955,0.7818707668242192,0.028498770965639297,0.029334776029018624,94655629.05688922,12196.521908106908,12196.521916246622,0.0
primary_036_5,1379.494998439664,0.8214234583920832,0.04990836347621213,0.05253005242611938,89752126.70013134,11373.521886743049,11373.521887615396,0.0
primary_036_5,1405.189199581962,0.8586948270746453,0.09132762891027717,0.10050666424550003,86200187.6685779,9906.255709841676,9906.255708795314,1.0463627404533327e-06
primary_036_5,1430.7564171186254,0.8911598905073664,0.16805034647990263,0.20199581281013543,84764886.84629637,8220.69551784611,8220.695515824193,2.0219176803948358e-06
primary_036_5,1456.407930364854,0.9177917155424646,0.2959033161003699,0.4202594939966388,86634542.73096554,6641.129429351503,6641.129426760551,2.590952135506086e-06
primary_036_5,1481.6539750928455,0.9380090537938979,0.465883067240722,0.8722491998782812,93227778.20332803,5376.90928694294,5376.909288843734,0.0
primary_036_5,1499.299295790343,0.9488367225266572,0.591009356667176,1.4450437101717044,101414309.59755893,4695.635274541433,4695.635274475377,6.605660018976778e-08
primary_036_50,950.0000000000001,0.6200029438564867,3.7770797524485037e-05,3.777222421151778e-05,123787433.77026415,6.073540664872476,6.073540664305054,5.67421665209622e-10
primary_036_50,1099.1087643727765,0.6201469685740306,7.934566791046094e-05,7.935196414505604e-05,93736311.53150101,351.7757336276267,351.77573332476385,3.028628725587623e-07
primary_036_50,1208.5324367027533,0.6224531436609517,0.00029470168932322146,0.0002947885640110287,87046151.02894756,4021.794862804465,4021.794864661975,0.0
primary_036_50,1309.2856079860167,0.6378646548152096,0.002981200753666372,0.0029901148864193146,97958497.97980942,24585.629676567845,24585.629692494032,0.0
primary_036_50,1408.959737378339,0.6991827073693504,0.01486125870653492,0.015085447443699575,91455604.80138858,75230.55889146922,75230.55885253909,3.893012763001025e-05
primary_036_50,1499.2214760573588,0.8103608524476651,0.0649450340036168,0.0694558463035509,75955801.86311074,84977.41636306766,84977.4163985914,0.0
primary_037_5,950.0000000000001,0.6200055933273245,3.7770797524485037e-05,3.777222421151778e-05,123787433.77026415,5.769863631628852,5.769863631089801,5.390514701275606e-10
primary_037_5,980.0000000000001,0.6200383686693525,4.4059292658401615e-05,4.4061233965203775e-05,117046310.56895678,14.11032859031354,14.110328596403283,0.0
primary_037_5,1010.0000000000001,0.6201203698428408,5.243619376947916e-05,5.243894346807992e-05,111006196.65344957,33.08045283785607,33.080452855248666,0.0
primary_037_5,1041.430821594925,0.6202918510662349,6.626293299119415e-05,6.626732405844773e-05,105823678.15432523,77.38531413912425,77.38531419205911,0.0
primary_037_5,1070.7452627964394,0.6206716857803392,9.099646391883573e-05,9.10047450288332e-05,102731778.79487525,164.53909431196013,164.53909424209704,6.986309131207236e-08
primary_037_5,1097.748632262168,0.6214073109072598,0.00013821105930486398,0.0001382301642422918,101925072.15381262,319.0203195394657,319.0203197773697,0.0
primary_037_5,1123.373507221208,0.6227211924140106,0.00023282123081553422,0.00023287544916423536,103159381.03890873,580.0456569798926,580.0456569246339,5.525862434296869e-08
primary_037_5,1149.2456631776263,0.6250579081918616,0.00043730994358913644,0.00043750126724363496,106107382.26474205,1026.317220516672,1026.3172200599824,4.566895768221002e-07
primary_037_5,1174.892011509838,0.6289396214161094,0.000871765811792531,0.0008725264505219808,110111317.80777906,1740.5960332271384,1740.5960321958808,1.0312576250726124e-06
primary_037_5,1199.9868269958097,0.6349722176112853,0.0017574765664076326,0.001760570728205958,114372019.06351617,2797.5937110447335,2797.59370910144,1.9432936824159697e-06
primary_037_5,1225.867242250648,0.6445097310415284,0.0035108358384689695,0.003523205233669618,117881190.18728577,4332.295901163783,4332.295902801493,0.0
primary_037_5,1250.5021351186142,0.658029526663237,0.005751255448311562,0.005784523721882929,117515269.30705796,6194.347426611646,6194.347429549369,0.0
primary_037_5,1276.5544375261247,0.6780846172483176,0.008518022349230677,0.008591202403308826,113558010.76625998,8376.774347275663,8376.774342816354,4.459308911464177e-06
primary_037_5,1302.4015446453523,0.7043953122990604,0.012437333850845547,0.012593969250926606,108034117.40112293,10321.776146897715,10321.7761418055,5.0922153604915366e-06
primary_037_5,1328.703942580073,0.7373529684355955,0.019171104666608478,0.019545819620344757,101941225.7628393,11555.458813903713,11555.458814156482,0.0
primary_037_5,1354.1597617274283,0.7733087395761966,0.031144557923381895,0.032145722231406895,96305516.2193923,11741.371087513879,11741.37108048946,7.024418664514087e-06
primary_037_5,1380.0837975190384,0.8109965803332917,0.05443817764430166,0.05757230924222243,91381441.90236425,10968.719619486692,10968.719614505044,4.981648089597002e-06
primary_037_5,1405.9503250289126,0.8465392762485537,0.09927290185222726,0.11021418369267336,87883081.93524961,9565.034265378219,9565.034265536282,0.0
primary_037_5,1431.732209272648,0.8775240706463776,0.18154261372732097,0.22181070972317896,86638086.3409798,7944.4310927024435,7944.431088276811,4.425632141646929e-06
primary_037_5,1456.849777291468,0.9022375187252539,0.3111984947757981,0.4517970596979231,88788098.01197273,6468.612828824187,6468.612832244451,0.0
primary_037_5,1482.4916762280977,0.9217266450726629,0.4848482418828078,0.9411755550536419,95925665.66134256,5242.10699261089,5242.106993541849,0.0
primary_037_5,1499.5519044229482,0.9315424291583434,0.6039110077504739,1.5246851580516159,104140432.08195816,4610.92443150389,4610.924431459247,4.4643456931225955e-08
primary_037_50,950.0000000000001,0.6200027966636623,3.7770797524485037e-05,3.777222421151778e-05,123787433.77026415,5.769863631628852,5.769863631089801,5.390514701275606e-10
primary_037_50,1099.1087643727765,0.6201396201453293,7.934566791046094e-05,7.935196414505604e-05,93736311.53150101,334.18694694624577,334.18694665852564,2.8772012683475623e-07
primary_037_50,1208.5324367023068,0.6223304864778709,0.0002947016893225078,0.00029478856401031456,87046151.02894756,3820.7051196303983,3820.705121385742,0.0
primary_037_50,1309.1704394398953,0.6369328193745074,0.002980116727690466,0.002989024369212631,97985198.42556013,23315.47046649112,23315.47045777864,8.712479029782116e-06
primary_037_50,1409.2066576247826,0.6949032151974548,0.016226175737307714,0.016493807150712435,93014303.33394569,71979.84319243637,71979.84324289573,0.0
primary_037_50,1499.9343128099717,0.7995224221778082,0.07058316872490085,0.07594350172039101,77489470.5031031,82035.35405458744,82035.35408376712,0.0
primary_038_5,950.0000000000001,0.6200052989416759,3.7770797524485037e-05,3.777222421151778e-05,123787433.77026415,5.4661865983852245,5.466186597874548,5.106768341534007e-10
primary_038_5,980.0000000000001,0.6200363492657022,4.4059292658401615e-05,4.4061233965203775e-05,117046310.56895678,13.367679717139142,13.367679722908374,0.0
primary_038_5,1010.0000000000001,0.6201140345879543,5.243619376947916e-05,5.243894346807992e-05,111006196.65344957,31.339376372705708,31.33937638918294,0.0
primary_038_5,1041.430821594925,0.6202764904838014,6.626293299119415e-05,6.626732405844773e-05,105823678.15432523,73.31240286864414,73.3124029187929,0.0
primary_038_5,1070.7452627964394,0.6206363338971634,9.099646391883573e-05,9.10047450288332e-05,102731778.79487525,155.8791419797538,155.8791419135664,6.61873968965665e-08
primary_038_5,1097.7486322621671,0.6213332419121408,0.00013821105930486393,0.00013823016424229173,101925072.15381262,302.22977640582667,302.2297766311938,0.0
primary_038_5,1123.373507220801,0.6225779717606049,0.00023282123081498182,0.00023287544916368268,103159381.03890873,549.516938186568,549.5169381328416,5.372646683099447e-08
primary_038_5,1149.2456628006998,0.6247917024430487,0.00043730994308382385,0.0004375012667378801,106107382.3811569,972.3005168735039,972.3005173749698,0.0
primary_038_5,1174.8918474911957,0.6284690783936667,0.0008717653092190854,0.0008725259470711356,110111356.69034103,1648.980365727525,1648.9803653933614,3.3416358746762853e-07
primary_038_5,1199.9664698431152,0.6341774826063875,0.0017573644265267108,0.0017604581931297044,114377518.67594372,2649.384068560135,2649.384068374237,1.858979885582812e-07
primary_038_5,1225.129498799949,0.6428694284530698,0.003503864672207824,0.003516184908288928,118114270.83183953,4056.9891937750117,4056.9891927648273,1.0101844054588582e-06
primary_038_5,1250.775140561887,0.6560263748282215,0.006160950261297833,0.006199142872196113,118710663.6161093,5894.203045411592,5894.20304521274,1.9885192159563303e-07
primary_038_5,1276.8077643391957,0.6749117335038688,0.00932971341569693,0.00941757670744776,115216241.96357873,7979.277102344584,7979.27710263808,0.0
primary_038_5,1302.2597667111104,0.6992373724314669,0.013608195002189237,0.013795932745223323,109919157.80007152,9830.196291906674,9830.196285454345,6.45232830720488e-06
primary_038_5,1328.6944426622063,0.7303227866106367,0.020966105296094065,0.021415096463473254,103818414.79464354,11058.355727469061,11058.355734287315,0.0
primary_038_5,1354.370709505179,0.7644680248979006,0.03402826613410265,0.0352269791559208,98121035.23783933,11279.375576958708,11279.375576627557,3.3115065889433026e-07
primary_038_5,1379.5250106358435,0.7990027811154333,0.05807805850475217,0.06165909928009165,93328729.44131948,10604.620904154659,10604.620907519844,0.0
primary_038_5,1404.7968636295795,0.8319872216781448,0.10346368134413561,0.1154037814098306,89890699.4361527,9330.330533131864,9330.330537373466,0.0
primary_038_5,1430.065875445497,0.861076511236692,0.1850633858999859,0.22708930080944156,88635194.31612024,7823.936285398802,7823.936287772226,0.0
primary_038_5,1455.5244638215768,0.8852243147701013,0.3165229756172746,0.4631069726200946,90798085.71934734,6384.320300281941,6384.320301075999,0.0
primary_038_5,1480.641342487188,0.903746473412743,0.48525389530295915,0.9427053276849181,97730213.91836682,5212.838240397164,5212.838238287118,2.110045898007229e-06
primary_038_5,1499.7893428396883,0.9142907932865999,0.6168210838904113,1.609746930110323,107014588.10490963,4522.629570701884,4522.629572607167,0.0
primary_038_50,950.0000000000001,0.6200026494708379,3.7770797524485037e-05,3.777222421151778e-05,123787433.77026415,5.4661865983852245,5.466186597874548,5.106768341534007e-10
primary_038_50,1099.1087643727765,0.6201322717166278,7.934566791046094e-05,7.935196414505604e-05,93736311.53150101,316.5981602648638,316.5981599922875,2.725763010857918e-07
primary_038_50,1208.532436702238,0.6222078292948201,0.00029470168932239785,0.00029478856401020457,87046151.02894756,3619.61537648762,3619.6153781488247,0.0
primary_038_50,1309.11961360214,0.6360253931828098,0.0029796382878066125,0.0029885430651482876,97996973.90467615,22071.261179541983,22071.261173016203,6.525780918309465e-06
primary_038_50,1409.1490522171398,0.6903989207899492,0.017704972206897082,0.01802408818730803,94709865.63243565,68531.36465229541,68531.36466364576,0.0
primary_038_50,1499.2792829298764,0.788774293129928,0.0749944743370932,0.08107462307681707,79325389.18783318,79351.0230450924,79351.02307772418,0.0
primary_039_5,950.0000000000001,0.6200046498066745,3.312487707208843e-05,3.312597436591719e-05,111472234.30997984,4.31936949296581,4.319369492682018,2.837925450194234e-10
primary_039_5,980.0000000000001,0.6200319603902699,3.8885955434760054e-05,3.888746761109255e-05,105067919.48553722,10.563299666160624,10.563299668948233,0.0
primary_039_5,1010.0000000000001,0.6201005054951985,4.6569002328347226e-05,4.657117110132268e-05,99335874.43673086,24.76580941123508,24.765809398587958,1.2647120684050606e-08
primary_039_5,1041.430821594925,0.6202442851454901,5.921321035241204e-05,5.921671676431819e-05,94407031.06870514,57.94114926091582,57.941149226981736,3.393408576357615e-08
primary_039_5,1070.7452627964394,0.6205636257848133,8.172160068693148e-05,8.17282796527661e-05,91421828.4860578,123.22534363100833,123.22534364697798,0.0
primary_039_5,1097.748632262198,0.6211835190693334,0.0001245634498026819,0.0001245789677886825,90544919.1465479,239.02058044428492,239.02058036135753,8.292738584714243e-08
primary_039_5,1123.373507232353,0.6222928372568294,0.00021030685512154224,0.00021035109339846624,91537244.85200213,434.89585882839293,434.89585895715294,0.0
primary_039_5,1149.2456691740967,0.6242693172651397,0.00039555174149511716,0.00039570826458829906,94081710.27701709,770.3411420881026,770.3411425303611,0.0
primary_039_5,1174.8936579723613,0.6275594277277091,0.0007890557124361378,0.0007896788130145368,97564607.38265409,1308.39118110883,1308.3911821782717,0.0
primary_039_5,1200.130615115845,0.6327258071778844,0.001591766534891448,0.0015943042951148455,101189739.51927258,2111.056720151802,2111.056720228996,0.0
primary_039_5,1225.4871419959031,0.6407792680780173,0.0029658502275605606,0.002974672661149549,103038272.8014019,3240.302881550658,3240.302882827946,0.0
primary_039_5,1250.8933238989462,0.6529178361617787,0.004551017293602926,0.004571823742518432,100693756.41108339,4659.9862309457685,4659.98622878074,2.1650284907082096e-06
primary_039_5,1275.874804615095,0.6696436643653944,0.006432404707158901,0.006474048406603914,95816051.87748897,6153.741205809604,6153.741205626839,1.8276568880537525e-07
primary_039_5,1302.631140160191,0.6934924915467677,0.009413815394694448,0.009503277494673864,89255471.99463692,7524.51259817008,7524.512599565478,0.0
primary_039_5,1328.2859307657773,0.7219397770381688,0.01421000261673566,0.014414837495263167,82463532.83550183,8296.563337026962,8296.56333126513,5.7618326536612585e-06
primary_039_5,1353.9519238541538,0.7545128142105086,0.022699640155021197,0.02322688201877042,75708242.52827337,8384.816176791894,8384.816174869671,1.9222225091652945e-06
primary_039_5,1379.8168536660914,0.7893185425954756,0.03836911963608095,0.0399000494051944,69370253.38011573,7854.99774462843,7854.997744169817,4.5861270336899906e-07
primary_039_5,1405.2920704482963,0.8232325939349083,0.06685390605532215,0.07164355773350709,63974634.459993914,6940.644480816769,6940.644477021374,3.795395059569273e-06
primary_039_5,1430.9832328140906,0.8550756715408219,0.11888416059485385,0.13492455279786394,59817842.54374343,5869.1300686525265,5869.130064781451,3.8710750231985e-06
primary_039_5,1456.557209494952,0.8830198995270876,0.2070796705118031,0.2611607532442332,57521865.153080896,4846.467134710963,4846.4671354263,0.0
primary_039_5,1481.8289163940208,0.906206526798688,0.3373572627698626,0.5091088211122997,57776917.87937994,3993.1646877391945,3993.1646908594753,0.0
primary_039_5,1499.186766693636,0.919409184919558,0.4462333112391438,0.805814651360962,59838651.35003847,3524.936231352434,3524.9362348354225,0.0
primary_039_50,950.0000000000001,0.6200023249033373,3.312487707208843e-05,3.312597436591719e-05,111472234.30997984,4.31936949296581,4.319369492682018,2.837925450194234e-10
primary_039_50,1099.1087643727765,0.620117558814899,7.184542349705031e-05,7.18505856328036e-05,83073173.22295125,250.19076553288951,250.19076554254713,0.0
primary_039_50,1208.532436704494,0.621981170254887,0.0002712677561647396,0.0002713413623272528,76508942.57020985,2863.4206855228895,2863.4206863514205,0.0
primary_039_50,1309.505428453092,0.6345810763043505,0.0027546839791056663,0.002762293223995399,85705219.81434931,17612.88214503608,17612.882144579813,4.5626802602782845e-07
primary_039_50,1408.7336870951954,0.6851209309714055,0.012638694973060005,0.01280047628837871,76195596.210627,52134.656994492216,52134.65694928325,4.5208966184873134e-05
primary_039_50,1499.199374508623,0.7801883959317194,0.05308619081570023,0.05606232615979092,57885589.40138772,57542.83697363316,57542.83703698931,0.0
primary_040_5,950.0000000000001,0.6200044173163408,3.312487707208843e-05,3.312597436591719e-05,111472234.30997984,4.1034010183175225,4.103401018047916,2.69606559299973e-10
primary_040_5,980.0000000000001,0.6200303623707564,3.8885955434760054e-05,3.888746761109255e-05,105067919.48553722,10.035134682852599,10.035134685500822,0.0
primary_040_5,1010.0000000000001,0.6200954802204385,4.6569002328347226e-05,4.657117110132268e-05,99335874.43673086,23.527518940673346,23.527518928658562,1.2014783834501941e-08
primary_040_5,1041.430821594925,0.6202320708882156,5.921321035241204e-05,5.921671676431819e-05,94407031.06870514,55.044091797870244,55.04409176563269,3.223755129511119e-08
primary_040_5,1070.7452627964394,0.6205354444955725,8.172160068693148e-05,8.17282796527661e-05,91421828.4860578,117.06407644946049,117.06407646462974,0.0
primary_040_5,1097.7486322621712,0.6211243431158655,0.0001245634498026609,0.0001245789677886615,90544919.1465479,227.0695514219492,227.0695513431143,7.88348870628397e-08
primary_040_5,1123.3735072227837,0.6221781953932735,0.0002103068551094701,0.00021035109338638904,91537244.85200213,413.1510657972069,413.1510658964006,0.0
primary_040_5,1149.2456642959478,0.6240558508156099,0.00039555173369858123,0.0003957082567855916,94081711.26654337,731.8240085550101,731.8240091644692,0.0
primary_040_5,1174.8924009314596,0.6271812212543004,0.0007890520162721558,0.0007896751110106988,97564887.24396832,1242.9406273070138,1242.9406280747035,0.0
primary_040_5,1200.0278587778507,0.6320608495596372,0.0015912218531800245,0.001593757875540262,101216048.86931401,2001.8049388084694,2001.8049389988596,0.0
primary_040_5,1224.799387146565,0.6394219529452319,0.003027709428367949,0.003036904292126271,103624845.29406495,3045.679778948166,3045.6797802476544,0.0
primary_040_5,1250.3928048096186,0.6508298990713565,0.004863618115533812,0.0048873885068132,102034629.5346684,4404.428159193488,4404.428160087881,0.0
primary_040_5,1276.1753905536898,0.6670658853545988,0.007040841841826601,0.007090766809469348,97256714.53521575,5884.410857689675,5884.410854324265,3.3654105209279805e-06
primary_040_5,1302.7470896825166,0.6893907315183327,0.010295027656992506,0.01040211774688801,90793463.87493528,7203.731341502932,7203.73134572702,0.0
primary_040_5,1328.5175182554217,0.7163302208353393,0.01553036432896425,0.015775361439541422,83954621.11204362,7970.4406784081175,7970.440682189499,0.0
primary_040_5,1354.3364977816018,0.7472881321188405,0.024782775308363,0.025412569303417804,77122696.82584645,8077.468921654678,8077.468922922242,0.0
primary_040_5,1380.3431810699476,0.780406258505816,0.04181674666751809,0.04364170060589445,70721699.12631543,7582.125262079761,7582.125267557743,0.0
primary_040_5,1405.9533377937319,0.8126940991181044,0.07265606150162773,0.07834855924035919,65302060.50354324,6709.809236239825,6709.809237927792,0.0
