case_id,two_step_final_rho,two_step_final_G_um,density_ok,grain_ok,strict_success,comparator_status
primary_285,0.9572261748507372,0.547140181524573,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_286,0.9465057565849775,0.5650556473400821,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_287,0.9363910943622326,0.5879495550756743,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_288,0.9538529711398326,0.5691831837193072,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_289,0.943872695302689,0.5910821927531299,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_290,0.9341615723004731,0.6169730103815055,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_291,0.9521654444205232,0.5829467408812166,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_292,0.9424280835060908,0.6065516688626783,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_293,0.9326278808262314,0.6357290790442864,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_294,0.9433427524378298,0.6124604322916092,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_295,0.9337277342912731,0.6433104735163122,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_296,0.9248253380992072,0.6875704541133483,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_297,0.9335127680826917,0.6863431392372666,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_298,0.9259450389789146,0.7373690789201854,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_299,0.9192788297913076,0.8066465653692891,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_300,0.9180116444646775,0.7737051530483893,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_301,0.9131832636887314,0.8692500632974681,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_302,0.9094134866228389,1.004213951414212,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_303,0.9120148634734259,0.8503121396794271,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_304,0.9083141038421324,0.9759114103731974,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_305,0.9058732338501762,1.1632177508806594,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_306,0.909744734066215,0.924555142659784,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_307,0.9070866865976807,1.0637370834022168,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_308,0.9049929427013161,1.2591852205948337,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_309,0.9049326230296164,1.0960194420767482,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_310,0.9033442177831461,1.294622436505399,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_311,0.9023582472973116,1.590905078361512,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_312,0.9028469326332766,1.23564111198394,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_313,0.9023282196335857,1.4926365642039339,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_314,0.9015445566729526,1.859390323167908,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_315,0.9688439961546771,0.47253404444953284,True,False,False,optional high-temperature isothermal comparator not previously defined
primary_316,0.9559602585399035,0.4907308156364326,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_317,0.9435825879869393,0.5158842376923793,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_318,0.9653097100784014,0.49765581286375954,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_319,0.9531054705461284,0.5166704667640449,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_320,0.9414931293186319,0.5402967280618945,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_321,0.9630651896441424,0.5110808343933374,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_322,0.9513986138087822,0.5301319683758134,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_323,0.9405160514911526,0.5532895522442755,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_324,0.9618580439587805,0.5129750264461372,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_325,0.9498419182245568,0.5346315893545828,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_326,0.9386367312695247,0.5608457651026575,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_327,0.9588385630479435,0.5361938329490906,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_328,0.9477618688708784,0.5560483945831992,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_329,0.9370917757130678,0.5780048922763535,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_330,0.9574136414233549,0.5480409198737516,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_331,0.9465136870183364,0.5650174565959238,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_332,0.9364169213960672,0.5880180948490588,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_333,0.953978229469307,0.5697456270197631,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_334,0.9436428965457735,0.5899194492285493,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_335,0.9338949857361808,0.6155691312327081,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_336,0.9522508876372211,0.5835200965862709,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_337,0.9421727896533348,0.6052619672348152,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_338,0.9326281108251055,0.6366250296495601,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_339,0.9431759228651753,0.6110920796265461,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_340,0.9337635680261225,0.6442504676023695,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_341,0.9248320906462405,0.688766579115286,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_342,0.9336537611423599,0.6876252658042792,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_343,0.9260822521005333,0.7388756604186967,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_344,0.9194071414226466,0.8084829032304167,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_345,0.9176910225423118,0.7703321689075432,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_346,0.9133606016123164,0.8715477749305807,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_347,0.9091122529611688,0.9992804300492836,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_348,0.9116670726712824,0.8461474266512756,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_349,0.908502269746511,0.9787755171258884,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_350,0.9055661756580254,1.1569859888482932,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_351,0.9100006747167949,0.9274281359846879,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_352,0.9073186384511811,1.0671056174671927,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_353,0.9051993241653,1.2632575655771794,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_354,0.9044980579169563,1.089710085348832,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_355,0.9035645864551562,1.298972234084307,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_356,0.9025482168043291,1.59634198516991,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_357,0.9030898548369067,1.2398316707168366,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_358,0.9019525034264005,1.4836935481446174,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_359,0.9012221559783907,1.848102310504848,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_360,0.9688576503156962,0.4727927540014631,True,False,False,optional high-temperature isothermal comparator not previously defined
primary_361,0.9559751732438008,0.4909868398331384,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_362,0.9435987344978307,0.516094542099373,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_363,0.9652311690610454,0.49687733578755855,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_364,0.9530894232165731,0.5164770632493607,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_365,0.9415972479862041,0.5410308592169399,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_366,0.9631267193246914,0.5115752481817961,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_367,0.951426645209851,0.5302201171054859,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_368,0.9404730722990416,0.5527298383076766,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_369,0.9619764099675239,0.5139657129177455,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_370,0.9498895432342912,0.534914492113121,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_371,0.938755337076361,0.5614916587481613,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_372,0.9587979335243391,0.5358138629886875,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_373,0.9477813833704973,0.5559451221359567,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_374,0.9371827193689333,0.5782595679837765,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_375,0.9573668824006322,0.5476005608338103,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_376,0.9464969110663217,0.5646482965492094,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_377,0.9364848033006872,0.5880637433888752,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_378,0.9541154300374542,0.5703084126738913,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_379,0.9437980241430002,0.5906114141912638,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_380,0.9340582492035191,0.6164735508170329,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_381,0.9523441276866145,0.5839607683095648,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_382,0.9422734488171691,0.6059745784599501,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_383,0.9327089906821466,0.6376184177452499,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_384,0.9432047150107066,0.6114726101968179,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_385,0.9338286269939641,0.6451761914112671,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_386,0.9248979182489324,0.6900650908572918,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_387,0.9334161089853148,0.685676893741936,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_388,0.9262527916873904,0.740795104315564,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_389,0.9191357493423759,0.8057476718605422,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_390,0.9179222448819623,0.7727681356620746,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_391,0.9130957861964712,0.8681394046523089,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_392,0.9093279739650357,1.002848981240931,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_393,0.9119191342082539,0.8491614688862119,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_394,0.9087408676367813,0.98242581700993,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_395,0.9057886588493665,1.1614979831028542,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_396,0.9096210889696861,0.9231736320152628,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_397,0.9069746102805171,1.0621174862200484,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_398,0.9048932218725145,1.257227868132928,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_399,0.9048131777157513,1.0942792968535988,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_400,0.9032379179100483,1.2925330967664883,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_401,0.9022666100157567,1.5882939640143485,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_402,0.9033975620355649,1.2451724172872887,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_403,0.9022249985766077,1.4901709307459121,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_404,0.9014560013309412,1.8562784827746186,False,False,False,optional high-temperature isothermal comparator not previously defined
diagnostic_closed_0.02,0.9498273125340557,0.6051134170889194,False,False,False,optional high-temperature isothermal comparator not previously defined
diagnostic_closed_0.05,0.9484264917597031,0.622220518470482,False,False,False,optional high-temperature isothermal comparator not previously defined
