T1_C,T2_C,switch_density,hold_h,barrier_mode,first_step_attained,G1_um,rho1,fine1,D90_1_nm,final_rho,final_G_um,density_ok,grain_0p3_ok,grain_0p5_ok,grain_1p0_ok,strict_target_ok,chen_success,failure_class,final_D90_nm,final_fine_fraction,final_R_Z_um,final_Gamma_growth,T_start_C,G1_nm,first_step_growth_fraction,phi_open_total,phi_iso_total,phi_closed_total,pore_D50_1_nm,pore_D90_1_nm,large_pore_fraction,tau_remove_mean_s,tau_remove_D90_s,R_Z_eff_1_m,S_Z_1,Gamma_growth_1,sigma_eff_1_Pa,activity_1,Lambda_1,P_surf_1,P_dens_1,P_excess_1,target_density,density_gain,growth_fraction_second,open_shrinkage_contribution,closed_shrinkage_contribution,PR_coarsening_flux_integral,isolation_flux_integral,closure_flux_integral,final_pore_D50_nm,final_pore_D90_nm,final_fine_pore_fraction,final_R_Z_eff_m,failure_mechanism,barrier_extrapolated
1200,1000,0.9,20,nearest_slice_clamp,False,0.3521572298309992,0.9037230623602572,0.4425997296707711,79.77973951750052,0.9037230623602572,0.3521572298309992,False,False,True,True,True,False,first_step_unattainable,79.77973951750052,0.4425997296707711,0.2416491557863961,0.9907759540354099,950,352.70230935854437,6.054046187170886,0.09612067148108605,3.9034660317034374e-07,4.5563636724447645e-07,50.778263157337946,79.77973951750052,0.05197170590174823,14735525.735073168,87810363.54561846,2.422612924090243e-07,0.9907759297621065,0.9907759540354099,250000000.0,0.01489512713043329,0.015120346615527795,20.7134465577776,10.072565188437954,10.640881369339647,0.976,0.0,2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0,50.778263157337946,79.77973951750052,0.44181540157087174,2.422612924090243e-07,first_step_unattainable,True
1200,1000,0.9,30,nearest_slice_clamp,False,0.359043884622958,0.9051529657419208,0.4362313600195768,79.77973951750052,0.9051529657419208,0.359043884622958,False,False,True,True,True,False,first_step_unattainable,79.77973951750052,0.4362313600195768,0.2466567584543554,0.9909555012041442,950,359.58012625838217,6.191602525167642,0.09469467222210964,4.0310749938199973e-07,4.523514703145708e-07,50.778263157337946,79.77973951750052,0.05273266104913816,14653484.57319889,87320600.5417639,2.472733788988794e-07,0.9909554788214723,0.9909555012041442,250000000.0,0.015472961772420179,0.015716136958793713,19.923944647277864,9.727516750177035,10.196427897100829,0.976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.778263157337946,79.77973951750052,0.43545304901878956,2.472733788988794e-07,first_step_unattainable,True
1200,1000,0.9,40,nearest_slice_clamp,False,0.3658022271272712,0.9065344906120292,0.429964423004575,79.77973951750052,0.9065344906120292,0.3658022271272712,False,False,True,True,True,False,first_step_unattainable,79.77973951750052,0.429964423004575,0.251659810057085,0.9911751043894115,950,366.33012667577106,6.326602533515421,0.09331684249742933,4.1558197052790134e-07,4.51307614794173e-07,50.778263157337946,79.77973951750052,0.05348914456881112,14570600.49416471,86825792.36985515,2.52280995921725e-07,0.991175083825038,0.9911751043894115,250000000.0,0.01605023001473834,0.016312042041514735,19.181415937884548,9.403737440431135,9.777678497453413,0.976,0.0,2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0,50.778263157337946,79.77973951750052,0.4291919715284499,2.52280995921725e-07,first_step_unattainable,True
1200,1100,0.7,5,nearest_slice_clamp,True,0.0850073544789946,0.7056451732694757,0.798423003095285,63.64806837480235,0.8105762815196624,0.1728401155368978,False,True,True,True,False,False,lower_density_exhaustion,63.64806837480235,0.6904053986673602,0.0904725279648315,0.6526556746351799,950,82.64515559196064,0.6529031118392128,0.2989890079018478,6.3206746755486185e-09,3.73405201327161e-09,25.784320092758644,63.64806837480235,0.016905243542038415,3270519.7033319348,23514727.66043949,4.1852215011912316e-08,0.5712165514236807,0.5714004373265327,250000000.0,0.0013313460968221978,0.001333120942185168,10308.456188585176,2837.399994451443,7471.056194133733,0.976,0.1084388521881694,1.0923222422539975,0.1094059835249006,3.5429953102699933e-09,0.000576179164214979,1.2578339611170034e-07,8.547326960355017e-08,32.31938365391952,63.64806837480235,0.6900450372918423,9.064542447808382e-08,low_T2_sink_limited,True
1200,1100,0.7,10,nearest_slice_clamp,True,0.0850073544789946,0.7056451732694757,0.798423003095285,63.64806837480235,0.8554545503538052,0.2439597814445269,False,True,True,True,True,False,lower_density_exhaustion,79.77973951750052,0.6029324845704542,0.1358295162615346,0.8069639763670533,950,82.64515559196064,0.6529031118392128,0.2989890079018478,6.3206746755486185e-09,3.73405201327161e-09,25.784320092758644,63.64806837480235,0.016905243542038415,3270519.7033319348,23514727.66043949,4.1852215011912316e-08,0.5712165514236807,0.5714004373265327,250000000.0,0.0013313460968221978,0.001333120942185168,10308.456188585176,2837.399994451443,7471.056194133733,0.976,0.1532890428571646,1.9527693531158037,0.15468649586339828,1.6227633945576956e-08,0.0006766084892480184,2.8878103424983265e-07,2.686174942243722e-07,40.510766078435154,79.77973951750052,0.6046294252545699,1.3488042386967522e-07,low_T2_sink_limited,True
1200,1100,0.7,20,nearest_slice_clamp,True,0.0850073544789946,0.7056451732694757,0.798423003095285,63.64806837480235,0.8998067687868032,0.3634302181241722,False,False,True,True,True,False,lower_density_exhaustion,79.77973951750052,0.4598578732057919,0.2284366631777513,0.9611104489725923,950,82.64515559196064,0.6529031118392128,0.2989890079018478,6.3206746755486185e-09,3.73405201327161e-09,25.784320092758644,63.64806837480235,0.016905243542038415,3270519.7033319348,23514727.66043949,4.1852215011912316e-08,0.5712165514236807,0.5714004373265327,250000000.0,0.0013313460968221978,0.001333120942185168,10308.456188585176,2837.399994451443,7471.056194133733,0.976,0.1977054921102135,3.399803774685144,0.19951882022353432,7.858615047202025e-08,0.0007340700233092499,5.317436243393591e-07,7.059845271792901e-07,50.778263157337946,79.77973951750052,0.46198298126662507,2.268324547695725e-07,mixed_density_and_growth_failure,True
1200,1100,0.7,30,nearest_slice_clamp,True,0.0850073544789946,0.7056451732694757,0.798423003095285,63.64806837480235,0.9230934617421878,0.4595660489305132,False,False,True,True,False,False,lower_density_exhaustion,79.77973951750052,0.3456438329918234,0.3273734938100099,0.9950481272759476,950,82.64515559196064,0.6529031118392128,0.2989890079018478,6.3206746755486185e-09,3.73405201327161e-09,25.784320092758644,63.64806837480235,0.016905243542038415,3270519.7033319348,23514727.66043949,4.1852215011912316e-08,0.5712165514236807,0.5714004373265327,250000000.0,0.0013313460968221978,0.001333120942185168,10308.456188585176,2837.399994451443,7471.056194133733,0.976,0.22100040208928817,4.563779383458916,0.2229680094413306,1.8212876333012637e-07,0.0007498539899902497,6.857997478358998e-07,1.0388493852942904e-06,50.778263157337946,79.77973951750052,0.3469956217277191,3.2593877359249527e-07,mixed_density_and_growth_failure,True
1200,1100,0.7,40,nearest_slice_clamp,True,0.0850073544789946,0.7056451732694757,0.798423003095285,63.64806837480235,0.9379185159295208,0.5398711691757352,False,False,False,True,False,False,lower_density_exhaustion,79.77973951750052,0.2538825916280567,0.4348069645330479,0.9995156376371326,950,82.64515559196064,0.6529031118392128,0.2989890079018478,6.3206746755486185e-09,3.73405201327161e-09,25.784320092758644,63.64806837480235,0.016905243542038415,3270519.7033319348,23514727.66043949,4.1852215011912316e-08,0.5712165514236807,0.5714004373265327,250000000.0,0.0013313460968221978,0.001333120942185168,10308.456188585176,2837.399994451443,7471.056194133733,0.976,0.2358182373241109,5.535649098259071,0.23785940332902678,3.058194966416647e-07,0.0007548993827500293,7.913266104441573e-07,1.2614230043704184e-06,50.778263157337946,79.77973951750052,0.25470229531946004,4.3351123032157424e-07,mixed_density_and_growth_failure,True
1200,1100,0.8,5,nearest_slice_clamp,True,0.1591120418493774,0.8033571902902515,0.7022334498653647,63.64806837480235,0.8491552635010019,0.2303557586129232,False,True,True,True,True,False,lower_density_exhaustion,63.64806837480235,0.6177534187643483,0.1276360918744448,0.7994670558457252,950,160.9716682962391,2.219433365924782,0.19639781543193355,8.231366119043252e-08,5.345052526627609e-08,32.31938365391952,63.64806837480235,0.025702342453669005,1241233.1123299452,8880402.581923502,8.582631894190734e-08,0.7236636476347511,0.7236773946056335,250000000.0,0.005032024423559098,0.0050574737550158465,2231.4631598091933,953.3615552837005,1278.1016045254928,0.976,0.04447523459210723,0.43237826644955346,0.044872114398352154,8.759475646484709e-09,0.00010312112565496934,1.4828665333291835e-07,1.5606319525139682e-07,40.510766078435154,63.64806837480235,0.6172750968007841,1.27897068090024e-07,low_T2_sink_limited,True
1200,1100,0.8,10,nearest_slice_clamp,True,0.1591120418493774,0.8033571902902515,0.7022334498653647,63.64806837480235,0.8779926469950237,0.2956136742047019,False,True,True,True,True,False,lower_density_exhaustion,79.77973951750052,0.5398135675408823,0.1734160184384294,0.8996352604475814,950,160.9716682962391,2.219433365924782,0.19639781543193355,8.231366119043252e-08,5.345052526627609e-08,32.31938365391952,63.64806837480235,0.025702342453669005,1241233.1123299452,8880402.581923502,8.582631894190734e-08,0.7236636476347511,0.7236773946056335,250000000.0,0.005032024423559098,0.0050574737550158465,2231.4631598091933,953.3615552837005,1278.1016045254928,0.976,0.07330458486377534,0.83790872394206,0.07396796189724426,2.9044268564839842e-08,0.0001477041006412239,2.899341525228707e-07,3.7770629518313966e-07,40.510766078435154,79.77973951750052,0.5395390965337138,1.7359163487383136e-07,mixed_density_and_growth_failure,True
1200,1100,0.8,20,nearest_slice_clamp,True,0.1591120418493774,0.8033571902902515,0.7022334498653647,63.64806837480235,0.9109112258751808,0.4049197551824749,False,False,True,True,False,False,lower_density_exhaustion,79.77973951750052,0.4096247987805557,0.2684253600810631,0.9837773462948737,950,160.9716682962391,2.219433365924782,0.19639781543193355,8.231366119043252e-08,5.345052526627609e-08,32.31938365391952,63.64806837480235,0.025702342453669005,1241233.1123299452,8880402.581923502,8.582631894190734e-08,0.7236636476347511,0.7236773946056335,250000000.0,0.005032024423559098,0.0050574737550158465,2231.4631598091933,953.3615552837005,1278.1016045254928,0.976,0.10624402495069041,1.5175250089701744,0.10719256631709428,1.0540542337273755e-07,0.0001798707715165744,4.897774035436084e-07,7.834967081496967e-07,50.778263157337946,79.77973951750052,0.4091175643709695,2.6881688643844265e-07,mixed_density_and_growth_failure,True
1200,1100,0.8,30,nearest_slice_clamp,True,0.1591120418493774,0.8033571902902515,0.7022334498653647,63.64806837480235,0.9299545545413008,0.4938047742285901,False,False,True,True,False,False,lower_density_exhaustion,79.77973951750052,0.3050536818244065,0.3708524217189804,0.9981934222239831,950,160.9716682962391,2.219433365924782,0.19639781543193355,8.231366119043252e-08,5.345052526627609e-08,32.31938365391952,63.64806837480235,0.025702342453669005,1241233.1123299452,8880402.581923502,8.582631894190734e-08,0.7236636476347511,0.7236773946056335,250000000.0,0.005032024423559098,0.0050574737550158465,2231.4631598091933,953.3615552837005,1278.1016045254928,0.976,0.125276827376257,2.0698132826434774,0.12633596039787245,2.1561399796885135e-07,0.00018967227736604023,6.202448501041062e-07,1.0657946493887932e-06,50.778263157337946,79.77973951750052,0.30433444985501107,3.7155990760031327e-07,mixed_density_and_growth_failure,True
1200,1100,0.8,40,nearest_slice_clamp,True,0.1591120418493774,0.8033571902902515,0.7022334498653647,63.64806837480235,0.9426513956010591,0.5693755402365358,False,False,False,True,False,False,lower_density_exhaustion,79.77973951750052,0.2215163088283488,0.4823448278436598,0.9998376350142316,950,160.9716682962391,2.219433365924782,0.19639781543193355,8.231366119043252e-08,5.345052526627609e-08,32.31938365391952,63.64806837480235,0.025702342453669005,1241233.1123299452,8880402.581923502,8.582631894190734e-08,0.7236636476347511,0.7236773946056335,250000000.0,0.005032024423559098,0.0050574737550158465,2231.4631598091933,953.3615552837005,1278.1016045254928,0.976,0.13795998492431916,2.5392615085821357,0.13907658609063114,3.3983359554341156e-07,0.00019266663399134938,7.122101504784055e-07,1.25447595673349e-06,50.778263157337946,79.77973951750052,0.22071701875337194,4.833810637041272e-07,mixed_density_and_growth_failure,True
1200,1100,0.9,5,nearest_slice_clamp,True,0.3408991788259896,0.9014491632869268,0.4546633283135461,79.77973951750052,0.9113662757826322,0.3795401487081033,False,False,True,True,True,False,lower_density_exhaustion,79.77973951750052,0.4088547709737247,0.2690787603238776,0.9951355499378636,950,342.4388239574671,5.8487764791493415,0.09889691694393618,3.659459082403222e-07,4.7593319996114227e-07,50.778263157337946,79.77973951750052,0.050550880673039304,720884.8645949975,4291374.562082463,2.3297130032128868e-07,0.9905754647674802,0.9905754882099652,250000000.0,0.022435102153794604,0.022949987467046087,304.7393255045115,221.41947850661603,83.31984699789547,0.976,0.00963112987245629,0.10983286632174116,0.009708286001079145,2.8449270005514455e-08,5.5770565057530026e-06,5.763986163717025e-08,1.23982919118897e-07,50.778263157337946,79.77973951750052,0.4079515638880069,2.698288078254338e-07,mixed_density_and_growth_failure,True
1200,1100,0.9,10,nearest_slice_clamp,True,0.3408991788259896,0.9014491632869268,0.4546633283135461,79.77973951750052,0.9225351944017052,0.4291443156462203,False,False,True,True,False,False,lower_density_exhaustion,79.77973951750052,0.3500536812009109,0.322975546197852,0.9983537243264062,950,342.4388239574671,5.8487764791493415,0.09889691694393618,3.659459082403222e-07,4.7593319996114227e-07,50.778263157337946,79.77973951750052,0.050550880673039304,720884.8645949975,4291374.562082463,2.3297130032128868e-07,0.9905754647674802,0.9905754882099652,250000000.0,0.022435102153794604,0.022949987467046087,304.7393255045115,221.41947850661603,83.31984699789547,0.976,0.020788739977800952,0.25466383672278803,0.020941314150154683,7.282863323603915e-08,1.0350933949468765e-05,1.2806101366707002e-07,2.7721269506020775e-07,50.778263157337946,79.77973951750052,0.34905080072688105,3.2392206684893626e-07,mixed_density_and_growth_failure,True
1200,1100,0.9,20,nearest_slice_clamp,True,0.3408991788259896,0.9014491632869268,0.4546633283135461,79.77973951750052,0.938332884182012,0.5143370459883628,False,False,False,True,False,False,lower_density_exhaustion,79.77973951750052,0.2520958399824775,0.4372846055809213,0.9998561373724904,950,342.4388239574671,5.8487764791493415,0.09889691694393618,3.659459082403222e-07,4.7593319996114227e-07,50.778263157337946,79.77973951750052,0.050550880673039304,720884.8645949975,4291374.562082463,2.3297130032128868e-07,0.9905754647674802,0.9905754882099652,250000000.0,0.022435102153794604,0.022949987467046087,304.7393255045115,221.41947850661603,83.31984699789547,0.976,0.03656444295236727,0.5033800942695328,0.03680241755729287,1.708072753407818e-07,1.3876034431027686e-05,2.3358127982930734e-07,4.997241087118307e-07,50.778263157337946,79.77973951750052,0.2510218360369058,4.386186647134742e-07,mixed_density_and_growth_failure,True
1200,1100,0.9,30,nearest_slice_clamp,True,0.3408991788259896,0.9014491632869268,0.4546633283135461,79.77973951750052,0.9490574804266556,0.5873119219343043,False,False,False,True,False,False,lower_density_exhaustion,79.77973951750052,0.1768161160960108,0.56086979966231,0.9999895272678192,950,342.4388239574671,5.8487764791493415,0.09889691694393618,3.659459082403222e-07,4.7593319996114227e-07,50.778263157337946,79.77973951750052,0.050550880673039304,720884.8645949975,4291374.562082463,2.3297130032128868e-07,0.9905754647674802,0.9905754882099652,250000000.0,0.022435102153794604,0.022949987467046087,304.7393255045115,221.41947850661603,83.31984699789547,0.976,0.04726539984942035,0.7164209536338648,0.04755290810599353,2.73432325118472e-07,1.4205708767863314e-05,3.092262730652433e-07,6.47382628023812e-07,63.64806837480235,79.77973951750052,0.17582604748674982,5.62530386688659e-07,mixed_density_and_growth_failure,True
1200,1100,0.9,40,nearest_slice_clamp,True,0.3408991788259896,0.9014491632869268,0.4546633283135461,79.77973951750052,0.956542979371514,0.6521603727394102,False,False,False,True,False,False,lower_density_exhaustion,100.0,0.1227711931329475,0.6876599222050994,0.9999991261660911,950,342.4388239574671,5.8487764791493415,0.09889691694393618,3.659459082403222e-07,4.7593319996114227e-07,50.778263157337946,79.77973951750052,0.050550880673039304,720884.8645949975,4291374.562082463,2.3297130032128868e-07,0.9905754647674802,0.9905754882099652,250000000.0,0.022435102153794604,0.022949987467046087,304.7393255045115,221.41947850661603,83.31984699789547,0.976,0.05472880602945962,0.9057392581111727,0.05504760203480605,3.721493623670631e-07,1.4205708769141102e-05,3.6668746744459794e-07,7.505207018764219e-07,63.64806837480235,100.00000000000001,0.12195383081754395,6.895199084297082e-07,mixed_density_and_growth_failure,True
1300,1000,0.7,5,nearest_slice_clamp,False,0.0898417130235272,0.7108166194472813,0.7941195951290781,63.64806837480235,0.7108166194472813,0.0898417130235272,False,True,True,True,False,False,first_step_unattainable,63.64806837480235,0.7941195951290781,0.0445705455818856,0.48148239087283634,950,89.9816555026043,0.7996331100520859,0.2892599997398102,1.115804301319357e-08,6.104888919980002e-09,25.784320092758644,63.64806837480235,0.0174731505486916,63402301.64462513,457787821.1936477,4.460046165900106e-08,0.4812637129389347,0.48148239087283634,250000000.0,0.0009784330859923004,0.0009793913548980676,657.8907964465305,120.78327721444923,537.1075192320814,0.976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.784320092758644,63.64806837480235,0.7940500904402257,4.460046165900106e-08,first_step_unattainable,True
1300,1000,0.7,10,nearest_slice_clamp,False,0.0959651347375513,0.7191027218306049,0.7881200341476058,63.64806837480235,0.7191027218306049,0.0959651347375513,False,True,True,True,False,False,first_step_unattainable,63.64806837480235,0.7881200341476058,0.0470630475241988,0.44485037042729303,950,96.10568406045958,0.9221136812091915,0.28095767779315894,1.632259788704093e-08,8.50997677448408e-09,32.31938365391952,63.64806837480235,0.017988745624644226,58170844.29938146,419607839.8233211,4.7095308999669216e-08,0.4446515153808895,0.44485037042729303,250000000.0,0.001117140793264968,0.0011183901925718776,584.9306586039258,109.76919701140632,475.1614615925195,0.976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.31938365391952,63.64806837480235,0.7880462769255683,4.7095308999669216e-08,first_step_unattainable,True
