T1_C,T2_C,switch_density,hold_h,barrier_mode,first_step_attained,G1_um,rho1,fine1,D90_1_nm,final_rho,final_G_um,density_ok,grain_0p3_ok,grain_0p5_ok,grain_1p0_ok,strict_target_ok,chen_success,failure_class,final_D90_nm,final_fine_fraction,final_R_Z_um,final_Gamma_growth,T_start_C,G1_nm,first_step_growth_fraction,phi_open_total,phi_iso_total,phi_closed_total,pore_D50_1_nm,pore_D90_1_nm,large_pore_fraction,tau_remove_mean_s,tau_remove_D90_s,R_Z_eff_1_m,S_Z_1,Gamma_growth_1,sigma_eff_1_Pa,activity_1,Lambda_1,P_surf_1,P_dens_1,P_excess_1,target_density,density_gain,growth_fraction_second,open_shrinkage_contribution,closed_shrinkage_contribution,PR_coarsening_flux_integral,isolation_flux_integral,closure_flux_integral,final_pore_D50_nm,final_pore_D90_nm,final_fine_pore_fraction,final_R_Z_eff_m,failure_mechanism,barrier_extrapolated
1200,1000,0.7,5,nearest_slice_clamp,False,0.0893980218025373,0.7102346424589211,0.794528661098211,63.64806837480235,0.7102346424589211,0.0893980218025373,False,True,True,True,False,False,first_step_unattainable,63.64806837480235,0.794528661098211,0.0444008195511227,0.48420021367879756,950,89.53776842723552,0.7907553685447102,0.2896971100888903,1.0914066968724019e-08,5.988671538425202e-09,25.784320092758644,63.64806837480235,0.017446820277685494,63688063.885804765,459875247.0402055,4.4473066651555e-08,0.4839808072037109,0.48420021367879756,250000000.0,0.0009711568599333598,0.0009721009224127083,661.9686067322923,121.41943541349288,540.5491713187994,0.976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.784320092758644,63.64806837480235,0.7943570360175234,4.4473066651555e-08,first_step_unattainable,True
1200,1000,0.7,10,nearest_slice_clamp,False,0.0955820047324809,0.7185739929480756,0.7885129252689999,63.64806837480235,0.7185739929480756,0.0955820047324809,False,True,True,True,False,False,first_step_unattainable,63.64806837480235,0.7885129252689999,0.0468995960332896,0.4460736149555708,950,95.7225267752436,0.9144505355048718,0.2813546014565075,1.6051495462212222e-08,8.385817610979083e-09,32.31938365391952,63.64806837480235,0.01796340620096514,58410424.95392579,421354864.0990828,4.697265653833852e-08,0.4458736397280613,0.4460736149555708,250000000.0,0.001110441806081362,0.0011116762578729322,588.2328807776663,110.25645560798458,477.97642516968176,0.976,0.0,2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0,32.31938365391952,63.64806837480235,0.788341034688227,4.697265653833852e-08,first_step_unattainable,True
1200,1000,0.7,20,nearest_slice_clamp,False,0.106138237660805,0.7332427942724443,0.7770634991901028,63.64806837480235,0.7332427942724443,0.106138237660805,False,True,True,True,False,False,first_step_unattainable,63.64806837480235,0.7770634991901028,0.0516831955784982,0.42235076596278265,950,106.27781499527865,1.1255562999055728,0.2666849847783343,2.794419083861502e-08,1.3725836432597642e-08,32.31938365391952,63.64806837480235,0.01894977614424045,50349785.25644115,362657599.08874196,5.175735854469894e-08,0.4221948798581789,0.42235076596278265,250000000.0,0.0013692479817617683,0.0013711253924381063,477.22463018786283,94.07768235869163,383.1469478291712,0.976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.31938365391952,63.64806837480235,0.7768916691639479,5.175735854469894e-08,first_step_unattainable,True
1200,1000,0.7,30,nearest_slice_clamp,False,0.1155432451154418,0.7459256237327365,0.7661558741460113,63.64806837480235,0.7459256237327365,0.1155432451154418,False,True,True,True,False,False,first_step_unattainable,63.64806837480235,0.7661558741460113,0.0562929243612796,0.4235268389726594,950,115.68192312264706,1.3136384624529414,0.2540037493436173,4.194030727333608e-08,1.993324940685538e-08,32.31938365391952,63.64806837480235,0.019893749246528893,44597877.68018328,320877292.98517585,5.636809791119991e-08,0.4234064079244417,0.4235268389726594,250000000.0,0.0016223360041599023,0.0016249722551552014,397.2928563826303,82.28746915765177,315.00538722497856,0.976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.31938365391952,63.64806837480235,0.7659842320820691,5.636809791119991e-08,first_step_unattainable,True
1200,1000,0.7,40,nearest_slice_clamp,False,0.1243590808430865,0.7571056141479686,0.7556529238359383,63.64806837480235,0.7571056141479686,0.1243590808430865,False,True,True,True,False,False,first_step_unattainable,63.64806837480235,0.7556529238359383,0.0607917096631519,0.43328212159993135,950,124.49730799000272,1.4899461598000543,0.24282606674515494,5.792340833682073e-08,2.7104381244225408e-08,32.31938365391952,63.64806837480235,0.02080703344454328,40325198.709321685,289899477.7640775,6.086788369482946e-08,0.433188092598976,0.43328212159993135,250000000.0,0.0018788719854874545,0.0018824087906294037,337.10786186065525,73.07070201103635,264.0371598496189,0.976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.31938365391952,63.64806837480235,0.7554814608341331,6.086788369482946e-08,first_step_unattainable,True
1200,1000,0.8,5,nearest_slice_clamp,False,0.1612791133343452,0.8041685849153557,0.6994332497406411,63.64806837480235,0.8041685849153557,0.1612791133343452,False,True,True,True,False,False,first_step_unattainable,63.64806837480235,0.6994332497406411,0.0861686107349142,0.7042634679915386,950,161.5382439598865,2.23076487919773,0.19559922388939957,8.809754349259265e-08,5.539308811773523e-08,32.31938365391952,63.64806837480235,0.02580668076741569,26023329.323631663,186563036.00959295,8.637025545881231e-08,0.7042462939749574,0.7042634679915386,250000000.0,0.003163131723747649,0.0031731688748805925,161.25743808520429,45.275819864752144,115.98161822045213,0.976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.31938365391952,63.64806837480235,0.6990067164390976,8.637025545881231e-08,first_step_unattainable,True
1200,1000,0.8,10,nearest_slice_clamp,False,0.1665162229668905,0.8073609225210046,0.6947214634080818,63.64806837480235,0.8073609225210046,0.1665162229668905,False,True,True,True,False,False,first_step_unattainable,63.64806837480235,0.6947214634080818,0.0883994567135673,0.6861787935442176,950,166.77591490133352,2.3355182980266704,0.1924142333520083,1.000490995826192e-07,6.237819876249719e-08,32.31938365391952,63.64806837480235,0.02623130658033435,25688644.179885898,184153380.35941592,8.86016933939052e-08,0.6861619118614496,0.6861787935442176,250000000.0,0.0033709082016641382,0.0033823096570275804,152.93694575226456,43.130626734056584,109.80631901820797,0.976,0.0,2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0,32.31938365391952,63.64806837480235,0.694297470360978,8.86016933939052e-08,first_step_unattainable,True
1200,1000,0.8,20,nearest_slice_clamp,False,0.1762195339292674,0.8133202443435092,0.685542761724238,63.64806837480235,0.8133202443435092,0.1762195339292674,False,True,True,True,False,False,first_step_unattainable,63.64806837480235,0.685542761724238,0.0927987384898714,0.6626657801313046,950,176.48103397396684,2.5296206794793363,0.18646834872350065,1.2426255754435265e-07,7.760873906396301e-08,40.510766078435154,63.64806837480235,0.027062377571983473,24991404.656834844,179133422.06817997,9.30022402915541e-08,0.6626500895265404,0.6626657801313046,250000000.0,0.0037731772250877717,0.003787468013135684,138.33256554791345,39.483038343209365,98.84952720470409,0.976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.510766078435154,63.64806837480235,0.685123364131605,9.30022402915541e-08,first_step_unattainable,True
1200,1000,0.8,30,nearest_slice_clamp,False,0.1851843547621117,0.8187992910837194,0.6766341263384421,63.64806837480235,0.8187992910837194,0.1851843547621117,False,True,True,True,False,False,first_step_unattainable,63.64806837480235,0.6766341263384421,0.097137347504894,0.650936446092303,950,185.44789336815472,2.7089578673630945,0.18100133112105687,1.4873629249582433e-07,9.400121290039523e-08,40.510766078435154,63.64806837480235,0.027874097125282448,24295881.203861076,174126423.48559648,9.73421475835967e-08,0.6509222861576224,0.650936446092303,250000000.0,0.004164745676688064,0.004182163323308015,125.91374830828998,36.45780083702915,89.45594747126083,0.976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.510766078435154,63.64806837480235,0.6762189147608301,9.73421475835967e-08,first_step_unattainable,True
1200,1000,0.8,40,nearest_slice_clamp,False,0.1936359940531533,0.8238745125503492,0.6679497005809151,63.64806837480235,0.8238745125503492,0.1936359940531533,False,True,True,True,True,False,first_step_unattainable,63.64806837480235,0.6679497005809151,0.1014330323918414,0.6468018136516667,950,193.90144157606525,2.878028831521305,0.1759369639141521,1.7331471288278483e-07,1.11203973061083e-07,40.510766078435154,63.64806837480235,0.02867044614481084,23626440.98801175,169308068.01879042,1.0163911751777896e-07,0.6467892274315591,0.6468018136516667,250000000.0,0.004551360751145644,0.004572170347814238,115.21993216072273,33.8794573804401,81.34047478028263,0.976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.510766078435154,63.64806837480235,0.6675384222122244,1.0163911751777896e-07,first_step_unattainable,True
1200,1000,0.9,5,nearest_slice_clamp,False,0.3415689102731458,0.9014803002071016,0.4523518931746679,79.77973951750052,0.9014803002071016,0.3415689102731458,False,False,True,True,True,False,first_step_unattainable,79.77973951750052,0.4523518931746679,0.2341254523348644,0.9905985417861314,950,342.1283075110083,5.842566150220166,0.09835713666471299,3.7064379032940526e-07,4.6916041690350445e-07,50.778263157337946,79.77973951750052,0.05082107571105765,14856306.330942744,88531357.3370493,2.3473104055832277e-07,0.9905985145877435,0.9905985417861314,250000000.0,0.014027253061576345,0.014226816212854591,21.9955783862286,10.635027675062753,11.360550711165848,0.976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.778263157337946,79.77973951750052,0.4515581898221453,2.3473104055832277e-07,first_step_unattainable,True
1200,1000,0.9,10,nearest_slice_clamp,False,0.3451342564012769,0.9022415338154156,0.4490737821104692,79.77973951750052,0.9022415338154156,0.3451342564012769,False,False,True,True,True,False,first_step_unattainable,79.77973951750052,0.4490737821104692,0.236635306191951,0.9906440927681055,950,345.6887284781421,5.913774569562841,0.09759806523387578,3.772881923065019e-07,4.628320540212585e-07,50.778263157337946,79.77973951750052,0.05120591242769844,14816408.951378057,88293197.09184028,2.372430514673593e-07,0.9906440665521967,0.9906440927681055,250000000.0,0.014316699204401723,0.014524644165976984,21.554332294658472,10.441131208759307,11.113201085899165,0.976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.778263157337946,79.77973951750052,0.44828325511502237,2.372430514673593e-07,first_step_unattainable,True
