path_id,T2_C,rho_target,rho_final,G_final_nm,classification,actual_closed_density_gain,required_closed_density_gain,current_mean_closed_rate,required_mean_closed_rate,required_closed_rate_factor,factor_class,interpretation
resolved_default:low_T2,900,0.976,0.8021313211677201,77.08504218109171,FIRST_STEP_UNATTAINABLE,0.0005744797804833,0.16399820913070984,3.989442920022917e-09,1.1388764522965961e-06,285.47255221539905,large,analysis only; multiplier not applied
resolved_default:near_best,1200,0.976,0.9584097558991784,554.591568176112,MIXED_FAILURE,0.0356299910119775,0.062272234605300625,2.4743049313873264e-07,4.32446073647921e-07,1.7477476933510023,order_unity,analysis only; multiplier not applied
resolved_default:high_T2,1300,0.976,0.9930301545974056,2283.958056041924,GRAIN_GROWTH_FAILURE,0.0534676179677723,0.05209628399192845,3.713029025539743e-07,3.617797499439476e-07,0.9743520652692921,order_unity,analysis only; multiplier not applied
candidate_state_injection_diagnostic:low_T2,900,0.976,0.807261972685961,76.7645919869083,FIRST_STEP_UNATTAINABLE,0.0063750802550927,0.16467813045995838,4.4271390660365975e-08,1.1435981281941553e-06,25.831538407442963,moderate,analysis only; multiplier not applied
candidate_state_injection_diagnostic:near_best,1200,0.976,0.9146931251826178,214.8743008122288,DENSIFICATION_EXHAUSTION_FAILURE,0.0682789221956155,0.13164901452019218,4.7415918191399657e-07,9.142292675013346e-07,1.9281062191202245,order_unity,analysis only; multiplier not applied
candidate_state_injection_diagnostic:high_T2,1300,0.976,0.9868469765896672,831.7556842439492,GRAIN_GROWTH_FAILURE,0.1302406055586336,0.13154776826192005,9.044486497127333e-07,9.135261684855559e-07,1.0100365220023335,order_unity,analysis only; multiplier not applied
