parameter_id,mechanism_mode,G0_nm,T1_C,rho_switch,T2_C,first_step_attained,rho1,G1_nm,rho2,G2_nm,growth_fraction,f_GBseg_1,f_TJ_1,f_iso_1,f_GBseg_2,f_TJ_2,f_iso_2,C_GBseg,C_TJ,f_clean_GB,activity,growth_mobility,X_J,X_J_production,X_J_relaxation,Lambda_TJ,K_TJ,Lambda_over_K_TJ,P_comp_TJ,P_persistent_junction_drag,P_TJ_multihit,P_clean_GB,sigma_act_total,first_budget_h,second_budget_h,rho_target,growth_tolerance,classification
mech_009,persistent_tj_multihit_q1,50.0,1250.0,0.75,900.0,True,0.750171073065699,51.23508709451666,0.75019365599106,51.235087169322206,1.4600453061457684e-09,0.5187445624835637,0.3611599726067527,0.12009546490968358,0.5185794311525206,0.36131419151815125,0.12010637732932818,0.11167554094764787,0.07190843233627242,0.8883244590523521,0.014194396835799858,8.862942084568306e-08,0.0405269968764409,7.346883886969893e-10,3.886834461461967e-12,5.266573916989729e-05,0.34156724779548137,0.00015418849292433246,5.266435235418143e-05,0.037750129363580354,0.026512221727262093,1.3963225231580751e-06,93718527.05185199,96,96,0.9,0.05,DENSIFICATION_EXHAUSTION_FAILURE
mech_009,persistent_tj_multihit_q1,50.0,1250.0,0.75,900.0,True,0.750171073065699,51.23508709451666,0.75019365599106,51.235087169322206,1.4600453061457684e-09,0.5187445624835637,0.3611599726067527,0.12009546490968358,0.5185794311525206,0.36131419151815125,0.12010637732932818,0.11167554094764787,0.07190843233627242,0.8883244590523521,0.014194396835799858,8.862942084568306e-08,0.0405269968764409,7.346883886969893e-10,3.886834461461967e-12,5.266573916989729e-05,0.34156724779548137,0.00015418849292433246,5.266435235418143e-05,0.037750129363580354,0.026512221727262093,1.3963225231580751e-06,93718527.05185199,96,96,0.9,0.1,DENSIFICATION_EXHAUSTION_FAILURE
mech_009,persistent_tj_multihit_q1,50.0,1250.0,0.75,925.0,True,0.750171073065699,51.23508709451666,0.7502274644795817,51.23508749739091,7.863249042074693e-09,0.5187445624835637,0.3611599726067527,0.12009546490968358,0.5184053217985775,0.36147198066548525,0.12012269753593738,0.11160982257289576,0.07192560467649856,0.8883901774271042,0.019284945591525954,2.3160843332789514e-07,0.04076532232189159,1.4282711174514707e-09,8.813945767267406e-12,0.00010901556847195434,0.34156724998260607,0.00031916282511717923,0.00010900962649074142,0.09096992822191341,0.06351182667683816,6.92415530337022e-06,93718102.81828833,96,96,0.9,0.05,DENSIFICATION_EXHAUSTION_FAILURE
mech_009,persistent_tj_multihit_q1,50.0,1250.0,0.75,925.0,True,0.750171073065699,51.23508709451666,0.7502274644795817,51.23508749739091,7.863249042074693e-09,0.5187445624835637,0.3611599726067527,0.12009546490968358,0.5184053217985775,0.36147198066548525,0.12012269753593738,0.11160982257289576,0.07192560467649856,0.8883901774271042,0.019284945591525954,2.3160843332789514e-07,0.04076532232189159,1.4282711174514707e-09,8.813945767267406e-12,0.00010901556847195434,0.34156724998260607,0.00031916282511717923,0.00010900962649074142,0.09096992822191341,0.06351182667683816,6.92415530337022e-06,93718102.81828833,96,96,0.9,0.1,DENSIFICATION_EXHAUSTION_FAILURE
mech_009,persistent_tj_multihit_q1,50.0,1250.0,0.75,950.0,True,0.750171073065699,51.23508709451666,0.750306396255778,51.23508912710024,3.9671711239765715e-08,0.5187445624835637,0.3611599726067527,0.12009546490968358,0.5180615923203641,0.36177761010596,0.12016079757367591,0.11147489903170116,0.07195500613159711,0.8885251009682988,0.02583500071300211,5.795880868334002e-07,0.04120175734123376,2.6975316679949825e-09,1.94263858419261e-11,0.00021908577908473007,0.34156726084733496,0.0006414132857500399,0.00021906178154795786,0.21192755813862538,0.14637656025602852,3.2072535933407944e-05,93716727.33181994,96,96,0.9,0.05,DENSIFICATION_EXHAUSTION_FAILURE
mech_009,persistent_tj_multihit_q1,50.0,1250.0,0.75,950.0,True,0.750171073065699,51.23508709451666,0.750306396255778,51.23508912710024,3.9671711239765715e-08,0.5187445624835637,0.3611599726067527,0.12009546490968358,0.5180615923203641,0.36177761010596,0.12016079757367591,0.11147489903170116,0.07195500613159711,0.8885251009682988,0.02583500071300211,5.795880868334002e-07,0.04120175734123376,2.6975316679949825e-09,1.94263858419261e-11,0.00021908577908473007,0.34156726084733496,0.0006414132857500399,0.00021906178154795786,0.21192755813862538,0.14637656025602852,3.2072535933407944e-05,93716727.33181994,96,96,0.9,0.1,DENSIFICATION_EXHAUSTION_FAILURE
mech_009,persistent_tj_multihit_q1,50.0,1250.0,0.75,975.0,True,0.750171073065699,51.23508709451666,0.7504835599835008,51.235096728717416,1.8803912132099245e-07,0.5187445624835637,0.3611599726067527,0.12009546490968358,0.5173958953179455,0.36235773709306296,0.12024636758899161,0.11120310793071964,0.07200287400878935,0.8887968920692804,0.034143338798481894,1.3896300390886069e-06,0.04197881481082052,4.952351582404812e-09,4.1834951950973575e-11,0.00042828831728377936,0.3415673115247828,0.0012538914083196876,0.00042819661493453953,0.4789723559897023,0.32463050537957067,0.00013906523076909143,93712973.17537692,96,96,0.9,0.05,DENSIFICATION_EXHAUSTION_FAILURE
mech_009,persistent_tj_multihit_q1,50.0,1250.0,0.75,975.0,True,0.750171073065699,51.23508709451666,0.7504835599835008,51.235096728717416,1.8803912132099245e-07,0.5187445624835637,0.3611599726067527,0.12009546490968358,0.5173958953179455,0.36235773709306296,0.12024636758899161,0.11120310793071964,0.07200287400878935,0.8887968920692804,0.034143338798481894,1.3896300390886069e-06,0.04197881481082052,4.952351582404812e-09,4.1834951950973575e-11,0.00042828831728377936,0.3415673115247828,0.0012538914083196876,0.00042819661493453953,0.4789723559897023,0.32463050537957067,0.00013906523076909143,93712973.17537692,96,96,0.9,0.1,DENSIFICATION_EXHAUSTION_FAILURE
mech_009,persistent_tj_multihit_q1,50.0,1250.0,0.75,1000.0,True,0.750171073065699,51.23508709451666,0.7508658309504672,51.23513008133169,8.390112610272024e-07,0.5187445624835637,0.3611599726067527,0.12009546490968358,0.5161320605307034,0.3634365750823166,0.12043136438698006,0.11066738995700443,0.0720762102162219,0.8893326100429956,0.04453330232601215,3.19045540440224e-06,0.04332371550644422,8.834439192590514e-09,8.861407753805338e-11,0.0008159362506911967,0.3415675338755446,0.002388799197140603,0.0008156034652253563,1.0543235749808477,0.6921324380921788,0.0005649664034592527,93703735.2001773,96,96,0.9,0.05,DENSIFICATION_EXHAUSTION_FAILURE
mech_009,persistent_tj_multihit_q1,50.0,1250.0,0.75,1000.0,True,0.750171073065699,51.23508709451666,0.7508658309504672,51.23513008133169,8.390112610272024e-07,0.5187445624835637,0.3611599726067527,0.12009546490968358,0.5161320605307034,0.3634365750823166,0.12043136438698006,0.11066738995700443,0.0720762102162219,0.8893326100429956,0.04453330232601215,3.19045540440224e-06,0.04332371550644422,8.834439192590514e-09,8.861407753805338e-11,0.0008159362506911967,0.3415675338755446,0.002388799197140603,0.0008156034652253563,1.0543235749808477,0.6921324380921788,0.0005649664034592527,93703735.2001773,96,96,0.9,0.1,DENSIFICATION_EXHAUSTION_FAILURE
