parameter_id,rho,sigma_base,sigma_GBseg_pore,sigma_TJ_pore,sigma_act_total
nominal_tj_q0,0.7,26666666.666666668,10820341.819365002,12733010.31011305,46809837.814289406
nominal_tj_q0,0.7,26666666.666666668,10820341.819365002,12733010.31011305,46809837.814289406
nominal_tj_q0,0.7,26666666.666666668,10820341.819365002,12733010.31011305,46809837.814289406
nominal_tj_q0,0.7,26666666.666666668,10820341.819365002,12733010.31011305,46809837.814289406
nominal_tj_q0,0.7,26666666.666666668,10820341.819365002,12733010.31011305,46809837.814289406
nominal_tj_q0,0.7,26666666.666666668,10820341.819365002,12733010.31011305,46809837.814289406
nominal_tj_q0,0.7,26666666.666666668,10820341.819365002,12733010.31011305,46809837.814289406
nominal_tj_q0,0.7,26666666.666666668,10820341.819365002,12733010.31011305,46809837.814289406
nominal_tj_q0,0.7,26666666.666666668,10820341.819365002,12733010.31011305,46809837.814289406
nominal_tj_q0,0.7,26666666.666666668,10820341.819365002,12733010.31011305,46809837.814289406
nominal_tj_q0,0.7,26666666.666666668,10820341.819365002,12733010.31011305,46809837.814289406
nominal_tj_q0,0.7,26666666.666666668,10820341.819365002,12733010.31011305,46809837.814289406
nominal_tj_q0,0.7,26666666.666666668,10820341.819365002,12733010.31011305,46809837.814289406
nominal_tj_q0,0.7,26666666.666666668,10820341.819365002,12733010.31011305,46809837.814289406
nominal_tj_q0,0.7,26666666.666666668,10820341.819365002,12733010.31011305,46809837.814289406
nominal_tj_q0,0.7,26666666.666666668,10820341.819365002,12733010.31011305,46809837.814289406
nominal_tj_q0,0.7,26666666.666666668,10820341.819365002,12733010.31011305,46809837.814289406
nominal_tj_q0,0.7,26666666.666666668,10820341.819365002,12733010.31011305,46809837.814289406
nominal_tj_q0,0.7,26666666.666666668,10820341.819365002,12733010.31011305,46809837.814289406
nominal_tj_q0,0.7,26666666.666666668,10820341.819365002,12733010.31011305,46809837.814289406
nominal_tj_q0,0.7,26666666.666666668,10820341.819365002,12733010.31011305,46809837.814289406
nominal_tj_q0,0.7,26666666.666666668,10820341.819365002,12733010.31011305,46809837.814289406
nominal_tj_q0,0.7,26666666.666666668,10820341.819365002,12733010.31011305,46809837.814289406
nominal_tj_q0,0.7,26666666.666666668,10820341.819365002,12733010.31011305,46809837.814289406
nominal_tj_q0,0.7,26666666.666666668,10820341.819365002,12733010.31011305,46809837.814289406
nominal_tj_q0,0.7,26666666.666666668,10820341.819365002,12733010.31011305,46809837.814289406
nominal_tj_q0,0.7,26666666.666666668,10820341.819365002,12733010.31011305,46809837.814289406
nominal_tj_q0,0.7,26666666.666666668,10820341.819365002,12733010.31011305,46809837.814289406
nominal_tj_q0,0.7,26666666.666666668,10820341.819365002,12733010.31011305,46809837.814289406
nominal_tj_q0,0.7,26666666.666666668,10820341.819365002,12733010.31011305,46809837.814289406
nominal_tj_q0,0.7,26666666.666666668,10820341.819365002,12733010.31011305,46809837.814289406
nominal_tj_q0,0.7,26666666.666666668,10820341.819365002,12733010.31011305,46809837.814289406
nominal_tj_q0,0.7,26666666.666666668,10820341.819365002,12733010.31011305,46809837.814289406
nominal_tj_q0,0.7,26666666.666666668,10820341.819365002,12733010.31011305,46809837.814289406
nominal_tj_q0,0.7,26666666.666666668,10820341.819365002,12733010.31011305,46809837.814289406
nominal_tj_q0,0.7,26666666.666666668,10820341.819365002,12733010.31011305,46809837.814289406
nominal_tj_q0,0.7,26666666.666666668,10820341.819365002,12733010.31011305,46809837.814289406
nominal_tj_q0,0.7,26666666.666666668,10820341.819365002,12733010.31011305,46809837.814289406
nominal_tj_q0,0.7,26666666.666666668,10820341.819365002,12733010.31011305,46809837.814289406
nominal_tj_q0,0.7,26666666.666666668,10820341.819365002,12733010.31011305,46809837.814289406
nominal_tj_q0,0.7,26666666.666666668,10820341.819365002,12733010.31011305,46809837.814289406
nominal_tj_q0,0.7,26666666.666666668,10820341.819365002,12733010.31011305,46809837.814289406
nominal_tj_q0,0.7,26666666.666666668,10820341.819365002,12733010.31011305,46809837.814289406
nominal_tj_q0,0.7,26666666.666666668,10820341.819365002,12733010.31011305,46809837.814289406
nominal_tj_q0,0.7,26666666.666666668,10820341.819365002,12733010.31011305,46809837.814289406
nominal_tj_q0,0.7,26666666.666666668,10820341.819365002,12733010.31011305,46809837.814289406
nominal_tj_q0,0.7,26666666.666666668,10820341.819365002,12733010.31011305,46809837.814289406
nominal_tj_q0,0.7,26666666.666666668,10820341.819365002,12733010.31011305,46809837.814289406
nominal_tj_q0,0.7,26666666.666666668,10820341.819365002,12733010.31011305,46809837.814289406
nominal_tj_q0,0.7,26666666.666666668,10820341.819365002,12733010.31011305,46809837.814289406
nominal_tj_q0,0.7,26666666.666666668,10820341.819365002,12733010.31011305,46809837.814289406
nominal_tj_q0,0.7,26666666.666666668,10820341.819365002,12733010.31011305,46809837.814289406
nominal_tj_q0,0.7,26666666.666666668,10820341.819365002,12733010.31011305,46809837.814289406
nominal_tj_q0,0.7,26666666.666666668,10820341.819365002,12733010.31011305,46809837.814289406
nominal_tj_q0,0.7,26666666.666666668,10820341.819365002,12733010.31011305,46809837.814289406
nominal_tj_q0,0.7,26666666.666666668,10820341.819365002,12733010.31011305,46809837.814289406
nominal_tj_q0,0.7,26666666.666666668,10820341.819365002,12733010.31011305,46809837.814289406
nominal_tj_q0,0.7,26666666.666666668,10820341.819365002,12733010.31011305,46809837.814289406
nominal_tj_q0,0.7,26666666.666666668,10820341.819365002,12733010.31011305,46809837.814289406
nominal_tj_q0,0.7,26666666.666666668,10820341.819365002,12733010.31011305,46809837.814289406
nominal_tj_q0,0.7,26666666.666666668,10820341.819365002,12733010.31011305,46809837.814289406
nominal_tj_q0,0.7,26666666.666666668,10820341.819365002,12733010.31011305,46809837.814289406
nominal_tj_q0,0.7,26666666.666666668,10820341.819364993,12733010.31011305,46809837.814289406
nominal_tj_q0,0.7000000000000002,26666666.666666668,10820341.81936499,12733010.31011305,46809837.814289406
nominal_tj_q0,0.7000000000000002,26666666.666666668,10820341.819364984,12733010.31011305,46809837.8142894
nominal_tj_q0,0.7000000000000002,26666666.666666668,10820341.819364972,12733010.310113056,46809837.814289406
nominal_tj_q0,0.7000000000000002,26666666.666666668,10820341.819364958,12733010.310113074,46809837.81428942
nominal_tj_q0,0.7000000000000002,26666666.666666668,10820341.819364933,12733010.31011309,46809837.81428943
nominal_tj_q0,0.7000000000000001,26666666.666666668,10820341.819364902,12733010.310113119,46809837.81428944
nominal_tj_q0,0.7000000000000002,26666666.666666668,10820341.819364853,12733010.310113156,46809837.81428947
nominal_tj_q0,0.7000000000000002,26666666.666666668,10820341.819364779,12733010.310113221,46809837.81428952
nominal_tj_q0,0.7000000000000002,26666666.666666668,10820341.819364678,12733010.310113307,46809837.81428957
nominal_tj_q0,0.7000000000000002,26666666.666666668,10820341.819364531,12733010.310113436,46809837.81428966
nominal_tj_q0,0.7000000000000002,26666666.666666668,10820341.819364315,12733010.310113622,46809837.81428978
nominal_tj_q0,0.7000000000000002,26666666.666666668,10820341.81936401,12733010.310113885,46809837.81428996
nominal_tj_q0,0.7000000000000002,26666666.666666668,10820341.819363577,12733010.310114272,46809837.81429022
nominal_tj_q0,0.7000000000000002,26666666.666666668,10820341.819362968,12733010.310114814,46809837.8142906
nominal_tj_q0,0.7000000000000002,26666666.666666668,10820341.81936211,12733010.31011559,46809837.814291134
nominal_tj_q0,0.7000000000000002,26666666.666666668,10820341.81936091,12733010.310116686,46809837.814291894
nominal_tj_q0,0.7000000000000002,26666666.666666668,10820341.819359237,12733010.310118219,46809837.81429296
nominal_tj_q0,0.7000000000000003,26666666.666666668,10820341.819356922,12733010.310120368,46809837.814294465
nominal_tj_q0,0.7000000000000005,26666666.666666668,10820341.819353722,12733010.310123352,46809837.814296566
nominal_tj_q0,0.7000000000000007,26666666.666666668,10820341.819349334,12733010.310127495,46809837.8142995
nominal_tj_q0,0.7000000000000012,26666666.666666668,10820341.819343327,12733010.310133206,46809837.81430356
nominal_tj_q0,0.7000000000000018,26666666.666666668,10820341.819335144,12733010.31014105,46809837.814309165
nominal_tj_q0,0.7000000000000028,26666666.666666668,10820341.819324035,12733010.310151778,46809837.814316854
nominal_tj_q0,0.7000000000000044,26666666.666666668,10820341.819309026,12733010.310166385,46809837.81432737
nominal_tj_q0,0.7000000000000066,26666666.666666668,10820341.819288814,12733010.310186192,46809837.81434167
nominal_tj_q0,0.7000000000000102,26666666.666666668,10820341.819261698,12733010.310212946,46809837.81436107
nominal_tj_q0,0.7000000000000157,26666666.666666668,10820341.81922546,12733010.310248936,46809837.81438725
nominal_tj_q0,0.7000000000000237,26666666.666666668,10820341.819177208,12733010.310297176,46809837.814422466
nominal_tj_q0,0.7000000000000358,26666666.666666668,10820341.819113182,12733010.310361568,46809837.814469606
nominal_tj_q0,0.7000000000000537,26666666.666666668,10820341.819028525,12733010.310447209,46809837.81453248
nominal_tj_q0,0.7000000000000801,26666666.666666668,10820341.818916954,12733010.310560696,46809837.81461604
nominal_tj_q0,0.700000000000119,26666666.666666668,10820341.81877041,12733010.310710534,46809837.814726636
nominal_tj_q0,0.7000000000001756,26666666.666666668,10820341.818578549,12733010.310907666,46809837.8148725
nominal_tj_q0,0.7000000000002582,26666666.666666668,10820341.818328148,12733010.311166115,46809837.81506414
nominal_tj_q0,0.7000000000003779,26666666.666666668,10820341.818002354,12733010.311503803,46809837.81531505
nominal_tj_q0,0.7000000000005505,26666666.666666668,10820341.817579743,12733010.311943524,46809837.81564238
nominal_tj_q0,0.7000000000007985,26666666.666666668,10820341.81703314,12733010.312514218,46809837.816067904
nominal_tj_q0,0.700000000001153,26666666.666666668,10820341.816328213,12733010.313252477,46809837.816619165
nominal_tj_q0,0.7000000000016577,26666666.666666668,10820341.815421622,12733010.314204436,46809837.81733088
nominal_tj_q0,0.7000000000023731,26666666.666666668,10820341.81425887,12733010.315428073,46809837.81824666
nominal_tj_q0,0.7000000000033828,26666666.666666668,10820341.812771518,12733010.316996036,46809837.819421105
nominal_tj_q0,0.7000000000048026,26666666.666666668,10820341.810873872,12733010.318999061,46809837.8209223
nominal_tj_q0,0.7000000000067903,26666666.666666668,10820341.80845884,12733010.321550133,46809837.82283492
nominal_tj_q0,0.7000000000095628,26666666.666666668,10820341.805392886,12733010.324789532,46809837.82526386
nominal_tj_q0,0.7000000000134142,26666666.666666668,10820341.801509818,12733010.328890909,46809837.82833864
nominal_tj_q0,0.7000000000187445,26666666.666666668,10820341.796603223,12733010.334068587,46809837.83221864
nominal_tj_q0,0.7000000000260937,26666666.666666668,10820341.790417233,12733010.340586327,46809837.837099336
nominal_tj_q0,0.7000000000361893,26666666.666666668,10820341.782635208,12733010.348767791,46809837.8432196
nominal_tj_q0,0.700000000050007,26666666.666666668,10820341.772866022,12733010.359009037,46809837.85087037
nominal_tj_q0,0.7000000000688515,26666666.666666668,10820341.760627305,12733010.371793285,46809837.860404715
nominal_tj_q0,0.7000000000944617,26666666.666666668,10820341.745325126,12733010.387708504,46809837.872249655
nominal_tj_q0,0.7000000001291462,26666666.666666668,10820341.726229295,12733010.407468049,46809837.8869197
nominal_tj_q0,0.7000000001759608,26666666.666666668,10820341.70244339,12733010.431935005,46809837.90503256
nominal_tj_q0,0.7000000002389358,26666666.666666668,10820341.672868442,12733010.462150713,46809837.92732711
nominal_tj_q0,0.7000000003233711,26666666.666666668,10820341.636158941,12733010.499368053,46809837.95468367
nominal_tj_q0,0.7000000004362127,26666666.666666668,10820341.590669608,12733010.545090232,46809837.98814701
nominal_tj_q0,0.7000000005865357,26666666.666666668,10820341.534391,12733010.601115754,46809838.028952
nominal_tj_q0,0.70000000078616,26666666.666666668,10820341.464871775,12733010.669590402,46809838.078552
nominal_tj_q0,0.7000000010504339,26666666.666666668,10820341.37912474,12733010.753067072,46809838.13864993
nominal_tj_q0,0.7000000013992271,26666666.666666668,10820341.273513611,12733010.854574438,46809838.211231925
nominal_tj_q0,0.7000000018581857,26666666.666666668,10820341.143616421,12733010.977695318,46809838.298602924
nominal_tj_q0,0.7000000024603146,26666666.666666668,10820340.98406104,12733011.126655836,46809838.403424
nominal_tj_q0,0.7000000032479679,26666666.666666668,10820340.788327165,12733011.306426376,46809838.52875007
nominal_tj_q0,0.7000000042753391,26666666.666666668,10820340.548508212,12733011.52283531,46809838.67806688
nominal_tj_q0,0.7000000056115786,26666666.666666668,10820340.255025165,12733011.782696484,46809838.855325446
nominal_tj_q0,0.7000000073446735,26666666.666666668,10820339.896283023,12733012.093951328,46809839.064971186
nominal_tj_q0,0.7000000095862727,26666666.666666668,10820339.45825869,12733012.46582638,46809839.311964735
nominal_tj_q0,0.7000000124776651,26666666.666666668,10820338.924007036,12733012.909006642,46809839.601789914
nominal_tj_q0,0.7000000161971682,26666666.666666668,10820338.273069581,12733013.435825069,46809839.94044332
nominal_tj_q0,0.7000000209692355,26666666.666666668,10820337.480767133,12733014.060467925,46809840.33439855
nominal_tj_q0,0.7000000270756519,26666666.666666668,10820336.517354706,12733014.799195353,46809840.79053613
nominal_tj_q0,0.7000000348692583,26666666.666666668,10820335.347012863,12733015.670575649,46809841.31602798
nominal_tj_q0,0.7000000447907344,26666666.666666668,10820333.9266453,12733016.69573094,46809841.9181628
nominal_tj_q0,0.7000000573890639,26666666.666666668,10820332.204447182,12733017.898590857,46809842.6040954
nominal_tj_q0,0.7000000733464287,26666666.666666668,10820330.118202664,12733019.306149434,46809843.38049936
nominal_tj_q0,0.7000000935084071,26666666.666666668,10820327.593262995,12733020.948718643,46809844.25309782
nominal_tj_q0,0.7000001189205154,26666666.666666668,10820324.540148698,12733022.860170249,46809845.22604229
nominal_tj_q0,0.7000001508723079,26666666.666666668,10820320.851709768,12733025.078154847,46809846.30110295
nominal_tj_q0,0.7000001909504624,26666666.666666668,10820316.3997676,12733027.644284336,46809847.47662678
nominal_tj_q0,0.7000002411025187,26666666.666666668,10820311.031149961,12733030.604260495,46809848.746212035
nominal_tj_q0,0.7000003037132103,26666666.666666668,10820304.563016776,12733034.007928183,46809850.09703721
nominal_tj_q0,0.7000003816956439,26666666.666666668,10820296.77735885,12733037.909227138,46809851.50777263
nominal_tj_q0,0.7000004785999363,26666666.666666668,10820287.414534012,12733042.366010536,46809852.94598918
nominal_tj_q0,0.7000005987423195,26666666.666666668,10820276.165685419,12733047.439692322,46809854.36496516
nominal_tj_q0,0.7000007473581786,26666666.666666668,10820262.66386443,12733053.194677738,46809855.69977536
nominal_tj_q0,0.7000009307829957,26666666.666666668,10820246.473655712,12733059.697523259,46809856.8625282
nominal_tj_q0,0.7000011566657397,26666666.666666668,10820227.079074396,12733067.015762335,46809857.73659609
nominal_tj_q0,0.7000014342198758,26666666.666666668,10820203.869474523,12733075.216322698,46809858.16966054
nominal_tj_q0,0.7000017745178696,26666666.666666668,10820176.123173952,12733084.363448719,46809857.96536796
nominal_tj_q0,0.7000021908358338,26666666.666666668,10820142.988463676,12733094.516028538,46809856.87336296
nominal_tj_q0,0.7000026990558161,26666666.666666668,10820103.461628472,12733105.724210752,46809854.57743436
nominal_tj_q0,0.7000033181341552,26666666.666666668,10820056.361561233,12733118.02517825,46809850.68147373
nominal_tj_q0,0.7000040706453445,26666666.666666668,10820000.30050495,12733131.43792859,46809844.69290828
nominal_tj_q0,0.7000049834119363,26666666.666666668,10819933.65040387,12733145.956889715,46809836.00322812
nominal_tj_q0,0.7000060882321943,26666666.666666668,10819854.50428935,12733161.544177791,46809823.86518264
nominal_tj_q0,0.7000074227184712,26666666.666666668,10819760.632065663,12733178.120279964,46809807.36617226
nominal_tj_q0,0.7000090312606176,26666666.666666668,10819649.429997368,12733195.552918885,46809785.397309795
nominal_tj_q0,0.7000109661301595,26666666.666666668,10819517.863132345,12733213.643828219,46809756.61757001
nominal_tj_q0,0.7000132887424578,26666666.666666668,10819362.399823973,12733232.11313883,46809719.41238759
nominal_tj_q0,0.700016071095625,26666666.666666668,10819178.937442338,12733250.5810441,46809671.84600218
nominal_tj_q0,0.7000193974065673,26666666.666666668,10818962.71828815,12733268.546379983,46809611.6067846
nominal_tj_q0,0.7000233659661685,26666666.666666668,10818708.234645298,12733285.36172103,46809535.944711894
nominal_tj_q0,0.7000280912372873,26666666.666666668,10818409.121828768,12733300.204557944,46809441.600090384
nominal_tj_q0,0.7000337062209013,26666666.666666668,10818058.038005495,12733312.04408549,46809324.72255608
nominal_tj_q0,0.7000403651173708,26666666.666666668,10817646.529487295,12733319.603091687,46809180.77931116
nominal_tj_q0,0.7000482463113702,26666666.66666665,10817164.88011879,12733321.314401224,46809004.45148528
nominal_tj_q0,0.7000575557105342,26666666.66666661,10816601.943310544,12733315.271287033,46808789.51744057
nominal_tj_q0,0.7000685304692191,26666666.66666653,10815944.955200424,12733299.171225552,46808528.72177211
nominal_tj_q0,0.7000814431299703,26666666.666666385,10815179.327366188,12733270.252332833,46808213.6286913
nominal_tj_q0,0.7000966062162268,26666666.66666611,10814288.417462276,12733225.221781047,46807834.45841959
nominal_tj_q0,0.7001143773104446,26666666.666665584,10813253.276115943,12733160.175458495,46807379.905166075
nominal_tj_q0,0.7001351646520882,26666666.66666461,10812052.368395971,12733070.508101512,46806836.93521595
nominal_tj_q0,0.7001594332897396,26666666.666662775,10810661.268164461,12732950.813093644,46806190.56361966
nominal_tj_q0,0.7001877118208074,26666666.666659374,10809052.323643113,12732794.771097297,46805423.607947096
nominal_tj_q0,0.7002205997508557,26666666.666653063,10807194.292575123,12732595.02665592,46804516.417559616
nominal_tj_q0,0.7002587755022819,26666666.666641463,10805051.945447702,12732343.051881032,46803446.57685756
nominal_tj_q0,0.7003030050987851,26666666.66662024,10802585.635365432,12732028.996319436,46802188.58098645
nominal_tj_q0,0.7003541515476,26666666.666581634,10799750.833338745,12731641.522081591,46800713.482533254
nominal_tj_q0,0.700413184935617,26666666.666511763,10796497.627983712,12731167.623303998,46798988.507821076
nominal_tj_q0,0.7004811932480017,26666666.666385937,10792770.188929541,12730592.42901691,46796976.641519345
nominal_tj_q0,0.7005593939085311,26666666.666160524,10788506.193610303,12729898.988495395,46794636.17843412
nominal_tj_q0,0.7006491460292277,26666666.665758733,10783636.217591077,12729068.038187495,46791920.241534375
nominal_tj_q0,0.700751963342686,26666666.66504619,10778083.089160847,12728077.749340238,46788776.26551366
nominal_tj_q0,0.7008695277733692,26666666.66378878,10771761.209632337,12726903.455483522,46785145.44548773
nominal_tj_q0,0.701003703583706,26666666.661580723,10764575.841640826,12725517.358986653,46780962.1507996
nominal_tj_q0,0.7011565520066203,26666666.657722075,10756422.368750907,12723888.215974413,46776153.304349534
nominal_tj_q0,0.7013303462477756,26666666.65101126,10747185.53088334,12721980.99898254,46770637.72839979
nominal_tj_q0,0.7015275867078641,26666666.639395364,10736738.641487429,12719756.53685067,46764325.45843308
nominal_tj_q0,0.7017510162373809,26666666.61938346,10724942.794030648,12717171.13149813,46757117.027373426
nominal_tj_q0,0.70200363519315,26666666.58506717,10711646.067280024,12714176.151411342,46748902.72331863
nominal_tj_q0,0.7022887160172443,26666666.526492987,10696682.74103048,12710717.601898097,46739561.824881606
nominal_tj_q0,0.7026098170047944,26666666.42697068,10679872.536411846,12706735.67244344,46728961.8192885
nominal_tj_q0,0.7029707948677417,26666666.2586431,10661019.897690415,12702164.261847861,46716957.60951265
nominal_tj_q0,0.703375815637328,26666665.975229815,10639913.335576119,12696930.482257823,46703390.71789497
nominal_tj_q0,0.7038293633799507,26666665.500199717,10616324.855441967,12690954.143736992,46688088.494839914
nominal_tj_q0,0.7043362461303536,26666664.707588594,10590009.497529991,12684147.221707273,46670863.34215978
nominal_tj_q0,0.7049015983749809,26666663.391045906,10560705.020104114,12676413.310463278,46651511.96127771
nominal_tj_q0,0.7055308793494944,26666661.21414849,10528131.760528684,12667647.067102771,46629814.63648904
nominal_tj_q0,0.706229866351523,26666657.631073996,10491992.71327436,12657733.651725272,46605534.56236923
nominal_tj_q0,0.7070046422172659,26666651.760663576,10451973.867699074,12646548.171782993,46578417.221526615
nominal_tj_q0,0.7078615760741765,26666642.187662736,10407744.851877844,12633955.141244939,46548189.81323999
nominal_tj_q0,0.708807296468194,26666626.650980584,10358959.931441614,12619807.969071763,46514560.72367137
nominal_tj_q0,0.7098486559803878,26666601.557973552,10305259.413931733,12603948.496846458,46477219.01229728
nominal_tj_q0,0.7109926865026996,26666561.233014435,10246271.509097429,12586206.612884607,46435833.86419471
nominal_tj_q0,0.7122465444443218,26666496.76385709,10181614.693298517,12566399.980603496,46390053.92014996
nominal_tj_q0,0.713617445297626,26666394.245208085,10110900.621118749,12544333.933463166,46339506.34144815
nominal_tj_q0,0.7151125872129688,26666232.12882354,10033737.61885629,12519801.608785162,46283795.38776993
nominal_tj_q0,0.7167390635207551,26665977.265670866,9949734.782263389,12492584.419809472,46222500.178152405
nominal_tj_q0,0.7185037644993126,26665579.060341783,9858506.684565067,12462453.001126574,46155171.159697436
nominal_tj_q0,0.7204132691163978,26664960.944761455,9759678.680710666,12429168.808440505,46081324.621489875
nominal_tj_q0,0.7224737279627246,26664008.116264116,9652892.771110764,12392486.609723842,46000434.36157246
nominal_tj_q0,0.7246907391330761,26662550.1842588,9537813.965002328,12352158.169122487,45911919.352085106
nominal_tj_q0,0.7270692193723247,26660337.05977561,9414137.063639803,12307937.491089966,45815125.97830335
nominal_tj_q0,0.7296132733612264,26657006.16483266,9281593.771679852,12259588.0468499,45709303.2050757
nominal_tj_q0,0.7323260645367367,26652038.941652525,9139960.04727862,12206892.424850747,45593568.94181364
nominal_tj_q0,0.7352096912895959,26644704.87256351,8989063.623053884,12149664.794510316,45466866.07685988
nominal_tj_q0,0.7382650727287983,26633992.01155641,8828791.673909023,12087766.396727165,45327907.32822714
nominal_tj_q0,0.7414918484305539,26618524.657782152,8659098.670092318,12021123.912632275,45175109.44223439
nominal_tj_q0,0.7448882966976447,26596471.542588666,8480014.520294402,11949749.952421151,45006519.58616796
nominal_tj_q0,0.7484512758602737,26565451.906135485,8291653.15109063,11873764.01501556,44819740.14104697
nominal_tj_q0,0.7521761930770046,26522451.95113005,8094221.641854859,11793411.133296756,44611862.361333184
nominal_tj_q0,0.7560570049561488,26463769.67815997,7888029.886692186,11709074.199955687,44379423.930440135
nominal_tj_q0,0.760086254077317,26385010.567590576,7673500.444489254,11621274.998321675,44118409.07561269
nominal_tj_q0,0.7642551450245957,26281157.72343616,7451177.759230284,11530658.746276846,43824310.73313079
nominal_tj_q0,0.7685536626107671,26146735.269814134,7221735.347816469,11437958.082379784,43492270.06070912
nominal_tj_q0,0.772970733255874,25976070.90493296,6985979.012266809,11343935.312079981,43117297.6551543
nominal_tj_q0,0.7774944276861018,25763642.62373376,6744843.86324127,11249306.32527127,42694563.22083012
nominal_tj_q0,0.7821121991549846,25504469.4857737,6499383.18227441,11154655.018208396,42219719.342106365
nominal_tj_q0,0.7868111465984464,25194484.86696237,6250748.048823633,11060351.55950019,41689207.149834305
nominal_tj_q0,0.7915782873997512,24830823.052895356,6000158.155919527,10966489.277462265,41100485.6200257
nominal_tj_q0,0.796400821058284,24411964.031641047,5748866.008747473,10872851.746113893,40452138.49813417
nominal_tj_q0,0.8012663643158765,23937716.651976716,5498118.21076214,10778913.968743123,39743843.08773428
nominal_tj_q0,0.806163140875634,23409065.96209205,5249118.246026734,10683871.816965396,38976223.98875124
nominal_tj_q0,0.8110196629660194,22839555.048571136,5006074.638967513,10587085.795797408,38164761.44425196
nominal_tj_q0,0.815574491979572,22283021.437954426,4782358.375855764,10489623.253470827,37373721.33087532
nominal_tj_q0,0.8198328252248195,21745550.302285064,4577149.531582903,10391585.944533266,36609484.19214013
nominal_tj_q0,0.8238282136689294,21226666.516843285,4388151.350453512,10293033.495243423,35870752.682626314
nominal_tj_q0,0.827588846177353,20725836.20575779,4213491.140876406,10193958.165958026,35156248.80689651
nominal_tj_q0,0.8311386706806253,20242488.388749573,4051596.013157877,10094348.557584113,34464761.39806048
nominal_tj_q0,0.8344981829593355,19776030.82537484,3901115.522879875,9994220.07161441,33795168.11364624
nominal_tj_q0,0.8376850392329074,19325861.987927373,3760883.842439836,9893609.111598693,33146427.99142286
nominal_tj_q0,0.8407145430589036,18891380.080471564,3629889.3351176814,9792568.267568711,32517574.635228414
nominal_tj_q0,0.843600035505885,18471989.748811502,3507249.9123004866,9691162.313931504,31907709.941592254
nominal_tj_q0,0.8463532102019504,18067106.988939833,3392192.942518833,9589464.885397812,31315998.31072458
nominal_tj_q0,0.8489843695342738,17676162.65357635,3284038.7686727666,9487555.721726533,30741661.304170575
nominal_tj_q0,0.8515026343782384,17298604.871482667,3182187.104887758,9385518.392233297,30183972.721466377
nominal_tj_q0,0.8539161168550446,16933900.62736095,3086105.7464395803,9283438.42657488,29642254.07296484
nominal_tj_q0,0.8562320634679917,16581536.697423672,2995321.1491277446,9181401.790428234,29115870.42786589
nominal_tj_q0,0.8584569743498259,16241020.094115948,2909410.528449042,9079493.654221706,28604226.616815247
nominal_tj_q0,0.8605967031249675,15911878.140606862,2827995.2012492437,8977797.41072263,28106763.76811253
nominal_tj_q0,0.862656540949829,15593658.269682884,2750734.948568191,8876393.903537579,27622956.156119086
nominal_tj_q0,0.862880693135898,15558955.718909256,2742393.3468785756,8865148.325799642,27570020.873146676
nominal_tj_q1,0.7,26666666.666666668,10820341.819365002,12733010.31011305,46809837.814289406
nominal_tj_q1,0.7,26666666.666666668,10820341.819365002,12733010.31011305,46809837.814289406
nominal_tj_q1,0.7,26666666.666666668,10820341.819365002,12733010.31011305,46809837.814289406
nominal_tj_q1,0.7,26666666.666666668,10820341.819365002,12733010.31011305,46809837.814289406
nominal_tj_q1,0.7,26666666.666666668,10820341.819365002,12733010.31011305,46809837.814289406
nominal_tj_q1,0.7,26666666.666666668,10820341.819365002,12733010.31011305,46809837.814289406
nominal_tj_q1,0.7,26666666.666666668,10820341.819365002,12733010.31011305,46809837.814289406
nominal_tj_q1,0.7,26666666.666666668,10820341.819365002,12733010.31011305,46809837.814289406
nominal_tj_q1,0.7,26666666.666666668,10820341.819365002,12733010.31011305,46809837.814289406
nominal_tj_q1,0.7,26666666.666666668,10820341.819365002,12733010.31011305,46809837.814289406
nominal_tj_q1,0.7,26666666.666666668,10820341.819365002,12733010.31011305,46809837.814289406
nominal_tj_q1,0.7,26666666.666666668,10820341.819365002,12733010.31011305,46809837.814289406
nominal_tj_q1,0.7,26666666.666666668,10820341.819365002,12733010.31011305,46809837.814289406
nominal_tj_q1,0.7,26666666.666666668,10820341.819365002,12733010.31011305,46809837.814289406
nominal_tj_q1,0.7,26666666.666666668,10820341.819365002,12733010.31011305,46809837.814289406
nominal_tj_q1,0.7,26666666.666666668,10820341.819365002,12733010.31011305,46809837.814289406
nominal_tj_q1,0.7,26666666.666666668,10820341.819365002,12733010.31011305,46809837.814289406
nominal_tj_q1,0.7,26666666.666666668,10820341.819365002,12733010.31011305,46809837.814289406
nominal_tj_q1,0.7,26666666.666666668,10820341.819365002,12733010.31011305,46809837.814289406
nominal_tj_q1,0.7,26666666.666666668,10820341.819365002,12733010.31011305,46809837.814289406
nominal_tj_q1,0.7,26666666.666666668,10820341.819365002,12733010.31011305,46809837.814289406
nominal_tj_q1,0.7,26666666.666666668,10820341.819365002,12733010.31011305,46809837.814289406
nominal_tj_q1,0.7,26666666.666666668,10820341.819365002,12733010.31011305,46809837.814289406
nominal_tj_q1,0.7,26666666.666666668,10820341.819365002,12733010.31011305,46809837.814289406
nominal_tj_q1,0.7,26666666.666666668,10820341.819365002,12733010.31011305,46809837.814289406
nominal_tj_q1,0.7,26666666.666666668,10820341.819365002,12733010.31011305,46809837.814289406
nominal_tj_q1,0.7,26666666.666666668,10820341.819365002,12733010.31011305,46809837.814289406
