parameter_id,rho,sigma_base,sigma_GBseg_pore,sigma_TJ_pore,sigma_act_total
nominal_persistent,0.8563125792821249,20615042.30606336,3005395.0069707255,8490702.151774926,32716014.210080016
nominal_persistent,0.8585127130646628,20370455.837105256,2917431.787904411,8383801.570850643,32301723.793534018
nominal_persistent,0.8606259408663385,20126418.146614898,2834032.859719716,8279469.822960191,31892540.561696596
nominal_persistent,0.8626578536292675,19883025.47277135,2754862.8262141505,8177611.467805757,31488339.37087863
nominal_persistent,0.8628788273697694,19856025.90529143,2746313.7269456955,8166442.560948291,31443730.873727772
nominal_tj_q0,0.7,26666666.666666668,10820341.819365002,12733010.31011305,46809837.814289406
nominal_tj_q0,0.7,26666666.666666668,10820341.819365002,12733010.31011305,46809837.814289406
nominal_tj_q0,0.7,26666666.666666668,10820341.819365002,12733010.31011305,46809837.814289406
nominal_tj_q0,0.7,26666666.666666668,10820341.819365002,12733010.31011305,46809837.814289406
nominal_tj_q0,0.7,26666666.666666668,10820341.819365002,12733010.31011305,46809837.814289406
nominal_tj_q0,0.7,26666666.666666668,10820341.819365002,12733010.31011305,46809837.814289406
nominal_tj_q0,0.7,26666666.666666668,10820341.819365002,12733010.31011305,46809837.814289406
nominal_tj_q0,0.7,26666666.666666668,10820341.819365002,12733010.31011305,46809837.814289406
nominal_tj_q0,0.7,26666666.666666668,10820341.819365002,12733010.31011305,46809837.814289406
nominal_tj_q0,0.7,26666666.666666668,10820341.819365002,12733010.31011305,46809837.814289406
