parameter_id,rho,P_persistent_junction_drag,P_TJ_multihit,P_clean_GB_discovery
nominal_tj_q0,0.7000000000000537,0.0,1.8302989114939694e-10,0.0
nominal_tj_q0,0.7000000000000801,0.0,2.642205657473749e-10,0.0
nominal_tj_q0,0.700000000000119,0.0,3.7967176839602836e-10,0.0
nominal_tj_q0,0.7000000000001756,0.0,5.431059828215864e-10,0.0
nominal_tj_q0,0.7000000000002582,0.0,7.734496332043115e-10,0.0
nominal_tj_q0,0.7000000000003779,0.0,1.0966961778081433e-09,0.0
nominal_tj_q0,0.7000000000005505,0.0,1.5483967854986472e-09,0.0
nominal_tj_q0,0.7000000000007985,0.0,2.1769767040962503e-09,0.0
nominal_tj_q0,0.700000000001153,0.0,3.048133753196296e-09,0.0
nominal_tj_q0,0.7000000000016577,0.0,4.250649617385572e-09,0.0
nominal_tj_q0,0.7000000000023731,0.0,5.9040387776604526e-09,0.0
nominal_tj_q0,0.7000000000033828,0.0,8.168578913878633e-09,0.0
nominal_tj_q0,0.7000000000048026,0.0,1.1258416458053417e-08,0.0
nominal_tj_q0,0.7000000000067903,0.0,1.5458629023160293e-08,0.0
nominal_tj_q0,0.7000000000095628,0.0,2.1147361610528712e-08,0.0
nominal_tj_q0,0.7000000000134142,0.0,2.8824446644457273e-08,0.0
nominal_tj_q0,0.7000000000187445,0.0,3.9148282087771676e-08,0.0
nominal_tj_q0,0.7000000000260937,0.0,5.298319292840741e-08,5.882316070727469e-24
nominal_tj_q0,0.7000000000361893,0.0,7.146005813526485e-08,7.933660188282328e-24
nominal_tj_q0,0.700000000050007,0.0,9.605367043783837e-08,0.0
nominal_tj_q0,0.7000000000688515,0.0,1.2868113705597112e-07,0.0
nominal_tj_q0,0.7000000000944617,0.0,1.7182665800731812e-07,1.9076591196411713e-23
nominal_tj_q0,0.7000000001291462,0.0,2.2869927307832488e-07,0.0
nominal_tj_q0,0.7000000001759608,0.0,3.034316941947572e-07,0.0
nominal_tj_q0,0.7000000002389358,0.0,4.0133019014763145e-07,0.0
nominal_tj_q0,0.7000000003233711,0.0,5.291877282324481e-07,0.0
nominal_tj_q0,0.7000000004362127,0.0,6.956752760605722e-07,7.723547091449094e-23
nominal_tj_q0,0.7000000005865357,0.0,9.118294128848961e-07,0.0
nominal_tj_q0,0.70000000078616,0.0,1.1916582939778612e-06,0.0
nominal_tj_q0,0.7000000010504339,0.0,1.5528926712031577e-06,0.0
nominal_tj_q0,0.7000000013992271,0.0,2.017914234170962e-06,0.0
nominal_tj_q0,0.7000000018581857,0.0,2.614900157112716e-06,0.0
nominal_tj_q0,0.7000000024603146,0.0,3.3792305993011184e-06,0.0
nominal_tj_q0,0.7000000032479679,0.0,4.355215221845384e-06,0.0
nominal_tj_q0,0.7000000042753391,0.0,5.598205793010749e-06,0.0
nominal_tj_q0,0.7000000056115786,0.0,7.177174935578264e-06,7.968264865241564e-22
nominal_tj_q0,0.7000000073446735,0.0,9.177856341206481e-06,0.0
nominal_tj_q0,0.7000000095862727,0.0,1.170655970162664e-05,0.0
nominal_tj_q0,0.7000000124776651,0.0,1.4894794599016125e-05,0.0
nominal_tj_q0,0.7000000161971682,0.0,1.890486212923027e-05,0.0
nominal_tj_q0,0.7000000209692355,0.0,2.3936601636578514e-05,0.0
nominal_tj_q0,0.7000000270756519,0.0,3.023551322334221e-05,0.0
nominal_tj_q0,0.7000000348692583,0.0,3.8102515346098026e-05,0.0
nominal_tj_q0,0.7000000447907344,0.0,4.790564159673317e-05,0.0
nominal_tj_q0,0.7000000573890639,0.0,6.009403255868022e-05,6.67177785892206e-21
nominal_tj_q0,0.7000000733464287,0.0,7.521463840583587e-05,0.0
nominal_tj_q0,0.7000000935084071,0.0,9.393211676917311e-05,1.0428559878891478e-20
nominal_tj_q0,0.7000001189205154,0.0,0.00011705248956148215,0.0
nominal_tj_q0,0.7000001508723079,0.0,0.00014555121329541153,0.0
nominal_tj_q0,0.7000001909504624,0.0,0.00018060642148374538,2.0051340752640968e-20
nominal_tj_q0,0.7000002411025187,0.0,0.00022363821667699616,4.965765946818217e-20
nominal_tj_q0,0.7000003037132103,0.0,0.0002763550254654515,9.204471367278476e-20
nominal_tj_q0,0.7000003816956439,0.0,0.00034080818445219414,2.270238560157141e-19
nominal_tj_q0,0.7000004785999363,0.0,0.0004194561011189483,5.122588034099303e-19
nominal_tj_q0,0.7000005987423195,0.0,0.0005152395332342452,1.1440615859875578e-18
nominal_tj_q0,0.7000007473581786,0.0,0.0006316697568396506,2.5246595088099245e-18
nominal_tj_q0,0.7000009307829957,0.0,0.0007729316490357029,5.492009684613979e-18
nominal_tj_q0,0.7000011566657397,0.0,0.0009440040012351073,1.2052632241359299e-17
nominal_tj_q0,0.7000014342198758,0.0,0.0011507997050669676,2.631947318352265e-17
nominal_tj_q0,0.7000017745178696,0.0,0.0014003288208910517,5.674572141348195e-17
nominal_tj_q0,0.7000021908358338,0.0,0.0017008879525180248,1.2198837688067986e-16
nominal_tj_q0,0.7000026990558161,0.0,0.0020622798162842166,2.5963956669834376e-16
nominal_tj_q0,0.7000033181341552,0.0,0.002496067413642649,5.495272771554552e-16
nominal_tj_q0,0.7000040706453445,0.0,0.0030158677999909643,1.155493454005097e-15
nominal_tj_q0,0.7000049834119363,0.0,0.003637691095235627,2.411880830695164e-15
nominal_tj_q0,0.7000060882321943,0.0,0.004380331110915551,5.003203015124876e-15
nominal_tj_q0,0.7000074227184712,0.0,0.005265814782619759,1.0308070646762128e-14
nominal_tj_q0,0.7000090312606176,0.0,0.006319918503769784,2.1103584306571945e-14
nominal_tj_q0,0.7000109661301595,0.0,0.007572760467327346,4.293181815671019e-14
nominal_tj_q0,0.7000132887424578,0.0,0.009059479246348078,8.678682508843391e-14
nominal_tj_q0,0.700016071095625,0.0,0.010821010094374904,1.743589337413163e-13
nominal_tj_q0,0.7000193974065673,0.0,0.01290497183556409,3.481614747629114e-13
nominal_tj_q0,0.7000233659661685,0.0,0.015366678756722978,6.910229089627237e-13
nominal_tj_q0,0.7000280912372873,0.0,0.018270293625336873,1.3633856832083118e-12
nominal_tj_q0,0.7000337062209013,0.0,0.021690139857331963,2.674173499747898e-12
nominal_tj_q0,0.7000403651173708,0.0,0.025712192966126875,5.214820938545542e-12
nominal_tj_q0,0.7000482463113702,0.0,0.030435773763477246,1.0111133741217668e-11
nominal_tj_q0,0.7000575557105342,0.0,0.03597546837873437,1.9494058773272928e-11
nominal_tj_q0,0.7000685304692191,0.0,0.042463303046057,3.7374705935776694e-11
nominal_tj_q0,0.7000814431299703,0.0,0.05005120481271033,7.126175359526919e-11
nominal_tj_q0,0.7000966062162268,0.0,0.05891378288468953,1.3513509038347034e-10
nominal_tj_q0,0.7001143773104446,0.0,0.06925146929330386,2.548834407576982e-10
nominal_tj_q0,0.7001351646520882,0.0,0.08129406198980278,4.781953761310517e-10
nominal_tj_q0,0.7001594332897396,0.0,0.09530471841454995,8.924567033120932e-10
nominal_tj_q0,0.7001877118208074,0.0,0.1115844531123668,1.6569676707098265e-09
nominal_tj_q0,0.7002205997508557,0.0,0.13047719915735076,3.0606412665221745e-09
nominal_tj_q0,0.7002587755022819,0.0,0.15237550010291523,5.6248126237687526e-09
nominal_tj_q0,0.7003030050987851,0.0,0.17772690699513508,1.0285511835834449e-08
nominal_tj_q0,0.7003541515476,0.0,0.20704116380605236,1.871501570404312e-08
nominal_tj_q0,0.700413184935617,0.0,0.24089827460384605,3.3886314182783547e-08
nominal_tj_q0,0.7004811932480017,0.0,0.2799575570441249,6.105916583793425e-08
nominal_tj_q0,0.7005593939085311,0.0,0.3249677995278983,1.0949427716339485e-07
nominal_tj_q0,0.7006491460292277,0.0,0.37677865383234943,1.9541892575388058e-07
nominal_tj_q0,0.700751963342686,0.0,0.43635341140071315,3.4713308758704496e-07
nominal_tj_q0,0.7008695277733692,0.0,0.5047833300004079,6.137591045832104e-07
nominal_tj_q0,0.701003703583706,0.0,0.5833036983310654,1.080163470914704e-06
nominal_tj_q0,0.7011565520066203,0.0,0.6733118495399505,1.8922836753379319e-06
nominal_tj_q0,0.7013303462477756,0.0,0.7763873605226788,3.2999110517190716e-06
nominal_tj_q0,0.7015275867078641,0.0,0.894314702180334,5.728615727985211e-06
nominal_tj_q0,0.7017510162373809,0.0,1.0291086359266988,9.900083272440601e-06
nominal_tj_q0,0.70200363519315,0.0,1.183042682522041,1.7032472237184e-05
nominal_tj_q0,0.7022887160172443,0.0,1.3586810185630716,2.9172367175802463e-05
nominal_tj_q0,0.7026098170047944,0.0,1.5589141798627613,4.974201612553366e-05
nominal_tj_q0,0.7029707948677417,0.0,1.7869989631278669,8.44368805891925e-05
nominal_tj_q0,0.703375815637328,0.0,2.0466029074538965,0.00014269006630966856
nominal_tj_q0,0.7038293633799507,0.0,2.3418536888417876,0.00024004881799248473
nominal_tj_q0,0.7043362461303536,0.0,2.6773936487917487,0.0004020096258585607
nominal_tj_q0,0.7049015983749809,0.0,3.0584394632657026,0.0006701712277892346
nominal_tj_q0,0.7055308793494944,0.0,3.490846582734006,0.0011120462311648397
nominal_tj_q0,0.706229866351523,0.0,3.9811774518186622,0.0018366060341179036
nominal_tj_q0,0.7070046422172659,0.0,4.536771524074774,0.0030187404898581573
nominal_tj_q0,0.7078615760741765,0.0,5.165813548084396,0.004937462177342946
nominal_tj_q0,0.708807296468194,0.0,5.87739427333023,0.008035105675321792
nominal_tj_q0,0.7098486559803878,0.0,6.681554286027674,0.01300826814667767
nominal_tj_q0,0.7109926865026996,0.0,7.589296725917502,0.020946188244908546
nominal_tj_q0,0.7122465444443218,0.0,8.612547665261369,0.033539105839218764
nominal_tj_q0,0.713617445297626,0.0,9.76403342475017,0.05338833241904118
nominal_tj_q0,0.7151125872129688,0.0,11.057031600259013,0.08446162441136634
nominal_tj_q0,0.7167390635207551,0.0,12.504936899452318,0.13275197639263547
nominal_tj_q0,0.7185037644993126,0.0,14.120564502411883,0.20721438161151898
nominal_tj_q0,0.7204132691163978,0.0,15.915094258453998,0.32107131731115873
nominal_tj_q0,0.7224737279627246,0.0,17.8965423804969,0.49358931238212983
nominal_tj_q0,0.7246907391330761,0.0,20.067640336876657,0.7524281544955013
nominal_tj_q0,0.7270692193723247,0.0,22.423014658876042,1.1366387050453532
nominal_tj_q0,0.7296132733612264,0.0,24.94561286532014,1.700317147423906
nominal_tj_q0,0.7323260645367367,0.0,27.6024309728466,2.5167902347732705
nominal_tj_q0,0.7352096912895959,0.0,30.339790270591433,3.6829838661022527
nominal_tj_q0,0.7382650727287983,0.0,33.078702581017666,5.323299493181812
nominal_tj_q0,0.7414918484305539,0.0,35.71125146803976,7.591895854945638
nominal_tj_q0,0.7448882966976447,0.0,38.0993574855451,10.671800491741228
nominal_tj_q0,0.7484512758602737,0.0,40.0776768051652,14.76888428144951
nominal_tj_q0,0.7521761930770046,0.0,41.46250615397401,20.098645597477088
nominal_tj_q0,0.7560570049561488,0.0,42.06815786073344,26.8642742525335
nominal_tj_q0,0.760086254077317,0.0,41.73104438807024,35.225909521231436
nominal_tj_q0,0.7642551450245957,0.0,40.33953636304624,45.263513817827324
nominal_tj_q0,0.7685536626107671,0.0,37.86476991203576,56.93907633817252
nominal_tj_q0,0.772970733255874,0.0,34.384795106212394,70.06701360640584
nominal_tj_q0,0.7774944276861018,0.0,30.093164124307457,84.3030859170558
nominal_tj_q0,0.7821121991549846,0.0,25.284768808005456,99.16020268193287
nominal_tj_q0,0.7868111465984464,0.0,20.317177857722918,114.0533378903586
nominal_tj_q0,0.7915782873997512,0.0,15.553831179296644,128.36662111980942
nominal_tj_q0,0.796400821058284,0.0,11.303105676741472,141.5270160130065
nominal_tj_q0,0.8012663643158765,0.0,7.770487133985906,153.06532098020622
nominal_tj_q0,0.806163140875634,0.0,5.037393490100392,162.64928924131968
nominal_tj_q0,0.8110196629660194,0.0,4.107511374345195,158.6363013644575
nominal_tj_q0,0.815574491979572,0.0,3.941128424272154,148.07713224994757
nominal_tj_q0,0.8198328252248195,0.0,3.795175739746127,138.22948070751377
nominal_tj_q0,0.8238282136689294,0.0,3.6663354847918552,129.06103358042455
nominal_tj_q0,0.827588846177353,0.0,3.5521271541062376,120.53478529070446
nominal_tj_q0,0.8311386706806253,0.0,3.4505722269466443,112.61186418755547
nominal_tj_q0,0.8344981829593355,0.0,3.360010803756309,105.25323118865185
nominal_tj_q0,0.8376850392329074,0.0,3.2790381507695625,98.42058937782714
nominal_tj_q0,0.8407145430589036,0.0,3.2064561708628188,92.07698399882322
nominal_tj_q0,0.843600035505885,0.0,3.1412358384562014,86.18717919688675
nominal_tj_q0,0.8463532102019504,0.0,3.082487794315005,80.71787492624354
nominal_tj_q0,0.8489843695342738,0.0,3.029439087491689,75.6378105567681
nominal_tj_q0,0.8515026343782384,0.0,2.9814146005030815,70.91778926820395
nominal_tj_q0,0.8539161168550446,0.0,2.937822079829,66.53064814017358
nominal_tj_q0,0.8562320634679917,0.0,2.8981399688628073,62.45119207129085
nominal_tj_q0,0.8584569743498259,0.0,2.8619074388678456,58.65610466058934
nominal_tj_q0,0.8605967031249675,0.0,2.8287161583062685,55.123845495972404
nominal_tj_q0,0.862656540949829,0.0,2.7982034477471753,51.83454057634613
nominal_tj_q0,0.862880693135898,0.0,2.7949641153786025,51.483249326055116
nominal_tj_q1,0.7,0.0,4.569111536451377e-57,0.0
nominal_tj_q1,0.7,0.0,8.662259602016678e-56,0.0
nominal_tj_q1,0.7,0.0,1.481707405476892e-54,0.0
nominal_tj_q1,0.7,0.0,2.298939273660204e-53,0.0
nominal_tj_q1,0.7,0.0,3.2514179994881244e-52,0.0
nominal_tj_q1,0.7,0.0,4.211164865302776e-51,0.0
nominal_tj_q1,0.7,0.0,5.016360569239899e-50,0.0
nominal_tj_q1,0.7,0.0,5.518039677035887e-49,0.0
nominal_tj_q1,0.7,0.0,5.626419098291834e-48,0.0
nominal_tj_q1,0.7,0.0,5.336664216472896e-47,0.0
nominal_tj_q1,0.7,0.0,4.72436180695556e-46,0.0
nominal_tj_q1,0.7,0.0,3.9157011450813156e-45,0.0
nominal_tj_q1,0.7,0.0,3.047515260975445e-44,0.0
nominal_tj_q1,0.7,0.0,2.2333365604743873e-43,0.0
nominal_tj_q1,0.7,0.0,1.545136688613674e-42,0.0
nominal_tj_q1,0.7,0.0,1.0117007358196628e-41,0.0
nominal_tj_q1,0.7,0.0,6.283732073807105e-41,0.0
nominal_tj_q1,0.7,0.0,3.710358302926713e-40,0.0
nominal_tj_q1,0.7,0.0,2.087116945145105e-39,0.0
nominal_tj_q1,0.7,0.0,1.1206295921782664e-38,0.0
nominal_tj_q1,0.7,0.0,5.753976632245848e-38,0.0
nominal_tj_q1,0.7,0.0,2.830276212696952e-37,0.0
nominal_tj_q1,0.7,0.0,1.3358838665976556e-36,0.0
nominal_tj_q1,0.7,0.0,6.060034981263971e-36,0.0
nominal_tj_q1,0.7,0.0,2.646066628017202e-35,0.0
nominal_tj_q1,0.7,0.0,1.113693709646e-34,0.0
nominal_tj_q1,0.7,0.0,4.524386415771557e-34,0.0
nominal_tj_q1,0.7,0.0,1.77641096086673e-33,0.0
nominal_tj_q1,0.7,0.0,6.74917932283173e-33,0.0
nominal_tj_q1,0.7,0.0,2.484224468752778e-32,0.0
nominal_tj_q1,0.7,0.0,8.868450584749984e-32,0.0
nominal_tj_q1,0.7,0.0,3.0738588962435266e-31,0.0
nominal_tj_q1,0.7,0.0,1.0354768200927391e-30,0.0
nominal_tj_q1,0.7,0.0,3.393424014284109e-30,0.0
nominal_tj_q1,0.7,0.0,1.0828774511131441e-29,0.0
nominal_tj_q1,0.7,0.0,3.367815066327777e-29,0.0
nominal_tj_q1,0.7,0.0,1.0216740442206272e-28,0.0
nominal_tj_q1,0.7,0.0,3.025681440984203e-28,0.0
nominal_tj_q1,0.7,0.0,8.754214652883815e-28,0.0
nominal_tj_q1,0.7,0.0,2.4763753838917473e-27,0.0
nominal_tj_q1,0.7,0.0,6.853772380249526e-27,0.0
nominal_tj_q1,0.7,0.0,1.8571738997019019e-26,0.0
nominal_tj_q1,0.7,0.0,4.930248111702515e-26,0.0
nominal_tj_q1,0.7,0.0,1.2830700016125999e-25,0.0
nominal_tj_q1,0.7,0.0,3.2753551108896413e-25,0.0
nominal_tj_q1,0.7,0.0,8.206227864936801e-25,0.0
nominal_tj_q1,0.7,0.0,2.0190480503613005e-24,0.0
nominal_tj_q1,0.7,0.0,4.8808895935399e-24,0.0
nominal_tj_q1,0.7,0.0,1.1599063810853607e-23,0.0
nominal_tj_q1,0.7,0.0,2.711017730241904e-23,0.0
nominal_tj_q1,0.7,0.0,6.234949740315283e-23,0.0
nominal_tj_q1,0.7,0.0,1.4116359178371838e-22,0.0
nominal_tj_q1,0.7,0.0,3.147691536947132e-22,0.0
nominal_tj_q1,0.7,0.0,6.915520779774596e-22,0.0
nominal_tj_q1,0.7,0.0,1.4976063931724658e-21,0.0
nominal_tj_q1,0.7,0.0,3.1980183109890652e-21,0.0
nominal_tj_q1,0.7,0.0,6.736571747499449e-21,0.0
nominal_tj_q1,0.7,0.0,1.4003289815875375e-20,0.0
nominal_tj_q1,0.7,0.0,2.873473347587501e-20,0.0
nominal_tj_q1,0.7,0.0,5.82260984398351e-20,0.0
nominal_tj_q1,0.7,0.0,1.1654777075454637e-19,0.0
nominal_tj_q1,0.7,0.0,2.3051726542494674e-19,0.0
nominal_tj_q1,0.7,0.0,4.506598908583904e-19,0.0
nominal_tj_q1,0.7,0.0,8.711011290946185e-19,0.0
nominal_tj_q1,0.7,0.0,1.665276773973032e-18,0.0
nominal_tj_q1,0.7,0.0,3.1493598368515126e-18,0.0
nominal_tj_q1,0.7,0.0,5.893754403666466e-18,0.0
nominal_tj_q1,0.7,0.0,1.0917111858782042e-17,0.0
nominal_tj_q1,0.7,0.0,2.0020637790760293e-17,0.0
nominal_tj_q1,0.7,0.0,3.6358623615033765e-17,0.0
nominal_tj_q1,0.7,0.0,6.540304061128276e-17,0.0
nominal_tj_q1,0.7,0.0,1.1655953478367494e-16,0.0
nominal_tj_q1,0.7,0.0,2.0585068709880332e-16,0.0
nominal_tj_q1,0.7000000000000002,0.0,3.6033280422209866e-16,0.0
nominal_tj_q1,0.7000000000000002,0.0,6.253047171271105e-16,0.0
nominal_tj_q1,0.7000000000000002,0.0,1.07597638759805e-15,0.0
nominal_tj_q1,0.7000000000000002,0.0,1.836204196731342e-15,0.0
nominal_tj_q1,0.7000000000000002,0.0,3.108335815022711e-15,0.0
nominal_tj_q1,0.7000000000000001,0.0,5.220386843403907e-15,0.0
nominal_tj_q1,0.7000000000000002,0.0,8.70005415596929e-15,0.0
nominal_tj_q1,0.7000000000000002,0.0,1.4389979989141844e-14,0.0
nominal_tj_q1,0.7000000000000002,0.0,2.3625970157485294e-14,0.0
nominal_tj_q1,0.7000000000000002,0.0,3.851061863899627e-14,0.0
nominal_tj_q1,0.7000000000000002,0.0,6.233053408440806e-14,0.0
nominal_tj_q1,0.7000000000000002,0.0,1.0018827015408921e-13,0.0
nominal_tj_q1,0.7000000000000002,0.0,1.5995317523629803e-13,0.0
nominal_tj_q1,0.7000000000000002,0.0,2.536829448864793e-13,0.0
nominal_tj_q1,0.7000000000000002,0.0,3.997355705199822e-13,0.0
nominal_tj_q1,0.7000000000000002,0.0,6.258877458814327e-13,0.0
nominal_tj_q1,0.7000000000000002,0.0,9.739117381827603e-13,0.0
nominal_tj_q1,0.7000000000000003,0.0,1.506253402440041e-12,0.0
nominal_tj_q1,0.7000000000000005,0.0,2.315719938486716e-12,0.0
nominal_tj_q1,0.7000000000000007,0.0,3.539454812234549e-12,0.0
nominal_tj_q1,0.7000000000000012,0.0,5.37898604378007e-12,0.0
nominal_tj_q1,0.7000000000000018,0.0,8.128832208476669e-12,0.0
nominal_tj_q1,0.7000000000000028,0.0,1.2217103528453554e-11,0.0
nominal_tj_q1,0.7000000000000044,0.0,1.826282982411509e-11,0.0
nominal_tj_q1,0.7000000000000066,0.0,2.7156496405476453e-11,0.0
nominal_tj_q1,0.7000000000000102,0.0,4.0172621621676097e-11,0.0
nominal_tj_q1,0.7000000000000157,0.0,5.912635880101991e-11,0.0
nominal_tj_q1,0.7000000000000237,0.0,8.659030065819212e-11,0.0
nominal_tj_q1,0.7000000000000358,0.0,1.2619322809853045e-10,0.0
nominal_tj_q1,0.7000000000000537,0.0,1.8302989114939694e-10,0.0
nominal_tj_q1,0.7000000000000801,0.0,2.642205657473749e-10,0.0
nominal_tj_q1,0.700000000000119,0.0,3.7967176839602836e-10,0.0
nominal_tj_q1,0.7000000000001756,0.0,5.431059828215864e-10,0.0
nominal_tj_q1,0.7000000000002582,0.0,7.734496332043115e-10,0.0
nominal_tj_q1,0.7000000000003779,0.0,1.0966961778081433e-09,0.0
nominal_tj_q1,0.7000000000005505,0.0,1.5483967854986472e-09,0.0
nominal_tj_q1,0.7000000000007985,0.0,2.1769767040962503e-09,0.0
nominal_tj_q1,0.700000000001153,0.0,3.048133753196296e-09,0.0
nominal_tj_q1,0.7000000000016577,0.0,4.250649617385572e-09,0.0
nominal_tj_q1,0.7000000000023731,0.0,5.9040387776604526e-09,0.0
nominal_tj_q1,0.7000000000033828,0.0,8.168578913878633e-09,0.0
nominal_tj_q1,0.7000000000048026,0.0,1.1258416458053417e-08,0.0
nominal_tj_q1,0.7000000000067903,0.0,1.5458629023160293e-08,0.0
nominal_tj_q1,0.7000000000095628,0.0,2.1147361610528712e-08,0.0
nominal_tj_q1,0.7000000000134142,0.0,2.8824446644457273e-08,0.0
nominal_tj_q1,0.7000000000187445,0.0,3.9148282087771676e-08,0.0
nominal_tj_q1,0.7000000000260937,0.0,5.298319292840741e-08,5.882316070727469e-24
nominal_tj_q1,0.7000000000361893,0.0,7.146005813526485e-08,7.933660188282328e-24
nominal_tj_q1,0.700000000050007,0.0,9.605367043783837e-08,0.0
nominal_tj_q1,0.7000000000688515,0.0,1.2868113705597112e-07,0.0
nominal_tj_q1,0.7000000000944617,0.0,1.7182665800731812e-07,1.9076591196411713e-23
nominal_tj_q1,0.7000000001291462,0.0,2.2869927307832488e-07,0.0
nominal_tj_q1,0.7000000001759608,0.0,3.034316941947572e-07,0.0
nominal_tj_q1,0.7000000002389358,0.0,4.0133019014763145e-07,0.0
nominal_tj_q1,0.7000000003233711,0.0,5.291877282324481e-07,0.0
nominal_tj_q1,0.7000000004362127,0.0,6.956752760605722e-07,7.723547091449094e-23
nominal_tj_q1,0.7000000005865357,0.0,9.118294128848961e-07,0.0
nominal_tj_q1,0.70000000078616,0.0,1.1916582939778612e-06,0.0
nominal_tj_q1,0.7000000010504339,0.0,1.5528926712031577e-06,0.0
nominal_tj_q1,0.7000000013992271,0.0,2.017914234170962e-06,0.0
nominal_tj_q1,0.7000000018581857,0.0,2.614900157112716e-06,0.0
nominal_tj_q1,0.7000000024603146,0.0,3.3792305993011184e-06,0.0
nominal_tj_q1,0.7000000032479679,0.0,4.355215221845384e-06,0.0
nominal_tj_q1,0.7000000042753391,0.0,5.598205793010749e-06,0.0
nominal_tj_q1,0.7000000056115786,0.0,7.177174935578264e-06,7.968264865241564e-22
nominal_tj_q1,0.7000000073446735,0.0,9.177856341206481e-06,0.0
nominal_tj_q1,0.7000000095862727,0.0,1.170655970162664e-05,0.0
nominal_tj_q1,0.7000000124776651,0.0,1.4894794599016125e-05,0.0
nominal_tj_q1,0.7000000161971682,0.0,1.890486212923027e-05,0.0
nominal_tj_q1,0.7000000209692355,0.0,2.3936601636578514e-05,0.0
nominal_tj_q1,0.7000000270756519,0.0,3.023551322334221e-05,0.0
nominal_tj_q1,0.7000000348692583,0.0,3.8102515346098026e-05,0.0
nominal_tj_q1,0.7000000447907344,0.0,4.790564159673317e-05,0.0
nominal_tj_q1,0.7000000573890639,0.0,6.009403255868022e-05,6.67177785892206e-21
nominal_tj_q1,0.7000000733464287,0.0,7.521463840583587e-05,0.0
nominal_tj_q1,0.7000000935084071,0.0,9.393211676917311e-05,1.0428559878891478e-20
nominal_tj_q1,0.7000001189205154,0.0,0.00011705248956148215,0.0
nominal_tj_q1,0.7000001508723079,0.0,0.00014555121329541153,0.0
nominal_tj_q1,0.7000001909504624,0.0,0.00018060642148374538,2.0051340752640968e-20
nominal_tj_q1,0.7000002411025187,0.0,0.00022363821667699616,4.965765946818217e-20
nominal_tj_q1,0.7000003037132103,0.0,0.0002763550254654515,9.204471367278476e-20
nominal_tj_q1,0.7000003816956439,0.0,0.00034080818445219414,2.270238560157141e-19
nominal_tj_q1,0.7000004785999363,0.0,0.0004194561011189483,5.122588034099303e-19
nominal_tj_q1,0.7000005987423195,0.0,0.0005152395332342452,1.1440615859875578e-18
nominal_tj_q1,0.7000007473581786,0.0,0.0006316697568396506,2.5246595088099245e-18
nominal_tj_q1,0.7000009307829957,0.0,0.0007729316490357029,5.492009684613979e-18
nominal_tj_q1,0.7000011566657397,0.0,0.0009440040012351073,1.2052632241359299e-17
nominal_tj_q1,0.7000014342198758,0.0,0.0011507997050669676,2.631947318352265e-17
nominal_tj_q1,0.7000017745178696,0.0,0.0014003288208910517,5.674572141348195e-17
nominal_tj_q1,0.7000021908358338,0.0,0.0017008879525180248,1.2198837688067986e-16
nominal_tj_q1,0.7000026990558161,0.0,0.0020622798162842166,2.5963956669834376e-16
nominal_tj_q1,0.7000033181341552,0.0,0.002496067413642649,5.495272771554552e-16
nominal_tj_q1,0.7000040706453445,0.0,0.0030158677999909643,1.155493454005097e-15
nominal_tj_q1,0.7000049834119363,0.0,0.003637691095235627,2.411880830695164e-15
nominal_tj_q1,0.7000060882321943,0.0,0.004380331110915551,5.003203015124876e-15
nominal_tj_q1,0.7000074227184712,0.0,0.005265814782619759,1.0308070646762128e-14
nominal_tj_q1,0.7000090312606176,0.0,0.006319918503769784,2.1103584306571945e-14
nominal_tj_q1,0.7000109661301595,0.0,0.007572760467327346,4.293181815671019e-14
nominal_tj_q1,0.7000132887424578,0.0,0.009059479246348078,8.678682508843391e-14
nominal_tj_q1,0.700016071095625,0.0,0.010821010094374904,1.743589337413163e-13
nominal_tj_q1,0.7000193974065673,0.0,0.01290497183556409,3.481614747629114e-13
nominal_tj_q1,0.7000233659661685,0.0,0.015366678756722978,6.910229089627237e-13
nominal_tj_q1,0.7000280912372873,0.0,0.018270293625336873,1.3633856832083118e-12
nominal_tj_q1,0.7000337062209013,0.0,0.021690139857331963,2.674173499747898e-12
nominal_tj_q1,0.7000403651173708,0.0,0.025712192966126875,5.214820938545542e-12
nominal_tj_q1,0.7000482463113702,0.0,0.030435773773585258,3.1864438497224313e-15
nominal_tj_q1,0.7000575557105342,0.0,0.035975468398221466,7.221295435399785e-15
nominal_tj_q1,0.7000685304692191,0.0,0.04246330308341618,1.6278732311813235e-14
nominal_tj_q1,0.7000814431299703,0.0,0.05005120488393748,3.643593764748509e-14
nominal_tj_q1,0.7000966062162268,0.0,0.05891378301974793,8.100711242915241e-14
nominal_tj_q1,0.7001143773104446,0.0,0.06925146954801828,1.7887965447864254e-13
nominal_tj_q1,0.7001351646520882,0.0,0.08129406246762777,3.9239966319849635e-13
nominal_tj_q1,0.7001594332897396,0.0,0.09530471930620035,8.55205233073782e-13
nominal_tj_q1,0.7001877118208074,0.0,0.11158445476759,1.8518125143236657e-12
nominal_tj_q1,0.7002205997508557,0.0,0.130477202214242,3.984268702085463e-12
nominal_tj_q1,0.7002587755022819,0.0,0.15237550571971614,8.518358535477808e-12
nominal_tj_q1,0.7003030050987851,0.0,0.17772691726363568,1.8098916594036272e-11
nominal_tj_q1,0.7003541515476,0.0,0.20704118248517,3.821800977506991e-11
nominal_tj_q1,0.7004131849356169,0.0,0.24089830841486443,8.02110235584552e-11
