parameter_id,mechanism_mode,G0_nm,T1_C,rho_switch,growth_tolerance,map_type,T2_min_searched_C,T2_max_searched_C,T2_cap_C,extension_model_extrapolative,boundary_status,n_success,T_lower_density_C,T_first_success_C,T_last_success_C,T_upper_growth_C,window_width_C,lower_bracketed,upper_bracketed
mech_009,persistent_tj_multihit_q1,100.0,1250.0,0.85,0.05,practical,900.0,1245.0,1550.0,True,LOWER_BOUND_RIGHT_CENSORED,0,,,,,,,
mech_009,persistent_tj_multihit_q1,100.0,1250.0,0.85,0.1,practical,900.0,1245.0,1550.0,True,LOWER_BOUND_RIGHT_CENSORED,0,,,,,,,
mech_009,persistent_tj_multihit_q1,150.0,1250.0,0.75,0.05,practical,900.0,1225.0,1550.0,True,LOWER_BOUND_RIGHT_CENSORED,0,,,,,,,
mech_009,persistent_tj_multihit_q1,150.0,1250.0,0.75,0.1,practical,900.0,1225.0,1550.0,True,LOWER_BOUND_RIGHT_CENSORED,0,,,,,,,
mech_009,persistent_tj_multihit_q1,150.0,1250.0,0.8,0.05,practical,900.0,1225.0,1550.0,True,LOWER_BOUND_RIGHT_CENSORED,0,,,,,,,
mech_009,persistent_tj_multihit_q1,150.0,1250.0,0.8,0.1,practical,900.0,1225.0,1550.0,True,LOWER_BOUND_RIGHT_CENSORED,0,,,,,,,
mech_009,persistent_tj_multihit_q1,150.0,1250.0,0.85,0.05,practical,900.0,1245.0,1550.0,True,LOWER_BOUND_RIGHT_CENSORED,0,,,,,,,
mech_009,persistent_tj_multihit_q1,150.0,1250.0,0.85,0.1,practical,900.0,1245.0,1550.0,True,LOWER_BOUND_RIGHT_CENSORED,0,,,,,,,
mech_009,persistent_tj_multihit_q1,150.0,1300.0,0.75,0.05,practical,900.0,1275.0,1550.0,True,UPPER_BOUND_RIGHT_CENSORED,2,1270.0,1270.0,1275.0,nan,5.0,True,False
mech_009,persistent_tj_multihit_q1,150.0,1300.0,0.75,0.1,practical,900.0,1275.0,1550.0,True,UPPER_BOUND_RIGHT_CENSORED,2,1270.0,1270.0,1275.0,nan,5.0,True,False
mech_009,persistent_tj_multihit_q1,150.0,1300.0,0.8,0.05,practical,900.0,1275.0,1550.0,True,UPPER_BOUND_RIGHT_CENSORED,2,1270.0,1270.0,1275.0,nan,5.0,True,False
mech_009,persistent_tj_multihit_q1,150.0,1300.0,0.8,0.1,practical,900.0,1275.0,1550.0,True,UPPER_BOUND_RIGHT_CENSORED,2,1270.0,1270.0,1275.0,nan,5.0,True,False
mech_009,persistent_tj_multihit_q1,150.0,1300.0,0.85,0.05,practical,900.0,1275.0,1550.0,True,UPPER_BOUND_RIGHT_CENSORED,2,1250.0,1250.0,1275.0,nan,25.0,True,False
mech_009,persistent_tj_multihit_q1,150.0,1300.0,0.85,0.1,practical,900.0,1275.0,1550.0,True,UPPER_BOUND_RIGHT_CENSORED,2,1250.0,1250.0,1275.0,nan,25.0,True,False
mech_009,persistent_tj_multihit_q1,225.0,1250.0,0.75,0.05,practical,900.0,1225.0,1550.0,True,LOWER_BOUND_RIGHT_CENSORED,0,,,,,,,
mech_009,persistent_tj_multihit_q1,225.0,1250.0,0.75,0.1,practical,900.0,1225.0,1550.0,True,LOWER_BOUND_RIGHT_CENSORED,0,,,,,,,
mech_009,persistent_tj_multihit_q1,225.0,1250.0,0.8,0.05,practical,900.0,1225.0,1550.0,True,LOWER_BOUND_RIGHT_CENSORED,0,,,,,,,
mech_009,persistent_tj_multihit_q1,225.0,1250.0,0.8,0.1,practical,900.0,1225.0,1550.0,True,LOWER_BOUND_RIGHT_CENSORED,0,,,,,,,
mech_009,persistent_tj_multihit_q1,225.0,1250.0,0.85,0.05,practical,900.0,1245.0,1550.0,True,UPPER_BOUND_RIGHT_CENSORED,1,1245.0,1245.0,1245.0,nan,0.0,True,False
mech_009,persistent_tj_multihit_q1,225.0,1250.0,0.85,0.1,practical,900.0,1245.0,1550.0,True,UPPER_BOUND_RIGHT_CENSORED,1,1245.0,1245.0,1245.0,nan,0.0,True,False
mech_009,persistent_tj_multihit_q1,225.0,1300.0,0.75,0.05,practical,900.0,1275.0,1550.0,True,UPPER_BOUND_RIGHT_CENSORED,2,1270.0,1270.0,1275.0,nan,5.0,True,False
mech_009,persistent_tj_multihit_q1,225.0,1300.0,0.75,0.1,practical,900.0,1275.0,1550.0,True,UPPER_BOUND_RIGHT_CENSORED,2,1270.0,1270.0,1275.0,nan,5.0,True,False
mech_009,persistent_tj_multihit_q1,225.0,1300.0,0.8,0.05,practical,900.0,1275.0,1550.0,True,UPPER_BOUND_RIGHT_CENSORED,3,1260.0,1260.0,1275.0,nan,15.0,True,False
mech_009,persistent_tj_multihit_q1,225.0,1300.0,0.8,0.1,practical,900.0,1275.0,1550.0,True,UPPER_BOUND_RIGHT_CENSORED,3,1260.0,1260.0,1275.0,nan,15.0,True,False
mech_009,persistent_tj_multihit_q1,225.0,1300.0,0.85,0.05,practical,900.0,1275.0,1550.0,True,UPPER_BOUND_RIGHT_CENSORED,3,1245.0,1245.0,1275.0,nan,30.0,True,False
mech_009,persistent_tj_multihit_q1,225.0,1300.0,0.85,0.1,practical,900.0,1275.0,1550.0,True,UPPER_BOUND_RIGHT_CENSORED,3,1245.0,1245.0,1275.0,nan,30.0,True,False
mech_009,persistent_tj_multihit_q1,300.0,1250.0,0.75,0.05,practical,900.0,1225.0,1550.0,True,LOWER_BOUND_RIGHT_CENSORED,0,,,,,,,
mech_009,persistent_tj_multihit_q1,300.0,1250.0,0.75,0.1,practical,900.0,1225.0,1550.0,True,LOWER_BOUND_RIGHT_CENSORED,0,,,,,,,
mech_009,persistent_tj_multihit_q1,300.0,1250.0,0.8,0.05,practical,900.0,1245.0,1550.0,True,LOWER_BOUND_RIGHT_CENSORED,0,,,,,,,
mech_009,persistent_tj_multihit_q1,300.0,1250.0,0.8,0.1,practical,900.0,1245.0,1550.0,True,LOWER_BOUND_RIGHT_CENSORED,0,,,,,,,
mech_009,persistent_tj_multihit_q1,300.0,1250.0,0.85,0.05,practical,900.0,1245.0,1550.0,True,UPPER_BOUND_RIGHT_CENSORED,2,1235.0,1235.0,1245.0,nan,10.0,True,False
mech_009,persistent_tj_multihit_q1,300.0,1250.0,0.85,0.1,practical,900.0,1245.0,1550.0,True,UPPER_BOUND_RIGHT_CENSORED,2,1235.0,1235.0,1245.0,nan,10.0,True,False
mech_009,persistent_tj_multihit_q1,300.0,1300.0,0.75,0.05,practical,900.0,1275.0,1550.0,True,UPPER_BOUND_RIGHT_CENSORED,3,1260.0,1260.0,1275.0,nan,15.0,True,False
mech_009,persistent_tj_multihit_q1,300.0,1300.0,0.75,0.1,practical,900.0,1275.0,1550.0,True,UPPER_BOUND_RIGHT_CENSORED,3,1260.0,1260.0,1275.0,nan,15.0,True,False
mech_009,persistent_tj_multihit_q1,300.0,1300.0,0.8,0.05,practical,900.0,1275.0,1550.0,True,UPPER_BOUND_RIGHT_CENSORED,2,1250.0,1250.0,1275.0,nan,25.0,True,False
mech_009,persistent_tj_multihit_q1,300.0,1300.0,0.8,0.1,practical,900.0,1275.0,1550.0,True,UPPER_BOUND_RIGHT_CENSORED,2,1250.0,1250.0,1275.0,nan,25.0,True,False
mech_009,persistent_tj_multihit_q1,300.0,1300.0,0.85,0.05,practical,900.0,1275.0,1550.0,True,UPPER_BOUND_RIGHT_CENSORED,4,1235.0,1235.0,1275.0,nan,40.0,True,False
mech_009,persistent_tj_multihit_q1,300.0,1300.0,0.85,0.1,practical,900.0,1275.0,1550.0,True,UPPER_BOUND_RIGHT_CENSORED,4,1235.0,1235.0,1275.0,nan,40.0,True,False
mech_009,persistent_tj_multihit_q1,300.0,1350.0,0.75,0.05,practical,900.0,1325.0,1550.0,True,UPPER_BOUND_RIGHT_CENSORED,5,1260.0,1260.0,1325.0,nan,65.0,True,False
mech_009,persistent_tj_multihit_q1,300.0,1350.0,0.75,0.1,practical,900.0,1325.0,1550.0,True,UPPER_BOUND_RIGHT_CENSORED,5,1260.0,1260.0,1325.0,nan,65.0,True,False
mech_009,persistent_tj_multihit_q1,300.0,1350.0,0.8,0.05,practical,900.0,1325.0,1550.0,True,UPPER_BOUND_RIGHT_CENSORED,4,1250.0,1250.0,1325.0,nan,75.0,True,False
mech_009,persistent_tj_multihit_q1,300.0,1350.0,0.8,0.1,practical,900.0,1325.0,1550.0,True,UPPER_BOUND_RIGHT_CENSORED,4,1250.0,1250.0,1325.0,nan,75.0,True,False
mech_009,persistent_tj_multihit_q1,300.0,1350.0,0.85,0.05,practical,900.0,1325.0,1550.0,True,UPPER_BOUND_RIGHT_CENSORED,6,1235.0,1235.0,1325.0,nan,90.0,True,False
mech_009,persistent_tj_multihit_q1,300.0,1350.0,0.85,0.1,practical,900.0,1325.0,1550.0,True,UPPER_BOUND_RIGHT_CENSORED,6,1235.0,1235.0,1325.0,nan,90.0,True,False
mech_009,persistent_tj_multihit_q1,450.0,1250.0,0.75,0.05,practical,900.0,1225.0,1550.0,True,LOWER_BOUND_RIGHT_CENSORED,0,,,,,,,
mech_009,persistent_tj_multihit_q1,450.0,1250.0,0.75,0.1,practical,900.0,1225.0,1550.0,True,LOWER_BOUND_RIGHT_CENSORED,0,,,,,,,
mech_009,persistent_tj_multihit_q1,450.0,1250.0,0.8,0.05,practical,900.0,1245.0,1550.0,True,UPPER_BOUND_RIGHT_CENSORED,1,1245.0,1245.0,1245.0,nan,0.0,True,False
mech_009,persistent_tj_multihit_q1,450.0,1250.0,0.8,0.1,practical,900.0,1245.0,1550.0,True,UPPER_BOUND_RIGHT_CENSORED,1,1245.0,1245.0,1245.0,nan,0.0,True,False
mech_009,persistent_tj_multihit_q1,450.0,1250.0,0.85,0.05,practical,900.0,1245.0,1550.0,True,UPPER_BOUND_RIGHT_CENSORED,2,1235.0,1235.0,1245.0,nan,10.0,True,False
mech_009,persistent_tj_multihit_q1,450.0,1250.0,0.85,0.1,practical,900.0,1245.0,1550.0,True,UPPER_BOUND_RIGHT_CENSORED,2,1235.0,1235.0,1245.0,nan,10.0,True,False
mech_009,persistent_tj_multihit_q1,450.0,1300.0,0.75,0.05,practical,900.0,1275.0,1550.0,True,UPPER_BOUND_RIGHT_CENSORED,3,1260.0,1260.0,1275.0,nan,15.0,True,False
mech_009,persistent_tj_multihit_q1,450.0,1300.0,0.75,0.1,practical,900.0,1275.0,1550.0,True,UPPER_BOUND_RIGHT_CENSORED,3,1260.0,1260.0,1275.0,nan,15.0,True,False
mech_009,persistent_tj_multihit_q1,450.0,1300.0,0.8,0.05,practical,900.0,1275.0,1550.0,True,UPPER_BOUND_RIGHT_CENSORED,3,1245.0,1245.0,1275.0,nan,30.0,True,False
mech_009,persistent_tj_multihit_q1,450.0,1300.0,0.8,0.1,practical,900.0,1275.0,1550.0,True,UPPER_BOUND_RIGHT_CENSORED,3,1245.0,1245.0,1275.0,nan,30.0,True,False
mech_009,persistent_tj_multihit_q1,450.0,1300.0,0.85,0.05,practical,900.0,1275.0,1550.0,True,UPPER_BOUND_RIGHT_CENSORED,4,1235.0,1235.0,1275.0,nan,40.0,True,False
mech_009,persistent_tj_multihit_q1,450.0,1300.0,0.85,0.1,practical,900.0,1275.0,1550.0,True,UPPER_BOUND_RIGHT_CENSORED,4,1235.0,1235.0,1275.0,nan,40.0,True,False
mech_009,persistent_tj_multihit_q1,450.0,1350.0,0.75,0.05,practical,900.0,1325.0,1550.0,True,UPPER_BOUND_RIGHT_CENSORED,5,1260.0,1260.0,1325.0,nan,65.0,True,False
mech_009,persistent_tj_multihit_q1,450.0,1350.0,0.75,0.1,practical,900.0,1325.0,1550.0,True,UPPER_BOUND_RIGHT_CENSORED,5,1260.0,1260.0,1325.0,nan,65.0,True,False
mech_009,persistent_tj_multihit_q1,450.0,1350.0,0.8,0.05,practical,900.0,1325.0,1550.0,True,UPPER_BOUND_RIGHT_CENSORED,5,1245.0,1245.0,1325.0,nan,80.0,True,False
mech_009,persistent_tj_multihit_q1,450.0,1350.0,0.8,0.1,practical,900.0,1325.0,1550.0,True,UPPER_BOUND_RIGHT_CENSORED,5,1245.0,1245.0,1325.0,nan,80.0,True,False
mech_009,persistent_tj_multihit_q1,450.0,1350.0,0.85,0.05,practical,900.0,1325.0,1550.0,True,UPPER_BOUND_RIGHT_CENSORED,6,1235.0,1235.0,1325.0,nan,90.0,True,False
mech_009,persistent_tj_multihit_q1,450.0,1350.0,0.85,0.1,practical,900.0,1325.0,1550.0,True,UPPER_BOUND_RIGHT_CENSORED,6,1235.0,1235.0,1325.0,nan,90.0,True,False
mech_009,persistent_tj_multihit_q1,600.0,1250.0,0.75,0.05,practical,900.0,1245.0,1550.0,True,LOWER_BOUND_RIGHT_CENSORED,0,,,,,,,
mech_009,persistent_tj_multihit_q1,600.0,1250.0,0.75,0.1,practical,900.0,1245.0,1550.0,True,LOWER_BOUND_RIGHT_CENSORED,0,,,,,,,
mech_009,persistent_tj_multihit_q1,600.0,1250.0,0.8,0.05,practical,900.0,1245.0,1550.0,True,UPPER_BOUND_RIGHT_CENSORED,1,1245.0,1245.0,1245.0,nan,0.0,True,False
mech_009,persistent_tj_multihit_q1,600.0,1250.0,0.8,0.1,practical,900.0,1245.0,1550.0,True,UPPER_BOUND_RIGHT_CENSORED,1,1245.0,1245.0,1245.0,nan,0.0,True,False
mech_009,persistent_tj_multihit_q1,600.0,1250.0,0.85,0.05,practical,900.0,1225.0,1550.0,True,UPPER_BOUND_RIGHT_CENSORED,1,1225.0,1225.0,1225.0,nan,0.0,True,False
mech_009,persistent_tj_multihit_q1,600.0,1250.0,0.85,0.1,practical,900.0,1225.0,1550.0,True,UPPER_BOUND_RIGHT_CENSORED,1,1225.0,1225.0,1225.0,nan,0.0,True,False
mech_009,persistent_tj_multihit_q1,600.0,1300.0,0.75,0.05,practical,900.0,1275.0,1550.0,True,UPPER_BOUND_RIGHT_CENSORED,2,1250.0,1250.0,1275.0,nan,25.0,True,False
mech_009,persistent_tj_multihit_q1,600.0,1300.0,0.75,0.1,practical,900.0,1275.0,1550.0,True,UPPER_BOUND_RIGHT_CENSORED,2,1250.0,1250.0,1275.0,nan,25.0,True,False
mech_009,persistent_tj_multihit_q1,600.0,1300.0,0.8,0.05,practical,900.0,1275.0,1550.0,True,UPPER_BOUND_RIGHT_CENSORED,3,1245.0,1245.0,1275.0,nan,30.0,True,False
mech_009,persistent_tj_multihit_q1,600.0,1300.0,0.8,0.1,practical,900.0,1275.0,1550.0,True,UPPER_BOUND_RIGHT_CENSORED,3,1245.0,1245.0,1275.0,nan,30.0,True,False
mech_009,persistent_tj_multihit_q1,600.0,1300.0,0.85,0.05,practical,900.0,1275.0,1550.0,True,UPPER_BOUND_RIGHT_CENSORED,3,1225.0,1225.0,1275.0,nan,50.0,True,False
mech_009,persistent_tj_multihit_q1,600.0,1300.0,0.85,0.1,practical,900.0,1275.0,1550.0,True,UPPER_BOUND_RIGHT_CENSORED,3,1225.0,1225.0,1275.0,nan,50.0,True,False
mech_009,persistent_tj_multihit_q1,600.0,1350.0,0.75,0.05,practical,900.0,1325.0,1550.0,True,UPPER_BOUND_RIGHT_CENSORED,4,1250.0,1250.0,1325.0,nan,75.0,True,False
mech_009,persistent_tj_multihit_q1,600.0,1350.0,0.75,0.1,practical,900.0,1325.0,1550.0,True,UPPER_BOUND_RIGHT_CENSORED,4,1250.0,1250.0,1325.0,nan,75.0,True,False
mech_009,persistent_tj_multihit_q1,600.0,1350.0,0.8,0.05,practical,900.0,1325.0,1550.0,True,UPPER_BOUND_RIGHT_CENSORED,5,1245.0,1245.0,1325.0,nan,80.0,True,False
mech_009,persistent_tj_multihit_q1,600.0,1350.0,0.8,0.1,practical,900.0,1325.0,1550.0,True,UPPER_BOUND_RIGHT_CENSORED,5,1245.0,1245.0,1325.0,nan,80.0,True,False
mech_009,persistent_tj_multihit_q1,600.0,1350.0,0.85,0.05,practical,900.0,1325.0,1550.0,True,UPPER_BOUND_RIGHT_CENSORED,5,1225.0,1225.0,1325.0,nan,100.0,True,False
mech_009,persistent_tj_multihit_q1,600.0,1350.0,0.85,0.1,practical,900.0,1325.0,1550.0,True,UPPER_BOUND_RIGHT_CENSORED,5,1225.0,1225.0,1325.0,nan,100.0,True,False
mech_019,persistent_tj_multihit_q1,50.0,1250.0,0.75,0.05,kinetic,900.0,1300.0,1550.0,True,LOWER_BOUND_RIGHT_CENSORED,0,,,,,,,
mech_019,persistent_tj_multihit_q1,50.0,1250.0,0.75,0.05,practical,900.0,1245.0,1550.0,True,LOWER_BOUND_RIGHT_CENSORED,0,,,,,,,
mech_019,persistent_tj_multihit_q1,50.0,1250.0,0.75,0.1,kinetic,900.0,1300.0,1550.0,True,LOWER_BOUND_RIGHT_CENSORED,0,,,,,,,
mech_019,persistent_tj_multihit_q1,50.0,1250.0,0.75,0.1,practical,900.0,1245.0,1550.0,True,LOWER_BOUND_RIGHT_CENSORED,0,,,,,,,
mech_019,persistent_tj_multihit_q1,50.0,1250.0,0.8,0.05,practical,900.0,1245.0,1550.0,True,LOWER_BOUND_RIGHT_CENSORED,0,,,,,,,
mech_019,persistent_tj_multihit_q1,50.0,1250.0,0.8,0.1,practical,900.0,1245.0,1550.0,True,LOWER_BOUND_RIGHT_CENSORED,0,,,,,,,
mech_019,persistent_tj_multihit_q1,50.0,1250.0,0.85,0.05,practical,900.0,1245.0,1550.0,True,LOWER_BOUND_RIGHT_CENSORED,0,,,,,,,
mech_019,persistent_tj_multihit_q1,50.0,1250.0,0.85,0.1,practical,900.0,1245.0,1550.0,True,LOWER_BOUND_RIGHT_CENSORED,0,,,,,,,
mech_019,persistent_tj_multihit_q1,50.0,1300.0,0.75,0.05,practical,900.0,1295.0,1550.0,True,LOWER_BOUND_RIGHT_CENSORED,0,,,,,,,
mech_019,persistent_tj_multihit_q1,50.0,1300.0,0.75,0.1,practical,900.0,1295.0,1550.0,True,LOWER_BOUND_RIGHT_CENSORED,0,,,,,,,
mech_019,persistent_tj_multihit_q1,75.0,1250.0,0.75,0.05,practical,900.0,1225.0,1550.0,True,LOWER_BOUND_RIGHT_CENSORED,0,,,,,,,
mech_019,persistent_tj_multihit_q1,75.0,1250.0,0.75,0.1,practical,900.0,1225.0,1550.0,True,LOWER_BOUND_RIGHT_CENSORED,0,,,,,,,
mech_019,persistent_tj_multihit_q1,75.0,1250.0,0.8,0.05,practical,900.0,1225.0,1550.0,True,LOWER_BOUND_RIGHT_CENSORED,0,,,,,,,
mech_019,persistent_tj_multihit_q1,75.0,1250.0,0.8,0.1,practical,900.0,1225.0,1550.0,True,LOWER_BOUND_RIGHT_CENSORED,0,,,,,,,
mech_019,persistent_tj_multihit_q1,75.0,1250.0,0.85,0.05,practical,900.0,1225.0,1550.0,True,LOWER_BOUND_RIGHT_CENSORED,0,,,,,,,
mech_019,persistent_tj_multihit_q1,75.0,1250.0,0.85,0.1,practical,900.0,1225.0,1550.0,True,LOWER_BOUND_RIGHT_CENSORED,0,,,,,,,
mech_019,persistent_tj_multihit_q1,100.0,1250.0,0.75,0.05,practical,900.0,1225.0,1550.0,True,LOWER_BOUND_RIGHT_CENSORED,0,,,,,,,
mech_019,persistent_tj_multihit_q1,100.0,1250.0,0.75,0.1,practical,900.0,1225.0,1550.0,True,LOWER_BOUND_RIGHT_CENSORED,0,,,,,,,
mech_019,persistent_tj_multihit_q1,100.0,1250.0,0.8,0.05,practical,900.0,1225.0,1550.0,True,LOWER_BOUND_RIGHT_CENSORED,0,,,,,,,
mech_019,persistent_tj_multihit_q1,100.0,1250.0,0.8,0.1,practical,900.0,1225.0,1550.0,True,LOWER_BOUND_RIGHT_CENSORED,0,,,,,,,
mech_019,persistent_tj_multihit_q1,100.0,1250.0,0.85,0.05,practical,900.0,1225.0,1550.0,True,LOWER_BOUND_RIGHT_CENSORED,0,,,,,,,
mech_019,persistent_tj_multihit_q1,100.0,1250.0,0.85,0.1,practical,900.0,1225.0,1550.0,True,LOWER_BOUND_RIGHT_CENSORED,0,,,,,,,
mech_019,persistent_tj_multihit_q1,150.0,1250.0,0.75,0.05,practical,900.0,1225.0,1550.0,True,LOWER_BOUND_RIGHT_CENSORED,0,,,,,,,
mech_019,persistent_tj_multihit_q1,150.0,1250.0,0.75,0.1,practical,900.0,1225.0,1550.0,True,LOWER_BOUND_RIGHT_CENSORED,0,,,,,,,
mech_019,persistent_tj_multihit_q1,150.0,1250.0,0.8,0.05,practical,900.0,1225.0,1550.0,True,LOWER_BOUND_RIGHT_CENSORED,0,,,,,,,
mech_019,persistent_tj_multihit_q1,150.0,1250.0,0.8,0.1,practical,900.0,1225.0,1550.0,True,LOWER_BOUND_RIGHT_CENSORED,0,,,,,,,
mech_019,persistent_tj_multihit_q1,150.0,1250.0,0.85,0.05,practical,900.0,1245.0,1550.0,True,LOWER_BOUND_RIGHT_CENSORED,0,,,,,,,
mech_019,persistent_tj_multihit_q1,150.0,1250.0,0.85,0.1,practical,900.0,1245.0,1550.0,True,LOWER_BOUND_RIGHT_CENSORED,0,,,,,,,
mech_019,persistent_tj_multihit_q1,150.0,1300.0,0.75,0.05,practical,900.0,1275.0,1550.0,True,UPPER_BOUND_RIGHT_CENSORED,2,1270.0,1270.0,1275.0,nan,5.0,True,False
mech_019,persistent_tj_multihit_q1,150.0,1300.0,0.75,0.1,practical,900.0,1275.0,1550.0,True,UPPER_BOUND_RIGHT_CENSORED,2,1270.0,1270.0,1275.0,nan,5.0,True,False
mech_019,persistent_tj_multihit_q1,150.0,1300.0,0.8,0.05,practical,900.0,1275.0,1550.0,True,UPPER_BOUND_RIGHT_CENSORED,2,1270.0,1270.0,1275.0,nan,5.0,True,False
mech_019,persistent_tj_multihit_q1,150.0,1300.0,0.8,0.1,practical,900.0,1275.0,1550.0,True,UPPER_BOUND_RIGHT_CENSORED,2,1270.0,1270.0,1275.0,nan,5.0,True,False
mech_019,persistent_tj_multihit_q1,150.0,1300.0,0.85,0.05,practical,900.0,1275.0,1550.0,True,UPPER_BOUND_RIGHT_CENSORED,2,1250.0,1250.0,1275.0,nan,25.0,True,False
mech_019,persistent_tj_multihit_q1,150.0,1300.0,0.85,0.1,practical,900.0,1275.0,1550.0,True,UPPER_BOUND_RIGHT_CENSORED,2,1250.0,1250.0,1275.0,nan,25.0,True,False
mech_019,persistent_tj_multihit_q1,225.0,1250.0,0.75,0.05,practical,900.0,1225.0,1550.0,True,LOWER_BOUND_RIGHT_CENSORED,0,,,,,,,
mech_019,persistent_tj_multihit_q1,225.0,1250.0,0.75,0.1,practical,900.0,1225.0,1550.0,True,LOWER_BOUND_RIGHT_CENSORED,0,,,,,,,
mech_019,persistent_tj_multihit_q1,225.0,1250.0,0.8,0.05,practical,900.0,1225.0,1550.0,True,LOWER_BOUND_RIGHT_CENSORED,0,,,,,,,
mech_019,persistent_tj_multihit_q1,225.0,1250.0,0.8,0.1,practical,900.0,1225.0,1550.0,True,LOWER_BOUND_RIGHT_CENSORED,0,,,,,,,
mech_019,persistent_tj_multihit_q1,225.0,1250.0,0.85,0.05,practical,900.0,1245.0,1550.0,True,UPPER_BOUND_RIGHT_CENSORED,1,1245.0,1245.0,1245.0,nan,0.0,True,False
mech_019,persistent_tj_multihit_q1,225.0,1250.0,0.85,0.1,practical,900.0,1245.0,1550.0,True,UPPER_BOUND_RIGHT_CENSORED,1,1245.0,1245.0,1245.0,nan,0.0,True,False
mech_019,persistent_tj_multihit_q1,225.0,1300.0,0.75,0.05,practical,900.0,1275.0,1550.0,True,UPPER_BOUND_RIGHT_CENSORED,2,1270.0,1270.0,1275.0,nan,5.0,True,False
mech_019,persistent_tj_multihit_q1,225.0,1300.0,0.75,0.1,practical,900.0,1275.0,1550.0,True,UPPER_BOUND_RIGHT_CENSORED,2,1270.0,1270.0,1275.0,nan,5.0,True,False
mech_019,persistent_tj_multihit_q1,225.0,1300.0,0.8,0.05,practical,900.0,1275.0,1550.0,True,UPPER_BOUND_RIGHT_CENSORED,3,1260.0,1260.0,1275.0,nan,15.0,True,False
mech_019,persistent_tj_multihit_q1,225.0,1300.0,0.8,0.1,practical,900.0,1275.0,1550.0,True,UPPER_BOUND_RIGHT_CENSORED,3,1260.0,1260.0,1275.0,nan,15.0,True,False
mech_019,persistent_tj_multihit_q1,225.0,1300.0,0.85,0.05,practical,900.0,1275.0,1550.0,True,UPPER_BOUND_RIGHT_CENSORED,3,1245.0,1245.0,1275.0,nan,30.0,True,False
