case_id,metric,rho,G_reference,G_fast,ratio,pct
B010,G50,0.858,264.946477681692,270.7420338008975,0.9785938074046251,-2.1874441094356936
B010,G50,0.859,266.9011913454783,272.7081380862457,0.9787063679818351,-2.175691577656126
B010,G50,0.86,268.8624572268447,274.7305729737574,0.9786404706131007,-2.1825716418122405
B010,G50,0.861,270.830647903003,276.7603103206768,0.9785747370683202,-2.1894355249622555
B010,G50,0.862,272.8057517723418,278.8969056228398,0.9781598371021898,-2.2327805813937283
B010,G50,0.863,275.7808885032036,281.0415785138363,0.9812814529492342,-1.907561484475977
B010,G50,0.864,277.77225099829826,283.244497274235,0.9806801320816532,-1.9700478562094696
B010,G50,0.865,279.7705920952085,285.5062569196853,0.9799105459671578,-2.0501314242938644
B010,G50,0.866,282.78186516379395,287.82746397510715,0.98247005778521,-1.784272413788148
B010,G50,0.867,284.7969148693012,290.157981628575,0.981523628165651,-1.8824174277779864
B010,G50,0.868,286.81974891032013,292.59973751388713,0.9802460909477314,-2.0151989622493574
B010,G50,0.869,289.8662553646033,295.10282033341633,0.9822551171727314,-1.8065452159052653
B010,G50,0.87,291.906337754404,297.6164825015071,0.9808137482873643,-1.9561564819148856
B010,G50,0.871,294.9783628312569,300.2439475676137,0.9824623118000705,-1.7850749071276695
B010,G50,0.872,298.0672599598567,302.8828586283813,0.9841007883696943,-1.615608057447556
B010,G50,0.873,300.13462021584564,305.6373417934443,0.9819959120658839,-1.8334178088623396
B010,G50,0.874,303.24833230531567,308.45645618636667,0.9831155296749429,-1.7174451847627565
B010,G50,0.875,306.3780907098419,311.3408825114862,0.9840599417538389,-1.619825944520408
B010,G50,0.876,309.52365344137513,314.2913049336466,0.9848304696393749,-1.54031895115713
B010,G50,0.877,312.68462057138515,317.30840976359605,0.9854280912514869,-1.478738923507534
B010,G50,0.878,315.8611483181232,320.39288403478463,0.9858556917382427,-1.434724004769733
B010,G50,0.879,319.05318592128367,323.5989641644031,0.9859524326511441,-1.4247713057599773
B010,G50,0.88,322.2606728371029,326.8743453291313,0.9858854860959405,-1.4316585549861718
B010,G50,0.881,325.48353910648143,330.273866494548,0.9854958933357034,-1.4717571896929045
B010,G50,0.882,328.72170572465126,333.74465546359346,0.9849497223200026,-1.528024968071183
B010,G50,0.883,333.06409948391877,337.3419667055395,0.9873188999773787,-1.2843975763972402
B010,G50,0.884,336.33770466464193,341.0123829708182,0.9862917637610352,-1.3898763776238978
B010,G50,0.885,340.7255358250373,344.7565431681315,0.9883076697948897,-1.183065816694196
B010,G50,0.886,344.0341199816684,348.6866702623532,0.9866569310573755,-1.3523514123926643
B010,G50,0.887,348.46683976639025,352.6942966177178,0.9880138213408378,-1.2131590065102271
B010,G50,0.888,352.92839082636937,356.83478214199596,0.9890526610321522,-1.1068509695351791
B010,G50,0.889,357.4146542998804,361.1094473835037,0.9897682181665565,-1.0337553424777381
B010,G50,0.89,361.92511699188026,365.5195862026579,0.9901661378857419,-0.9931527385147553
B010,G50,0.891,366.4601970184528,370.0670359460986,0.9902535525261668,-0.9842375671331576
B010,G50,0.892,371.02220495196394,374.756134027884,0.9900363763608409,-1.0063896516391866
B010,G50,0.893,375.60754723843183,379.5847551251139,0.9895222138587438,-1.058873261712532
B010,G50,0.894,381.3707272582132,384.55406017668787,0.991722014540655,-0.8347082486798643
B010,G90,0.85,250.49209256621774,256.3572662975895,0.977121094260058,-2.3414606310661483
B010,G90,0.851,251.44437876965878,257.9851846304213,0.974646583406979,-2.60129333285051
B010,G90,0.852,253.35396788670025,259.7140981297443,0.975511031981534,-2.510373252132482
B010,G90,0.853,255.27002868701004,261.4484454692058,0.9763685082498472,-2.420345550934706
B010,G90,0.854,257.1925299681983,263.2366533728348,0.9770392028344325,-2.3500384732728534
B010,G90,0.855,259.121367987445,265.0306628575393,0.9777033539954177,-2.2805123776517915
B010,G90,0.856,261.05660472178363,266.87921751405827,0.9781825919361147,-2.2304024058230496
B010,G90,0.857,262.99829336402297,268.78283178731084,0.9784787652365192,-2.199458539938635
B010,G90,0.858,264.946477681692,270.7420338008975,0.9785938074046251,-2.1874441094356936
B010,G90,0.859,266.9011913454783,272.7081380862457,0.9787063679818351,-2.175691577656126
B010,G90,0.86,268.8624572268447,274.7305729737574,0.9786404706131007,-2.1825716418122405
B010,G90,0.861,270.830647903003,276.7603103206768,0.9785747370683202,-2.1894355249622555
B010,G90,0.862,272.8057517723418,278.8969056228398,0.9781598371021898,-2.2327805813937283
B010,G90,0.863,275.7808885032036,281.0415785138363,0.9812814529492342,-1.907561484475977
B010,G90,0.864,277.77225099829826,283.244497274235,0.9806801320816532,-1.9700478562094696
B010,G90,0.865,279.7705920952085,285.5062569196853,0.9799105459671578,-2.0501314242938644
B010,G90,0.866,282.78186516379395,287.82746397510715,0.98247005778521,-1.784272413788148
B010,G90,0.867,284.7969148693012,290.157981628575,0.981523628165651,-1.8824174277779864
B010,G90,0.868,286.81974891032013,292.59973751388713,0.9802460909477314,-2.0151989622493574
B010,G90,0.869,289.8662553646033,295.10282033341633,0.9822551171727314,-1.8065452159052653
B010,G90,0.87,291.906337754404,297.6164825015071,0.9808137482873643,-1.9561564819148856
B010,G90,0.871,294.9783628312569,300.2439475676137,0.9824623118000705,-1.7850749071276695
B010,G90,0.872,298.0672599598567,302.8828586283813,0.9841007883696943,-1.615608057447556
B010,G90,0.873,300.13462021584564,305.6373417934443,0.9819959120658839,-1.8334178088623396
B010,G90,0.874,303.24833230531567,308.45645618636667,0.9831155296749429,-1.7174451847627565
B010,G90,0.875,306.3780907098419,311.3408825114862,0.9840599417538389,-1.619825944520408
B010,G90,0.876,309.52365344137513,314.2913049336466,0.9848304696393749,-1.54031895115713
B010,G90,0.877,312.68462057138515,317.30840976359605,0.9854280912514869,-1.478738923507534
B010,G90,0.878,315.8611483181232,320.39288403478463,0.9858556917382427,-1.434724004769733
B010,G90,0.879,319.05318592128367,323.5989641644031,0.9859524326511441,-1.4247713057599773
B010,G90,0.88,322.2606728371029,326.8743453291313,0.9858854860959405,-1.4316585549861718
B010,G90,0.881,325.48353910648143,330.273866494548,0.9854958933357034,-1.4717571896929045
B010,G90,0.882,328.72170572465126,333.74465546359346,0.9849497223200026,-1.528024968071183
B010,G90,0.883,333.06409948391877,337.3419667055395,0.9873188999773787,-1.2843975763972402
B010,G90,0.884,336.33770466464193,341.0123829708182,0.9862917637610352,-1.3898763776238978
B010,G90,0.885,340.7255358250373,344.7565431681315,0.9883076697948897,-1.183065816694196
B010,G90,0.886,344.0341199816684,348.6866702623532,0.9866569310573755,-1.3523514123926643
B010,G90,0.887,348.46683976639025,352.6942966177178,0.9880138213408378,-1.2131590065102271
B010,G90,0.888,352.92839082636937,356.83478214199596,0.9890526610321522,-1.1068509695351791
B010,G90,0.889,357.4146542998804,361.1094473835037,0.9897682181665565,-1.0337553424777381
B010,G90,0.89,361.92511699188026,365.5195862026579,0.9901661378857419,-0.9931527385147553
B010,G90,0.891,366.4601970184528,370.0670359460986,0.9902535525261668,-0.9842375671331576
B010,G90,0.892,371.02220495196394,374.756134027884,0.9900363763608409,-1.0063896516391866
B010,G90,0.893,375.60754723843183,379.5847551251139,0.9895222138587438,-1.058873261712532
B010,G90,0.894,381.3707272582132,384.55406017668787,0.991722014540655,-0.8347082486798643
B011,G_mean,0.85,264.67046588770864,271.3114078120419,0.9755228061440969,-2.5091359937193976
B011,G_mean,0.851,265.53670457410556,272.12447316298994,0.9757913409539664,-2.480925791201067
B011,G_mean,0.852,266.41025242941976,272.9617861246085,0.9759983483834693,-2.4591897779626604
B011,G_mean,0.853,267.2911532333966,273.82383253461563,0.9761427658040204,-2.444031245401802
B011,G_mean,0.854,268.1794431449133,274.7022794281084,0.9762548883949026,-2.4322655781153264
B011,G_mean,0.855,269.0751498737418,275.6063132103283,0.9763025626644398,-2.42726366208516
B011,G_mean,0.856,269.9782917731481,276.5364560180181,0.9762846304631795,-2.4291450256232348
B011,G_mean,0.857,270.88887684575667,277.4841668327593,0.9762318331085983,-2.4346846809652933
B011,G_mean,0.858,272.73235012820186,278.46806611709917,0.9794026077428735,-2.103056709701349
B011,G_mean,0.859,273.6651922552682,279.47047514071136,0.9792275628310281,-2.121308463674884
B011,G_mean,0.86,274.6059122869395,280.51038649405444,0.9789509604941488,-2.150162812570944
B011,G_mean,0.861,275.5553031237884,281.5792333367534,0.9786066247088585,-2.186105708972298
B011,G_mean,0.862,276.51221612675556,282.6681008183971,0.9782222165365719,-2.2262613847120627
B011,G_mean,0.863,277.4765782979114,283.7965730266359,0.977730545998766,-2.2776678188452673
B011,G_mean,0.864,279.4272680612364,284.955860784458,0.980598424233136,-1.9785444568745598
B011,G_mean,0.865,280.4164216451669,286.15644681816036,0.9799409545484014,-2.0469647031787415
B011,G_mean,0.866,281.41294633190836,287.3893908202009,0.9792043663433924,-2.1237276273863097
B011,G_mean,0.867,283.4274503074175,288.655391993957,0.981888640117109,-1.844543173524327
B011,G_mean,0.868,284.4488637266187,289.96530972829265,0.9809754966659872,-1.939345416748015
B011,G_mean,0.869,285.47777406013915,291.3099566849496,0.9799794600528606,-2.0429550580641247
B011,G_mean,0.87,287.557948319256,292.7004611674159,0.9824308003217715,-1.788339664480601
B011,G_mean,0.871,288.6122797228066,294.13795139831245,0.9812140131892629,-1.9145656868144896
B011,G_mean,0.872,290.74188315591493,295.62359062279626,0.9834867459102402,-1.67905202163923
B011,G_mean,0.873,291.82170122890074,297.1585778213164,0.9820403077994784,-1.8288141594478033
B011,G_mean,0.874,294.0020578025284,298.7332834503844,0.9841623752358285,-1.6092491607776043
B011,G_mean,0.875,295.1071942401164,300.3705777661839,0.9824770336521954,-1.7835497164412977
B011,G_mean,0.876,297.3394720375942,302.06103395900186,0.9843688480452978,-1.5879364717546345
B011,G_mean,0.877,299.6051793346711,303.8059996715107,0.9861726880266297,-1.402118730446617
B011,G_mean,0.878,300.754615102756,305.61827633194446,0.9840858299197205,-1.6171526503514182
B011,G_mean,0.879,303.0740034122823,307.4881679538346,0.9856444409847505,-1.4564642601653648
B011,G_mean,0.88,305.4282093054352,309.4405807428056,0.9870334672080217,-1.3136872479771315
B011,G_mean,0.881,306.620908575239,311.4423527276687,0.9845189836571595,-1.5724446760115962
B011,G_mean,0.882,309.02991636317745,313.53068058039474,0.9856449001772788,-1.4564169935987423
B011,G_mean,0.883,311.4748166368497,315.6959675265008,0.9866290630104524,-1.355214182394902
B011,G_mean,0.884,313.9560476202886,317.9404011219812,0.9874682377966681,-1.2690800294796216
B011,G_mean,0.885,316.47399881293546,320.27878617399944,0.988120389094403,-1.2022432728550903
B011,G_mean,0.886,319.02900203673437,322.7012677227698,0.9886202316094085,-1.151075815236551
B011,G_mean,0.887,321.6213212065909,325.22317966254127,0.98892496389806,-1.1199066164014568
B011,G_mean,0.888,324.2511399479556,327.8475924213152,0.9890301086343259,-1.1091564624682126
B011,G_mean,0.889,326.9185472021996,330.577685854147,0.9889310779023307,-1.1192814489305103
B011,G_mean,0.89,330.98960884480874,333.4167507187631,0.992720396114706,-0.7332985112207647
B011,G_mean,0.891,333.7541161262917,336.38192250861385,0.9921880273389101,-0.7873480072161215
B011,G_mean,0.892,336.5565353494368,339.4773784053681,0.9913960598209771,-0.8678610423947555
B011,G_mean,0.893,340.8313353934877,342.6932698230517,0.9945667610264846,-0.5462920325135162
B011,G_mean,0.894,343.7337693001308,346.06222762421197,0.9932715617648695,-0.6774016788696953
B011,G_mean,0.895,348.1571631381013,349.58978126098026,0.9959020022904804,-0.41148603980056475
B011,G_mean,0.896,351.1618467940843,353.28256415043506,0.9939971072123228,-0.6039145128412298
B011,G_mean,0.897,355.7383433114676,357.1461351358268,0.9960582190709586,-0.39573800542682785
B011,G_mean,0.898,360.41663719153246,361.1860491447274,0.9978697628133287,-0.21347847846049936
B011,G_mean,0.899,365.18338620197073,365.4391539078639,0.9993001086414575,-0.07003815495367076
B011,G_mean,0.9,370.03966374688275,369.8844762083366,1.0004195567765832,0.041938082251711
B011,G_mean,0.901,375.0026648827943,374.5998026567794,1.0010754469787695,0.10742916350762707
B011,G_mean,0.902,380.0557071939445,379.5353279320551,1.0013710957151862,0.13692183857243292
B011,G_mean,0.903,385.20172317737683,384.73238002426723,1.0012199211126447,0.12184347184072775
B011,G_mean,0.904,392.2231641223467,390.21955503956815,1.0051345686214401,0.5108339501726973
B011,G_mean,0.905,397.6044641650597,396.00300639336973,1.0040440545799776,0.4027766074138407
B011,G_mean,0.906,404.92928043788726,402.13483059042784,1.0069490370763372,0.6901081207161816
B011,G_mean,0.907,410.5471355514151,408.59161427660587,1.0047860044271135,0.4763207694002665
B011,G_mean,0.908,418.1875870604391,415.4628825606586,1.0065582380861249,0.6515507834494269
B011,G_mean,0.909,426.00846186165944,422.7377963990402,1.0077368654766132,0.7677465955315596
B011,G_mean,0.91,436.0472911594114,430.4537324197031,1.012994564382716,1.2827871777016333
B011,G_mean,0.911,444.28344696125123,438.6742687349391,1.0127866588630512,1.2625224425255976
B011,G_mean,0.912,454.83982700884843,447.404464039568,1.016618884179535,1.6347211760626736
B011,G_mean,0.913,463.4983210199387,456.7329497306209,1.0148125316846706,1.4596323185012845
B011,G_mean,0.914,474.58076604856603,466.71077391055337,1.016862675082622,1.6583040656155286
B011,G_mean,0.915,485.97268933545706,477.3463558693477,1.0180714346303095,1.7750654831870114
B011,G_mean,0.916,500.0313657882256,488.76484428947333,1.02305100628735,2.2531629552862675
B011,G_mean,0.917,512.081529497171,501.0439715920908,1.0220291202586627,2.1554298035155255
B011,G_mean,0.918,526.9437094035068,514.2144855800905,1.0247546970775363,2.4156705158935527
B011,G_mean,0.919,544.8362516795177,528.4092540795299,1.0310876417722905,3.015033883914602
B011,G_mean,0.92,560.6596632562344,543.7414997854747,1.0311143502517914,3.0175460407658523
B011,G_mean,0.921,579.6801889848842,560.3499740807081,1.0344966820706802,3.3346343848711655
B011,G50,0.85,264.67046588770864,271.3114078120419,0.9755228061440969,-2.5091359937193976
B011,G50,0.851,265.53670457410556,272.12447316298994,0.9757913409539664,-2.480925791201067
B011,G50,0.852,266.41025242941976,272.9617861246085,0.9759983483834693,-2.4591897779626604
B011,G50,0.853,267.2911532333966,273.82383253461563,0.9761427658040204,-2.444031245401802
B011,G50,0.854,268.1794431449133,274.7022794281084,0.9762548883949026,-2.4322655781153264
B011,G50,0.855,269.0751498737418,275.6063132103283,0.9763025626644398,-2.42726366208516
B011,G50,0.856,269.9782917731481,276.5364560180181,0.9762846304631795,-2.4291450256232348
B011,G50,0.857,270.88887684575667,277.4841668327593,0.9762318331085983,-2.4346846809652933
B011,G50,0.858,272.73235012820186,278.46806611709917,0.9794026077428735,-2.103056709701349
B011,G50,0.859,273.6651922552682,279.47047514071136,0.9792275628310281,-2.121308463674884
B011,G50,0.86,274.6059122869395,280.51038649405444,0.9789509604941488,-2.150162812570944
B011,G50,0.861,275.5553031237884,281.5792333367534,0.9786066247088585,-2.186105708972298
B011,G50,0.862,276.51221612675556,282.6681008183971,0.9782222165365719,-2.2262613847120627
B011,G50,0.863,277.4765782979114,283.7965730266359,0.977730545998766,-2.2776678188452673
B011,G50,0.864,279.4272680612364,284.955860784458,0.980598424233136,-1.9785444568745598
B011,G50,0.865,280.4164216451669,286.15644681816036,0.9799409545484014,-2.0469647031787415
B011,G50,0.866,281.41294633190836,287.3893908202009,0.9792043663433924,-2.1237276273863097
B011,G50,0.867,283.4274503074175,288.655391993957,0.981888640117109,-1.844543173524327
B011,G50,0.868,284.4488637266187,289.96530972829265,0.9809754966659872,-1.939345416748015
B011,G50,0.869,285.47777406013915,291.3099566849496,0.9799794600528606,-2.0429550580641247
B011,G50,0.87,287.557948319256,292.7004611674159,0.9824308003217715,-1.788339664480601
B011,G50,0.871,288.6122797228066,294.13795139831245,0.9812140131892629,-1.9145656868144896
B011,G50,0.872,290.74188315591493,295.62359062279626,0.9834867459102402,-1.67905202163923
B011,G50,0.873,291.82170122890074,297.1585778213164,0.9820403077994784,-1.8288141594478033
B011,G50,0.874,294.0020578025284,298.7332834503844,0.9841623752358285,-1.6092491607776043
B011,G50,0.875,295.1071942401164,300.3705777661839,0.9824770336521954,-1.7835497164412977
B011,G50,0.876,297.3394720375942,302.06103395900186,0.9843688480452978,-1.5879364717546345
B011,G50,0.877,299.6051793346711,303.8059996715107,0.9861726880266297,-1.402118730446617
B011,G50,0.878,300.754615102756,305.61827633194446,0.9840858299197205,-1.6171526503514182
B011,G50,0.879,303.0740034122823,307.4881679538346,0.9856444409847505,-1.4564642601653648
B011,G50,0.88,305.4282093054352,309.4405807428056,0.9870334672080217,-1.3136872479771315
B011,G50,0.881,306.620908575239,311.4423527276687,0.9845189836571595,-1.5724446760115962
B011,G50,0.882,309.02991636317745,313.53068058039474,0.9856449001772788,-1.4564169935987423
B011,G50,0.883,311.4748166368497,315.6959675265008,0.9866290630104524,-1.355214182394902
B011,G50,0.884,313.9560476202886,317.9404011219812,0.9874682377966681,-1.2690800294796216
B011,G50,0.885,316.47399881293546,320.27878617399944,0.988120389094403,-1.2022432728550903
B011,G50,0.886,319.02900203673437,322.7012677227698,0.9886202316094085,-1.151075815236551
B011,G50,0.887,321.6213212065909,325.22317966254127,0.98892496389806,-1.1199066164014568
B011,G50,0.888,324.2511399479556,327.8475924213152,0.9890301086343259,-1.1091564624682126
B011,G50,0.889,326.9185472021996,330.577685854147,0.9889310779023307,-1.1192814489305103
B011,G50,0.89,330.98960884480874,333.4167507187631,0.992720396114706,-0.7332985112207647
B011,G50,0.891,333.7541161262917,336.38192250861385,0.9921880273389101,-0.7873480072161215
B011,G50,0.892,336.5565353494368,339.4773784053681,0.9913960598209771,-0.8678610423947555
B011,G50,0.893,340.8313353934877,342.6932698230517,0.9945667610264846,-0.5462920325135162
B011,G50,0.894,343.7337693001308,346.06222762421197,0.9932715617648695,-0.6774016788696953
B011,G50,0.895,348.1571631381013,349.58978126098026,0.9959020022904804,-0.41148603980056475
B011,G50,0.896,351.1618467940843,353.28256415043506,0.9939971072123228,-0.6039145128412298
B011,G50,0.897,355.7383433114676,357.1461351358268,0.9960582190709586,-0.39573800542682785
B011,G50,0.898,360.41663719153246,361.1860491447274,0.9978697628133287,-0.21347847846049936
B011,G50,0.899,365.18338620197073,365.4391539078639,0.9993001086414575,-0.07003815495367076
B011,G50,0.9,370.03966374688275,369.8844762083366,1.0004195567765832,0.041938082251711
B011,G50,0.901,375.0026648827943,374.5998026567794,1.0010754469787695,0.10742916350762707
B011,G50,0.902,380.0557071939445,379.5353279320551,1.0013710957151862,0.13692183857243292
B011,G50,0.903,385.20172317737683,384.73238002426723,1.0012199211126447,0.12184347184072775
B011,G50,0.904,392.2231641223467,390.21955503956815,1.0051345686214401,0.5108339501726973
B011,G50,0.905,397.6044641650597,396.00300639336973,1.0040440545799776,0.4027766074138407
B011,G50,0.906,404.92928043788726,402.13483059042784,1.0069490370763372,0.6901081207161816
B011,G50,0.907,410.5471355514151,408.59161427660587,1.0047860044271135,0.4763207694002665
B011,G50,0.908,418.1875870604391,415.4628825606586,1.0065582380861249,0.6515507834494269
B011,G50,0.909,426.00846186165944,422.7377963990402,1.0077368654766132,0.7677465955315596
B011,G50,0.91,436.0472911594114,430.4537324197031,1.012994564382716,1.2827871777016333
B011,G50,0.911,444.28344696125123,438.6742687349391,1.0127866588630512,1.2625224425255976
B011,G50,0.912,454.83982700884843,447.404464039568,1.016618884179535,1.6347211760626736
B011,G50,0.913,463.4983210199387,456.7329497306209,1.0148125316846706,1.4596323185012845
B011,G50,0.914,474.58076604856603,466.71077391055337,1.016862675082622,1.6583040656155286
B011,G50,0.915,485.97268933545706,477.3463558693477,1.0180714346303095,1.7750654831870114
B011,G50,0.916,500.0313657882256,488.76484428947333,1.02305100628735,2.2531629552862675
B011,G50,0.917,512.081529497171,501.0439715920908,1.0220291202586627,2.1554298035155255
B011,G50,0.918,526.9437094035068,514.2144855800905,1.0247546970775363,2.4156705158935527
B011,G50,0.919,544.8362516795177,528.4092540795299,1.0310876417722905,3.015033883914602
B011,G50,0.92,560.6596632562344,543.7414997854747,1.0311143502517914,3.0175460407658523
B011,G50,0.921,579.6801889848842,560.3499740807081,1.0344966820706802,3.3346343848711655
B011,G90,0.85,264.67046588770864,271.3114078120419,0.9755228061440969,-2.5091359937193976
B011,G90,0.851,265.53670457410556,272.12447316298994,0.9757913409539664,-2.480925791201067
B011,G90,0.852,266.41025242941976,272.9617861246085,0.9759983483834693,-2.4591897779626604
B011,G90,0.853,267.2911532333966,273.82383253461563,0.9761427658040204,-2.444031245401802
B011,G90,0.854,268.1794431449133,274.7022794281084,0.9762548883949026,-2.4322655781153264
B011,G90,0.855,269.0751498737418,275.6063132103283,0.9763025626644398,-2.42726366208516
B011,G90,0.856,269.9782917731481,276.5364560180181,0.9762846304631795,-2.4291450256232348
B011,G90,0.857,270.88887684575667,277.4841668327593,0.9762318331085983,-2.4346846809652933
B011,G90,0.858,272.73235012820186,278.46806611709917,0.9794026077428735,-2.103056709701349
B011,G90,0.859,273.6651922552682,279.47047514071136,0.9792275628310281,-2.121308463674884
B011,G90,0.86,274.6059122869395,280.51038649405444,0.9789509604941488,-2.150162812570944
B011,G90,0.861,275.5553031237884,281.5792333367534,0.9786066247088585,-2.186105708972298
B011,G90,0.862,276.51221612675556,282.6681008183971,0.9782222165365719,-2.2262613847120627
B011,G90,0.863,277.4765782979114,283.7965730266359,0.977730545998766,-2.2776678188452673
B011,G90,0.864,279.4272680612364,284.955860784458,0.980598424233136,-1.9785444568745598
B011,G90,0.865,280.4164216451669,286.15644681816036,0.9799409545484014,-2.0469647031787415
B011,G90,0.866,281.41294633190836,287.3893908202009,0.9792043663433924,-2.1237276273863097
B011,G90,0.867,283.4274503074175,288.655391993957,0.981888640117109,-1.844543173524327
B011,G90,0.868,284.4488637266187,289.96530972829265,0.9809754966659872,-1.939345416748015
B011,G90,0.869,285.47777406013915,291.3099566849496,0.9799794600528606,-2.0429550580641247
B011,G90,0.87,287.557948319256,292.7004611674159,0.9824308003217715,-1.788339664480601
B011,G90,0.871,288.6122797228066,294.13795139831245,0.9812140131892629,-1.9145656868144896
B011,G90,0.872,290.74188315591493,295.62359062279626,0.9834867459102402,-1.67905202163923
B011,G90,0.873,291.82170122890074,297.1585778213164,0.9820403077994784,-1.8288141594478033
B011,G90,0.874,294.0020578025284,298.7332834503844,0.9841623752358285,-1.6092491607776043
B011,G90,0.875,295.1071942401164,300.3705777661839,0.9824770336521954,-1.7835497164412977
B011,G90,0.876,297.3394720375942,302.06103395900186,0.9843688480452978,-1.5879364717546345
B011,G90,0.877,299.6051793346711,303.8059996715107,0.9861726880266297,-1.402118730446617
B011,G90,0.878,300.754615102756,305.61827633194446,0.9840858299197205,-1.6171526503514182
B011,G90,0.879,303.0740034122823,307.4881679538346,0.9856444409847505,-1.4564642601653648
B011,G90,0.88,305.4282093054352,309.4405807428056,0.9870334672080217,-1.3136872479771315
B011,G90,0.881,306.620908575239,311.4423527276687,0.9845189836571595,-1.5724446760115962
B011,G90,0.882,309.02991636317745,313.53068058039474,0.9856449001772788,-1.4564169935987423
B011,G90,0.883,311.4748166368497,315.6959675265008,0.9866290630104524,-1.355214182394902
B011,G90,0.884,313.9560476202886,317.9404011219812,0.9874682377966681,-1.2690800294796216
B011,G90,0.885,316.47399881293546,320.27878617399944,0.988120389094403,-1.2022432728550903
B011,G90,0.886,319.02900203673437,322.7012677227698,0.9886202316094085,-1.151075815236551
B011,G90,0.887,321.6213212065909,325.22317966254127,0.98892496389806,-1.1199066164014568
B011,G90,0.888,324.2511399479556,327.8475924213152,0.9890301086343259,-1.1091564624682126
B011,G90,0.889,326.9185472021996,330.577685854147,0.9889310779023307,-1.1192814489305103
B011,G90,0.89,330.98960884480874,333.4167507187631,0.992720396114706,-0.7332985112207647
B011,G90,0.891,333.7541161262917,336.38192250861385,0.9921880273389101,-0.7873480072161215
B011,G90,0.892,336.5565353494368,339.4773784053681,0.9913960598209771,-0.8678610423947555
B011,G90,0.893,340.8313353934877,342.6932698230517,0.9945667610264846,-0.5462920325135162
B011,G90,0.894,343.7337693001308,346.06222762421197,0.9932715617648695,-0.6774016788696953
B011,G90,0.895,348.1571631381013,349.58978126098026,0.9959020022904804,-0.41148603980056475
B011,G90,0.896,351.1618467940843,353.28256415043506,0.9939971072123228,-0.6039145128412298
B011,G90,0.897,355.7383433114676,357.1461351358268,0.9960582190709586,-0.39573800542682785
B011,G90,0.898,360.41663719153246,361.1860491447274,0.9978697628133287,-0.21347847846049936
B011,G90,0.899,365.18338620197073,365.4391539078639,0.9993001086414575,-0.07003815495367076
B011,G90,0.9,370.03966374688275,369.8844762083366,1.0004195567765832,0.041938082251711
B011,G90,0.901,375.0026648827943,374.5998026567794,1.0010754469787695,0.10742916350762707
B011,G90,0.902,380.0557071939445,379.5353279320551,1.0013710957151862,0.13692183857243292
B011,G90,0.903,385.20172317737683,384.73238002426723,1.0012199211126447,0.12184347184072775
B011,G90,0.904,392.2231641223467,390.21955503956815,1.0051345686214401,0.5108339501726973
B011,G90,0.905,397.6044641650597,396.00300639336973,1.0040440545799776,0.4027766074138407
B011,G90,0.906,404.92928043788726,402.13483059042784,1.0069490370763372,0.6901081207161816
B011,G90,0.907,410.5471355514151,408.59161427660587,1.0047860044271135,0.4763207694002665
B011,G90,0.908,418.1875870604391,415.4628825606586,1.0065582380861249,0.6515507834494269
B011,G90,0.909,426.00846186165944,422.7377963990402,1.0077368654766132,0.7677465955315596
B011,G90,0.91,436.0472911594114,430.4537324197031,1.012994564382716,1.2827871777016333
B011,G90,0.911,444.28344696125123,438.6742687349391,1.0127866588630512,1.2625224425255976
B011,G90,0.912,454.83982700884843,447.404464039568,1.016618884179535,1.6347211760626736
B011,G90,0.913,463.4983210199387,456.7329497306209,1.0148125316846706,1.4596323185012845
B011,G90,0.914,474.58076604856603,466.71077391055337,1.016862675082622,1.6583040656155286
B011,G90,0.915,485.97268933545706,477.3463558693477,1.0180714346303095,1.7750654831870114
B011,G90,0.916,500.0313657882256,488.76484428947333,1.02305100628735,2.2531629552862675
B011,G90,0.917,512.081529497171,501.0439715920908,1.0220291202586627,2.1554298035155255
B011,G90,0.918,526.9437094035068,514.2144855800905,1.0247546970775363,2.4156705158935527
B011,G90,0.919,544.8362516795177,528.4092540795299,1.0310876417722905,3.015033883914602
B011,G90,0.92,560.6596632562344,543.7414997854747,1.0311143502517914,3.0175460407658523
B011,G90,0.921,579.6801889848842,560.3499740807081,1.0344966820706802,3.3346343848711655
B012,G_mean,0.85,118.3984047910602,115.31346785369735,1.0267526161061848,2.6055561667464167
B012,G_mean,0.851,119.02596627914266,115.93235425999261,1.0266846303510084,2.5991068300969267
B012,G_mean,0.852,119.65251888279629,116.55930088364735,1.0265377192184488,2.5851674733056305
B012,G_mean,0.853,120.36747414188123,117.19913998181705,1.0270337662934705,2.6322178667050453
B012,G_mean,0.854,120.99206307409132,117.84700820387626,1.0266876089444215,2.5993894064680445
B012,G_mean,0.855,121.61582939736061,118.50771987632473,1.0262270637244522,2.5556784313665473
B012,G_mean,0.856,122.32781021704092,119.1764429753864,1.0264428704446682,2.576165825304322
B012,G_mean,0.857,122.94998578458716,119.85797510348999,1.0257972878185821,2.514852410405717
B012,G_mean,0.858,123.6602733961167,120.5475140558931,1.0258218459717081,2.517186202761018
B012,G_mean,0.859,124.36976194181247,121.25461092739887,1.0256909901453461,2.5047495193172797
B012,G_mean,0.86,125.07848983378315,121.96970252383599,1.02548819293332,2.4854691754580966
B012,G_mean,0.861,125.87498688467711,122.69753849051472,1.0258965944488612,2.5242889574824616
B012,G_mean,0.862,126.58237470096846,123.43337136289985,1.0255117664153433,2.487710746071606
