case_id,path,t_s,T_C,rho,G_mean,G50,G90,pore_D50,pore_D90,large_pore_fraction,connected_fine_pore_fraction,isolated_pore_fraction,cumulative_PR_desintering_work,sigma_res_GBseg,sigma_res_TJ,sigma_res_large_pore,sigma_res_crack_like,residual_defect_flux
C091,reference,0.0,25.0,0.65,1.5000000000000002e-07,1.5000000000000002e-07,1.5000000000000002e-07,7.390387291412669e-08,1.5222476923600539e-07,0.7101717925761228,0.18212220874386453,0.14,0.0,0.0,0.0,50000000.0,100000000.0,3.3885024922544914e-07
C091,reference,360.0000000003274,31.000000000005457,0.65,1.5000000000000002e-07,1.5000000000000002e-07,1.5000000000000002e-07,7.390387291412669e-08,1.5222476923600539e-07,0.7105774906284201,0.181919359717716,0.14,9.548417340330822e-14,2.929779692784511e-60,2.929779692784511e-60,49999999.99999992,99999999.99999984,3.3904382335436687e-07
C091,reference,720.0000000006548,37.000000000010914,0.6500000000000001,1.5000000000000002e-07,1.5000000000000002e-07,1.5000000000000002e-07,7.390387291412669e-08,1.5222476923600539e-07,0.7109834363572671,0.18171638685329244,0.14,1.9068507061176258e-13,7.443296293688155e-59,7.443296293688155e-59,49999999.99999982,99999999.99999964,3.39237515659283e-07
C091,reference,1080.0000000009823,43.00000000001637,0.6500000000000001,1.5000000000000002e-07,1.5000000000000002e-07,1.5000000000000002e-07,7.390387291412669e-08,1.5222476923600539e-07,0.7113896299280025,0.18151329006792474,0.14,2.856029699260923e-13,1.6196007057707974e-57,1.6196007057707974e-57,49999999.99999973,99999999.99999946,3.394313262190869e-07
C091,reference,1440.0000000013097,49.00000000002183,0.6500000000000001,1.5000000000000002e-07,1.5000000000000002e-07,1.5000000000000002e-07,7.390387291412669e-08,1.5222476923600539e-07,0.7117960715060863,0.18131006927888282,0.14,3.8023815024996904e-13,3.1387036959205242e-56,3.1387036959205242e-56,49999999.99999964,99999999.99999928,3.3962525511272587e-07
C091,reference,1800.000000001637,55.000000000027285,0.65,1.5000000000000002e-07,1.5000000000000002e-07,1.5000000000000002e-07,7.390387291412669e-08,1.5222476923600539e-07,0.7122027612571012,0.18110672440337533,0.14,4.745908910908317e-13,5.45859315526363e-55,5.45859315526363e-55,49999999.99999955,99999999.9999991,3.398193024192059e-07
C091,reference,2160.0000000019645,61.00000000003274,0.6500000000000001,1.5000000000000002e-07,1.5000000000000002e-07,1.5000000000000002e-07,7.390387291412669e-08,1.5222476923600539e-07,0.7126096993467521,0.18090325535854998,0.14,5.686614725607125e-13,8.56964863636772e-54,8.56964863636772e-54,49999999.99999947,99999999.99999894,3.400134682175911e-07
C091,reference,2520.000000002292,67.0000000000382,0.65,1.5000000000000002e-07,1.5000000000000002e-07,1.5000000000000002e-07,7.390387291412669e-08,1.5222476923600539e-07,0.7130168859408661,0.180699662061493,0.14,6.624501753770645e-13,1.2211171069499858e-52,1.2211171069499858e-52,49999999.999999374,99999999.99999875,3.402077525870038e-07
C091,reference,2880.0000000026193,73.00000000004366,0.6500000000000001,1.5000000000000002e-07,1.5000000000000002e-07,1.5000000000000002e-07,7.390387291412669e-08,1.5222476923600539e-07,0.7134243212053928,0.1804959444292296,0.14,7.559572808635885e-13,1.5872971244409903e-51,1.5872971244409903e-51,49999999.999999285,99999999.99999857,3.4040215560662513e-07
C091,reference,3240.0000000029468,79.00000000004911,0.6500000000000001,1.5000000000000002e-07,1.5000000000000002e-07,1.5000000000000002e-07,7.390387291412669e-08,1.5222476923600539e-07,0.7138320053064049,0.18029210237872348,0.14,8.491830709510637e-13,1.8910806363081983e-50,1.8910806363081983e-50,49999999.999999195,99999999.99999839,3.405966773556948e-07
C091,reference,3600.000000003274,85.00000000005457,0.65,1.5000000000000002e-07,1.5000000000000002e-07,1.5000000000000002e-07,7.390387291412669e-08,1.5222476923600539e-07,0.7142399384100975,0.18008813582687722,0.14,9.421278281781764e-13,2.0740511668699144e-49,2.0740511668699144e-49,49999999.999999106,99999999.99999821,3.407913179135108e-07
C091,reference,3960.0000000036016,91.00000000006003,0.6499999999999999,1.5000000000000002e-07,1.5000000000000002e-07,1.5000000000000002e-07,7.390387291412669e-08,1.5222476923600539e-07,0.7146481206827884,0.1798840446905317,0.14,1.034791835692352e-12,2.102650011886282e-48,2.102650011886282e-48,49999999.999999024,99999999.99999805,3.4098607735942974e-07
C091,reference,4320.000000003929,97.00000000006548,0.65,1.5000000000000002e-07,1.5000000000000002e-07,1.5000000000000002e-07,7.390387291412669e-08,1.5222476923600539e-07,0.7150565522909186,0.17967982888646666,0.14,1.1271753772505872e-12,1.9779586825687215e-47,1.9779586825687215e-47,49999999.99999893,99999999.99999785,3.411809557728669e-07
C091,reference,4680.000000004256,103.00000000007094,0.65,1.5000000000000002e-07,1.5000000000000002e-07,1.5000000000000002e-07,7.390387291412669e-08,1.5222476923600539e-07,0.7154652334010516,0.17947548833140015,0.13999999999999996,1.2192787372202824e-12,1.7327189416263414e-46,1.7327189416263414e-46,49999999.99999884,99999999.99999768,3.4137595323329637e-07
C091,reference,5040.000000004584,109.0000000000764,0.6499999999999999,1.5000000000000002e-07,1.5000000000000002e-07,1.5000000000000002e-07,7.390387291412669e-08,1.5222476923600539e-07,0.7158741641798748,0.1792710229419886,0.14,1.311102200580077e-12,1.4182718685126058e-45,1.4182718685126058e-45,49999999.99999875,99999999.9999975,3.415710698202508e-07
C091,reference,5400.000000004911,115.00000000008185,0.6500000000000001,1.5000000000000002e-07,1.5000000000000002e-07,1.5000000000000002e-07,7.390387291412669e-08,1.5222476923600539e-07,0.7162833447941981,0.179066432634827,0.13999999999999996,1.4134132971609205e-12,1.0881293153351512e-44,1.0881293153351512e-44,49999999.99999866,99999999.99999732,3.4176630561332196e-07
C091,reference,5760.000000005239,121.00000000008731,0.6500000000000001,1.5000000000000002e-07,1.5000000000000002e-07,1.5000000000000002e-07,7.390387291412669e-08,1.5222476923600539e-07,0.7166927754109549,0.17886171732644862,0.13999999999999996,1.6375225562917853e-12,7.848320609455099e-44,7.848320609455099e-44,49999999.99999858,99999999.99999715,3.4196166069215976e-07
C091,reference,6120.000000005566,127.00000000009277,0.65,1.5000000000000002e-07,1.5000000000000002e-07,1.5000000000000002e-07,7.390387291412669e-08,1.5222476923600539e-07,0.717102456197202,0.178656876933325,0.14,2.154484090255127e-12,5.336498099440846e-43,5.336498099440846e-43,49999999.99999848,99999999.99999696,3.4215713513647387e-07
C091,reference,6480.0000000058935,133.00000000009823,0.6499999999999999,1.5000000000000002e-07,1.5000000000000002e-07,1.5000000000000002e-07,7.390387291412669e-08,1.5222476923600539e-07,0.7175123873201201,0.1784519113718659,0.14,3.3175677507571783e-12,3.42969864119673e-42,3.42969864119673e-42,49999999.99999839,99999999.99999678,3.423527290260324e-07
C091,reference,6840.000000006221,139.00000000010368,0.65,1.5000000000000002e-07,1.5000000000000002e-07,1.5000000000000002e-07,7.390387291412669e-08,1.5222476923600539e-07,0.7179225689470132,0.1782468205584194,0.14,5.872586949977984e-12,2.0885541746846442e-41,2.0885541746846442e-41,49999999.9999983,99999999.9999966,3.425484424406623e-07
C091,reference,7200.000000006548,145.00000000010914,0.65,1.5000000000000002e-07,1.5000000000000002e-07,1.5000000000000002e-07,7.390387291412669e-08,1.5222476923600539e-07,0.718333001245309,0.17804160440927153,0.14,1.1358597373056238e-11,1.2079092687762252e-40,1.2079092687762252e-40,49999999.99999821,99999999.99999642,3.4274427546025013e-07
C091,reference,7560.000000006876,151.0000000001146,0.65,1.5000000000000002e-07,1.5000000000000002e-07,1.5000000000000002e-07,7.390387291412669e-08,1.5222476923600539e-07,0.7187436843825589,0.17783626284064655,0.14,2.288308446754757e-11,6.649255918872587e-40,6.649255918872587e-40,49999999.99999813,99999999.99999626,3.4294022816474103e-07
C091,reference,7920.000000007203,157.00000000012005,0.65,1.5000000000000002e-07,1.5000000000000002e-07,1.5000000000000002e-07,7.390387291412669e-08,1.5222476923600539e-07,0.7191546185264385,0.17763079576870677,0.14,4.659074292054988e-11,3.491082494637937e-39,3.491082494637937e-39,49999999.99999803,99999999.99999607,3.431363006341395e-07
C091,reference,8280.00000000753,163.0000000001255,0.65,1.5000000000000002e-07,1.5000000000000002e-07,1.5000000000000002e-07,7.390387291412669e-08,1.5222476923600539e-07,0.7195658038447471,0.17742520310955245,0.14,9.439155596002437e-11,1.7516370400484364e-38,1.7516370400484364e-38,49999999.99999794,99999999.99999589,3.4333249294850885e-07
C091,reference,8640.000000007858,169.00000000013097,0.65,1.5000000000000002e-07,1.5000000000000002e-07,1.5000000000000002e-07,7.390387291412669e-08,1.5222476923600539e-07,0.7199772405054085,0.17721948477922178,0.14,1.8893216258660517e-10,8.41448464137254e-38,8.41448464137254e-38,49999999.999997854,99999999.99999571,3.43528805187972e-07
C091,reference,9000.000000008185,175.00000000013642,0.6500000000000001,1.5000000000000002e-07,1.5000000000000002e-07,1.5000000000000002e-07,7.390387291412669e-08,1.5222476923600539e-07,0.7203889286764702,0.17701364069369083,0.14,3.7249116383843234e-10,3.876766948586379e-37,3.876766948586379e-37,49999999.999997765,99999999.99999553,3.4372523743271107e-07
C091,reference,9360.000000008513,181.00000000014188,0.6500000000000001,1.5000000000000002e-07,1.5000000000000002e-07,1.5000000000000002e-07,7.390387291412669e-08,1.5222476923600539e-07,0.7208008685261048,0.17680767076887358,0.14,7.226192793603205e-10,1.7158914037251377e-36,1.7158914037251377e-36,49999999.99999768,99999999.99999537,3.439217897629674e-07
C091,reference,9720.00000000884,187.00000000014734,0.65,1.5000000000000002e-07,1.5000000000000002e-07,1.5000000000000002e-07,7.390387291412669e-08,1.5222476923600539e-07,0.7212130602226086,0.17660157492062173,0.14,1.3791806595744127e-09,7.307509884348528e-36,7.307509884348528e-36,49999999.999997586,99999999.99999517,3.441184622590417e-07
C091,reference,10080.000000009168,193.0000000001528,0.6500000000000001,1.5000000000000002e-07,1.5000000000000002e-07,1.5000000000000002e-07,7.390387291412669e-08,1.5222476923600539e-07,0.7216255039344024,0.17639535306472476,0.14,2.590359026560001e-09,2.998851431488059e-35,2.998851431488059e-35,49999999.9999975,99999999.999995,3.4431525500129426e-07
C091,reference,10440.000000009495,199.00000000015825,0.65,1.5000000000000002e-07,1.5000000000000002e-07,1.5000000000000002e-07,7.390387291412669e-08,1.5222476923600539e-07,0.7220381998300323,0.1761890051169098,0.14,4.789727564949629e-09,1.1875719049963752e-34,1.1875719049963752e-34,49999999.99999741,99999999.99999481,3.445121680701446e-07
C091,reference,10800.000000009823,205.0000000001637,0.65,1.5000000000000002e-07,1.5000000000000002e-07,1.5000000000000002e-07,7.390387291412669e-08,1.5222476923600539e-07,0.7224511480781689,0.1759825309928416,0.14,8.723452605661548e-09,4.544299593712017e-34,4.544299593712017e-34,49999999.99999731,99999999.99999462,3.447092015460718e-07
C091,reference,11160.00000001015,211.00000000016917,0.65,1.5000000000000002e-07,1.5000000000000002e-07,1.5000000000000002e-07,7.390387291412669e-08,1.5222476923600539e-07,0.7228643488476073,0.17577593060812255,0.14000000000000007,1.565726593307425e-08,1.6824020697570633e-33,1.6824020697570633e-33,49999999.999997154,99999999.99999431,3.449063555096134e-07
C091,reference,11520.000000010477,217.00000000017462,0.6500000000000001,1.5000000000000002e-07,1.5000000000000002e-07,1.5000000000000002e-07,7.390387291412669e-08,1.5222476923600539e-07,0.7232778023072678,0.17556920387829245,0.14000000000000012,2.7708635496321923e-08,6.033578891227951e-33,6.033578891227951e-33,49999999.999996856,99999999.99999371,3.451036300413662e-07
C091,reference,11880.000000010805,223.00000000018008,0.6500000000000001,1.5000000000000002e-07,1.5000000000000002e-07,1.5000000000000002e-07,7.390387291412669e-08,1.5222476923600539e-07,0.7236915086261957,0.17536235071882858,0.1400000000000002,4.837287233339621e-08,2.0984741183686097e-32,2.0984741183686097e-32,49999999.99999634,99999999.99999268,3.4530102522198644e-07
C091,reference,12240.000000011132,229.00000000018554,0.6500000000000001,1.5000000000000002e-07,1.5000000000000002e-07,1.5000000000000002e-07,7.390387291412669e-08,1.5222476923600539e-07,0.7241054679735627,0.17515537104514567,0.14000000000000032,8.334587728243877e-08,7.085862713058288e-32,7.085862713058288e-32,49999999.999995485,99999999.99999097,3.454985411321896e-07
C091,reference,12600.00000001146,235.000000000191,0.6500000000000001,1.5000000000000002e-07,1.5000000000000002e-07,1.5000000000000002e-07,7.390387291412669e-08,1.5222476923600539e-07,0.7245196805186639,0.1749482647725955,0.14000000000000054,1.417951338600259e-07,2.32539566360554e-31,2.32539566360554e-31,49999999.999994054,99999999.99998811,3.4569617785274765e-07
C091,reference,12960.000000011787,241.00000000019645,0.6500000000000001,1.5000000000000002e-07,1.5000000000000002e-07,1.5000000000000002e-07,7.390387291412669e-08,1.5222476923600539e-07,0.7249341464309227,0.17474103181646733,0.14000000000000096,2.3830014903734134e-07,7.424193132810839e-31,7.424193132810839e-31,49999999.999991685,99999999.99998337,3.4589393546449123e-07
C091,reference,13320.000000012114,247.0000000002019,0.6500000000000001,1.5000000000000002e-07,1.5000000000000002e-07,1.5000000000000002e-07,7.390387291412669e-08,1.5222476923600539e-07,0.725348865879887,0.17453367209198709,0.14000000000000157,3.9578148558731523e-07,2.3081455822194795e-30,2.3081455822194795e-30,49999999.99998781,99999999.99997562,3.4609181404830556e-07
C091,reference,13680.000000012442,253.00000000020736,0.6500000000000001,1.5000000000000002e-07,1.5000000000000002e-07,1.5000000000000002e-07,7.390387291412669e-08,1.5222476923600539e-07,0.7257638390352316,0.17432618551431767,0.14000000000000262,6.498738868668347e-07,6.994119567392856e-30,6.994119567392856e-30,49999999.999981515,99999999.99996303,3.462898136851294e-07
C091,reference,14040.00000001277,259.0000000002128,0.65,1.5000000000000002e-07,1.5000000000000002e-07,1.5000000000000002e-07,7.390387291412669e-08,1.5222476923600539e-07,0.7261790660667596,0.1741185719985584,0.1400000000000042,1.0553868740014536e-06,2.0674518540931702e-29,2.0674518540931702e-29,49999999.99997146,99999999.99994291,3.4648793445595243e-07
C091,reference,14400.000000013097,265.0000000002183,0.6500000000000001,1.5000000000000002e-07,1.5000000000000002e-07,1.5000000000000002e-07,7.390387291412669e-08,1.5222476923600539e-07,0.7265945471444015,0.1739108314597449,0.14000000000000679,1.695752485736363e-06,5.966642579872205e-29,5.966642579872205e-29,49999999.99995551,99999999.99991103,3.466861764418084e-07
C091,reference,14760.000000013424,271.00000000022374,0.6500000000000001,1.5000000000000002e-07,1.5000000000000002e-07,1.5000000000000002e-07,7.390387291412669e-08,1.5222476923600539e-07,0.7270102824382182,0.17370296381284833,0.14000000000001075,2.6967060842755157e-06,1.6825221657834212e-28,1.6825221657834212e-28,49999999.9999305,99999999.999861,3.4688453972377043e-07
C091,reference,15120.000000013752,277.0000000002292,0.65,1.5000000000000002e-07,1.5000000000000002e-07,1.5000000000000002e-07,7.390387291412669e-08,1.5222476923600539e-07,0.7274262721184014,0.17349496897277475,0.14000000000001683,4.245909608183903e-06,4.6393441626381555e-28,4.6393441626381555e-28,49999999.99989168,99999999.99978337,3.4708302438293874e-07
C091,reference,15480.000000014079,283.00000000023465,0.6500000000000001,1.5000000000000002e-07,1.5000000000000002e-07,1.5000000000000002e-07,7.390387291412669e-08,1.5222476923600539e-07,0.7278425163552779,0.17328684685436416,0.14000000000002624,6.620841437013498e-06,1.2517917442794015e-27,1.2517917442794015e-27,49999999.99983199,99999999.99966398,3.4728163050042797e-07
C091,reference,15840.000000014406,289.0000000002401,0.6500000000000001,1.5000000000000002e-07,1.5000000000000002e-07,1.5000000000000002e-07,7.390387291412669e-08,1.5222476923600539e-07,0.7282590153193125,0.173078597372389,0.14000000000004045,1.022808550250522e-05,3.307413507538645e-27,3.307413507538645e-27,49999999.99974102,99999999.99948204,3.474803581573434e-07
C091,reference,16200.000000014734,295.00000000024556,0.6500000000000001,1.5000000000000002e-07,1.5000000000000002e-07,1.5000000000000002e-07,7.390387291412669e-08,1.5222476923600539e-07,0.7286757691811123,0.17287022044155237,0.14000000000006194,1.5658206579178586e-05,8.562770864239156e-27,8.562770864239156e-27,49999999.99960363,99999999.99920726,3.4767920743475563e-07
C091,reference,16560.00000001506,301.000000000251,0.6500000000000001,1.5000000000000002e-07,1.5000000000000002e-07,1.5000000000000002e-07,7.390387291412669e-08,1.5222476923600539e-07,0.7290927781114358,0.17266171597648527,0.14000000000009388,2.376176246149753e-05,2.1736318583017802e-26,2.1736318583017802e-26,49999999.99939795,99999999.9987959,3.4787817841365714e-07
C091,reference,16920.00000001539,307.0000000002565,0.6500000000000001,1.5000000000000002e-07,1.5000000000000002e-07,1.5000000000000002e-07,7.390387291412669e-08,1.5222476923600539e-07,0.7295100422812005,0.17245308389174302,0.14000000000014115,3.575375405794142e-05,5.413379647251974e-26,5.413379647251974e-26,49999999.99909256,99999999.99818511,3.4807727117490667e-07
C091,reference,17280.000000015716,313.00000000026193,0.6500000000000001,1.5000000000000002e-07,1.5000000000000002e-07,1.5000000000000002e-07,7.390387291412669e-08,1.5222476923600539e-07,0.7299275618614973,0.17224432410180016,0.1400000000002106,5.3356043904470956e-05,1.323475598531467e-25,1.323475598531467e-25,49999999.99864284,99999999.99728568,3.48276485799153e-07
C091,reference,17640.000000016043,319.0000000002674,0.6500000000000001,1.5000000000000002e-07,1.5000000000000002e-07,1.5000000000000002e-07,7.390387291412669e-08,1.5222476923600539e-07,0.7303453370236087,0.17203543652104408,0.1400000000003116,7.899009263598284e-05,3.178133787134077e-25,3.178133787134077e-25,49999999.99798576,99999999.99597152,3.484758223667291e-07
C091,reference,18000.00000001637,325.00000000027285,0.6500000000000001,1.5000000000000002e-07,1.5000000000000002e-07,1.5000000000000002e-07,7.390387291412669e-08,1.5222476923600539e-07,0.7307633679390314,0.17182642106376583,0.14000000000045754,0.00011603590224299337,7.500172232209113e-25,7.500172232209113e-25,49999999.99703305,99999999.9940661,3.486752809575118e-07
C091,reference,18360.0000000167,331.0000000002783,0.6500000000000001,1.5000000000000002e-07,1.5000000000000002e-07,1.5000000000000002e-07,7.390387291412669e-08,1.5222476923600539e-07,0.7311816547795089,0.17161727764414847,0.14000000000066687,0.00016917746805997908,1.740355066441998e-24,1.740355066441998e-24,49999999.995661914,99999999.99132383,3.488748616507299e-07
C091,reference,18720.000000017026,337.00000000028376,0.65,1.5000000000000002e-07,1.5000000000000002e-07,1.5000000000000002e-07,7.390387291412669e-08,1.5222476923600539e-07,0.7316001977170744,0.1714080061762509,0.140000000000965,0.00024486050760043007,3.972719930153616e-24,3.972719930153616e-24,49999999.99370274,99999999.98740548,3.490745645247121e-07
C091,reference,19080.000000017353,343.0000000002892,0.6500000000000001,1.5000000000000002e-07,1.5000000000000002e-07,1.5000000000000002e-07,7.390387291412669e-08,1.5222476923600539e-07,0.732018996924106,0.17119860657398772,0.1400000000013866,0.0003518949612920916,8.925426641833488e-24,8.925426641833488e-24,49999999.99092281,99999999.98184562,3.4927438965655286e-07
C091,reference,19440.00000001768,349.0000000002947,0.6500000000000001,1.5000000000000002e-07,1.5000000000000002e-07,1.5000000000000002e-07,7.390387291412669e-08,1.5222476923600539e-07,0.7324380525733982,0.1709890787511016,0.1400000000019789,0.000502242987033235,1.9745150603467452e-23,1.9745150603467452e-23,49999999.98700499,99999999.97400998,3.4947433712166943e-07
C091,reference,19800.000000018008,355.00000000030013,0.6500000000000001,1.5000000000000002e-07,1.5000000000000002e-07,1.5000000000000002e-07,7.390387291412669e-08,1.5222476923600539e-07,0.7328573648382579,0.17077942262112833,0.14000000000280546,0.0007120431708612599,4.303028331255253e-23,4.303028331255253e-23,49999999.9815198,99999999.9630396,3.4967440699322716e-07
C091,reference,20160.000000018335,361.0000000003056,0.6500000000000001,1.5000000000000002e-07,1.5000000000000002e-07,1.5000000000000002e-07,7.390387291412669e-08,1.5222476923600539e-07,0.7332769338926268,0.17056963809735132,0.14000000000395177,0.0010029337608594092,9.241763431049581e-23,9.241763431049581e-23,49999999.973889224,99999999.94777845,3.498745993413905e-07
C091,reference,20520.000000018663,367.00000000031105,0.6500000000000001,1.5000000000000002e-07,1.5000000000000002e-07,1.5000000000000002e-07,7.390387291412669e-08,1.5222476923600539e-07,0.7336967599112365,0.17035972509274305,0.14000000000553173,0.0014037522519927815,1.9569514581489124e-22,1.9569514581489124e-22,49999999.96333998,99999999.92667995,3.5007491423235643e-07
C091,reference,20880.00000001899,373.0000000003165,0.6500000000000001,1.5000000000000002e-07,1.5000000000000002e-07,1.5000000000000002e-07,7.390387291412669e-08,1.5222476923600539e-07,0.7341168430698106,0.17014968351989077,0.14000000000769638,0.0019527060002479412,4.087153051721851e-22,4.087153051721851e-22,49999999.948843636,99999999.89768727,3.502753517271116e-07
C091,reference,21240.000000019318,379.00000000032196,0.6500000000000001,1.5000000000000002e-07,1.5000000000000002e-07,1.5000000000000002e-07,7.390387291412669e-08,1.5222476923600539e-07,0.7345371835453178,0.16993951329090132,0.14000000001064475,0.0027001291654101247,8.422522380648174e-22,8.422522380648174e-22,49999999.92904018,99999999.85808036,3.5047591187984715e-07
C091,reference,21600.000000019645,385.0000000003274,0.6500000000000001,1.5000000000000002e-07,1.5000000000000002e-07,1.5000000000000002e-07,7.390387291412669e-08,1.5222476923600539e-07,0.7349577815162948,0.16972921431728166,0.14000000001463808,0.0037119656614103243,1.713178619677137e-21,1.713178619677137e-21,49999999.902140945,99999999.80428189,3.5067659473594055e-07
C091,reference,21960.000000019973,391.0000000003329,0.6500000000000001,1.5000000000000002e-07,1.5000000000000002e-07,1.5000000000000002e-07,7.390387291412669e-08,1.5222476923600539e-07,0.7353786371632486,0.1695187865097885,0.14000000002001672,0.005074146470124387,3.440767724457405e-21,3.440767724457405e-21,49999999.86580615,99999999.7316123,3.5087740032940933e-07
C091,reference,22320.0000000203,397.00000000033833,0.6500000000000001,1.5000000000000002e-07,1.5000000000000002e-07,1.5000000000000002e-07,7.390387291412669e-08,1.5222476923600539e-07,0.7357997506691647,0.16930822977823995,0.14000000002722277,0.006898063239674016,6.825710466674111e-21,6.825710466674111e-21,49999999.816991,99999999.633982,3.5107832867970515e-07
C091,reference,22680.000000020627,403.0000000003438,0.6500000000000001,1.5000000000000002e-07,1.5000000000000002e-07,1.5000000000000002e-07,7.390387291412669e-08,1.5222476923600539e-07,0.7362211222201329,0.1690975440312815,0.1400000000368265,0.009327379186076993,1.3378964106999714e-20,1.3378964106999714e-20,49999999.75175335,99999999.5035067,3.5127937978770086e-07
