case_id,rho_target,pore_D50_ref_nm,pore_D50_fast_nm,pore_D90_ref_nm,pore_D90_fast_nm,large_pore_ref,large_pore_fast,fine_connected_ref,fine_connected_fast,isolated_ref,isolated_fast,PR_work_ref,PR_work_fast
A014,0.9,51.494178597677944,51.494178597677944,106.06601717798215,106.06601717798215,0.9316115443220447,0.9283867004485447,0.07763277086935538,0.07920555539302862,0.2002303130095166,0.19342833862966421,190166.58884015208,10018.106278152112
A014,0.92,51.494178597677944,51.494178597677944,106.06601717798215,106.06601717798215,0.9676991263487598,0.9658399216402982,0.05218446828088593,0.05327566066664096,0.2801369366841126,0.2732687380850379,190176.26512913482,10027.80376727773
A015,0.85,73.9038729141267,73.9038729141267,218.47129726829564,218.47129726829564,0.9357598672431798,0.9368871088624106,0.05429696610126254,0.05386057104956508,0.18603385827588098,0.17394520328771543,884858.9893067147,15743.83975235969
A015,0.88,73.9038729141267,73.9038729141267,218.47129726829564,218.47129726829564,0.9706553080142812,0.9725800837627897,0.029570751336466725,0.028494630584651626,0.25680840954154394,0.24088946684031137,884885.5079030832,15766.597053212794
A015,0.9,106.06601717798215,106.06601717798215,218.47129726829564,218.47129726829564,0.9919856829592233,0.9919393918541428,0.012726804748159102,0.012759366392311925,0.3534966365099467,0.33131930307564944,884888.637081849,15769.21173235705
A015,0.92,106.06601717798215,106.06601717798215,313.54757816116694,313.54757816116694,0.9998182621907061,0.9997151093496137,0.0021174335442441282,0.0024966001018910332,0.5424893014067651,0.5069518804460442,884888.8721286703,15769.445878275863
A024,0.85,50.0,50.0,102.9883571953559,102.9883571953559,0.7135853375640646,0.6489402029849921,0.21535157312009007,0.2454905500009385,0.153793604655177,0.10867599181384452,2600445.5267411238,681789.5306990354
A025,0.85,35.87972219711224,35.87972219711224,73.9038729141267,73.9038729141267,0.8077091768574374,0.7911139661951051,0.14866367825595206,0.15531809378123132,0.174807948352317,0.1692039444716616,533980.3406688927,9683.944092051663
A025,0.88,51.494178597677944,51.494178597677944,73.9038729141267,73.9038729141267,0.8600280918981318,0.8508331319127472,0.11912407737944475,0.12304934653377324,0.22471528312130848,0.21735821720128187,534915.6294766683,10703.723261738238
A026,0.85,55.427904685595024,38.62063394825846,205.97671439071183,205.97671439071183,0.7443676778199839,0.6959133660171004,0.19148706958231182,0.2124780118902324,0.11175661725387227,0.08667553922125239,571926.0970916415,48030.54901914814
A026,0.88,100.0,55.427904685595024,205.97671439071183,205.97671439071183,0.79189803806194,0.752802661039669,0.16750059836636158,0.18540236937835258,0.1415473875892064,0.11059812246325046,572249.3514975831,48422.03332725342
A026,0.9,100.0,55.427904685595024,295.61549165650683,295.61549165650683,0.831104457837154,0.7978319349244487,0.14664895919301218,0.16289284651479355,0.17656482252635466,0.13769342803116635,572355.3598909572,48574.68251541373
A026,0.92,100.0,100.0,295.61549165650683,295.61549165650683,0.8771946355074571,0.8502344489197482,0.12064968942980114,0.13511826759795104,0.22934129535825654,0.18117924283499665,572421.8905279574,48676.47731750777
B006,0.85,35.87972219711224,35.87972219711224,73.9038729141267,73.9038729141267,0.8247148263208207,0.7917769093888375,0.140875721458701,0.15516791143112046,0.18812212515398685,0.17120318048598346,1438478.0786163884,113382.92448006051
B007,0.85,35.87972219711224,35.87972219711224,73.9038729141267,73.9038729141267,0.8125166539387122,0.7909655726293797,0.145590259782036,0.1554225910295953,0.17529171246999417,0.16985770260576483,440070.0791101466,5323.459499263081
B007,0.88,51.494178597677944,51.494178597677944,73.9038729141267,73.9038729141267,0.8651189386458586,0.8519610444925599,0.11594626289400851,0.12267123667015238,0.2275328915175418,0.2194820310991288,440129.0328651863,5380.28596008107
B008,0.85,35.87972219711224,35.87972219711224,73.9038729141267,73.9038729141267,0.8085241431747371,0.7950269412630984,0.14730336706104277,0.15360487657215613,0.17253040866952743,0.1695158477785955,243807.83095880985,15439.214794471141
B009,0.85,51.494178597677944,51.494178597677944,73.9038729141267,73.9038729141267,0.8691744091105741,0.863451590623642,0.11083646754487612,0.11388716702665812,0.2562701741931647,0.23924828136065765,1488871.5286164917,46657.52667840946
B010,0.85,51.494178597677944,51.494178597677944,73.9038729141267,73.9038729141267,0.8833977640775185,0.8787019374060644,0.10521136713834979,0.10728816492632225,0.24525885111652176,0.2395408677410398,460746.007665075,25527.213097166958
B010,0.88,51.494178597677944,51.494178597677944,106.06601717798215,106.06601717798215,0.9308742833213807,0.9288988571483258,0.07541158641130315,0.07640853476631175,0.3198009638978742,0.3120675507984887,460776.8212676965,25559.0884831315
B011,0.85,51.494178597677944,51.494178597677944,73.9038729141267,73.9038729141267,0.8867967396581634,0.8799435886083861,0.10288536481302649,0.1067634906245851,0.24284513313764414,0.23999184039839458,277994.2508721511,3068.994263046205
B011,0.88,51.494178597677944,51.494178597677944,106.06601717798215,106.06601717798215,0.9340280359702121,0.9296574060345231,0.07290666072215277,0.07609498159755787,0.31733445045003583,0.3132427193397125,278006.7665553898,3081.7923263833213
B011,0.9,51.494178597677944,51.494178597677944,106.06601717798215,106.06601717798215,0.9650683344841242,0.9623579081844815,0.050173584359610855,0.05285599345117477,0.40178034312782707,0.3948548543822187,278013.0426372546,3088.3668977032344
B011,0.92,51.494178597677944,51.494178597677944,106.06601717798215,106.06601717798215,0.9904142973880868,0.989134332601748,0.025980978139411418,0.02822128530909435,0.5303438296844847,0.5213820570243165,278016.5605291217,3092.228080732215
B012,0.85,35.87972219711224,35.87972219711224,73.9038729141267,73.9038729141267,0.8500072912357701,0.8371580573723583,0.12386279778501476,0.13006338451148727,0.2220181839703521,0.20724848733120252,1510294.7674188216,219642.7029477281
B013,0.85,51.494178597677944,35.87972219711224,450.0,73.9038729141267,0.8956808492540093,0.8414896061070611,0.09050710388265933,0.1281857508014746,0.20948618001240205,0.2036441986117509,307290.7732058479,7507.367313823858
B013,0.88,51.494178597677944,51.494178597677944,450.0,73.9038729141267,0.9370758406872695,0.8951876605341881,0.06154060001402645,0.09699332338013977,0.27416284476769376,0.2624615385625712,307556.1684481336,8065.465877448656
B014,0.85,51.494178597677944,35.87972219711224,73.9038729141267,73.9038729141267,0.8607775236063709,0.8439558452428041,0.1176048981394205,0.12731590978478166,0.20809915644895535,0.2044871802826224,248420.8349678715,14084.671058496191
B014,0.88,51.494178597677944,51.494178597677944,106.06601717798215,73.9038729141267,0.9128766779758973,0.9005656312471516,0.08624956811167395,0.09484869207232922,0.2717651906875477,0.265678268156324,248446.0639690037,14114.290668434074
B014,0.9,51.494178597677944,51.494178597677944,106.06601717798215,106.06601717798215,0.9489451746916004,0.9402716752718868,0.061870568472819985,0.06950857995393549,0.34203043463812116,0.3323959040154606,248457.20857180373,14128.13295100038
B014,0.92,51.494178597677944,51.494178597677944,106.06601717798215,106.06601717798215,0.982024225909854,0.9768316701890924,0.03451993316227211,0.04150604846286922,0.45679164888257856,0.4435174397880747,248463.98931934673,14136.929318783914
B015,0.85,35.87972219711224,35.87972219711224,73.9038729141267,73.9038729141267,0.8196002739939129,0.7869520196907206,0.14297686038532728,0.15713466857961586,0.18776185828265726,0.16987481030753523,1444310.3426172938,24479.61683037049
B015,0.88,51.494178597677944,51.494178597677944,73.9038729141267,73.9038729141267,0.8606344318819164,0.8436166023863402,0.11795861994076944,0.12631632501313383,0.24289955366467747,0.21903528040308248,1444546.7653850205,24728.270782977987
B015,0.9,51.494178597677944,51.494178597677944,73.9038729141267,73.9038729141267,0.897302731688965,0.8870815693282644,0.09526250753424592,0.10105569022926522,0.30451529300326224,0.2722310451769774,1444645.9999752103,24837.12044033442
B015,0.92,51.494178597677944,51.494178597677944,106.06601717798215,106.06601717798215,0.9433888554560009,0.9362674518651394,0.06507669512215257,0.06993779414776002,0.4009472924755314,0.3607406261932722,1444703.8556683934,24900.60760796721
C006,0.85,51.494178597677944,51.494178597677944,152.2247692360054,152.2247692360054,0.8963822403773686,0.890117004354237,0.0857242570421776,0.08883844366837991,0.09835796335402597,0.08522029443021828,1858294.4605969237,243668.48734086487
C008,0.85,23.321819428122957,23.321819428122957,71.75944439422447,50.0,0.5948419836675714,0.5455434861779314,0.2702988559737315,0.29148741583316357,0.16238523033463714,0.15989486148693483,764408.687239614,52291.72437481057
C008,0.88,23.321819428122957,23.321819428122957,71.75944439422447,50.0,0.646765301950814,0.6004765876712381,0.24787968162750196,0.26884994026734,0.20475211337723567,0.20127498884633102,766627.2648106401,55914.14342476407
C008,0.9,23.321819428122957,23.321819428122957,71.75944439422447,71.75944439422447,0.6907919135629998,0.6473357540631988,0.2281475016821916,0.24905734969617543,0.24790024654435505,0.24317086926857914,768643.4441198888,59067.78793859604
C010,0.85,100.0,79.54951288348663,337.5,295.61549165650683,0.8580880979378944,0.782841133553605,0.12116441907397338,0.1697364653186766,0.16677168941592413,0.12455940248845751,758577.7899857976,96360.9703824817
C010,0.88,143.51888878844898,100.0,337.5,295.61549165650683,0.9000923932235684,0.832810482763249,0.09341172082491551,0.14319576642535436,0.21600857170828697,0.15974555872011487,758634.1307249533,96507.42691652883
C010,0.9,143.51888878844898,100.0,424.2640687119287,295.61549165650683,0.9335813509039493,0.8715002931488329,0.06949986190293753,0.12128340711462958,0.26987194932981284,0.19984033742246596,758655.8120482726,96573.04289187508
C011,0.85,143.51888878844898,106.06601717798215,450.0,313.54757816116694,0.9812197321871485,0.977964925131116,0.018707169689101702,0.022671903060930844,0.346484897009256,0.33906800107768964,244342.19224519745,4162.090333848879
C012,0.85,35.87972219711224,35.87972219711224,51.494178597677944,51.494178597677944,0.6305144493873811,0.5890431886049332,0.25843659927345564,0.2748905477884543,0.2293271105293342,0.20646376511736667,919810.6711952018,85720.6537962843
C012,0.88,35.87972219711224,35.87972219711224,51.494178597677944,51.494178597677944,0.6958899825051887,0.6547969191627154,0.23066491609472856,0.24756060651583614,0.2933533279610515,0.2646758505259754,930779.8084449708,98071.43095647715
C014,0.85,23.321819428122957,23.321819428122957,430.55666636534704,430.55666636534704,0.6952360732483055,0.5980165987677728,0.21752781045902697,0.26929946823329426,0.13565417447783323,0.11288572082019202,774558.7398325878,76926.52511149418
C014,0.88,23.321819428122957,23.321819428122957,430.55666636534704,430.55666636534704,0.7517141102669914,0.650807570091347,0.18900466810894656,0.2467673211005526,0.1761759229082381,0.1453223678415136,777047.5071548563,79372.28638159388
C014,0.9,23.321819428122957,23.321819428122957,430.55666636534704,430.55666636534704,0.7993929811447212,0.6947336371472758,0.16297803981890277,0.22745831933462346,0.21922755112879425,0.17880839581549737,778270.0021471563,80658.20232670709
C014,0.92,33.47121608849067,23.321819428122957,617.9301431721358,430.55666636534704,0.8572612248473984,0.7503408725395424,0.12815655139988535,0.20210361800361673,0.2873493870819916,0.23294196353800053,779035.7440508143,81666.36537097734
C015,0.85,35.87972219711224,35.87972219711224,73.9038729141267,73.9038729141267,0.8228151765666539,0.7858541301940002,0.14092770772191202,0.1576130939470137,0.1924906290414823,0.1695537938766155,1609124.11396564,30866.69916330497
C015,0.88,51.494178597677944,51.494178597677944,73.9038729141267,73.9038729141267,0.8620277507277988,0.8422544693237161,0.11689626264219385,0.12693036792149298,0.24817898867616778,0.2184577761915214,1609394.6496835363,31163.018817292064
C015,0.9,51.494178597677944,51.494178597677944,73.9038729141267,73.9038729141267,0.8989960717660925,0.8858189328076982,0.09402753682160817,0.10165427004296018,0.31012827461593456,0.27217365891286055,1609509.368940011,31282.61693813517
C015,0.92,51.494178597677944,51.494178597677944,106.06601717798215,106.06601717798215,0.9449196312155804,0.9354298328931447,0.06392765599213818,0.07037245612117989,0.40653369966248204,0.35999822474481796,1609572.3830010737,31349.94021485743
C024,0.85,35.87972219711224,35.87972219711224,51.494178597677944,51.494178597677944,0.6005970234173345,0.5348755070631503,0.2709859544582814,0.2969106774057904,0.11251332162763521,0.0876919365186149,1442012.9302326646,143192.31219860967
C025,0.85,51.494178597677944,35.87972219711224,450.0,73.9038729141267,0.8689116600797885,0.7878204282846386,0.10774262347223582,0.1577887338502335,0.2103064625644887,0.20283593646062412,305741.04306356603,15161.32010145146
C026,0.85,23.321819428122957,23.321819428122957,143.51888878844898,48.037517394182366,0.5999569312351368,0.5410104537028098,0.26782339859731213,0.29315607018290135,0.091125285919746,0.08488781790855925,830352.8206197745,67173.1842829322
C026,0.88,23.321819428122957,23.321819428122957,143.51888878844898,100.0,0.645502103183556,0.5885771154829283,0.2480580063909805,0.2735387687128504,0.11548199651394189,0.10667585001801468,830879.5102058969,67948.23557930237
C026,0.9,23.321819428122957,23.321819428122957,143.51888878844898,100.0,0.681366058702862,0.6280016294004002,0.23202339786591097,0.2569675176347238,0.14113656573933134,0.13019102713297126,831047.3631051349,68294.69988334751
C026,0.92,23.321819428122957,23.321819428122957,143.51888878844898,100.0,0.7285178351389869,0.6772501828273036,0.2101783655646316,0.23577718020734736,0.18038943817053993,0.16571914994766238,831181.4048075352,68549.14351632122
C027,0.85,51.494178597677944,51.494178597677944,73.9038729141267,73.9038729141267,0.9029430073405158,0.891906031889728,0.0958337525094516,0.10129157579261297,0.2616481803899668,0.2443799937423139,669207.8096677294,8753.588797623457
C027,0.88,51.494178597677944,51.494178597677944,106.06601717798215,106.06601717798215,0.9521651917438532,0.9444709473413782,0.06415829148890118,0.06878005228840257,0.3468139269875204,0.3220743210221364,669317.4781373667,8863.342925470604
C027,0.9,51.494178597677944,51.494178597677944,106.06601717798215,106.06601717798215,0.9803615736851149,0.9755542134091139,0.041636602407305205,0.045461317187299885,0.44133852509314797,0.4111431058975331,669351.3105870519,8901.45231966478
C029,0.85,73.9038729141267,51.494178597677944,3600.0,200.0,0.9635788807725366,0.8878276197740211,0.045819092948339066,0.10247145059745608,0.20067509223719418,0.18138321684895528,141717.0550560254,15159.675271307191
C030,0.85,51.494178597677944,51.494178597677944,152.2247692360054,152.2247692360054,0.935256911793729,0.934075822665316,0.059620820842175105,0.060244324278947436,0.22154237402959567,0.2082579822108248,1083054.3646845873,80264.35252990613
C030,0.88,73.9038729141267,73.9038729141267,152.2247692360054,152.2247692360054,0.972316891953347,0.9718843906387018,0.03303612987392568,0.0334516726378265,0.299145629215912,0.2838582229256441,1083069.1063452028,80279.71613553594
C030,0.9,73.9038729141267,73.9038729141267,152.2247692360054,152.2247692360054,0.991867460356836,0.9912225345636682,0.015981685647966946,0.016660814479684077,0.3964256113942036,0.3742527153165344,1083072.0173717462,80282.63283935458
C038,0.85,23.321819428122957,23.321819428122957,430.55666636534704,430.55666636534704,0.6773615564236689,0.6445299225692729,0.2341501529851132,0.24932648639986038,0.24551697434275932,0.23523671242754832,959928.6242928606,86866.8936619514
C039,0.85,51.494178597677944,51.494178597677944,73.9038729141267,73.9038729141267,0.8438844820860275,0.8262340087015875,0.12865475980226984,0.13667164018971417,0.12567379899667122,0.10589398095071688,1065202.8497641983,15245.396651690795
C041,0.85,51.494178597677944,51.494178597677944,106.06601717798215,102.9883571953559,0.8587443500029434,0.8365328142356557,0.11810901044221785,0.13040003657351185,0.14893766638589778,0.14612972249926603,488575.20843138173,7623.157026445895
C041,0.88,51.494178597677944,51.494178597677944,106.06601717798215,106.06601717798215,0.89484664268806,0.8825896768753068,0.0944334306124462,0.10329476058018401,0.1905628396608503,0.18605015065636687,488840.9183437977,7991.971894535654
C042,0.85,51.494178597677944,51.494178597677944,152.2247692360054,152.2247692360054,0.9219664482133125,0.910395879066868,0.07267017177138102,0.0780744772397508,0.19174991425851728,0.1786576128256435,428790.34345364233,25905.898066742542
C042,0.88,73.9038729141267,73.9038729141267,152.2247692360054,152.2247692360054,0.9699411877543085,0.9639732485315672,0.04064368166734805,0.04390330269676238,0.2673030247349216,0.2506099123543967,428818.3079388401,25939.020531052603
C044,0.85,23.321819428122957,23.321819428122957,292.5,287.037777576898,0.6630835737664664,0.5673137408608784,0.23182268730062985,0.2814142600969112,0.10993932203714776,0.10027499421016897,686257.6744064897,100555.19055901328
C044,0.88,23.321819428122957,23.321819428122957,292.5,287.037777576898,0.7258087661300792,0.6258867295784776,0.20097195811806595,0.25631898946778425,0.14912925236303326,0.13711313021035115,698713.4370310743,115493.24735942486
C044,0.9,23.321819428122957,23.321819428122957,411.9534287814237,287.037777576898,0.7801352080445494,0.6770024073244667,0.17237378622589275,0.23386373340155697,0.19436394454208736,0.1785294430217606,708448.956569233,127185.57262837296
C044,0.92,33.47121608849067,23.321819428122957,411.9534287814237,411.9534287814237,0.849496078315754,0.7448059842510049,0.1320024205902981,0.2030805834087689,0.26736790970956503,0.24496576383080607,719091.8889657697,140377.72134160402
C045,0.85,51.494178597677944,51.494178597677944,73.9038729141267,73.9038729141267,0.8695393693141777,0.8625752867798566,0.11038973504099452,0.11426394422281305,0.25953538050144764,0.2392726297888788,1696154.346884962,65909.64333348583
C045,0.88,51.494178597677944,51.494178597677944,106.06601717798215,106.06601717798215,0.9149194824018346,0.9103515080772149,0.08191691451520944,0.0849776699274301,0.3352259641317138,0.31033564590870305,1699498.662321514,69241.75311138597
C056,0.85,23.321819428122957,23.321819428122957,50.0,50.0,0.6479364571367296,0.6115945684774445,0.24767175593738153,0.26382205421632055,0.12106364933935261,0.11755761265966021,1013575.9346726227,67182.21242931052
C056,0.88,23.321819428122957,23.321819428122957,71.75944439422447,50.0,0.693194914260421,0.6604882956944402,0.2273025824404522,0.24291602217242594,0.15294874118942908,0.14887842681291932,1014856.4766845182,69163.73373973746
C058,0.85,100.0,100.0,337.5,205.97671439071183,0.8246282893221131,0.7477207201499332,0.14014875321276002,0.1869862371911783,0.1545888119519829,0.13845714230146952,1206703.7306536043,107286.26854561227
C058,0.88,143.51888878844898,100.0,337.5,295.61549165650683,0.8695905304172395,0.8022765623727305,0.11143127232251435,0.15902871471160274,0.20178133003708906,0.17685998868387237,1206800.7014980668,107536.38978472057
C058,0.9,143.51888878844898,100.0,424.2640687119287,295.61549165650683,0.9072094519204891,0.8457157286160488,0.08612695941923154,0.1355181006652137,0.25130596421696283,0.21861392426976556,1206836.610421132,107645.67623681578
C059,0.85,106.06601717798215,106.06601717798215,450.0,313.54757816116694,0.9879737362055587,0.9823216764701795,0.017645704108842707,0.02416617350226334,0.31417140420753015,0.3040011862622382,74356.16044206648,2150.7573892555324
C060,0.85,35.87972219711224,35.87972219711224,51.494178597677944,51.494178597677944,0.6410255732564397,0.5517450986119959,0.2538318114059681,0.2901907289575398,0.1971507004074565,0.17191676896152894,2235367.3865410453,296630.52895771066
C060,0.88,35.87972219711224,35.87972219711224,51.494178597677944,51.494178597677944,0.6819163255785544,0.6078652703256121,0.23496812647696072,0.2667713697310907,0.2516689961501215,0.2192902993495539,2255391.046863036,336051.8124055919
C060,0.9,35.87972219711224,35.87972219711224,51.494178597677944,51.494178597677944,0.7218318218654282,0.6568839929296033,0.21620211023315836,0.24571387730437888,0.3063516922280147,0.26910572338168737,2268961.0693521667,360696.72957239335
C062,0.85,23.321819428122957,23.321819428122957,430.55666636534704,300.0,0.6612930193743608,0.5555100030568888,0.23263835949838396,0.28693432206832403,0.12391303775299012,0.1026872640921241,656668.3249024954,60236.48530060642
C062,0.88,23.321819428122957,23.321819428122957,430.55666636534704,430.55666636534704,0.7212737216276874,0.6097569581289898,0.20342518874437365,0.2643006030859561,0.16114273066029675,0.13246690457785787,659578.6000317131,63081.85994400713
C062,0.9,23.321819428122957,23.321819428122957,430.55666636534704,430.55666636534704,0.7716592128891855,0.6554508531801831,0.17710969087968703,0.24474100771601434,0.20268236759291688,0.16344509487752001,661169.7565563234,64619.38524473022
C062,0.92,33.47121608849067,23.321819428122957,430.55666636534704,430.55666636534704,0.8336201480330742,0.7131329467712137,0.14162559573053002,0.21924122077352656,0.2633310824323804,0.21084120393985234,662266.280303247,65834.81036496941
C070,0.85,300.0,300.0,617.9301431721358,617.9301431721358,0.8096276412502639,0.7633326031165826,0.15499147821518894,0.18041642791862086,0.1762033006585541,0.13789476772267828,606726.9670801493,144107.73066459253
C071,0.85,152.2247692360054,106.06601717798215,886.846474969521,617.9301431721358,0.9488507972752535,0.9381189996993125,0.04663775753337669,0.054256565233428165,0.25067321635697004,0.24055273516798237,264668.4509166297,17796.158350039947
C074,0.85,23.321819428122957,23.321819428122957,143.51888878844898,100.0,0.6519653263804894,0.6098347551868514,0.24614652388024008,0.2649368086643215,0.12606270810671238,0.11802972991661413,959047.5993241662,54026.92367304483
C074,0.88,23.321819428122957,23.321819428122957,143.51888878844898,143.51888878844898,0.6977566931008095,0.6597789068289243,0.22557134042059307,0.2436871814666628,0.15961879955555766,0.1496488363650433,959139.9055547361,54134.029784616425
C074,0.9,23.321819428122957,23.321819428122957,143.51888878844898,143.51888878844898,0.7373880751134183,0.7011315816525593,0.20705694021231802,0.22559535994754557,0.197523028117251,0.1837213210223922,959201.9157261268,54207.176200258225
C074,0.92,23.321819428122957,23.321819428122957,143.51888878844898,143.51888878844898,0.7865962141271389,0.753184371107849,0.1830040590010932,0.20204826060844427,0.25311759581199555,0.2362771771885743,959260.8790502577,54281.817835574286
C075,0.85,35.87972219711224,35.87972219711224,73.9038729141267,73.9038729141267,0.8460887785905618,0.829979331642433,0.1258198899891799,0.1335513291692506,0.22581321184127326,0.20458983362129846,1658655.4950207681,29338.378799647788
C075,0.88,51.494178597677944,51.494178597677944,73.9038729141267,73.9038729141267,0.8898567792212237,0.8818476157349557,0.09893731146818203,0.10358762917737667,0.29264508138171563,0.26468510902708586,1658843.7188659376,29519.850741405993
C075,0.9,51.494178597677944,51.494178597677944,106.06601717798215,106.06601717798215,0.9282464582359495,0.9219527072451971,0.07448413324502398,0.0786947815942547,0.3651793793760941,0.33084040916092183,1658920.0660394991,29592.716747000984
C075,0.92,51.494178597677944,51.494178597677944,106.06601717798215,106.06601717798215,0.9711552654996052,0.9652463276344225,0.04376770097104452,0.048489701082372286,0.48402653633791554,0.43950091503050864,1658953.850681204,29627.720066034963
C077,0.85,73.9038729141267,51.494178597677944,3600.0,152.2247692360054,0.9698109309005136,0.8707864646459569,0.04214299105443568,0.11288649014184705,0.2747023987896054,0.2527009733965135,74755.35979852156,13189.940173332694
C086,0.85,23.321819428122957,23.321819428122957,430.55666636534704,430.55666636534704,0.6424004035328427,0.6009379181545452,0.24931714254363566,0.2678160004853055,0.12378704382936347,0.11070248063149346,898385.9773448267,100904.02229266686
C086,0.88,23.321819428122957,23.321819428122957,430.55666636534704,430.55666636534704,0.6895804751942145,0.6516395945475314,0.2286666747936499,0.2460896551528386,0.15915863450499065,0.1431416095309131,902016.5305356388,105484.84907535744
C087,0.85,35.87972219711224,35.87972219711224,73.9038729141267,73.9038729141267,0.8250726957187843,0.796986136731022,0.14046923974906944,0.1528665732542438,0.19490055547367985,0.17319069997642858,686844.530646288,9456.671872179655
C088,0.85,50.0,50.0,337.5,102.9883571953559,0.8011391717793095,0.7070440819860744,0.1542668933219264,0.20689710574211678,0.12141319625955141,0.11430629612844397,1116030.893601977,153372.05528420545
C089,0.85,51.494178597677944,35.87972219711224,106.06601717798215,73.9038729141267,0.8204421891377964,0.7955929825366633,0.13917011754715694,0.15269144042615795,0.1288318061030699,0.1260543802839279,151622.82521346162,2428.565187218847
C089,0.88,51.494178597677944,51.494178597677944,106.06601717798215,106.06601717798215,0.8791894992325943,0.857991952925818,0.10678152359142865,0.11966437340376893,0.17216425582376563,0.16785166078404407,151778.35142619823,2642.3759895401054
C090,0.85,73.9038729141267,73.9038729141267,152.2247692360054,152.2247692360054,0.9587166393558023,0.9592203592207778,0.04268038464864732,0.042528461709705964,0.25771436407463605,0.2460149335694304,1093465.3384174015,76794.26620194537
C091,0.85,143.51888878844898,106.06601717798215,450.0,218.47129726829564,0.9786018808089478,0.93535301853876,0.023674294145776473,0.05720492298347332,0.37097103868931064,0.3367265877323613,502775.2657467087,29372.9997178736
C092,0.85,23.321819428122957,23.321819428122957,292.5,287.037777576898,0.7224228561301035,0.6428374438620832,0.20525770545588035,0.2500313658987778,0.17617696866661925,0.15761768182856095,898189.5816027676,117703.55340002188
C092,0.88,23.321819428122957,23.321819428122957,292.5,287.037777576898,0.7866324552726909,0.7051793963248407,0.1714077654758724,0.22231304889759781,0.24104922602441198,0.21684407675459574,913562.2415610922,134521.2286989382
C092,0.9,33.47121608849067,23.321819428122957,411.9534287814237,292.5,0.8442989106229077,0.7615456521241349,0.1379549544314457,0.1961754950106844,0.3141722352698409,0.2825257846055578,926165.4580761757,149243.24374728283
